name,count,rank,pctapi,pctblack,pctaian,pctwhite,pcttworace,pcthispanic,prop100k,year
Black,150186,160,0.42,18.56,1.35,76.65,1.49,1.53,55.67,2000
Holmes,150166,161,0.31,36.52,0.73,59.22,1.72,1.5,55.67,2000
Stone,149802,162,0.55,7.9,0.93,87.4,1.58,1.64,55.53,2000
Meyer,149664,163,0.57,0.45,0.24,96.07,1.13,1.55,55.48,2000
Rice,149500,184,0.57,16.74,0.74,77.63,1.99,2.33,50.68,2010
Boyd,149476,164,0.41,29.94,0.97,65.64,1.66,1.38,55.41,2000
Mills,147909,165,0.4,16.09,0.79,79.7,1.5,1.52,54.83,2000
Warren,147906,166,0.43,23.09,0.8,72.5,1.72,1.47,54.83,2000
Fox,147357,167,0.55,5.68,1.03,89.82,1.39,1.54,54.62,2000
Schmidt,147034,185,0.61,0.37,0.34,95.15,1.19,2.34,49.85,2010
Garza,147005,186,0.17,0.24,0.28,6.66,0.15,92.49,49.84,2010
Rose,146924,168,0.52,10.86,0.61,84.23,1.83,1.95,54.46,2000
Daniels,146570,187,0.51,38.54,0.91,54.67,2.68,2.7,49.69,2010
Rice,146440,169,0.4,16.26,0.65,79.65,1.51,1.52,54.28,2000
Ferguson,146426,188,0.6,19.19,0.62,74.83,2.23,2.53,49.64,2010
Moreno,146088,170,0.64,0.37,0.48,7.05,0.49,90.97,54.15,2000
Nichols,145584,189,0.52,11.88,0.76,82.42,1.99,2.43,49.35,2010
Schmidt,145565,171,0.46,0.28,0.33,96.48,0.87,1.57,53.96,2000
Patel,145066,172,91.37,0.26,0.41,1.55,5.84,0.57,53.78,2000
Stephens,144646,190,0.46,20.31,0.67,73.9,2.12,2.54,49.04,2010
Soto,144451,191,0.44,0.48,0.26,5.15,0.22,93.45,48.97,2010
Weaver,143837,192,0.52,9.99,1.09,84.41,1.87,2.12,48.76,2010
Ryan,143452,193,0.89,3.02,0.43,91.65,1.46,2.55,48.63,2010
Gardner,142894,194,0.56,19.4,0.7,75.01,2.04,2.29,48.44,2010
Payne,142601,195,0.45,22.63,0.58,71.55,2.37,2.42,48.34,2010
Grant,142277,196,0.52,37.91,1.08,55.36,2.35,2.79,48.23,2010
Ferguson,142256,173,0.44,18.05,0.6,77.54,1.66,1.71,52.73,2000
Nichols,141936,174,0.41,11.36,0.69,84.29,1.57,1.69,52.62,2000
Dunn,141427,197,0.75,14.39,0.59,80.08,1.94,2.25,47.94,2010
Herrera,140786,175,1.01,0.37,0.68,5.6,0.41,91.93,52.19,2000
Kelley,140693,198,0.55,10.8,0.66,83.78,2.03,2.18,47.7,2010
Spencer,139951,199,0.76,23.22,1.47,69.41,2.48,2.67,47.44,2010
Hawkins,139751,200,0.48,32.75,0.69,61.08,2.5,2.5,47.38,2010
Medina,139353,176,1.95,0.53,0.39,6.39,0.64,90.1,51.66,2000
Ryan,139335,177,0.64,2.82,0.42,93.33,1.17,1.62,51.65,2000
Fernandez,139302,178,5.17,1.28,0.22,11.35,1.29,80.7,51.64,2000
Arnold,138893,201,0.57,13.34,0.55,81.27,1.87,2.41,47.09,2010
Weaver,138811,179,0.4,10.02,1.07,85.71,1.4,1.41,51.46,2000
Daniels,138776,180,0.44,37.83,0.86,57.17,1.92,1.78,51.44,2000
Stephens,138742,181,0.37,19.22,0.64,76.54,1.61,1.63,51.43,2000
Gardner,138660,182,0.44,18.67,0.67,77.23,1.51,1.47,51.4,2000
Pierce,138629,202,0.53,12.86,1.06,80.98,2.1,2.47,47.0,2010
Vazquez,138322,203,0.18,0.35,0.06,3.53,0.12,95.75,46.89,2010
Payne,138028,183,0.35,22.03,0.54,73.69,1.75,1.64,51.17,2000
Hansen,137977,204,0.74,0.53,0.49,94.22,1.47,2.54,46.78,2010
Kelley,137555,184,0.47,10.21,0.62,85.81,1.52,1.38,50.99,2000
Peters,137513,205,0.98,10.41,1.33,82.86,1.86,2.55,46.62,2010
Santos,137232,206,13.32,2.31,0.27,20.06,1.85,62.2,46.52,2010
Hart,137184,207,0.56,13.64,0.73,80.54,2.01,2.52,46.51,2010
Dunn,136955,185,0.63,13.48,0.54,82.35,1.48,1.53,50.77,2000
Bradley,136720,208,0.44,25.09,0.82,69.12,2.19,2.34,46.35,2010
Knight,136713,209,0.52,21.61,0.9,72.31,2.17,2.5,46.35,2010
Pierce,136517,186,0.4,12.63,1.01,82.72,1.61,1.64,50.61,2000
Arnold,136315,187,0.43,12.63,0.55,83.35,1.48,1.56,50.53,2000
Tran,136095,188,95.61,0.16,0.07,1.56,1.98,0.62,50.45,2000
Elliott,135765,210,0.54,12.96,0.66,81.62,2,2.21,46.03,2010
Cunningham,135718,211,0.53,21.18,0.48,73.16,2.07,2.58,46.01,2010
Duncan,135187,212,0.52,17.33,0.99,76.39,2.21,2.55,45.83,2010
Armstrong,135044,213,0.58,21.01,0.93,72.39,2.31,2.79,45.78,2010
Hudson,134963,214,0.46,27.42,0.84,66.88,2.2,2.2,45.75,2010
Spencer,134443,189,0.69,22.55,1.33,71.71,1.97,1.75,49.84,2000
Carroll,134317,215,0.61,11.48,0.67,82.95,1.92,2.36,45.53,2010
Peters,134231,190,0.78,9.45,1.34,85.16,1.54,1.73,49.76,2000
Lane,134227,216,0.61,16.88,0.92,77.14,2.12,2.33,45.5,2010
Hawkins,134066,191,0.37,32.07,0.65,63.6,1.72,1.58,49.7,2000
Grant,134034,192,0.41,36.58,1.07,58.25,1.89,1.81,49.69,2000
Riley,133872,217,0.51,21.27,0.87,72.79,2.08,2.48,45.38,2010
Andrews,133799,218,0.78,21.58,1.09,71.78,2.2,2.57,45.36,2010
Alvarado,133501,219,0.53,0.33,0.23,4.29,0.2,94.42,45.26,2010
Hansen,133474,193,0.6,0.4,0.49,95.64,1.24,1.62,49.48,2000
Castro,133254,194,3.83,0.66,0.3,8.72,0.97,85.52,49.4,2000
Ray,133171,220,1.94,17.54,0.93,74.97,2.05,2.56,45.15,2010
Delgado,132985,221,0.8,0.72,0.19,5.57,0.25,92.47,45.08,2010
Berry,132812,222,0.56,23.11,0.8,70.66,2.34,2.53,45.02,2010
Hoffman,132645,195,0.44,1.11,0.53,95.45,1.04,1.43,49.17,2000
Hart,132466,196,0.46,12.92,0.73,82.71,1.48,1.7,49.1,2000
Elliott,132457,197,0.42,12.16,0.62,83.87,1.48,1.45,49.1,2000
Cunningham,131896,198,0.41,20.4,0.47,75.56,1.53,1.63,48.89,2000
Knight,131860,199,0.4,20.78,0.74,74.79,1.67,1.63,48.88,2000
Perkins,131440,223,0.53,24.6,0.73,69.45,2.33,2.37,44.56,2010
Hoffman,131401,224,0.63,1.26,0.56,94.08,1.34,2.12,44.55,2010
Johnston,131373,225,0.68,2.41,0.83,91.62,1.84,2.62,44.54,2010
Matthews,131303,226,0.62,30.67,0.58,63.37,2.36,2.39,44.51,2010
Bradley,131289,200,0.4,24.39,0.82,71.21,1.62,1.56,48.67,2000
Carroll,131020,201,0.44,11,0.63,85.05,1.39,1.5,48.57,2000
Hudson,130793,202,0.39,26.22,0.9,69.35,1.66,1.49,48.48,2000
Pena,130776,227,1.09,0.52,0.31,5.34,0.24,92.5,44.33,2010
Richards,130529,228,0.66,14.86,1.04,78.67,1.96,2.81,44.25,2010
Duncan,130419,203,0.39,16.48,0.94,78.88,1.65,1.66,48.35,2000
Contreras,130164,229,0.55,0.21,0.25,4.19,0.16,94.64,44.13,2010
Willis,130152,230,0.51,31.07,1.33,62.22,2.55,2.31,44.12,2010
Armstrong,129982,204,0.47,20.3,0.86,74.96,1.64,1.76,48.18,2000
Carpenter,129898,231,0.57,8.49,0.68,86.21,1.87,2.18,44.04,2010
Lawrence,129699,232,0.74,24.65,0.93,68.87,2.3,2.5,43.97,2010
Berry,129405,205,0.44,22.26,0.68,73.27,1.75,1.6,47.97,2000
Andrews,129320,206,0.59,20.84,0.92,74.23,1.78,1.65,47.94,2000
Sandoval,128948,233,0.55,0.21,1.77,5.29,0.25,91.93,43.71,2010
Johnston,128935,207,0.52,2.45,0.74,93.13,1.41,1.74,47.8,2000
Ray,128794,208,1.25,17.07,0.8,77.59,1.64,1.66,47.74,2000
Lane,128727,209,0.5,16.22,0.85,79.36,1.52,1.54,47.72,2000
Guerrero,128677,234,2.2,0.33,0.22,4.55,0.43,92.27,43.62,2010
George,128625,235,7.62,18.46,2.24,66.47,2.04,3.16,43.6,2010
Riley,127960,210,0.39,20.52,0.81,75.08,1.51,1.68,47.43,2000
Chapman,127939,236,0.57,14.62,0.81,79.51,2.03,2.47,43.37,2010
Rios,127794,237,0.43,0.44,0.32,4.99,0.22,93.61,43.32,2010
Estrada,127470,238,1.66,0.43,0.2,4.58,0.28,92.86,43.21,2010
Ortega,127256,239,1.15,0.29,0.43,4.77,0.25,93.11,43.14,2010
Watkins,127083,240,0.42,32.27,0.64,62.03,2.56,2.09,43.08,2010
Carpenter,127073,211,0.45,8.13,0.6,88.07,1.32,1.43,47.11,2000
Perkins,126951,212,0.43,23.95,0.71,71.52,1.76,1.63,47.06,2000
Aguilar,126399,213,1.74,0.22,0.66,4.7,0.49,92.19,46.86,2000
Silva,126164,214,1.82,1.19,0.41,33.68,4.75,58.15,46.77,2000
Greene,126101,241,0.48,26.54,0.73,67.7,2.34,2.21,42.75,2010
Richards,125653,215,0.53,13.28,0.94,81.74,1.62,1.89,46.58,2000
Willis,125627,216,0.46,30.38,1.16,64.74,1.77,1.49,46.57,2000
Nunez,125350,242,0.83,0.67,0.26,5.28,0.23,92.72,42.49,2010
Wheeler,125058,243,0.5,13.29,0.93,80.96,1.97,2.35,42.4,2010
Valdez,124995,244,3.35,0.48,0.65,6.29,0.56,88.66,42.37,2010
Matthews,124839,217,0.49,29.45,0.54,66.21,1.79,1.53,46.28,2000
Chapman,124614,218,0.42,14.11,0.79,81.57,1.53,1.58,46.19,2000
Harper,124461,245,0.49,26.22,0.72,67.9,2.36,2.31,42.19,2010
Lawrence,124321,219,0.58,23.12,0.91,71.93,1.81,1.65,46.09,2000
Garza,124130,220,0.15,0.19,0.29,6.59,0.31,92.47,46.01,2000
Vargas,123952,221,0.84,0.44,0.23,6.2,0.51,91.78,45.95,2000
Burke,122877,246,0.68,8.76,0.54,85.93,1.68,2.41,41.66,2010
Larson,122587,247,0.74,0.49,0.62,94.79,1.41,1.95,41.56,2010
Watkins,122447,222,0.33,31.38,0.62,64.54,1.78,1.35,45.39,2000
Santiago,122212,248,4.5,1.31,0.14,5.41,0.58,88.06,41.43,2010
Wheeler,121684,223,0.41,12.84,0.91,82.79,1.45,1.61,45.11,2000
Maldonado,121526,249,0.4,0.5,0.19,4.97,0.23,93.71,41.2,2010
Morrison,121130,250,0.61,14.82,0.98,79.11,1.99,2.49,41.06,2010
Larson,121064,224,0.55,0.39,0.62,96.13,1.03,1.27,44.88,2000
Franklin,120621,251,0.54,38.76,0.83,54.38,2.78,2.7,40.89,2010
Carlson,120552,252,0.77,0.46,0.49,94.83,1.38,2.07,40.87,2010
Carlson,120124,225,0.54,0.4,0.5,96.22,1.03,1.32,44.53,2000
Harper,119868,226,0.36,25.64,0.6,70.12,1.77,1.5,44.43,2000
George,119778,227,4.67,17.37,2.22,71.44,2.07,2.24,44.4,2000
Austin,119706,253,0.61,26.01,0.8,67.47,2.34,2.78,40.58,2010
Greene,119604,228,0.39,25.52,0.72,70.34,1.73,1.3,44.34,2000
Dominguez,119304,254,1.03,0.38,0.25,5.04,0.21,93.09,40.44,2010
Burke,119175,229,0.48,8.4,0.49,87.74,1.31,1.57,44.18,2000
Carr,119076,255,0.49,20.82,0.59,73.61,2.08,2.41,40.37,2010
Lawson,119053,256,0.43,20.74,0.65,73.84,2.15,2.2,40.36,2010
Jacobs,118614,257,0.59,16.71,3.75,74.28,2.16,2.52,40.21,2010
Obrien,118557,258,0.76,1.29,0.37,93.85,1.42,2.32,40.19,2010
Guzman,118390,230,1.44,0.49,0.21,4.73,0.45,92.69,43.89,2000
Morrison,117939,231,0.5,13.8,0.93,81.68,1.6,1.5,43.72,2000
Munoz,117774,232,0.88,0.3,0.29,5.52,0.41,92.61,43.66,2000
Lynch,117708,259,0.59,11.74,1.07,82.3,1.78,2.52,39.9,2010
Singh,116749,260,82.77,4.48,1.15,4.29,4.81,2.5,39.58,2010
Vega,116673,261,0.73,0.56,0.22,5.53,0.29,92.68,39.55,2010
Bishop,116618,262,0.61,10.14,0.57,84.44,1.86,2.37,39.53,2010
Montgomery,115953,263,0.59,26.23,0.61,67.86,2.37,2.35,39.31,2010
Oliver,115900,264,0.68,27.45,0.74,64.19,2.43,4.52,39.29,2010
Jensen,115679,265,0.73,0.44,0.82,93.97,1.4,2.64,39.22,2010
Harvey,115662,266,0.52,25,1.71,68,2.25,2.52,39.21,2010
Jacobs,115540,233,0.48,15.86,3.66,76.65,1.63,1.72,42.83,2000
Obrien,115385,234,0.53,1.13,0.33,95.31,1.18,1.52,42.77,2000
Lawson,115186,235,0.33,19.71,0.6,76.3,1.67,1.39,42.7,2000
Williamson,114959,267,0.5,17.41,0.7,77.17,1.94,2.27,38.97,2010
Gilbert,114940,268,0.57,15.92,0.69,77.8,2.04,2.98,38.97,2010
Franklin,114859,236,0.45,37.78,0.87,57.22,1.96,1.71,42.58,2000
Lynch,114448,237,0.43,11.23,0.98,84.22,1.46,1.68,42.43,2000
Bishop,114034,238,0.46,9.71,0.51,86.38,1.41,1.53,42.27,2000
Dean,114030,269,1.06,16.82,0.68,76.61,2.2,2.63,38.66,2010
Carr,113892,239,0.36,20.07,0.56,75.79,1.6,1.63,42.22,2000
Salazar,113468,240,1.59,0.28,0.58,6.14,0.52,90.89,42.06,2000
Sims,113374,270,0.41,39.89,0.55,54.29,2.62,2.24,38.43,2010
Austin,113160,241,0.5,25.5,0.81,69.57,1.79,1.82,41.95,2000
Mendez,112736,242,0.47,0.81,0.35,5.27,0.51,92.6,41.79,2000
Gilbert,112406,243,0.42,14.98,0.69,80.31,1.49,2.11,41.67,2000
Jensen,112332,244,0.58,0.36,0.79,95.44,1.18,1.65,41.64,2000
Williamson,112216,245,0.39,16.74,0.71,79.22,1.51,1.44,41.6,2000
Espinoza,112154,271,0.38,0.23,0.27,4.03,0.17,94.91,38.02,2010
Montgomery,112144,246,0.45,25.53,0.55,70.22,1.72,1.53,41.57,2000
Harvey,112136,247,0.41,24.11,1.56,70.7,1.65,1.58,41.57,2000
Howell,112041,272,0.46,15.08,0.72,79.48,1.8,2.46,37.98,2010
Li,111786,273,96.78,0.19,0.02,1.49,0.89,0.63,37.9,2010
Oliver,111641,248,0.54,26.81,0.72,66.74,1.85,3.33,41.38,2000
Wong,111371,274,86.49,0.79,0.04,3.48,5.2,4,37.76,2010
Reid,111360,275,0.61,34.1,0.56,59.83,2.28,2.62,37.75,2010
Hanson,111144,276,0.7,2.85,0.67,92.11,1.55,2.11,37.68,2010
Le,110967,277,95.59,0.23,0.03,1.49,1.92,0.75,37.62,2010
Mccoy,110744,278,0.46,26.71,0.89,66.88,2.43,2.64,37.54,2010
Garrett,110697,279,0.44,24.45,0.6,69.96,2.34,2.2,37.53,2010
Burton,110529,280,0.53,27.06,0.51,67.32,2.25,2.34,37.47,2010
Fuller,110116,281,0.6,21.06,0.63,73.22,2.16,2.33,37.33,2010
Wang,109883,282,95.24,0.29,0.02,2.59,1.5,0.35,37.25,2010
Howell,109634,249,0.36,14.55,0.67,81.31,1.48,1.64,40.64,2000
Weber,109433,283,0.63,1.29,0.36,94.29,1.25,2.18,37.1,2010
Dean,109230,250,0.81,16.23,0.64,78.74,1.76,1.82,40.49,2000
Hanson,109079,251,0.57,2.39,0.58,93.87,1.2,1.39,40.44,2000
Welch,108987,284,0.54,10.44,1.11,83.47,1.9,2.55,36.95,2010
Rojas,108421,285,0.76,0.37,0.12,4.12,0.16,94.46,36.76,2010
Weber,107866,252,0.46,1.19,0.36,95.58,1,1.41,39.99,2000
Garrett,107777,253,0.31,23.57,0.56,72.43,1.65,1.48,39.95,2000
Lucas,107690,286,1.63,18.51,0.52,69.1,2.19,8.05,36.51,2010
Marquez,107533,287,2.83,0.54,0.37,5.1,0.46,90.7,36.45,2010
Fields,107522,288,0.39,35.78,1.24,57.66,2.66,2.28,36.45,2010
Sims,107244,254,0.32,39.14,0.51,56.84,1.77,1.42,39.76,2000
Burton,107158,255,0.41,26.03,0.53,69.73,1.71,1.6,39.72,2000
Park,106696,289,72.98,0.79,0.16,23.34,1.74,1,36.17,2010
Fuller,106682,256,0.46,20.39,0.58,75.53,1.64,1.41,39.55,2000
Soto,106631,257,0.47,0.55,0.34,5.94,0.43,92.27,39.53,2000
Mccoy,106481,258,0.38,26.39,0.81,69,1.73,1.69,39.47,2000
Yang,106033,290,96.81,0.2,0.02,1.03,1.5,0.45,35.95,2010
Little,105936,291,0.44,24.26,1.26,70.11,1.93,2.01,35.91,2010
Banks,105833,292,0.36,54.51,0.43,39.27,2.98,2.45,35.88,2010
Welch,105804,259,0.45,9.83,1.04,85.6,1.45,1.63,39.22,2000
Chen,105544,260,95.45,0.36,0.02,1.68,2,0.49,39.12,2000
Padilla,105365,293,2.1,0.4,0.79,6.15,0.41,90.16,35.72,2010
Day,105091,294,1.02,10.44,1.08,83.08,1.97,2.4,35.63,2010
Walsh,105079,295,0.65,1.11,0.23,94.48,1.35,2.2,35.62,2010
Bowman,105007,296,0.48,13.62,0.8,80.82,2.05,2.23,35.6,2010
Schultz,104962,261,0.42,0.62,0.37,96.24,0.95,1.4,38.91,2000
Schultz,104888,297,0.59,0.7,0.41,94.81,1.28,2.22,35.56,2010
Luna,104518,298,1.84,0.4,0.41,8.15,0.41,88.78,35.43,2010
Fowler,104515,299,0.48,12.89,0.96,81.41,2.1,2.16,35.43,2010
Walters,104281,262,0.46,10.3,0.86,85.31,1.32,1.74,38.66,2000
Mejia,104057,300,1.33,0.45,0.14,3.37,0.2,94.51,35.28,2010
Reid,104007,263,0.47,32.01,0.57,63.24,1.97,1.74,38.56,2000
Davidson,103930,301,0.65,10.08,0.65,84.38,1.88,2.35,35.23,2010
Acosta,103418,302,2.26,0.62,0.26,6.96,0.43,89.48,35.06,2010
Brewer,103318,303,0.42,12.64,1.35,81.3,2.09,2.19,35.03,2010
May,103306,304,1.22,9.57,0.73,83.55,1.89,3.04,35.02,2010
Fields,103242,264,0.33,35.2,1.24,59.74,2,1.49,38.27,2000
Walsh,103216,265,0.49,0.96,0.2,95.9,1.04,1.41,38.26,2000
Little,102718,266,0.36,23.39,1.2,72.28,1.52,1.25,38.08,2000
Fowler,102620,267,0.4,12.32,0.96,83.34,1.53,1.45,38.04,2000
Holland,102538,305,0.46,17.67,0.57,76.77,2.16,2.37,34.76,2010
Bowman,102239,268,0.42,12.94,0.84,82.9,1.46,1.45,37.9,2000
Davidson,102044,269,0.46,9.58,0.6,86.25,1.51,1.6,37.83,2000
Juarez,101949,306,0.39,0.22,0.16,3.42,0.15,95.66,34.56,2010
Newman,101931,307,0.61,11.08,0.69,83.03,1.99,2.6,34.56,2010
Pearson,101836,308,0.56,22.51,0.41,72.14,2.14,2.24,34.52,2010
Curtis,101801,309,0.53,15.84,1.03,77.9,2.13,2.57,34.51,2010
May,101726,270,0.94,9.45,0.66,85.54,1.41,2.01,37.71,2000
Cortez,101694,310,2.92,0.7,0.29,6,0.44,89.65,34.47,2010
Day,101676,271,0.7,10.12,0.97,85.18,1.46,1.57,37.69,2000
Douglas,101458,311,0.52,34.67,0.7,58.62,2.69,2.8,34.39,2010
Schneider,101290,312,0.59,0.43,0.27,95.35,1.2,2.16,34.34,2010
Joseph,100959,313,9.76,54.19,0.99,29.59,2.49,2.98,34.23,2010
Schneider,100553,272,0.43,0.33,0.27,96.67,0.9,1.41,37.27,2000
Newman,100491,273,0.49,10.57,0.65,84.97,1.64,1.68,37.25,2000
Brewer,100465,274,0.33,12.03,1.24,83.34,1.58,1.47,37.24,2000
Lucas,100417,275,1.35,18.33,0.5,73.57,1.72,4.53,37.22,2000
Barrett,100104,314,0.67,13.4,0.62,80.7,1.96,2.65,33.94,2010
Holland,99885,276,0.36,17.23,0.55,78.86,1.54,1.46,37.03,2000
Navarro,99807,315,4.04,0.38,0.23,6.66,0.55,88.14,33.84,2010
Wong,99392,277,88.5,0.71,0.05,3.33,4.39,3.02,36.84,2000
Banks,99294,278,0.3,54.24,0.41,41.3,2.28,1.47,36.81,2000
Santos,98993,279,13.21,1.82,0.33,21.93,4.38,58.32,36.7,2000
Curtis,98958,280,0.41,15.42,1.07,79.88,1.56,1.67,36.68,2000
Pearson,98728,281,0.47,21.59,0.43,74.49,1.6,1.42,36.6,2000
Delgado,98675,282,0.71,0.69,0.24,6.45,0.66,91.26,36.58,2000
Valdez,98610,283,3.36,0.54,0.71,6.84,0.73,87.82,36.55,2000
Figueroa,98468,316,1,0.84,0.15,4.93,0.26,92.82,33.38,2010
Pena,98345,284,1.05,0.51,0.39,5.92,0.58,91.55,36.46,2000
Keller,98268,317,0.57,3.86,0.46,91.4,1.45,2.26,33.31,2010
Avila,97314,318,1.11,0.43,0.23,7.02,0.26,90.96,32.99,2010
Wade,97040,319,0.47,29.08,0.74,64.94,2.44,2.34,32.9,2010
Molina,96979,320,2.28,0.51,0.64,5.82,0.42,90.32,32.88,2010
Stanley,96867,321,0.74,15.1,1.16,78.79,1.95,2.27,32.84,2010
Hopkins,96810,322,0.48,20.66,0.92,73.56,2.25,2.14,32.82,2010
Rios,96569,285,0.39,0.45,0.4,5.33,0.41,93.02,35.8,2000
Douglas,96425,286,0.43,33.49,0.68,61.34,2.02,2.05,35.74,2000
Sandoval,96303,287,0.55,0.19,2.18,6,0.41,90.66,35.7,2000
Campos,96111,323,1.38,0.39,0.21,7.11,0.39,90.52,32.58,2010
Barrett,95896,288,0.57,12.41,0.55,83.22,1.54,1.72,35.55,2000
Barnett,95681,324,0.43,17.47,0.9,76.44,2.2,2.56,32.44,2010
Bates,95622,325,0.55,18.9,0.76,75.35,2.03,2.41,32.42,2010
Chambers,94988,326,0.45,28.5,0.58,65.7,2.29,2.47,32.2,2010
Hopkins,94603,289,0.42,20.28,0.82,75.56,1.55,1.37,35.07,2000
Keller,94300,290,0.42,3.59,0.47,92.93,1.11,1.49,34.96,2000
Guerrero,94152,291,2.36,0.32,0.25,5.16,0.6,91.32,34.9,2000
Caldwell,93944,327,0.42,26.18,0.74,68.05,2.32,2.29,31.85,2010
Stanley,93817,292,0.52,14.15,1.05,81.04,1.57,1.65,34.78,2000
Beck,93786,328,0.74,4.53,0.63,90.27,1.66,2.17,31.79,2010
Bates,93743,293,0.41,18.56,0.73,77.09,1.48,1.72,34.75,2000
Alvarado,93723,294,0.6,0.33,0.29,4.79,0.44,93.57,34.74,2000
Lambert,93678,329,0.59,9.88,1.3,83.66,1.77,2.79,31.76,2010
Miranda,93628,330,4.21,1.34,0.42,12.32,0.75,80.97,31.74,2010
Beck,93161,295,0.58,4.47,0.6,91.73,1.23,1.39,34.53,2000
Ortega,93131,296,1.1,0.33,0.62,5.69,0.43,91.83,34.52,2000
Byrd,92904,331,0.36,34.59,1.3,59.01,2.64,2.11,31.5,2010
Wade,92834,297,0.36,28.13,0.65,67.49,1.87,1.49,34.41,2000
Estrada,92831,298,1.77,0.49,0.33,5.23,0.53,91.65,34.41,2000
Contreras,92660,299,0.62,0.24,0.3,4.72,0.37,93.75,34.35,2000
Craig,92507,332,0.61,15.15,0.78,79.03,2.06,2.37,31.36,2010
Ayala,92463,333,0.47,0.54,0.2,4.37,0.18,94.25,31.35,2010
Barnett,92287,300,0.36,16.63,0.86,78.75,1.78,1.63,34.21,2000
Lowe,92260,334,1.68,19.35,0.96,73.04,2.41,2.56,31.28,2010
Frazier,92152,335,0.4,37.36,1.36,56.1,2.51,2.27,31.24,2010
Powers,91970,336,0.65,5.15,0.55,89.6,1.65,2.39,31.18,2010
Neal,91694,337,0.6,31.84,0.68,62.1,2.61,2.16,31.08,2010
Leonard,91475,338,0.59,14.07,0.77,80.38,1.77,2.42,31.01,2010
Gregory,91384,339,0.57,15.56,0.75,78.64,1.99,2.49,30.98,2010
Caldwell,91338,301,0.34,25.58,0.69,70.27,1.55,1.57,33.86,2000
Carrillo,91129,340,0.68,0.24,0.36,5.13,0.24,93.33,30.89,2010
Santiago,90967,302,4.43,1.46,0.19,5.86,0.84,87.22,33.72,2000
Sutton,90964,341,0.48,21.7,0.68,72.77,2.24,2.13,30.84,2010
Fleming,90677,342,0.62,22.76,0.52,71.71,2.21,2.19,30.74,2010
Rhodes,90670,343,0.48,20.04,0.62,74.76,1.92,2.17,30.74,2010
Lambert,90618,303,0.46,9.34,1.16,85.71,1.39,1.94,33.59,2000
Shelton,90517,344,0.47,20.64,0.67,73.49,2.5,2.23,30.69,2010
Powers,90401,304,0.51,5.14,0.52,91.01,1.23,1.58,33.51,2000
Chambers,90325,305,0.36,26.93,0.56,68.8,1.78,1.57,33.48,2000
Nunez,90208,306,0.8,0.77,0.3,6.44,0.47,91.21,33.44,2000
Schwartz,90071,345,0.57,0.44,0.21,95.93,0.96,1.89,30.53,2010
Norris,89796,346,0.52,14.41,0.94,79.88,2.04,2.2,30.44,2010
Jennings,89700,347,0.7,23.06,0.66,70.87,2.25,2.45,30.41,2010
Watts,89649,348,0.48,25.52,0.77,68.62,2.35,2.26,30.39,2010
Craig,89591,307,0.5,14.47,0.68,81.17,1.57,1.61,33.21,2000
Duran,89401,349,1.23,0.54,0.78,9.93,0.41,87.11,30.31,2010
Walters,89376,350,0.65,11.29,0.82,82.92,1.69,2.63,30.3,2010
Leonard,89198,308,0.45,13.14,0.75,82.59,1.32,1.75,33.07,2000
Lowe,89178,309,1.66,18.53,0.94,75.29,1.83,1.75,33.06,2000
Cohen,89091,351,0.66,5.97,0.11,88.89,1.08,3.29,30.2,2010
Rhodes,88917,310,0.32,19.04,0.62,77.16,1.45,1.41,32.96,2000
Byrd,88811,311,0.26,34.2,1.08,61.25,1.83,1.39,32.92,2000
Gregory,88810,312,0.43,14.62,0.75,80.87,1.51,1.82,32.92,2000
Mcdaniel,88728,352,0.43,18.35,0.64,76.18,2.05,2.35,30.08,2010
Moran,88615,353,0.7,2.43,0.79,64.14,1.13,30.81,30.04,2010
Parks,88586,354,0.59,24.91,0.67,69.39,2.38,2.06,30.03,2010
Shelton,88326,313,0.36,19.76,0.62,76.18,1.7,1.37,32.74,2000
Frazier,88325,314,0.37,36.14,1.29,59.05,1.85,1.3,32.74,2000
Steele,88230,355,0.53,15.6,1.15,78.25,2.02,2.43,29.91,2010
Becker,88114,315,0.45,0.46,0.31,96.4,1.02,1.38,32.66,2000
Vaughn,88060,356,0.44,22.67,0.75,71.52,2.34,2.27,29.85,2010
Maldonado,88016,316,0.33,0.51,0.27,5.53,0.42,92.95,32.63,2000
Fleming,87949,317,0.44,21.51,0.48,74.59,1.55,1.43,32.6,2000
Becker,87859,357,0.66,0.52,0.34,94.89,1.26,2.33,29.78,2010
Vega,87728,318,0.65,0.6,0.29,6.46,0.45,91.54,32.52,2000
Holt,87531,358,0.57,14.85,0.87,79.38,2.24,2.1,29.67,2010
Deleon,87414,359,8.31,1.04,0.21,6.64,0.74,83.06,29.63,2010
Sutton,87373,319,0.37,20.88,0.64,75.08,1.61,1.41,32.39,2000
Cohen,87226,320,0.42,5.51,0.11,90.63,1.23,2.11,32.33,2000
Barker,87162,360,0.68,7.83,0.65,86.48,1.92,2.44,29.55,2010
Jennings,87038,321,0.54,22.36,0.56,73.38,1.62,1.53,32.26,2000
Terry,87000,361,0.56,27.34,0.7,66.28,2.44,2.68,29.49,2010
Hale,86618,362,0.54,11.41,1.19,82.23,2.21,2.42,29.36,2010
Leon,86363,363,1.04,2.95,0.37,9.99,0.44,85.21,29.28,2010
Parks,86346,322,0.53,24.25,0.57,71.48,1.8,1.37,32.01,2000
