main_category,sub_category,category_detail,product_name,product_form,display_order,product_number,product_type,path,sizes
Food,Hot Breakfast,Bakes & Egg Bites,Egg White & Roasted Red Pepper Egg Bites,Single,6,2122117,Food,/product/2122117/single,['1 Piece']
Food,Oatmeal & Yogurt,,Rolled & Steel-Cut Oatmeal,Single,3,301,Food,/product/301/single,['1 Piece']
Food,Oatmeal & Yogurt,,Berry Trio Parfait,Single,5,2122192,Food,/product/2122192/single,['1 Piece']
Food,Bakery,Bagels,Plain Bagel,Single,2,321,Food,/product/321/single,['1 Piece']
Food,Bakery,Bagels,Everything Bagel,Single,6,324,Food,/product/324/single,['1 Piece']
Food,Bakery,Bagels,Avocado Spread,Single,12,2122257,Food,/product/2122257/single,['1 Piece']
Food,Bakery,Cake Pops,Cookies & Cream Cake Pop,Single,8,2123657,Food,/product/2123657/single,['1 Piece']
Food,Bakery,Cake Pops,Birthday Cake Pop,Single,33,784,Food,/product/784/single,['1 Piece']
Food,Bakery,Cake Pops,Chocolate Cake Pop,Single,37,1015,Food,/product/1015/single,['1 Piece']
Food,Bakery,"Cookies, Brownies & Bars",Double Chocolate Brownie,Single,8,1130,Food,/product/1130/single,['1 Piece']
Food,Bakery,"Cookies, Brownies & Bars",Chocolate Chip Cookie,Single,15,2122714,Food,/product/2122714/single,['1 Piece']
Food,Bakery,"Cookies, Brownies & Bars",Marshmallow Dream Bar,Single,15,309,Food,/product/309/single,['1 Piece']
Food,Bakery,Croissants,Ham & Swiss Croissant,Single,3,2122132,Food,/product/2122132/single,['1 Piece']
Food,Bakery,Croissants,Butter Croissant,Single,4,1033,Food,/product/1033/single,['1 Piece']
Food,Bakery,Croissants,Chocolate Croissant,Single,9,1028,Food,/product/1028/single,['1 Piece']
Food,Bakery,"Loaves, Cakes & Buns",Cinnamon Coffee Cake,Single,7,1021,Food,/product/1021/single,['1 Piece']
Food,Bakery,"Loaves, Cakes & Buns",Iced Lemon Loaf,Single,8,1254,Food,/product/1254/single,['1 Piece']
Food,Bakery,"Loaves, Cakes & Buns",Pumpkin & Pepita Loaf,Single,9,1255,Food,/product/1255/single,['1 Piece']
Food,Bakery,"Loaves, Cakes & Buns",Banana Walnut & Pecan Loaf,Single,10,1256,Food,/product/1256/single,['1 Piece']
Food,Bakery,Danishes & Doughnuts,Vanilla Bean Custard Danish,Single,1,2123800,Food,/product/2123800/single,['1 Piece']
Food,Bakery,Danishes & Doughnuts,Cheese Danish,Single,6,1040,Food,/product/1040/single,['1 Piece']
Food,Bakery,Danishes & Doughnuts,Glazed Doughnut,Single,6,311,Food,/product/311/single,['1 Piece']
Food,Bakery,Muffins & Scones,Blueberry Scone,Single,10,1041,Food,/product/1041/single,['1 Piece']
Food,Bakery,Muffins & Scones,Petite Vanilla Bean Scone,Single,12,317,Food,/product/317/single,['1 Piece']
Food,Bakery,Muffins & Scones,Blueberry Muffin,Single,14,1036,Food,/product/1036/single,['1 Piece']
Food,Lunch,Warm Sandwiches,Crispy Grilled Cheese on Sourdough,Single,2,2123039,Food,/product/2123039/single,['1 Piece']
Food,Lunch,Warm Sandwiches,Ham & Swiss on Baguette,Single,4,574,Food,/product/574/single,['1 Piece']
Food,Lunch,Warm Sandwiches,"Turkey, Provolone & Pesto on Ciabatta",Single,9,2121962,Food,/product/2121962/single,['1 Piece']
Food,Lunch,Warm Sandwiches,Tomato & Mozzarella on Focaccia,Single,19,573,Food,/product/573/single,['1 Piece']
Food,Lunch,Warm Sandwiches,Avocado Spread,Single,25,2122257,Food,/product/2122257/single,['1 Piece']
Food,Lunch,Protein Boxes,Eggs & Gouda Protein Box,Single,1,2123221,Food,/product/2123221/single,['1 Piece']
Food,Lunch,Protein Boxes,Cheese Trio Protein Box,Single,2,2123222,Food,/product/2123222/single,['1 Piece']
Food,Lunch,Protein Boxes,Cheddar & Uncured Salami Protein Box,Single,3,2123223,Food,/product/2123223/single,['1 Piece']
Food,Lunch,Protein Boxes,Eggs & Cheddar Protein Box,Single,6,2122248,Food,/product/2122248/single,['1 Piece']
Food,Lunch,Protein Boxes,PB&J Protein Box,Single,7,2122250,Food,/product/2122250/single,['1 Piece']
Food,Lunch,Protein Boxes,Cheese & Fruit Protein Box,Single,8,2122249,Food,/product/2122249/single,['1 Piece']
Food,Snacks & Sweets,Biscotti & Cookies,Madeleines,Single,19,2121740,Food,/product/2121740/single,['1 Piece']
Food,Snacks & Sweets,Biscotti & Cookies,Vanilla Biscotti with Almonds,Single,21,2121411,Food,/product/2121411/single,['1 Piece']
Food,Snacks & Sweets,Biscotti & Cookies,Shortbread Cookies,Single,22,2121410,Food,/product/2121410/single,['1 Piece']
Food,Snacks & Sweets,Biscotti & Cookies,Rip van Wafels – Honey & Oats,Single,26,2121699,Food,/product/2121699/single,['1 Piece']
Food,Snacks & Sweets,Chocolates & Candy,Salted Almond Chocolate Bites,Single,32,2122093,Food,/product/2122093/single,['1 Piece']
Food,Snacks & Sweets,Chocolates & Candy,Dark Chocolate Covered Espresso Beans,Single,43,2122119,Food,/product/2122119/single,['1 Piece']
Food,Snacks & Sweets,Chocolates & Candy,Dark Chocolate Peanut Butter Cups,Single,44,2121686,Food,/product/2121686/single,['1 Piece']
Food,Snacks & Sweets,Fruit & Nuts,SkinnyDipped Dark Chocolate Cocoa Almonds,Single,3,2123823,Food,/product/2123823/single,['1 Piece']
Food,Snacks & Sweets,Fruit & Nuts,SkinnyDipped Lemon Bliss Almonds,Single,4,2123820,Food,/product/2123820/single,['1 Piece']
Food,Snacks & Sweets,Fruit & Nuts,Squirrel Brand® Fruit & Nut,Single,11,2121816,Food,/product/2121816/single,['1 Piece']
Food,Snacks & Sweets,Fruit & Nuts,Peter Rabbit™ Organics Strawberry Banana,Single,18,2121692,Food,/product/2121692/single,['1 Piece']
Food,Snacks & Sweets,Gum & Mints,Spearmint Gum,Single,1,2123299,Food,/product/2123299/single,['1 Piece']
Food,Snacks & Sweets,Popcorn & Chips,Siete Sea Salt Kettle Cooked Potato Chips,Single,3,2123819,Food,/product/2123819/single,['1 Piece']
Food,Snacks & Sweets,Popcorn & Chips,Siete Lime Grain Free Tortilla Chips,Single,4,2123822,Food,/product/2123822/single,['1 Piece']
Food,Snacks & Sweets,Popcorn & Chips,Starbucks Butter Popcorn,Single,8,2121689,Food,/product/2121689/single,['1 Piece']
Food,Snacks & Sweets,Popcorn & Chips,Perfectly Salted Chips,Single,23,2121813,Food,/product/2121813/single,['1 Piece']
Food,Snacks & Sweets,Meat & Cheese,Country Archer - Hickory Smoked Turkey Jerkey,Single,2,2122004,Food,/product/2122004/single,['1 Piece']
Food,Snacks & Sweets,Meat & Cheese,String Cheese,Single,7,2122033,Food,/product/2122033/single,['1 Piece']
Food,Snacks & Sweets,Snack Bars,Perfect Bar® - Dark Chocolate Chip Peanut Butter,Single,1,2122867,Food,/product/2122867/single,['1 Piece']
Food,Snacks & Sweets,Snack Bars,Perfect Bar® Peanut Butter,Single,2,2122631,Food,/product/2122631/single,['1 Piece']
Food,Snacks & Sweets,Snack Bars,KIND - Almond Coconut Cashew Chai,Single,10,2121814,Food,/product/2121814/single,['1 Piece']
Food,Snacks & Sweets,Snack Bars,KIND Peanut Butter Dark Chocolate Bar,Single,12,2121697,Food,/product/2121697/single,['1 Piece']
Food,Snacks & Sweets,Snack Bars,KIND® Salted Caramel & Dark Chocolate Nut Bar,Single,13,2121815,Food,/product/2121815/single,['1 Piece']
Food,Snacks & Sweets,Snack Bars,That's It® - Apple + Blueberry Bar,Single,14,2121694,Food,/product/2121694/single,['1 Piece']
Food,Snacks & Sweets,Snack Bars,That's It® - Apple + Mango Bar,Single,15,2121693,Food,/product/2121693/single,['1 Piece']
Food,Snacks & Sweets,Spreads,Avocado Spread,Single,3,2122257,Food,/product/2122257/single,['1 Piece']
At Home Coffee,Whole Bean,Starbucks Reserve®,Sun-Dried Ethiopia Kayon Mountain Farm Starbucks Reserve®,Whole-Bean,6,2122178,Coffee,/product/2122178/whole-bean,['8.8-oz']
At Home Coffee,Whole Bean,Starbucks Reserve®,Guatemala Huehuetenango Starbucks Reserve®,Whole-Bean,8,2122439,Coffee,/product/2122439/whole-bean,"['1-lb', '8.8-oz']"
At Home Coffee,Whole Bean,Blonde Roast,Starbucks® Green Apron Blend™,Whole-Bean,1,2123755,Coffee,/product/2123755/whole-bean,['1-lb']
At Home Coffee,Whole Bean,Blonde Roast,Veranda Blend®,Whole-Bean,3,860,Coffee,/product/860/whole-bean,['1-lb']
At Home Coffee,Whole Bean,Blonde Roast,Starbucks® Blonde Espresso Roast,Whole-Bean,6,2122186,Coffee,/product/2122186/whole-bean,['1-lb']
At Home Coffee,Whole Bean,Medium Roast,Starbucks Odyssey Blend® 2024,Whole-Bean,1,2123467,Coffee,/product/2123467/whole-bean,['1-lb']
At Home Coffee,Whole Bean,Medium Roast,Starbucks Tribute Blend® 2024,Whole-Bean,8,792,Coffee,/product/792/whole-bean,['1-lb']
At Home Coffee,Whole Bean,Medium Roast,Starbucks Siren’s Blend™,Whole-Bean,14,2123124,Coffee,/product/2123124/whole-bean,['1-lb']
At Home Coffee,Whole Bean,Medium Roast,Guatemala Antigua,Whole-Bean,27,3,Coffee,/product/3/whole-bean,['1-lb']
At Home Coffee,Whole Bean,Medium Roast,Pike Place® Roast,Whole-Bean,31,24,Coffee,/product/24/whole-bean,['1-lb']
At Home Coffee,Whole Bean,Medium Roast,Organic Yukon Blend®,Whole-Bean,33,290,Coffee,/product/290/whole-bean,['1-lb']
At Home Coffee,Whole Bean,Dark Roast,Starbucks® Anniversary Blend 2024,Whole-Bean,1,104,Coffee,/product/104/whole-bean,['1-lb']
At Home Coffee,Whole Bean,Dark Roast,Decaf Sumatra,Whole-Bean,20,581,Coffee,/product/581/whole-bean,['1-lb']
At Home Coffee,Whole Bean,Dark Roast,Caffè Verona®,Whole-Bean,29,15,Coffee,/product/15/whole-bean,['1-lb']
At Home Coffee,Whole Bean,Dark Roast,Espresso Roast,Whole-Bean,30,20,Coffee,/product/20/whole-bean,['1-lb']
At Home Coffee,Whole Bean,Dark Roast,Italian Roast,Whole-Bean,35,23,Coffee,/product/23/whole-bean,['1-lb']
At Home Coffee,Whole Bean,Dark Roast,Komodo Dragon Blend®,Whole-Bean,37,10,Coffee,/product/10/whole-bean,['1-lb']
At Home Coffee,Whole Bean,Dark Roast,Sumatra,Whole-Bean,38,8,Coffee,/product/8/whole-bean,['1-lb']
At Home Coffee,VIA® Instant,Flavored,VIA® Sweetened Iced Coffee,VIA,3,810,Coffee,/product/810/via,['5-count']
At Home Coffee,VIA® Instant,Blonde Roast,VIA® Veranda Blend™,VIA,1,860,Coffee,/product/860/via,['12-count']
At Home Coffee,VIA® Instant,Medium Roast,Starbucks VIA® Instant Pike Place® Roast,VIA,2,24,Coffee,/product/24/via,['12-count']
At Home Coffee,VIA® Instant,Dark Roast,VIA® Italian Roast,VIA,5,23,Coffee,/product/23/via,['12-count']
At Home Coffee,VIA® Instant,Dark Roast,VIA® Decaf Italian Roast,VIA,6,868,Coffee,/product/868/via,['12-count']
Merchandise,Cold Cups,,Plastic Reusable Cold Cup with Lid & Straw - 24 fl oz,Single,2,2123336,Food,/product/2123336/single,['1 Piece']
Merchandise,Cold Cups,,Siren Logo Plastic Cold Cup - 24 fl oz,Single,12,2123607,Food,/product/2123607/single,['1 Piece']
Merchandise,Tumblers,,Siren Logo Plastic Hot Cup - 16 fl oz,Single,5,2123291,Food,/product/2123291/single,['1 Piece']
Merchandise,Mugs,,Glass Mug - 16 fl oz,Single,3,2123713,Food,/product/2123713/single,['1 Piece']
Merchandise,Other,,French Press,Single,1,2123710,Food,/product/2123710/single,['1 Piece']
Merchandise,Other,,Pour Over,Single,2,2123718,Food,/product/2123718/single,['1 Piece']
Merchandise,Other,,Small Shopping Bag,Single,3,2121746,Food,/product/2121746/single,['1 Piece']
