loc_name,geo_lat,geo_lon,count
Lytvynivka,50.7298,30.2412,1
Lyubivka,47.8240,37.7525,3
Lyubomirivka,47.1861,32.8773,14
Lyubovychi,50.7965,29.4227,1
Lyubymivka,47.3885,33.7136,9
Lyubymivka,47.9678,35.3804,1
Lyute,52.2598,33.6572,1
Mahdalynivka,47.6463,35.4560,6
Maiorsk,48.4005,37.9708,59
Maiske,48.6255,37.7775,1
Maiske,50.6619,35.3478,1
Maiske,52.0752,33.6997,2
Makariv,50.4641,29.8113,25
Makarove,50.2930,36.1510,4
Makiivka,48.0464,37.9693,124
Makiivka,49.2265,37.9863,1
Makiivka,50.6712,31.8274,1
Makovyshche,50.4548,29.8716,2
Maksyma Horkoho,46.1358,33.2862,1
Maksymilianivka,47.9749,37.3933,10
Maksymivka,47.8923,37.1067,1
Mala Danylivka,50.0635,36.1656,11
Mala Kardashynka,46.5051,32.5897,1
Mala Komyshuvakha,49.0979,37.2163,1
Mala Kostromka,47.5770,33.6367,10
Mala Oleksandrivka,47.2930,33.2795,1
Mala Rohan,49.9385,36.4912,8
Mala Seidemynukha,47.1345,33.0071,1
Mala Shestirnya,47.5544,33.5538,5
Mala Tokmachka,47.5325,35.8978,60
Mala Vovcha,50.3474,37.2667,1
Male Vesele,50.1474,36.5402,2
Mali Prokhody,50.2305,36.3402,1
Mali Scherbaky,47.5479,35.5530,49
Maliivka,49.2419,37.7208,1
Malomykhailivske,47.3208,32.9114,1
Maloryazantseve,48.8850,38.3819,3
Malotaranivka,48.6629,37.5088,2
Malyn,50.7723,29.2383,10
Malynivka,47.6723,36.4758,36
Malynivka,49.7972,36.7138,13
Malyy Vystorop,50.6322,34.8074,1
Manhush,47.0558,37.3107,6
Manukhivka,51.2523,34.1575,10
Marhanets,47.6354,34.6277,41
Marinka,47.9425,37.5050,183
Mariupol,47.1298,37.5710,143
Markhalivka,50.2717,30.3710,1
Markivka,49.5229,39.5705,1
Markove,48.6535,37.7907,1
Maryanske,47.5522,33.9152,21
Maryine,47.4720,33.3393,1
Matviivka,47.9051,35.3013,1
Mayak,48.8989,37.1374,3
Mayaky,48.9469,37.6204,24
Maydan,48.8470,37.2595,2
Maydanivka,50.9069,28.8753,1
Mazanivka,48.9933,37.3520,57
Mazhuhivka,51.3953,31.0992,1
Mechebylove,49.0637,36.6909,1
Medvedivka,52.2937,32.4603,1
Melekyne,46.9560,37.3933,1
Melitopol,46.8489,35.3653,82
Memryk,48.1227,37.3982,3
Mena,51.5217,32.2157,2
Merefa,49.8230,36.0507,6
Metalist,47.8239,38.2943,3
Metalist,48.6233,39.2823,2
Metyolkine,48.9295,38.5549,15
Mezenivka,50.6349,35.3134,7
Mezhova,48.2532,36.7347,1
Midna Ruda,48.5547,38.2074,1
Milova,49.4514,36.7083,6
Milove,49.3753,40.1322,1
Milove,50.1592,37.6581,2
Mine 6/7,48.3767,37.9636,26
Mineralne,48.0996,37.8254,64
Minkivka,48.7002,37.8513,2
Mironivka,48.4855,38.2583,4
Mishkovo-Pohorilove,46.9945,32.1100,2
Mistky,49.3400,38.5056,1
Mkhy,52.1338,32.4098,2
Mohrytsia,51.0291,35.1131,2
Mokhnach,49.7378,36.5318,1
Mokhnatyn,51.5918,31.0460,1
Mokrets,50.6865,31.1564,1
Molochansk,47.2041,35.5979,2
Molochnyi,48.3536,38.2491,8
Molodizhne,47.8259,37.7157,1
Molodizhne,48.6433,38.4768,5
Molodova,50.0375,36.7742,4
Momotove,50.0571,36.4548,2
Mordvynivka,46.7352,35.3652,2
Morokhovets,50.2727,36.4703,1
Morosivka,48.9967,37.3657,1
Morozova Dolyna,50.3080,35.7317,3
Moshchun,50.6056,30.3078,9
Moskovskyi Bobryk,50.4221,34.3497,2
Mospanove,49.6398,36.7447,52
Mospyne,47.8794,38.0714,1
Motyzhyn,50.3819,29.9262,5
Murakhivka,47.2462,33.0207,17
Muraveinia,51.9071,34.2007,1
Muravi,52.3413,33.3689,2
Musiivka,47.6115,34.4494,2
Muzykivka,46.7520,32.5566,2
Mykhailivka,47.2724,35.2224,5
Mykhailivka,48.1366,37.3760,15
Mykhailivka,49.1066,38.5696,1
Mykhailivka,50.0770,36.5252,2
Mykhailivka,50.7973,35.3186,1
Mykhailivka-Rubezhivka,50.5201,30.1440,1
Mykhailo-Kotsiubynske,51.4497,31.0781,2
Mykhailove,52.2647,32.5420,3
Mykhalchyna-Sloboda,52.3128,33.2108,14
Mykhaylivka,48.2444,37.9747,55
Mykilske,47.7509,37.2993,22
Mykilske,48.7366,36.3241,2
Mykilske,48.9205,37.4606,24
Mykilske,49.7881,37.2185,1
Mykolaiv,46.9672,32.0183,179
Mykolaiv,47.0715,32.7980,14
Mykolaivka,44.9683,33.6070,1
Mykolaivka,46.7875,33.2551,6
Mykolaivka,47.3694,37.8586,10
Mykolaivka,47.4966,33.3913,9
Mykolaivka,47.5436,30.7552,2
Mykolaivka,47.6539,37.6793,5
Mykolaivka,48.5887,39.5143,7
Mykolaivka,48.7440,38.0521,16
Mykolaivka,48.7783,38.3341,7
Mykolaivka,50.3820,37.3420,2
Mykolaivka,50.9395,34.3729,6
Mykolaivka,51.2206,32.5717,5
Mykolaivka,52.2417,32.6379,11
Mykolaivka Druha,48.4735,38.0302,23
Mykolaivske,46.9292,32.1256,2
Mykolayivka,48.4861,38.0311,14
Mykolayivka,48.8610,37.7619,11
Myla,50.4414,30.1721,4
Myliach,51.6772,26.7452,1
Mylove,47.0691,33.6292,4
Myrhorod,49.9685,33.6089,4
Myrna Dolyna,48.8081,38.4781,8
Myrna Dolyna,49.3235,37.0290,6
Myrne,46.7076,32.2486,24
Myrne,46.8117,32.3116,23
Myrne,46.9466,35.4404,4
Myrne,47.5773,36.1158,1
Myrne,49.0691,37.9275,3
Myrnohrad,48.2959,37.2704,2
Myrnyi,48.3083,38.0720,1
Myroliubivka,46.7279,32.2980,17
Myroliubivka,48.2986,37.3804,5
Myronivka,50.1926,36.0491,3
Myronivskyi,48.4621,38.2753,5
Myropillia,51.0273,35.2470,20
Myropilske,50.9415,35.3156,12
Myrove,47.7697,34.7311,8
Nadezhdivka,46.7056,32.3618,1
Nahirne,48.7412,38.2436,9
Nalyvaikivka,50.4838,29.7116,3
Narodychi,51.2029,29.0823,2
Natalivka,47.8390,35.3521,1
Nechayane,46.9442,31.5511,1
Nedryhailiv,50.8340,33.8763,1
Nelipivka,48.3515,37.8370,8
Nemishayeve,50.5655,30.0972,1
Neskuchne,47.8195,36.8092,23
Neskuchne,50.2064,36.5724,4
Nesterianka,47.4951,35.6802,5
Netaylove,48.1083,37.5507,29
Nevelske,48.0595,37.5754,47
New Korotych,49.9604,36.0082,1
New York,48.3319,37.8358,103
Nikolske,47.2053,37.3214,8
Nikopol,47.5712,34.3964,79
Nikopol,48.8821,37.1322,3
Nizhyn,51.0480,31.8869,8
Nortsivka,49.3110,37.0474,28
Nova Astrakhan,49.1147,38.5953,1
Nova Basan,50.5727,31.5179,5
Nova Buda,50.6699,28.9755,2
Nova Dmytrivka,48.9577,37.1519,35
Nova Dofinivka,46.5745,30.9059,1
Nova Husarivka,49.3910,36.8785,2
Nova Huta,52.2723,33.8472,5
Nova Kakhovka,46.7545,33.3486,73
Nova Kamianka,48.6678,38.1247,7
Nova Mayachka,46.5964,33.2235,4
Nova Mykolaivka,49.0776,36.7722,4
Nova Odesa,47.3078,31.7851,1
Nova Olenivka,47.8400,37.6927,1
Nova Poltavka,48.3645,37.4890,2
Nova Sloboda,51.3749,34.1321,8
Nova Vodolaha,49.7190,35.8658,2
Nova Zburivka,46.4549,32.4534,3
Nova Zoria,46.7427,32.0914,15
Nova Zorya,46.4433,32.0539,2
Nove,48.9176,36.2162,4
Nove,49.1615,37.8374,5
Nove,50.1874,36.2409,24
Novhorod-Siverskyi,51.9984,33.2651,11
Novhorodske,48.3321,37.8367,14
Novi Borovychi,51.9390,31.8680,1
Novi Petrivtsi,50.6230,30.4463,5
Novi Vyrky,51.2211,34.1691,4
Novoaidar,48.9672,39.0028,11
Novoandriivka,47.5621,35.6972,65
Novoazovsk,47.1176,38.0736,1
Novobakhmutivka,48.2489,37.7875,108
Novobohdanivka,47.0856,35.3253,3
Novodanylivka,47.5242,35.8235,46
Novodarivka,47.7807,36.6353,8
Novodmytrivka,47.3577,33.3515,2
Novodmytrivka,48.5458,37.7300,5
Novodniprovka,47.4112,34.7677,1
Novodonetske,47.7552,36.9596,2
Novodonetske,48.6347,36.9822,2
Novodruzhesk,48.9628,38.3521,18
Novofedorivka,45.0947,33.5721,2
Novohnativka,47.6431,37.6948,1
Novohrad-Volynskyi,50.5862,27.6336,3
Novohrednieve,47.1563,33.0006,3
Novohrodivka,48.2053,37.3388,2
Novohryhorivka,46.4132,34.9745,4
Novohryhorivka,46.8800,32.3252,21
Novohryhorivka,47.1107,31.7594,7
Novohryhorivka,47.2455,33.5972,12
Novohryhorivka,47.4999,37.8271,2
Novohryhorivka,47.8138,36.4352,1
Novohryhorivka,48.3655,38.4182,1
Novohryhorivske,47.5495,33.5054,1
Novohuivynske,50.2066,28.6921,1
Novoivanivka,47.3676,32.5892,1
Novoivanivka,47.7968,35.6438,4
Novoivanivka,48.7462,38.4668,4
Novokalynove,48.2468,37.6976,13
Novokamyanka,46.6023,33.4705,1
Novokarlivka,47.5142,36.0389,2
Novokrasnyanka,49.1390,38.2661,1
Novolativka,47.7593,33.2423,1
Novoliubivka,49.1555,37.9502,1
Novoluhanske,48.4263,38.1711,46
Novomaiorske,47.7315,37.0360,10
Novomoskovsk,48.6380,35.2455,7
Novomykhailivka,49.2001,37.8710,26
Novomykhaylivka,47.8538,37.4841,105
Novomykolaivka,46.9642,32.3602,20
Novomykolaivka,47.4394,37.3889,13
Novomykolaivka,47.7689,36.4319,7
Novomykolaivka,49.3912,36.5432,4
Novomykolaivka,49.7513,37.3458,1
Novoocheretuvate,47.8986,36.8122,3
Novookhtyrka,48.9141,38.8116,1
Novooleksandrivka,47.1666,32.4469,12
Novooleksandrivka,47.2655,33.8769,5
Novooleksandrivka,47.7513,35.3645,2
Novooleksandrivka,48.2797,37.5590,4
Novooleksiyivka,46.2247,34.6403,7
Novopavlivka,47.3706,33.1465,2
Novopavlivka,47.5999,35.7163,6
Novopavlivka,49.3341,37.2060,8
Novopavlivske,47.1352,32.9036,3
Novopetrivka,47.0588,32.6739,3
Novopetrivka,47.4300,33.4674,7
Novopil,47.8071,36.6246,71
Novopokrovka,47.5040,35.9885,1
Novopokrovka,49.8387,36.5651,2
Novopokrovske,48.2042,37.5640,1
Novoprokopivka,47.4198,35.8323,3
Novoraisk,47.0103,33.4867,1
Novorosiiske,47.2769,33.0927,1
Novoruske,46.9078,32.2585,3
Novosadove,49.1267,37.9703,2
Novoselivka,46.9993,32.3965,3
Novoselivka,47.4029,37.7328,26
Novoselivka,47.5859,36.4320,3
Novoselivka,47.9518,33.6088,2
Novoselivka,48.2683,37.8508,11
Novoselivka,49.0703,37.6943,19
Novoselivka Druha,47.3821,37.7581,7
Novoselivka Druha,48.2092,37.7926,21
Novoselivka Persha,48.1966,37.5296,8
Novosemenivka,47.5912,33.8049,7
Novoserhiivka,48.5370,36.9156,1
Novosilka,47.8355,36.6894,60
Novoslobidske,51.3617,33.9367,9
Novotavrycheske,47.8140,35.4599,2
Novotoshkivske,48.7234,38.6350,15
Novotroitske,47.7158,37.5919,4
Novotroitskoye,48.5783,37.2206,2
Novotroyitske,47.7909,35.7348,1
Novoukrainka,47.8375,37.1047,26
Novoukrainske,47.7072,36.6069,1
Novovasylivka,47.2636,33.5554,1
Novovasylivka,48.2050,37.0421,1
Novovasylivka,52.3279,33.4544,11
Novovorontsovka,47.5004,33.9175,31
Novovoskresenske,47.3360,33.5880,6
Novovoznesenske,47.4313,33.6016,16
Novoyakovlivka,47.6238,35.5083,18
Novoyavorivsk,49.9316,23.5661,1
Novozhelanne,48.1866,37.4399,1
Novozvanivka,48.5837,38.3572,3
Novyi Bilous,51.5350,31.1866,1
Novyi Buh,47.6975,32.5050,2
Novyi Bykiv,50.5952,31.6702,1
Novyi Komar,47.8835,36.8380,2
Novyi Myr,49.2202,37.8307,1
Novyy Kalyniv,49.5583,23.3024,1
Novyy Merchyk,49.9733,35.6370,1
Nykyforivka,48.7706,37.8991,3
Nyrkove,48.7379,38.3119,10
Nyzhnie,48.7719,38.6211,13
Nyzhnya Duvanka,49.5807,38.1653,4
Nyzhnye Lozove,48.3986,38.3549,10
Nyzy,50.7801,34.7795,2
Obody,51.2224,34.6275,1
Obukhiv,50.1069,30.6185,2
Ochakiv,46.6128,31.5498,43
Ocheretino,48.2436,37.6097,34
Ochkyne,52.2255,33.3724,1
Odesa,46.4639,30.7386,58
Odnorobivka,50.4155,35.8622,23
Odradivka,48.5019,38.0216,29
Ohirtseve,50.2999,36.8449,4
Okhrimivka,50.3345,37.2097,2
Okhtyrka,50.3104,34.8988,30
Oktiabr Mine,48.0533,37.7098,1
Oleksandrivka,46.6138,32.1120,44
Oleksandrivka,47.6895,31.2785,13
Oleksandrivka,47.9225,37.5710,81
Oleksandrivka,48.0781,39.7470,1
Oleksandrivka,48.8183,37.3882,1
Oleksandrivka,49.1158,37.5935,23
Oleksandrivka,49.6534,37.2055,2
Oleksandrivka,50.3699,35.8254,10
Oleksandrivka,51.9556,31.1942,1
Oleksandriya,48.6696,33.1159,1
Oleksandropil,48.2816,37.7747,27
Oleksandropillia,48.6701,38.3672,4
Oleksiievo-Druzhkivka,48.5801,37.6098,1
Oleksiivka,49.3956,36.2839,2
Oleksiivka,51.1369,34.8668,2
Olenivka,46.9357,32.3035,8
Olenivka,47.8297,37.6473,65
Olenovka,48.2650,38.2586,26
Oleshky,46.6184,32.7189,19
Olhivske,47.7356,36.5330,51
Olhyne,47.4746,33.4890,43
Olhynka,47.6976,37.5003,5
Olshanske,47.1849,31.7937,1
Olyshivka,51.2175,31.3294,1
Olyva,50.8814,29.5479,1
Omelnyk,47.6418,35.8773,2
Opytne,48.0961,37.7214,64
Opytne,48.5517,38.0205,7
Orestopil,47.9576,36.4555,1
Orikhiv,47.5673,35.7858,110
Orikhove,48.7191,38.5695,21
Orikhove-Donetske,48.7707,38.7968,1
Orlianske,47.3349,35.1019,3
Orlivka,48.1635,37.6450,19
Oskil,49.1745,37.4272,8
Oskolonivka,48.8525,38.6591,3
Osokorivka,47.4473,33.9232,62
Oster,50.9503,30.8784,1
Ostrivske,48.0022,37.3463,1
Osykove,50.3280,29.9794,1
Osynivka,51.0692,32.6808,1
Osynovo,49.6391,37.6137,2
Osypenko,46.9164,36.8199,2
Otradne,47.9695,36.8556,1
Ovruch,51.3246,28.8035,3
Ozarianivka,48.4503,37.9548,1
Ozerne,48.8974,37.9121,25
Ozerne,50.1800,28.7355,1
Ozershchyna,50.5808,29.7546,2
Ozeryanivka,48.2737,37.9725,68
Panteleimonivka,48.2071,37.9729,127
Paraskoviivka,47.8691,37.4424,20
Partyzanske,47.0713,32.5333,36
Parutyne,46.7046,31.8978,7
Parysheve,46.7121,32.2682,1
Pashkove,48.9191,37.2336,4
Pasika,49.0726,37.4633,8
Pavlivka,47.6013,35.5128,6
Pavlivka,47.7579,37.2176,73
Pavlivka,47.7877,36.4092,19
Pavlivka,51.2231,34.5161,13
Pavlivka,51.6406,30.8981,1
Pavlo-Marianivka,47.0993,32.8856,1
Pavlohrad,48.5343,35.8710,10
Pavlohrad,48.9213,38.4463,3
Pavlopil,47.2656,37.7787,3
Pechenihy,49.8717,36.9347,40
Perebudova,47.9848,36.7391,1
Pereizne,48.7717,38.0635,18
Peremoha,50.1101,36.6624,43
Peremoha,50.4983,31.2506,3
Peremoha,51.5519,33.9462,2
Peresypky,51.2381,33.9250,1
Perevalsk,48.4378,38.8438,4
Pershe Travnia,48.1016,34.9439,3
Pervomaisk,48.6295,38.5490,72
Pervomaiske,48.1052,34.0988,2
Pervomaiskyi,48.0637,37.8745,3
Pervomaiskyi,49.3874,36.2147,3
Pervomaysk,48.0443,30.8507,7
Pervomayske,47.0427,32.4400,27
Pervomayske,48.0971,37.5920,70
Pervomayske,49.4085,36.7457,1
Petrivka,46.8271,32.6328,6
Petrivka,48.3864,37.7858,2
Petrivka,50.1125,36.5271,63
Petrivske,47.6603,37.1643,4
Petrivske,49.1753,36.8947,7
Petrivske,49.3314,39.1464,2
Petropavlivka,47.2935,33.5678,1
Petropavlivka,49.7162,37.7171,5
Petropavlivska Borschahivka,50.4371,30.3459,1
Petrovskoye,47.6305,37.8428,3
Petrushky,50.4211,30.1658,2
Piatyhirske,49.4480,36.6144,2
Pidhorodne,48.6346,38.0303,4
Pidlisne,48.8050,38.4487,1
Pidlyman,49.3369,37.6046,1
Pischane,50.9529,34.0700,1
Pishchane,50.0402,36.6758,4
Pishchane,50.4297,37.3628,4
Piskivka,50.6969,29.5930,2
Pisky,47.1357,31.8525,1
Pisky,48.0669,37.6664,72
Pisky,51.2214,34.0768,1
Pisky,51.4691,31.4419,2
Pisky-Radkivski,49.2671,37.6079,3
Pisochyn,49.9622,36.1243,6
Pivdenne,48.3564,37.9269,8
Pivnichne,48.3982,37.9175,11
Platonivka,48.8970,38.0148,5
Ploske,50.0423,37.3501,1
Ploske,50.5423,31.0939,1
Plotnytske,47.1564,33.6130,1
Pobieda,47.9163,37.4631,11
Podilsk,47.7531,29.5321,2
Podolivka,48.9340,36.9095,3
Podoly,49.6835,37.6761,2
Pohozha Krynytsya,50.7047,33.6746,1
Pokotylivka,49.9166,36.1803,2
Pokrovka,50.8019,35.3820,5
Pokrovsk,48.2810,37.1814,13
Pokrovske,47.5429,34.1551,2
Pokrovske,47.9785,36.2256,13
Pokrovske,48.6284,38.1311,73
Pokrovske,49.5330,36.7109,1
Polihon,46.9778,32.1290,1
Poliske,51.2408,29.3889,4
Polissia,51.9691,31.7271,1
Polohy,47.4844,36.2536,27
Poltava,49.5937,34.5407,4
Poltavka,47.7171,36.4891,59
Polyana,47.1667,32.6833,8
Popasna,48.6333,38.3780,88
Popilnya,49.9647,29.4481,1
Popivka,49.3658,35.5373,1
Popivka,50.4966,35.4525,3
Porokhon,52.1226,34.0737,1
Porozok,50.5620,35.3730,3
Port of Olviya,46.8322,31.9539,1
Posad Pokrovske,46.8030,32.2680,45
Potyomkyne,47.4859,33.5747,41
Pravdyne,46.7379,32.2037,19
Prechystivka,47.7788,37.0753,55
Prelesne,50.0242,36.4496,1
Preobrazhenka,46.3970,33.4780,3
Preobrazhenka,47.5763,35.8019,26
Preobrazhenne,49.5291,38.1787,1
Pripyat,51.4050,30.0656,4
Priyutne,47.7271,36.6736,2
Prohres,51.5454,33.5452,2
Prohres,52.1634,34.0349,1
Prokhody,50.9208,35.3411,2
Protopopivka,49.2429,36.9142,29
Prudyanka,50.2361,36.1684,70
Prybuzhany,47.5309,31.3298,1
Prybuzke,46.7399,31.8823,5
Prybuzke,46.7776,32.0931,32
Prydniprovske,46.6778,32.7892,2
Prydniprovske,47.6187,34.4545,2
Pryhiria,47.5241,33.1970,1
Prykolotne,50.1599,37.3501,2
Pryluky,50.5932,32.3876,7
Prymiske,47.1211,37.4517,1
Prymorsk,46.7348,36.3443,3
Prymorske,47.6281,35.2867,6
Prymorskyi Posad,46.6157,35.7322,1
Pryshyb,47.2242,32.8279,2
Pryshyb,48.7349,38.9336,1
Pryshyb,49.0243,37.6458,28
Pryshyb,49.5117,36.7532,27
Prystin,49.5944,37.6373,3
Pryvar,51.3302,29.1673,1
Pryvillia,48.9998,38.3016,14
Pryvillya,48.8658,37.2547,4
Pryvillya,49.8488,38.5200,6
Pryvilne,47.4928,32.2974,1
Pryvitne,48.0047,35.1138,1
Ptyche,48.1655,37.4517,1
Purdivka,48.9791,38.5743,1
Pushkari,51.6930,30.9431,2
Pushkari,52.1995,33.2927,2
Pushkarne,49.7911,36.8767,3
Pustoviitivka,50.7804,33.5760,2
Putyvl,51.3375,33.8707,4
Pyatnytske,49.9246,36.8035,1
Pyatykhatky,47.1870,33.4913,1
Pyatykhatky,48.4110,33.7040,1
Pylypchatyne,48.6080,38.2465,4
Pyrizhky,50.8290,29.2202,1
Pysarivka,51.0810,34.8228,2
Pyshchevyk,47.2420,37.7925,1
Pyskunivka,48.8866,37.8351,19
Pytomnyk,50.1677,36.2611,63
Radekhiv,50.2825,24.6428,1
Radensk,46.5580,32.9270,1
Radisnyy Sad,46.9009,31.9884,3
Radkivka,51.0136,34.8287,1
Radushne,47.8227,33.5015,2
Rai-Oleksandrivka,48.7914,38.4130,2
Rai-Oleksandrivka,48.8107,37.8575,1
Raihorodka,48.8236,39.0703,3
Raihorodok,48.8982,37.7275,46
Raiske,48.5698,37.4664,1
Raivka,48.3525,35.4563,1
Rakivka,46.9347,33.2517,1
Rakivka,50.6549,30.2558,1
Rakivshchyna,51.2597,28.8938,1
Rayske,46.7208,33.2978,2
Riasne,50.6896,35.3945,4
Richky,51.1197,34.4947,1
Richne,47.6741,35.3199,1
Ridkodub,49.1867,37.7970,8
Ridkodub,49.9223,37.6062,1
Ridne,48.9835,37.0720,22
Ripky,51.8010,31.0838,2
Rivne,50.6231,26.2274,2
Rivnopil,47.7868,36.7004,3
Rivnopillia,47.7431,36.3185,6
Rivnopillya,47.4409,33.1814,2
Riznia,50.8168,29.3397,2
Riznykivka,48.8383,37.9730,3
Robotyne,47.4478,35.8370,1
Rodakovo,48.5589,39.0253,1
Rodynske,48.3562,37.2124,1
Rohan,49.9031,36.4794,9
Romanivka,47.8994,37.2878,2
Romanivka,50.4887,30.2595,3
Romashkove,52.1505,33.9566,1
Romny,50.7510,33.4747,2
Roty,48.5178,38.2320,8
Rovenky,48.0820,39.3712,4
Rozdilna,46.8518,30.0795,1
Rozdolivka,48.7545,38.0814,51
Rozdolne,46.6902,33.5485,1
Rozdolne,47.6195,38.0130,3
Rozdolne,47.9068,36.9178,3
Rozhkovychi,52.1051,34.0808,4
Rozivka,47.3848,37.0679,4
Rozivka,48.6213,38.3072,1
Rozumivka,47.7530,35.1393,1
Rtyshchivka,49.7219,36.7794,14
Rubizhne,49.0123,38.3797,94
Rubizhne,50.1653,36.8253,36
Rubtsi,49.1772,37.5666,6
Rudneve,49.2860,36.9994,2
Rudnytske,50.4724,31.3605,2
Rumyantsevo,48.3429,38.0680,7
Rusaniv,50.4964,31.1644,3
Ruska Lozova,50.1416,36.2899,63
Ruski Tyshky,50.1347,36.4188,78
Ryasne,50.2722,35.7961,1
Rykove,46.3358,34.7508,2
Ryzhivka,51.2527,34.2490,6
Sad,50.8814,34.7114,1
Sadove,46.7048,32.8225,2
Sahy,46.6005,32.7864,1
Sakhanka,47.1272,37.8601,1
Samiilvka,47.8864,36.0138,1
Samiylivka,47.5847,36.6954,1
Sanzharivka,48.4378,38.4264,3
Sanzhiika,46.2351,30.6082,2
Sarny,51.3380,26.6019,5
Sartana,47.1702,37.6952,4
Savyntsi,49.4051,37.0552,3
Schastia,48.7412,39.2354,4
Scherbynivka,48.3943,37.7901,4
Schurivka,49.3997,36.9300,1
Sedniv,51.6421,31.5625,1
Selektsiyne,49.7808,36.0272,1
Selets,50.6009,28.7636,1
Selydove,48.1478,37.2977,5
Semenivka,46.8928,35.4105,1
Semenivka,47.2747,32.8333,1
Semenivka,48.1784,37.6297,3
Semenivka,48.6680,37.6496,1
Semenivka,49.6540,37.0363,1
Semenivka,52.1783,32.5818,13
Semyhiria,48.4661,38.1595,27
Semykhatka,46.1723,34.7320,2
Semylanne,49.0118,36.9777,3
Senkivka,52.0890,31.7781,36
Senkove,49.5270,37.6838,5
Sentianivka,48.6686,38.7544,5
Serebrianka,48.9211,38.1276,58
Serednie,49.1244,37.7059,2
Seredyna-Buda,52.1890,34.0364,45
Serhiivka,46.0266,30.3702,1
Sevastopol,44.6121,33.5244,6
Severodonetsk,48.9467,38.4914,130
Shakhta Glubokaya,47.9986,37.9411,2
Shakhta Trudovskaya,47.9512,37.5492,34
Shakhta imeni Gagarina,48.3435,37.9420,84
Shakhta imeni Izotova,48.3711,37.9930,36
Shakhta imeni Lenina,48.3238,38.0069,17
Shakhtarsk,48.0566,38.4383,3
Shakhtarske,47.8601,37.0037,5
Shalyhyne,51.5717,34.1217,37
Shandryholovo,49.0908,37.7211,13
Shapovalivka,50.2442,36.1452,3
Shchaslyve,46.5438,33.2772,2
Shchaslyvtseve,46.0325,34.8342,1
Shcherbaky,47.5514,35.5816,36
Shchurove,48.9616,37.7163,11
Shebelynka,49.4581,36.5186,1
Shedrysheve,48.9817,38.4923,6
Shehyni,49.8037,22.9852,1
Shepetivka,50.1855,27.0637,6
Shestakove,50.0698,36.6244,19
Shestirnia,47.5485,33.2858,3
Shestovytsia,51.3861,31.1934,7
Shevchenka,47.4115,35.1870,4
Shevchenkivske,47.9302,36.0668,1
Shevchenko,47.2530,37.4527,1
Shevchenko,47.3870,37.9356,2
Shevchenko,47.7273,37.1504,27
Shevchenko,48.2200,37.1453,17
Shevchenkove,46.8629,32.1908,48
Shevchenkove,47.2873,35.6308,1
Shevchenkove,49.6959,37.1735,8
Shevchenkove,50.4125,30.2575,2
Shevchenkove,51.6790,33.6730,4
Shevelivka,49.3462,36.7479,17
Shmidtove,46.8746,32.4625,1
Shnurky,48.9059,37.3091,5
Shostka,51.8630,33.4698,11
Shpakivka,49.1411,37.2071,1
Shpylivka,50.7948,34.6892,2
Shpytky,50.4145,30.1195,3
Shtepivka,50.7961,34.3416,1
Shumy,48.3802,37.9339,29
Shybene,50.7274,30.0234,1
Shypilivka,48.9694,38.2717,5
Shypuvate,49.9381,37.4089,1
Shyroka Balka,46.5881,32.1952,3
Shyroka Balka,48.3034,37.9305,57
Shyroke,47.0991,32.6738,65
Shyroke,47.6917,33.2571,16
Shyroke,47.9101,34.9016,1
Sieverne,48.1277,37.6687,2
Simferopol,44.9502,34.1017,3
Sitnyaki,50.4144,29.6994,1
Siversk,48.8726,38.0960,112
Skadovsk,46.1161,32.9112,12
Skarhovka,49.2061,38.4915,1
Skovorodynivka,50.1583,35.7715,1
Skrypai,49.7265,36.6027,1
Skrypali,50.7433,33.6345,1
Skybyn,50.5810,30.8314,3
Slatyne,50.2138,36.1653,62
Slavhorod,50.5889,35.3551,9
Slavne,47.8350,37.5668,4
Slavutych,51.5196,30.7343,5
Slobidske,50.0193,36.4467,2
Sloboda,51.3366,31.3720,1
Sloboda-Kukharska,50.8454,29.5458,1
Slobozhanske,49.3702,36.5795,16
Slobozhanske,49.5973,36.5281,1
Slovyanoserbsk,48.6978,38.9813,1
Slovyansk,48.8533,37.6065,100
Smolianinove,48.9404,38.7170,2
Smolyne,51.8695,34.1413,1
Snihurivka,47.0702,32.7914,24
Snizhne,48.0299,38.7662,3
Snovsk,51.8186,31.9450,6
Sobycheve,51.8163,33.6948,1
Sofiivka,47.4420,33.2779,1
Sofiivka,48.0295,35.9506,1
Sofiyivska Borshchahivka,50.4149,30.3576,1
Sokil,48.2323,37.5523,2
Sokolivka,49.3847,36.6548,1
Soldatske,46.7609,32.2478,3
Soldatske,50.4411,35.2090,2
Soledar,48.6969,38.0611,125
Solodke,47.7894,37.4909,12
Solodkovodne,47.5664,36.7674,1
Solonchaky,46.6449,31.8181,2
Solone,48.2081,34.8721,1
Solotvyno,47.9468,23.8747,1
Solovyove,48.2247,37.5975,3
Sontsivka,48.0522,37.1884,2
Sopych,51.8486,34.3641,6
Sorokivka,50.0037,36.5422,2
Sosnivka,50.3545,36.1062,41
Sosnivka,51.1521,33.1079,1
Sosnivka,51.6278,34.0569,1
Sosnivka,51.7787,32.1141,1
Sosnove,49.0726,37.5509,7
Sosnytsya,51.5250,32.5019,1
Sotnytskyi Kozachok,50.4307,35.9227,2
Spartak,48.0790,37.7635,12
Spaske,47.0171,35.3845,1
Spirne,48.8082,38.2588,99
