zip,donation_amount_sum,donation_amount_count,zip3
07928,650.0,7,079
07930,225.0,2,079
07932,100.0,1,079
07934,50.0,1,079
07936,25.0,1,079
07940,210.0,5,079
07945,65.0,3,079
07950,250.0,3,079
07959,50.0,1,079
07960,200.0,3,079
07970,100.0,1,079
07974,20.0,1,079
07976,100.0,1,079
07979,50.0,1,079
07980,10.0,1,079
07981,275.0,4,079
08002,268.0,4,080
08003,535.0,10,080
08004,205.0,3,080
08005,175.0,4,080
08008,150.0,2,080
08009,100.0,2,080
08012,153.0,6,080
08015,20.0,1,080
08016,10.0,1,080
08020,20.0,1,080
08021,72.0,1,080
08026,25.0,1,080
08027,25.0,1,080
08028,25.0,1,080
08030,52.0,2,080
08033,295.0,6,080
08034,20.0,1,080
08035,275.0,2,080
08036,30.0,2,080
08037,122.0,4,080
08043,95.0,2,080
08050,100.0,3,080
08051,140.0,3,080
08052,260.0,2,080
08053,165.0,7,080
08054,940.0,9,080
08055,180.0,4,080
08056,48.0,1,080
08057,485.0,10,080
08059,100.0,1,080
08060,120.0,2,080
08061,100.0,1,080
08062,260.0,3,080
08065,90.0,3,080
08066,45.0,2,080
08070,150.0,2,080
08071,50.0,1,080
08075,220.0,4,080
08077,180.0,4,080
08078,20.0,2,080
08079,25.0,1,080
08080,650.0,3,080
08081,50.0,2,080
08083,25.0,1,080
08084,5.0,1,080
08085,250.0,3,080
08087,280.0,6,080
08088,420.0,8,080
08089,50.0,1,080
08090,65.0,2,080
08092,35.0,2,080
08093,1025.0,2,080
08094,200.0,3,080
08096,170.0,5,080
08097,50.0,1,080
08103,50.0,1,081
08106,50.0,2,081
08107,10.0,1,081
08108,170.0,3,081
08109,39.0,2,081
08110,50.0,1,081
08202,100.0,1,082
08203,25.0,1,082
08204,275.0,4,082
08205,165.0,4,082
08210,150.0,2,082
08221,606.0,5,082
08225,75.0,1,082
08226,50.0,1,082
08230,110.0,5,082
08231,100.0,1,082
08234,340.0,7,082
08241,20.0,1,082
08244,35.0,2,082
08260,75.0,3,082
08270,45.0,2,082
08302,50.0,1,083
08310,25.0,1,083
08312,40.0,2,083
08318,80.0,3,083
08322,120.0,2,083
08330,65.0,2,083
08332,100.0,2,083
08343,645.0,4,083
08350,20.0,1,083
08360,138.0,4,083
08361,160.0,3,083
08401,211.0,3,084
08402,200.0,3,084
08406,25.0,1,084
08501,85.0,3,085
08502,160.0,3,085
08505,20.0,1,085
08510,375.0,6,085
08514,225.0,2,085
08518,220.0,3,085
08520,170.0,4,085
08527,790.0,9,085
08533,25.0,1,085
08534,485.0,7,085
08536,300.0,2,085
08540,630.0,9,085
08542,100.0,3,085
08550,90.0,3,085
08551,50.0,1,085
08553,25.0,1,085
08554,20.0,1,085
08558,251.0,3,085
08559,190.0,2,085
08564,100.0,1,085
08584,20.0,1,085
08610,40.0,1,086
08611,25.0,1,086
08619,235.0,4,086
08620,45.0,2,086
08623,25.0,1,086
08628,100.0,1,086
08638,22.0,1,086
08641,10.0,1,086
08648,220.0,5,086
08690,35.0,2,086
08691,370.0,5,086
08701,180.0,8,087
08721,175.0,3,087
08722,10.0,1,087
08723,210.0,4,087
08724,310.0,7,087
08730,155.0,5,087
08731,265.0,6,087
08732,100.0,1,087
08736,210.0,6,087
08739,100.0,1,087
08740,15.0,1,087
08741,50.0,1,087
08742,300.0,4,087
08751,43.0,2,087
08752,100.0,1,087
08753,644.0,15,087
08755,140.0,3,087
08757,155.0,4,087
08758,100.0,1,087
08759,60.0,2,087
08801,360.0,4,088
08802,20.0,1,088
08804,25.0,1,088
08805,110.0,2,088
08807,1020.0,8,088
08809,25.0,1,088
08810,45.0,1,088
08812,50.0,1,088
08816,335.0,6,088
08817,210.0,5,088
08818,25.0,2,088
08822,345.0,9,088
08823,55.0,2,088
08825,90.0,3,088
08826,100.0,1,088
08828,40.0,1,088
08829,20.0,1,088
08830,20.0,1,088
08831,295.0,7,088
08833,125.0,2,088
08837,48.0,4,088
08840,25.0,2,088
08844,382.0,8,088
08846,740.0,6,088
08848,75.0,1,088
08850,50.0,1,088
08852,55.0,2,088
08853,25.0,1,088
08854,130.0,7,088
08857,140.0,4,088
08859,95.0,3,088
08865,150.0,3,088
08869,209.0,3,088
08872,50.0,2,088
08873,295.0,7,088
08876,250.0,2,088
08879,395.0,7,088
08886,125.0,2,088
08889,255.0,5,088
08901,50.0,1,089
08902,10.0,2,089
08959,50.0,1,089
09009,20.0,2,090
09012,120.0,3,090
09067,20.0,1,090
09096,50.0,1,090
09128,50.0,1,091
09142,200.0,2,091
09227,200.0,1,092
09261,50.0,1,092
09264,25.0,1,092
09355,20.0,1,093
09459,25.0,1,094
09606,100.0,1,096
09630,285.0,3,096
09645,20.0,1,096
09669,100.0,1,096
09708,50.0,1,097
09751,250.0,2,097
09752,100.0,1,097
09825,25.0,1,098
0H1W3,20.0,1,0H1
10000,95.0,1,100
10001,615.0,8,100
10002,305.0,5,100
10003,705.0,11,100
10005,520.0,2,100
10006,100.0,1,100
10007,100.0,1,100
10009,300.0,4,100
10010,230.0,2,100
10011,135.0,3,100
10012,525.0,9,100
10013,80.0,3,100
10014,200.0,2,100
10016,410.0,7,100
10017,485.0,5,100
10018,130.0,2,100
10019,660.0,5,100
10021,1475.0,7,100
10022,4151.0,13,100
10023,1605.0,11,100
10024,574.0,8,100
10025,1126.0,16,100
10026,200.0,2,100
10027,100.0,2,100
10028,787.0,9,100
10029,75.0,2,100
10030,195.0,4,100
10031,110.0,2,100
10032,195.0,5,100
10033,60.0,3,100
10034,250.0,1,100
10035,25.0,1,100
10036,475.0,8,100
10037,60.0,2,100
10043,20.0,1,100
10044,220.0,4,100
10065,393.0,5,100
10069,370.0,3,100
10075,50.0,1,100
10128,2095.0,20,101
10159,20.0,1,101
10162,25.0,1,101
10280,20.0,1,102
10282,300.0,2,102
10301,125.0,4,103
10304,410.0,5,103
10305,40.0,3,103
10306,502.0,12,103
10308,190.0,4,103
10309,170.0,4,103
10310,209.0,3,103
10312,527.0,12,103
10314,395.0,11,103
103142810,10.0,1,103
10455,100.0,1,104
10458,35.0,2,104
10460,10.0,1,104
10461,240.0,6,104
10463,495.0,10,104
10465,10.0,1,104
10466,50.0,1,104
10467,250.0,2,104
10469,20.0,1,104
10470,150.0,2,104
10471,94.0,4,104
10472,125.0,2,104
10502,150.0,3,105
10504,100.0,1,105
10506,75.0,2,105
10509,370.0,7,105
10511,100.0,2,105
10512,150.0,5,105
10513,100.0,1,105
10514,700.0,3,105
10520,150.0,3,105
10523,20.0,1,105
10528,120.0,4,105
10530,345.0,3,105
10532,100.0,1,105
10533,250.0,3,105
10535,75.0,1,105
10536,475.0,5,105
10538,271.0,5,105
10541,280.0,7,105
10543,18.0,1,105
10546,200.0,1,105
10547,36.0,1,105
10549,125.0,2,105
10552,70.0,3,105
10562,30.0,1,105
10567,175.0,3,105
10570,222.0,3,105
10573,130.0,2,105
10576,200.0,2,105
10579,150.0,2,105
10580,300.0,4,105
10583,650.0,7,105
10588,100.0,1,105
10589,50.0,2,105
10590,375.0,5,105
10591,475.0,8,105
10594,200.0,2,105
10595,30.0,1,105
10598,230.0,5,105
10601,200.0,1,106
10603,50.0,2,106
10604,270.0,3,106
10605,280.0,5,106
10606,61.0,2,106
10701,250.0,5,107
10703,50.0,1,107
10704,590.0,4,107
10705,160.0,3,107
10707,60.0,2,107
10708,1065.0,10,107
10709,150.0,2,107
10710,395.0,5,107
10801,20.0,1,108
10803,220.0,4,108
10804,75.0,2,108
10805,150.0,2,108
10901,445.0,12,109
10913,300.0,2,109
10914,25.0,1,109
10916,210.0,2,109
10918,335.0,7,109
10920,200.0,2,109
10922,50.0,2,109
10923,135.0,3,109
10924,60.0,2,109
10925,225.0,4,109
10928,100.0,1,109
10930,25.0,1,109
10940,118.0,7,109
10941,80.0,3,109
10950,170.0,3,109
10952,36.0,2,109
10953,100.0,1,109
10954,200.0,3,109
10956,85.0,3,109
10960,20.0,1,109
10965,110.0,2,109
10970,50.0,1,109
10973,25.0,1,109
10974,40.0,1,109
10976,60.0,3,109
10977,150.0,2,109
10980,333.0,1,109
10983,10.0,1,109
10985,10.0,1,109
10989,295.0,3,109
10990,795.0,11,109
10992,450.0,7,109
10994,60.0,2,109
10998,200.0,3,109
11001,185.0,4,110
11003,20.0,1,110
11004,75.0,2,110
11010,155.0,5,110
11020,60.0,1,110
11021,200.0,2,110
11023,20.0,1,110
11030,420.0,3,110
11040,730.0,7,110
11050,300.0,5,110
11096,18.0,1,110
1110053,25.0,1,111
11101,332.0,6,111
11102,85.0,3,111
11103,320.0,5,111
11104,120.0,2,111
11105,350.0,2,111
11106,110.0,4,111
11109,50.0,2,111
11201,810.0,9,112
11203,25.0,1,112
11204,15.0,2,112
11205,190.0,6,112
11206,150.0,2,112
11209,530.0,8,112
11210,50.0,1,112
11211,210.0,4,112
11213,298.0,7,112
11214,325.0,7,112
11215,211.0,6,112
11217,760.0,10,112
11218,423.0,8,112
11219,175.0,3,112
11220,525.0,9,112
11221,160.0,3,112
11222,730.0,9,112
11223,215.0,7,112
11224,300.0,3,112
11225,100.0,1,112
11226,310.0,4,112
11228,205.0,3,112
11229,425.0,8,112
11230,478.0,8,112
11231,1040.0,3,112
11233,37.0,2,112
11234,200.0,6,112
11235,1405.0,10,112
11236,100.0,1,112
11237,120.0,2,112
11238,25.0,1,112
11249,15.0,2,112
11294,100.0,1,112
11354,125.0,3,113
11355,470.0,3,113
11356,125.0,2,113
11357,670.0,6,113
11358,245.0,5,113
11360,350.0,2,113
11361,105.0,3,113
11362,210.0,3,113
11364,120.0,4,113
11367,101.0,4,113
11370,5.0,1,113
11372,20.0,1,113
11373,190.0,5,113
11374,200.0,2,113
11375,763.0,15,113
11377,390.0,10,113
11378,520.0,8,113
11379,402.0,9,113
11385,190.0,4,113
11412,20.0,1,114
11414,25.0,1,114
11415,33.0,2,114
11417,50.0,1,114
11418,130.0,4,114
11419,20.0,1,114
11420,149.0,2,114
11421,125.0,2,114
11426,165.0,5,114
11427,25.0,1,114
11429,10.0,1,114
11432,75.0,3,114
11435,50.0,1,114
11501,125.0,2,115
11507,50.0,1,115
11510,48.0,3,115
11514,15.0,1,115
11516,50.0,1,115
11518,70.0,3,115
11518`,18.0,1,115
11520,120.0,3,115
11530,455.0,10,115
11542,765.0,7,115
11545,110.0,2,115
11548,1000.0,1,115
11550,70.0,3,115
11552,75.0,2,115
11554,85.0,3,115
11558,20.0,1,115
11559,225.0,2,115
11560,190.0,2,115
11561,946.0,13,115
11563,632.0,8,115
11566,70.0,2,115
11569,70.0,2,115
11570,295.0,8,115
11572,690.0,11,115
11577,50.0,1,115
11579,120.0,2,115
11580,118.0,2,115
11581,130.0,3,115
11590,195.0,2,115
11596,240.0,3,115
11598,300.0,2,115
11691,15.0,1,116
11692,50.0,1,116
11693,115.0,2,116
11694,235.0,4,116
11697,95.0,4,116
11701,125.0,2,117
11702,425.0,4,117
11703,120.0,3,117
11704,390.0,6,117
11705,100.0,1,117
11706,25.0,1,117
11709,50.0,1,117
11710,270.0,4,117
11713,15.0,1,117
11714,280.0,5,117
11715,30.0,1,117
11716,100.0,2,117
11717,20.0,1,117
11718,200.0,2,117
11720,260.0,5,117
11721,55.0,3,117
11722,45.0,2,117
11724,100.0,2,117
11725,266.0,7,117
11726,20.0,1,117
11727,25.0,1,117
11729,120.0,3,117
11730,230.0,4,117
11731,205.0,5,117
11733,431.0,7,117
11735,245.0,6,117
11738,185.0,3,117
11740,345.0,6,117
11741,90.0,4,117
11742,30.0,1,117
11743,504.0,8,117
11743..,100.0,1,117
11746,420.0,9,117
11747,55.0,3,117
11749,220.0,3,117
11751,150.0,2,117
11752,20.0,1,117
11753,250.0,4,117
11754,50.0,1,117
11755,80.0,3,117
11756,240.0,5,117
11757,400.0,8,117
11758,1050.0,9,117
11762,265.0,5,117
11763,405.0,5,117
11764,50.0,1,117
11766,137.0,4,117
11767,55.0,3,117
11768,120.0,4,117
11769,120.0,2,117
11771,300.0,5,117
11772,310.0,7,117
11776,111.0,2,117
11777,225.0,4,117
11778,20.0,2,117
11779,185.0,5,117
11780,800.0,6,117
11782,200.0,3,117
11783,300.0,3,117
11784,140.0,2,117
11787,291.0,8,117
11788,243.0,5,117
11789,35.0,2,117
11790,100.0,2,117
11791,75.0,2,117
11792,95.0,3,117
11793,70.0,3,117
11795,410.0,6,117
11798,25.0,1,117
11801,10.0,1,118
11803,370.0,4,118
11804,24.0,1,118
11901,310.0,6,119
11930,25.0,1,119
11932,500.0,1,119
11933,208.0,3,119
11934,160.0,3,119
11935,150.0,2,119
11937,400.0,5,119
11940,225.0,4,119
11944,20.0,1,119
11946,80.0,3,119
11949,320.0,4,119
11951,75.0,2,119
11953,70.0,2,119
11954,90.0,3,119
11956,100.0,1,119
11960,210.0,3,119
11961,50.0,1,119
11963,207.0,4,119
11964,20.0,1,119
11967,45.0,1,119
11968,150.0,2,119
11971,180.0,4,119
11977,165.0,4,119
11978,70.0,2,119
11980,200.0,2,119
12009,100.0,1,120
12010,131.0,3,120
12015,50.0,1,120
12018,55.0,2,120
12019,415.0,5,120
12020,745.0,16,120
12027,20.0,1,120
12028,100.0,1,120
12029,28.0,2,120
12043,25.0,1,120
12047,265.0,5,120
12051,100.0,1,120
12053,75.0,2,120
12054,70.0,2,120
12059,50.0,1,120
12061,40.0,2,120
12063,25.0,1,120
12065,720.0,15,120
12066,25.0,1,120
12070,50.0,1,120
12075,25.0,1,120
12076,10.0,1,120
12077,125.0,2,120
12078,45.0,3,120
12087,5.0,1,120
12095,20.0,1,120
12110,192.0,6,121
12117,125.0,2,121
12118,40.0,2,121
12121,25.0,1,121
12122,50.0,1,121
12134,100.0,1,121
12136,325.0,3,121
12140,25.0,1,121
12144,215.0,5,121
12148,300.0,2,121
12149,25.0,1,121
12150,20.0,1,121
12151,100.0,2,121
12157,120.0,3,121
12158,220.0,3,121
12159,45.0,2,121
12170,50.0,1,121
12180,180.0,4,121
12182,60.0,2,121
12184,150.0,3,121
12186,170.0,4,121
12188,240.0,5,121
12192,25.0,1,121
12193,50.0,1,121
12196,40.0,2,121
12198,92.0,4,121
12201,80.0,1,122
12203,600.0,9,122
12204,20.0,1,122
12205,324.0,7,122
12208,155.0,3,122
12209,30.0,1,122
12211,250.0,3,122
12302,375.0,4,123
12303,220.0,4,123
12304,125.0,3,123
12306,55.0,2,123
12309,605.0,7,123
12345,385.0,7,123
12401,165.0,5,124
12402,50.0,1,124
12404,125.0,4,124
12413,40.0,2,124
12414,220.0,2,124
12423,15.0,1,124
12443,45.0,2,124
12446,155.0,2,124
12449,25.0,1,124
12451,25.0,1,124
12456,250.0,2,124
12457,400.0,1,124
12461,150.0,2,124
12463,100.0,1,124
12470,100.0,1,124
12477,63.0,3,124
12486,20.0,1,124
12487,25.0,1,124
12492,50.0,1,124
12496,100.0,1,124
12498,250.0,2,124
12501,50.0,1,125
12508,400.0,3,125
12514,20.0,1,125
12515,50.0,1,125
12518,25.0,1,125
12524,270.0,5,125
12525,50.0,1,125
12526,225.0,2,125
12528,50.0,1,125
12529,65.0,2,125
12533,190.0,6,125
12534,245.0,3,125
12538,175.0,5,125
12540,20.0,1,125
12545,75.0,2,125
12546,150.0,2,125
12547,60.0,2,125
12549,25.0,1,125
12550,750.0,9,125
12553,40.0,2,125
12561,220.0,5,125
12563,50.0,1,125
12564,25.0,2,125
12566,190.0,4,125
12569,75.0,2,125
12570,18.0,1,125
12571,110.0,3,125
12575,45.0,2,125
12580,10.0,1,125
12586,20.0,1,125
12589,10.0,1,125
12590,305.0,8,125
125905,25.0,1,125
12594,200.0,2,125
12601,215.0,4,126
12603,645.0,9,126
12732,150.0,1,127
12733,100.0,1,127
12734,25.0,1,127
12740,25.0,1,127
12763,20.0,1,127
12767,200.0,1,127
12768,50.0,1,127
12770,50.0,1,127
12801,5.0,1,128
12803,79.0,2,128
12804,120.0,3,128
12814,255.0,2,128
12816,160.0,3,128
12828,50.0,1,128
12831,150.0,2,128
12832,20.0,1,128
12834,485.0,5,128
12839,25.0,1,128
12844,100.0,1,128
12845,50.0,1,128
12846,20.0,1,128
12847,20.0,1,128
12853,22.0,1,128
12859,10.0,1,128
12866,210.0,8,128
12870,40.0,1,128
12883,100.0,2,128
12886,25.0,1,128
12901,765.0,8,129
12910,30.0,2,129
12912,20.0,1,129
12916,100.0,1,129
12919,400.0,3,129
12921,100.0,1,129
12928,20.0,1,129
12936,50.0,1,129
12942,50.0,1,129
12944,300.0,2,129
12945,25.0,1,129
12946,125.0,3,129
12953,58.0,3,129
12959,25.0,1,129
12960,100.0,1,129
12962,20.0,1,129
12976,77.0,2,129
12983,25.0,1,129
12986,50.0,1,129
12989,50.0,1,129
12992,25.0,1,129
13002,75.0,1,130
13021,189.0,6,130
13026,50.0,1,130
13027,330.0,6,130
13029,70.0,2,130
13031,100.0,1,130
13032,90.0,2,130
13033,100.0,1,130
13035,130.0,4,130
13036,95.0,4,130
13037,100.0,1,130
13039,145.0,3,130
13041,50.0,1,130
13045,75.0,2,130
13052,45.0,1,130
13053,20.0,1,130
13054,100.0,1,130
13057,125.0,3,130
13061,15.0,1,130
13066,170.0,3,130
13069,25.0,2,130
13071,100.0,1,130
13073,100.0,1,130
13077,25.0,1,130
13078,290.0,6,130
13080,100.0,1,130
13082,125.0,2,130
13084,50.0,2,130
13090,90.0,3,130
13101,100.0,2,131
13104,355.0,5,131
13114,110.0,2,131
13118,50.0,1,131
13122,10.0,1,131
13126,120.0,3,131
13131,100.0,1,131
13132,125.0,2,131
13135,105.0,3,131
13143,200.0,2,131
13144,25.0,1,131
13152,245.0,4,131
13159,50.0,1,131
13165,300.0,3,131
13204,110.0,2,132
13206,125.0,2,132
13207,250.0,1,132
13208,40.0,1,132
13209,250.0,4,132
13212,200.0,2,132
13214,120.0,2,132
13215,50.0,2,132
13219,45.0,2,132
13224,75.0,1,132
13302,50.0,1,133
13304,50.0,1,133
13316,10.0,1,133
13318,50.0,2,133
13323,140.0,3,133
13326,25.0,1,133
13328,300.0,1,133
13329,100.0,1,133
13337,95.0,1,133
13339,200.0,3,133
13340,25.0,1,133
13343,50.0,2,133
13346,50.0,1,133
13357,40.0,2,133
13361,135.0,3,133
13365,220.0,4,133
13367,15.0,1,133
13403,20.0,1,134
13406,25.0,1,134
13407,125.0,2,134
13413,150.0,2,134
13414,50.0,1,134
13416,10.0,1,134
13421,75.0,2,134
13431,100.0,1,134
13439,45.0,2,134
13440,302.0,4,134
13452,60.0,2,134
13454,50.0,1,134
13456,70.0,2,134
13459,120.0,2,134
13460,50.0,1,134
13471,50.0,1,134
13480,140.0,2,134
13482,50.0,1,134
13490,5.0,1,134
13491,25.0,1,134
13492,10.0,1,134
13493,100.0,1,134
13501,102.0,4,135
13502,45.0,2,135
13601,235.0,5,136
13606,100.0,1,136
13608,25.0,1,136
13612,10.0,1,136
13617,25.0,1,136
13619,25.0,1,136
13622,100.0,1,136
13625,30.0,1,136
13634,25.0,1,136
13640,50.0,2,136
13642,200.0,2,136
13660,200.0,1,136
13662,195.0,4,136
13665,40.0,1,136
13669,125.0,2,136
13676,50.0,1,136
13679,50.0,1,136
13685,100.0,1,136
13687,50.0,1,136
13730,40.0,1,137
13732,100.0,1,137
13733,100.0,1,137
13744,30.0,1,137
13753,25.0,1,137
13760,265.0,7,137
13778,110.0,2,137
13787,50.0,1,137
13790,470.0,5,137
13795,10.0,1,137
13796,25.0,1,137
13805,25.0,1,138
13807,22.0,1,138
13808,25.0,1,138
13809,100.0,1,138
13811,150.0,2,138
13815,170.0,4,138
13820,60.0,2,138
13827,20.0,1,138
13830,530.0,5,138
13838,50.0,2,138
13849,25.0,1,138
13850,380.0,8,138
13856,100.0,1,138
13863,25.0,1,138
13901,50.0,1,139
13903,100.0,5,139
13904,20.0,1,139
13905,35.0,2,139
14001,95.0,3,140
14004,190.0,4,140
14006,225.0,2,140
14012,30.0,1,140
14020,10.0,1,140
14028,150.0,2,140
14030,50.0,1,140
14031,135.0,3,140
14032,540.0,8,140
14033,140.0,3,140
14035,120.0,1,140
14036,25.0,1,140
14043,158.0,6,140
14047,100.0,1,140
14051,170.0,4,140
14052,495.0,10,140
14055,25.0,1,140
14059,150.0,2,140
14063,155.0,3,140
14066,15.0,1,140
14068,10.0,1,140
14069,25.0,1,140
14070,125.0,2,140
14072,135.0,4,140
14075,530.0,14,140
14080,100.0,1,140
14082,10.0,1,140
14085,30.0,1,140
14086,345.0,8,140
14092,267.0,7,140
14094,670.0,13,140
14098,30.0,1,140
14102,20.0,1,141
14108,30.0,2,141
14113,100.0,1,141
14120,320.0,10,141
14125,25.0,1,141
14126,10.0,1,141
14127,110.0,3,141
14131,25.0,1,141
14138,20.0,1,141
14139,25.0,1,141
14150,75.0,3,141
14151,100.0,1,141
14170,100.0,1,141
14171,50.0,1,141
14172,40.0,1,141
14174,340.0,9,141
14201,200.0,2,142
14202,20.0,1,142
14204,20.0,1,142
14206,170.0,4,142
14207,20.0,1,142
14209,120.0,2,142
14210,50.0,1,142
14213,25.0,2,142
14214,100.0,1,142
14216,280.0,4,142
14217,635.0,7,142
14219,155.0,3,142
14220,190.0,6,142
14221,890.0,18,142
14222,763.0,5,142
14223,380.0,4,142
14224,255.0,6,142
14225,185.0,4,142
14226,120.0,2,142
14227,125.0,5,142
14228,225.0,5,142
14231,95.0,1,142
14303,10.0,1,143
14304,280.0,6,143
14305,535.0,4,143
14411,49.0,2,144
14414,35.0,2,144
14416,300.0,3,144
14420,250.0,3,144
14422,50.0,1,144
14424,125.0,3,144
14425,100.0,1,144
14427,50.0,1,144
14428,100.0,1,144
14435,100.0,1,144
14444,350.0,1,144
14450,455.0,8,144
14453,100.0,1,144
14454,25.0,1,144
14456,90.0,1,144
14463,200.0,1,144
14464,175.0,3,144
14467,90.0,3,144
14468,270.0,4,144
14469,20.0,1,144
14470,200.0,3,144
14471,100.0,2,144
14472,25.0,1,144
14476,40.0,1,144
14477,20.0,1,144
14478,150.0,2,144
14487,195.0,3,144
14489,40.0,2,144
14502,187.0,2,145
14505,20.0,1,145
14507,100.0,1,145
14510,160.0,4,145
14513,55.0,3,145
14514,30.0,1,145
14519,170.0,3,145
14521,100.0,1,145
14525,20.0,1,145
14526,110.0,3,145
14527,90.0,3,145
14532,75.0,1,145
14534,1127.0,13,145
14541,150.0,1,145
14543,75.0,1,145
14544,100.0,1,145
14546,20.0,1,145
14548,100.0,1,145
14559,550.0,6,145
14561,10.0,1,145
14564,530.0,9,145
14568,25.0,1,145
14569,45.0,2,145
14571,100.0,1,145
14580,1070.0,17,145
14586,50.0,1,145
14589,150.0,2,145
14590,45.0,2,145
14591,50.0,1,145
14606,53.0,4,146
14607,50.0,1,146
14609,110.0,2,146
14610,95.0,2,146
14612,545.0,9,146
14613,100.0,1,146
14617,155.0,5,146
14618,185.0,4,146
14620,60.0,2,146
14622,150.0,4,146
14623,150.0,3,146
14624,475.0,5,146
14625,235.0,5,146
14626,353.0,8,146
14697,45.0,1,146
14701,170.0,4,147
14710,100.0,1,147
14719,25.0,1,147
14724,25.0,1,147
14727,200.0,1,147
14737,50.0,1,147
14739,55.0,1,147
14743,15.0,1,147
14757,100.0,1,147
14760,35.0,2,147
14772,25.0,1,147
14775,20.0,1,147
14779,45.0,2,147
14801,100.0,1,148
14805,25.0,1,148
14807,20.0,1,148
14808,100.0,1,148
14810,30.0,2,148
14812,100.0,1,148
14814,50.0,1,148
14820,10.0,1,148
14825,20.0,1,148
14830,1270.0,5,148
14836,50.0,1,148
14841,45.0,1,148
14842,250.0,1,148
14843,20.0,1,148
14845,377.0,5,148
14850,495.0,9,148
14858,30.0,1,148
14859,30.0,1,148
14865,20.0,1,148
14867,100.0,1,148
14870,210.0,3,148
14871,110.0,3,148
14873,25.0,1,148
14878,20.0,1,148
14879,25.0,1,148
14882,174.0,3,148
14883,45.0,2,148
14891,25.0,1,148
14892,10.0,1,148
14895,100.0,1,148
14897,20.0,1,148
14903,20.0,1,149
14904,40.0,1,149
15001,90.0,4,150
15003,100.0,1,150
15005,200.0,3,150
15009,50.0,1,150
15010,25.0,1,150
15012,100.0,1,150
15014,20.0,1,150
15015,125.0,2,150
15017,52.0,3,150
15021,30.0,2,150
15022,70.0,2,150
15024,42.0,2,150
15025,50.0,1,150
15026,95.0,3,150
15027,25.0,1,150
150271363,50.0,1,150
15037,185.0,4,150
15042,20.0,2,150
15043,20.0,1,150
15044,295.0,9,150
15050,200.0,1,150
15056,100.0,1,150
15057,20.0,1,150
15061,170.0,5,150
15063,50.0,1,150
15066,75.0,3,150
15068,70.0,2,150
15071,125.0,2,150
15074,150.0,2,150
15084,66.0,2,150
15085,70.0,2,150
15089,125.0,2,150
15090,1145.0,8,150
15101,350.0,6,151
15102,511.0,11,151
15106,375.0,5,151
15108,110.0,4,151
15112,20.0,1,151
15116,37.0,2,151
15120,180.0,4,151
15122,120.0,4,151
15126,85.0,3,151
15129,260.0,5,151
15131,220.0,3,151
15136,65.0,3,151
15137,80.0,3,151
15139,82.0,4,151
15142,100.0,1,151
15143,1925.0,7,151
15145,16.0,2,151
15146,85.0,3,151
15147,36.0,2,151
1520178739,200.0,1,152
15202,120.0,5,152
15203,87.0,3,152
15205,125.0,2,152
15206,390.0,4,152
15208,100.0,1,152
15209,750.0,2,152
15210,25.0,2,152
15211,45.0,1,152
15213,330.0,3,152
15214,295.0,3,152
15215,140.0,2,152
15215God Bless your,10.0,1,152
15216,180.0,3,152
15217,368.0,4,152
15218,46.0,2,152
15220,70.0,2,152
15221,120.0,3,152
15222,350.0,3,152
15224,100.0,1,152
15226,170.0,3,152
15227,125.0,2,152
15228,350.0,5,152
15229,60.0,2,152
15232,30.0,1,152
15235,256.0,5,152
15236,130.0,5,152
15237,850.0,17,152
15238,270.0,6,152
15239,35.0,2,152
15241,775.0,5,152
15243,90.0,4,152
15301,185.0,4,153
15317,390.0,9,153
15320,20.0,1,153
15323,100.0,1,153
15330,100.0,1,153
15332,85.0,3,153
15344,50.0,1,153
15350,5.0,1,153
15360,10.0,1,153
15367,20.0,1,153
15370,50.0,1,153
15395,200.0,1,153
1540012,50.0,1,154
15401,180.0,5,154
15417,20.0,1,154
15424,70.0,2,154
15425,275.0,5,154
15467,15.0,1,154
15478,50.0,1,154
15486,20.0,1,154
15522,155.0,3,155
15541,20.0,1,155
15545,50.0,2,155
15547,18.0,1,155
15557,20.0,1,155
15563,50.0,1,155
15601,875.0,14,156
15610,10.0,1,156
15626,77.0,2,156
15627,50.0,1,156
15632,50.0,1,156
15636,90.0,1,156
15642,760.0,7,156
15644,20.0,1,156
15650,585.0,6,156
15655,10.0,1,156
15656,55.0,3,156
15658,15.0,1,156
15666,90.0,3,156
15668,132.0,3,156
15670,25.0,1,156
15672,20.0,1,156
15678,20.0,1,156
15679,50.0,1,156
15686,20.0,1,156
15690,20.0,1,156
15701,220.0,5,157
15728,25.0,1,157
15747,50.0,1,157
15759,25.0,1,157
15767,5.0,1,157
15774,30.0,1,157
15801,75.0,2,158
15825,50.0,1,158
15829,100.0,2,158
15851,50.0,1,158
15857,20.0,1,158
15863,50.0,1,158
15870,25.0,1,158
15902,350.0,5,159
15905,160.0,5,159
15906,35.0,2,159
15920,450.0,1,159
15926,15.0,1,159
15936,50.0,1,159
15943,165.0,3,159
15944,150.0,1,159
15952,20.0,1,159
15954,50.0,1,159
16001,170.0,5,160
16002,130.0,2,160
16023,215.0,5,160
16034,10.0,1,160
16037,80.0,3,160
16040,100.0,2,160
16046,120.0,2,160
16049,27.0,1,160
16052,25.0,1,160
16055,125.0,4,160
16056,100.0,1,160
16057,25.0,2,160
16059,175.0,3,160
16063,210.0,4,160
16066,952.0,13,160
16101,120.0,2,161
16112,100.0,1,161
16115,55.0,1,161
