zip,donation_amount_sum,donation_amount_count,zip3
20706,100.0,1,207
20707,80.0,2,207
20715,362.0,7,207
20716,76.0,1,207
20720,72.0,2,207
20722,200.0,1,207
20723,340.0,7,207
20724,20.0,1,207
20732,100.0,1,207
20735,5.0,1,207
20736,50.0,2,207
20743,115.0,1,207
20744,10.0,1,207
20764,50.0,1,207
20770,283.0,3,207
20772,50.0,1,207
20774,100.0,2,207
20777,20.0,2,207
20778,50.0,1,207
20782,62.0,3,207
20784,78.0,3,207
20785,360.0,3,207
20814,246.0,4,208
20815,200.0,2,208
20816,250.0,4,208
20817,125.0,4,208
20826,30.0,1,208
20832,1120.0,4,208
20837,150.0,2,208
20841,120.0,3,208
20842,5.0,1,208
20850,560.0,8,208
20852,400.0,7,208
20853,290.0,7,208
20854,1770.0,12,208
20855,225.0,4,208
20866,100.0,2,208
20871,190.0,4,208
20872,25.0,1,208
20874,365.0,8,208
20876,110.0,4,208
20877,200.0,3,208
20878,1380.0,10,208
20879,55.0,3,208
20882,150.0,2,208
20886,180.0,4,208
20895,375.0,6,208
20901,325.0,3,209
20902,518.0,5,209
20903,10.0,1,209
20905,336.0,4,209
20906,365.0,6,209
20910,1090.0,5,209
20912,475.0,5,209
21001,162.0,4,210
21009,325.0,4,210
21012,180.0,4,210
21013,50.0,1,210
21014,180.0,5,210
21015,200.0,6,210
21017,200.0,2,210
21029,155.0,4,210
21030,404.0,6,210
21032,300.0,4,210
21037,575.0,2,210
21040,100.0,5,210
21042,585.0,13,210
21043,550.0,11,210
21044,225.0,5,210
21045,455.0,9,210
21046,15.0,1,210
21047,100.0,1,210
21048,485.0,8,210
21050,345.0,6,210
21054,300.0,2,210
21057,45.0,2,210
21060,80.0,4,210
21061,132.0,5,210
21074,215.0,4,210
21075,290.0,5,210
21076,385.0,6,210
21078,440.0,6,210
21084,45.0,2,210
21085,147.0,5,210
21087,145.0,4,210
21090,150.0,2,210
21093,945.0,9,210
21104,200.0,2,211
21108,170.0,3,211
21111,100.0,1,211
21113,320.0,3,211
21114,340.0,4,211
21117,335.0,4,211
21120,222.0,2,211
21122,710.0,19,211
21128,320.0,5,211
21131,1025.0,2,211
21132,10.0,1,211
21136,902.0,10,211
21140,100.0,2,211
21144,445.0,6,211
21146,815.0,7,211
21152,10.0,1,211
21155,50.0,1,211
21157,540.0,11,211
21158,85.0,3,211
21161,25.0,1,211
21202,30.0,1,212
212029,250.0,1,212
21204,700.0,3,212
21205,50.0,1,212
21206,70.0,2,212
21207,19.0,1,212
21208,350.0,7,212
21209,104.0,3,212
21210,200.0,2,212
21211,20.0,2,212
21212,130.0,5,212
21214,50.0,1,212
21215,25.0,1,212
21219,120.0,2,212
21220,45.0,2,212
21221,20.0,1,212
21222,10.0,1,212
21223,10.0,1,212
21224,145.0,4,212
21225,243.0,3,212
21226,120.0,2,212
21227,175.0,3,212
21228,505.0,9,212
21229,115.0,2,212
21230,300.0,2,212
21231,70.0,2,212
21234,443.0,8,212
21236,104.0,4,212
21237,280.0,6,212
21239,37.0,2,212
21244,200.0,2,212
21286,263.0,4,212
21401,315.0,7,214
21403,677.0,9,214
21409,187.0,4,214
21502,366.0,5,215
21532,365.0,8,215
21550,45.0,2,215
21601,186.0,4,216
21613,50.0,1,216
21620,100.0,3,216
21629,75.0,1,216
21632,50.0,2,216
21635,50.0,1,216
21636,50.0,1,216
21638,25.0,1,216
21643,100.0,1,216
21649,50.0,1,216
21654,10.0,1,216
21658,50.0,1,216
21659,25.0,1,216
21661,100.0,1,216
21663,10.0,1,216
21664,100.0,1,216
21666,387.0,8,216
21701,340.0,7,217
21702,195.0,4,217
21703,114.0,5,217
21704,260.0,4,217
21710,65.0,3,217
21713,20.0,1,217
21722,100.0,1,217
21727,250.0,2,217
21740,170.0,5,217
21742,283.0,5,217
21754,11.0,1,217
21755,25.0,2,217
21757,200.0,2,217
21758,120.0,4,217
21762,100.0,1,217
21769,70.0,3,217
21770,135.0,4,217
21771,380.0,8,217
21773,75.0,2,217
21774,120.0,2,217
21776,200.0,2,217
21779,10.0,1,217
21780,100.0,2,217
21783,85.0,3,217
21784,772.0,14,217
21787,50.0,1,217
21788,250.0,2,217
21791,100.0,2,217
21793,100.0,3,217
21795,55.0,2,217
21797,35.0,1,217
21801,325.0,6,218
21804,240.0,5,218
21811,75.0,2,218
21813,50.0,1,218
21817,20.0,1,218
21849,100.0,1,218
21851,60.0,2,218
21853,5.0,1,218
21861,50.0,1,218
21864,25.0,1,218
21865,50.0,1,218
21875,30.0,2,218
21901,55.0,3,219
21903,50.0,1,219
21904,45.0,2,219
21912,25.0,1,219
21918,20.0,1,219
21921,295.0,8,219
22003,250.0,5,220
22015,360.0,11,220
22020,200.0,1,220
22025,115.0,3,220
22026,50.0,1,220
22030,1020.0,13,220
22031,600.0,5,220
22032,160.0,5,220
22033,441.0,11,220
22039,295.0,5,220
22041,100.0,1,220
22042,435.0,8,220
22043,350.0,4,220
22044,50.0,1,220
22046,85.0,3,220
22060,30.0,1,220
22066,925.0,13,220
22079,145.0,4,220
22101,545.0,11,221
22102,425.0,10,221
22124,1415.0,11,221
22150,169.0,4,221
22151,195.0,5,221
22152,200.0,2,221
22153,20.0,1,221
22180,165.0,4,221
22181,679.0,3,221
22182,283.0,7,221
22183,25.0,1,221
22191,255.0,4,221
22192,317.0,10,221
22193,248.0,6,221
22201,360.0,6,222
22202,273.0,8,222
22203,225.0,4,222
22204,156.0,3,222
22205,245.0,5,222
22206,140.0,4,222
22207,185.0,5,222
22209,55.0,2,222
22213,500.0,1,222
22301,250.0,3,223
22302,165.0,3,223
22303,300.0,5,223
22304,375.0,7,223
22305,150.0,3,223
22306,415.0,6,223
22307,270.0,3,223
22308,125.0,2,223
22309,940.0,5,223
22310,110.0,2,223
22311,107.0,2,223
22312,25.0,1,223
22314,515.0,10,223
22315,349.0,8,223
22344,15.0,1,223
22400,90.0,1,224
22401,960.0,8,224
22405,470.0,8,224
22406,680.0,8,224
22407,380.0,8,224
22408,210.0,3,224
22443,20.0,1,224
22448,50.0,1,224
22480,175.0,3,224
22482,50.0,1,224
22485,240.0,5,224
22503,40.0,2,225
22507,100.0,1,225
22508,265.0,5,225
22539,100.0,1,225
22546,120.0,4,225
22551,85.0,3,225
22551S,25.0,1,225
22553,140.0,4,225
22554,846.0,17,225
22556,170.0,4,225
22567,200.0,2,225
22576,5.0,1,225
22578,125.0,2,225
22580,10.0,1,225
22601,175.0,3,226
22602,312.0,6,226
22603,50.0,1,226
22610,100.0,1,226
22611,50.0,1,226
22620,55.0,2,226
22630,652.0,12,226
22642,135.0,3,226
22645,100.0,2,226
22652,50.0,1,226
22655,235.0,5,226
22656,60.0,2,226
22657,100.0,2,226
22660,10.0,1,226
22664,50.0,2,226
22701,100.0,1,227
22714,25.0,1,227
22716,10.0,1,227
22737,50.0,1,227
22740,10.0,1,227
22747,25.0,1,227
22801,78.0,2,228
22802,33.0,2,228
22811,25.0,1,228
22815,122.0,2,228
22821,50.0,1,228
22827,125.0,3,228
22840,70.0,2,228
22842,15.0,1,228
22844,20.0,1,228
22849,100.0,1,228
22851,20.0,1,228
22901,619.0,13,229
22902,125.0,4,229
22903,165.0,6,229
22911,460.0,6,229
22920,550.0,2,229
22923,50.0,1,229
22932,250.0,3,229
22936,255.0,5,229
22939,35.0,1,229
22942,125.0,3,229
22947,254.0,4,229
22958,100.0,1,229
22959,70.0,2,229
22960,200.0,1,229
22968,120.0,2,229
22969,10.0,1,229
22972,20.0,1,229
22973,75.0,2,229
22980,160.0,3,229
23002,17.0,1,230
23005,426.0,5,230
23015,50.0,1,230
23024,50.0,1,230
23038,100.0,1,230
23043,100.0,2,230
23059,565.0,7,230
23060,522.0,9,230
230609238,50.0,1,230
23061,160.0,4,230
23063,280.0,3,230
23068,10.0,1,230
23069,100.0,1,230
23075,75.0,2,230
23089,50.0,1,230
23093,20.0,1,230
23102,100.0,1,231
23103,10.0,1,231
23111,600.0,10,231
23112,540.0,12,231
23113,592.0,10,231
23114,425.0,6,231
23116,572.0,9,231
23117,150.0,2,231
23119,20.0,1,231
23120,275.0,4,231
23124,20.0,1,231
23138,25.0,1,231
23139,275.0,5,231
23141,150.0,2,231
23146,100.0,1,231
23150,35.0,3,231
23168,250.0,4,231
23177,20.0,1,231
23181,110.0,2,231
23185,750.0,11,231
23188,742.0,14,231
23192,95.0,3,231
23220,75.0,2,232
23221,25.0,1,232
23222,105.0,3,232
23223,20.0,1,232
23224,500.0,1,232
23225,60.0,2,232
23226,85.0,3,232
23227,245.0,4,232
23228,145.0,6,232
23229,365.0,6,232
23230,625.0,3,232
23231,250.0,5,232
23233,660.0,7,232
23234,45.0,3,232
23235,442.0,10,232
23236,140.0,4,232
23237,40.0,2,232
23238,1180.0,8,232
23310,25.0,1,233
23314,25.0,1,233
23320,245.0,5,233
23321,40.0,2,233
23322,533.0,10,233
23323,45.0,2,233
23347,10.0,1,233
23415,25.0,1,234
23417,600.0,3,234
23430,645.0,7,234
23431,25.0,1,234
23434,190.0,4,234
23435,100.0,2,234
23437,50.0,1,234
23438,150.0,1,234
23451,801.0,16,234
23452,425.0,10,234
23453,125.0,3,234
23454,310.0,9,234
23455,305.0,6,234
23456,286.0,9,234
23462,259.0,6,234
23464,405.0,8,234
23474,10.0,1,234
23487,75.0,2,234
23502,100.0,2,235
23503,50.0,1,235
23505,25.0,1,235
23507,110.0,3,235
23508,320.0,3,235
23509,195.0,3,235
23511,25.0,1,235
23513,25.0,1,235
23517,50.0,1,235
23518,280.0,4,235
23601,115.0,3,236
23602,500.0,3,236
23604,10.0,1,236
23606,250.0,2,236
23607,25.0,1,236
23608,260.0,3,236
23661,5.0,1,236
23662,110.0,4,236
23664,125.0,2,236
23666,100.0,2,236
23669,90.0,3,236
23690,155.0,3,236
23692,290.0,3,236
23693,100.0,4,236
23701,25.0,1,237
23702,10.0,1,237
23704,175.0,2,237
23707,150.0,2,237
23803,190.0,4,238
23805,110.0,2,238
23817,25.0,1,238
23824,250.0,1,238
23831,160.0,5,238
23832,176.0,4,238
23833,25.0,1,238
23834,370.0,5,238
23836,25.0,1,238
23837,100.0,2,238
23838,332.0,7,238
23842,35.0,2,238
23850,10.0,1,238
23851,25.0,1,238
23860,20.0,1,238
23883,50.0,1,238
23898,25.0,1,238
23901,450.0,4,239
23909,25.0,1,239
23924,10.0,1,239
23927,50.0,1,239
23963,25.0,1,239
24011,100.0,1,240
24012,200.0,2,240
24014,410.0,4,240
24015,400.0,3,240
24018,740.0,8,240
24019,200.0,2,240
24055,45.0,2,240
24060,350.0,4,240
24065,97.0,2,240
24072,25.0,1,240
24073,90.0,4,240
24077,100.0,1,240
24083,153.0,3,240
24085,105.0,2,240
24087,25.0,1,240
24090,25.0,1,240
24091,117.0,2,240
24095,20.0,1,240
24101,175.0,5,241
24104,100.0,1,241
24112,1020.0,3,241
24121,50.0,1,241
24124,50.0,3,241
24127,220.0,2,241
24128,150.0,2,241
24133,50.0,1,241
24141,100.0,1,241
24147,100.0,1,241
24151,10.0,1,241
24153,319.0,7,241
24171,45.0,2,241
24176,1100.0,2,241
24179,50.0,1,241
24184,25.0,1,241
24201,45.0,1,242
24202,25.0,1,242
24273,20.0,1,242
24313,10.0,1,243
24315,20.0,1,243
24319,65.0,2,243
24325,50.0,1,243
24328,50.0,1,243
24333,68.0,2,243
24340,100.0,1,243
24350,50.0,1,243
24360,25.0,1,243
24363,25.0,1,243
24368,25.0,1,243
24381,226.0,2,243
24382,50.0,2,243
24401,550.0,5,244
24413,100.0,1,244
24421,50.0,1,244
24422,150.0,1,244
24426,20.0,1,244
24435,20.0,1,244
24440,125.0,1,244
24450,85.0,3,244
24471,1000.0,1,244
24477,60.0,2,244
24483,25.0,1,244
24501,100.0,1,245
24502,330.0,8,245
24503,25.0,1,245
24504,270.0,3,245
24520,100.0,1,245
24521,25.0,1,245
24522,50.0,1,245
24523,70.0,2,245
24526,50.0,1,245
24531,25.0,1,245
24540,20.0,1,245
24551,245.0,5,245
24554,50.0,1,245
24555,85.0,2,245
24556,150.0,2,245
24558,10.0,1,245
24571,50.0,1,245
24574,125.0,2,245
24589,100.0,1,245
24590,120.0,2,245
24592,20.0,1,245
24605,250.0,2,246
24637,95.0,3,246
24641,10.0,1,246
24696,180.0,1,246
24740,65.0,3,247
24808,10.0,1,248
24901,25.0,1,249
24910,100.0,1,249
24925,20.0,1,249
24963,20.0,1,249
25009,5.0,1,250
25054,25.0,1,250
25058,50.0,1,250
25064,20.0,1,250
25071,200.0,2,250
25143,50.0,1,251
25177,280.0,5,251
25241,20.0,1,252
25271,20.0,1,252
25301,105.0,2,253
25303,25.0,1,253
25309,22.0,1,253
25313,20.0,1,253
25314,170.0,3,253
25401,140.0,2,254
25403,70.0,3,254
25404,105.0,3,254
25405,225.0,5,254
25411,60.0,2,254
25413,250.0,1,254
25414,185.0,5,254
25419,250.0,2,254
25420,40.0,3,254
25422,100.0,2,254
25425,165.0,6,254
25427,180.0,4,254
25428,70.0,2,254
25438,120.0,2,254
25443,100.0,1,254
25444,200.0,2,254
25446,50.0,1,254
25495,20.0,1,254
25504,25.0,1,255
25508,50.0,1,255
25514,25.0,1,255
25526,90.0,2,255
25530,30.0,2,255
25571,20.0,1,255
25606,5.0,1,256
25621,10.0,1,256
25625,100.0,1,256
25701,260.0,2,257
25704,70.0,2,257
25801,125.0,2,258
25840,100.0,1,258
25901,120.0,2,259
25971,25.0,1,259
26003,215.0,2,260
26031,50.0,1,260
26041,10.0,1,260
26060,60.0,2,260
26062,44.0,2,260
26070,50.0,1,260
26101,80.0,3,261
26104,55.0,2,261
26155,100.0,1,261
26169,5.0,1,261
26170,15.0,1,261
26181,100.0,1,261
26187,70.0,2,261
26201,45.0,2,262
26218,70.0,2,262
26241,20.0,1,262
26261,25.0,1,262
26280,20.0,1,262
26289,15.0,1,262
26292,34.0,1,262
26301,55.0,2,263
26325,50.0,1,263
26330,250.0,3,263
26337,25.0,1,263
26346,50.0,1,263
26354,50.0,1,263
26386,25.0,1,263
26408,20.0,1,264
26431,25.0,1,264
26455,40.0,1,264
26501,52.0,2,265
26505,100.0,2,265
26508,225.0,5,265
26525,50.0,1,265
26537,50.0,1,265
26554,180.0,5,265
26588,100.0,1,265
26629,40.0,1,266
26651,100.0,1,266
26719,10.0,1,267
26726,100.0,1,267
26743,50.0,1,267
26753,100.0,1,267
26757,30.0,2,267
26764,100.0,1,267
26808,20.0,1,268
26815,60.0,2,268
26817,100.0,1,268
26836,50.0,1,268
27006,270.0,3,270
27012,760.0,9,270
27018,25.0,1,270
27021,9.0,1,270
27023,275.0,4,270
27024,22.0,1,270
27025,30.0,1,270
27027,100.0,1,270
27028,220.0,3,270
27030,175.0,3,270
27040,100.0,1,270
27041,20.0,1,270
27048,25.0,1,270
27051,50.0,1,270
27052,93.0,3,270
27055,10.0,1,270
27101,25.0,1,271
27103,220.0,3,271
27104,105.0,3,271
27105,50.0,1,271
27106,290.0,3,271
27107,350.0,8,271
27127,60.0,2,271
27203,45.0,2,272
27205,40.0,1,272
27208,20.0,1,272
27215,137.0,6,272
27217,50.0,1,272
27231,20.0,1,272
27233,25.0,1,272
27235,50.0,1,272
27239,100.0,1,272
27243,20.0,1,272
27244,23.0,1,272
27253,225.0,6,272
27260,40.0,2,272
27262,110.0,3,272
27263,90.0,2,272
27265,380.0,8,272
27278,510.0,7,272
27281,55.0,2,272
27282,60.0,2,272
27283,20.0,1,272
27284,335.0,9,272
27288,10.0,1,272
27291,100.0,1,272
27292,245.0,5,272
27295,275.0,4,272
27302,164.0,4,273
27310,345.0,4,273
27312,835.0,9,273
27313,20.0,1,273
27316,50.0,1,273
27317,40.0,2,273
27320,180.0,5,273
27326,25.0,1,273
27330,485.0,7,273
27332,100.0,1,273
27344,100.0,1,273
27355,100.0,1,273
27358,240.0,5,273
27360,100.0,1,273
27376,297.0,7,273
27377,120.0,2,273
27403,70.0,2,274
27406,147.0,4,274
27407,80.0,3,274
27408,205.0,6,274
27410,310.0,7,274
27419,25.0,1,274
27438,333.0,1,274
27455,50.0,1,274
27501,120.0,2,275
27502,465.0,9,275
27503,135.0,2,275
27504,50.0,1,275
27510,185.0,3,275
27511,535.0,8,275
27512,90.0,1,275
27513,1305.0,16,275
27514,235.0,3,275
27515,50.0,1,275
27516,250.0,5,275
27517,1130.0,5,275
27518,675.0,12,275
27519,282.0,7,275
27520,220.0,6,275
27522,110.0,3,275
27523,350.0,6,275
27525,95.0,3,275
27526,745.0,19,275
27527,905.0,14,275
27529,425.0,12,275
27534,110.0,2,275
27537,25.0,1,275
27539,435.0,10,275
27540,990.0,16,275
27541,100.0,1,275
27542,50.0,1,275
27545,100.0,1,275
27546,290.0,4,275
27549,30.0,2,275
27553,100.0,1,275
27557,35.0,2,275
27560,359.0,9,275
27562,230.0,4,275
27571,310.0,6,275
27572,120.0,2,275
27574,25.0,1,275
27576,75.0,2,275
27577,10.0,1,275
27581,100.0,1,275
27583,140.0,2,275
27587,1050.0,22,275
27591,120.0,2,275
27592,150.0,2,275
27596,50.0,1,275
27597,595.0,9,275
27599,40.0,2,275
27603,1355.0,14,276
27604,420.0,4,276
27605,95.0,2,276
27606,860.0,8,276
27607,3420.0,5,276
27608,275.0,4,276
27609,1223.0,15,276
27610,150.0,3,276
27612,952.0,16,276
27613,881.0,18,276
27614,1115.0,12,276
27615,880.0,9,276
27616,615.0,10,276
27617,985.0,10,276
27624,500.0,1,276
27701,50.0,1,277
27703,306.0,10,277
27704,50.0,4,277
27705,680.0,7,277
27707,139.0,3,277
27712,220.0,3,277
27713,350.0,6,277
27804,20.0,1,278
27807,50.0,1,278
27808,100.0,1,278
27812,50.0,1,278
27814,100.0,1,278
27816,10.0,1,278
27822,150.0,2,278
27834,50.0,1,278
27850,100.0,1,278
27856,150.0,3,278
27858,461.0,9,278
27869,20.0,1,278
27870,10.0,1,278
27883,100.0,1,278
27886,110.0,2,278
27889,100.0,3,278
27894,100.0,1,278
27896,25.0,1,278
27909,15.0,2,279
27920,50.0,1,279
27921,75.0,2,279
27923,50.0,1,279
27927,25.0,1,279
27929,110.0,2,279
27936,20.0,1,279
27939,15.0,1,279
27944,135.0,3,279
27947,50.0,1,279
27948,210.0,4,279
27949,225.0,4,279
27950,82.0,1,279
27954,25.0,1,279
27959,224.0,4,279
27968,50.0,1,279
27976,95.0,2,279
27986,20.0,1,279
28001,50.0,1,280
28012,430.0,8,280
28016,25.0,1,280
28018,25.0,1,280
28020,90.0,1,280
28021,40.0,2,280
28023,100.0,2,280
28025,515.0,7,280
28027,609.0,9,280
28031,875.0,13,280
28032,45.0,2,280
28034,130.0,2,280
28036,375.0,4,280
28037,525.0,11,280
28043,100.0,1,280
28052,145.0,3,280
28054,140.0,4,280
28056,120.0,4,280
28071,25.0,1,280
28075,165.0,3,280
28078,873.0,19,280
28079,640.0,12,280
28080,225.0,3,280
28081,95.0,2,280
28083,90.0,3,280
28086,91.0,3,280
28088,75.0,1,280
28092,275.0,5,280
28103,100.0,2,281
28104,480.0,9,281
28105,821.0,12,281
28106,25.0,1,281
28107,135.0,3,281
28110,240.0,6,281
28112,225.0,4,281
28115,150.0,4,281
28117,634.0,12,281
281176032,100.0,1,281
28120,45.0,3,281
28127,25.0,1,281
28134,25.0,1,281
28138,75.0,2,281
28139,499.0,6,281
28144,375.0,4,281
28146,514.0,4,281
28147,75.0,2,281
28150,185.0,4,281
28163,100.0,1,281
28164,55.0,3,281
28167,20.0,1,281
28168,20.0,1,281
28173,1315.0,19,281
28174,25.0,1,281
28202,300.0,3,282
28203,265.0,4,282
28205,555.0,7,282
28207,150.0,2,282
28208,100.0,4,282
28209,710.0,4,282
28210,285.0,5,282
28211,550.0,10,282
28212,20.0,1,282
28213,20.0,1,282
28214,70.0,2,282
28215,230.0,6,282
28216,322.0,4,282
28217,25.0,1,282
28226,245.0,6,282
28227,308.0,9,282
28229,100.0,1,282
28262,25.0,1,282
28269,495.0,8,282
28270,431.0,7,282
28273,655.0,10,282
28277,1733.0,20,282
28278,195.0,5,282
28301,200.0,2,283
28303,310.0,4,283
28304,110.0,2,283
28305,5.0,1,283
28306,50.0,1,283
28307,50.0,1,283
28311,135.0,3,283
28312,125.0,2,283
28314,430.0,7,283
28315,25.0,1,283
28326,95.0,4,283
28327,525.0,7,283
28328,120.0,2,283
28334,25.0,1,283
28358,100.0,1,283
28365,50.0,1,283
28366,10.0,1,283
28370,50.0,1,283
28371,200.0,1,283
28374,295.0,6,283
28376,260.0,4,283
28379,25.0,1,283
28382,10.0,1,283
28384,25.0,1,283
28387,185.0,6,283
28391,100.0,1,283
28393,25.0,1,283
28396,30.0,1,283
28401,260.0,6,284
28402,100.0,1,284
28403,45.0,2,284
28405,310.0,6,284
28406,200.0,1,284
28409,265.0,9,284
28411,380.0,9,284
28412,310.0,7,284
28425,65.0,2,284
28428,70.0,2,284
28429,200.0,3,284
28443,225.0,6,284
28445,130.0,3,284
28451,470.0,8,284
28454,50.0,1,284
28455,22.0,1,284
28457,100.0,1,284
28460,95.0,2,284
28461,577.0,8,284
28462,75.0,2,284
28465,167.0,5,284
28467,80.0,3,284
28468,15.0,1,284
28469,170.0,3,284
28472,20.0,1,284
28479,53.0,3,284
28480,1125.0,3,284
28504,270.0,2,285
28512,30.0,2,285
28513,120.0,2,285
28516,270.0,3,285
28521,20.0,1,285
28528,50.0,1,285
28532,25.0,1,285
28539,60.0,3,285
28546,25.0,1,285
28547,70.0,2,285
28551,100.0,1,285
28555,50.0,1,285
28557,563.0,8,285
28560,580.0,10,285
28561,20.0,1,285
28562,490.0,6,285
28570,450.0,8,285
28578,100.0,1,285
28580,125.0,2,285
28584,133.0,5,285
28586,20.0,1,285
28589,25.0,1,285
28590,115.0,4,285
28594,250.0,3,285
28601,435.0,9,286
28602,70.0,2,286
28604,112.0,2,286
28605,175.0,3,286
28607,495.0,6,286
28610,60.0,2,286
28613,150.0,2,286
28615,150.0,2,286
28621,127.0,2,286
28624,10.0,1,286
28625,390.0,7,286
28626,40.0,2,286
28630,100.0,1,286
28631,50.0,1,286
28635,50.0,1,286
28638,20.0,2,286
28640,100.0,1,286
28643,30.0,1,286
28645,175.0,6,286
28650,10.0,1,286
28651,100.0,1,286
28654,100.0,1,286
28655,190.0,6,286
28657,10.0,1,286
28659,5.0,1,286
28665,250.0,1,286
28673,50.0,1,286
28676,200.0,1,286
28677,10.0,1,286
28678,100.0,1,286
28679,50.0,1,286
28681,110.0,4,286
28683,20.0,1,286
28690,100.0,2,286
28693,100.0,1,286
28694,25.0,1,286
28697,100.0,1,286
28701,10.0,1,287
28704,325.0,5,287
28705,60.0,2,287
28711,850.0,10,287
28712,295.0,5,287
28713,14.0,2,287
28714,220.0,3,287
28715,625.0,6,287
28716,150.0,2,287
28718,5.0,1,287
28719,137.0,5,287
28721,400.0,3,287
28722,201.0,5,287
28723,20.0,2,287
28728,10.0,1,287
28730,80.0,3,287
28731,260.0,4,287
28732,222.0,5,287
28733,200.0,1,287
28734,204.0,5,287
28739,495.0,9,287
28741,300.0,3,287
28742,100.0,1,287
28747,125.0,2,287
28751,25.0,1,287
28752,85.0,3,287
28753,350.0,5,287
28754,50.0,1,287
28756,400.0,1,287
28759,250.0,4,287
28761,225.0,5,287
28762,100.0,1,287
28763,100.0,1,287
28768,150.0,2,287
28773,200.0,6,287
28774,29.0,1,287
28776,100.0,1,287
28777,20.0,1,287
28778,90.0,3,287
28779,145.0,4,287
28782,100.0,1,287
28786,25.0,1,287
28787,415.0,8,287
28789,200.0,1,287
28791,75.0,2,287
28792,65.0,2,287
28801,1035.0,3,288
28802,45.0,1,288
28803,425.0,8,288
288036,25.0,1,288
28804,545.0,8,288
28805,575.0,13,288
28806,169.0,8,288
28902,20.0,1,289
28904,70.0,2,289
28906,115.0,5,289
28925,20.0,1,289
29006,140.0,2,290
29016,225.0,6,290
29020,45.0,2,290
29036,140.0,6,290
29040,50.0,1,290
29045,234.0,5,290
29058,50.0,1,290
29063,354.0,5,290
29067,130.0,3,290
29070,260.0,4,290
29072,799.0,16,290
29073,135.0,3,290
29075,50.0,1,290
29078,75.0,4,290
29081,100.0,1,290
29108,90.0,1,291
29115,110.0,2,291
29127,25.0,1,291
29129,50.0,1,291
29132,100.0,1,291
29135,20.0,1,291
29145,25.0,1,291
29148,25.0,1,291
29150,40.0,2,291
29154,200.0,2,291
29160,25.0,1,291
29161,100.0,1,291
29169,100.0,1,291
29170,70.0,2,291
29180,200.0,2,291
29189,25.0,1,291
29201,5.0,1,292
29203,20.0,1,292
29204,60.0,2,292
29205,190.0,4,292
29206,325.0,6,292
29209,345.0,6,292
29210,120.0,3,292
29212,200.0,7,292
29223,300.0,2,292
29229,250.0,3,292
29301,115.0,4,293
29302,485.0,6,293
29303,70.0,3,293
29306,10.0,1,293
29307,50.0,2,293
29316,225.0,3,293
29322,5.0,1,293
29323,200.0,2,293
29325,20.0,1,293
29334,210.0,5,293
29335,220.0,4,293
29341,100.0,1,293
29349,515.0,7,293
29356,210.0,3,293
29360,120.0,2,293
29364,100.0,1,293
29370,50.0,1,293
29373,110.0,2,293
29374,150.0,1,293
29376,150.0,3,293
29379,125.0,2,293
29384,100.0,1,293
29385,20.0,1,293
29388,425.0,4,293
29401,265.0,5,294
29403,150.0,2,294
29406,45.0,2,294
29407,245.0,5,294
29410,50.0,1,294
29412,250.0,6,294
29414,325.0,7,294
29418,50.0,1,294
29420,70.0,2,294
29429,195.0,3,294
29438,100.0,1,294
29439,50.0,1,294
29440,100.0,1,294
29445,175.0,3,294
29448,100.0,1,294
29450,50.0,1,294
29451,50.0,1,294
29453,10.0,1,294
29455,910.0,12,294
29456,260.0,4,294
29461,170.0,3,294
29464,980.0,17,294
29466,981.0,17,294
29470,120.0,2,294
29475,10.0,1,294
29483,752.0,12,294
29485,865.0,8,294
29486,479.0,7,294
29492,1725.0,11,294
29501,105.0,2,295
29505,20.0,1,295
29520,70.0,3,295
29526,155.0,5,295
29527,50.0,1,295
29532,91.0,4,295
29540,120.0,2,295
29550,150.0,3,295
29564,25.0,1,295
29569,135.0,3,295
29571,10.0,1,295
29572,478.0,9,295
29575,300.0,4,295
29576,190.0,8,295
29577,220.0,5,295
29579,120.0,4,295
29582,410.0,8,295
29585,125.0,4,295
29588,210.0,4,295
29597,20.0,1,295
29600,100.0,1,296
29601,175.0,2,296
29605,500.0,1,296
29607,780.0,8,296
29609,285.0,6,296
29611,200.0,1,296
29615,900.0,10,296
29616,25.0,1,296
29617,135.0,4,296
29620,100.0,1,296
29621,565.0,9,296
29625,190.0,4,296
29626,60.0,2,296
29627,122.0,2,296
29630,160.0,3,296
29631,300.0,3,296
29638,500.0,1,296
29640,100.0,1,296
29642,130.0,3,296
29644,65.0,3,296
29646,275.0,3,296
29649,100.0,1,296
29650,1100.0,12,296
29651,925.0,15,296
29657,100.0,1,296
29662,9.0,1,296
29664,25.0,1,296
29666,20.0,1,296
29669,105.0,3,296
29671,340.0,7,296
29672,170.0,6,296
29673,110.0,4,296
29676,140.0,3,296
29678,35.0,2,296
29680,520.0,9,296
29681,630.0,15,296
29684,100.0,1,296
29686,50.0,1,296
29687,445.0,8,296
29689,100.0,1,296
29690,195.0,5,296
29692,50.0,1,296
29693,40.0,2,296
29697,125.0,3,296
29702,20.0,1,297
29704,125.0,2,297
29706,40.0,2,297
29707,485.0,11,297
29708,1595.0,18,297
29710,1015.0,9,297
29712,550.0,2,297
29715,374.0,11,297
29720,495.0,7,297
29730,506.0,8,297
29732,1340.0,8,297
29745,210.0,5,297
29801,125.0,2,298
29803,760.0,14,298
29831,50.0,1,298
29841,20.0,1,298
29842,55.0,3,298
29851,100.0,1,298
29856,20.0,1,298
29860,120.0,2,298
29902,217.0,3,299
