zip,donation_amount_sum,donation_amount_count,city,state,x,y
22567,200.0,2,Unionville,VA,-77.96,38.25
22576,5.0,1,Weems,VA,-76.44,37.65
22578,125.0,2,White Stone,VA,-76.39,37.64
22580,10.0,1,Woodford,VA,-77.4,38.11
22601,175.0,3,Winchester,VA,-78.17,39.17
22602,312.0,6,Winchester,VA,-78.17,39.17
22603,50.0,1,Winchester,VA,-78.17,39.17
22610,100.0,1,Bentonville,VA,-78.31,38.83
22611,50.0,1,Berryville,VA,-77.98,39.14
22620,55.0,2,Boyce,VA,-78.05,39.09
22630,652.0,12,Front Royal,VA,-78.18,38.92
22642,135.0,3,Linden,VA,-78.07,38.9
22645,100.0,2,Middletown,VA,-78.27,39.02
22652,50.0,1,Fort Valley,VA,-78.42,38.84
22655,235.0,5,Stephens City,VA,-78.22,39.09
22656,60.0,2,Stephenson,VA,-78.09,39.2
22657,100.0,2,Strasburg,VA,-78.35,38.98
22660,10.0,1,Toms Brook,VA,-78.43,38.94
22664,50.0,2,Woodstock,VA,-78.51,38.87
22701,100.0,1,Culpeper,VA,-78.0,38.47
22714,25.0,1,Brandy Station,VA,-77.89,38.52
22716,10.0,1,Castleton,VA,-78.1,38.6
22737,50.0,1,Rixeyville,VA,-77.97,38.58
22740,10.0,1,Sperryville,VA,-78.25,38.67
22747,25.0,1,Washington,VA,-78.15,38.71
22801,78.0,2,Harrisonburg,VA,-78.87,38.43
22802,33.0,2,Harrisonburg,VA,-78.87,38.43
22811,25.0,1,Bergton,VA,-78.96,38.79
22815,122.0,2,Broadway,VA,-78.79,38.6
22821,50.0,1,Dayton,VA,-79.08,38.47
22827,125.0,3,Elkton,VA,-78.61,38.41
22840,70.0,2,Mc Gaheysville,VA,-78.74,38.36
22842,15.0,1,Mount Jackson,VA,-78.63,38.74
22844,20.0,1,New Market,VA,-78.67,38.64
22849,100.0,1,Shenandoah,VA,-78.62,38.48
22851,20.0,1,Stanley,VA,-78.5,38.57
22901,619.0,13,Charlottesville,VA,-78.48,38.03
22902,125.0,4,Charlottesville,VA,-78.48,38.03
22903,165.0,6,Charlottesville,VA,-78.48,38.03
22911,460.0,6,Charlottesville,VA,-78.48,38.03
22920,550.0,2,Afton,VA,-78.83,38.03
22923,50.0,1,Barboursville,VA,-78.28,38.17
22932,250.0,3,Crozet,VA,-78.69,38.06
22936,255.0,5,Earlysville,VA,-78.48,38.15
22939,35.0,1,Fishersville,VA,-78.96,38.09
22942,125.0,3,Gordonsville,VA,-78.18,38.13
22947,254.0,4,Keswick,VA,-78.35,38.02
22958,100.0,1,Nellysford,VA,-78.88,37.85
22959,70.0,2,North Garden,VA,-78.63,37.94
22960,200.0,1,Orange,VA,-78.11,38.24
22968,120.0,2,Ruckersville,VA,-78.37,38.23
22969,10.0,1,Schuyler,VA,-78.69,37.79
22972,20.0,1,Somerset,VA,-78.23,38.2
22973,75.0,2,Stanardsville,VA,-78.43,38.3
22980,160.0,3,Waynesboro,VA,-78.9,38.06
23002,17.0,1,Amelia Court House,VA,-77.96,37.34
23005,426.0,5,Ashland,VA,-77.47,37.76
23015,50.0,1,Beaverdam,VA,-77.65,37.94
23024,50.0,1,Bumpass,VA,-77.73,37.96
23038,100.0,1,Columbia,VA,-78.16,37.75
23043,100.0,2,Deltaville,VA,-76.32,37.55
23059,565.0,7,Glen Allen,VA,-77.48,37.66
23060,522.0,9,Glen Allen,VA,-77.48,37.66
23061,160.0,4,Gloucester,VA,-76.54,37.43
23063,280.0,3,Goochland,VA,-77.88,37.68
23068,10.0,1,Hallieford,VA,-76.37,37.49
23069,100.0,1,Hanover,VA,-77.37,37.76
23075,75.0,2,Henrico,VA,-77.32,37.55
23089,50.0,1,Lanexa,VA,-76.9,37.42
23093,20.0,1,Louisa,VA,-77.99,38.01
23102,100.0,1,Maidens,VA,-77.88,37.66
23103,10.0,1,Manakin Sabot,VA,-77.7,37.64
23111,600.0,10,Mechanicsville,VA,-77.35,37.62
23112,540.0,12,Midlothian,VA,-77.63,37.5
23113,592.0,10,Midlothian,VA,-77.63,37.5
23114,425.0,6,Midlothian,VA,-77.65,37.48
23116,572.0,9,Mechanicsville,VA,-77.35,37.62
23117,150.0,2,Mineral,VA,-77.9,38.0
23119,20.0,1,Moon,VA,-76.3,37.44
23120,275.0,4,Moseley,VA,-77.77,37.41
23124,20.0,1,New Kent,VA,-76.97,37.51
23138,25.0,1,Port Haywood,VA,-76.31,37.38
23139,275.0,5,Powhatan,VA,-77.92,37.54
23141,150.0,2,Quinton,VA,-77.11,37.53
23146,100.0,1,Rockville,VA,-77.67,37.72
23150,35.0,3,Sandston,VA,-77.27,37.51
23168,250.0,4,Toano,VA,-76.8,37.37
23177,20.0,1,Walkerton,VA,-77.02,37.72
23181,110.0,2,West Point,VA,-76.8,37.55
23185,750.0,11,Williamsburg,VA,-76.7,37.27
23188,742.0,14,Williamsburg,VA,-76.7,37.27
23192,95.0,3,Montpelier,VA,-77.67,37.81
23220,75.0,2,Richmond,VA,-77.46,37.55
23221,25.0,1,Richmond,VA,-77.46,37.55
23222,105.0,3,Richmond,VA,-77.46,37.55
23223,20.0,1,Richmond,VA,-77.46,37.55
23224,500.0,1,Richmond,VA,-77.46,37.55
23225,60.0,2,Richmond,VA,-77.46,37.55
23226,85.0,3,Richmond,VA,-77.46,37.55
23227,245.0,4,Richmond,VA,-77.46,37.55
23228,145.0,6,Henrico,VA,-77.46,37.55
23229,365.0,6,Henrico,VA,-77.46,37.55
23230,625.0,3,Richmond,VA,-77.46,37.55
23231,250.0,5,Henrico,VA,-77.46,37.55
23233,660.0,7,Henrico,VA,-77.46,37.55
23234,45.0,3,Richmond,VA,-77.46,37.55
23235,442.0,10,Richmond,VA,-77.46,37.55
23236,140.0,4,Richmond,VA,-77.46,37.55
23237,40.0,2,Richmond,VA,-77.46,37.55
23238,1180.0,8,Henrico,VA,-77.46,37.55
23310,25.0,1,Cape Charles,VA,-76.01,37.27
23314,25.0,1,Carrollton,VA,-76.56,36.94
23320,245.0,5,Chesapeake,VA,-76.3,36.67
23321,40.0,2,Chesapeake,VA,-76.3,36.67
23322,533.0,10,Chesapeake,VA,-76.3,36.67
23323,45.0,2,Chesapeake,VA,-76.3,36.67
23347,10.0,1,Eastville,VA,-75.94,37.35
23415,25.0,1,New Church,VA,-75.53,37.97
23417,600.0,3,Onancock,VA,-75.74,37.7
23430,645.0,7,Smithfield,VA,-76.61,36.98
23431,25.0,1,Smithfield,VA,-76.61,36.98
23434,190.0,4,Suffolk,VA,-76.63,36.7
23435,100.0,2,Suffolk,VA,-76.63,36.7
23437,50.0,1,Suffolk,VA,-76.63,36.7
23438,150.0,1,Suffolk,VA,-76.63,36.7
23451,801.0,16,Virginia Beach,VA,-76.04,36.73
23452,425.0,10,Virginia Beach,VA,-76.04,36.73
23453,125.0,3,Virginia Beach,VA,-76.08,36.78
23454,310.0,9,Virginia Beach,VA,-76.04,36.73
23455,305.0,6,Virginia Beach,VA,-76.04,36.73
23456,286.0,9,Virginia Beach,VA,-76.04,36.73
23462,259.0,6,Virginia Beach,VA,-76.04,36.73
23464,405.0,8,Virginia Beach,VA,-76.04,36.73
23487,75.0,2,Windsor,VA,-76.73,36.8
23502,100.0,2,Norfolk,VA,-76.28,36.84
23503,50.0,1,Norfolk,VA,-76.28,36.84
23505,25.0,1,Norfolk,VA,-76.28,36.84
23507,110.0,3,Norfolk,VA,-76.28,36.84
23508,320.0,3,Norfolk,VA,-76.28,36.84
23509,195.0,3,Norfolk,VA,-76.28,36.84
23511,25.0,1,Norfolk,VA,-76.28,36.84
23513,25.0,1,Norfolk,VA,-76.28,36.84
23517,50.0,1,Norfolk,VA,-76.28,36.84
23518,280.0,4,Norfolk,VA,-76.28,36.84
23601,115.0,3,Newport News,VA,-76.51,37.07
23602,500.0,3,Newport News,VA,-76.51,37.07
23604,10.0,1,Fort Eustis,VA,-76.59,37.12
23606,250.0,2,Newport News,VA,-76.51,37.07
23607,25.0,1,Newport News,VA,-76.51,37.07
23608,260.0,3,Newport News,VA,-76.51,37.07
23661,5.0,1,Hampton,VA,-76.29,37.04
23662,110.0,4,Poquoson,VA,-76.34,37.12
23664,125.0,2,Hampton,VA,-76.29,37.04
23666,100.0,2,Hampton,VA,-76.29,37.04
23669,90.0,3,Hampton,VA,-76.29,37.04
23690,155.0,3,Yorktown,VA,-76.5,37.23
23692,290.0,3,Yorktown,VA,-76.5,37.23
23693,100.0,4,Yorktown,VA,-76.5,37.23
23701,25.0,1,Portsmouth,VA,-76.29,36.83
23702,10.0,1,Portsmouth,VA,-76.29,36.83
23704,175.0,2,Portsmouth,VA,-76.29,36.83
23707,150.0,2,Portsmouth,VA,-76.29,36.83
23803,190.0,4,Petersburg,VA,-77.39,37.2
23805,110.0,2,Petersburg,VA,-77.39,37.2
23824,250.0,1,Blackstone,VA,-78.0,37.07
23831,160.0,5,Chester,VA,-77.43,37.35
23832,176.0,4,Chesterfield,VA,-77.5,37.37
23833,25.0,1,Church Road,VA,-77.63,37.15
23834,370.0,5,Colonial Heights,VA,-77.39,37.26
23836,25.0,1,Chester,VA,-77.43,37.35
23837,100.0,2,Courtland,VA,-77.06,36.71
23838,332.0,7,Chesterfield,VA,-77.5,37.37
23842,35.0,2,Disputanta,VA,-77.22,37.12
23850,10.0,1,Ford,VA,-77.73,37.14
23851,25.0,1,Franklin,VA,-76.93,36.68
23860,20.0,1,Hopewell,VA,-77.29,37.29
23883,50.0,1,Surry,VA,-76.83,37.13
23898,25.0,1,Zuni,VA,-76.82,36.86
23901,450.0,4,Farmville,VA,-78.39,37.29
23909,25.0,1,Farmville,VA,-78.39,37.29
23924,10.0,1,Chase City,VA,-78.46,36.79
23927,50.0,1,Clarksville,VA,-78.56,36.62
23963,25.0,1,Red House,VA,-78.8,37.18
24011,100.0,1,Roanoke,VA,-79.95,37.27
24012,200.0,2,Roanoke,VA,-79.95,37.27
24014,410.0,4,Roanoke,VA,-79.95,37.27
24015,400.0,3,Roanoke,VA,-79.95,37.27
24018,740.0,8,Roanoke,VA,-79.95,37.27
24019,200.0,2,Roanoke,VA,-79.95,37.27
24055,45.0,2,Bassett,VA,-79.98,36.76
24060,350.0,4,Blacksburg,VA,-80.42,37.23
24065,97.0,2,Boones Mill,VA,-79.95,37.11
24072,25.0,1,Check,VA,-80.18,37.05
24073,90.0,4,Christiansburg,VA,-80.4,37.14
24077,100.0,1,Cloverdale,VA,-79.9,37.35
24083,153.0,3,Daleville,VA,-79.92,37.41
24085,105.0,2,Eagle Rock,VA,-79.8,37.63
24087,25.0,1,Elliston,VA,-80.23,37.21
24090,25.0,1,Fincastle,VA,-79.87,37.49
24091,117.0,2,Floyd,VA,-80.31,36.91
24095,20.0,1,Goodview,VA,-79.71,37.21
24101,175.0,5,Hardy,VA,-79.8,37.18
24104,100.0,1,Huddleston,VA,-79.48,37.16
24112,1020.0,3,Martinsville,VA,-79.86,36.68
24121,50.0,1,Moneta,VA,-79.63,37.18
24124,50.0,3,Narrows,VA,-80.8,37.33
24127,220.0,2,New Castle,VA,-80.11,37.5
24128,150.0,2,Newport,VA,-80.49,37.29
24133,50.0,1,Patrick Springs,VA,-80.13,36.67
24141,100.0,1,Radford,VA,-80.55,37.12
24147,100.0,1,Rich Creek,VA,-80.82,37.38
24151,10.0,1,Rocky Mount,VA,-79.89,36.99
24153,319.0,7,Salem,VA,-80.05,37.28
24171,45.0,2,Stuart,VA,-80.27,36.64
24176,1100.0,2,Union Hall,VA,-79.68,37.0
24179,50.0,1,Vinton,VA,-79.88,37.27
24184,25.0,1,Wirtz,VA,-79.9,37.08
24201,45.0,1,Bristol,VA,-82.16,36.61
24202,25.0,1,Bristol,VA,-82.16,36.61
24273,20.0,1,Norton,VA,-82.62,36.93
24313,10.0,1,Barren Springs,VA,-80.8,36.91
24315,20.0,1,Bland,VA,-81.11,37.1
24319,65.0,2,Chilhowie,VA,-81.68,36.8
24325,50.0,1,Dugspur,VA,-80.61,36.81
24328,50.0,1,Fancy Gap,VA,-80.7,36.66
24333,68.0,2,Galax,VA,-80.91,36.66
24340,100.0,1,Glade Spring,VA,-81.77,36.79
24350,50.0,1,Ivanhoe,VA,-80.95,36.83
24360,25.0,1,Max Meadows,VA,-80.93,36.96
24363,25.0,1,Mouth Of Wilson,VA,-81.33,36.58
24368,25.0,1,Rural Retreat,VA,-81.27,36.89
24381,226.0,2,Woodlawn,VA,-80.81,36.71
24382,50.0,2,Wytheville,VA,-81.08,36.95
24401,550.0,5,Staunton,VA,-79.06,38.15
24413,100.0,1,Blue Grass,VA,-79.6,38.53
24421,50.0,1,Churchville,VA,-79.16,38.22
24422,150.0,1,Clifton Forge,VA,-79.82,37.82
24426,20.0,1,Covington,VA,-79.99,37.77
24435,20.0,1,Fairfield,VA,-79.3,37.88
24440,125.0,1,Greenville,VA,-79.15,38.0
24450,85.0,3,Lexington,VA,-79.44,37.78
24471,1000.0,1,Port Republic,VA,-78.81,38.32
24477,60.0,2,Stuarts Draft,VA,-79.02,38.02
24483,25.0,1,Vesuvius,VA,-79.2,37.9
24501,100.0,1,Lynchburg,VA,-79.19,37.4
24502,330.0,8,Lynchburg,VA,-79.19,37.4
24503,25.0,1,Lynchburg,VA,-79.19,37.4
24504,270.0,3,Lynchburg,VA,-79.19,37.4
24520,100.0,1,Alton,VA,-79.0,36.56
24521,25.0,1,Amherst,VA,-79.05,37.58
24522,50.0,1,Appomattox,VA,-78.82,37.35
24523,70.0,2,Bedford,VA,-79.52,37.32
24526,50.0,1,Big Island,VA,-79.36,37.53
24531,25.0,1,Chatham,VA,-79.39,36.81
24540,20.0,1,Danville,VA,-79.4,36.58
24551,245.0,5,Forest,VA,-79.27,37.37
24554,50.0,1,Gladys,VA,-79.08,37.16
24555,85.0,2,Glasgow,VA,-79.45,37.63
24556,150.0,2,Goode,VA,-79.38,37.36
24558,10.0,1,Halifax,VA,-78.93,36.76
24571,50.0,1,Lynch Station,VA,-79.36,37.14
24574,125.0,2,Monroe,VA,-79.24,37.6
24589,100.0,1,Scottsburg,VA,-78.79,36.75
24590,120.0,2,Scottsville,VA,-78.49,37.79
24592,20.0,1,South Boston,VA,-78.9,36.7
24605,250.0,2,Bluefield,VA,-81.26,37.23
24637,95.0,3,Pounding Mill,VA,-81.73,37.04
24641,10.0,1,Richlands,VA,-81.8,37.09
24740,65.0,3,Princeton,WV,-81.1,37.36
24808,10.0,1,Anawalt,WV,-81.44,37.33
24901,25.0,1,Lewisburg,WV,-80.43,37.8
24910,100.0,1,Alderson,WV,-80.64,37.72
24925,20.0,1,Caldwell,WV,-80.34,37.75
24963,20.0,1,Peterstown,WV,-80.79,37.39
25009,5.0,1,Ashford,WV,-81.71,38.19
25054,25.0,1,Dawes,WV,-81.42,38.06
25064,20.0,1,Dunbar,WV,-81.73,38.36
25071,200.0,2,Elkview,WV,-81.47,38.43
25143,50.0,1,Nitro,WV,-81.83,38.41
25177,280.0,5,Saint Albans,WV,-81.81,38.37
25241,20.0,1,Evans,WV,-81.8,38.8
25271,20.0,1,Ripley,WV,-81.7,38.82
25301,105.0,2,Charleston,WV,-81.63,38.35
25303,25.0,1,Charleston,WV,-81.63,38.35
25309,22.0,1,Charleston,WV,-81.63,38.35
25313,20.0,1,Charleston,WV,-81.63,38.35
25314,170.0,3,Charleston,WV,-81.63,38.35
25401,140.0,2,Martinsburg,WV,-77.96,39.46
25403,70.0,3,Martinsburg,WV,-77.96,39.46
25404,105.0,3,Martinsburg,WV,-77.96,39.46
25405,225.0,5,Martinsburg,WV,-77.96,39.46
25411,60.0,2,Berkeley Springs,WV,-78.21,39.55
25413,250.0,1,Bunker Hill,WV,-78.05,39.32
25414,185.0,5,Charles Town,WV,-77.85,39.28
25419,250.0,2,Falling Waters,WV,-77.89,39.55
25420,40.0,3,Gerrardstown,WV,-78.11,39.37
25422,100.0,2,Great Cacapon,WV,-78.29,39.62
25425,165.0,6,Harpers Ferry,WV,-77.74,39.32
25427,180.0,4,Hedgesville,WV,-77.99,39.55
25428,70.0,2,Inwood,WV,-78.05,39.35
25438,120.0,2,Ranson,WV,-77.86,39.29
25443,100.0,1,Shepherdstown,WV,-77.8,39.43
25444,200.0,2,Slanesville,WV,-78.52,39.37
25446,50.0,1,Summit Point,WV,-77.95,39.24
25504,25.0,1,Barboursville,WV,-82.29,38.4
25508,50.0,1,Chapmanville,WV,-82.01,37.97
25514,25.0,1,Fort Gay,WV,-82.59,38.11
25526,90.0,2,Hurricane,WV,-82.01,38.43
25530,30.0,2,Kenova,WV,-82.58,38.4
25571,20.0,1,West Hamlin,WV,-82.19,38.28
25606,5.0,1,Accoville,WV,-81.85,37.78
25621,10.0,1,Gilbert,WV,-81.86,37.61
25625,100.0,1,Holden,WV,-82.06,37.81
25701,260.0,2,Huntington,WV,-82.43,38.41
25704,70.0,2,Huntington,WV,-82.43,38.41
25801,125.0,2,Beckley,WV,-81.18,37.78
25840,100.0,1,Fayetteville,WV,-81.1,38.05
25901,120.0,2,Oak Hill,WV,-81.14,37.98
25971,25.0,1,Lerona,WV,-80.98,37.5
26003,215.0,2,Wheeling,WV,-80.69,40.07
26031,50.0,1,Benwood,WV,-80.73,40.01
26041,10.0,1,Moundsville,WV,-80.74,39.92
26060,60.0,2,Valley Grove,WV,-80.57,40.09
26062,44.0,2,Weirton,WV,-80.56,40.4
26070,50.0,1,Wellsburg,WV,-80.6,40.28
26101,80.0,3,Parkersburg,WV,-81.54,39.26
26104,55.0,2,Parkersburg,WV,-81.54,39.26
26155,100.0,1,New Martinsville,WV,-80.85,39.66
26169,5.0,1,Rockport,WV,-81.57,39.07
26170,15.0,1,Saint Marys,WV,-81.19,39.4
26181,100.0,1,Washington,WV,-81.67,39.24
26187,70.0,2,Williamstown,WV,-81.45,39.4
26201,45.0,2,Buckhannon,WV,-80.22,38.98
26218,70.0,2,French Creek,WV,-80.25,38.83
26241,20.0,1,Elkins,WV,-79.85,38.92
26261,25.0,1,Richwood,WV,-80.53,38.22
26280,20.0,1,Mill Creek,WV,-79.97,38.73
26289,15.0,1,Red Creek,WV,-79.5,39.0
26292,34.0,1,Thomas,WV,-79.49,39.14
26301,55.0,2,Clarksburg,WV,-80.33,39.28
26325,50.0,1,Auburn,WV,-80.85,39.09
26330,250.0,3,Bridgeport,WV,-80.25,39.29
26337,25.0,1,Cairo,WV,-81.15,39.2
26346,50.0,1,Ellenboro,WV,-81.05,39.26
26354,50.0,1,Grafton,WV,-80.01,39.34
26386,25.0,1,Lumberport,WV,-80.34,39.37
26408,20.0,1,Mount Clare,WV,-80.26,39.2
26431,25.0,1,Shinnston,WV,-80.29,39.39
26501,52.0,2,Morgantown,WV,-79.94,39.63
26505,100.0,2,Morgantown,WV,-79.94,39.63
26508,225.0,5,Morgantown,WV,-79.94,39.63
26525,50.0,1,Bruceton Mills,WV,-79.64,39.65
26537,50.0,1,Kingwood,WV,-79.68,39.47
26554,180.0,5,Fairmont,WV,-80.14,39.48
26588,100.0,1,Rivesville,WV,-80.12,39.53
26629,40.0,1,Little Birch,WV,-80.7,38.57
26651,100.0,1,Summersville,WV,-80.84,38.28
26719,10.0,1,Fort Ashby,WV,-78.76,39.49
26726,100.0,1,Keyser,WV,-78.98,39.43
26743,50.0,1,New Creek,WV,-79.02,39.37
26753,100.0,1,Ridgeley,WV,-78.77,39.64
26757,30.0,2,Romney,WV,-78.75,39.34
26764,100.0,1,Terra Alta,WV,-79.54,39.44
26808,20.0,1,High View,WV,-78.4,39.23
26815,60.0,2,Sugar Grove,WV,-79.32,38.51
26817,100.0,1,Bloomery,WV,-78.37,39.38
26836,50.0,1,Moorefield,WV,-78.96,39.06
27006,270.0,3,Advance,NC,-80.4,35.93
27012,760.0,9,Clemmons,NC,-80.38,36.02
27018,25.0,1,East Bend,NC,-80.5,36.21
27021,9.0,1,King,NC,-80.35,36.27
27023,275.0,4,Lewisville,NC,-80.4,36.09
27024,22.0,1,Lowgap,NC,-80.81,36.49
27025,30.0,1,Madison,NC,-79.97,36.38
27027,100.0,1,Mayodan,NC,-79.97,36.41
27028,220.0,3,Mocksville,NC,-80.55,35.89
27030,175.0,3,Mount Airy,NC,-80.61,36.5
27040,100.0,1,Pfafftown,NC,-80.3,36.15
27041,20.0,1,Pilot Mountain,NC,-80.47,36.38
27048,25.0,1,Stoneville,NC,-79.9,36.46
27051,50.0,1,Walkertown,NC,-80.15,36.17
27052,93.0,3,Walnut Cove,NC,-80.13,36.29
27055,10.0,1,Yadkinville,NC,-80.65,36.13
27101,25.0,1,Winston Salem,NC,-80.24,36.1
27103,220.0,3,Winston Salem,NC,-80.24,36.1
27104,105.0,3,Winston Salem,NC,-80.24,36.1
27105,50.0,1,Winston Salem,NC,-80.24,36.1
27106,290.0,3,Winston Salem,NC,-80.24,36.1
27107,350.0,8,Winston Salem,NC,-80.24,36.1
27127,60.0,2,Winston Salem,NC,-80.24,36.1
27203,45.0,2,Asheboro,NC,-79.81,35.71
27205,40.0,1,Asheboro,NC,-79.84,35.65
27208,20.0,1,Bennett,NC,-79.52,35.57
27215,137.0,6,Burlington,NC,-79.44,36.08
27217,50.0,1,Burlington,NC,-79.44,36.08
27231,20.0,1,Cedar Grove,NC,-79.17,36.2
27233,25.0,1,Climax,NC,-79.73,35.92
27235,50.0,1,Colfax,NC,-80.02,36.13
27239,100.0,1,Denton,NC,-80.11,35.63
27243,20.0,1,Efland,NC,-79.17,36.06
27244,23.0,1,Elon,NC,-79.51,36.09
27253,225.0,6,Graham,NC,-79.39,36.06
27260,40.0,2,High Point,NC,-79.99,35.98
27262,110.0,3,High Point,NC,-79.99,35.98
27263,90.0,2,High Point,NC,-79.99,35.98
27265,380.0,8,High Point,NC,-79.99,35.98
27278,510.0,7,Hillsborough,NC,-79.1,36.07
27281,55.0,2,Jackson Springs,NC,-79.64,35.19
27282,60.0,2,Jamestown,NC,-79.93,35.99
27283,20.0,1,Julian,NC,-79.63,35.95
27284,335.0,9,Kernersville,NC,-80.07,36.11
27288,10.0,1,Eden,NC,-79.74,36.5
27291,100.0,1,Leasburg,NC,-79.16,36.4
27292,245.0,5,Lexington,NC,-80.25,35.8
27295,275.0,4,Lexington,NC,-80.25,35.8
27302,164.0,4,Mebane,NC,-79.27,36.09
27310,345.0,4,Oak Ridge,NC,-79.98,36.17
27312,835.0,9,Pittsboro,NC,-79.17,35.71
27313,20.0,1,Pleasant Garden,NC,-79.77,35.96
27316,50.0,1,Ramseur,NC,-79.65,35.73
27317,40.0,2,Randleman,NC,-79.8,35.81
27320,180.0,5,Reidsville,NC,-79.67,36.34
27326,25.0,1,Ruffin,NC,-79.55,36.45
27330,485.0,7,Sanford,NC,-79.18,35.47
27332,100.0,1,Sanford,NC,-79.13,35.36
27344,100.0,1,Siler City,NC,-79.46,35.72
27355,100.0,1,Staley,NC,-79.55,35.79
27358,240.0,5,Summerfield,NC,-79.89,36.2
27360,100.0,1,Thomasville,NC,-80.07,35.88
27376,297.0,7,West End,NC,-79.53,35.24
27377,120.0,2,Whitsett,NC,-79.59,36.03
27403,70.0,2,Greensboro,NC,-79.82,36.07
27406,147.0,4,Greensboro,NC,-79.82,36.07
27407,80.0,3,Greensboro,NC,-79.82,36.07
27408,205.0,6,Greensboro,NC,-79.82,36.07
27410,310.0,7,Greensboro,NC,-79.82,36.07
27419,25.0,1,Greensboro,NC,-79.82,36.07
27438,333.0,1,Greensboro,NC,-79.82,36.07
27455,50.0,1,Greensboro,NC,-79.82,36.07
27501,120.0,2,Angier,NC,-78.73,35.51
27502,465.0,9,Apex,NC,-78.84,35.72
27503,135.0,2,Bahama,NC,-78.88,36.17
27504,50.0,1,Benson,NC,-78.54,35.37
27510,185.0,3,Carrboro,NC,-79.08,35.91
27511,535.0,8,Cary,NC,-78.79,35.78
27512,90.0,1,Cary,NC,-78.79,35.78
27513,1305.0,16,Cary,NC,-78.79,35.78
27514,235.0,3,Chapel Hill,NC,-79.04,35.92
27515,50.0,1,Chapel Hill,NC,-79.04,35.92
27516,250.0,5,Chapel Hill,NC,-79.04,35.92
27517,1130.0,5,Chapel Hill,NC,-79.03,35.84
27518,675.0,12,Cary,NC,-78.79,35.78
27519,282.0,7,Cary,NC,-78.79,35.78
27520,220.0,6,Clayton,NC,-78.45,35.64
27522,110.0,3,Creedmoor,NC,-78.68,36.12
27523,350.0,6,Apex,NC,-78.94,35.77
27525,95.0,3,Franklinton,NC,-78.45,36.1
27526,745.0,19,Fuquay Varina,NC,-78.83,35.54
27527,905.0,14,Clayton,NC,-78.36,35.63
27529,425.0,12,Garner,NC,-78.62,35.69
27534,110.0,2,Goldsboro,NC,-77.97,35.37
27537,25.0,1,Henderson,NC,-78.37,36.37
27539,435.0,10,Apex,NC,-78.81,35.67
27540,990.0,16,Holly Springs,NC,-78.83,35.65
27541,100.0,1,Hurdle Mills,NC,-79.08,36.25
27542,50.0,1,Kenly,NC,-78.12,35.59
27545,100.0,1,Knightdale,NC,-78.48,35.79
27546,290.0,4,Lillington,NC,-78.81,35.39
27549,30.0,2,Louisburg,NC,-78.29,36.1
27553,100.0,1,Manson,NC,-78.29,36.47
27557,35.0,2,Middlesex,NC,-78.2,35.78
27560,359.0,9,Morrisville,NC,-78.83,35.83
27562,230.0,4,New Hill,NC,-78.9,35.68
27571,310.0,6,Rolesville,NC,-78.45,35.92
27572,120.0,2,Rougemont,NC,-78.93,36.22
27574,25.0,1,Roxboro,NC,-78.85,36.41
27576,75.0,2,Selma,NC,-78.28,35.53
27577,10.0,1,Smithfield,NC,-78.34,35.5
27581,100.0,1,Stem,NC,-78.72,36.19
27583,140.0,2,Timberlake,NC,-78.95,36.28
27587,1050.0,22,Wake Forest,NC,-78.52,35.97
27591,120.0,2,Wendell,NC,-78.36,35.78
27592,150.0,2,Willow Spring,NC,-78.66,35.54
27596,50.0,1,Youngsville,NC,-78.47,36.02
27597,595.0,9,Zebulon,NC,-78.31,35.82
27599,40.0,2,Chapel Hill,NC,-79.04,35.92
27603,1355.0,14,Raleigh,NC,-78.65,35.82
27604,420.0,4,Raleigh,NC,-78.65,35.82
27605,95.0,2,Raleigh,NC,-78.65,35.82
27606,860.0,8,Raleigh,NC,-78.65,35.82
27607,3420.0,5,Raleigh,NC,-78.65,35.82
27608,275.0,4,Raleigh,NC,-78.65,35.82
27609,1223.0,15,Raleigh,NC,-78.65,35.82
27610,150.0,3,Raleigh,NC,-78.65,35.82
27612,952.0,16,Raleigh,NC,-78.65,35.82
27613,881.0,18,Raleigh,NC,-78.65,35.82
27614,1115.0,12,Raleigh,NC,-78.65,35.82
27615,880.0,9,Raleigh,NC,-78.65,35.82
27616,615.0,10,Raleigh,NC,-78.65,35.82
27617,985.0,10,Raleigh,NC,-78.75,35.88
27624,500.0,1,Raleigh,NC,-78.65,35.82
27701,50.0,1,Durham,NC,-78.91,35.98
27703,306.0,10,Durham,NC,-78.91,35.98
27704,50.0,4,Durham,NC,-78.91,35.98
27705,680.0,7,Durham,NC,-78.91,35.98
27707,139.0,3,Durham,NC,-78.91,35.98
27712,220.0,3,Durham,NC,-78.91,35.98
27713,350.0,6,Durham,NC,-78.91,35.98
27804,20.0,1,Rocky Mount,NC,-77.81,35.95
27807,50.0,1,Bailey,NC,-78.11,35.78
27808,100.0,1,Bath,NC,-76.81,35.47
27812,50.0,1,Bethel,NC,-77.37,35.8
27814,100.0,1,Blounts Creek,NC,-76.92,35.36
27816,10.0,1,Castalia,NC,-78.05,36.08
27822,150.0,2,Elm City,NC,-77.86,35.8
27834,50.0,1,Greenville,NC,-77.37,35.59
27850,100.0,1,Littleton,NC,-77.91,36.43
27856,150.0,3,Nashville,NC,-77.95,35.96
27858,461.0,9,Greenville,NC,-77.37,35.59
27869,20.0,1,Rich Square,NC,-77.28,36.27
