geoid,name,universe,universe_annotation,universe_moe,universe_moe_annotation,state,public use microdata area
01200,"Greene, Carter, Unicoi & Johnson Counties PUMA; Tennessee",160629.0,,-555555555.0,*****,47,01200
01300,"Washington County--Johnson City PUMA, Tennessee",127055.0,,-555555555.0,*****,47,01300
01400,"Hamblen, Cocke & Grainger Counties PUMA; Tennessee",122089.0,,-555555555.0,*****,47,01400
01500,"Sevier & Jefferson Counties PUMA, Tennessee",149534.0,,-555555555.0,*****,47,01500
01700,"Blount County PUMA, Tennessee",128443.0,,-555555555.0,*****,47,01700
01800,"Roane, Loudon & Monroe Counties--Oak Ridge City (West) PUMA; Tennessee",150383.0,,-555555555.0,*****,47,01800
01900,"Bradley, McMinn & Polk Counties--Cleveland City PUMA; Tennessee",174112.0,,-555555555.0,*****,47,01900
02100,"Rhea, Marion, Sequatchie, Grundy, Bledsoe & Meigs Counties PUMA; Tennessee",115670.0,,-555555555.0,*****,47,02100
02200,"Coffee, Franklin, Lincoln & Moore Counties PUMA; Tennessee",136076.0,,-555555555.0,*****,47,02200
02600,"Williamson County--Franklin & Brentwood Cities PUMA, Tennessee",218648.0,,-555555555.0,*****,47,02600
02700,"Maury, Bedford & Marshall Counties PUMA; Tennessee",169603.0,,-555555555.0,*****,47,02700
02800,"Lawrence, Giles, Wayne, Lewis & Perry Counties PUMA; Tennessee",108621.0,,-555555555.0,*****,47,02800
02900,"Henderson, Hardeman, McNairy, Hardin, Haywood & Decatur Counties PUMA; Tennessee",134557.0,,-555555555.0,*****,47,02900
03000,"Madison & Chester Counties--Jackson City PUMA, Tennessee",114832.0,,-555555555.0,*****,47,03000
03100,"Tipton, Fayette & Lauderdale Counties PUMA; Tennessee",127435.0,,-555555555.0,*****,47,03100
00200,"Panhandle Regional Planning Commission--Potter County--Amarillo City (North) PUMA, Texas",120899.0,,-555555555.0,*****,48,00200
00300,"Panhandle Regional Planning Commission--Randall County--Amarillo City (South) PUMA, Texas",132475.0,,-555555555.0,*****,48,00300
00700,"North Texas Regional Planning Commission--Wichita County--Wichita Falls City PUMA, Texas",131818.0,,-555555555.0,*****,48,00700
00800,"Texoma COG--Grayson, Cooke & Fannin Counties PUMA; Texas",202306.0,,-555555555.0,*****,48,00800
00900,"Hunt & Rockwall Counties--Rockwall, Greenville & Dallas (Far Northeast) Cities PUMA; Texas",185794.0,,-555555555.0,*****,48,00900
01000,"Ark-Tex COG (West) PUMA, Texas",159095.0,,-555555555.0,*****,48,01000
01100,"Ark-Tex COG (East)--Bowie & Cass Counties PUMA, Texas",123945.0,,-555555555.0,*****,48,01100
01200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA; Texas",117497.0,,-555555555.0,*****,48,01200
01300,"East Texas COG (Northwest)--Van Zandt, Wood, Camp & Rains Counties PUMA; Texas",122469.0,,-555555555.0,*****,48,01300
01400,"Kaufman County PUMA, Texas",118910.0,,-555555555.0,*****,48,01400
01600,"East Texas COG (Central)--Gregg County--Longview City PUMA, Texas",123494.0,,-555555555.0,*****,48,01600
01700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA; Texas",128938.0,,-555555555.0,*****,48,01700
01800,"East Texas COG (Southwest)--Henderson & Anderson Counties PUMA, Texas",138323.0,,-555555555.0,*****,48,01800
02101,"Ellis County PUMA, Texas",168838.0,,-555555555.0,*****,48,02101
02102,"Johnson County PUMA, Texas",163475.0,,-555555555.0,*****,48,02102
02200,"North Central Texas COG (West)--Hood, Erath, Palo Pinto & Somervell Counties PUMA; Texas",135443.0,,-555555555.0,*****,48,02200
02400,"Parker County PUMA, Texas",129802.0,,-555555555.0,*****,48,02400
02700,"West Central Texas COG--Taylor County--Abilene City PUMA, Texas",136348.0,,-555555555.0,*****,48,02700
02900,"Concho Valley COG--Tom Green County--San Angelo City PUMA, Texas",117466.0,,-555555555.0,*****,48,02900
03000,"Permian Basin Regional Planning Commission (Central)--Midland County--Midland City PUMA, Texas",164194.0,,-555555555.0,*****,48,03000
03100,"Permian Basin Regional Planning Commission (Central)--Ector County--Odessa City PUMA, Texas",158342.0,,-555555555.0,*****,48,03100
03400,"Central Texas COG (West), Burnet & Llano Counties PUMA; Texas",181552.0,,-555555555.0,*****,48,03400
03601,"Brazos Valley COG (Outside Brazos County) & Milam County PUMA, Texas",153069.0,,-555555555.0,*****,48,03601
03602,"Brazos Valley COG--Brazos County--College Station & Bryan Cities PUMA, Texas",219193.0,,-555555555.0,*****,48,03602
03700,"Heart of Texas COG (Outside McLennan County) & Navarro County PUMA, Texas",162627.0,,-555555555.0,*****,48,03700
03900,"Deep East Texas COG (West) & Walker County PUMA, Texas",184719.0,,-555555555.0,*****,48,03900
04000,"Deep East Texas COG (Central)--Angelina & Nacogdoches Counties PUMA, Texas",153165.0,,-555555555.0,*****,48,04000
04100,"Deep East Texas COG (East) PUMA, Texas",115320.0,,-555555555.0,*****,48,04100
04200,"Orange & Hardin Counties PUMA, Texas",140426.0,,-555555555.0,*****,48,04200
04400,"Houston-Galveston Area Council--Liberty & Chambers Counties PUMA, Texas",122154.0,,-555555555.0,*****,48,04400
05000,"Houston-Galveston Area Council (West) PUMA, Texas",178868.0,,-555555555.0,*****,48,05000
05100,"Capital Area COG (East)--Bastrop, Caldwell, Fayette & Lee Counties PUMA; Texas",165996.0,,-555555555.0,*****,48,05100
05400,"Capital Area COG (Southwest)--Hays County PUMA, Texas",204150.0,,-555555555.0,*****,48,05400
05500,"Golden Crescent Regional Planning Commission (North) & Wilson & Karnes Counties PUMA, Texas",146979.0,,-555555555.0,*****,48,05500
05600,"Golden Crescent Regional Planning Commission (Southeast)--Victoria & Calhoun Counties PUMA, Texas",113777.0,,-555555555.0,*****,48,05600
05700,"Alamo Area COG (Northeast)--Guadalupe County PUMA, Texas",155137.0,,-555555555.0,*****,48,05700
05800,"Alamo Area COG (Northeast)--Comal County PUMA, Texas",135097.0,,-555555555.0,*****,48,05800
06000,"Alamo Area COG (Northwest) & Blanco County PUMA, Texas",130834.0,,-555555555.0,*****,48,06000
06100,"Alamo Area COG (Southwest) PUMA, Texas",139319.0,,-555555555.0,*****,48,06100
06500,"Coastal Bend COG (Northeast) PUMA, Texas",131736.0,,-555555555.0,*****,48,06500
03001,"Tooele & Box Elder Counties PUMA, Utah",118186.0,,-555555555.0,*****,49,03001
05001,"Cache, Summit, Morgan & Rich Counties PUMA; Utah",176588.0,,-555555555.0,*****,49,05001
53001,"Washington County--St. George City PUMA, Utah",160537.0,,-555555555.0,*****,49,53001
00100,"Northwest Vermont--Chittenden, Franklin & Grand Isle Counties--Burlington City PUMA; Vermont",218042.0,,-555555555.0,*****,50,00100
00200,"Northeast Vermont--Washington, Caledonia, Orleans, Lamoille & Essex Counties PUMA; Vermont",147289.0,,-555555555.0,*****,50,00200
00300,"Southeast Vermont--Windsor, Windham & Orange Counties PUMA; Vermont",127514.0,,-555555555.0,*****,50,00300
00400,"Southwest Vermont--Rutland, Bennington & Addison Counties PUMA; Vermont",132132.0,,-555555555.0,*****,50,00400
51010,"LENOWISCO & Cumberland Plateau Planning District Commissions PUMA, Virginia",195744.0,,-555555555.0,*****,51,51010
51020,"Mount Rogers Planning District Commission PUMA, Virginia",189882.0,,-555555555.0,*****,51,51020
51040,"New River Valley Planning District Commission PUMA, Virginia",182341.0,,-555555555.0,*****,51,51040
51080,"Central Shenandoah Planning District Commission (Southwest) PUMA, Virginia",163704.0,,-555555555.0,*****,51,51080
51084,"Northern Shenandoah Valley Regional Commission (North) PUMA, Virginia",127307.0,,-555555555.0,*****,51,51084
51097,"West Piedmont Planning District Commission PUMA, Virginia",185736.0,,-555555555.0,*****,51,51097
51105,"Southside Planning District Commission & Commonwealth Regional Council PUMA, Virginia",184764.0,,-555555555.0,*****,51,51105
51110,"Central Shenandoah Planning District Commission (Northeast) PUMA, Virginia",132835.0,,-555555555.0,*****,51,51110
51115,"George Washington Regional Commission (North) PUMA, Virginia",172481.0,,-555555555.0,*****,51,51115
51125,"Middle Peninsula, Northern Neck & Accomack-Northampton Planning District Commissions PUMA; Virginia",168987.0,,-555555555.0,*****,51,51125
51135,"Crater Planning District Commission PUMA, Virginia",173156.0,,-555555555.0,*****,51,51135
51145,"Isle of Wight, Southampton Counties, Suffolk & Franklin Cities PUMA; Virginia",151682.0,,-555555555.0,*****,51,51145
51235,"Richmond City PUMA, Virginia",223787.0,,-555555555.0,*****,51,51235
51255,"Alexandria City PUMA, Virginia",156505.0,,-555555555.0,*****,51,51255
10100,"Whatcom County--Bellingham City PUMA, Washington",216812.0,,-555555555.0,*****,53,10100
10200,"Skagit, Island & San Juan Counties PUMA; Washington",222016.0,,-555555555.0,*****,53,10200
10300,"Chelan & Douglas Counties PUMA, Washington",117128.0,,-555555555.0,*****,53,10300
10400,"Stevens, Okanogan, Pend Oreille & Ferry Counties PUMA; Washington",106647.0,,-555555555.0,*****,53,10400
10600,"Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties PUMA; Washington",107042.0,,-555555555.0,*****,53,10600
10800,"Grant & Kittitas Counties PUMA, Washington",139685.0,,-555555555.0,*****,53,10800
11000,"Lewis, Klickitat & Skamania Counties PUMA; Washington",109963.0,,-555555555.0,*****,53,11000
11200,"Cowlitz, Pacific & Wahkiakum Counties PUMA; Washington",130582.0,,-555555555.0,*****,53,11200
11300,"Grays Harbor & Mason Counties PUMA, Washington",134594.0,,-555555555.0,*****,53,11300
11900,"Clallam & Jefferson Counties PUMA, Washington",105343.0,,-555555555.0,*****,53,11900
00100,"Ohio, Marshall, Hancock & Brooke Counties PUMA; West Virginia",126644.0,,-555555555.0,*****,54,00100
00200,"Harrison, Marion, Taylor & Doddridge Counties PUMA; West Virginia",150193.0,,-555555555.0,*****,54,00200
00300,"Monongalia & Preston Counties--Morgantown City PUMA, West Virginia",139089.0,,-555555555.0,*****,54,00300
00400,"Berkeley, Jefferson, Mineral, Hampshire & Morgan Counties PUMA; West Virginia",237939.0,,-555555555.0,*****,54,00400
00500,"Randolph, Upshur, Barbour, Lewis, Hardy, Grant, Pendleton & Tucker Counties PUMA; West Virginia",126242.0,,-555555555.0,*****,54,00500
00600,"Jackson, Wetzel, Roane, Braxton, Ritchie, Tyler, Gilmer & Calhoun Counties PUMA; West Virginia",107561.0,,-555555555.0,*****,54,00600
00700,"Wood, Pleasants & Wirt Counties PUMA; West Virginia",98860.0,,-555555555.0,*****,54,00700
00800,"Cabell, Wayne & Mason Counties--Huntington City PUMA; West Virginia",162965.0,,-555555555.0,*****,54,00800
00900,"Putnam, Boone & Lincoln Counties PUMA; West Virginia",100547.0,,-555555555.0,*****,54,00900
01000,"Kanawha & Clay Counties--Charleston City PUMA, West Virginia",194495.0,,-555555555.0,*****,54,01000
01100,"Greenbrier, Nicholas, Summers, Monroe & Pocahontas Counties PUMA; West Virginia",104205.0,,-555555555.0,*****,54,01100
01200,"Raleigh, Mercer & Fayette Counties PUMA; West Virginia",180844.0,,-555555555.0,*****,54,01200
01300,"Logan, Mingo, Wyoming & McDowell Counties PUMA; West Virginia",99470.0,,-555555555.0,*****,54,01300
00100,"Northwest Wisconsin PUMA, Wisconsin",175167.0,,-555555555.0,*****,55,00100
00600,"Oneida, Lincoln, Vilas, Langlade & Forest Counties PUMA; Wisconsin",112968.0,,-555555555.0,*****,55,00600
00800,"Grant, Green, Iowa, Richland & Lafayette Counties PUMA; Wisconsin",146586.0,,-555555555.0,*****,55,00800
00900,"La Crosse County PUMA, Wisconsin",117850.0,,-555555555.0,*****,55,00900
01000,"Sauk & Columbia Counties PUMA, Wisconsin",120550.0,,-555555555.0,*****,55,01000
01001,"Dodge & Jefferson Counties PUMA, Wisconsin",172428.0,,-555555555.0,*****,55,01001
01300,"Marinette, Oconto, Door & Florence Counties PUMA; Wisconsin",109869.0,,-555555555.0,*****,55,01300
01301,"Manitowoc & Kewaunee Counties PUMA, Wisconsin",99767.0,,-555555555.0,*****,55,01301
01400,"East Central Wisconsin PUMA, Wisconsin",155112.0,,-555555555.0,*****,55,01400
01401,"Fond du Lac & Calumet Counties PUMA, Wisconsin",152122.0,,-555555555.0,*****,55,01401
01500,"Outagamie County PUMA, Wisconsin",184754.0,,-555555555.0,*****,55,01500
01501,"Winnebago County PUMA, Wisconsin",169926.0,,-555555555.0,*****,55,01501
01600,"Marathon County PUMA, Wisconsin",135264.0,,-555555555.0,*****,55,01600
01601,"Central Sands--Wood, Portage, Juneau & Adams Counties PUMA; Wisconsin",190365.0,,-555555555.0,*****,55,01601
02400,"Rock County PUMA, Wisconsin",161769.0,,-555555555.0,*****,55,02400
02500,"Sheboygan County PUMA, Wisconsin",115205.0,,-555555555.0,*****,55,02500
10000,"Kenosha County PUMA, Wisconsin",168330.0,,-555555555.0,*****,55,10000
20000,"Washington & Ozaukee Counties PUMA, Wisconsin",222819.0,,-555555555.0,*****,55,20000
30000,"Racine County PUMA, Wisconsin",195398.0,,-555555555.0,*****,55,30000
50000,"Walworth County PUMA, Wisconsin",103013.0,,-555555555.0,*****,55,50000
55102,"St. Croix & Dunn Counties PUMA, Wisconsin",132415.0,,-555555555.0,*****,55,55102
00100,"Sheridan, Park, Teton, Lincoln & Big Horn Counties PUMA; Wyoming",113104.0,,-555555555.0,*****,56,00100
00200,"Campbell, Goshen, Platte, Johnson, Washakie, Weston, Crook & Niobrara Counties PUMA; Wyoming",103421.0,,-555555555.0,*****,56,00200
00300,"Laramie & Albany Counties PUMA, Wyoming",135794.0,,-555555555.0,*****,56,00300
00400,"Natrona, Carbon & Converse Counties PUMA; Wyoming",110084.0,,-555555555.0,*****,56,00400
00500,"Sweetwater, Fremont, Uinta, Sublette & Hot Springs Counties--Wind River Reservation PUMA; Wyoming",119433.0,,-555555555.0,*****,56,00500
00101,"San Sebasti�n, Aguada, Moca, A�asco & Rinc�n Municipios--Carr 2-Carr 111 PUMA; Puerto Rico",155116.0,,-555555555.0,*****,72,00101
00102,"Aguadilla, Isabela & Quebradillas Municipios--Carr 2 (Noroeste) PUMA; Puerto Rico",120622.0,,-555555555.0,*****,72,00102
00301,"Arecibo, Barceloneta & Florida Municipios--Carr 2 (Norte) PUMA; Puerto Rico",123451.0,,-555555555.0,*****,72,00301
00302,"Hatillo, Camuy, Utuado & Lares Municipios--Carr 2-Carr 129 PUMA; Puerto Rico",128465.0,,-555555555.0,*****,72,00302
00402,"Ponce & Jayuya Municipios PUMA, Puerto Rico",158832.0,,-555555555.0,*****,72,00402
00403,"Juana D�az, Coamo, Villalba & Santa Isabel Municipios--Carr 52-Carr 150 PUMA; Puerto Rico",131284.0,,-555555555.0,*****,72,00403
00501,"Vega Baja, Manat�, Morovis & Ciales Municipios--Carr 137-Carr 149 PUMA; Puerto Rico",141295.0,,-555555555.0,*****,72,00501
00502,"Toa Baja & Dorado Municipios PUMA, Puerto Rico",116934.0,,-555555555.0,*****,72,00502
00503,"Toa Alta & Vega Alta Municipios PUMA, Puerto Rico",111129.0,,-555555555.0,*****,72,00503
00601,"Corozal, Naranjito, Barranquitas, Orocovis & Comer�o Municipios--Carr 156-Carr 164 PUMA; Puerto Rico",132423.0,,-555555555.0,*****,72,00601
00602,"Cayey, Cidra, Aguas Buenas & Aibonito Municipios--Carr 14-Carr 173 PUMA; Puerto Rico",134605.0,,-555555555.0,*****,72,00602
00701,"Guayama, Salinas, Arroyo, Patillas & Maunabo Municipios--Carr 3 (Sureste) PUMA; Puerto Rico",116807.0,,-555555555.0,*****,72,00701
00803,"Guaynabo & Cata�o Municipios PUMA, Puerto Rico",113551.0,,-555555555.0,*****,72,00803
01001,"Caguas Municipio PUMA, Puerto Rico",131363.0,,-555555555.0,*****,72,01001
01002,"Gurabo, San Lorenzo, Juncos & Las Piedras Municipios--Carr 30 PUMA; Puerto Rico",161663.0,,-555555555.0,*****,72,01002
01102,"Humacao, Yabucoa & Naguabo Municipios--Carr 53 PUMA; Puerto Rico",113881.0,,-555555555.0,*****,72,01102
03529,"Chicago City (South)--South Shore, Hyde Park, Woodlawn, Grand Boulevard & Douglas PUMA; Illinois",184418.0,,3065.0,,17,03529
08510,"Santa Clara County (Central)--San Jose City (Central) PUMA, California",159142.0,,2106.0,,06,08510
11503,"Sarasota County (East) PUMA, Florida",139519.0,,1812.0,,12,11503
00602,"Lexington County (North & East)--West Columbia, Cayce Cities, Irmo Town & Seven Oaks PUMA; South Carolina",126614.0,,1626.0,,45,00602
01203,"Charleston (Northeast) & Berkeley (North & East) Counties--Mount Pleasant Town PUMA, South Carolina",165453.0,,1860.0,,45,01203
01204,"Madison County (East) PUMA, Illinois",121589.0,,53.0,,17,01204
02700,"Southwest Heartland--Highlands (Northwest), DeSoto & Hardee Counties PUMA; Florida",154944.0,,799.0,,12,02700
02801,"Carbon & Lehigh (North) Counties PUMA, Pennsylvania",129872.0,,86.0,,42,02801
11608,"King County (Northwest Central)--Greater Bellevue City PUMA, Washington",146364.0,,643.0,,53,11608
00603,"Richland (North) & Fairfield Counties--Forest Acres City & Dentsville PUMA, South Carolina",193901.0,,2289.0,,45,00603
03751,"Los Angeles County (South Central)--LA City (South Central/Watts) PUMA, California",161744.0,,2957.0,,06,03751
01104,"St. Clair County (Central & Northeast) PUMA, Illinois",148920.0,,427.0,,17,01104
06703,"Cameron County (South)--Brownsville City (Central) PUMA, Texas",142727.0,,1980.0,,48,06703
04622,"Harris County (East)--Deer Park, La Porte (North) Cities & Channelview PUMA; Texas",112488.0,,1897.0,,48,04622
01701,"Greensboro City (North) PUMA, North Carolina",137028.0,,1741.0,,37,01701
00302,"Hartford Town PUMA, Connecticut",123628.0,,62.0,,09,00302
02004,"Atlanta Regional Commission--DeKalb County (North)--Dunwoody City PUMA, Georgia",146344.0,,625.0,,13,02004
01803,"Forsyth County (Outside Winston-Salem City)--Kernersville Town & Clemmons Village PUMA, North Carolina",135237.0,,929.0,,37,01803
08501,"Santa Clara County (Northwest)--Mountain View, Palo Alto & Los Altos Cities PUMA; California",209010.0,,988.0,,06,08501
00601,"Harford County (North & West)--Bel Air Town, Fallston & Jarrettsville PUMA; Maryland",137109.0,,1159.0,,24,00601
08607,"Miami-Dade County (Northeast)--Hialeah City (North Central) PUMA, Florida",106655.0,,1678.0,,12,08607
00904,"Middlesex County (North Central)--Metuchen Borough PUMA, New Jersey",108372.0,,776.0,,34,00904
11616,"King County (Northeast)--Snoqualmie City, Cottage Lake, Union Hill & Novelty Hill PUMA; Washington",117806.0,,1435.0,,53,11616
07501,"San Francisco County (North & West)--Richmond District PUMA, California",148618.0,,2200.0,,06,07501
51175,"Newport News City PUMA, Virginia",180010.0,,239.0,,51,51175
11612,"King County (Far Southwest)--Federal Way, Des Moines Cities & Vashon Island PUMA; Washington",128787.0,,1208.0,,53,11612
06801,"Hidalgo County (Southeast)--Weslaco & Mercedes Cities PUMA, Texas",109545.0,,2227.0,,48,06801
00902,"Cuyahoga County (West)--Berea, Brook Park, Lakewood & Rocky River Cities PUMA; Ohio",140513.0,,60.0,,39,00902
01003,"Jackson County (East) PUMA, Missouri",134180.0,,1013.0,,29,01003
01801,"Boone & Hamilton (Northwest) Counties PUMA, Indiana",125694.0,,647.0,,18,01801
01904,"Collin County (South Central)--Allen, Murphy, Plano (East) & Parker Cities PUMA; Texas",139708.0,,1898.0,,48,01904
11704,"Snohomish County (South Central)--Bothell (North), Mill Creek Cities & Silver Firs PUMA; Washington",133872.0,,1687.0,,53,11704
02505,"Tarrant County (Southeast)--Mansfield (North) & Arlington (Southwest) Cities PUMA, Texas",118213.0,,1652.0,,48,02505
02908,"Oakland County (Southeast) PUMA, Michigan",194703.0,,204.0,,26,02908
03201,"Memphis City (Central Riverside) PUMA, Tennessee",136712.0,,2670.0,,47,03201
10103,"Pasco County (Gulf Coast) PUMA, Florida",137015.0,,2048.0,,12,10103
03803,"NYC-Manhattan Community District 10--Central Harlem PUMA, New York",137181.0,,3058.0,,36,03803
07110,"San Bernardino County (Southwest)--Fontana City (East) PUMA, California",108339.0,,2082.0,,06,07110
00200,"Franklin & Hampshire (North) Counties PUMA, Massachusetts",123302.0,,216.0,,25,00200
02602,"Greene County--Springfield City (North) PUMA, Missouri",122244.0,,1309.0,,29,02602
05906,"Orange County (North)--Yorba Linda, La Habra & Brea Cities PUMA; California",186428.0,,1290.0,,06,05906
00806,"San Juan Municipio (Sur) PUMA, Puerto Rico",99567.0,,2397.0,,72,00806
00122,"Phoenix City--Maryvale (East) PUMA, Arizona",113256.0,,2876.0,,04,00122
02902,"Oakland County (Northeast) PUMA, Michigan",139445.0,,125.0,,26,02902
00401,"Coastal Regional Commission (East)--Chatham County (West Central)--Savannah City PUMA, Georgia",169062.0,,2191.0,,13,00401
01003,"Allen County (Outside Fort Wayne City) PUMA, Indiana",110926.0,,899.0,,18,01003
02601,"Christian, Greene (Outside Springfield City) & Webster Counties PUMA; Missouri",161803.0,,1226.0,,29,02601
04104,"El Paso County (Central)--Colorado Springs City (East) & Cimarron Hills PUMA, Colorado",118714.0,,1783.0,,08,04104
04013,"NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA, New York",123075.0,,2387.0,,36,04013
02001,"Denton County (Far Southeast)--Carrollton (North) & Dallas (North) Cities PUMA, Texas",125035.0,,1138.0,,48,02001
01204,"Tulsa (West), Creek (Northeast) & Osage (Southeast) Counties--Tulsa City (West) PUMA; Oklahoma",176772.0,,1119.0,,40,01204
01309,"Contra Costa County (East)--Brentwood & Oakley Cities PUMA, California",119186.0,,1335.0,,06,01309
02901,"Kern County (West)--Delano, Wasco & Shafter Cities PUMA; California",201182.0,,2336.0,,06,02901
03202,"Memphis City (Central Midtown) PUMA, Tennessee",129546.0,,2630.0,,47,03202
01501,"Capital Region Planning Commission 3--Baton Rouge City PUMA, Louisiana",176266.0,,2089.0,,22,01501
00601,"Hudson County (Central)--Jersey City (North) PUMA, New Jersey",139724.0,,1864.0,,34,00601
00818,"Jefferson County (East Central)--Lakewood (North), Wheat Ridge & Golden Cities PUMA; Colorado",124246.0,,1315.0,,08,00818
03202,"DuPage County (Central)--Milton Township PUMA, Illinois",118300.0,,52.0,,17,03202
00402,"Clark County (North)--Las Vegas (Northeast) & North Las Vegas (Outer) Cities PUMA, Nevada",137379.0,,2212.0,,32,00402
02402,"Dauphin County (Outer)--Hershey PUMA, Pennsylvania",113752.0,,254.0,,42,02402
03105,"Montgomery County (Southeast)--Willow Grove, Horsham & Montgomeryville PUMA; Pennsylvania",129107.0,,169.0,,42,03105
01800,"Union County (Northeast)--Elizabeth City PUMA, New Jersey",128153.0,,109.0,,34,01800
05203,"Williamson County (South)--Austin City (Far North), Brushy Creek & Jollyville PUMA; Texas",117319.0,,1632.0,,48,05203
49001,"Utah County (West)--Saratoga Springs, Payson & Lehi (Southwest) Cities PUMA; Utah",133449.0,,1042.0,,49,49001
03500,"Davidson County PUMA, North Carolina",164621.0,,60.0,,37,03500
01501,"Payne, Seminole, Creek (Southwest), Hughes & Okfuskee Counties--Stillwater City PUMA; Oklahoma",152573.0,,472.0,,40,01501
35003,"Salt Lake County--West Valley City (Central), Salt Lake City (South Central) & Kearns PUMA; Utah",112026.0,,1774.0,,49,35003
00103,"Alameda County (Northeast)--Oakland (East) & Piedmont Cities PUMA, California",133343.0,,1672.0,,06,00103
00105,"Maricopa County--Gilbert Town (North) PUMA, Arizona",139533.0,,1597.0,,04,00105
05909,"San Antonio (Northwest) & Leon Valley Cities PUMA, Texas",118796.0,,2572.0,,48,05909
51246,"Prince William County (Southeast)--Dale City, Lake Ridge & Woodbridge PUMA; Virginia",259448.0,,2147.0,,51,51246
03103,"Montgomery County (Southwest)--King of Prussia & Ardmore (East) PUMA, Pennsylvania",134479.0,,313.0,,42,03103
04103,"Chesterfield County (West)--Brandermill & Woodlake PUMA, Virginia",109320.0,,1376.0,,51,04103
01504,"Morris County (South)--Morristown Town, Madison & Florham Park Boroughs PUMA; New Jersey",120486.0,,135.0,,34,01504
03734,"Los Angeles County--LA City (East Central/Silver Lake, Echo Park & Westlake) PUMA; California",206964.0,,2955.0,,06,03734
01402,"Essex County (South Central)--East Orange City PUMA, New Jersey",189938.0,,87.0,,34,01402
02004,"Denton County (East Central)--Frisco (West), The Colony & Little Elm Cities PUMA; Texas",161193.0,,1553.0,,48,02004
00102,"Anchorage Municipality (South) PUMA, Alaska",160450.0,,1695.0,,02,00102
01806,"St. Louis County (Central West) PUMA, Missouri",115868.0,,1154.0,,29,01806
04114,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA; New York",125898.0,,3401.0,,36,04114
03312,"Suffolk County (Southwest)--Babylon Town (Southeast) PUMA, New York",99044.0,,1241.0,,36,03312
10902,"Yakima County (Outer)--Sunnyside & Grandview Cities PUMA, Washington",124901.0,,993.0,,53,10902
01500,"Windham County PUMA, Connecticut",116599.0,,73.0,,09,01500
03805,"NYC-Manhattan Community District 8--Upper East Side PUMA, New York",215449.0,,3810.0,,36,03805
04603,"Houston City (South Central)--South of US-59, West of I-45 & Inside Loop I-610 PUMA; Texas",125315.0,,2855.0,,48,04603
00103,"Larimer County (North)--Fort Collins City PUMA, Colorado",206655.0,,1108.0,,08,00103
03201,"Nassau County (Northwest)--North Hempstead Town (North) PUMA, New York",113968.0,,1025.0,,36,03201
04002,"NYC-Brooklyn Community District 4--Bushwick PUMA, New York",129976.0,,2435.0,,36,04002
04005,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA; New York",118497.0,,2094.0,,36,04005
02309,"Dallas (Far North) & Richardson (Southwest) Cities PUMA, Texas",124871.0,,1876.0,,48,02309
03701,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA; New York",109781.0,,2202.0,,36,03701
08504,"Santa Clara County (North Central)--Milpitas & San Jose (Northeast) Cities PUMA, California",142398.0,,1668.0,,06,08504
00102,"Alachua County (Outer) PUMA, Florida",114832.0,,1245.0,,12,00102
11501,"Sarasota County (North) PUMA, Florida",132741.0,,1683.0,,12,11501
03002,"Macomb County (Central) PUMA, Michigan",171686.0,,73.0,,26,03002
00903,"Monroe County (Central)--Rochester City (West) PUMA, New York",99195.0,,1448.0,,36,00903
04110,"Columbus City (West) PUMA, Ohio",106868.0,,2180.0,,39,04110
01107,"Broward County (Central)--Lauderhill & Lauderdale Lakes Cities PUMA, Florida",107534.0,,1244.0,,12,01107
05905,"Orange County (Northeast)--Lake Forest, Irvine (North) Cities & Silverado PUMA; California",218330.0,,2936.0,,06,05905
04601,"Montgomery County (West)--Miamisburg & West Carrollton Cities PUMA, Ohio",108630.0,,826.0,,39,04601
59304,"Fairfax County (Southwest)--Centreville (Southeast) & Lorton PUMA, Virginia",107773.0,,1649.0,,51,59304
07310,"San Diego County (West)--San Diego City (Southwest/Central Coastal) PUMA, California",174392.0,,2300.0,,06,07310
08301,"Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA, California",129680.0,,1368.0,,06,08301
01700,"Jefferson, Grant & Arkansas (Northwest) Counties PUMA; Arkansas",99113.0,,194.0,,05,01700
00502,"Middlesex County (Far Northeast)--Lowell City PUMA, Massachusetts",111249.0,,85.0,,25,00502
00302,"Spartanburg County (Outside Spartanburg City)--Greer City (East) PUMA, South Carolina",180585.0,,1646.0,,45,00302
00806,"Adams County (West Central)--Thornton & Federal Heights Cities PUMA, Colorado",150155.0,,1286.0,,08,00806
00801,"Ottawa County (West) PUMA, Michigan",148527.0,,349.0,,26,00801
01109,"Broward County (Southeast)--Hollywood (North) & Dania Beach (South) Cities PUMA, Florida",107358.0,,1764.0,,12,01109
01201,"Washington County (North)--Oakdale, Forest Lake, Stillwater & Hugo Cities PUMA; Minnesota",130894.0,,194.0,,27,01201
01803,"Summit County (Central)--Akron City (East) PUMA, Ohio",105569.0,,1498.0,,39,01803
