geoid,name,universe,universe_annotation,universe_moe,universe_moe_annotation,not_hispanic_or_latino,not_hispanic_or_latino_annotation,not_hispanic_or_latino_moe,not_hispanic_or_latino_moe_annotation,hispanic_or_latino,hispanic_or_latino_annotation,hispanic_or_latino_moe,hispanic_or_latino_moe_annotation,mexican,mexican_annotation,mexican_moe,mexican_moe_annotation,puerto_rican,puerto_rican_annotation,puerto_rican_moe,puerto_rican_moe_annotation,cuban,cuban_annotation,cuban_moe,cuban_moe_annotation,dominican,dominican_annotation,dominican_moe,dominican_moe_annotation,central_american,central_american_annotation,central_american_moe,central_american_moe_annotation,costa_rican,costa_rican_annotation,costa_rican_moe,costa_rican_moe_annotation,guatemalan,guatemalan_annotation,guatemalan_moe,guatemalan_moe_annotation,honduran,honduran_annotation,honduran_moe,honduran_moe_annotation,nicaraguan,nicaraguan_annotation,nicaraguan_moe,nicaraguan_moe_annotation,GEO_ID,state,panamanian,panamanian_annotation,panamanian_moe,panamanian_moe_annotation,salvadoran,salvadoran_annotation,salvadoran_moe,salvadoran_moe_annotation,other_central_american,other_central_american_annotation,other_central_american_moe,other_central_american_moe_annotation,south_american,south_american_annotation,south_american_moe,south_american_moe_annotation,argentinean,argentinean_annotation,argentinean_moe,argentinean_moe_annotation,bolivian,bolivian_annotation,bolivian_moe,bolivian_moe_annotation,chilean,chilean_annotation,chilean_moe,chilean_moe_annotation,colombian,colombian_annotation,colombian_moe,colombian_moe_annotation,ecuadorian,ecuadorian_annotation,ecuadorian_moe,ecuadorian_moe_annotation,paraguayan,paraguayan_annotation,paraguayan_moe,paraguayan_moe_annotation,peruvian,peruvian_annotation,peruvian_moe,peruvian_moe_annotation,uruguayan,uruguayan_annotation,uruguayan_moe,uruguayan_moe_annotation,venezuelan,venezuelan_annotation,venezuelan_moe,venezuelan_moe_annotation,other_south_american,other_south_american_annotation,other_south_american_moe,other_south_american_moe_annotation,other_hispanic_or_latino,other_hispanic_or_latino_annotation,other_hispanic_or_latino_moe,other_hispanic_or_latino_moe_annotation,spaniard,spaniard_annotation,spaniard_moe,spaniard_moe_annotation,spanish,spanish_annotation,spanish_moe,spanish_moe_annotation,spanish_american,spanish_american_annotation,spanish_american_moe,spanish_american_moe_annotation,all_other_hispanic_or_latino,all_other_hispanic_or_latino_annotation,all_other_hispanic_or_latino_moe,all_other_hispanic_or_latino_moe_annotation
35,New Mexico,2092454.0,,-555555555.0,*****,1071637.0,,-555555555.0,*****,1020817.0,,-555555555.0,*****,655160.0,,6628.0,,8678.0,,893.0,,4826.0,,803.0,,1375.0,,419.0,,9117.0,,1489.0,,428.0,,197.0,,2403.0,,596.0,,931.0,,290.0,,903.0,,440.0,,0400000US35,35,799.0,,274.0,,3632.0,,1176.0,,21.0,,24.0,,7478.0,,975.0,,725.0,,289.0,,556.0,,288.0,,536.0,,211.0,,2713.0,,781.0,,860.0,,276.0,,75.0,,66.0,,1224.0,,328.0,,119.0,,98.0,,665.0,,321.0,,5.0,,6.0,,334183.0,,6858.0,,72580.0,,3182.0,,81596.0,,3824.0,,4942.0,,799.0,,175065.0,,5223.0,
36,New York,19572319.0,,-555555555.0,*****,15851336.0,,-555555555.0,*****,3720983.0,,-555555555.0,*****,475773.0,,8529.0,,1089823.0,,11022.0,,75792.0,,2896.0,,854018.0,,10632.0,,426159.0,,8291.0,,13447.0,,1629.0,,96832.0,,4412.0,,86965.0,,4522.0,,16709.0,,1926.0,,0400000US36,36,29857.0,,2283.0,,179245.0,,6086.0,,3104.0,,778.0,,600033.0,,9056.0,,30160.0,,2586.0,,7278.0,,1032.0,,15644.0,,1313.0,,162869.0,,4355.0,,269759.0,,7134.0,,6405.0,,853.0,,77648.0,,3990.0,,6033.0,,956.0,,19527.0,,1665.0,,4710.0,,873.0,,199385.0,,5696.0,,48721.0,,2599.0,,17486.0,,1735.0,,661.0,,235.0,,132517.0,,4709.0,
37,North Carolina,10264876.0,,-555555555.0,*****,9302211.0,,136.0,,962665.0,,136.0,,537963.0,,6868.0,,106247.0,,3808.0,,27581.0,,2180.0,,25823.0,,2134.0,,159621.0,,4316.0,,6055.0,,957.0,,33262.0,,2855.0,,50639.0,,3573.0,,7082.0,,1164.0,,0400000US37,37,7473.0,,993.0,,54074.0,,3133.0,,1036.0,,576.0,,65784.0,,3346.0,,4865.0,,739.0,,841.0,,290.0,,3271.0,,523.0,,25004.0,,2384.0,,10788.0,,1439.0,,465.0,,245.0,,10850.0,,1164.0,,1751.0,,535.0,,7753.0,,1110.0,,196.0,,108.0,,39646.0,,2570.0,,10333.0,,1003.0,,4821.0,,885.0,,115.0,,84.0,,24377.0,,2216.0,
38,North Dakota,756717.0,,-555555555.0,*****,728400.0,,136.0,,28317.0,,136.0,,19158.0,,997.0,,2875.0,,649.0,,296.0,,152.0,,469.0,,223.0,,900.0,,282.0,,3.0,,5.0,,198.0,,111.0,,134.0,,76.0,,120.0,,89.0,,0400000US38,38,250.0,,194.0,,186.0,,95.0,,9.0,,20.0,,1371.0,,434.0,,45.0,,45.0,,12.0,,9.0,,16.0,,17.0,,885.0,,397.0,,187.0,,139.0,,53.0,,61.0,,46.0,,38.0,,21.0,,34.0,,83.0,,72.0,,23.0,,35.0,,3248.0,,687.0,,945.0,,271.0,,525.0,,252.0,,232.0,,276.0,,1546.0,,529.0,
39,Ohio,11655397.0,,-555555555.0,*****,11211982.0,,209.0,,443415.0,,209.0,,201921.0,,3596.0,,128745.0,,2964.0,,10549.0,,1110.0,,11483.0,,1225.0,,37650.0,,2746.0,,1500.0,,446.0,,14423.0,,1817.0,,6141.0,,1005.0,,2157.0,,533.0,,0400000US39,39,2425.0,,517.0,,10964.0,,1432.0,,40.0,,30.0,,23845.0,,1668.0,,1937.0,,395.0,,790.0,,284.0,,1516.0,,359.0,,6561.0,,802.0,,2402.0,,578.0,,293.0,,177.0,,6206.0,,1121.0,,425.0,,180.0,,3452.0,,646.0,,263.0,,195.0,,29222.0,,2062.0,,9141.0,,1078.0,,4682.0,,878.0,,53.0,,38.0,,15346.0,,1375.0,
40,Oklahoma,3932870.0,,-555555555.0,*****,3514964.0,,-555555555.0,*****,417906.0,,-555555555.0,*****,340619.0,,3090.0,,13939.0,,1101.0,,3222.0,,528.0,,1123.0,,277.0,,25986.0,,2086.0,,654.0,,198.0,,12204.0,,1528.0,,5362.0,,862.0,,285.0,,113.0,,0400000US40,40,1035.0,,269.0,,6268.0,,1043.0,,178.0,,174.0,,10243.0,,996.0,,853.0,,259.0,,496.0,,258.0,,376.0,,156.0,,2505.0,,466.0,,666.0,,195.0,,79.0,,59.0,,2588.0,,535.0,,103.0,,69.0,,2450.0,,474.0,,127.0,,136.0,,22774.0,,1356.0,,7189.0,,713.0,,4077.0,,644.0,,131.0,,111.0,,11377.0,,970.0,
41,Oregon,4129803.0,,-555555555.0,*****,3592586.0,,-555555555.0,*****,537217.0,,-555555555.0,*****,436485.0,,3849.0,,13973.0,,1328.0,,6953.0,,814.0,,821.0,,235.0,,28821.0,,2420.0,,1036.0,,267.0,,12231.0,,2074.0,,2032.0,,725.0,,1804.0,,501.0,,0400000US41,41,978.0,,272.0,,10362.0,,1385.0,,378.0,,331.0,,15326.0,,1473.0,,1299.0,,253.0,,480.0,,184.0,,1775.0,,486.0,,3997.0,,629.0,,1564.0,,373.0,,127.0,,142.0,,4040.0,,751.0,,237.0,,125.0,,1621.0,,495.0,,186.0,,114.0,,34838.0,,2502.0,,11464.0,,1167.0,,7741.0,,1073.0,,17.0,,21.0,,15616.0,,1927.0,
42,Pennsylvania,12791530.0,,-555555555.0,*****,11856314.0,,96.0,,935216.0,,96.0,,155969.0,,4779.0,,463341.0,,6790.0,,23274.0,,1708.0,,118140.0,,4591.0,,60089.0,,2861.0,,4056.0,,722.0,,18855.0,,2176.0,,12660.0,,1279.0,,4173.0,,1073.0,,0400000US42,42,4810.0,,793.0,,14604.0,,1866.0,,931.0,,462.0,,68119.0,,3531.0,,6380.0,,800.0,,1023.0,,335.0,,4145.0,,743.0,,22443.0,,1866.0,,14985.0,,1887.0,,413.0,,152.0,,11259.0,,1311.0,,1320.0,,436.0,,4972.0,,638.0,,1179.0,,395.0,,46284.0,,2597.0,,11653.0,,971.0,,5690.0,,776.0,,231.0,,113.0,,28710.0,,2054.0,
44,Rhode Island,1057231.0,,-555555555.0,*****,894005.0,,-555555555.0,*****,163226.0,,-555555555.0,*****,11534.0,,1333.0,,44552.0,,2305.0,,2168.0,,515.0,,52437.0,,2671.0,,29688.0,,2807.0,,179.0,,165.0,,21904.0,,2145.0,,1732.0,,838.0,,582.0,,255.0,,0400000US44,44,879.0,,414.0,,4288.0,,1235.0,,124.0,,125.0,,16686.0,,1616.0,,757.0,,249.0,,3158.0,,936.0,,461.0,,296.0,,9088.0,,1062.0,,1304.0,,372.0,,0.0,,30.0,,1215.0,,345.0,,129.0,,91.0,,573.0,,276.0,,1.0,,4.0,,6161.0,,885.0,,1513.0,,380.0,,913.0,,327.0,,28.0,,49.0,,3707.0,,664.0,
45,South Carolina,5020806.0,,-555555555.0,*****,4735348.0,,42.0,,285458.0,,42.0,,151497.0,,3932.0,,38644.0,,2866.0,,9257.0,,1060.0,,4188.0,,614.0,,40502.0,,2942.0,,2529.0,,658.0,,13452.0,,1687.0,,14137.0,,1836.0,,1370.0,,383.0,,0400000US45,45,2640.0,,638.0,,6345.0,,1060.0,,29.0,,33.0,,25767.0,,1802.0,,1525.0,,373.0,,523.0,,214.0,,861.0,,348.0,,13533.0,,1458.0,,2642.0,,608.0,,150.0,,113.0,,2752.0,,513.0,,986.0,,471.0,,2548.0,,600.0,,247.0,,293.0,,15603.0,,1518.0,,4454.0,,761.0,,2285.0,,543.0,,0.0,,30.0,,8864.0,,1193.0,
46,South Dakota,870638.0,,-555555555.0,*****,837614.0,,205.0,,33024.0,,205.0,,21212.0,,1161.0,,2337.0,,548.0,,464.0,,281.0,,446.0,,276.0,,4920.0,,903.0,,162.0,,152.0,,2423.0,,606.0,,281.0,,141.0,,148.0,,110.0,,0400000US46,46,314.0,,193.0,,1582.0,,610.0,,10.0,,18.0,,1004.0,,322.0,,98.0,,135.0,,81.0,,99.0,,127.0,,106.0,,168.0,,99.0,,114.0,,83.0,,26.0,,43.0,,296.0,,194.0,,0.0,,23.0,,72.0,,57.0,,22.0,,32.0,,2641.0,,430.0,,719.0,,179.0,,635.0,,238.0,,0.0,,23.0,,1287.0,,328.0,
47,Tennessee,6709356.0,,-555555555.0,*****,6345182.0,,221.0,,364174.0,,221.0,,222154.0,,3511.0,,32134.0,,2128.0,,12044.0,,1327.0,,3854.0,,632.0,,59220.0,,3354.0,,1397.0,,465.0,,22193.0,,2058.0,,16903.0,,1967.0,,1156.0,,300.0,,0400000US47,47,2006.0,,426.0,,15266.0,,1812.0,,299.0,,203.0,,17309.0,,1560.0,,1681.0,,631.0,,575.0,,211.0,,1027.0,,300.0,,5469.0,,850.0,,1484.0,,381.0,,92.0,,76.0,,2984.0,,490.0,,213.0,,121.0,,3630.0,,967.0,,154.0,,115.0,,17459.0,,1361.0,,4352.0,,581.0,,2431.0,,548.0,,200.0,,165.0,,10476.0,,1178.0,
48,Texas,28260856.0,,-555555555.0,*****,17143975.0,,247.0,,11116881.0,,247.0,,9502159.0,,18277.0,,205087.0,,6425.0,,89587.0,,4590.0,,23114.0,,2060.0,,647276.0,,12320.0,,9128.0,,1281.0,,104447.0,,5940.0,,156000.0,,6877.0,,25324.0,,2354.0,,0400000US48,48,19780.0,,2028.0,,328905.0,,8794.0,,3692.0,,1013.0,,208638.0,,6625.0,,17105.0,,1920.0,,6579.0,,1313.0,,7660.0,,1032.0,,77221.0,,3927.0,,14828.0,,1526.0,,993.0,,413.0,,30641.0,,2451.0,,3377.0,,917.0,,49417.0,,3786.0,,817.0,,318.0,,441020.0,,11840.0,,91515.0,,4406.0,,47923.0,,2990.0,,1280.0,,457.0,,300302.0,,10371.0,
49,Utah,3096848.0,,-555555555.0,*****,2662016.0,,-555555555.0,*****,434832.0,,-555555555.0,*****,315278.0,,4260.0,,11738.0,,1609.0,,2862.0,,535.0,,2186.0,,602.0,,28909.0,,2494.0,,810.0,,272.0,,9173.0,,1490.0,,4197.0,,1082.0,,946.0,,387.0,,0400000US49,49,604.0,,216.0,,12901.0,,1560.0,,278.0,,241.0,,38824.0,,2441.0,,5325.0,,906.0,,1679.0,,413.0,,4853.0,,805.0,,6011.0,,1178.0,,3982.0,,987.0,,298.0,,254.0,,9221.0,,1002.0,,1173.0,,458.0,,6159.0,,1058.0,,123.0,,88.0,,35035.0,,2367.0,,11820.0,,1238.0,,7410.0,,1232.0,,319.0,,139.0,,15486.0,,1663.0,
50,Vermont,624313.0,,-555555555.0,*****,612275.0,,-555555555.0,*****,12038.0,,-555555555.0,*****,3969.0,,394.0,,2283.0,,331.0,,793.0,,227.0,,541.0,,254.0,,798.0,,183.0,,83.0,,77.0,,166.0,,67.0,,61.0,,37.0,,193.0,,105.0,,0400000US50,50,59.0,,38.0,,236.0,,121.0,,0.0,,22.0,,1776.0,,331.0,,228.0,,91.0,,119.0,,106.0,,71.0,,55.0,,551.0,,194.0,,89.0,,56.0,,76.0,,76.0,,385.0,,146.0,,16.0,,18.0,,239.0,,146.0,,2.0,,3.0,,1878.0,,287.0,,886.0,,230.0,,184.0,,62.0,,0.0,,22.0,,808.0,,191.0,
51,Virginia,8454463.0,,-555555555.0,*****,7662462.0,,524.0,,792001.0,,524.0,,180583.0,,4692.0,,103443.0,,3943.0,,20812.0,,1544.0,,17205.0,,1654.0,,290160.0,,6241.0,,3772.0,,691.0,,47109.0,,2910.0,,49622.0,,4022.0,,8479.0,,1049.0,,0400000US51,51,8925.0,,1048.0,,170670.0,,6646.0,,1583.0,,748.0,,130254.0,,3689.0,,7648.0,,1189.0,,36476.0,,2506.0,,4747.0,,722.0,,21536.0,,1813.0,,7916.0,,817.0,,1217.0,,355.0,,39208.0,,2404.0,,2148.0,,500.0,,8295.0,,1340.0,,1063.0,,444.0,,49544.0,,2762.0,,14493.0,,1049.0,,6603.0,,831.0,,536.0,,249.0,,27912.0,,2184.0,
53,Washington,7404107.0,,-555555555.0,*****,6466528.0,,-555555555.0,*****,937579.0,,-555555555.0,*****,746242.0,,4346.0,,36126.0,,2232.0,,10335.0,,1078.0,,3330.0,,702.0,,57382.0,,3260.0,,2623.0,,548.0,,18131.0,,2036.0,,7193.0,,1320.0,,4175.0,,826.0,,0400000US53,53,4260.0,,764.0,,20507.0,,2191.0,,493.0,,300.0,,30686.0,,2106.0,,3582.0,,678.0,,901.0,,251.0,,3548.0,,579.0,,8005.0,,860.0,,3360.0,,666.0,,144.0,,104.0,,7822.0,,937.0,,236.0,,116.0,,2827.0,,577.0,,261.0,,180.0,,53478.0,,2775.0,,20479.0,,1751.0,,10935.0,,1184.0,,141.0,,109.0,,21923.0,,1576.0,
54,West Virginia,1817305.0,,-555555555.0,*****,1788937.0,,641.0,,28368.0,,641.0,,11009.0,,1007.0,,6991.0,,838.0,,1118.0,,340.0,,512.0,,221.0,,2698.0,,445.0,,114.0,,98.0,,554.0,,181.0,,420.0,,185.0,,180.0,,155.0,,0400000US54,54,213.0,,147.0,,1217.0,,333.0,,0.0,,28.0,,1887.0,,346.0,,138.0,,101.0,,114.0,,135.0,,156.0,,86.0,,372.0,,141.0,,104.0,,84.0,,31.0,,53.0,,798.0,,264.0,,37.0,,54.0,,108.0,,92.0,,29.0,,37.0,,4153.0,,623.0,,1889.0,,520.0,,810.0,,300.0,,22.0,,24.0,,1432.0,,332.0,
55,Wisconsin,5790716.0,,-555555555.0,*****,5396324.0,,-555555555.0,*****,394392.0,,-555555555.0,*****,283726.0,,3135.0,,58692.0,,2660.0,,5251.0,,675.0,,2969.0,,462.0,,14235.0,,1286.0,,938.0,,311.0,,3736.0,,555.0,,3886.0,,607.0,,2441.0,,678.0,,0400000US55,55,783.0,,265.0,,2422.0,,482.0,,29.0,,31.0,,13963.0,,1237.0,,1635.0,,565.0,,647.0,,391.0,,1185.0,,357.0,,4397.0,,608.0,,1789.0,,432.0,,130.0,,59.0,,2148.0,,447.0,,520.0,,234.0,,1405.0,,380.0,,107.0,,78.0,,15556.0,,1172.0,,4438.0,,654.0,,2244.0,,435.0,,60.0,,55.0,,8814.0,,979.0,
56,Wyoming,581024.0,,-555555555.0,*****,523683.0,,143.0,,57341.0,,143.0,,45005.0,,1352.0,,1042.0,,259.0,,75.0,,50.0,,93.0,,86.0,,1717.0,,660.0,,30.0,,33.0,,1025.0,,541.0,,16.0,,15.0,,40.0,,37.0,,0400000US56,56,105.0,,84.0,,493.0,,317.0,,8.0,,11.0,,802.0,,302.0,,78.0,,69.0,,4.0,,5.0,,69.0,,71.0,,118.0,,79.0,,13.0,,16.0,,0.0,,28.0,,341.0,,247.0,,0.0,,28.0,,102.0,,81.0,,77.0,,125.0,,8607.0,,1146.0,,2295.0,,465.0,,2426.0,,677.0,,83.0,,53.0,,3803.0,,878.0,
72,Puerto Rico,3318447.0,,-555555555.0,*****,42528.0,,2210.0,,3275919.0,,2210.0,,9618.0,,876.0,,3175779.0,,3518.0,,12409.0,,1021.0,,56883.0,,2153.0,,3307.0,,517.0,,670.0,,286.0,,491.0,,148.0,,761.0,,278.0,,302.0,,143.0,,0400000US72,72,616.0,,184.0,,467.0,,156.0,,0.0,,33.0,,11639.0,,1067.0,,977.0,,246.0,,134.0,,107.0,,448.0,,156.0,,4679.0,,765.0,,857.0,,277.0,,78.0,,77.0,,1510.0,,458.0,,302.0,,143.0,,2633.0,,457.0,,21.0,,24.0,,6284.0,,665.0,,2951.0,,469.0,,97.0,,57.0,,0.0,,33.0,,3236.0,,527.0,
