geoid,name,universe,universe_annotation,universe_moe,universe_moe_annotation,state,state legislative district (upper chamber)
32014,"State Senate District 14 (2018), Nevada",138504.0,,1780.0,,32,014
32015,"State Senate District 15 (2018), Nevada",134271.0,,2224.0,,32,015
32016,"State Senate District 16 (2018), Nevada",133533.0,,1368.0,,32,016
32017,"State Senate District 17 (2018), Nevada",128934.0,,-555555555.0,*****,32,017
32018,"State Senate District 18 (2018), Nevada",148705.0,,2067.0,,32,018
32019,"State Senate District 19 (2018), Nevada",143214.0,,1769.0,,32,019
32020,"State Senate District 20 (2018), Nevada",155123.0,,3116.0,,32,020
32021,"State Senate District 21 (2018), Nevada",135468.0,,2803.0,,32,021
33001,"State Senate District 1 (2018), New Hampshire",52301.0,,353.0,,33,001
33002,"State Senate District 2 (2018), New Hampshire",54043.0,,470.0,,33,002
33003,"State Senate District 3 (2018), New Hampshire",54434.0,,182.0,,33,003
33004,"State Senate District 4 (2018), New Hampshire",54733.0,,63.0,,33,004
33005,"State Senate District 5 (2018), New Hampshire",57563.0,,302.0,,33,005
33006,"State Senate District 6 (2018), New Hampshire",53904.0,,46.0,,33,006
33010,"State Senate District 10 (2018), New Hampshire",55773.0,,373.0,,33,010
33007,"State Senate District 7 (2018), New Hampshire",56446.0,,258.0,,33,007
33008,"State Senate District 8 (2018), New Hampshire",55971.0,,473.0,,33,008
33009,"State Senate District 9 (2018), New Hampshire",56339.0,,446.0,,33,009
33011,"State Senate District 11 (2018), New Hampshire",56425.0,,34.0,,33,011
33012,"State Senate District 12 (2018), New Hampshire",57726.0,,824.0,,33,012
33013,"State Senate District 13 (2018), New Hampshire",59037.0,,810.0,,33,013
33014,"State Senate District 14 (2018), New Hampshire",56099.0,,45.0,,33,014
33015,"State Senate District 15 (2018), New Hampshire",56572.0,,40.0,,33,015
33016,"State Senate District 16 (2018), New Hampshire",57097.0,,862.0,,33,016
33017,"State Senate District 17 (2018), New Hampshire",56770.0,,39.0,,33,017
33018,"State Senate District 18 (2018), New Hampshire",55304.0,,1063.0,,33,018
33019,"State Senate District 19 (2018), New Hampshire",56648.0,,35.0,,33,019
33020,"State Senate District 20 (2018), New Hampshire",54629.0,,1095.0,,33,020
33021,"State Senate District 21 (2018), New Hampshire",56015.0,,256.0,,33,021
33022,"State Senate District 22 (2018), New Hampshire",57303.0,,51.0,,33,022
33023,"State Senate District 23 (2018), New Hampshire",55804.0,,186.0,,33,023
33024,"State Senate District 24 (2018), New Hampshire",56686.0,,191.0,,33,024
34001,"State Senate District 1 (2018), New Jersey",216679.0,,214.0,,34,001
34002,"State Senate District 2 (2018), New Jersey",211683.0,,216.0,,34,002
34003,"State Senate District 3 (2018), New Jersey",221485.0,,152.0,,34,003
34004,"State Senate District 4 (2018), New Jersey",221665.0,,149.0,,34,004
34005,"State Senate District 5 (2018), New Jersey",220847.0,,186.0,,34,005
34006,"State Senate District 6 (2018), New Jersey",222971.0,,217.0,,34,006
34007,"State Senate District 7 (2018), New Jersey",221651.0,,251.0,,34,007
34008,"State Senate District 8 (2018), New Jersey",216759.0,,278.0,,34,008
34009,"State Senate District 9 (2018), New Jersey",229049.0,,409.0,,34,009
34010,"State Senate District 10 (2018), New Jersey",225221.0,,255.0,,34,010
34011,"State Senate District 11 (2018), New Jersey",219416.0,,292.0,,34,011
34012,"State Senate District 12 (2018), New Jersey",224976.0,,276.0,,34,012
34013,"State Senate District 13 (2018), New Jersey",220864.0,,252.0,,34,013
34014,"State Senate District 14 (2018), New Jersey",219760.0,,215.0,,34,014
34015,"State Senate District 15 (2018), New Jersey",213765.0,,116.0,,34,015
34016,"State Senate District 16 (2018), New Jersey",224037.0,,229.0,,34,016
34017,"State Senate District 17 (2018), New Jersey",227408.0,,81.0,,34,017
34018,"State Senate District 18 (2018), New Jersey",218920.0,,176.0,,34,018
34019,"State Senate District 19 (2018), New Jersey",228680.0,,149.0,,34,019
34020,"State Senate District 20 (2018), New Jersey",229788.0,,134.0,,34,020
34021,"State Senate District 21 (2018), New Jersey",219725.0,,147.0,,34,021
34022,"State Senate District 22 (2018), New Jersey",220625.0,,207.0,,34,022
34023,"State Senate District 23 (2018), New Jersey",214076.0,,262.0,,34,023
34024,"State Senate District 24 (2018), New Jersey",208336.0,,197.0,,34,024
34025,"State Senate District 25 (2018), New Jersey",214650.0,,74.0,,34,025
34026,"State Senate District 26 (2018), New Jersey",218750.0,,171.0,,34,026
34027,"State Senate District 27 (2018), New Jersey",221588.0,,179.0,,34,027
34028,"State Senate District 28 (2018), New Jersey",228015.0,,2341.0,,34,028
34029,"State Senate District 29 (2018), New Jersey",227428.0,,2339.0,,34,029
34030,"State Senate District 30 (2018), New Jersey",231561.0,,222.0,,34,030
34031,"State Senate District 31 (2018), New Jersey",232106.0,,1872.0,,34,031
34032,"State Senate District 32 (2018), New Jersey",232138.0,,86.0,,34,032
34033,"State Senate District 33 (2018), New Jersey",230840.0,,1876.0,,34,033
34037,"State Senate District 37 (2018), New Jersey",223971.0,,178.0,,34,037
34034,"State Senate District 34 (2018), New Jersey",218331.0,,70.0,,34,034
34035,"State Senate District 35 (2018), New Jersey",220135.0,,76.0,,34,035
34036,"State Senate District 36 (2018), New Jersey",227497.0,,213.0,,34,036
34038,"State Senate District 38 (2018), New Jersey",219710.0,,113.0,,34,038
34039,"State Senate District 39 (2018), New Jersey",220408.0,,117.0,,34,039
34040,"State Senate District 40 (2018), New Jersey",216331.0,,88.0,,34,040
35029,"State Senate District 29 (2018), New Mexico",50288.0,,1080.0,,35,029
35030,"State Senate District 30 (2018), New Mexico",49298.0,,1621.0,,35,030
35031,"State Senate District 31 (2018), New Mexico",52455.0,,1684.0,,35,031
35032,"State Senate District 32 (2018), New Mexico",49265.0,,1607.0,,35,032
35033,"State Senate District 33 (2018), New Mexico",49253.0,,1671.0,,35,033
35034,"State Senate District 34 (2018), New Mexico",53669.0,,1817.0,,35,034
35035,"State Senate District 35 (2018), New Mexico",47427.0,,974.0,,35,035
35036,"State Senate District 36 (2018), New Mexico",50456.0,,2216.0,,35,036
35037,"State Senate District 37 (2018), New Mexico",54566.0,,2317.0,,35,037
35038,"State Senate District 38 (2018), New Mexico",45982.0,,1874.0,,35,038
35039,"State Senate District 39 (2018), New Mexico",46408.0,,1728.0,,35,039
35040,"State Senate District 40 (2018), New Mexico",54568.0,,1755.0,,35,040
35041,"State Senate District 41 (2018), New Mexico",53140.0,,1561.0,,35,041
35042,"State Senate District 42 (2018), New Mexico",53946.0,,2025.0,,35,042
35001,"State Senate District 1 (2018), New Mexico",47522.0,,1089.0,,35,001
35002,"State Senate District 2 (2018), New Mexico",46955.0,,1189.0,,35,002
35003,"State Senate District 3 (2018), New Mexico",45231.0,,1547.0,,35,003
35004,"State Senate District 4 (2018), New Mexico",50530.0,,1454.0,,35,004
35005,"State Senate District 5 (2018), New Mexico",49253.0,,922.0,,35,005
35006,"State Senate District 6 (2018), New Mexico",48739.0,,1000.0,,35,006
35007,"State Senate District 7 (2018), New Mexico",49724.0,,732.0,,35,007
35008,"State Senate District 8 (2018), New Mexico",44969.0,,1012.0,,35,008
35009,"State Senate District 9 (2018), New Mexico",50362.0,,1628.0,,35,009
35010,"State Senate District 10 (2018), New Mexico",53237.0,,1963.0,,35,010
35011,"State Senate District 11 (2018), New Mexico",50134.0,,2081.0,,35,011
35012,"State Senate District 12 (2018), New Mexico",47659.0,,1980.0,,35,012
35013,"State Senate District 13 (2018), New Mexico",51310.0,,1871.0,,35,013
35014,"State Senate District 14 (2018), New Mexico",50575.0,,1485.0,,35,014
35015,"State Senate District 15 (2018), New Mexico",47849.0,,1465.0,,35,015
35016,"State Senate District 16 (2018), New Mexico",45696.0,,1279.0,,35,016
35017,"State Senate District 17 (2018), New Mexico",46804.0,,2006.0,,35,017
35018,"State Senate District 18 (2018), New Mexico",50538.0,,1443.0,,35,018
35019,"State Senate District 19 (2018), New Mexico",52558.0,,1749.0,,35,019
35020,"State Senate District 20 (2018), New Mexico",50676.0,,1097.0,,35,020
35021,"State Senate District 21 (2018), New Mexico",47729.0,,1348.0,,35,021
35022,"State Senate District 22 (2018), New Mexico",49140.0,,1468.0,,35,022
35023,"State Senate District 23 (2018), New Mexico",55774.0,,1658.0,,35,023
35024,"State Senate District 24 (2018), New Mexico",53542.0,,1065.0,,35,024
35025,"State Senate District 25 (2018), New Mexico",51277.0,,1045.0,,35,025
35026,"State Senate District 26 (2018), New Mexico",49225.0,,1963.0,,35,026
35027,"State Senate District 27 (2018), New Mexico",48319.0,,1206.0,,35,027
35028,"State Senate District 28 (2018), New Mexico",46386.0,,610.0,,35,028
36001,"State Senate District 1 (2018), New York",317224.0,,2645.0,,36,001
36002,"State Senate District 2 (2018), New York",310701.0,,2788.0,,36,002
36006,"State Senate District 6 (2018), New York",321244.0,,2635.0,,36,006
36003,"State Senate District 3 (2018), New York",312060.0,,3229.0,,36,003
36004,"State Senate District 4 (2018), New York",313558.0,,2844.0,,36,004
36005,"State Senate District 5 (2018), New York",315490.0,,2082.0,,36,005
36007,"State Senate District 7 (2018), New York",322238.0,,1817.0,,36,007
36008,"State Senate District 8 (2018), New York",311657.0,,2835.0,,36,008
36009,"State Senate District 9 (2018), New York",320293.0,,2258.0,,36,009
36010,"State Senate District 10 (2018), New York",347302.0,,4875.0,,36,010
36011,"State Senate District 11 (2018), New York",331474.0,,4132.0,,36,011
36012,"State Senate District 12 (2018), New York",323811.0,,4468.0,,36,012
36013,"State Senate District 13 (2018), New York",301575.0,,4774.0,,36,013
36014,"State Senate District 14 (2018), New York",334253.0,,3995.0,,36,014
36015,"State Senate District 15 (2018), New York",342023.0,,3562.0,,36,015
36016,"State Senate District 16 (2018), New York",318075.0,,5108.0,,36,016
36017,"State Senate District 17 (2018), New York",315039.0,,3965.0,,36,017
36018,"State Senate District 18 (2018), New York",325218.0,,4177.0,,36,018
36019,"State Senate District 19 (2018), New York",333415.0,,4426.0,,36,019
36020,"State Senate District 20 (2018), New York",309562.0,,4304.0,,36,020
36021,"State Senate District 21 (2018), New York",330593.0,,4001.0,,36,021
36022,"State Senate District 22 (2018), New York",325605.0,,3499.0,,36,022
36023,"State Senate District 23 (2018), New York",313323.0,,3961.0,,36,023
36024,"State Senate District 24 (2018), New York",329514.0,,2478.0,,36,024
36025,"State Senate District 25 (2018), New York",355418.0,,4362.0,,36,025
36026,"State Senate District 26 (2018), New York",334934.0,,3924.0,,36,026
36027,"State Senate District 27 (2018), New York",320827.0,,4454.0,,36,027
36028,"State Senate District 28 (2018), New York",309912.0,,5067.0,,36,028
36029,"State Senate District 29 (2018), New York",323211.0,,4513.0,,36,029
36030,"State Senate District 30 (2018), New York",346493.0,,4412.0,,36,030
36031,"State Senate District 31 (2018), New York",335200.0,,4636.0,,36,031
36032,"State Senate District 32 (2018), New York",330254.0,,3904.0,,36,032
36033,"State Senate District 33 (2018), New York",326956.0,,3844.0,,36,033
36034,"State Senate District 34 (2018), New York",324338.0,,4308.0,,36,034
36035,"State Senate District 35 (2018), New York",309078.0,,1964.0,,36,035
36036,"State Senate District 36 (2018), New York",335967.0,,3953.0,,36,036
36037,"State Senate District 37 (2018), New York",320265.0,,1950.0,,36,037
36038,"State Senate District 38 (2018), New York",308869.0,,56.0,,36,038
36039,"State Senate District 39 (2018), New York",299753.0,,80.0,,36,039
36040,"State Senate District 40 (2018), New York",308256.0,,91.0,,36,040
36041,"State Senate District 41 (2018), New York",305860.0,,53.0,,36,041
36042,"State Senate District 42 (2018), New York",293926.0,,359.0,,36,042
36043,"State Senate District 43 (2018), New York",296988.0,,816.0,,36,043
36044,"State Senate District 44 (2018), New York",293263.0,,642.0,,36,044
36045,"State Senate District 45 (2018), New York",298350.0,,421.0,,36,045
36046,"State Senate District 46 (2018), New York",291782.0,,443.0,,36,046
36047,"State Senate District 47 (2018), New York",290938.0,,565.0,,36,047
36048,"State Senate District 48 (2018), New York",290061.0,,458.0,,36,048
36049,"State Senate District 49 (2018), New York",291877.0,,655.0,,36,049
36050,"State Senate District 50 (2018), New York",292716.0,,1419.0,,36,050
36051,"State Senate District 51 (2018), New York",284601.0,,655.0,,36,051
36052,"State Senate District 52 (2018), New York",281948.0,,393.0,,36,052
36053,"State Senate District 53 (2018), New York",285981.0,,1202.0,,36,053
36054,"State Senate District 54 (2018), New York",293440.0,,852.0,,36,054
36058,"State Senate District 58 (2018), New York",289885.0,,34.0,,36,058
36055,"State Senate District 55 (2018), New York",292354.0,,1393.0,,36,055
36056,"State Senate District 56 (2018), New York",287834.0,,1537.0,,36,056
36057,"State Senate District 57 (2018), New York",281440.0,,266.0,,36,057
36059,"State Senate District 59 (2018), New York",301552.0,,281.0,,36,059
36060,"State Senate District 60 (2018), New York",293136.0,,1594.0,,36,060
36061,"State Senate District 61 (2018), New York",293562.0,,1199.0,,36,061
36062,"State Senate District 62 (2018), New York",287114.0,,76.0,,36,062
36063,"State Senate District 63 (2018), New York",284867.0,,1585.0,,36,063
37010,"State Senate District 10 (2018), North Carolina",190260.0,,1726.0,,37,010
37011,"State Senate District 11 (2018), North Carolina",205657.0,,1778.0,,37,011
37012,"State Senate District 12 (2018), North Carolina",202363.0,,1086.0,,37,012
37013,"State Senate District 13 (2018), North Carolina",189751.0,,27.0,,37,013
37014,"State Senate District 14 (2018), North Carolina",218037.0,,2526.0,,37,014
37015,"State Senate District 15 (2018), North Carolina",225241.0,,3090.0,,37,015
37016,"State Senate District 16 (2018), North Carolina",235267.0,,2077.0,,37,016
37017,"State Senate District 17 (2018), North Carolina",215438.0,,1865.0,,37,017
37018,"State Senate District 18 (2018), North Carolina",217510.0,,2073.0,,37,018
37019,"State Senate District 19 (2018), North Carolina",187183.0,,1559.0,,37,019
37020,"State Senate District 20 (2018), North Carolina",214127.0,,1766.0,,37,020
37021,"State Senate District 21 (2018), North Carolina",198146.0,,1560.0,,37,021
37022,"State Senate District 22 (2018), North Carolina",190460.0,,1753.0,,37,022
37023,"State Senate District 23 (2018), North Carolina",212738.0,,38.0,,37,023
37024,"State Senate District 24 (2018), North Carolina",211389.0,,1414.0,,37,024
37025,"State Senate District 25 (2018), North Carolina",201386.0,,-555555555.0,*****,37,025
37026,"State Senate District 26 (2018), North Carolina",201542.0,,1162.0,,37,026
37027,"State Senate District 27 (2018), North Carolina",207243.0,,2078.0,,37,027
37028,"State Senate District 28 (2018), North Carolina",207012.0,,1841.0,,37,028
37029,"State Senate District 29 (2018), North Carolina",191959.0,,60.0,,37,029
37030,"State Senate District 30 (2018), North Carolina",193606.0,,762.0,,37,030
37031,"State Senate District 31 (2018), North Carolina",207571.0,,1670.0,,37,031
37032,"State Senate District 32 (2018), North Carolina",205993.0,,1670.0,,37,032
37033,"State Senate District 33 (2018), North Carolina",200714.0,,41.0,,37,033
37034,"State Senate District 34 (2018), North Carolina",210195.0,,41.0,,37,034
37035,"State Senate District 35 (2018), North Carolina",214433.0,,529.0,,37,035
37036,"State Senate District 36 (2018), North Carolina",213725.0,,529.0,,37,036
37037,"State Senate District 37 (2018), North Carolina",215021.0,,2701.0,,37,037
37038,"State Senate District 38 (2018), North Carolina",204086.0,,2809.0,,37,038
37042,"State Senate District 42 (2018), North Carolina",193323.0,,307.0,,37,042
37039,"State Senate District 39 (2018), North Carolina",205842.0,,2221.0,,37,039
37040,"State Senate District 40 (2018), North Carolina",209277.0,,2922.0,,37,040
37041,"State Senate District 41 (2018), North Carolina",220072.0,,2258.0,,37,041
37043,"State Senate District 43 (2018), North Carolina",206697.0,,528.0,,37,043
37044,"State Senate District 44 (2018), North Carolina",189036.0,,647.0,,37,044
37045,"State Senate District 45 (2018), North Carolina",198750.0,,762.0,,37,045
37046,"State Senate District 46 (2018), North Carolina",189068.0,,156.0,,37,046
37047,"State Senate District 47 (2018), North Carolina",186062.0,,171.0,,37,047
37048,"State Senate District 48 (2018), North Carolina",195229.0,,1668.0,,37,048
37049,"State Senate District 49 (2018), North Carolina",206433.0,,1670.0,,37,049
37050,"State Senate District 50 (2018), North Carolina",198391.0,,-555555555.0,*****,37,050
37001,"State Senate District 1 (2018), North Carolina",196511.0,,-555555555.0,*****,37,001
37002,"State Senate District 2 (2018), North Carolina",184744.0,,-555555555.0,*****,37,002
37003,"State Senate District 3 (2018), North Carolina",174606.0,,55.0,,37,003
37004,"State Senate District 4 (2018), North Carolina",186441.0,,55.0,,37,004
37005,"State Senate District 5 (2018), North Carolina",198380.0,,-555555555.0,*****,37,005
37006,"State Senate District 6 (2018), North Carolina",203607.0,,-555555555.0,*****,37,006
37007,"State Senate District 7 (2018), North Carolina",181213.0,,25.0,,37,007
37008,"State Senate District 8 (2018), North Carolina",225102.0,,678.0,,37,008
37009,"State Senate District 9 (2018), North Carolina",218787.0,,678.0,,37,009
38020,"State Senate District 20 (2018), North Dakota",14142.0,,375.0,,38,020
38021,"State Senate District 21 (2018), North Dakota",14958.0,,886.0,,38,021
38022,"State Senate District 22 (2018), North Dakota",19255.0,,1342.0,,38,022
38023,"State Senate District 23 (2018), North Dakota",14217.0,,82.0,,38,023
38024,"State Senate District 24 (2018), North Dakota",14065.0,,199.0,,38,024
38025,"State Senate District 25 (2018), North Dakota",14587.0,,265.0,,38,025
38026,"State Senate District 26 (2018), North Dakota",13941.0,,304.0,,38,026
38027,"State Senate District 27 (2018), North Dakota",20505.0,,1637.0,,38,027
38028,"State Senate District 28 (2018), North Dakota",13312.0,,325.0,,38,028
38029,"State Senate District 29 (2018), North Dakota",13319.0,,444.0,,38,029
38030,"State Senate District 30 (2018), North Dakota",16097.0,,677.0,,38,030
38031,"State Senate District 31 (2018), North Dakota",15502.0,,729.0,,38,031
38032,"State Senate District 32 (2018), North Dakota",14948.0,,657.0,,38,032
38033,"State Senate District 33 (2018), North Dakota",14478.0,,409.0,,38,033
38034,"State Senate District 34 (2018), North Dakota",17004.0,,596.0,,38,034
38035,"State Senate District 35 (2018), North Dakota",15308.0,,589.0,,38,035
38036,"State Senate District 36 (2018), North Dakota",18086.0,,563.0,,38,036
38037,"State Senate District 37 (2018), North Dakota",17252.0,,488.0,,38,037
38038,"State Senate District 38 (2018), North Dakota",17619.0,,790.0,,38,038
38039,"State Senate District 39 (2018), North Dakota",21716.0,,294.0,,38,039
38040,"State Senate District 40 (2018), North Dakota",15978.0,,948.0,,38,040
38041,"State Senate District 41 (2018), North Dakota",15024.0,,813.0,,38,041
38042,"State Senate District 42 (2018), North Dakota",13725.0,,640.0,,38,042
38043,"State Senate District 43 (2018), North Dakota",16028.0,,737.0,,38,043
38044,"State Senate District 44 (2018), North Dakota",13793.0,,607.0,,38,044
38045,"State Senate District 45 (2018), North Dakota",14976.0,,612.0,,38,045
38046,"State Senate District 46 (2018), North Dakota",17534.0,,1111.0,,38,046
38047,"State Senate District 47 (2018), North Dakota",17787.0,,628.0,,38,047
38001,"State Senate District 1 (2018), North Dakota",20544.0,,994.0,,38,001
38002,"State Senate District 2 (2018), North Dakota",21941.0,,1007.0,,38,002
38003,"State Senate District 3 (2018), North Dakota",15106.0,,794.0,,38,003
38004,"State Senate District 4 (2018), North Dakota",15502.0,,511.0,,38,004
38005,"State Senate District 5 (2018), North Dakota",15978.0,,814.0,,38,005
38006,"State Senate District 6 (2018), North Dakota",15011.0,,-555555555.0,*****,38,006
38007,"State Senate District 7 (2018), North Dakota",20146.0,,694.0,,38,007
38008,"State Senate District 8 (2018), North Dakota",14985.0,,316.0,,38,008
38009,"State Senate District 9 (2018), North Dakota",14603.0,,-555555555.0,*****,38,009
38010,"State Senate District 10 (2018), North Dakota",13712.0,,143.0,,38,010
38014,"State Senate District 14 (2018), North Dakota",14208.0,,133.0,,38,014
38011,"State Senate District 11 (2018), North Dakota",14681.0,,677.0,,38,011
38012,"State Senate District 12 (2018), North Dakota",13852.0,,429.0,,38,012
38013,"State Senate District 13 (2018), North Dakota",16446.0,,731.0,,38,013
38015,"State Senate District 15 (2018), North Dakota",13803.0,,-555555555.0,*****,38,015
38016,"State Senate District 16 (2018), North Dakota",23372.0,,1611.0,,38,016
38017,"State Senate District 17 (2018), North Dakota",16370.0,,527.0,,38,017
38018,"State Senate District 18 (2018), North Dakota",13623.0,,727.0,,38,018
38019,"State Senate District 19 (2018), North Dakota",13162.0,,339.0,,38,019
39001,"State Senate District 1 (2018), Ohio",334433.0,,589.0,,39,001
39002,"State Senate District 2 (2018), Ohio",361289.0,,229.0,,39,002
39003,"State Senate District 3 (2018), Ohio",368292.0,,3398.0,,39,003
39004,"State Senate District 4 (2018), Ohio",359797.0,,661.0,,39,004
39005,"State Senate District 5 (2018), Ohio",349681.0,,1279.0,,39,005
39006,"State Senate District 6 (2018), Ohio",346901.0,,1169.0,,39,006
39007,"State Senate District 7 (2018), Ohio",360760.0,,1249.0,,39,007
39008,"State Senate District 8 (2018), Ohio",347845.0,,1584.0,,39,008
39009,"State Senate District 9 (2018), Ohio",348493.0,,1702.0,,39,009
39010,"State Senate District 10 (2018), Ohio",344997.0,,-555555555.0,*****,39,010
39011,"State Senate District 11 (2018), Ohio",344877.0,,127.0,,39,011
39012,"State Senate District 12 (2018), Ohio",327144.0,,692.0,,39,012
39013,"State Senate District 13 (2018), Ohio",365170.0,,-555555555.0,*****,39,013
39014,"State Senate District 14 (2018), Ohio",365172.0,,437.0,,39,014
39015,"State Senate District 15 (2018), Ohio",388424.0,,3607.0,,39,015
39016,"State Senate District 16 (2018), Ohio",384723.0,,2887.0,,39,016
39017,"State Senate District 17 (2018), Ohio",359489.0,,713.0,,39,017
39018,"State Senate District 18 (2018), Ohio",352784.0,,647.0,,39,018
39019,"State Senate District 19 (2018), Ohio",392117.0,,2467.0,,39,019
39020,"State Senate District 20 (2018), Ohio",360183.0,,341.0,,39,020
39021,"State Senate District 21 (2018), Ohio",337460.0,,2236.0,,39,021
39022,"State Senate District 22 (2018), Ohio",364896.0,,408.0,,39,022
39023,"State Senate District 23 (2018), Ohio",337902.0,,2047.0,,39,023
39024,"State Senate District 24 (2018), Ohio",352911.0,,249.0,,39,024
39025,"State Senate District 25 (2018), Ohio",338360.0,,1364.0,,39,025
39026,"State Senate District 26 (2018), Ohio",334876.0,,-555555555.0,*****,39,026
39027,"State Senate District 27 (2018), Ohio",347889.0,,878.0,,39,027
39028,"State Senate District 28 (2018), Ohio",342580.0,,676.0,,39,028
39029,"State Senate District 29 (2018), Ohio",341024.0,,529.0,,39,029
39030,"State Senate District 30 (2018), Ohio",356991.0,,361.0,,39,030
39031,"State Senate District 31 (2018), Ohio",368399.0,,408.0,,39,031
39032,"State Senate District 32 (2018), Ohio",320953.0,,61.0,,39,032
39033,"State Senate District 33 (2018), Ohio",335067.0,,-555555555.0,*****,39,033
39ZZZ,"State Senate Districts not defined (2018), Ohio",0.0,,11.0,,39,ZZZ
40001,"State Senate District 1 (2018), Oklahoma",77308.0,,721.0,,40,001
40002,"State Senate District 2 (2018), Oklahoma",81144.0,,583.0,,40,002
40003,"State Senate District 3 (2018), Oklahoma",77196.0,,1020.0,,40,003
40004,"State Senate District 4 (2018), Oklahoma",77404.0,,375.0,,40,004
40005,"State Senate District 5 (2018), Oklahoma",76326.0,,458.0,,40,005
40006,"State Senate District 6 (2018), Oklahoma",81955.0,,299.0,,40,006
40007,"State Senate District 7 (2018), Oklahoma",75833.0,,232.0,,40,007
40008,"State Senate District 8 (2018), Oklahoma",75602.0,,416.0,,40,008
40009,"State Senate District 9 (2018), Oklahoma",77965.0,,942.0,,40,009
40013,"State Senate District 13 (2018), Oklahoma",78538.0,,405.0,,40,013
40010,"State Senate District 10 (2018), Oklahoma",77374.0,,290.0,,40,010
40011,"State Senate District 11 (2018), Oklahoma",76538.0,,1115.0,,40,011
40012,"State Senate District 12 (2018), Oklahoma",80129.0,,409.0,,40,012
40014,"State Senate District 14 (2018), Oklahoma",79436.0,,200.0,,40,014
40015,"State Senate District 15 (2018), Oklahoma",87700.0,,1570.0,,40,015
40016,"State Senate District 16 (2018), Oklahoma",82074.0,,1358.0,,40,016
40017,"State Senate District 17 (2018), Oklahoma",84205.0,,974.0,,40,017
40018,"State Senate District 18 (2018), Oklahoma",80836.0,,1044.0,,40,018
40019,"State Senate District 19 (2018), Oklahoma",80330.0,,227.0,,40,019
40020,"State Senate District 20 (2018), Oklahoma",82593.0,,348.0,,40,020
40021,"State Senate District 21 (2018), Oklahoma",81512.0,,-555555555.0,*****,40,021
40022,"State Senate District 22 (2018), Oklahoma",100107.0,,1446.0,,40,022
40023,"State Senate District 23 (2018), Oklahoma",83082.0,,653.0,,40,023
40024,"State Senate District 24 (2018), Oklahoma",87130.0,,937.0,,40,024
40025,"State Senate District 25 (2018), Oklahoma",86466.0,,1057.0,,40,025
40026,"State Senate District 26 (2018), Oklahoma",77181.0,,602.0,,40,026
40027,"State Senate District 27 (2018), Oklahoma",79374.0,,-555555555.0,*****,40,027
40028,"State Senate District 28 (2018), Oklahoma",80680.0,,522.0,,40,028
40029,"State Senate District 29 (2018), Oklahoma",78917.0,,442.0,,40,029
40030,"State Senate District 30 (2018), Oklahoma",82039.0,,1808.0,,40,030
40031,"State Senate District 31 (2018), Oklahoma",78832.0,,1392.0,,40,031
40032,"State Senate District 32 (2018), Oklahoma",73178.0,,1311.0,,40,032
40033,"State Senate District 33 (2018), Oklahoma",82479.0,,1042.0,,40,033
40034,"State Senate District 34 (2018), Oklahoma",86672.0,,1007.0,,40,034
40035,"State Senate District 35 (2018), Oklahoma",77532.0,,1023.0,,40,035
40036,"State Senate District 36 (2018), Oklahoma",87168.0,,1139.0,,40,036
40037,"State Senate District 37 (2018), Oklahoma",84298.0,,952.0,,40,037
40038,"State Senate District 38 (2018), Oklahoma",77654.0,,442.0,,40,038
40039,"State Senate District 39 (2018), Oklahoma",79520.0,,1125.0,,40,039
40040,"State Senate District 40 (2018), Oklahoma",81008.0,,1624.0,,40,040
40041,"State Senate District 41 (2018), Oklahoma",88038.0,,893.0,,40,041
40042,"State Senate District 42 (2018), Oklahoma",82940.0,,1144.0,,40,042
40043,"State Senate District 43 (2018), Oklahoma",82546.0,,744.0,,40,043
40044,"State Senate District 44 (2018), Oklahoma",88707.0,,2392.0,,40,044
40045,"State Senate District 45 (2018), Oklahoma",86476.0,,1386.0,,40,045
40046,"State Senate District 46 (2018), Oklahoma",79980.0,,1817.0,,40,046
40047,"State Senate District 47 (2018), Oklahoma",92284.0,,1782.0,,40,047
40048,"State Senate District 48 (2018), Oklahoma",81851.0,,1790.0,,40,048
41001,"State Senate District 1 (2018), Oregon",128874.0,,1531.0,,41,001
41002,"State Senate District 2 (2018), Oregon",133339.0,,1703.0,,41,002
41003,"State Senate District 3 (2018), Oregon",133987.0,,1194.0,,41,003
41004,"State Senate District 4 (2018), Oregon",132740.0,,1969.0,,41,004
41005,"State Senate District 5 (2018), Oregon",128947.0,,1250.0,,41,005
41006,"State Senate District 6 (2018), Oregon",132820.0,,1835.0,,41,006
41007,"State Senate District 7 (2018), Oregon",134068.0,,1586.0,,41,007
41008,"State Senate District 8 (2018), Oregon",133064.0,,880.0,,41,008
41009,"State Senate District 9 (2018), Oregon",133240.0,,1940.0,,41,009
41010,"State Senate District 10 (2018), Oregon",139129.0,,1798.0,,41,010
41011,"State Senate District 11 (2018), Oregon",136274.0,,1861.0,,41,011
41012,"State Senate District 12 (2018), Oregon",136590.0,,1288.0,,41,012
41013,"State Senate District 13 (2018), Oregon",140965.0,,1502.0,,41,013
41017,"State Senate District 17 (2018), Oregon",147421.0,,1766.0,,41,017
41014,"State Senate District 14 (2018), Oregon",138351.0,,1638.0,,41,014
41015,"State Senate District 15 (2018), Oregon",145407.0,,1148.0,,41,015
41016,"State Senate District 16 (2018), Oregon",134476.0,,1050.0,,41,016
41018,"State Senate District 18 (2018), Oregon",139808.0,,1783.0,,41,018
