,arrest_date,year,weekday,total
735,2012-05-04,2012,Friday,5
736,2012-05-05,2012,Saturday,5
737,2012-05-06,2012,Sunday,4
738,2012-05-07,2012,Monday,2
739,2012-05-08,2012,Tuesday,3
740,2012-05-09,2012,Wednesday,12
741,2012-05-10,2012,Thursday,4
742,2012-05-11,2012,Friday,3
743,2012-05-12,2012,Saturday,19
744,2012-05-13,2012,Sunday,7
745,2012-05-14,2012,Monday,7
746,2012-05-15,2012,Tuesday,17
747,2012-05-16,2012,Wednesday,10
748,2012-05-17,2012,Thursday,6
749,2012-05-18,2012,Friday,10
750,2012-05-19,2012,Saturday,7
751,2012-05-20,2012,Sunday,5
752,2012-05-21,2012,Monday,15
753,2012-05-22,2012,Tuesday,5
754,2012-05-23,2012,Wednesday,8
755,2012-05-24,2012,Thursday,15
756,2012-05-25,2012,Friday,1
757,2012-05-26,2012,Saturday,12
758,2012-05-27,2012,Sunday,7
759,2012-05-28,2012,Monday,10
760,2012-05-29,2012,Tuesday,6
761,2012-05-30,2012,Wednesday,14
762,2012-05-31,2012,Thursday,25
763,2012-06-01,2012,Friday,8
764,2012-06-02,2012,Saturday,2
765,2012-06-03,2012,Sunday,6
766,2012-06-04,2012,Monday,1
767,2012-06-05,2012,Tuesday,14
768,2012-06-06,2012,Wednesday,16
769,2012-06-07,2012,Thursday,11
770,2012-06-08,2012,Friday,12
771,2012-06-09,2012,Saturday,6
772,2012-06-10,2012,Sunday,12
773,2012-06-11,2012,Monday,5
774,2012-06-12,2012,Tuesday,10
775,2012-06-13,2012,Wednesday,9
776,2012-06-14,2012,Thursday,10
777,2012-06-15,2012,Friday,6
778,2012-06-16,2012,Saturday,9
779,2012-06-17,2012,Sunday,2
780,2012-06-18,2012,Monday,12
781,2012-06-19,2012,Tuesday,9
782,2012-06-20,2012,Wednesday,23
783,2012-06-21,2012,Thursday,9
784,2012-06-22,2012,Friday,13
785,2012-06-23,2012,Saturday,10
786,2012-06-24,2012,Sunday,16
787,2012-06-25,2012,Monday,6
788,2012-06-26,2012,Tuesday,6
789,2012-06-27,2012,Wednesday,9
790,2012-06-28,2012,Thursday,21
791,2012-06-29,2012,Friday,10
792,2012-06-30,2012,Saturday,12
793,2012-07-01,2012,Sunday,6
794,2012-07-02,2012,Monday,4
795,2012-07-03,2012,Tuesday,3
796,2012-07-04,2012,Wednesday,27
797,2012-07-05,2012,Thursday,16
798,2012-07-06,2012,Friday,20
799,2012-07-07,2012,Saturday,8
800,2012-07-08,2012,Sunday,5
801,2012-07-09,2012,Monday,8
802,2012-07-10,2012,Tuesday,13
803,2012-07-11,2012,Wednesday,5
804,2012-07-12,2012,Thursday,24
805,2012-07-13,2012,Friday,16
806,2012-07-14,2012,Saturday,4
807,2012-07-15,2012,Sunday,6
808,2012-07-16,2012,Monday,2
809,2012-07-17,2012,Tuesday,7
810,2012-07-18,2012,Wednesday,12
811,2012-07-19,2012,Thursday,32
812,2012-07-20,2012,Friday,31
813,2012-07-21,2012,Saturday,5
814,2012-07-22,2012,Sunday,7
815,2012-07-23,2012,Monday,4
816,2012-07-24,2012,Tuesday,17
817,2012-07-25,2012,Wednesday,25
818,2012-07-26,2012,Thursday,26
819,2012-07-27,2012,Friday,21
820,2012-07-28,2012,Saturday,17
821,2012-07-29,2012,Sunday,9
822,2012-07-30,2012,Monday,11
823,2012-07-31,2012,Tuesday,6
824,2012-08-01,2012,Wednesday,23
825,2012-08-02,2012,Thursday,17
826,2012-08-03,2012,Friday,10
827,2012-08-04,2012,Saturday,23
828,2012-08-05,2012,Sunday,4
829,2012-08-06,2012,Monday,10
830,2012-08-07,2012,Tuesday,12
831,2012-08-08,2012,Wednesday,20
832,2012-08-09,2012,Thursday,7
833,2012-08-10,2012,Friday,12
834,2012-08-11,2012,Saturday,10
835,2012-08-12,2012,Sunday,12
836,2012-08-13,2012,Monday,4
837,2012-08-14,2012,Tuesday,14
838,2012-08-15,2012,Wednesday,16
839,2012-08-16,2012,Thursday,14
840,2012-08-17,2012,Friday,21
841,2012-08-18,2012,Saturday,12
842,2012-08-19,2012,Sunday,2
843,2012-08-20,2012,Monday,3
844,2012-08-21,2012,Tuesday,5
845,2012-08-22,2012,Wednesday,15
846,2012-08-23,2012,Thursday,20
847,2012-08-24,2012,Friday,13
848,2012-08-25,2012,Saturday,11
849,2012-08-26,2012,Sunday,8
850,2012-08-27,2012,Monday,3
851,2012-08-28,2012,Tuesday,4
852,2012-08-29,2012,Wednesday,23
853,2012-08-30,2012,Thursday,24
854,2012-08-31,2012,Friday,13
855,2012-09-01,2012,Saturday,6
856,2012-09-02,2012,Sunday,14
857,2012-09-03,2012,Monday,13
858,2012-09-04,2012,Tuesday,3
859,2012-09-05,2012,Wednesday,5
860,2012-09-06,2012,Thursday,18
861,2012-09-07,2012,Friday,17
862,2012-09-09,2012,Sunday,3
863,2012-09-10,2012,Monday,3
864,2012-09-11,2012,Tuesday,4
865,2012-09-12,2012,Wednesday,23
866,2012-09-13,2012,Thursday,14
867,2012-09-14,2012,Friday,15
868,2012-09-15,2012,Saturday,8
869,2012-09-16,2012,Sunday,1
870,2012-09-17,2012,Monday,7
871,2012-09-18,2012,Tuesday,16
872,2012-09-19,2012,Wednesday,19
873,2012-09-20,2012,Thursday,11
874,2012-09-21,2012,Friday,15
875,2012-09-22,2012,Saturday,10
876,2012-09-23,2012,Sunday,5
877,2012-09-24,2012,Monday,7
878,2012-09-25,2012,Tuesday,8
879,2012-09-26,2012,Wednesday,24
880,2012-09-27,2012,Thursday,31
881,2012-09-28,2012,Friday,32
882,2012-09-29,2012,Saturday,12
883,2012-09-30,2012,Sunday,14
884,2012-10-01,2012,Monday,4
885,2012-10-02,2012,Tuesday,9
886,2012-10-03,2012,Wednesday,17
887,2012-10-04,2012,Thursday,21
888,2012-10-05,2012,Friday,22
889,2012-10-06,2012,Saturday,26
890,2012-10-07,2012,Sunday,4
891,2012-10-08,2012,Monday,19
892,2012-10-09,2012,Tuesday,9
893,2012-10-10,2012,Wednesday,11
894,2012-10-11,2012,Thursday,14
895,2012-10-12,2012,Friday,26
896,2012-10-13,2012,Saturday,14
897,2012-10-14,2012,Sunday,11
898,2012-10-15,2012,Monday,13
899,2012-10-16,2012,Tuesday,16
900,2012-10-17,2012,Wednesday,29
901,2012-10-18,2012,Thursday,33
902,2012-10-19,2012,Friday,12
903,2012-10-20,2012,Saturday,24
904,2012-10-21,2012,Sunday,8
905,2012-10-22,2012,Monday,14
906,2012-10-23,2012,Tuesday,21
907,2012-10-24,2012,Wednesday,20
908,2012-10-25,2012,Thursday,18
909,2012-10-26,2012,Friday,12
910,2012-10-27,2012,Saturday,13
911,2012-10-28,2012,Sunday,10
912,2012-10-29,2012,Monday,14
913,2012-10-30,2012,Tuesday,18
914,2012-10-31,2012,Wednesday,10
915,2012-11-01,2012,Thursday,8
916,2012-11-02,2012,Friday,20
917,2012-11-03,2012,Saturday,23
918,2012-11-04,2012,Sunday,2
919,2012-11-05,2012,Monday,3
920,2012-11-06,2012,Tuesday,17
921,2012-11-07,2012,Wednesday,22
922,2012-11-08,2012,Thursday,19
923,2012-11-09,2012,Friday,27
924,2012-11-10,2012,Saturday,9
925,2012-11-11,2012,Sunday,4
926,2012-11-12,2012,Monday,14
927,2012-11-13,2012,Tuesday,16
928,2012-11-14,2012,Wednesday,38
929,2012-11-15,2012,Thursday,7
930,2012-11-16,2012,Friday,18
931,2012-11-17,2012,Saturday,3
932,2012-11-18,2012,Sunday,5
933,2012-11-19,2012,Monday,13
934,2012-11-20,2012,Tuesday,18
935,2012-11-21,2012,Wednesday,17
936,2012-11-22,2012,Thursday,6
937,2012-11-23,2012,Friday,11
938,2012-11-24,2012,Saturday,14
939,2012-11-25,2012,Sunday,6
940,2012-11-26,2012,Monday,12
941,2012-11-27,2012,Tuesday,18
942,2012-11-28,2012,Wednesday,12
943,2012-11-29,2012,Thursday,7
944,2012-11-30,2012,Friday,1
945,2012-12-01,2012,Saturday,8
946,2012-12-02,2012,Sunday,10
947,2012-12-03,2012,Monday,19
948,2012-12-04,2012,Tuesday,42
949,2012-12-05,2012,Wednesday,14
950,2012-12-06,2012,Thursday,19
951,2012-12-07,2012,Friday,26
952,2012-12-08,2012,Saturday,10
953,2012-12-09,2012,Sunday,4
954,2012-12-10,2012,Monday,10
955,2012-12-11,2012,Tuesday,29
956,2012-12-12,2012,Wednesday,20
957,2012-12-13,2012,Thursday,16
958,2012-12-14,2012,Friday,6
959,2012-12-15,2012,Saturday,13
960,2012-12-16,2012,Sunday,3
961,2012-12-17,2012,Monday,8
962,2012-12-18,2012,Tuesday,8
963,2012-12-19,2012,Wednesday,26
964,2012-12-20,2012,Thursday,34
965,2012-12-21,2012,Friday,6
966,2012-12-22,2012,Saturday,9
967,2012-12-23,2012,Sunday,3
968,2012-12-24,2012,Monday,1
969,2012-12-25,2012,Tuesday,1
970,2012-12-26,2012,Wednesday,12
971,2012-12-27,2012,Thursday,37
972,2012-12-28,2012,Friday,30
973,2012-12-29,2012,Saturday,8
974,2012-12-30,2012,Sunday,7
975,2012-12-31,2012,Monday,10
976,2013-01-01,2013,Tuesday,8
977,2013-01-02,2013,Wednesday,18
978,2013-01-03,2013,Thursday,27
979,2013-01-04,2013,Friday,19
980,2013-01-05,2013,Saturday,11
981,2013-01-07,2013,Monday,17
982,2013-01-08,2013,Tuesday,10
983,2013-01-09,2013,Wednesday,16
984,2013-01-10,2013,Thursday,8
985,2013-01-11,2013,Friday,21
986,2013-01-12,2013,Saturday,8
987,2013-01-13,2013,Sunday,4
988,2013-01-14,2013,Monday,12
989,2013-01-15,2013,Tuesday,14
990,2013-01-16,2013,Wednesday,20
991,2013-01-17,2013,Thursday,15
992,2013-01-18,2013,Friday,25
993,2013-01-19,2013,Saturday,12
994,2013-01-20,2013,Sunday,3
995,2013-01-21,2013,Monday,19
996,2013-01-22,2013,Tuesday,16
997,2013-01-23,2013,Wednesday,36
998,2013-01-24,2013,Thursday,13
999,2013-01-25,2013,Friday,21
1000,2013-01-26,2013,Saturday,6
1001,2013-01-27,2013,Sunday,2
1002,2013-01-28,2013,Monday,2
1003,2013-01-29,2013,Tuesday,23
1004,2013-01-30,2013,Wednesday,33
1005,2013-01-31,2013,Thursday,36
1006,2013-02-01,2013,Friday,17
1007,2013-02-02,2013,Saturday,6
1008,2013-02-03,2013,Sunday,2
1009,2013-02-04,2013,Monday,7
1010,2013-02-05,2013,Tuesday,14
1011,2013-02-06,2013,Wednesday,25
1012,2013-02-07,2013,Thursday,2
1013,2013-02-08,2013,Friday,3
1014,2013-02-11,2013,Monday,5
1015,2013-02-12,2013,Tuesday,5
1016,2013-02-13,2013,Wednesday,27
1017,2013-02-14,2013,Thursday,16
1018,2013-02-15,2013,Friday,23
1019,2013-02-16,2013,Saturday,6
1020,2013-02-17,2013,Sunday,6
1021,2013-02-18,2013,Monday,13
1022,2013-02-19,2013,Tuesday,6
1023,2013-02-20,2013,Wednesday,18
1024,2013-02-21,2013,Thursday,29
1025,2013-02-22,2013,Friday,14
1026,2013-02-23,2013,Saturday,3
1027,2013-02-24,2013,Sunday,5
1028,2013-02-25,2013,Monday,14
1029,2013-02-26,2013,Tuesday,12
1030,2013-02-27,2013,Wednesday,22
1031,2013-02-28,2013,Thursday,21
1032,2013-03-01,2013,Friday,25
1033,2013-03-02,2013,Saturday,16
1034,2013-03-03,2013,Sunday,2
1035,2013-03-04,2013,Monday,4
1036,2013-03-05,2013,Tuesday,23
1037,2013-03-06,2013,Wednesday,18
1038,2013-03-07,2013,Thursday,42
1039,2013-03-08,2013,Friday,13
1040,2013-03-09,2013,Saturday,15
1041,2013-03-10,2013,Sunday,4
1042,2013-03-11,2013,Monday,6
1043,2013-03-12,2013,Tuesday,6
1044,2013-03-13,2013,Wednesday,28
1045,2013-03-14,2013,Thursday,19
1046,2013-03-15,2013,Friday,41
1047,2013-03-16,2013,Saturday,8
1048,2013-03-17,2013,Sunday,2
1049,2013-03-18,2013,Monday,9
1050,2013-03-19,2013,Tuesday,35
1051,2013-03-20,2013,Wednesday,34
1052,2013-03-21,2013,Thursday,22
1053,2013-03-22,2013,Friday,31
1054,2013-03-23,2013,Saturday,20
1055,2013-03-24,2013,Sunday,13
1056,2013-03-25,2013,Monday,7
1057,2013-03-26,2013,Tuesday,15
1058,2013-03-27,2013,Wednesday,13
1059,2013-03-28,2013,Thursday,23
1060,2013-03-29,2013,Friday,14
1061,2013-03-30,2013,Saturday,11
1062,2013-03-31,2013,Sunday,4
1063,2013-04-01,2013,Monday,7
1064,2013-04-02,2013,Tuesday,10
1065,2013-04-03,2013,Wednesday,14
1066,2013-04-04,2013,Thursday,14
1067,2013-04-05,2013,Friday,18
1068,2013-04-06,2013,Saturday,11
1069,2013-04-07,2013,Sunday,6
1070,2013-04-08,2013,Monday,8
1071,2013-04-09,2013,Tuesday,16
1072,2013-04-10,2013,Wednesday,10
1073,2013-04-11,2013,Thursday,8
1074,2013-04-12,2013,Friday,11
1075,2013-04-13,2013,Saturday,10
1076,2013-04-14,2013,Sunday,6
1077,2013-04-15,2013,Monday,10
1078,2013-04-16,2013,Tuesday,6
1079,2013-04-17,2013,Wednesday,10
1080,2013-04-18,2013,Thursday,11
1081,2013-04-19,2013,Friday,25
1082,2013-04-20,2013,Saturday,6
1083,2013-04-21,2013,Sunday,9
1084,2013-04-22,2013,Monday,10
1085,2013-04-23,2013,Tuesday,13
1086,2013-04-24,2013,Wednesday,21
1087,2013-04-25,2013,Thursday,13
1088,2013-04-26,2013,Friday,17
1089,2013-04-27,2013,Saturday,17
1090,2013-04-28,2013,Sunday,6
1091,2013-04-29,2013,Monday,13
1092,2013-04-30,2013,Tuesday,21
1093,2013-05-01,2013,Wednesday,14
1094,2013-05-02,2013,Thursday,15
1095,2013-05-03,2013,Friday,11
1096,2013-05-04,2013,Saturday,5
1097,2013-05-05,2013,Sunday,11
1098,2013-05-06,2013,Monday,9
1099,2013-05-07,2013,Tuesday,25
1100,2013-05-08,2013,Wednesday,17
1101,2013-05-09,2013,Thursday,20
1102,2013-05-10,2013,Friday,17
1103,2013-05-11,2013,Saturday,11
1104,2013-05-12,2013,Sunday,2
1105,2013-05-13,2013,Monday,9
1106,2013-05-14,2013,Tuesday,13
1107,2013-05-15,2013,Wednesday,14
1108,2013-05-16,2013,Thursday,37
1109,2013-05-17,2013,Friday,10
1110,2013-05-18,2013,Saturday,7
1111,2013-05-19,2013,Sunday,5
1112,2013-05-20,2013,Monday,16
1113,2013-05-21,2013,Tuesday,19
1114,2013-05-22,2013,Wednesday,28
1115,2013-05-23,2013,Thursday,19
1116,2013-05-24,2013,Friday,30
1117,2013-05-25,2013,Saturday,10
1118,2013-05-26,2013,Sunday,8
1119,2013-05-27,2013,Monday,24
1120,2013-05-28,2013,Tuesday,12
1121,2013-05-29,2013,Wednesday,19
1122,2013-05-30,2013,Thursday,35
1123,2013-05-31,2013,Friday,23
1124,2013-06-01,2013,Saturday,7
1125,2013-06-02,2013,Sunday,14
1126,2013-06-03,2013,Monday,15
1127,2013-06-04,2013,Tuesday,16
1128,2013-06-05,2013,Wednesday,35
1129,2013-06-06,2013,Thursday,30
1130,2013-06-07,2013,Friday,35
1131,2013-06-08,2013,Saturday,10
1132,2013-06-09,2013,Sunday,18
1133,2013-06-10,2013,Monday,15
1134,2013-06-11,2013,Tuesday,8
1135,2013-06-12,2013,Wednesday,19
1136,2013-06-13,2013,Thursday,20
1137,2013-06-14,2013,Friday,21
1138,2013-06-15,2013,Saturday,2
1139,2013-06-16,2013,Sunday,1
1140,2013-06-17,2013,Monday,17
1141,2013-06-18,2013,Tuesday,15
1142,2013-06-19,2013,Wednesday,24
1143,2013-06-20,2013,Thursday,42
1144,2013-06-21,2013,Friday,18
1145,2013-06-22,2013,Saturday,9
1146,2013-06-23,2013,Sunday,7
1147,2013-06-24,2013,Monday,15
1148,2013-06-25,2013,Tuesday,10
1149,2013-06-26,2013,Wednesday,21
1150,2013-06-27,2013,Thursday,33
1151,2013-06-28,2013,Friday,31
1152,2013-06-29,2013,Saturday,1
1153,2013-06-30,2013,Sunday,5
1154,2013-07-01,2013,Monday,5
1155,2013-07-02,2013,Tuesday,12
1156,2013-07-03,2013,Wednesday,19
1157,2013-07-04,2013,Thursday,29
1158,2013-07-05,2013,Friday,21
1159,2013-07-06,2013,Saturday,40
1160,2013-07-07,2013,Sunday,10
1161,2013-07-08,2013,Monday,5
1162,2013-07-09,2013,Tuesday,19
1163,2013-07-10,2013,Wednesday,10
1164,2013-07-11,2013,Thursday,12
1165,2013-07-12,2013,Friday,10
1166,2013-07-13,2013,Saturday,5
1167,2013-07-14,2013,Sunday,6
1168,2013-07-15,2013,Monday,5
1169,2013-07-16,2013,Tuesday,13
1170,2013-07-17,2013,Wednesday,22
1171,2013-07-18,2013,Thursday,46
1172,2013-07-19,2013,Friday,26
1173,2013-07-20,2013,Saturday,1
1174,2013-07-21,2013,Sunday,7
1175,2013-07-22,2013,Monday,10
1176,2013-07-23,2013,Tuesday,29
1177,2013-07-24,2013,Wednesday,24
1178,2013-07-25,2013,Thursday,20
1179,2013-07-26,2013,Friday,17
1180,2013-07-27,2013,Saturday,2
1181,2013-07-28,2013,Sunday,2
1182,2013-07-29,2013,Monday,6
1183,2013-07-30,2013,Tuesday,28
1184,2013-07-31,2013,Wednesday,23
1185,2013-08-01,2013,Thursday,23
1186,2013-08-02,2013,Friday,17
1187,2013-08-03,2013,Saturday,8
1188,2013-08-04,2013,Sunday,6
1189,2013-08-05,2013,Monday,8
1190,2013-08-06,2013,Tuesday,25
1191,2013-08-07,2013,Wednesday,15
1192,2013-08-08,2013,Thursday,21
1193,2013-08-09,2013,Friday,11
1194,2013-08-10,2013,Saturday,8
1195,2013-08-11,2013,Sunday,11
1196,2013-08-12,2013,Monday,18
1197,2013-08-13,2013,Tuesday,23
1198,2013-08-14,2013,Wednesday,10
1199,2013-08-15,2013,Thursday,22
1200,2013-08-16,2013,Friday,19
1201,2013-08-17,2013,Saturday,6
1202,2013-08-18,2013,Sunday,5
1203,2013-08-19,2013,Monday,2
1204,2013-08-20,2013,Tuesday,14
1205,2013-08-21,2013,Wednesday,20
1206,2013-08-22,2013,Thursday,13
1207,2013-08-23,2013,Friday,14
1208,2013-08-24,2013,Saturday,7
1209,2013-08-26,2013,Monday,9
1210,2013-08-27,2013,Tuesday,24
1211,2013-08-28,2013,Wednesday,14
1212,2013-08-29,2013,Thursday,16
1213,2013-08-30,2013,Friday,11
1214,2013-08-31,2013,Saturday,15
1215,2013-09-01,2013,Sunday,9
1216,2013-09-02,2013,Monday,13
1217,2013-09-03,2013,Tuesday,7
1218,2013-09-04,2013,Wednesday,20
1219,2013-09-05,2013,Thursday,10
1220,2013-09-06,2013,Friday,12
1221,2013-09-07,2013,Saturday,1
1222,2013-09-08,2013,Sunday,4
1223,2013-09-09,2013,Monday,10
1224,2013-09-10,2013,Tuesday,18
1225,2013-09-11,2013,Wednesday,14
1226,2013-09-12,2013,Thursday,7
1227,2013-09-13,2013,Friday,8
1228,2013-09-14,2013,Saturday,2
1229,2013-09-16,2013,Monday,27
1230,2013-09-17,2013,Tuesday,15
1231,2013-09-18,2013,Wednesday,23
1232,2013-09-19,2013,Thursday,27
1233,2013-09-20,2013,Friday,23
1234,2013-09-21,2013,Saturday,10
1235,2013-09-22,2013,Sunday,9
1236,2013-09-23,2013,Monday,15
1237,2013-09-24,2013,Tuesday,19
1238,2013-09-25,2013,Wednesday,31
1239,2013-09-26,2013,Thursday,26
1240,2013-09-27,2013,Friday,7
1241,2013-09-28,2013,Saturday,1
1242,2013-09-30,2013,Monday,11
1243,2013-10-01,2013,Tuesday,21
1244,2013-10-02,2013,Wednesday,16
1245,2013-10-03,2013,Thursday,13
1246,2013-10-04,2013,Friday,10
1247,2013-10-05,2013,Saturday,11
1248,2013-10-06,2013,Sunday,14
1249,2013-10-07,2013,Monday,10
1250,2013-10-08,2013,Tuesday,45
1251,2013-10-09,2013,Wednesday,19
1252,2013-10-10,2013,Thursday,11
1253,2013-10-11,2013,Friday,23
1254,2013-10-12,2013,Saturday,4
1255,2013-10-14,2013,Monday,19
1256,2013-10-15,2013,Tuesday,23
1257,2013-10-16,2013,Wednesday,41
1258,2013-10-17,2013,Thursday,13
1259,2013-10-18,2013,Friday,27
1260,2013-10-19,2013,Saturday,3
1261,2013-10-20,2013,Sunday,7
1262,2013-10-21,2013,Monday,21
1263,2013-10-22,2013,Tuesday,21
1264,2013-10-23,2013,Wednesday,24
1265,2013-10-24,2013,Thursday,26
1266,2013-10-25,2013,Friday,16
1267,2013-10-26,2013,Saturday,10
1268,2013-10-27,2013,Sunday,6
1269,2013-10-28,2013,Monday,9
1270,2013-10-29,2013,Tuesday,19
1271,2013-10-30,2013,Wednesday,24
1272,2013-10-31,2013,Thursday,14
1273,2013-11-01,2013,Friday,7
1274,2013-11-02,2013,Saturday,2
1275,2013-11-03,2013,Sunday,10
1276,2013-11-04,2013,Monday,25
1277,2013-11-05,2013,Tuesday,25
1278,2013-11-06,2013,Wednesday,37
1279,2013-11-07,2013,Thursday,27
1280,2013-11-08,2013,Friday,11
1281,2013-11-09,2013,Saturday,6
1282,2013-11-10,2013,Sunday,8
1283,2013-11-11,2013,Monday,35
1284,2013-11-12,2013,Tuesday,22
1285,2013-11-13,2013,Wednesday,15
1286,2013-11-14,2013,Thursday,19
1287,2013-11-15,2013,Friday,18
1288,2013-11-16,2013,Saturday,8
1289,2013-11-17,2013,Sunday,10
1290,2013-11-18,2013,Monday,9
1291,2013-11-19,2013,Tuesday,24
1292,2013-11-20,2013,Wednesday,35
1293,2013-11-21,2013,Thursday,13
1294,2013-11-22,2013,Friday,21
1295,2013-11-23,2013,Saturday,15
1296,2013-11-24,2013,Sunday,4
1297,2013-11-25,2013,Monday,16
1298,2013-11-26,2013,Tuesday,16
1299,2013-11-27,2013,Wednesday,29
1300,2013-11-28,2013,Thursday,3
1301,2013-11-29,2013,Friday,4
1302,2013-11-30,2013,Saturday,6
1303,2013-12-01,2013,Sunday,8
1304,2013-12-02,2013,Monday,18
1305,2013-12-03,2013,Tuesday,23
1306,2013-12-04,2013,Wednesday,23
1307,2013-12-05,2013,Thursday,23
1308,2013-12-06,2013,Friday,16
1309,2013-12-07,2013,Saturday,3
1310,2013-12-08,2013,Sunday,2
1311,2013-12-09,2013,Monday,14
1312,2013-12-10,2013,Tuesday,39
1313,2013-12-11,2013,Wednesday,26
1314,2013-12-12,2013,Thursday,29
1315,2013-12-13,2013,Friday,21
1316,2013-12-14,2013,Saturday,6
1317,2013-12-15,2013,Sunday,2
1318,2013-12-16,2013,Monday,7
1319,2013-12-17,2013,Tuesday,33
1320,2013-12-18,2013,Wednesday,17
1321,2013-12-19,2013,Thursday,18
1322,2013-12-20,2013,Friday,13
1323,2013-12-21,2013,Saturday,1
1324,2013-12-22,2013,Sunday,2
1325,2013-12-23,2013,Monday,12
1326,2013-12-24,2013,Tuesday,8
1327,2013-12-26,2013,Thursday,9
1328,2013-12-27,2013,Friday,18
1329,2013-12-28,2013,Saturday,6
1330,2013-12-29,2013,Sunday,18
1331,2013-12-30,2013,Monday,25
1332,2013-12-31,2013,Tuesday,6
1333,2014-01-02,2014,Thursday,8
1334,2014-01-03,2014,Friday,27
1335,2014-01-04,2014,Saturday,6
1336,2014-01-05,2014,Sunday,4
1337,2014-01-06,2014,Monday,16
1338,2014-01-07,2014,Tuesday,22
1339,2014-01-08,2014,Wednesday,24
1340,2014-01-09,2014,Thursday,11
1341,2014-01-10,2014,Friday,19
1342,2014-01-11,2014,Saturday,6
1343,2014-01-12,2014,Sunday,4
1344,2014-01-13,2014,Monday,5
1345,2014-01-14,2014,Tuesday,12
1346,2014-01-15,2014,Wednesday,24
1347,2014-01-16,2014,Thursday,10
1348,2014-01-17,2014,Friday,12
1349,2014-01-18,2014,Saturday,3
1350,2014-01-19,2014,Sunday,9
1351,2014-01-20,2014,Monday,14
1352,2014-01-21,2014,Tuesday,12
1353,2014-01-22,2014,Wednesday,18
1354,2014-01-23,2014,Thursday,18
1355,2014-01-24,2014,Friday,14
1356,2014-01-25,2014,Saturday,3
1357,2014-01-26,2014,Sunday,4
1358,2014-01-27,2014,Monday,12
1359,2014-01-28,2014,Tuesday,38
1360,2014-01-29,2014,Wednesday,53
1361,2014-01-30,2014,Thursday,26
1362,2014-01-31,2014,Friday,5
1363,2014-02-01,2014,Saturday,7
1364,2014-02-02,2014,Sunday,10
1365,2014-02-03,2014,Monday,11
1366,2014-02-04,2014,Tuesday,7
1367,2014-02-05,2014,Wednesday,31
1368,2014-02-06,2014,Thursday,19
1369,2014-02-07,2014,Friday,12
1370,2014-02-08,2014,Saturday,18
1371,2014-02-09,2014,Sunday,3
1372,2014-02-10,2014,Monday,21
1373,2014-02-11,2014,Tuesday,22
1374,2014-02-12,2014,Wednesday,25
1375,2014-02-13,2014,Thursday,31
1376,2014-02-14,2014,Friday,17
1377,2014-02-15,2014,Saturday,14
1378,2014-02-16,2014,Sunday,10
1379,2014-02-17,2014,Monday,11
1380,2014-02-18,2014,Tuesday,23
1381,2014-02-19,2014,Wednesday,40
1382,2014-02-20,2014,Thursday,34
1383,2014-02-21,2014,Friday,21
1384,2014-02-22,2014,Saturday,5
1385,2014-02-23,2014,Sunday,12
1386,2014-02-24,2014,Monday,6
1387,2014-02-25,2014,Tuesday,31
1388,2014-02-26,2014,Wednesday,17
1389,2014-02-27,2014,Thursday,15
1390,2014-02-28,2014,Friday,1
1391,2014-03-01,2014,Saturday,1
1392,2014-03-02,2014,Sunday,8
1393,2014-03-03,2014,Monday,18
1394,2014-03-04,2014,Tuesday,18
1395,2014-03-05,2014,Wednesday,7
1396,2014-03-06,2014,Thursday,25
1397,2014-03-07,2014,Friday,16
1398,2014-03-08,2014,Saturday,1
1399,2014-03-09,2014,Sunday,9
1400,2014-03-10,2014,Monday,8
1401,2014-03-11,2014,Tuesday,15
1402,2014-03-12,2014,Wednesday,29
1403,2014-03-13,2014,Thursday,23
1404,2014-03-14,2014,Friday,10
1405,2014-03-15,2014,Saturday,3
1406,2014-03-16,2014,Sunday,9
1407,2014-03-17,2014,Monday,7
1408,2014-03-18,2014,Tuesday,22
1409,2014-03-19,2014,Wednesday,15
1410,2014-03-20,2014,Thursday,19
1411,2014-03-21,2014,Friday,14
1412,2014-03-22,2014,Saturday,2
1413,2014-03-23,2014,Sunday,4
1414,2014-03-24,2014,Monday,12
1415,2014-03-25,2014,Tuesday,20
1416,2014-03-26,2014,Wednesday,20
1417,2014-03-27,2014,Thursday,16
1418,2014-03-28,2014,Friday,6
1419,2014-03-29,2014,Saturday,3
1420,2014-03-30,2014,Sunday,5
1421,2014-03-31,2014,Monday,13
1422,2014-04-01,2014,Tuesday,10
1423,2014-04-02,2014,Wednesday,22
1424,2014-04-03,2014,Thursday,16
1425,2014-04-04,2014,Friday,23
1426,2014-04-05,2014,Saturday,9
1427,2014-04-06,2014,Sunday,3
1428,2014-04-07,2014,Monday,7
1429,2014-04-08,2014,Tuesday,24
1430,2014-04-09,2014,Wednesday,11
1431,2014-04-10,2014,Thursday,15
1432,2014-04-11,2014,Friday,8
1433,2014-04-12,2014,Saturday,3
1434,2014-04-13,2014,Sunday,4
1435,2014-04-14,2014,Monday,11
1436,2014-04-15,2014,Tuesday,22
1437,2014-04-16,2014,Wednesday,19
1438,2014-04-17,2014,Thursday,6
1439,2014-04-18,2014,Friday,16
1440,2014-04-19,2014,Saturday,4
1441,2014-04-20,2014,Sunday,3
1442,2014-04-21,2014,Monday,5
1443,2014-04-22,2014,Tuesday,17
1444,2014-04-23,2014,Wednesday,16
1445,2014-04-24,2014,Thursday,23
1446,2014-04-25,2014,Friday,13
