Incident_ID,Sources,Number_News,Media_Attention,Reliability,Date,Quarter,School,City,State,School_Level,Location,Location_Type,During_School,Time_Period,First_Shot,Summary,Narrative,Situation,Targets,Accomplice,Hostages,Barricade,Officer_Involved,Bullied,Domestic_Violence,Gang_Related,Preplanned,Shots_Fired,Active_Shooter_FBI
20060929WIWEC,http://lacrossetribune.com/news/boy-guns-down-weston-high-school-principal/article_3e54519d-96c5-5f56-a5a7-2f8f3a737dbf.html https://www.fbi.gov/file-repository/active-shooter-incidents-2000-2017.pdf https://madison.com/wsj/news/local/crime-and-courts/i-m-here-to-kill-somebody-student-said-before-killing/article_f099af02-d5b6-53e0-9fab-f85bcf9f176b.html,,,5,2006-09-29,Fall,Weston High School,Cazenovia,WI,High,Entryway,Inside School Building,Yes,Morning Classes,8:10 AM,"Planned attack, disarmed by janitor then fired pistol at principal before being subdued","Shooter entered school with shotgun and was immediately confronted by principal and janitor who wrestled away the shotgun. While the janitor went to call 911, the shooter was able to pull out a handgun and fire multiple shots at the principal before being subdued by other teachers. Reportedly abused by father and bullied by 25-30 students. History of mental illness and medications. Weapons: long-barrel shotgun, .22-caliber handgun",Indiscriminate Shooting,Random Shooting,No,No,No,No,Yes,No,No,Yes,3,Yes
20060927COPLB,https://www.denverpost.com/2021/03/24/colorado-mass-shootings-incidents-list/ https://www.cbsnews.com/news/cops-school-shooting-was-horrific/  http://www.cnn.com/2006/US/09/28/school.shooting/index.html,null,National,4,2006-09-27,Fall,Platte Canyon High School,Bailey,CO,High,Classroom,Inside School Building,Yes,Morning Classes,11:40:00,Took 6 girls hostage in classroom and sexually assaulted them,"Shooter took 6 girl hostage in a school classroom. Sexually assaulted at least one of them. SWAT team used an explosive breach after he stopped communicating with the negotiators. The breaching charge partially failed and while the second charge was being set, the shooter shot one of the victims in the head and then shot himself. Police located 5 firearms that the shooter had staged around the school campus including an AR and bolt action hunting rifle in the treeline. The shooter had a history of petty crimes and harassment of women. The shooter did not have connections to any of the victims. Shooter had threatened to shoot up a Harley Davidson dealership after they had sent him a promotional mailer. Weapons: Smith & Wesson .40-caliber; Glock 22 handgun; Smith & Wesson .357-caliber revolver",Hostage/Standoff,Victims Targeted,No,Yes,Yes,No,No,No,No,No,null,Yes
20060921DCCAW,http://www.washingtonpost.com/wp-dyn/content/article/2006/09/23/AR2006092301174.html,,,2,2006-09-21,Fall,Cardozo High School,Washington,DC,High,Beside Building,Outside on School Property,Yes,Lunch,12:15 PM,Argument over girl resulted in targeted shooting,17YOM shot 16YOM outside of the school. Shooter and victim had ongoing argument over a girl. Shooter fled the scene and was identified by CCTV footage.,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,7,
20060913MOWEC,https://www.newspapers.com/image/151778408/?terms=westminster%2Bchristian%2Bacademy,,,2,2006-09-13,Fall,Westminster Christian Academy,Creve Coeur,MO,High,Beside Building,Outside on School Property,No,After School,,Police Officer fired at student who was suicidal,"When the police arrived, the senior was sitting on the curb with a rifle to his head. One of the officers began talking with him. During the conversation, he pointed the rifle at the police officers. They told him to drop the rifle. When he refused, one of the officers shot him in the leg and ended the standoff around 3:45 p.m. Shooter had sent text messages to other students saying he was going to commit suicide.",Self-defense,Victims Targeted,No,No,No,Yes,N/A,N/A,N/A,N/A,1,N/A
20060908TXSOF,https://www.amazon.com/WIN-Memoir-Shooting-Gabe-Medrano/dp/1432793624,,,2,2006-09-08,Fall,South Hills High School,Fort Worth,TX,High,Field (General),Outside on School Property,Yes,Afternoon Classes,1:20 PM,SRO fired at student while breaking up fight between 10 students,SRO fired at 15YOM student while breaking up a fight between 10 students on the school athletic field.,Illegal Activity,Victims Targeted,No,No,No,Yes,N/A,N/A,N/A,N/A,1,N/A
20060905TNKIM,https://www.columbine-angels.com/School_Violence_2006-2007.htm,,,1,2006-09-05,Fall,Kingsbury Middle School,Memphis,TN,Middle,Football Field/Track,Outside on School Property,No,Sport Event,,Shots fired into ground during a fight between parents at football game,"Shots fired during a fight between a group of parents at a football game. The gun was aimed at the ground, however, one of the bullets ricocheted off the ground and into the hand of a teenage boy.",Escalation of Dispute,Neither,No,No,No,No,No,No,No,No,3,
20060831ALOXO,https://www.newspapers.com/image/106551825/?terms=Oxford%2BHigh%2BSchool%2BHawkins%2Bshot,,,2,2006-08-31,Summer,Oxford High School,Oxford,AL,High,Football Field/Track,Outside on School Property,No,Sport Event,9:40 PM,Shooting during football game (outside gate to stadium),21YOM was shot by 21YOM outside of the gates of the football stadium during a game. The game was suspended while police searched for the shooter. The shooter was arrested 7 minutes after the shooting. Motive and relationship of shooter/victim unknown.,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,<10,
20060830NCORH,http://www.wral.com/news/local/story/5840576/ https://www.fbi.gov/file-repository/active-shooter-incidents-2000-2017.pdf,,,5,2006-08-30,Summer,Orange High School,Hillsborough,NC,High,Parking Lot,Outside on School Property,Yes,Afternoon Classes,1:00 PM,"Planned attack, surrendered immediately after first shots to sheriff's deputies in parking lot","Shooter set of cherry bombs as a diversion and started firing sawed off shotgun at the students. The gun jammed and he was tackled by school employees. Shooter was obsessed with Columbine and made videos describing how he would carry out the attack. He wore a Colorado t-shirt and trench coat like the Columbine shooters. Wrote detailed journals about the shooting plan. He has attempted suicide and when he did not die, he became delusion and wrote in his journal that god had spared his life so that he could carry out a grander mission (shooting). Weapons: 9mm, sawed-off 12-gauge shotgun",Indiscriminate Shooting,Random Shooting,No,No,No,No,No,No,No,Yes,8,Yes
20060829DCANW,https://www.washingtonpost.com/archive/local/2006/08/30/teen-held-after-shot-is-fired-outside-se-school/a1d30f03-8e66-47af-a999-d43629af535b/?utm_term=.37a883ef0fca,,,2,2006-08-29,Summer,Anacostia Senior High School,Washington,DC,High,Parking Lot,Outside on School Property,Yes,Dismissal,3:15 PM,"Fired one shot in parking lot, fled, ditched gun, but was caught by officer at school","16YOM fired one shot in parking lot that struck a car then fled the scene. A police officer assigned to the school witnessed the shooting, then chased and detained the shooter. Shooter threw the gun as he was running but police recovered it.",Escalation of Dispute,Neither,No,No,No,No,No,No,No,No,1,
20060824VTESE,https://www.cbsnews.com/news/2-dead-in-vermont-school-shooting/ http://www.nbcnews.com/id/14519867/ns/us_news-crime_and_courts/t/vt-school-shooting-suspect-pleads-not-guilty/#.W2TTz9JKjD4 https://www.fbi.gov/file-repository/active-shooter-incidents-2000-2017.pdf,,,5,2006-08-24,Summer,Essex Elementary School,Essex Junction,VT,Elementary,Classroom,Inside School Building,Yes,,,Killed ex-girlfriend (teacher) at the school,Shooter targeted and murdered his ex-girlfriend who was a teacher at the school. The school was not in session during the time of the shooting. He later attempted suicide and was apprehended by police. He also shot and killed his ex-girlfriend's mother and injured 2 other people.,Domestic w/ Targeted Victim,Both,No,No,No,No,No,Yes,No,No,,
20060821INCAN,http://www.14news.com/story/5306020/funeral-set-for-castle-suicide-victim?clienttype=printable&redirected=true,,,2,2006-08-21,Summer,Castle High School,Newburgh,IN,High,Parking Lot,Outside on School Property,Yes,Morning Classes,,Shot himself in car in parking lot after giving suicide note to friend,16YOM shot himself in his car in the parking lot after giving a suicide note to a friend. Student was well liked and not thought to be suicidal.,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1,
20060820GALYH,http://www.savannahnow.com/article/20060821/NEWS/308219914,,,2,2006-08-20,Summer,Lyman Hall Elementary School,Hinesville,GA,High,Basketball Court,Outside on School Property,No,Not a School Day,7:30 PM,Shot during fight on basketball court at school,18YOM and 17YOM shot during fight between several teens during a basketball game at the school. Several teens involved fled. No suspect identified.,Escalation of Dispute,Victims Targeted,Yes,No,No,No,No,No,No,No,<10,
20060819OHSOY,http://www.vindy.com/news/2009/jul/27/trial-under-way-for-man-accused-of-shooting-death/,,,2,2006-08-19,Summer,South High School,Youngstown,OH,High,Football Field/Track,Outside on School Property,No,Not a School Day,3:45 PM,"Shots fired during fight between adults at football game, part of Ongoing conflict",25YOM shot 31YOM at youth football game when fight escalated as part of an ongoing dispute.,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,<10,
20060817TXMEA,http://www.pressreader.com/usa/austin-american-statesman/20060822/281908768618808,,,2,2006-08-17,Summer,Mendez Middle School,Austin,TX,Middle,Outside on School Property,Outside on School Property,No,Not a School Day,8:00 PM,Shot at school by two rival gang members involved in ongoing dispute with victim,21YOM was shot while school to attend birthday party during dispute with two rival gang members.,Escalation of Dispute,Victims Targeted,Yes,No,No,No,No,No,Yes,No,,
20060815KYJTV,https://www.newspapers.com/image/379718672/?terms=J.%2BT.%2BAlton%2BMiddle%2BSchool%2Bbullet%2Bceiling,,,2,2006-08-15,Summer,J T Alton Middle School,Vine Grove,KY,Middle,Classroom,Inside School Building,Yes,,,"Showing off gun, accidentally fired striking ceiling",13YOM student was showing off handgun in classroom to other students. Accidental discharge striking ceiling. Shooter surrendered to teacher immediately.,Accidental,Neither,No,No,No,No,No,No,No,No,1,
20060731FLYOT,https://www.newspapers.com/image/330166745/,,,2,2006-07-31,Summer,Young Middle Magnet School,Tampa,FL,Middle,Parking Lot,Outside on School Property,No,Before School,6:20 AM,"Dropped off kids, husband and wife were found dead in car in parking lot, believed to be murder/suicide",54YOM and 38YOF were found dead from GSW in their car in the parking lot of the school. Children had been dropped off at school. Police said a murder/suicide was possible.,Murder/Suicide,Victims Targeted,No,No,No,No,No,Yes,No,No,,
20060615MIPED,https://www.newspapers.com/image/363378271/?terms=Pershing%2BHigh%2BSchool%2Bshooting,,,2,2006-06-15,Summer,Pershing High School,Detroit,MI,High,Front of School,Outside on School Property,No,Evening,6:05 PM,"Students throwing bottles at cars, car chased them down and shot student 3 times","Two students were outside of the school throwing bottles at passing cars. One of the cars stopped, chased the students down, and the driver shot 16YOM student 3 times in the back. Shooter fled and was not identified.",Escalation of Dispute,Victims Targeted,Yes,No,No,No,No,No,No,No,3,
20060606INWIG,https://www.nwitimes.com/news/local/eskew-guilty-in-wirt-high-school-shooting/article_c43a6d4c-8921-5a4a-8e1a-8af4f3506ca2.html,,,2,2006-06-06,Summer,Wirt High School,Gary,IN,High,Auditorium,Inside School Building,No,School Event,,Fight between relatives at graduation,Dispute between relatives of different students at graduation. A 21YOM removed his shirt and wanted to fight a 19YOM. The brother of the 19YOM shot the victim 3 times.,Escalation of Dispute,Victims Targeted,Yes,No,No,No,No,No,No,No,3,
20060605CAVEL,http://articles.latimes.com/2006/jun/07/local/me-venice7,,,2,2006-06-05,Summer,Venice High School,Los Angeles,CA,High,Parking Lot,Outside on School Property,Yes,Dismissal,3:10 PM,Gang member tried to steal silver cross of victim's brother,"Gang member attempted to steal silver cross from victims brother inside school. When the victim fled to the parking lot, the suspect shot victim.",Illegal Activity,Victims Targeted,Yes,No,No,No,No,No,Yes,No,1,
20060525PANON,http://articles.mcall.com/2006-05-26/news/3667295_1_students-or-teachers-district-s-zero-tolerance-senior-prom,,,2,2006-05-25,Spring,Northampton Area Senior High School,Northampton,PA,High,Hallway,Inside School Building,Yes,Morning Classes,7:50 AM,"Had rifle, knife, smoke bombs, and fireworks. Surrendered to school official in stairwell.","18YOM student was socially isolated, wore black trench coat every day. Teacher smelled smoke and found student in the stairwell with a rifle. Student said he was going to kill himself. Police arrived and after 40 minutes the shooter surrendered. Shooter had rifle, knife, fireworks, and smoke bombs.",Hostage/Standoff,,No,No,No,No,,No,No,Yes,0,Yes
