date,club,views
2020-11-24,Liverpool,9086
2020-11-25,Liverpool,11156
2020-11-26,Liverpool,8451
2020-11-27,Liverpool,6695
2020-11-28,Liverpool,12144
2020-11-29,Liverpool,9181
2020-11-03,Liverpool,8369
2020-12-01,Liverpool,14725
2020-12-02,Liverpool,13656
2020-12-03,Liverpool,8280
2020-12-04,Liverpool,7610
2020-12-05,Liverpool,8058
2020-12-06,Liverpool,15618
2020-12-07,Liverpool,13116
2020-12-08,Liverpool,10171
2020-12-09,Liverpool,13621
2020-12-01,Liverpool,9976
2020-12-11,Liverpool,7755
2020-12-12,Liverpool,8406
2020-12-13,Liverpool,12004
2020-12-14,Liverpool,18041
2020-12-15,Liverpool,11383
2020-12-16,Liverpool,17033
2020-12-17,Liverpool,14913
2020-12-18,Liverpool,10245
2020-12-19,Liverpool,20649
2020-12-02,Liverpool,15074
2020-12-21,Liverpool,11766
2020-12-22,Liverpool,11214
2020-12-23,Liverpool,11101
2020-12-24,Liverpool,8893
2020-12-25,Liverpool,7839
2020-12-26,Liverpool,11198
2020-12-27,Liverpool,16317
2020-12-28,Liverpool,9538
2020-12-29,Liverpool,8618
2020-12-03,Liverpool,13535
2020-12-31,Liverpool,9270
2021-01-01,Liverpool,8780
2021-01-02,Liverpool,9885
2021-01-03,Liverpool,9996
2021-01-04,Liverpool,14532
2021-01-05,Liverpool,11778
2021-01-06,Liverpool,9829
2021-01-07,Liverpool,7709
2021-01-08,Liverpool,11311
2021-01-09,Liverpool,10007
2021-01-01,Liverpool,8627
2021-01-11,Liverpool,7360
2021-01-12,Liverpool,8070
2021-01-13,Liverpool,8293
2021-01-14,Liverpool,8012
2021-01-15,Liverpool,7976
2021-01-16,Liverpool,8806
2021-01-17,Liverpool,18498
2021-01-18,Liverpool,9228
2021-01-19,Liverpool,8230
2021-01-02,Liverpool,7492
2021-01-21,Liverpool,12302
2021-01-22,Liverpool,10991
2021-01-23,Liverpool,9405
2021-01-24,Liverpool,18309
2021-01-25,Liverpool,12099
2021-01-26,Liverpool,9123
2021-01-27,Liverpool,8455
2021-01-28,Liverpool,13311
2021-01-29,Liverpool,11091
2021-01-03,Liverpool,9639
2021-01-31,Liverpool,17417
2021-02-01,Liverpool,29068
2021-02-02,Liverpool,30913
2021-02-03,Liverpool,18377
2021-02-04,Liverpool,12709
2021-02-05,Liverpool,8538
2021-02-06,Liverpool,9921
2021-02-07,Liverpool,19987
2021-02-08,Liverpool,12209
2021-02-09,Liverpool,8960
2021-02-01,Liverpool,8568
2021-02-11,Liverpool,8421
2021-02-12,Liverpool,7615
2021-02-13,Liverpool,17110
2021-02-14,Liverpool,10255
2021-02-15,Liverpool,8764
2021-02-16,Liverpool,14275
2021-02-17,Liverpool,10797
2021-02-18,Liverpool,8026
2021-02-19,Liverpool,8212
2021-02-02,Liverpool,19097
2021-02-21,Liverpool,12012
2021-02-22,Liverpool,8466
2021-02-23,Liverpool,8369
2021-02-24,Liverpool,8686
2021-02-25,Liverpool,8441
2021-02-26,Liverpool,7617
2021-02-27,Liverpool,8202
2021-02-28,Liverpool,15442
2021-03-01,Liverpool,10485
2021-03-02,Liverpool,12082
2021-03-03,Liverpool,9474
2021-03-04,Liverpool,15337
2021-03-05,Liverpool,12049
2021-03-06,Liverpool,8802
2021-03-07,Liverpool,19294
2021-03-08,Liverpool,11802
2021-03-09,Liverpool,9581
2021-03-01,Liverpool,15015
2021-03-11,Liverpool,12567
2021-03-12,Liverpool,8465
2021-03-13,Liverpool,8190
2021-03-14,Liverpool,8542
2021-03-15,Liverpool,12934
2021-03-16,Liverpool,11294
2021-03-17,Liverpool,10213
2021-03-18,Liverpool,8954
2021-03-19,Liverpool,9813
2021-03-02,Liverpool,8728
2021-03-21,Liverpool,9308
2021-03-22,Liverpool,8071
2021-03-23,Liverpool,7527
2021-03-24,Liverpool,7315
2021-03-25,Liverpool,6928
2021-03-26,Liverpool,6114
2021-03-27,Liverpool,6085
2021-03-28,Liverpool,5998
2021-03-29,Liverpool,6570
2021-03-03,Liverpool,6238
2021-03-31,Liverpool,6778
2021-04-01,Liverpool,6741
2021-04-02,Liverpool,6423
2021-04-03,Liverpool,12714
2021-04-04,Liverpool,11271
2021-04-05,Liverpool,9724
2021-04-06,Liverpool,18838
2021-04-07,Liverpool,10691
2021-04-08,Liverpool,7805
2021-04-09,Liverpool,6190
2021-04-01,Liverpool,11376
2021-04-11,Liverpool,8417
2021-04-12,Liverpool,7401
2021-04-13,Liverpool,8123
2021-04-14,Liverpool,16917
2021-04-15,Liverpool,10605
2021-04-16,Liverpool,7859
2021-04-17,Liverpool,7975
2021-04-18,Liverpool,11687
2021-04-19,Liverpool,34213
2021-04-02,Liverpool,32776
2021-04-21,Liverpool,29446
2021-04-22,Liverpool,12709
2021-04-23,Liverpool,10213
2021-04-24,Liverpool,12832
2021-04-25,Liverpool,11333
2021-04-26,Liverpool,9447
2021-04-27,Liverpool,8891
2021-04-28,Liverpool,8577
2021-04-29,Liverpool,8027
2021-04-03,Liverpool,6976
2021-05-01,Liverpool,7509
2021-05-02,Liverpool,12090
2021-05-03,Liverpool,9258
2021-05-04,Liverpool,9273
2021-05-05,Liverpool,10814
2021-05-06,Liverpool,10016
2021-05-07,Liverpool,8694
2021-05-08,Liverpool,13306
2021-05-09,Liverpool,10192
2021-05-01,Liverpool,9770
2021-05-11,Liverpool,10438
2021-05-12,Liverpool,10360
2021-05-13,Liverpool,15905
2021-05-14,Liverpool,14580
2021-05-15,Liverpool,12709
2021-05-16,Liverpool,21891
2021-05-17,Liverpool,15435
2021-05-18,Liverpool,12800
2021-05-19,Liverpool,18074
2021-05-02,Liverpool,18130
2021-05-21,Liverpool,11163
2021-05-22,Liverpool,10026
2021-05-23,Liverpool,22869
2021-05-24,Liverpool,19751
2021-05-25,Liverpool,14663
2021-05-26,Liverpool,15307
2021-05-27,Liverpool,13580
2021-05-28,Liverpool,16965
2021-05-29,Liverpool,20511
2021-05-03,Liverpool,18702
2021-05-31,Liverpool,13985
2021-06-01,Liverpool,12370
2021-06-02,Liverpool,10768
2021-06-03,Liverpool,11728
2021-06-04,Liverpool,8798
2021-06-05,Liverpool,8533
2020-09-12,Manchester City,11311
2020-09-13,Manchester City,9269
2020-09-14,Manchester City,8601
2020-09-15,Manchester City,7976
2020-09-16,Manchester City,7315
2020-09-17,Manchester City,7624
2020-09-18,Manchester City,8431
2020-09-19,Manchester City,9950
2020-09-02,Manchester City,10357
2020-09-21,Manchester City,18024
2020-09-22,Manchester City,10812
2020-09-23,Manchester City,7841
2020-09-24,Manchester City,10855
2020-09-25,Manchester City,9882
2020-09-26,Manchester City,8922
2020-09-27,Manchester City,19306
2020-09-28,Manchester City,16020
2020-09-29,Manchester City,13354
2020-09-03,Manchester City,16621
2020-10-01,Manchester City,10731
2020-10-02,Manchester City,7969
2020-10-03,Manchester City,13783
2020-10-04,Manchester City,9660
2020-10-05,Manchester City,9085
2020-10-06,Manchester City,10242
2020-10-07,Manchester City,7688
2020-10-08,Manchester City,6605
2020-10-09,Manchester City,5698
2020-10-01,Manchester City,5702
2020-10-11,Manchester City,6207
2020-10-12,Manchester City,5847
2020-10-13,Manchester City,5541
2020-10-14,Manchester City,5239
2020-10-15,Manchester City,5092
2020-10-16,Manchester City,5421
2020-10-17,Manchester City,11237
2020-10-18,Manchester City,6721
2020-10-19,Manchester City,6053
2020-10-02,Manchester City,6115
2020-10-21,Manchester City,8264
2020-10-22,Manchester City,6676
2020-10-23,Manchester City,5231
2020-10-24,Manchester City,9914
2020-10-25,Manchester City,5883
2020-10-26,Manchester City,5331
2020-10-27,Manchester City,7382
2020-10-28,Manchester City,6460
2020-10-29,Manchester City,5083
2020-10-03,Manchester City,4928
2020-10-31,Manchester City,8169
2020-11-01,Manchester City,5985
2020-11-02,Manchester City,5649
2020-11-03,Manchester City,7086
2020-11-04,Manchester City,5382
2020-11-05,Manchester City,5354
2020-11-06,Manchester City,4737
2020-11-07,Manchester City,5841
2020-11-08,Manchester City,12364
2020-11-09,Manchester City,5850
2020-11-01,Manchester City,4405
2020-11-11,Manchester City,4604
2020-11-12,Manchester City,4424
2020-11-13,Manchester City,4024
2020-11-14,Manchester City,4242
2020-11-15,Manchester City,4454
2020-11-16,Manchester City,4333
2020-11-17,Manchester City,4778
2020-11-18,Manchester City,5492
2020-11-19,Manchester City,6343
2020-11-02,Manchester City,5358
2020-11-21,Manchester City,10037
2020-11-22,Manchester City,6777
2020-11-23,Manchester City,5528
2020-11-24,Manchester City,5619
2020-11-25,Manchester City,7313
2020-11-26,Manchester City,5275
2020-11-27,Manchester City,4584
2020-11-28,Manchester City,7946
2020-11-29,Manchester City,6085
2020-11-03,Manchester City,5069
2020-12-01,Manchester City,5797
2020-12-02,Manchester City,5228
2020-12-03,Manchester City,4591
2020-12-04,Manchester City,4122
2020-12-05,Manchester City,7400
2020-12-06,Manchester City,5835
2020-12-07,Manchester City,5007
2020-12-08,Manchester City,5302
2020-12-09,Manchester City,6889
2020-12-01,Manchester City,5993
2020-12-11,Manchester City,5225
2020-12-12,Manchester City,10682
2020-12-13,Manchester City,5964
2020-12-14,Manchester City,6103
2020-12-15,Manchester City,7180
2020-12-16,Manchester City,5786
2020-12-17,Manchester City,4851
2020-12-18,Manchester City,4362
2020-12-19,Manchester City,6872
2020-12-02,Manchester City,5576
2020-12-21,Manchester City,5107
2020-12-22,Manchester City,8901
2020-12-23,Manchester City,7854
2020-12-24,Manchester City,5148
2020-12-25,Manchester City,4663
2020-12-26,Manchester City,8131
2020-12-27,Manchester City,7634
2020-12-28,Manchester City,6424
2020-12-29,Manchester City,5704
2020-12-03,Manchester City,5198
2020-12-31,Manchester City,4673
2021-01-01,Manchester City,5456
2021-01-02,Manchester City,6419
2021-01-03,Manchester City,16545
2021-01-04,Manchester City,8894
2021-01-05,Manchester City,10341
2021-01-06,Manchester City,18539
2021-01-07,Manchester City,10719
2021-01-08,Manchester City,8351
2021-01-09,Manchester City,7076
2021-01-01,Manchester City,8195
2021-01-11,Manchester City,6265
2021-01-12,Manchester City,6813
2021-01-13,Manchester City,8815
2021-01-14,Manchester City,6562
2021-01-15,Manchester City,5513
2021-01-16,Manchester City,6189
2021-01-17,Manchester City,11372
2021-01-18,Manchester City,8741
2021-01-19,Manchester City,6916
2021-01-02,Manchester City,9076
2021-01-21,Manchester City,7874
2021-01-22,Manchester City,7322
2021-01-23,Manchester City,11623
2021-01-24,Manchester City,7854
2021-01-25,Manchester City,7805
2021-01-26,Manchester City,9877
2021-01-27,Manchester City,10450
2021-01-28,Manchester City,8215
2021-01-29,Manchester City,6647
2021-01-03,Manchester City,10569
2021-01-31,Manchester City,8637
2021-02-01,Manchester City,7525
2021-02-02,Manchester City,8059
2021-02-03,Manchester City,11390
2021-02-04,Manchester City,10046
2021-02-05,Manchester City,7150
2021-02-06,Manchester City,8438
2021-02-07,Manchester City,25600
2021-02-08,Manchester City,15359
2021-02-09,Manchester City,9889
2021-02-01,Manchester City,11520
2021-02-11,Manchester City,9467
2021-02-12,Manchester City,7758
2021-02-13,Manchester City,17852
2021-02-14,Manchester City,13292
2021-02-15,Manchester City,9256
2021-02-16,Manchester City,9278
2021-02-17,Manchester City,12125
2021-02-18,Manchester City,11483
2021-02-19,Manchester City,8129
2021-02-02,Manchester City,9183
2021-02-21,Manchester City,17189
2021-02-22,Manchester City,9792
2021-02-23,Manchester City,8931
2021-02-24,Manchester City,14910
2021-02-25,Manchester City,12265
2021-02-26,Manchester City,8639
2021-02-27,Manchester City,16808
2021-02-28,Manchester City,12950
2021-03-01,Manchester City,10428
2021-03-02,Manchester City,15408
2021-03-03,Manchester City,14308
2021-03-04,Manchester City,10851
2021-03-05,Manchester City,10152
2021-03-06,Manchester City,10281
2021-03-07,Manchester City,21192
2021-03-08,Manchester City,10921
2021-03-09,Manchester City,7999
2021-03-01,Manchester City,11905
2021-03-11,Manchester City,9551
2021-03-12,Manchester City,7597
2021-03-13,Manchester City,11148
2021-03-14,Manchester City,10770
2021-03-15,Manchester City,8403
2021-03-16,Manchester City,11415
2021-03-17,Manchester City,11045
2021-03-18,Manchester City,8870
2021-03-19,Manchester City,9729
2021-03-02,Manchester City,12746
2021-03-21,Manchester City,11532
2021-03-22,Manchester City,8491
2021-03-23,Manchester City,7093
2021-03-24,Manchester City,7024
2021-03-25,Manchester City,7059
2021-03-26,Manchester City,5846
2021-03-27,Manchester City,5676
2021-03-28,Manchester City,5679
2021-03-29,Manchester City,10114
2021-03-03,Manchester City,14211
2021-03-31,Manchester City,9473
2021-04-01,Manchester City,7382
2021-04-02,Manchester City,7135
2021-04-03,Manchester City,12588
2021-04-04,Manchester City,9341
2021-04-05,Manchester City,8458
2021-04-06,Manchester City,14873
2021-04-07,Manchester City,12515
2021-04-08,Manchester City,8344
2021-04-09,Manchester City,6577
2021-04-01,Manchester City,11739
2021-04-11,Manchester City,8033
2021-04-12,Manchester City,7226
2021-04-13,Manchester City,8714
2021-04-14,Manchester City,21052
2021-04-15,Manchester City,21445
2021-04-16,Manchester City,11906
2021-04-17,Manchester City,17919
2021-04-18,Manchester City,13244
2021-04-19,Manchester City,24433
2021-04-02,Manchester City,25417
2021-04-21,Manchester City,19217
2021-04-22,Manchester City,12229
2021-04-23,Manchester City,10290
2021-04-24,Manchester City,10143
2021-04-25,Manchester City,34072
2021-04-26,Manchester City,23828
2021-04-27,Manchester City,14269
2021-04-28,Manchester City,33911
2021-04-29,Manchester City,23396
2021-04-03,Manchester City,10851
2021-05-01,Manchester City,17725
2021-05-02,Manchester City,14853
2021-05-03,Manchester City,12109
2021-05-04,Manchester City,57368
2021-05-05,Manchester City,60917
2021-05-06,Manchester City,28785
2021-05-07,Manchester City,17037
2021-05-08,Manchester City,25893
2021-05-09,Manchester City,18354
2021-05-01,Manchester City,12139
2021-05-11,Manchester City,37072
2021-05-12,Manchester City,37506
2021-05-13,Manchester City,18632
2021-05-14,Manchester City,24513
2021-05-15,Manchester City,24593
2021-05-16,Manchester City,16326
2021-05-17,Manchester City,14805
2021-05-18,Manchester City,18117
2021-05-19,Manchester City,14668
2021-05-02,Manchester City,14034
2021-05-21,Manchester City,12647
2021-05-22,Manchester City,12677
2021-05-23,Manchester City,34894
2021-05-24,Manchester City,30663
2021-05-25,Manchester City,17868
2021-05-26,Manchester City,17422
2021-05-27,Manchester City,16573
2021-05-28,Manchester City,20562
2021-05-29,Manchester City,91344
2021-05-03,Manchester City,43677
2021-05-31,Manchester City,27812
2021-06-01,Manchester City,21058
2021-06-02,Manchester City,14304
2021-06-03,Manchester City,11687
2021-06-04,Manchester City,10917
2021-06-05,Manchester City,9973
2020-09-12,Manchester United,18761
2020-09-13,Manchester United,16186
2020-09-14,Manchester United,14125
2020-09-15,Manchester United,13415
2020-09-16,Manchester United,12846
2020-09-17,Manchester United,13423
2020-09-18,Manchester United,15669
2020-09-19,Manchester United,25693
2020-09-02,Manchester United,18564
2020-09-21,Manchester United,14031
2020-09-22,Manchester United,16486
2020-09-23,Manchester United,15850
2020-09-24,Manchester United,12588
2020-09-25,Manchester United,11516
2020-09-26,Manchester United,16902
2020-09-27,Manchester United,12690
2020-09-28,Manchester United,12024
2020-09-29,Manchester United,12746
2020-09-03,Manchester United,15182
2020-10-01,Manchester United,14309
2020-10-02,Manchester United,12977
2020-10-03,Manchester United,16622
2020-10-04,Manchester United,38840
2020-10-05,Manchester United,62317
2020-10-06,Manchester United,84625
2020-10-07,Manchester United,36779
2020-10-08,Manchester United,20571
2020-10-09,Manchester United,15454
2020-10-01,Manchester United,13928
2020-10-11,Manchester United,13812
2020-10-12,Manchester United,13212
2020-10-13,Manchester United,12091
2020-10-14,Manchester United,10809
2020-10-15,Manchester United,10612
2020-10-16,Manchester United,10746
2020-10-17,Manchester United,17845
2020-10-18,Manchester United,15305
2020-10-19,Manchester United,14321
2020-10-02,Manchester United,23829
2020-10-21,Manchester United,20028
2020-10-22,Manchester United,12475
2020-10-23,Manchester United,11620
2020-10-24,Manchester United,17839
2020-10-25,Manchester United,11652
2020-10-26,Manchester United,10536
2020-10-27,Manchester United,10660
2020-10-28,Manchester United,15582
2020-10-29,Manchester United,16749
2020-10-03,Manchester United,12759
2020-10-31,Manchester United,16901
2020-11-01,Manchester United,22671
2020-11-02,Manchester United,20310
2020-11-03,Manchester United,12248
2020-11-04,Manchester United,13546
2020-11-05,Manchester United,13772
2020-11-06,Manchester United,11222
2020-11-07,Manchester United,17802
2020-11-08,Manchester United,13349
2020-11-09,Manchester United,9982
2020-11-01,Manchester United,8874
2020-11-11,Manchester United,8346
2020-11-12,Manchester United,8353
2020-11-13,Manchester United,7851
2020-11-14,Manchester United,7518
2020-11-15,Manchester United,7833
2020-11-16,Manchester United,7782
2020-11-17,Manchester United,7915
2020-11-18,Manchester United,7881
2020-11-19,Manchester United,7638
2020-11-02,Manchester United,7474
2020-11-21,Manchester United,12038
2020-11-22,Manchester United,11668
2020-11-23,Manchester United,9758
2020-11-24,Manchester United,12793
2020-11-25,Manchester United,12164
2020-11-26,Manchester United,9674
2020-11-27,Manchester United,9220
2020-11-28,Manchester United,9841
2020-11-29,Manchester United,18333
2020-11-03,Manchester United,13255
2020-12-01,Manchester United,10352
2020-12-02,Manchester United,13927
2020-12-03,Manchester United,10298
2020-12-04,Manchester United,8160
2020-12-05,Manchester United,14945
2020-12-06,Manchester United,14247
2020-12-07,Manchester United,11595
2020-12-08,Manchester United,17429
2020-12-09,Manchester United,19159
2020-12-01,Manchester United,14856
2020-12-11,Manchester United,13149
2020-12-12,Manchester United,20307
2020-12-13,Manchester United,12787
2020-12-14,Manchester United,15648
2020-12-15,Manchester United,11871
2020-12-16,Manchester United,13479
2020-12-17,Manchester United,14265
2020-12-18,Manchester United,11750
2020-12-19,Manchester United,11268
2020-12-02,Manchester United,21309
2020-12-21,Manchester United,15708
2020-12-22,Manchester United,12227
2020-12-23,Manchester United,15724
2020-12-24,Manchester United,12421
2020-12-25,Manchester United,9686
2020-12-26,Manchester United,18249
2020-12-27,Manchester United,12969
2020-12-28,Manchester United,11263
2020-12-29,Manchester United,16448
2020-12-03,Manchester United,15546
2020-12-31,Manchester United,18575
2021-01-01,Manchester United,25002
2021-01-02,Manchester United,20203
2021-01-03,Manchester United,15657
2021-01-04,Manchester United,17908
2021-01-05,Manchester United,18045
2021-01-06,Manchester United,19857
2021-01-07,Manchester United,16508
2021-01-08,Manchester United,17079
2021-01-09,Manchester United,16646
2021-01-01,Manchester United,13961
2021-01-11,Manchester United,12506
2021-01-12,Manchester United,18288
2021-01-13,Manchester United,21713
2021-01-14,Manchester United,14768
2021-01-15,Manchester United,15149
2021-01-16,Manchester United,15492
2021-01-17,Manchester United,25763
2021-01-18,Manchester United,13730
2021-01-19,Manchester United,12210
2021-01-02,Manchester United,15064
2021-01-21,Manchester United,15504
2021-01-22,Manchester United,14286
2021-01-23,Manchester United,14074
2021-01-24,Manchester United,26458
2021-01-25,Manchester United,22333
2021-01-26,Manchester United,16675
2021-01-27,Manchester United,19995
2021-01-28,Manchester United,14468
2021-01-29,Manchester United,12893
2021-01-03,Manchester United,18619
2021-01-31,Manchester United,13788
2021-02-01,Manchester United,13515
2021-02-02,Manchester United,23848
2021-02-03,Manchester United,25443
2021-02-04,Manchester United,17304
2021-02-05,Manchester United,14181
2021-02-06,Manchester United,21849
2021-02-07,Manchester United,17228
2021-02-08,Manchester United,26903
2021-02-09,Manchester United,21799
2021-02-01,Manchester United,14422
2021-02-11,Manchester United,11492
2021-02-12,Manchester United,10667
2021-02-13,Manchester United,12951
2021-02-14,Manchester United,15166
2021-02-15,Manchester United,10604
2021-02-16,Manchester United,11559
2021-02-17,Manchester United,11287
2021-02-18,Manchester United,14825
2021-02-19,Manchester United,13119
2021-02-02,Manchester United,12634
2021-02-21,Manchester United,20983
2021-02-22,Manchester United,16542
2021-02-23,Manchester United,13277
2021-02-24,Manchester United,13679
2021-02-25,Manchester United,16711
2021-02-26,Manchester United,15133
2021-02-27,Manchester United,13503
2021-02-28,Manchester United,19147
2021-03-01,Manchester United,13480
2021-03-02,Manchester United,12177
2021-03-03,Manchester United,15346
2021-03-04,Manchester United,13654
2021-03-05,Manchester United,11822
2021-03-06,Manchester United,12119
2021-03-07,Manchester United,26012
2021-03-08,Manchester United,17923
2021-03-09,Manchester United,14171
2021-03-01,Manchester United,16994
2021-03-11,Manchester United,21607
2021-03-12,Manchester United,14114
2021-03-13,Manchester United,12531
2021-03-14,Manchester United,17244
2021-03-15,Manchester United,13637
2021-03-16,Manchester United,12026
2021-03-17,Manchester United,11904
2021-03-18,Manchester United,17547
2021-03-19,Manchester United,17166
2021-03-02,Manchester United,13878
2021-03-21,Manchester United,19374
2021-03-22,Manchester United,13836
2021-03-23,Manchester United,11245
2021-03-24,Manchester United,11101
2021-03-25,Manchester United,10609
2021-03-26,Manchester United,9647
2021-03-27,Manchester United,9157
2021-03-28,Manchester United,8242
2021-03-29,Manchester United,9629
2021-03-03,Manchester United,9173
2021-03-31,Manchester United,9396
2021-04-01,Manchester United,8967
2021-04-02,Manchester United,8754
2021-04-03,Manchester United,10357
2021-04-04,Manchester United,14823
2021-04-05,Manchester United,13534
2021-04-06,Manchester United,12814
2021-04-07,Manchester United,11624
2021-04-08,Manchester United,16034
2021-04-09,Manchester United,11789
2021-04-01,Manchester United,12238
2021-04-11,Manchester United,20344
2021-04-12,Manchester United,16776
2021-04-13,Manchester United,13772
2021-04-14,Manchester United,13541
2021-04-15,Manchester United,17911
2021-04-16,Manchester United,15850
2021-04-17,Manchester United,13309
2021-04-18,Manchester United,23938
2021-04-19,Manchester United,53106
2021-04-02,Manchester United,58978
2021-04-21,Manchester United,42154
2021-04-22,Manchester United,23475
2021-04-23,Manchester United,18628
2021-04-24,Manchester United,18354
2021-04-25,Manchester United,21903
2021-04-26,Manchester United,16530
2021-04-27,Manchester United,15522
2021-04-28,Manchester United,16362
2021-04-29,Manchester United,24711
2021-04-03,Manchester United,22823
2021-05-01,Manchester United,14154
2021-05-02,Manchester United,62486
2021-05-03,Manchester United,39831
2021-05-04,Manchester United,27100
2021-05-05,Manchester United,28576
2021-05-06,Manchester United,27600
2021-05-07,Manchester United,23145
2021-05-08,Manchester United,18769
2021-05-09,Manchester United,26261
2021-05-01,Manchester United,20696
2021-05-11,Manchester United,29991
2021-05-12,Manchester United,24621
2021-05-13,Manchester United,23218
2021-05-14,Manchester United,18737
2021-05-15,Manchester United,20220
2021-05-16,Manchester United,16519
2021-05-17,Manchester United,15869
2021-05-18,Manchester United,21994
2021-05-19,Manchester United,17825
2021-05-02,Manchester United,16082
2021-05-21,Manchester United,14727
2021-05-22,Manchester United,14625
2021-05-23,Manchester United,26425
2021-05-24,Manchester United,25041
2021-05-25,Manchester United,23188
2021-05-26,Manchester United,61159
2021-05-27,Manchester United,38322
2021-05-28,Manchester United,19860
2021-05-29,Manchester United,32157
2021-05-03,Manchester United,32004
2021-05-31,Manchester United,21662
2021-06-01,Manchester United,17669
2021-06-02,Manchester United,15408
2021-06-03,Manchester United,13180
2021-06-04,Manchester United,13896
2021-06-05,Manchester United,13184
2020-09-12,Newcastle United,15722
2020-09-13,Newcastle United,9674
2020-09-14,Newcastle United,5686
2020-09-15,Newcastle United,5620
2020-09-16,Newcastle United,4852
2020-09-17,Newcastle United,4195
2020-09-18,Newcastle United,3960
2020-09-19,Newcastle United,4663
2020-09-02,Newcastle United,7463
2020-09-21,Newcastle United,3595
2020-09-22,Newcastle United,3265
2020-09-23,Newcastle United,4249
2020-09-24,Newcastle United,3670
2020-09-25,Newcastle United,3088
2020-09-26,Newcastle United,3343
2020-09-27,Newcastle United,8462
2020-09-28,Newcastle United,3792
2020-09-29,Newcastle United,3133
2020-09-03,Newcastle United,4994
2020-10-01,Newcastle United,3024
2020-10-02,Newcastle United,2852
2020-10-03,Newcastle United,6639
2020-10-04,Newcastle United,5123
2020-10-05,Newcastle United,4481
2020-10-06,Newcastle United,4653
2020-10-07,Newcastle United,3402
2020-10-08,Newcastle United,3042
2020-10-09,Newcastle United,2709
2020-10-01,Newcastle United,2502
2020-10-11,Newcastle United,2705
2020-10-12,Newcastle United,2641
2020-10-13,Newcastle United,2666
2020-10-14,Newcastle United,2929
2020-10-15,Newcastle United,2696
2020-10-16,Newcastle United,2932
2020-10-17,Newcastle United,7486
2020-10-18,Newcastle United,4251
2020-10-19,Newcastle United,3129
2020-10-02,Newcastle United,2744
2020-10-21,Newcastle United,2428
2020-10-22,Newcastle United,2349
2020-10-23,Newcastle United,2693
2020-10-24,Newcastle United,3173
2020-10-25,Newcastle United,6863
2020-10-26,Newcastle United,2993
2020-10-27,Newcastle United,2575
2020-10-28,Newcastle United,2252
2020-10-29,Newcastle United,2124
2020-10-03,Newcastle United,2267
2020-10-31,Newcastle United,2384
2020-11-01,Newcastle United,6011
2020-11-02,Newcastle United,2965
2020-11-03,Newcastle United,2335
2020-11-04,Newcastle United,2039
2020-11-05,Newcastle United,2488
2020-11-06,Newcastle United,3814
2020-11-07,Newcastle United,2835
2020-11-08,Newcastle United,3062
2020-11-09,Newcastle United,2354
2020-11-01,Newcastle United,2084
2020-11-11,Newcastle United,2057
2020-11-12,Newcastle United,2007
2020-11-13,Newcastle United,2047
2020-11-14,Newcastle United,1976
2020-11-15,Newcastle United,2253
2020-11-16,Newcastle United,2021
2020-11-17,Newcastle United,1952
2020-11-18,Newcastle United,2087
2020-11-19,Newcastle United,1982
2020-11-02,Newcastle United,2263
2020-11-21,Newcastle United,6489
2020-11-22,Newcastle United,2868
2020-11-23,Newcastle United,2343
2020-11-24,Newcastle United,2295
2020-11-25,Newcastle United,2003
2020-11-26,Newcastle United,1943
2020-11-27,Newcastle United,4093
2020-11-28,Newcastle United,3532
2020-11-29,Newcastle United,2585
2020-11-03,Newcastle United,2440
2020-12-01,Newcastle United,2377
2020-12-02,Newcastle United,1973
2020-12-03,Newcastle United,1758
2020-12-04,Newcastle United,1861
2020-12-05,Newcastle United,2256
2020-12-06,Newcastle United,2335
2020-12-07,Newcastle United,2391
2020-12-08,Newcastle United,2168
2020-12-09,Newcastle United,2362
2020-12-01,Newcastle United,1984
2020-12-11,Newcastle United,1973
2020-12-12,Newcastle United,4820
2020-12-13,Newcastle United,2973
2020-12-14,Newcastle United,2632
2020-12-15,Newcastle United,2412
2020-12-16,Newcastle United,3690
2020-12-17,Newcastle United,2700
2020-12-18,Newcastle United,2175
2020-12-19,Newcastle United,4223
2020-12-02,Newcastle United,2853
2020-12-21,Newcastle United,2568
2020-12-22,Newcastle United,4197
2020-12-23,Newcastle United,2919
2020-12-24,Newcastle United,2116
2020-12-25,Newcastle United,2041
2020-12-26,Newcastle United,4766
2020-12-27,Newcastle United,3750
2020-12-28,Newcastle United,2691
2020-12-29,Newcastle United,2941
2020-12-03,Newcastle United,10702
2020-12-31,Newcastle United,4217
2021-01-01,Newcastle United,2658
2021-01-02,Newcastle United,3311
2021-01-03,Newcastle United,6670
2021-01-04,Newcastle United,2872
2021-01-05,Newcastle United,2862
2021-01-06,Newcastle United,2511
2021-01-07,Newcastle United,2273
2021-01-08,Newcastle United,2555
2021-01-09,Newcastle United,7855
2021-01-01,Newcastle United,3213
2021-01-11,Newcastle United,2332
2021-01-12,Newcastle United,4543
2021-01-13,Newcastle United,3030
2021-01-14,Newcastle United,2560
2021-01-15,Newcastle United,2481
2021-01-16,Newcastle United,3204
2021-01-17,Newcastle United,3526
2021-01-18,Newcastle United,6453
2021-01-19,Newcastle United,4032
2021-01-02,Newcastle United,2551
2021-01-21,Newcastle United,2402
2021-01-22,Newcastle United,2638
2021-01-23,Newcastle United,6157
2021-01-24,Newcastle United,4063
2021-01-25,Newcastle United,3254
2021-01-26,Newcastle United,5195
2021-01-27,Newcastle United,4008
