date,club,views
2021-02-14,Tottenham Hotspur,6411
2021-02-15,Tottenham Hotspur,5394
2021-02-16,Tottenham Hotspur,5662
2021-02-17,Tottenham Hotspur,5622
2021-02-18,Tottenham Hotspur,6941
2021-02-19,Tottenham Hotspur,5860
2021-02-02,Tottenham Hotspur,6289
2021-02-21,Tottenham Hotspur,9750
2021-02-22,Tottenham Hotspur,5960
2021-02-23,Tottenham Hotspur,6017
2021-02-24,Tottenham Hotspur,10267
2021-02-25,Tottenham Hotspur,8358
2021-02-26,Tottenham Hotspur,7076
2021-02-27,Tottenham Hotspur,5973
2021-02-28,Tottenham Hotspur,12058
2021-03-01,Tottenham Hotspur,8093
2021-03-02,Tottenham Hotspur,6777
2021-03-03,Tottenham Hotspur,5909
2021-03-04,Tottenham Hotspur,7863
2021-03-05,Tottenham Hotspur,5615
2021-03-06,Tottenham Hotspur,5417
2021-03-07,Tottenham Hotspur,11996
2021-03-08,Tottenham Hotspur,9748
2021-03-09,Tottenham Hotspur,6146
2021-03-01,Tottenham Hotspur,6614
2021-03-11,Tottenham Hotspur,9935
2021-03-12,Tottenham Hotspur,7530
2021-03-13,Tottenham Hotspur,7144
2021-03-14,Tottenham Hotspur,14166
2021-03-15,Tottenham Hotspur,7918
2021-03-16,Tottenham Hotspur,6003
2021-03-17,Tottenham Hotspur,5608
2021-03-18,Tottenham Hotspur,12533
2021-03-19,Tottenham Hotspur,11833
2021-03-02,Tottenham Hotspur,7148
2021-03-21,Tottenham Hotspur,10747
2021-03-22,Tottenham Hotspur,7306
2021-03-23,Tottenham Hotspur,5860
2021-03-24,Tottenham Hotspur,5302
2021-03-25,Tottenham Hotspur,4664
2021-03-26,Tottenham Hotspur,4162
2021-03-27,Tottenham Hotspur,4619
2021-03-28,Tottenham Hotspur,5316
2021-03-29,Tottenham Hotspur,4692
2021-03-03,Tottenham Hotspur,4446
2021-03-31,Tottenham Hotspur,4737
2021-04-01,Tottenham Hotspur,4547
2021-04-02,Tottenham Hotspur,4507
2021-04-03,Tottenham Hotspur,5353
2021-04-04,Tottenham Hotspur,9776
2021-04-05,Tottenham Hotspur,6313
2021-04-06,Tottenham Hotspur,5748
2021-04-07,Tottenham Hotspur,5233
2021-04-08,Tottenham Hotspur,5400
2021-04-09,Tottenham Hotspur,4614
2021-04-01,Tottenham Hotspur,5761
2021-04-11,Tottenham Hotspur,13258
2021-04-12,Tottenham Hotspur,8312
2021-04-13,Tottenham Hotspur,6859
2021-04-14,Tottenham Hotspur,6248
2021-04-15,Tottenham Hotspur,6916
2021-04-16,Tottenham Hotspur,9516
2021-04-17,Tottenham Hotspur,8636
2021-04-18,Tottenham Hotspur,13616
2021-04-19,Tottenham Hotspur,79014
2021-04-02,Tottenham Hotspur,56619
2021-04-21,Tottenham Hotspur,41721
2021-04-22,Tottenham Hotspur,20514
2021-04-23,Tottenham Hotspur,15261
2021-04-24,Tottenham Hotspur,13529
2021-04-25,Tottenham Hotspur,36378
2021-04-26,Tottenham Hotspur,19482
2021-04-27,Tottenham Hotspur,12200
2021-04-28,Tottenham Hotspur,10237
2021-04-29,Tottenham Hotspur,8703
2021-04-03,Tottenham Hotspur,7248
2021-05-01,Tottenham Hotspur,6931
2021-05-02,Tottenham Hotspur,13354
2021-05-03,Tottenham Hotspur,10382
2021-05-04,Tottenham Hotspur,12106
2021-05-05,Tottenham Hotspur,10502
2021-05-06,Tottenham Hotspur,10293
2021-05-07,Tottenham Hotspur,8141
2021-05-08,Tottenham Hotspur,12515
2021-05-09,Tottenham Hotspur,7807
2021-05-01,Tottenham Hotspur,6844
2021-05-11,Tottenham Hotspur,7046
2021-05-12,Tottenham Hotspur,7352
2021-05-13,Tottenham Hotspur,6264
2021-05-14,Tottenham Hotspur,6265
2021-05-15,Tottenham Hotspur,9626
2021-05-16,Tottenham Hotspur,12874
2021-05-17,Tottenham Hotspur,11177
2021-05-18,Tottenham Hotspur,12614
2021-05-19,Tottenham Hotspur,13240
2021-05-02,Tottenham Hotspur,11602
2021-05-21,Tottenham Hotspur,9714
2021-05-22,Tottenham Hotspur,8461
2021-05-23,Tottenham Hotspur,16765
2021-05-24,Tottenham Hotspur,13872
2021-05-25,Tottenham Hotspur,10341
2021-05-26,Tottenham Hotspur,10886
2021-05-27,Tottenham Hotspur,12412
2021-05-28,Tottenham Hotspur,8477
2021-05-29,Tottenham Hotspur,11240
2021-05-03,Tottenham Hotspur,10366
2021-05-31,Tottenham Hotspur,8616
2021-06-01,Tottenham Hotspur,8569
2021-06-02,Tottenham Hotspur,9642
2021-06-03,Tottenham Hotspur,8482
2021-06-04,Tottenham Hotspur,8961
2021-06-05,Tottenham Hotspur,7825
2020-09-12,West Bromwich Albion,7554
2020-09-13,West Bromwich Albion,20671
2020-09-14,West Bromwich Albion,4994
2020-09-15,West Bromwich Albion,5548
2020-09-16,West Bromwich Albion,6141
2020-09-17,West Bromwich Albion,3725
2020-09-18,West Bromwich Albion,3694
2020-09-19,West Bromwich Albion,13614
2020-09-02,West Bromwich Albion,4437
2020-09-21,West Bromwich Albion,3092
2020-09-22,West Bromwich Albion,3192
2020-09-23,West Bromwich Albion,2628
2020-09-24,West Bromwich Albion,2444
2020-09-25,West Bromwich Albion,2592
2020-09-26,West Bromwich Albion,25967
2020-09-27,West Bromwich Albion,5687
2020-09-28,West Bromwich Albion,2841
2020-09-29,West Bromwich Albion,3275
2020-09-03,West Bromwich Albion,2346
2020-10-01,West Bromwich Albion,1892
2020-10-02,West Bromwich Albion,1894
2020-10-03,West Bromwich Albion,2445
2020-10-04,West Bromwich Albion,3555
2020-10-05,West Bromwich Albion,2584
2020-10-06,West Bromwich Albion,2925
2020-10-07,West Bromwich Albion,2211
2020-10-08,West Bromwich Albion,2165
2020-10-09,West Bromwich Albion,1710
2020-10-01,West Bromwich Albion,1521
2020-10-11,West Bromwich Albion,1748
2020-10-12,West Bromwich Albion,1758
2020-10-13,West Bromwich Albion,1529
2020-10-14,West Bromwich Albion,1633
2020-10-15,West Bromwich Albion,1988
2020-10-16,West Bromwich Albion,3054
2020-10-17,West Bromwich Albion,2481
2020-10-18,West Bromwich Albion,2390
2020-10-19,West Bromwich Albion,5942
2020-10-02,West Bromwich Albion,2317
2020-10-21,West Bromwich Albion,1709
2020-10-22,West Bromwich Albion,1519
2020-10-23,West Bromwich Albion,1618
2020-10-24,West Bromwich Albion,1775
2020-10-25,West Bromwich Albion,1992
2020-10-26,West Bromwich Albion,5715
2020-10-27,West Bromwich Albion,2614
2020-10-28,West Bromwich Albion,1604
2020-10-29,West Bromwich Albion,1574
2020-10-03,West Bromwich Albion,1795
2020-10-31,West Bromwich Albion,1752
2020-11-01,West Bromwich Albion,1822
2020-11-02,West Bromwich Albion,4237
2020-11-03,West Bromwich Albion,1809
2020-11-04,West Bromwich Albion,1158
2020-11-05,West Bromwich Albion,1218
2020-11-06,West Bromwich Albion,1452
2020-11-07,West Bromwich Albion,1892
2020-11-08,West Bromwich Albion,8911
2020-11-09,West Bromwich Albion,2552
2020-11-01,West Bromwich Albion,1617
2020-11-11,West Bromwich Albion,1475
2020-11-12,West Bromwich Albion,1583
2020-11-13,West Bromwich Albion,1283
2020-11-14,West Bromwich Albion,1388
2020-11-15,West Bromwich Albion,1465
2020-11-16,West Bromwich Albion,1164
2020-11-17,West Bromwich Albion,1158
2020-11-18,West Bromwich Albion,1207
2020-11-19,West Bromwich Albion,1322
2020-11-02,West Bromwich Albion,1500
2020-11-21,West Bromwich Albion,7650
2020-11-22,West Bromwich Albion,3143
2020-11-23,West Bromwich Albion,1993
2020-11-24,West Bromwich Albion,1628
2020-11-25,West Bromwich Albion,1351
2020-11-26,West Bromwich Albion,1227
2020-11-27,West Bromwich Albion,1339
2020-11-28,West Bromwich Albion,5390
2020-11-29,West Bromwich Albion,2587
2020-11-03,West Bromwich Albion,1845
2020-12-01,West Bromwich Albion,1375
2020-12-02,West Bromwich Albion,1204
2020-12-03,West Bromwich Albion,1102
2020-12-04,West Bromwich Albion,1202
2020-12-05,West Bromwich Albion,1720
2020-12-06,West Bromwich Albion,5384
2020-12-07,West Bromwich Albion,1775
2020-12-08,West Bromwich Albion,1446
2020-12-09,West Bromwich Albion,1209
2020-12-01,West Bromwich Albion,1212
2020-12-11,West Bromwich Albion,1291
2020-12-12,West Bromwich Albion,5071
2020-12-13,West Bromwich Albion,2276
2020-12-14,West Bromwich Albion,1812
2020-12-15,West Bromwich Albion,6548
2020-12-16,West Bromwich Albion,13853
2020-12-17,West Bromwich Albion,6533
2020-12-18,West Bromwich Albion,3603
2020-12-19,West Bromwich Albion,3382
2020-12-02,West Bromwich Albion,8595
2020-12-21,West Bromwich Albion,3767
2020-12-22,West Bromwich Albion,2068
2020-12-23,West Bromwich Albion,1920
2020-12-24,West Bromwich Albion,1679
2020-12-25,West Bromwich Albion,1632
2020-12-26,West Bromwich Albion,2820
2020-12-27,West Bromwich Albion,18580
2020-12-28,West Bromwich Albion,5287
2020-12-29,West Bromwich Albion,7125
2020-12-03,West Bromwich Albion,3706
2020-12-31,West Bromwich Albion,1983
2021-01-01,West Bromwich Albion,2128
2021-01-02,West Bromwich Albion,20937
2021-01-03,West Bromwich Albion,6493
2021-01-04,West Bromwich Albion,2965
2021-01-05,West Bromwich Albion,2205
2021-01-06,West Bromwich Albion,1995
2021-01-07,West Bromwich Albion,1889
2021-01-08,West Bromwich Albion,3284
2021-01-09,West Bromwich Albion,4673
2021-01-01,West Bromwich Albion,2963
2021-01-11,West Bromwich Albion,2098
2021-01-12,West Bromwich Albion,2069
2021-01-13,West Bromwich Albion,1875
2021-01-14,West Bromwich Albion,1883
2021-01-15,West Bromwich Albion,2068
2021-01-16,West Bromwich Albion,10429
2021-01-17,West Bromwich Albion,3088
2021-01-18,West Bromwich Albion,2086
2021-01-19,West Bromwich Albion,4301
2021-01-02,West Bromwich Albion,2136
2021-01-21,West Bromwich Albion,1699
2021-01-22,West Bromwich Albion,1730
2021-01-23,West Bromwich Albion,2105
2021-01-24,West Bromwich Albion,1793
2021-01-25,West Bromwich Albion,2009
2021-01-26,West Bromwich Albion,4697
2021-01-27,West Bromwich Albion,2846
2021-01-28,West Bromwich Albion,2076
2021-01-29,West Bromwich Albion,2592
2021-01-03,West Bromwich Albion,7202
2021-01-31,West Bromwich Albion,2987
2021-02-01,West Bromwich Albion,5026
2021-02-02,West Bromwich Albion,7447
2021-02-03,West Bromwich Albion,3222
2021-02-04,West Bromwich Albion,2448
2021-02-05,West Bromwich Albion,2213
2021-02-06,West Bromwich Albion,2751
2021-02-07,West Bromwich Albion,6692
2021-02-08,West Bromwich Albion,2104
2021-02-09,West Bromwich Albion,1866
2021-02-01,West Bromwich Albion,1867
2021-02-11,West Bromwich Albion,1652
2021-02-12,West Bromwich Albion,1625
2021-02-13,West Bromwich Albion,2104
2021-02-14,West Bromwich Albion,15170
2021-02-15,West Bromwich Albion,2780
2021-02-16,West Bromwich Albion,1856
2021-02-17,West Bromwich Albion,1630
2021-02-18,West Bromwich Albion,1436
2021-02-19,West Bromwich Albion,1517
2021-02-02,West Bromwich Albion,4157
2021-02-21,West Bromwich Albion,2322
2021-02-22,West Bromwich Albion,1783
2021-02-23,West Bromwich Albion,1599
2021-02-24,West Bromwich Albion,2109
2021-02-25,West Bromwich Albion,1632
2021-02-26,West Bromwich Albion,1635
2021-02-27,West Bromwich Albion,6411
2021-02-28,West Bromwich Albion,2689
2021-03-01,West Bromwich Albion,2249
2021-03-02,West Bromwich Albion,1765
2021-03-03,West Bromwich Albion,1955
2021-03-04,West Bromwich Albion,3646
2021-03-05,West Bromwich Albion,1855
2021-03-06,West Bromwich Albion,2201
2021-03-07,West Bromwich Albion,5819
2021-03-08,West Bromwich Albion,1889
2021-03-09,West Bromwich Albion,1550
2021-03-01,West Bromwich Albion,1410
2021-03-11,West Bromwich Albion,1467
2021-03-12,West Bromwich Albion,1690
2021-03-13,West Bromwich Albion,4481
2021-03-14,West Bromwich Albion,2276
2021-03-15,West Bromwich Albion,1713
2021-03-16,West Bromwich Albion,1411
2021-03-17,West Bromwich Albion,1436
2021-03-18,West Bromwich Albion,1545
2021-03-19,West Bromwich Albion,1383
2021-03-02,West Bromwich Albion,1658
2021-03-21,West Bromwich Albion,1670
2021-03-22,West Bromwich Albion,1428
2021-03-23,West Bromwich Albion,1573
2021-03-24,West Bromwich Albion,1707
2021-03-25,West Bromwich Albion,1880
2021-03-26,West Bromwich Albion,1609
2021-03-27,West Bromwich Albion,1550
2021-03-28,West Bromwich Albion,1387
2021-03-29,West Bromwich Albion,1272
2021-03-03,West Bromwich Albion,1246
2021-03-31,West Bromwich Albion,1386
2021-04-01,West Bromwich Albion,1273
2021-04-02,West Bromwich Albion,1500
2021-04-03,West Bromwich Albion,10947
2021-04-04,West Bromwich Albion,4198
2021-04-05,West Bromwich Albion,2571
2021-04-06,West Bromwich Albion,1926
2021-04-07,West Bromwich Albion,1586
2021-04-08,West Bromwich Albion,1343
2021-04-09,West Bromwich Albion,1305
2021-04-01,West Bromwich Albion,1974
2021-04-11,West Bromwich Albion,1914
2021-04-12,West Bromwich Albion,5695
2021-04-13,West Bromwich Albion,2967
2021-04-14,West Bromwich Albion,1512
2021-04-15,West Bromwich Albion,1454
2021-04-16,West Bromwich Albion,1468
2021-04-17,West Bromwich Albion,1758
2021-04-18,West Bromwich Albion,2063
2021-04-19,West Bromwich Albion,2392
2021-04-02,West Bromwich Albion,2427
2021-04-21,West Bromwich Albion,2190
2021-04-22,West Bromwich Albion,3884
2021-04-23,West Bromwich Albion,2098
2021-04-24,West Bromwich Albion,2005
2021-04-25,West Bromwich Albion,4920
2021-04-26,West Bromwich Albion,2423
2021-04-27,West Bromwich Albion,1900
2021-04-28,West Bromwich Albion,1668
2021-04-29,West Bromwich Albion,1524
2021-04-03,West Bromwich Albion,1449
2021-05-01,West Bromwich Albion,1812
2021-05-02,West Bromwich Albion,1754
2021-05-03,West Bromwich Albion,5416
2021-05-04,West Bromwich Albion,2267
2021-05-05,West Bromwich Albion,1795
2021-05-06,West Bromwich Albion,1602
2021-05-07,West Bromwich Albion,1703
2021-05-08,West Bromwich Albion,2196
2021-05-09,West Bromwich Albion,9601
2021-05-01,West Bromwich Albion,6122
2021-05-11,West Bromwich Albion,3350
2021-05-12,West Bromwich Albion,2207
2021-05-13,West Bromwich Albion,1971
2021-05-14,West Bromwich Albion,2444
2021-05-15,West Bromwich Albion,3190
2021-05-16,West Bromwich Albion,12759
2021-05-17,West Bromwich Albion,3879
2021-05-18,West Bromwich Albion,3084
2021-05-19,West Bromwich Albion,4448
2021-05-02,West Bromwich Albion,3793
2021-05-21,West Bromwich Albion,2258
2021-05-22,West Bromwich Albion,2192
2021-05-23,West Bromwich Albion,3285
2021-05-24,West Bromwich Albion,2742
2021-05-25,West Bromwich Albion,2092
2021-05-26,West Bromwich Albion,1818
2021-05-27,West Bromwich Albion,2268
2021-05-28,West Bromwich Albion,1887
2021-05-29,West Bromwich Albion,2512
2021-05-03,West Bromwich Albion,2385
2021-05-31,West Bromwich Albion,2029
2021-06-01,West Bromwich Albion,1877
2021-06-02,West Bromwich Albion,1840
2021-06-03,West Bromwich Albion,1717
2021-06-04,West Bromwich Albion,2256
2021-06-05,West Bromwich Albion,1530
2020-09-12,West Ham United,11428
2020-09-13,West Ham United,6227
2020-09-14,West Ham United,4409
2020-09-15,West Ham United,4488
2020-09-16,West Ham United,3873
2020-09-17,West Ham United,3289
2020-09-18,West Ham United,3379
2020-09-19,West Ham United,8843
2020-09-02,West Ham United,4630
2020-09-21,West Ham United,3237
2020-09-22,West Ham United,4092
2020-09-23,West Ham United,4136
2020-09-24,West Ham United,3233
2020-09-25,West Ham United,3042
2020-09-26,West Ham United,3815
2020-09-27,West Ham United,8901
2020-09-28,West Ham United,5563
2020-09-29,West Ham United,3439
2020-09-03,West Ham United,3814
2020-10-01,West Ham United,3097
2020-10-02,West Ham United,3787
2020-10-03,West Ham United,3489
2020-10-04,West Ham United,14246
2020-10-05,West Ham United,7463
2020-10-06,West Ham United,6184
2020-10-07,West Ham United,4408
2020-10-08,West Ham United,3685
2020-10-09,West Ham United,3153
2020-10-01,West Ham United,2955
2020-10-11,West Ham United,3699
2020-10-12,West Ham United,4112
2020-10-13,West Ham United,3684
2020-10-14,West Ham United,3197
2020-10-15,West Ham United,3141
2020-10-16,West Ham United,6046
2020-10-17,West Ham United,6014
2020-10-18,West Ham United,12100
2020-10-19,West Ham United,6775
2020-10-02,West Ham United,3757
2020-10-21,West Ham United,3059
2020-10-22,West Ham United,2852
2020-10-23,West Ham United,2934
2020-10-24,West Ham United,10015
2020-10-25,West Ham United,3789
2020-10-26,West Ham United,3631
2020-10-27,West Ham United,2923
2020-10-28,West Ham United,2592
2020-10-29,West Ham United,2477
2020-10-03,West Ham United,2762
2020-10-31,West Ham United,7034
2020-11-01,West Ham United,3162
2020-11-02,West Ham United,2745
2020-11-03,West Ham United,2358
2020-11-04,West Ham United,1939
2020-11-05,West Ham United,2696
2020-11-06,West Ham United,2393
2020-11-07,West Ham United,4184
2020-11-08,West Ham United,3768
2020-11-09,West Ham United,3137
2020-11-01,West Ham United,2305
2020-11-11,West Ham United,2157
2020-11-12,West Ham United,2571
2020-11-13,West Ham United,2068
2020-11-14,West Ham United,2012
2020-11-15,West Ham United,2290
2020-11-16,West Ham United,2186
2020-11-17,West Ham United,2048
2020-11-18,West Ham United,2174
2020-11-19,West Ham United,2116
2020-11-02,West Ham United,2088
2020-11-21,West Ham United,2626
2020-11-22,West Ham United,5499
2020-11-23,West Ham United,2890
2020-11-24,West Ham United,2391
2020-11-25,West Ham United,2170
2020-11-26,West Ham United,2206
2020-11-27,West Ham United,2067
2020-11-28,West Ham United,2366
2020-11-29,West Ham United,3188
2020-11-03,West Ham United,7337
2020-12-01,West Ham United,3998
2020-12-02,West Ham United,2457
2020-12-03,West Ham United,2626
2020-12-04,West Ham United,2741
2020-12-05,West Ham United,10146
2020-12-06,West Ham United,4058
2020-12-07,West Ham United,2681
2020-12-08,West Ham United,2347
2020-12-09,West Ham United,2257
2020-12-01,West Ham United,2331
2020-12-11,West Ham United,6085
2020-12-12,West Ham United,4799
2020-12-13,West Ham United,3385
2020-12-14,West Ham United,2870
2020-12-15,West Ham United,2652
2020-12-16,West Ham United,4869
2020-12-17,West Ham United,3717
2020-12-18,West Ham United,2680
2020-12-19,West Ham United,3061
2020-12-02,West Ham United,2988
2020-12-21,West Ham United,7109
2020-12-22,West Ham United,3286
2020-12-23,West Ham United,2480
2020-12-24,West Ham United,2194
2020-12-25,West Ham United,2075
2020-12-26,West Ham United,3113
2020-12-27,West Ham United,9126
2020-12-28,West Ham United,3516
2020-12-29,West Ham United,4178
2020-12-03,West Ham United,3023
2020-12-31,West Ham United,2286
2021-01-01,West Ham United,8412
2021-01-02,West Ham United,4844
2021-01-03,West Ham United,3396
2021-01-04,West Ham United,2911
2021-01-05,West Ham United,3030
2021-01-06,West Ham United,2797
2021-01-07,West Ham United,4014
2021-01-08,West Ham United,5372
2021-01-09,West Ham United,3909
2021-01-01,West Ham United,3546
2021-01-11,West Ham United,5955
2021-01-12,West Ham United,4369
2021-01-13,West Ham United,3538
2021-01-14,West Ham United,3192
2021-01-15,West Ham United,2873
2021-01-16,West Ham United,6986
2021-01-17,West Ham United,4319
2021-01-18,West Ham United,3209
2021-01-19,West Ham United,6856
2021-01-02,West Ham United,4342
2021-01-21,West Ham United,2966
2021-01-22,West Ham United,3043
2021-01-23,West Ham United,6991
2021-01-24,West Ham United,4426
2021-01-25,West Ham United,4122
2021-01-26,West Ham United,8776
2021-01-27,West Ham United,7628
2021-01-28,West Ham United,6482
2021-01-29,West Ham United,9386
2021-01-03,West Ham United,9527
2021-01-31,West Ham United,14376
2021-02-01,West Ham United,5745
2021-02-02,West Ham United,5274
2021-02-03,West Ham United,8018
2021-02-04,West Ham United,10229
2021-02-05,West Ham United,5001
2021-02-06,West Ham United,8473
2021-02-07,West Ham United,4650
2021-02-08,West Ham United,3523
2021-02-09,West Ham United,13528
2021-02-01,West Ham United,4244
2021-02-11,West Ham United,3245
2021-02-12,West Ham United,2710
2021-02-13,West Ham United,3072
2021-02-14,West Ham United,3123
2021-02-15,West Ham United,8471
2021-02-16,West Ham United,5488
2021-02-17,West Ham United,3332
2021-02-18,West Ham United,2967
2021-02-19,West Ham United,2861
2021-02-02,West Ham United,4000
2021-02-21,West Ham United,15446
2021-02-22,West Ham United,7245
2021-02-23,West Ham United,5025
2021-02-24,West Ham United,4614
2021-02-25,West Ham United,4282
2021-02-26,West Ham United,4740
2021-02-27,West Ham United,10967
2021-02-28,West Ham United,6605
2021-03-01,West Ham United,4745
2021-03-02,West Ham United,4091
2021-03-03,West Ham United,3999
2021-03-04,West Ham United,4043
2021-03-05,West Ham United,3364
2021-03-06,West Ham United,3592
2021-03-07,West Ham United,3776
2021-03-08,West Ham United,9099
2021-03-09,West Ham United,8275
2021-03-01,West Ham United,4507
2021-03-11,West Ham United,3490
2021-03-12,West Ham United,3490
2021-03-13,West Ham United,3694
2021-03-14,West Ham United,9899
2021-03-15,West Ham United,4166
2021-03-16,West Ham United,2903
2021-03-17,West Ham United,2969
2021-03-18,West Ham United,3102
2021-03-19,West Ham United,3022
2021-03-02,West Ham United,3332
2021-03-21,West Ham United,10667
2021-03-22,West Ham United,4162
2021-03-23,West Ham United,3177
2021-03-24,West Ham United,3113
2021-03-25,West Ham United,3323
2021-03-26,West Ham United,2639
2021-03-27,West Ham United,2784
2021-03-28,West Ham United,2627
2021-03-29,West Ham United,2419
2021-03-03,West Ham United,2338
2021-03-31,West Ham United,2435
2021-04-01,West Ham United,2220
2021-04-02,West Ham United,2414
2021-04-03,West Ham United,3320
2021-04-04,West Ham United,3367
2021-04-05,West Ham United,9441
2021-04-06,West Ham United,8326
2021-04-07,West Ham United,4384
2021-04-08,West Ham United,3621
2021-04-09,West Ham United,3561
2021-04-01,West Ham United,4071
2021-04-11,West Ham United,17639
2021-04-12,West Ham United,8849
2021-04-13,West Ham United,5758
2021-04-14,West Ham United,3979
2021-04-15,West Ham United,4197
2021-04-16,West Ham United,4483
2021-04-17,West Ham United,7833
2021-04-18,West Ham United,4861
2021-04-19,West Ham United,8107
2021-04-02,West Ham United,8103
2021-04-21,West Ham United,6164
2021-04-22,West Ham United,4625
2021-04-23,West Ham United,4780
2021-04-24,West Ham United,11966
2021-04-25,West Ham United,5579
2021-04-26,West Ham United,4170
2021-04-27,West Ham United,3650
2021-04-28,West Ham United,3308
2021-04-29,West Ham United,3002
2021-04-03,West Ham United,2739
2021-05-01,West Ham United,3231
2021-05-02,West Ham United,3468
2021-05-03,West Ham United,7285
2021-05-04,West Ham United,5729
2021-05-05,West Ham United,4137
2021-05-06,West Ham United,3956
2021-05-07,West Ham United,3573
2021-05-08,West Ham United,4529
2021-05-09,West Ham United,8918
2021-05-01,West Ham United,4758
2021-05-11,West Ham United,4311
2021-05-12,West Ham United,4287
2021-05-13,West Ham United,3873
2021-05-14,West Ham United,3409
2021-05-15,West Ham United,6066
2021-05-16,West Ham United,4760
2021-05-17,West Ham United,3835
2021-05-18,West Ham United,3850
2021-05-19,West Ham United,6265
2021-05-02,West Ham United,6596
2021-05-21,West Ham United,3994
2021-05-22,West Ham United,3612
2021-05-23,West Ham United,9671
2021-05-24,West Ham United,7844
2021-05-25,West Ham United,5114
2021-05-26,West Ham United,4520
2021-05-27,West Ham United,4086
2021-05-28,West Ham United,3771
2021-05-29,West Ham United,5173
2021-05-03,West Ham United,4489
2021-05-31,West Ham United,3992
2021-06-01,West Ham United,4562
2021-06-02,West Ham United,3964
2021-06-03,West Ham United,3308
2021-06-04,West Ham United,3751
2021-06-05,West Ham United,3175
2020-09-12,Wolverhampton Wanderers,7669
2020-09-13,Wolverhampton Wanderers,6468
2020-09-14,Wolverhampton Wanderers,17439
2020-09-15,Wolverhampton Wanderers,9512
2020-09-16,Wolverhampton Wanderers,6066
2020-09-17,Wolverhampton Wanderers,5826
2020-09-18,Wolverhampton Wanderers,18164
2020-09-19,Wolverhampton Wanderers,19194
2020-09-02,Wolverhampton Wanderers,15149
2020-09-21,Wolverhampton Wanderers,21677
2020-09-22,Wolverhampton Wanderers,10796
2020-09-23,Wolverhampton Wanderers,32889
2020-09-24,Wolverhampton Wanderers,12597
2020-09-25,Wolverhampton Wanderers,7114
2020-09-26,Wolverhampton Wanderers,6476
2020-09-27,Wolverhampton Wanderers,9793
2020-09-28,Wolverhampton Wanderers,6252
2020-09-29,Wolverhampton Wanderers,4789
2020-09-03,Wolverhampton Wanderers,3683
2020-10-01,Wolverhampton Wanderers,3479
2020-10-02,Wolverhampton Wanderers,3920
2020-10-03,Wolverhampton Wanderers,4393
2020-10-04,Wolverhampton Wanderers,8117
2020-10-05,Wolverhampton Wanderers,5773
2020-10-06,Wolverhampton Wanderers,5058
2020-10-07,Wolverhampton Wanderers,4437
2020-10-08,Wolverhampton Wanderers,4654
2020-10-09,Wolverhampton Wanderers,3911
2020-10-01,Wolverhampton Wanderers,3241
2020-10-11,Wolverhampton Wanderers,3691
2020-10-12,Wolverhampton Wanderers,2877
2020-10-13,Wolverhampton Wanderers,3134
2020-10-14,Wolverhampton Wanderers,3207
2020-10-15,Wolverhampton Wanderers,3104
2020-10-16,Wolverhampton Wanderers,3032
2020-10-17,Wolverhampton Wanderers,3376
2020-10-18,Wolverhampton Wanderers,3205
2020-10-19,Wolverhampton Wanderers,12744
2020-10-02,Wolverhampton Wanderers,7317
2020-10-21,Wolverhampton Wanderers,3456
2020-10-22,Wolverhampton Wanderers,3080
2020-10-23,Wolverhampton Wanderers,2855
2020-10-24,Wolverhampton Wanderers,3165
2020-10-25,Wolverhampton Wanderers,10884
2020-10-26,Wolverhampton Wanderers,3667
2020-10-27,Wolverhampton Wanderers,2938
2020-10-28,Wolverhampton Wanderers,2545
2020-10-29,Wolverhampton Wanderers,2418
2020-10-03,Wolverhampton Wanderers,9084
2020-10-31,Wolverhampton Wanderers,7273
2020-11-01,Wolverhampton Wanderers,4326
2020-11-02,Wolverhampton Wanderers,3376
2020-11-03,Wolverhampton Wanderers,5132
2020-11-04,Wolverhampton Wanderers,4443
2020-11-05,Wolverhampton Wanderers,3613
2020-11-06,Wolverhampton Wanderers,3118
2020-11-07,Wolverhampton Wanderers,3178
2020-11-08,Wolverhampton Wanderers,7857
2020-11-09,Wolverhampton Wanderers,4131
2020-11-01,Wolverhampton Wanderers,3011
2020-11-11,Wolverhampton Wanderers,2913
2020-11-12,Wolverhampton Wanderers,3071
2020-11-13,Wolverhampton Wanderers,2568
2020-11-14,Wolverhampton Wanderers,2756
2020-11-15,Wolverhampton Wanderers,2406
2020-11-16,Wolverhampton Wanderers,2347
2020-11-17,Wolverhampton Wanderers,2393
2020-11-18,Wolverhampton Wanderers,2374
2020-11-19,Wolverhampton Wanderers,1887
2020-11-02,Wolverhampton Wanderers,1857
2020-11-21,Wolverhampton Wanderers,2296
2020-11-22,Wolverhampton Wanderers,2949
2020-11-23,Wolverhampton Wanderers,6951
2020-11-24,Wolverhampton Wanderers,3049
2020-11-25,Wolverhampton Wanderers,2358
2020-11-26,Wolverhampton Wanderers,1753
2020-11-27,Wolverhampton Wanderers,1975
2020-11-28,Wolverhampton Wanderers,2792
2020-11-29,Wolverhampton Wanderers,12198
2020-11-03,Wolverhampton Wanderers,7205
2020-12-01,Wolverhampton Wanderers,3352
2020-12-02,Wolverhampton Wanderers,2574
2020-12-03,Wolverhampton Wanderers,2392
2020-12-04,Wolverhampton Wanderers,2648
2020-12-05,Wolverhampton Wanderers,2869
2020-12-06,Wolverhampton Wanderers,8569
2020-12-07,Wolverhampton Wanderers,3526
2020-12-08,Wolverhampton Wanderers,2286
