Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,Matches,squad_id,season,xG,npxG,xAG,npxG+xAG,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1
Gareth Evans,eng ENG,DF,19.0,1,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,5bfb9659,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Holland,ie IRL,MF,26.0,38,38,3379.0,37.5,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.08,0.13,0.21,0.08,0.21,Matches,b74092de,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Richard Wright,eng ENG,GK,22.0,36,36,3240.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,b74092de,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hermann Hreiðarsson,is ISL,DF,26.0,36,35,3109.0,34.5,1.0,4.0,1.0,0.0,0.0,3.0,0.0,0.03,0.12,0.14,0.03,0.14,Matches,b74092de,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jermaine Wright,eng ENG,"DF,MF",24.0,37,35,2875.0,31.9,2.0,3.0,2.0,0.0,0.0,1.0,0.0,0.06,0.09,0.16,0.06,0.16,Matches,b74092de,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus Stewart,eng ENG,FW,27.0,34,33,2750.0,30.6,19.0,4.0,17.0,2.0,2.0,2.0,1.0,0.62,0.13,0.75,0.56,0.69,Matches,b74092de,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jim Magilton,nir NIR,"DF,MF",31.0,33,32,2830.0,31.4,1.0,5.0,0.0,1.0,1.0,1.0,0.0,0.03,0.16,0.19,0.0,0.16,Matches,b74092de,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Makin,eng ENG,DF,27.0,31,30,2760.0,30.7,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.1,0.1,0.0,0.1,Matches,b74092de,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamie Clapham,eng ENG,DF,24.0,35,28,2570.0,28.6,2.0,3.0,2.0,0.0,0.0,2.0,0.0,0.07,0.11,0.18,0.07,0.18,Matches,b74092de,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fabian Wilnis,nl NED,DF,29.0,29,27,2273.0,25.3,2.0,3.0,2.0,0.0,0.0,7.0,0.0,0.08,0.12,0.2,0.08,0.2,Matches,b74092de,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John McGreal,eng ENG,DF,28.0,28,25,2275.0,25.3,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.04,0.0,0.04,0.04,0.04,Matches,b74092de,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Titus Bramble,eng ENG,DF,19.0,26,23,2133.0,23.7,1.0,0.0,1.0,0.0,0.0,7.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,b74092de,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Venus,eng ENG,DF,33.0,25,23,2059.0,22.9,3.0,0.0,3.0,0.0,0.0,4.0,0.0,0.13,0.0,0.13,0.13,0.13,Matches,b74092de,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Scowcroft,eng ENG,FW,24.0,34,22,2178.0,24.2,4.0,3.0,4.0,0.0,0.0,1.0,0.0,0.17,0.12,0.29,0.17,0.29,Matches,b74092de,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alun Armstrong,eng ENG,FW,25.0,21,15,1486.0,16.5,8.0,2.0,8.0,0.0,0.0,0.0,0.0,0.48,0.12,0.61,0.48,0.61,Matches,b74092de,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martijn Reuser,nl NED,MF,25.0,26,13,1277.0,14.2,6.0,2.0,6.0,0.0,0.0,1.0,0.0,0.42,0.14,0.56,0.42,0.56,Matches,b74092de,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Johnson,jm JAM,FW,23.0,14,6,608.0,6.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,Matches,b74092de,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gary Croft,eng ENG,DF,26.0,8,6,484.0,5.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,b74092de,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Richard Naylor,eng ENG,"DF,FW",23.0,13,5,548.0,6.1,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.33,0.49,0.82,0.33,0.82,Matches,b74092de,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Burchill,sct SCO,FW,19.0,7,2,219.0,2.4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.41,0.41,0.82,0.41,0.82,Matches,b74092de,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keith Branagan,ie IRL,GK,34.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,b74092de,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Scales,eng ENG,DF,34.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,b74092de,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wayne Brown,eng ENG,DF,22.0,4,0,84.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,b74092de,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nabil Abidallah,nl NED,MF,17.0,2,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,b74092de,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jimmy Floyd Hasselbaink,nl NED,FW,28.0,35,35,2939.0,32.7,23.0,9.0,19.0,4.0,4.0,6.0,1.0,0.7,0.28,0.98,0.58,0.86,Matches,cff3d9bb,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dennis Wise,eng ENG,MF,33.0,35,34,3151.0,35.0,3.0,4.0,3.0,0.0,0.0,9.0,0.0,0.09,0.11,0.2,0.09,0.2,Matches,cff3d9bb,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcel Desailly,fr FRA,"DF,MF",31.0,34,34,3000.0,33.3,2.0,1.0,2.0,0.0,0.0,10.0,0.0,0.06,0.03,0.09,0.06,0.09,Matches,cff3d9bb,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario Melchiot,nl NED,DF,23.0,31,27,2429.0,27.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.11,0.11,0.0,0.11,Matches,cff3d9bb,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gianfranco Zola,it ITA,FW,34.0,31,26,2611.0,29.0,9.0,4.0,9.0,0.0,0.0,1.0,0.0,0.31,0.14,0.45,0.31,0.45,Matches,cff3d9bb,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samuele Dalla Bona,it ITA,MF,19.0,29,26,2255.0,25.1,2.0,3.0,2.0,0.0,0.0,8.0,0.0,0.08,0.12,0.2,0.08,0.2,Matches,cff3d9bb,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlo Cudicini,it ITA,GK,26.0,24,23,2115.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cff3d9bb,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frank Leboeuf,fr FRA,DF,32.0,25,23,1998.0,22.2,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,cff3d9bb,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gus Poyet,uy URU,MF,32.0,30,22,2017.0,22.4,11.0,7.0,11.0,0.0,0.0,3.0,0.0,0.49,0.31,0.8,0.49,0.8,Matches,cff3d9bb,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Terry,eng ENG,DF,19.0,22,19,1767.0,19.6,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,cff3d9bb,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Celestine Babayaro,ng NGA,"DF,MF",21.0,24,19,1653.0,18.4,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.27,0.27,0.0,0.27,Matches,cff3d9bb,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Graeme Le Saux,eng ENG,DF,31.0,20,18,1537.0,17.1,0.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.12,0.12,0.0,0.12,Matches,cff3d9bb,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eiður Guðjohnsen,is ISL,"FW,MF",21.0,30,17,1568.0,17.4,10.0,6.0,10.0,0.0,0.0,0.0,0.0,0.57,0.34,0.92,0.57,0.92,Matches,cff3d9bb,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ed de Goey,nl NED,GK,33.0,15,15,1305.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cff3d9bb,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jody Morris,eng ENG,MF,21.0,21,13,1334.0,14.8,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cff3d9bb,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albert Ferrer,es ESP,DF,30.0,14,12,997.0,11.1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cff3d9bb,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario Stanić,hr CRO,"FW,MF",28.0,12,8,563.0,6.3,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.32,0.16,0.48,0.32,0.48,Matches,cff3d9bb,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slaviša Jokanović,rs SRB,MF,31.0,19,7,761.0,8.5,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches,cff3d9bb,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Panucci,it ITA,DF,27.0,8,7,657.0,7.3,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cff3d9bb,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roberto Di Matteo,it ITA,MF,30.0,7,7,630.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches,cff3d9bb,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jesper Grønkjær,dk DEN,"FW,MF",22.0,14,6,657.0,7.3,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.14,0.14,0.27,0.14,0.27,Matches,cff3d9bb,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jon Harley,eng ENG,DF,20.0,10,6,518.0,5.8,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.17,0.17,0.0,0.17,Matches,cff3d9bb,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tore André Flo,no NOR,FW,27.0,14,5,707.0,7.9,3.0,3.0,3.0,0.0,0.0,1.0,0.0,0.38,0.38,0.76,0.38,0.76,Matches,cff3d9bb,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Winston Bogarde,nl NED,DF,29.0,9,2,317.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cff3d9bb,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rati Aleksidze,ge GEO,FW,21.0,2,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cff3d9bb,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bernard Lambourde,fr FRA,DF,29.0,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cff3d9bb,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Gray,eng ENG,"DF,MF",25.0,36,36,3218.0,35.8,1.0,2.0,1.0,0.0,0.0,5.0,1.0,0.03,0.06,0.08,0.03,0.08,Matches,8ef52968,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Phillips,eng ENG,FW,27.0,34,34,3057.0,34.0,14.0,4.0,12.0,2.0,4.0,10.0,0.0,0.41,0.12,0.53,0.35,0.47,Matches,8ef52968,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Sørensen,dk DEN,GK,24.0,34,34,3018.0,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,8ef52968,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jody Craddock,eng ENG,"DF,MF",25.0,34,33,2973.0,33.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,8ef52968,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niall Quinn,ie IRL,FW,33.0,34,32,2591.0,28.8,7.0,2.0,7.0,0.0,0.0,5.0,0.0,0.24,0.07,0.31,0.24,0.31,Matches,8ef52968,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emerson Thome,br BRA,DF,28.0,32,31,2796.0,31.1,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,8ef52968,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Don Hutchison,sct SCO,MF,29.0,32,30,2693.0,29.9,8.0,6.0,8.0,0.0,0.0,11.0,1.0,0.27,0.2,0.47,0.27,0.47,Matches,8ef52968,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Kilbane,ie IRL,"DF,MF",23.0,30,26,2353.0,26.1,4.0,2.0,4.0,0.0,0.0,2.0,1.0,0.15,0.08,0.23,0.15,0.23,Matches,8ef52968,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julio Arca,ar ARG,"DF,MF",19.0,27,26,2145.0,23.8,2.0,4.0,2.0,0.0,0.0,5.0,0.0,0.08,0.17,0.25,0.08,0.25,Matches,8ef52968,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gavin McCann,eng ENG,MF,22.0,22,22,1931.0,21.5,3.0,3.0,3.0,0.0,0.0,4.0,0.0,0.14,0.14,0.28,0.14,0.28,Matches,8ef52968,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darren Williams,eng ENG,DF,23.0,28,21,2032.0,22.6,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,8ef52968,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Rae,sct SCO,MF,30.0,18,18,1604.0,17.8,2.0,3.0,2.0,0.0,0.0,2.0,1.0,0.11,0.17,0.28,0.11,0.28,Matches,8ef52968,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stefan Schwarz,se SWE,"DF,MF",31.0,20,17,1467.0,16.3,1.0,3.0,1.0,0.0,0.0,4.0,0.0,0.06,0.18,0.25,0.06,0.25,Matches,8ef52968,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stanislav Varga,sk SVK,DF,27.0,12,9,811.0,9.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.11,0.0,0.11,0.11,0.11,Matches,8ef52968,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrice Carteron,fr FRA,DF,30.0,8,8,720.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.12,0.25,0.12,0.25,Matches,8ef52968,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darren Holloway,eng ENG,DF,22.0,5,5,400.0,4.4,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,8ef52968,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jürgen Macho,at AUT,GK,22.0,5,4,402.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,8ef52968,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul Butler,ie IRL,DF,27.0,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,8ef52968,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul Thirlwell,eng ENG,MF,21.0,5,3,227.0,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,8ef52968,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Dichio,eng ENG,FW,25.0,15,2,390.0,4.3,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.23,0.23,0.46,0.23,0.46,Matches,8ef52968,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Oster,wls WAL,MF,21.0,8,2,262.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,8ef52968,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Éric Roy,fr FRA,MF,32.0,3,1,149.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,8ef52968,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George McCartney,nir NIR,DF,19.0,2,1,105.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,8ef52968,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Kyle,sct SCO,FW,19.0,3,0,59.0,0.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,1.53,0.0,1.53,Matches,8ef52968,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Butler,ie IRL,MF,19.0,4,0,46.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,8ef52968,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve Bould,eng ENG,DF,37.0,1,0,44.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,8ef52968,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Reddy,ie IRL,FW,20.0,2,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,8ef52968,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David James,eng ENG,GK,29.0,38,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,8602292d,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul Merson,eng ENG,"FW,MF",32.0,38,38,3364.0,37.4,6.0,6.0,6.0,0.0,0.0,2.0,0.0,0.16,0.16,0.32,0.16,0.32,Matches,8602292d,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alan Wright,eng ENG,DF,28.0,36,35,3113.0,34.6,1.0,4.0,1.0,0.0,0.0,3.0,0.0,0.03,0.12,0.14,0.03,0.14,Matches,8602292d,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alpay Özalan,tr TUR,DF,27.0,33,33,2855.0,31.7,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,8602292d,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve Stone,eng ENG,MF,28.0,34,33,2780.0,30.9,2.0,2.0,2.0,0.0,0.0,8.0,0.0,0.06,0.06,0.13,0.06,0.13,Matches,8602292d,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gareth Southgate,eng ENG,DF,29.0,31,31,2663.0,29.6,2.0,1.0,2.0,0.0,0.0,6.0,0.0,0.07,0.03,0.1,0.07,0.1,Matches,8602292d,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dion Dublin,eng ENG,"DF,FW",31.0,33,29,2640.0,29.3,8.0,4.0,7.0,1.0,1.0,2.0,0.0,0.27,0.14,0.41,0.24,0.37,Matches,8602292d,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George Boateng,nl NED,MF,24.0,33,29,2558.0,28.4,1.0,0.0,1.0,0.0,0.0,9.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,8602292d,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gareth Barry,eng ENG,MF,19.0,30,29,2501.0,27.8,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,8602292d,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee Hendrie,eng ENG,MF,23.0,32,27,2472.0,27.5,6.0,5.0,6.0,0.0,0.0,3.0,2.0,0.22,0.18,0.4,0.22,0.4,Matches,8602292d,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ian Taylor,eng ENG,MF,32.0,29,25,2202.0,24.5,4.0,2.0,4.0,0.0,0.0,3.0,1.0,0.16,0.08,0.25,0.16,0.25,Matches,8602292d,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Ginola,fr FRA,"FW,MF",33.0,26,14,1298.0,14.4,3.0,4.0,3.0,0.0,0.0,7.0,0.0,0.21,0.28,0.49,0.21,0.49,Matches,8602292d,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve Staunton,ie IRL,"DF,MF",31.0,14,13,1113.0,12.4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.16,Matches,8602292d,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Delaney,wls WAL,DF,24.0,19,12,1340.0,14.9,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,8602292d,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julian Joachim,eng ENG,FW,25.0,20,11,1190.0,13.2,7.0,1.0,7.0,0.0,0.0,0.0,0.0,0.53,0.08,0.61,0.53,0.61,Matches,8602292d,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Pablo Ángel,co COL,FW,24.0,11,9,516.0,5.7,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.17,0.17,0.35,0.17,0.35,Matches,8602292d,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darius Vassell,eng ENG,"FW,MF",20.0,22,5,793.0,8.8,4.0,1.0,4.0,0.0,0.0,2.0,0.0,0.45,0.11,0.57,0.45,0.57,Matches,8602292d,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gilles De Bilde,be BEL,FW,29.0,4,4,303.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,8602292d,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luc Nilis,be BEL,FW,33.0,3,3,167.0,1.9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.54,0.0,0.54,0.54,0.54,Matches,8602292d,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ugo Ehiogu,eng ENG,DF,27.0,2,1,152.0,1.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,8602292d,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jlloyd Samuel,tt TRI,"DF,MF",19.0,3,1,102.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,8602292d,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John McGrath,ie IRL,MF,20.0,2,0,46.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,8602292d,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Hitzlsperger,de GER,MF,18.0,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,8602292d,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claus Jensen,dk DEN,MF,23.0,38,37,3174.0,35.3,5.0,3.0,4.0,1.0,1.0,0.0,0.0,0.14,0.09,0.23,0.11,0.2,Matches,7a8db6d4,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Graham Stuart,eng ENG,"FW,MF",29.0,35,33,2939.0,32.7,5.0,8.0,3.0,2.0,2.0,7.0,0.0,0.15,0.24,0.4,0.09,0.34,Matches,7a8db6d4,2000-2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
