,locationID,name,address,city,waitTime
196,14316,El Camino Real Charter High School,5440 Valley Circle Blvd,Woodland Hills,8
195,2636,El Camino High School,14625 Keese Dr,Whittier,8
194,1377,El Camino Community College,16007 Crenshaw Blvd,Torrance,8
160,1855,Daniel Webster Middle School,11330 Graham Pl,Los Angeles,8
59,13159,Blair High School,1201 S Marengo Ave,Pasadena,8
157,3747,Dae Hueng Korean Presbyterian Church,15411 S Figueroa St,Gardena,8
111,9373,Century Villages at Cabrillo,2001 River Ave,Long Beach,8
86,11749,Calvary Chapel Golden Springs,22324 Golden Springs Dr,Diamond Bar,8
87,2901,Calvary Grace Church,2520 Peck Rd,Monrovia,8
88,8226,Cameron Park Community Center,1305 E Cameron Ave,West Covina,8
121,4763,Christ The Good Shepherd Chr,3303 W Vernon Ave,Los Angeles,8
89,14527,Canoga Park High School,6850 Topanga Canyon Blvd,Canoga Park,8
119,14009,Chimbole Cultural Center,38350 Sierra Hwy,Palmdale,8
90,14279,Canyon Center,19361 Soledad Canyon Rd,Santa Clarita,8
91,6448,Canyon Club Dinner Theater,28912 Roadside Dr,Agoura Hills,8
116,4147,Charles Kim Elementary School,225 S Oxford Ave,Los Angeles,8
115,11750,Chaparral Middle School,1405 Spruce Tree Dr,Diamond Bar,8
114,3347,Cesar E Chavez Park,401 Golden Ave,Long Beach,8
113,14285,Cesar Chavez Elementary School,12110 Walnut St,Norwalk,8
92,11732,Caravalho Santa Clarita Sports Complex,20870 Centre Pointe Pkwy,Santa Clarita,8
112,14155,Cesar Chavez Alternative School,12501 Wilmington Ave,Compton,8
110,14671,Centro de Vida Victoriosa AG,715 Brady Ave,Los Angeles,8
60,1803,Blandford Elementary School,2601 Blandford Dr,Rowland Heights,8
109,14054,Central Lutheran Church,6425 Tyrone Ave,Van Nuys,8
108,14153,Central City Neighborhood Partners,501 S Bixel St,Los Angeles,8
107,10606,Centinela Elementary School,1123 N Marlborough Ave,Inglewood,8
106,12561,Center of Hope,9550 Crenshaw Blvd,Inglewood,8
105,471,Cathy Hensel Youth Center,236 George Hensel Dr,Montebello,8
104,13988,Catalina Casino,1 Casino Way,Avalon,8
102,6404,Castelar Elementary School,840 Yale St,Los Angeles,8
101,13913,Castaic Sports Complex,31230 Castaic Rd,Castaic,8
100,7524,Castaic Middle School,28900 Hillcrest Pkwy,Castaic,8
99,14282,Carver Elementary School,1425 E 120th St,Los Angeles,8
98,4240,Carson High School,22328 S Main St,Carson,8
97,14151,Carson Civic Center,801 E Carson St,Carson,8
96,10949,Carpenters Local Union 562,341 E Wardlow Rd,Long Beach,8
95,6131,Carmenita Middle School,13435 166th St,Cerritos,8
122,14292,Christ the King School,617 N Arden Blvd,Los Angeles,8
123,8268,Christian Life Church,3400 Pacific Ave,Long Beach,8
124,14522,Christian Science Church-Malibu,28635 Pacific Coast Hwy,Malibu,8
125,13842,Citizens of Zion Missionary Church,12930 S Lime Ave,Los Angeles,8
156,7153,D D Johnston Elementary School,13421 Fairford Ave,Norwalk,8
62,13837,Bob Hope Patriotic Hall,1816 S Figueroa St,Los Angeles,8
153,14198,Culver City Julian Dixon Library,4975 Overland Ave,Culver City,8
65,13193,Bradley Multi Purpose Room,10957 S Central Ave,Los Angeles,8
67,13838,Brenda Villa Aquatic Center,5600 Harbor St,Commerce,8
68,2530,Bret Harte Middle School,9301 S Hoover St,Los Angeles,8
70,2262,Brightwood Elementary School,1701 Brightwood St,Monterey Park,8
149,11729,Crenshaw High School,5010 11th Ave,Los Angeles,8
146,14235,Courtyard Thousand Oaks - Agoura Hills,29505 Agoura Rd,Agoura Hills,8
71,7358,Brockton Avenue Elementary School,1309 Armacost Ave,Los Angeles,8
144,14301,Corvallis Middle School,11032 Leffingwell Rd,Norwalk,8
143,5340,Cortez Park Community and Senior Center,2501 E Cortez St,West Covina,8
72,14149,Bud Carson Middle School,13838 Yukon Ave,Hawthorne,8
141,14653,Coolidge Elementary School,421 N Mission Dr,San Gabriel,8
140,14060,Compton College,1111 E Artesia Blvd,Compton,8
139,12880,Community Church of Los Angeles,10611 S Hoover St,Los Angeles,8
138,14660,Community Christian Church,10193 Tujunga Canyon Blvd,Tujunga,8
74,14274,Burbank High School,902 N 3rd St,Burbank,8
135,14059,Columbia College Hollywood,18618 W Oxnard St,Tarzana,8
77,5943,Cabrillo Avenue Elementary School,732 S Cabrillo Ave,San Pedro,8
78,8627,Cabrillo High School,2001 Santa Fe Ave,Long Beach,8
79,3820,Cahuenga Elementary School,220 S Hobart Blvd,Los Angeles,8
80,14520,"Cal State Poly University, Pomona",3801 W Temple Ave,Pomona,8
81,14052,"Cal State University, Dominguez Hills",1000 E Victoria St,Carson,8
129,11527,Clark Building,861 Valley Dr,Hermosa Beach,8
83,13799,"Cal State University, Los Angeles",5151 State University Dr,Los Angeles,8
127,6805,Claremont Center for Spiritual Living,509 S College Ave,Claremont,8
85,14051,CalArts,24700 McBean Pkwy,Valencia,8
126,9145,City of Refuge,14527 San Pedro St,Gardena,8
219,7674,Estelle Van Meter Multi-Purpose Center,7600 S Avalon Blvd,Los Angeles,8
94,10948,Carmelitos Community Center,851 Via Carmelitos,Long Beach,8
29,14260,Athens Park,12603 S Broadway,Los Angeles,8
268,4774,Good Shepherd MBC of LA,510 W 53rd St,Los Angeles,8
276,11483,Grant Elementary School,2368 Pearl St,Santa Monica,8
308,14188,Holy Angels Church of the Deaf,4433 S Santa Fe Ave,Vernon,8
275,14180,Grandview College Preparatory Academy,795 Grandview Ln S,La Puente,8
274,1443,Grand Central Market,317 S Broadway,Los Angeles,8
6,13156,ACF Beshir Mardirossian Youth Center,75 E Santa Anita Ave,Burbank,8
5,14597,Abraham Lincoln High School,3501 N Broadway,Los Angeles,8
311,14569,Hot and Cool Cafe,4331 Degnan Blvd,Los Angeles,8
272,3275,Grace United Methodist Church,4112 W Slauson Ave,Los Angeles,8
312,14189,Hotel Figueroa,939 S Figueroa St,Los Angeles,8
17,14255,Alvarado Intermediate School,1901 Desire Ave,Rowland Heights,8
269,14544,Goodwill Community Enrichment Center,3150 N San Fernando Rd,Los Angeles,8
18,14142,Amargosa Creek Middle School,44333 27th Street West,Lancaster,8
7,13199,Acton Elementary School,32248 Crown Valley Rd,Acton,8
266,2225,Glendora United Methodist Church,201 E Bennett Ave,Glendora,8
265,14179,Glendale Youth Center,211 W Chestnut St,Glendale,8
264,14598,Glendale Police Department,131 N Isabel St,Glendale,8
314,14367,Huerta Elementary School,15415 Pioneer Blvd,Norwalk,8
4,14139,A V Fair and Event Center,2551 West Avenue H,Lancaster,8
261,12401,Glendale Church of Christ,2021 W Glenoaks Blvd,Glendale,8
260,14342,Glen Oak Elementary School,1000 N Sunflower Ave,Covina,8
295,14358,Higher Vision Church,28776 The Old Rd,Valencia,8
258,554,Glassell Park Recreation Center,3650 Verdugo Rd,Los Angeles,8
257,14176,Gidley Elementary School,10226 Lower Azusa Rd,El Monte,8
19,1760,American Gold Star Manor,3021 N Gold Star Dr,Long Beach,8
307,2719,Hollywood Recreation Center,1122 Cole Ave,Los Angeles,8
278,6908,Gratts Elementary School,309 Lucas Ave,Los Angeles,8
255,10747,George Nakano Theater,3301 Torrance Blvd,Torrance,8
287,6932,Harrison Elementary School,3529 City Terrace Dr,Los Angeles,8
293,14183,Hermosa Valley School,1645 Valley Dr,Hermosa Beach,8
292,2666,Hermosa Beach Community Center,710 Pier Ave,Hermosa Beach,8
296,14185,Hillcrest Elementary School,795 Pepper St,Monterey Park,8
14,13181,Alondra Community Regional Park,3535 Redondo Beach  Blvd,Torrance,8
297,14363,Hillview Middle School,40525 Peonza Ln,Palmdale,8
298,14187,Hilton LA North/Glendale & Exec Ctr,100 West Glenoaks Blvd,Glendale,8
299,5384,Hollingworth Elementary School,3003 E Hollingworth St,Los Angeles,8
289,14077,Hawthorne High School,4859 W El Segundo Blvd,Hawthorne,8
300,12309,Hollydale Community Center,12221 Industrial Ave,South Gate,8
12,14253,Alcott Elementary School,1600 S Towne Ave,Pomona,8
288,5777,Haskell STEM Academy,11525 Del Amo Blvd,Cerritos,8
286,463,Hammer Museum,10899 Wilshire Blvd,Los Angeles,8
9,14157,Adat Ari El,12020 Burbank Blvd,Valley Village,8
285,14354,Hamilton Adult School,2606 W 182nd St,Torrance,8
302,9023,Hollywood Hotel,1160 N Vermont Ave,Los Angeles,8
284,13031,Hacienda Park,1885 Hacienda Rd,La Habra Heights,8
303,14079,Hollywood Palladium,6215 Sunset Blvd,Los Angeles,8
10,14140,Agoura Hills/Calabasas Community Center,27040 Malibu Hills Rd,Calabasas,8
305,13796,Hollywood Park,1000 S Prairie Ave,Inglewood,8
282,782,Hacienda - La Puente USD Office,15959 E Gale Ave,City of Industry,8
281,11801,H&H Jivalagian Youth Center,2242 E Foothill Blvd,Pasadena,8
280,14245,Great Commission Worship Center,8644 East Avenue T,Littlerock,8
306,14555,Hollywood Production Center,121 W Lexington Dr,Los Angeles,8
279,14349,Grazide Elementary School,2850 Leopold Ave,Hacienda Heights,8
256,10323,George Washington Prep High School,10860 South Denker Ave,Los Angeles,8
259,14341,Glen A Wilson High School,16455 Wedgeworth Dr,Hacienda Heights,8
237,212,Founders Hall,200 Civic Center Way,Calabasas,8
240,14611,Four Seasons Westlake Village,2 Dole Dr,Westlake Village,8
238,14516,Four Points by Sheraton LA Westside,5990 Green Valley Cir,Culver City,8
315,14193,Huntington Middle School,1700 Huntington Dr,San Marino,8
236,5033,Foster Elementary School,13900 Foster Ave,Baldwin Park,8
235,14070,Former Fire Station 1,1444 7th St,Santa Monica,8
234,14329,Foisia Park,23410 Catskill Ave,Carson,8
233,13672,Florence Avenue Foursquare Church,11457 Florence Ave,Santa Fe Springs,8
232,3897,First United Methodist Church,500 E Colorado Blvd,Pasadena,8
231,7927,First UMC San Fernando,1525 Glenoaks Blvd,San Fernando,8
230,7203,First Baptist Church,28 Moccasin Ln,Rolling Hills Estates,8
229,10093,Felicitas & Gonzalo Mendez High School,1200 Plaza Del Sol E,Los Angeles,8
228,5115,Felicia Mahood Multipurpose Center,11338 Santa Monica Blvd,Los Angeles,8
227,14327,FAME Renaissance Center,1968 W Adams Blvd,Los Angeles,8
25,4403,Arlington Heights Elementary School,1717 7th Ave,Los Angeles,8
26,12803,Armenian Cilicia Evangelical Church,339 S Santa Anita Ave,Pasadena,8
27,4656,Armstrong Elementary School,22750 Beaverhead Dr,Diamond Bar,8
224,13599,Fairplex,1101 W McKinley Ave Gate 1,Pomona,8
223,14173,Fairgrove Academy,15540 Fairgrove Ave,La Puente,8
321,14082,Iglesia de Cristo Centro de Alabanza,11105 S Western Ave,Los Angeles,8
2,14045,A C Bilbrew Library,150 E El Segundo Blvd,Los Angeles,8
323,13823,Immanuel Presbyterian Church,3300 Wilshire Blvd,Los Angeles,8
324,541,Imperial Courts Recreation Center,2250 E 114th St,Los Angeles,8
222,1928,Fairfax Senior Citizen Center,7929 Melrose Ave,Los Angeles,8
28,14584,Artesia DES Portuguese Hall,11903 Ashworth St,Artesia,8
239,7236,Four Points by Sheraton LAX,9750 Airport Blvd,Los Angeles,8
13,1883,Alfred B Nobel Charter Middle School,9950 Tampa Ave,Northridge,8
21,14143,Animo Florence-Firestone Charter School,8255 Beach St,Los Angeles,8
22,14256,Animo Pat Brown Charter High School,8205 Beach St,Los Angeles,8
319,14538,ICEF View Park K8,5311 Crenshaw Blvd,Los Angeles,8
248,14530,Fries Avenue Elementary School,1301 N Fries Ave,Wilmington,8
318,11794,IAC Shepher Community Center,6530 Winnetka Ave,Woodland Hills,8
247,10309,Friendship Auditorium,3201 Riverside Dr,Los Angeles,8
251,14338,Garey High School,321 W Lexington Ave,Pomona,8
246,14336,Fremont High School,7676 S San Pedro St,Los Angeles,8
252,14175,Garvey Center,9108 Garvey Ave,Rosemead,8
317,14593,Hyatt Regency LAX,6225 W Century Blvd,Los Angeles,8
320,13163,Iglesia Adventista Hispana,901 E Broadway,Glendale,8
244,5753,Franklin Elementary School,527 Ventura St,Altadena,8
243,2332,Franklin D Roosevelt Park,7600 Graham Ave,Los Angeles,8
23,14047,Antelope Valley Church of God in Christ,37827 97th Street East,Littlerock,8
24,14601,Applied Technology Center High School,1200 W Mines Ave,Montebello,8
253,14531,George K Porter Middle School,15960 Kingsbury St,Granada Hills,8
241,14332,Frank D Parent Elementary School,5354 W 64th St,Inglewood,8
20,14046,Anderson W Clark Magnet High School,4747 New York Ave,Glendale,8
46,12532,Bay Shore Comm Congregational Church,5100 E The Toledo,Long Beach,7
446,3084,Mayfair Park,5720 Clark Ave,Lakewood,7
316,14662,Huntington Park Library,6518 Miles Ave,Huntington Park,7
291,519,Henning Youth Center,11409 Birch St,Lynwood,6
73,9859,Buena Vista Branch Library,300 N Buena Vista St,Burbank,6
290,14182,Hawthorne Library,12700 Grevillea Ave,Hawthorne,6
250,14071,Ganesha High School,1151 Fairplex Dr,Pomona,6
683,14549,ToolBox LA,9410 Owensmouth Ave,Chatsworth,6
741,14130,Westfield Fashion Square,14006 Riverside Dr,Sherman Oaks,6
504,7262,Our Lady of the Holy Rosary,7800 Vineland Ave,Sun Valley,6
445,2959,Maxine Waters Employment Center,10925 S Central Ave,Los Angeles,6
150,14556,Crescenta Valley High School,2900 Community Ave,La Crescenta,6
117,6,Chevy Chase Branch Library,3301 E Chevy Chase Dr,Glendale,6
61,8754,Bnai David Judea,8906 W Pico Blvd,Los Angeles,6
699,14126,University of Southern California,3400 South Figueroa St,Los Angeles,6
3,5194,A C Stelle Middle School,22450 Mulholland Hwy,Calabasas,5
337,11826,Jane Addams Middle School,4535 W 153rd Pl,Lawndale,5
363,3676,Kingsley Elementary School,5200 W Virginia Ave,Los Angeles,5
643,14024,St Paul The Apostle Catholic Community,1526 Selby Ave,Los Angeles,5
612,14536,Sherman Oaks Elementary Charter,14755 Greenleaf St,Sherman Oaks,5
325,10890,Impressions Banquet Hall,212 N Orange St,Glendale,5
650,361,Stonehurst Recreation Center,9901 Dronfield St,Sun Valley,5
326,3240,In Christ Community Church,19514 Rinaldi St,Northridge,5
371,14619,La Crescenta Womans Club,4004 La Crescenta Ave,Glendale,5
183,1478,Eagle Rock Plaza,2700 Colorado Blvd,Los Angeles,5
273,13785,Granada Park,2000 W Hellman Ave,Alhambra,5
58,13951,Birmingham Comm Charter High School,17000 Haynes St,Van Nuys,5
262,14177,Glendale Express Hotel,450 W Pioneer Dr,Glendale,5
406,14621,Long Beach City College - Pacific Coast,1305 E Pacific Coast Hwy,Long Beach,5
50,416,Bell Gardens Veterans Park,6662 Loveland St,Bell Gardens,5
254,3126,George Lane Park,5520 West Avenue L8,Lancaster,5
417,13187,Los Angeles Pierce College,6201 Winnetka Ave,Woodland Hills,5
249,7572,Gahr High School,11111 Artesia Blvd,Cerritos,5
464,417,Monrovia Community Center,119 W Palm Ave,Monrovia,5
428,14397,Lyons Station Shopping Center,23414 Lyons Ave Unit A,Santa Clarita,5
434,6725,Malibu Lake Mountain,29033 Lake Vista Dr,Agoura Hills,5
731,1538,Watts Labor Community Action Committee,10950 S Central Ave,Los Angeles,5
722,4612,Walnut Elementary School,4701 Walnut St,Baldwin Park,5
457,2402,Millikan Middle School,5041 Sunnyslope Ave,Sherman Oaks,5
31,14525,Augustus Hawkins High School,825 W 60th St,Los Angeles,5
458,4867,Miraleste Intermediate School,29323 Palos Verdes Dr E,Rancho Palos Verdes,5
545,3733,Ramon Garcia Recreation Center,1016 S Fresno St,Los Angeles,5
548,14583,Rancho Los Amigos National Rehab Center,7601 E Imperial Hwy,Downey,5
378,14511,La Mirada Library,13800 La Mirada Blvd,La Mirada,5
375,2584,La Mesa Junior High School,26623 May Way,Santa Clarita,5
553,14016,Regis House Community Center,2212 Beverly Blvd,Los Angeles,5
675,14120,The Wiltern,3790 Wilshire Blvd,Los Angeles,5
746,448,Westmont Park Recreation Center,1808 W 9th St,Pomona,5
148,10993,Covina Woman's Club,128 S San Jose Ave,Covina,5
576,14454,Roxbury Park,471 S Roxbury Dr,Beverly Hills,5
137,7831,Columbus Middle School,22250 Elkwood St,Canoga Park,5
565,2452,Rockdale Elementary School,1303 Yosemite Dr,Los Angeles,5
570,14218,Rosemead Community Recreation Center,3936 Muscatel Ave,Rosemead,5
16,13203,Altadena Senior Center,560 E Mariposa St,Altadena,4
635,14594,St Gerard Majella Church,4471 Inglewood Blvd,Los Angeles,4
659,14228,Temple City High School,9501 Lemon Ave,Temple City,4
766,13825,WODOC & Sooky Goldman Nature Center,2600 Franklin Canyon Dr,Beverly Hills,4
721,376,Wabash Recreation Center,2765 Wabash Ave,Los Angeles,4
748,14649,Whitney High School,16800 Shoemaker Ave,Cerritos,4
637,2062,St Johns Episcopal Church,4745 Wheeler Ave,La Verne,4
636,6209,St Ignatius Church,6025 Monte Vista St,Los Angeles,4
647,13804,STAPLES Center,1111 S Figueroa,Los Angeles,4
678,14489,Thomas Jefferson Middle School,750 Euclid Ave,Long Beach,4
15,14141,Alondra Middle School,16200 Downey Ave,Paramount,4
763,1909,Winnetka Avenue Elementary School,8240 Winnetka Ave,Winnetka,4
666,14659,The Grand Long Beach,4101 E Willow St,Long Beach,4
688,11790,Tree of Life Baptist Church,9702 Holmes Ave,Los Angeles,4
84,11778,"Cal State University, Northridge",18111 Nordhoff St,Northridge,4
686,10861,Torch Middle School,751 Vineland Ave,City of Industry,4
687,4629,Town Center Hall,11740 Telegraph Rd,Santa Fe Springs,4
328,7052,Independence Elementary School,8435 Victoria Ave,South Gate,4
768,14133,YWCA- Harbor Area,437 W 9th St,San Pedro,4
558,11494,Rio Norte Junior High School,28771 Rio Norte Dr,Santa Clarita,4
271,4592,Grace Baptist Church,22833 Copper Hill Dr,Santa Clarita,4
267,14345,Golden Poppy Elementary School,37802 Rockie Ln,Palmdale,4
168,14546,Diamond Bar High School,21400 Pathfinder Rd,Diamond Bar,4
147,10995,Covina Senior and Community Center,815 N Barranca Ave,Covina,4
215,14066,ERETZ Synagogue & Cultural Center,6170 Wilbur Ave,Tarzana,4
474,14554,Museum of Latin American Art,628 Alamitos Ave,Long Beach,4
213,14172,Episcopal Church - The Ascension,25 E Laurel Ave,Sierra Madre,4
376,11713,La Mirada Activity Center,13810 La Mirada Blvd,La Mirada,4
502,14625,ONEgeneration,17400 Victory Blvd,Van Nuys,4
544,14431,PUC Triumph Charter High School,13361 Glenoaks Blvd,Sylmar,4
158,14160,Dan Diaz Recreation Center,16053 Calle De Paseo,Irwindale,4
159,4484,Dana Middle School,5504 W 135th St,Hawthorne,4
161,14305,Dapple Gray Elementary School,3011 Palos Verdes Dr N,Rolling Hills Estates,4
176,14515,DoubleTree San Pedro Port of LA,2800 Via Cabrillo-Marina,San Pedro,4
385,118,Lancaster Library,601 W Lancaster Blvd,Lancaster,4
226,13849,Faithful Central Bible Church,333 W Florence Ave,Inglewood,4
528,1769,Pioneer High School,10800 Benavon St,Whittier,4
599,13971,Saugus Union School District,24930 Avenue Stanford,Santa Clarita,4
304,13853,Hollywood Pantages Theatre,6233 Hollywood Blvd,Los Angeles,4
336,2399,James Monroe High School,9229 Haskell Ave,North Hills,4
606,8936,Sepulveda Middle School,15330 Plummer St,North Hills,4
120,5140,Christ Temple Church,3125 W 54th St,Los Angeles,4
354,8548,Juan De Anza Elementary School,12110 Hindry Ave,Hawthorne,4
587,6671,San Gabriel High School,801 S Ramona St,San Gabriel,4
309,2217,Hope Community Church,1429 Clark Ave,Long Beach,4
166,13903,Diamond Bar Center,1600 Grand Ave,Diamond Bar,3
322,10024,Iman Cultural Center,3376 Motor Ave,Los Angeles,3
191,13991,Eastside High School,3200 East Avenue J 8,Lancaster,3
64,10834,Boyle Heights Senior Center,2839 E 3rd St,Los Angeles,3
198,423,El Monte Community Center,3130 Tyler Ave,El Monte,3
557,5063,Rio Hondo Elementary School,11425 Wildflower Rd,Arcadia,3
601,14630,Schurr High School,820 N Wilcox Ave,Montebello,3
294,14184,High Desert School,3620 Antelope Woods Rd,Acton,3
40,9733,Barrington Recreation Center,333 S Barrington Ave,Los Angeles,3
757,13353,Wilmington Senior Citizen Center,1371 Eubank Ave,Wilmington,3
242,8884,Frank Del Olmo Elementary School,100 N New Hampshire Ave,Los Angeles,3
470,14102,Moose Lodge,13212 S Inglewood Ave,Hawthorne,3
118,14291,Chevy Chase Country Club,3067 E Chevy Chase Dr,Glendale,2
656,10197,Taylor Reception Hall,1775 N Indian Hill Blvd,Claremont,2
533,9057,Plummer Park Community Center,7377 Santa Monica Blvd,West Hollywood,2
698,14644,Universal CityWalk Hollywood,100 Universal City Plaza,Universal City,2
767,349,YMCA of Greater Whittier,12510 Hadley St,Whittier,2
742,14131,Westfield Topanga and The Village,6600 Topanga Canyon Blvd,Canoga Park,2
581,14137,Salesian High School,960 S Soto St,Los Angeles,2
541,13594,Promenade at Downey,8980 Apollo Way,Downey,2
133,14156,Cloverly Elementary School,5476 Cloverly Ave,Temple City,2
598,7998,Sato Academy,1100 Iroquois Ave,Long Beach,2
182,14578,Eagle Rock Elementary School,2057 Fair Park Ave,Los Angeles,2
189,12986,East Whittier Middle School,14421 Whittier Blvd,Whittier,2
263,14073,Glendale High School,1440 E Broadway,Glendale,2
679,14234,Thompson Park Building,14001 Bellflower Blvd,Bellflower,2
424,14099,Loyola Marymount University,1 Loyola Marymount University Dr,Los Angeles,2
736,14241,West Covina Library,1601 W West Covina Pkwy,West Covina,2
151,395,Crowther Teen and Family Center,241 W Dawson Ave,Glendora,2
225,14325,Faith In Christ Ministries,4501 S Western Ave,Los Angeles,2
103,9851,Castlebay Lane Charter Elementary,19010 Castlebay Ln,Porter Ranch,2
192,13957,Echo Community Center,313 Patton St,Los Angeles,1
632,4118,St Cecilia Catholic Church,4230 S Normandie Ave,Los Angeles,1
693,14595,Uber - Redondo Beach,2400 Marine Ave,Redondo Beach,0
651,3617,Stoner Recreation Center,1835 Stoner Ave,Los Angeles,0
586,13152,San Fernando Spanish SDA Church,14646 Chatsworth Dr,Mission Hills,0
283,4122,Hacienda Heights Comm and Rec Center,1234 Valencia Ave,Hacienda Heights,0
82,14150,"Cal State University, Long Beach",6200 Atherton St,Long Beach,0
277,8150,Grant Elementary School,1530 N Wilton Pl,Los Angeles,0
130,14254,CLOSED - Alliance Alice M Baxter College Ready,461 W 9th St,San Pedro,0
131,13848,CLOSED - Debbie Allen Dance Academy,3791 Santa Rosalia Dr,Los Angeles,0
132,14203,CLOSED - La Quinta Inn and Suites by Wyndham LAX,5249 West Century Blvd,Los Angeles,0
134,13843,College of the Canyons,26455 Rockwell Canyon Rd,Santa Clarita,0
412,13862,Los Angeles City College,855 N Vermont Ave,Los Angeles,0
421,14395,Los Feliz Charter School for the Arts,2709 Media Center Dr,Los Angleles,0
738,6447,West Whittier Elementary School,6411 Norwalk Blvd,Whittier,0
76,11774,C Robert Lee Activity Center,21815 Pioneer Blvd,Hawaiian Gardens,0
136,6945,Columbia Elementary School,3400 California Ave,El Monte,0
245,10554,Franklin Elementary School,2400 Montana Ave,Santa Monica,0
571,13329,Rosemont Pavilion,700 Seco St,Pasadena,0
373,14091,La Fetra Center,333 E Foothill Blvd,Glendora,0
301,13826,Hollywood Bowl,2301 N Highland Ave,Los Angeles,0
525,14424,Philadelphia Elementary School,600 Philadelphia St,Pomona,0
11,14589,Agua Dulce Airpark,33638 Agua Dulce Canyon Rd,Santa Clarita,0
620,14518,Skirball Cultural Center,2701 N Sepulveda Blvd,Los Angeles,0
333,14196,ISANA Achernar Academy - Willard School,310 E El Segundo Blvd,Compton,0
638,13874,St Luke's Episcopal Church,525 E 7th St,Long Beach,0
611,14633,Sheraton Gateway Los Angeles Hotel,6101 W Century Blvd,Los Angeles,0
342,14136,Jethawk Stadium,45116 Valley Central Way,Lancaster,0
345,14373,Joe Walker Middle School,West Avenue L 8,Quartz Hill,0
310,14577,Horace Mann Elementary School,8701 Charleville Blvd,Beverly Hills,0
760,14655,Wilson Elementary School,8317 Sheffield Rd,San Gabriel,0
597,11491,Santa Monica High School,601 Pico Blvd,Santa Monica,0
353,13197,Juan Cabrillo Elementary School,30237 Morning View Dr,Malibu,0
596,13881,Santa Monica Community College,1900 Pico Blvd,Santa Monica,0
756,2359,Wilmington Park Elementary School,1140 Mahar Ave,Wilmington,0
8,13923,Acton Rehabilitation Center,30500 Arrastre Canyon Rd,Acton,0
590,10367,San Pedro High School,1001 W 15th St,San Pedro,0
128,13899,Claremont Helen Renwick Library,208 N Harvard Ave,Claremont,0
432,13817,Magic Castle,7001 Franklin Ave,Los Angeles,0
451,3743,Memorial Park,320 N Orange Ave,Azusa,0
452,14407,Mesa Robles School,16060 Mesa Robles Dr,Hacienda Heights,0
142,3577,Cortada Elementary School,3111 Potrero Ave,El Monte,0
673,13527,The Village at Indian Hill,1460 E Holt Ave Unit 4,Pomona,0
710,12883,Vermont Avenue Elementary School,1435 W 27th St,Los Angeles,0
488,2552,Normandale Recreation Center,22400 Halldale Ave,Torrance,0
66,13956,Branford Recreation Center,13306 Branford St,Arleta,0
707,2865,Van Nuys Recreation Center,14301 Vanowen St,Van Nuys,0
152,14159,Crozier Middle School,120 W Regent St,Inglewood,0
154,14528,Curtiss Middle School,1254 E Helmick St,Carson,0
63,13304,Bouquet Canyon Elementary,28110 Wellston Dr,Saugus,0
155,11742,Cyrus J Morris Elementary School,19875 E Calle Baja Dr,Walnut,0
549,400911,Raul R Perez Memorial Park,6208 Alameda St,Huntington Park,0
546,603,Ramona Hall Community Center,4580 N Figueroa St,Los Angeles,0
517,4769,Pantera Elementary School,801 Pantera Dr,Diamond Bar,0
162,13845,Darby Park,3400 W Arbor Vitae St,Inglewood,0
57,4506,Birdielee V Bright Elementary School,1771 W 36th St,Los Angeles,0
522,14423,Pasadena Convention Center,300 E Green St,Pasadena,0
487,8137,Nogales High School,401 Nogales St,La Puente,0
713,12822,VFW Post 8620,2328 Merced Ave,West Covina,0
486,400908,Nimitz Middle School,6021 Carmelita Ave,Huntington Park,0
559,7765,Rio Vista Elementary School,4300 Esto Ave,El Monte,0
145,14592,Courtyard by Marriott LA West Side,6333 Bristol Pkwy,Culver City,0
221,14564,EXPO Center,3980 Bill Robertson Ln,Los Angeles,0
461,14211,Moffett Elementary School,11060 Larch Ave,Lennox,0
466,2470,Montara Avenue Elementary School,10018 Montara Ave,South Gate,0
216,14313,Ernest McBride Park & Cal Rec Comm Ctr,1550 Martin Luther King Jr Ave,Long Beach,0
724,6803,Walnut Park Elementary School,2642 Olive St,Walnut Park,0
668,14119,The Mountain Mermaid,20421 Callon Dr,Topanga,0
210,14170,Encinita Elementary School,4515 Encinita Ave,Rosemead,0
471,14412,Mountainview Family Center,2740 Mountainview Rd,El Monte,0
473,6408,Murphy Ranch Elementary School,16021 Janine Dr,Whittier,0
719,6487,Virginia Road Elementary School,2925 Virginia Rd,Los Angeles,0
69,3776,Bridges Academy,3921 Laurel Canyon Blvd,Studio City,0
475,10628,Nakaoka Community Center,1670 W 162nd St,Gardena,0
671,14643,The Rose Room,6 Rose Ave,Venice,0
508,10359,Palisades Recreation Center,851 Alma Real Dr,Pacific Palisades,0
