name,population,code
ZCTA5 83626,1244,83626
ZCTA5 83633,720,83633
ZCTA5 83634,28443,83634
ZCTA5 83612,2020,83612
ZCTA5 61419,92,61419
ZCTA5 61424,68,61424
ZCTA5 61427,2066,61427
ZCTA5 61435,13,61435
ZCTA5 61477,539,61477
ZCTA5 61478,202,61478
ZCTA5 61535,2117,61535
ZCTA5 61539,156,61539
ZCTA5 61567,396,61567
ZCTA5 25173,181,25173
ZCTA5 25187,533,25187
ZCTA5 25234,803,25234
ZCTA5 25239,2126,25239
ZCTA5 25247,531,25247
ZCTA5 25251,167,25251
ZCTA5 25253,2269,25253
ZCTA5 25260,1328,25260
ZCTA5 25267,493,25267
ZCTA5 25314,13979,25314
ZCTA5 25420,4650,25420
ZCTA5 25425,13735,25425
ZCTA5 25431,335,25431
ZCTA5 25534,243,25534
ZCTA5 25541,10663,25541
ZCTA5 25841,469,25841
ZCTA5 25696,249,25696
ZCTA5 25705,20690,25705
ZCTA5 25820,401,25820
ZCTA5 25855,312,25855
ZCTA5 25865,1239,25865
ZCTA5 25875,1065,25875
ZCTA5 25878,747,25878
ZCTA5 25555,2214,25555
ZCTA5 83825,209,83825
ZCTA5 83840,283,83840
ZCTA5 83844,1340,83844
ZCTA5 83706,34814,83706
ZCTA5 83814,26174,83814
ZCTA5 83876,1714,83876
ZCTA5 83654,1622,83654
ZCTA5 83808,168,83808
ZCTA5 83629,2125,83629
ZCTA5 83645,787,83645
ZCTA5 83648,3151,83648
ZCTA5 83660,6126,83660
ZCTA5 83677,235,83677
ZCTA5 83686,52879,83686
ZCTA5 83801,6872,83801
ZCTA5 83810,1519,83810
ZCTA5 83827,132,83827
ZCTA5 83830,359,83830
ZCTA5 83832,1804,83832
ZCTA5 83836,887,83836
ZCTA5 83841,449,83841
ZCTA5 83843,27480,83843
ZCTA5 83846,838,83846
ZCTA5 83239,642,83239
ZCTA5 83241,2402,83241
ZCTA5 83252,4429,83252
ZCTA5 83255,1248,83255
ZCTA5 83287,185,83287
ZCTA5 83318,17737,83318
ZCTA5 83320,1449,83320
ZCTA5 83333,10561,83333
ZCTA5 83334,2304,83334
ZCTA5 83446,17,83446
ZCTA5 83451,610,83451
ZCTA5 83854,44206,83854
ZCTA5 83001,17867,83001
ZCTA5 83114,796,83114
ZCTA5 83118,622,83118
ZCTA5 83123,699,83123
ZCTA5 83226,1858,83226
ZCTA5 83639,3519,83639
ZCTA5 83011,194,83011
ZCTA5 83211,5766,83211
ZCTA5 83283,236,83283
ZCTA5 83325,760,83325
ZCTA5 83539,2297,83539
ZCTA5 11217,42461,11217
ZCTA5 11516,7476,11516
ZCTA5 11779,38091,11779
ZCTA5 11790,16099,11790
ZCTA5 11803,29208,11803
ZCTA5 11940,4963,11940
ZCTA5 11948,670,11948
ZCTA5 11951,14756,11951
ZCTA5 11740,9321,11740
ZCTA5 11206,87599,11206
ZCTA5 11363,6834,11363
ZCTA5 11501,19675,11501
ZCTA5 11514,4644,11514
ZCTA5 41175,5221,41175
ZCTA5 41224,5846,41224
ZCTA5 41234,642,41234
ZCTA5 41268,911,41268
ZCTA5 41317,245,41317
ZCTA5 36442,3783,36442
ZCTA5 36445,5647,36445
ZCTA5 36456,1621,36456
ZCTA5 36474,2770,36474
ZCTA5 36475,2063,36475
ZCTA5 36483,471,36483
ZCTA5 36502,17775,36502
ZCTA5 36522,6759,36522
ZCTA5 36530,5848,36530
ZCTA5 36539,605,36539
ZCTA5 36558,3755,36558
ZCTA5 36562,1230,36562
ZCTA5 36579,1425,36579
ZCTA5 36587,11049,36587
ZCTA5 36602,919,36602
ZCTA5 36606,18507,36606
ZCTA5 36609,23043,36609
ZCTA5 36610,10273,36610
ZCTA5 36611,5757,36611
ZCTA5 36695,52524,36695
ZCTA5 36701,20513,36701
ZCTA5 36726,4828,36726
ZCTA5 36756,4949,36756
ZCTA5 36793,313,36793
ZCTA5 36853,8241,36853
ZCTA5 36863,11718,36863
ZCTA5 36869,21191,36869
ZCTA5 36908,1820,36908
ZCTA5 48070,6303,48070
ZCTA5 48072,15352,48072
ZCTA5 48073,34628,48073
ZCTA5 48096,4022,48096
ZCTA5 48105,36918,48105
ZCTA5 48114,21422,48114
ZCTA5 48138,10153,48138
ZCTA5 48140,3374,48140
ZCTA5 48160,14170,48160
ZCTA5 48165,8032,48165
ZCTA5 48182,22638,48182
ZCTA5 48202,15611,48202
ZCTA5 48215,10855,48215
ZCTA5 48217,6608,48217
ZCTA5 48220,22639,48220
ZCTA5 48227,40147,48227
ZCTA5 48242,0,48242
ZCTA5 48310,43437,48310
ZCTA5 48312,34635,48312
ZCTA5 48770,1607,48770
ZCTA5 48851,2043,48851
ZCTA5 48174,30933,48174
ZCTA5 48237,29603,48237
ZCTA5 48421,6287,48421
ZCTA5 48457,8574,48457
ZCTA5 48889,1248,48889
ZCTA5 48891,3066,48891
ZCTA5 48894,1801,48894
ZCTA5 48436,3882,48436
ZCTA5 48456,727,48456
ZCTA5 04693,456,04693
ZCTA5 04743,4483,04743
ZCTA5 04750,2261,04750
ZCTA5 41465,11210,41465
ZCTA5 41527,627,41527
ZCTA5 41528,1205,41528
ZCTA5 41603,1584,41603
ZCTA5 41615,438,41615
ZCTA5 41621,192,41621
ZCTA5 41630,1148,41630
ZCTA5 41649,2187,41649
ZCTA5 41006,3671,41006
ZCTA5 41007,4952,41007
ZCTA5 41018,28047,41018
ZCTA5 41039,2724,41039
ZCTA5 41052,65,41052
ZCTA5 41059,3395,41059
ZCTA5 41425,1243,41425
ZCTA5 41513,415,41513
ZCTA5 41524,167,41524
ZCTA5 41558,887,41558
ZCTA5 41559,173,41559
ZCTA5 41560,167,41560
ZCTA5 41567,90,41567
ZCTA5 41572,3368,41572
ZCTA5 41606,872,41606
ZCTA5 41612,81,41612
ZCTA5 41619,194,41619
ZCTA5 41631,1311,41631
ZCTA5 41636,858,41636
ZCTA5 41650,480,41650
ZCTA5 41667,468,41667
ZCTA5 41739,249,41739
ZCTA5 41754,496,41754
ZCTA5 41764,715,41764
ZCTA5 41766,205,41766
ZCTA5 41819,227,41819
ZCTA5 41849,125,41849
ZCTA5 41855,841,41855
ZCTA5 41537,4508,41537
ZCTA5 41553,1321,41553
ZCTA5 41555,800,41555
ZCTA5 41557,1774,41557
ZCTA5 41571,481,41571
ZCTA5 41605,615,41605
ZCTA5 41635,2612,41635
ZCTA5 41640,1222,41640
ZCTA5 32113,5341,32113
ZCTA5 32034,38189,32034
ZCTA5 32055,16313,32055
ZCTA5 32061,442,32061
ZCTA5 32066,7455,32066
ZCTA5 32071,3559,32071
ZCTA5 32079,426,32079
ZCTA5 32110,8537,32110
ZCTA5 32119,22431,32119
ZCTA5 32124,6589,32124
ZCTA5 36117,53594,36117
ZCTA5 36255,974,36255
ZCTA5 36264,8270,36264
ZCTA5 36280,4532,36280
ZCTA5 36301,37951,36301
ZCTA5 36455,179,36455
ZCTA5 36460,9029,36460
ZCTA5 36511,173,36511
ZCTA5 36524,1314,36524
ZCTA5 13638,401,13638
ZCTA5 13667,2781,13667
ZCTA5 13788,899,13788
ZCTA5 13685,2238,13685
ZCTA5 13815,12901,13815
ZCTA5 13020,75,13020
ZCTA5 13024,1671,13024
ZCTA5 13051,135,13051
ZCTA5 13064,198,13064
ZCTA5 13087,243,13087
ZCTA5 13102,74,13102
ZCTA5 13103,226,13103
ZCTA5 13113,258,13113
ZCTA5 13115,238,13115
ZCTA5 13117,289,13117
ZCTA5 13123,485,13123
ZCTA5 13134,187,13134
ZCTA5 13138,121,13138
ZCTA5 13153,469,13153
ZCTA5 13157,489,13157
ZCTA5 13162,248,13162
ZCTA5 24458,241,24458
ZCTA5 24431,2567,24431
ZCTA5 24381,3727,24381
ZCTA5 24421,4189,24421
ZCTA5 24442,116,24442
ZCTA5 24292,383,24292
ZCTA5 24473,854,24473
ZCTA5 24237,769,24237
ZCTA5 24483,846,24483
ZCTA5 24485,405,24485
ZCTA5 24503,19682,24503
ZCTA5 24555,2249,24555
ZCTA5 24563,5164,24563
ZCTA5 24565,1010,24565
ZCTA5 24569,1112,24569
ZCTA5 24586,5334,24586
ZCTA5 24465,1350,24465
ZCTA5 24014,16010,24014
ZCTA5 24064,5314,24064
ZCTA5 24065,6311,24065
ZCTA5 24085,2375,24085
ZCTA5 24086,125,24086
ZCTA5 97535,5454,97535
ZCTA5 97625,360,97625
ZCTA5 97626,58,97626
ZCTA5 97637,126,97637
ZCTA5 97640,179,97640
ZCTA5 95073,11289,95073
ZCTA5 95139,7262,95139
ZCTA5 95322,10016,95322
ZCTA5 95372,1761,95372
ZCTA5 95421,1662,95421
ZCTA5 95442,3143,95442
ZCTA5 95635,801,95635
ZCTA5 95351,48844,95351
ZCTA5 95013,34,95013
ZCTA5 95053,3835,95053
ZCTA5 95075,429,95075
ZCTA5 95645,1704,95645
ZCTA5 12492,90,12492
ZCTA5 12494,762,12494
ZCTA5 12508,19812,12508
ZCTA5 12514,2772,12514
ZCTA5 12518,5861,12518
ZCTA5 12521,1522,12521
ZCTA5 12528,12767,12528
ZCTA5 12529,1919,12529
ZCTA5 12531,2645,12531
ZCTA5 12577,1929,12577
ZCTA5 12585,928,12585
ZCTA5 12586,11774,12586
ZCTA5 12732,753,12732
ZCTA5 12733,1129,12733
ZCTA5 12137,1993,12137
ZCTA5 12164,402,12164
ZCTA5 12166,1145,12166
ZCTA5 12182,13886,12182
ZCTA5 12186,6190,12186
ZCTA5 12189,17945,12189
ZCTA5 12302,27665,12302
ZCTA5 12420,436,12420
ZCTA5 12439,380,12439
ZCTA5 12450,139,12450
ZCTA5 12466,2110,12466
ZCTA5 12468,955,12468
ZCTA5 12469,642,12469
ZCTA5 12474,934,12474
ZCTA5 12480,407,12480
ZCTA5 12487,3370,12487
ZCTA5 12496,1516,12496
ZCTA5 12501,2158,12501
ZCTA5 12502,1224,12502
ZCTA5 12543,3586,12543
ZCTA5 12548,1133,12548
ZCTA5 12550,54503,12550
ZCTA5 12561,18224,12561
ZCTA5 12566,11886,12566
ZCTA5 12580,4359,12580
ZCTA5 12603,42140,12603
ZCTA5 12067,1554,12067
ZCTA5 12134,4232,12134
ZCTA5 12455,1553,12455
ZCTA5 12416,439,12416
ZCTA5 12062,1601,12062
ZCTA5 12777,863,12777
ZCTA5 12784,36,12784
ZCTA5 12788,2909,12788
ZCTA5 12789,2009,12789
ZCTA5 12847,400,12847
ZCTA5 12791,745,12791
ZCTA5 12817,2243,12817
ZCTA5 12839,13011,12839
ZCTA5 12851,353,12851
ZCTA5 12856,291,12856
ZCTA5 12871,4361,12871
ZCTA5 12919,2805,12919
ZCTA5 12921,2835,12921
ZCTA5 12922,32,12922
ZCTA5 12956,1180,12956
ZCTA5 12961,243,12961
ZCTA5 12969,347,12969
ZCTA5 12970,839,12970
ZCTA5 12980,1053,12980
ZCTA5 03266,2023,03266
ZCTA5 03278,2978,03278
ZCTA5 03282,1089,03282
ZCTA5 03442,1684,03442
ZCTA5 03574,2591,03574
ZCTA5 03576,2718,03576
ZCTA5 03584,3570,03584
ZCTA5 03588,1535,03588
ZCTA5 03602,2277,03602
ZCTA5 03801,22424,03801
ZCTA5 03810,1501,03810
ZCTA5 03833,21901,03833
ZCTA5 17959,1395,17959
ZCTA5 17960,4183,17960
ZCTA5 17972,10936,17972
ZCTA5 17965,1890,17965
ZCTA5 17978,296,17978
ZCTA5 17820,5405,17820
ZCTA5 17776,232,17776
ZCTA5 17812,1562,17812
ZCTA5 17311,211,17311
ZCTA5 17314,6085,17314
ZCTA5 17025,16511,17025
ZCTA5 17090,5636,17090
ZCTA5 17265,821,17265
ZCTA5 17028,3982,17028
ZCTA5 17067,15111,17067
ZCTA5 17228,1062,17228
ZCTA5 17886,1190,17886
ZCTA5 17964,819,17964
ZCTA5 17083,126,17083
ZCTA5 17221,582,17221
ZCTA5 17327,8318,17327
ZCTA5 17509,5246,17509
ZCTA5 17762,467,17762
ZCTA5 17860,2217,17860
ZCTA5 17764,2341,17764
ZCTA5 17814,4604,17814
ZCTA5 87461,1395,87461
ZCTA5 87510,843,87510
ZCTA5 87519,519,87519
ZCTA5 87528,3291,87528
ZCTA5 87532,19073,87532
ZCTA5 87548,1036,87548
ZCTA5 87549,950,87549
ZCTA5 87564,156,87564
ZCTA5 87710,1450,87710
ZCTA5 38855,4501,38855
ZCTA5 38865,5156,38865
ZCTA5 38869,430,38869
ZCTA5 38878,2712,38878
ZCTA5 36041,1336,36041
ZCTA5 36053,1896,36053
ZCTA5 36066,20283,36066
ZCTA5 36071,479,36071
ZCTA5 36035,1691,36035
ZCTA5 36048,1373,36048
ZCTA5 36049,5965,36049
ZCTA5 36067,27682,36067
ZCTA5 36069,1714,36069
ZCTA5 36075,2206,36075
ZCTA5 36081,15701,36081
ZCTA5 36088,4511,36088
ZCTA5 36091,3177,36091
ZCTA5 36109,24802,36109
ZCTA5 36266,6064,36266
ZCTA5 36017,3042,36017
ZCTA5 36036,2045,36036
ZCTA5 36040,3516,36040
ZCTA5 36051,2363,36051
ZCTA5 36064,10574,36064
ZCTA5 36083,7187,36083
ZCTA5 36107,7782,36107
ZCTA5 36110,11864,36110
ZCTA5 36205,718,36205
ZCTA5 36272,13012,36272
ZCTA5 36278,4271,36278
ZCTA5 36310,6258,36310
ZCTA5 36312,6352,36312
ZCTA5 36313,201,36313
ZCTA5 36344,5564,36344
ZCTA5 36373,476,36373
ZCTA5 36375,6884,36375
ZCTA5 93932,502,93932
ZCTA5 93953,3783,93953
ZCTA5 93003,51461,93003
ZCTA5 93023,21011,93023
ZCTA5 93103,20542,93103
ZCTA5 93108,10451,93108
ZCTA5 93601,1418,93601
ZCTA5 93603,141,93603
ZCTA5 93928,1019,93928
ZCTA5 93245,38275,93245
ZCTA5 93449,8042,93449
ZCTA5 93628,289,93628
ZCTA5 15832,231,15832
ZCTA5 15841,383,15841
ZCTA5 15847,277,15847
ZCTA5 15860,1075,15860
ZCTA5 15865,1272,15865
ZCTA5 15688,1052,15688
ZCTA5 15692,852,15692
ZCTA5 15714,4509,15714
ZCTA5 15723,12,15723
ZCTA5 15218,13495,15218
ZCTA5 15235,34339,15235
ZCTA5 15320,5157,15320
ZCTA5 15321,1497,15321
ZCTA5 15325,341,15325
ZCTA5 15334,251,15334
ZCTA5 15348,186,15348
ZCTA5 15360,1785,15360
ZCTA5 15367,9559,15367
ZCTA5 15370,13994,15370
ZCTA5 15419,4333,15419
ZCTA5 15423,2487,15423
ZCTA5 15424,2006,15424
ZCTA5 15427,971,15427
ZCTA5 15429,261,15429
ZCTA5 15430,339,15430
ZCTA5 15469,2491,15469
ZCTA5 15478,5554,15478
ZCTA5 49230,10178,49230
ZCTA5 49236,4774,49236
ZCTA5 49242,14784,49242
ZCTA5 49245,4682,49245
ZCTA5 49247,5647,49247
ZCTA5 49250,6451,49250
ZCTA5 49262,1198,49262
ZCTA5 49263,51,49263
ZCTA5 49287,2206,49287
ZCTA5 49301,19922,49301
ZCTA5 49322,1414,49322
ZCTA5 49328,4209,49328
ZCTA5 49330,5852,49330
ZCTA5 49401,24827,49401
ZCTA5 42210,4294,42210
ZCTA5 42223,21228,42223
ZCTA5 42320,8744,42320
ZCTA5 42327,4394,42327
ZCTA5 42328,1177,42328
ZCTA5 42352,1759,42352
ZCTA5 42376,5659,42376
ZCTA5 42378,3275,42378
ZCTA5 42436,1402,42436
ZCTA5 42528,1628,42528
ZCTA5 42541,345,42541
ZCTA5 42553,5914,42553
ZCTA5 42638,74,42638
ZCTA5 42715,172,42715
ZCTA5 42716,1541,42716
ZCTA5 42746,2232,42746
ZCTA5 45211,37038,45211
ZCTA5 45318,5684,45318
ZCTA5 45773,0,45773
ZCTA5 45816,357,45816
ZCTA5 45843,3691,45843
ZCTA5 45851,737,45851
ZCTA5 45858,2518,45858
ZCTA5 45669,9796,45669
ZCTA5 45645,3184,45645
ZCTA5 45647,3175,45647
ZCTA5 45656,6730,45656
ZCTA5 45673,584,45673
ZCTA5 27577,26352,27577
ZCTA5 27016,1440,27016
ZCTA5 27326,3253,27326
ZCTA5 16679,687,16679
ZCTA5 16683,259,16683
ZCTA5 16691,318,16691
ZCTA5 16724,122,16724
ZCTA5 16730,68,16730
ZCTA5 16743,3898,16743
ZCTA5 16749,4039,16749
ZCTA5 16803,24582,16803
ZCTA5 16035,127,16035
ZCTA5 16040,971,16040
ZCTA5 16061,2975,16061
ZCTA5 16110,328,16110
ZCTA5 16114,613,16114
ZCTA5 16840,494,16840
ZCTA5 16849,166,16849
ZCTA5 16852,193,16852
ZCTA5 16876,268,16876
ZCTA5 16879,460,16879
ZCTA5 16921,511,16921
ZCTA5 16922,1800,16922
ZCTA5 16933,6374,16933
ZCTA5 16937,146,16937
ZCTA5 16939,310,16939
ZCTA5 16943,399,16943
ZCTA5 16946,2354,16946
ZCTA5 16825,246,16825
ZCTA5 16829,765,16829
ZCTA5 16843,408,16843
ZCTA5 16744,245,16744
ZCTA5 16802,11473,16802
ZCTA5 16111,1422,16111
ZCTA5 16113,463,16113
ZCTA5 16217,128,16217
ZCTA5 16253,102,16253
ZCTA5 16329,483,16329
ZCTA5 16362,863,16362
ZCTA5 16373,3172,16373
ZCTA5 16404,3286,16404
ZCTA5 16417,8141,16417
ZCTA5 16502,15818,16502
ZCTA5 16507,9512,16507
ZCTA5 16509,26838,16509
ZCTA5 16619,318,16619
ZCTA5 22306,34391,22306
ZCTA5 22311,18890,22311
ZCTA5 22312,30327,22312
ZCTA5 22405,33482,22405
ZCTA5 22971,1921,22971
ZCTA5 22942,10494,22942
ZCTA5 22946,198,22946
ZCTA5 22949,1084,22949
ZCTA5 22989,19,22989
ZCTA5 22043,25012,22043
ZCTA5 22180,24011,22180
ZCTA5 22202,26742,22202
ZCTA5 22940,1266,22940
ZCTA5 22952,2263,22952
ZCTA5 22974,5180,22974
ZCTA5 22937,2152,22937
ZCTA5 22920,3731,22920
ZCTA5 22740,922,22740
ZCTA5 22801,40284,22801
ZCTA5 22834,1057,22834
ZCTA5 22841,2746,22841
ZCTA5 22922,2098,22922
ZCTA5 22406,25665,22406
ZCTA5 22302,17985,22302
ZCTA5 22309,36110,22309
ZCTA5 22314,35208,22314
ZCTA5 22408,30129,22408
ZCTA5 22433,402,22433
ZCTA5 22437,1002,22437
ZCTA5 22488,678,22488
ZCTA5 22554,57488,22554
ZCTA5 22601,29192,22601
ZCTA5 22931,188,22931
ZCTA5 22943,549,22943
ZCTA5 63636,594,63636
ZCTA5 63653,1472,63653
ZCTA5 63664,9153,63664
ZCTA5 63736,3793,63736
ZCTA5 63543,223,63543
ZCTA5 63660,3912,63660
ZCTA5 63567,163,63567
ZCTA5 63038,7418,63038
ZCTA5 63451,167,63451
ZCTA5 63373,565,63373
ZCTA5 63450,160,63450
ZCTA5 63501,20947,63501
ZCTA5 63828,186,63828
ZCTA5 63462,1744,63462
ZCTA5 63620,1319,63620
ZCTA5 63867,1098,63867
ZCTA5 63781,1141,63781
ZCTA5 63853,138,63853
ZCTA5 63473,251,63473
ZCTA5 63557,248,63557
ZCTA5 63637,1177,63637
ZCTA5 63782,241,63782
ZCTA5 63873,4431,63873
ZCTA5 63965,2877,63965
ZCTA5 39362,3994,39362
ZCTA5 39367,14522,39367
ZCTA5 39422,4330,39422
ZCTA5 40845,589,40845
ZCTA5 40858,330,40858
ZCTA5 40868,643,40868
ZCTA5 95959,17838,95959
ZCTA5 95965,20681,95965
ZCTA5 95966,29444,95966
ZCTA5 95970,533,95970
ZCTA5 95993,37713,95993
ZCTA5 95204,28860,95204
ZCTA5 95230,661,95230
ZCTA5 95231,5520,95231
ZCTA5 95246,1234,95246
ZCTA5 95247,3853,95247
ZCTA5 95315,14434,95315
ZCTA5 95325,65,95325
ZCTA5 95326,10669,95326
ZCTA5 95328,3680,95328
ZCTA5 95841,20063,95841
ZCTA5 95912,5112,95912
ZCTA5 95942,1605,95942
ZCTA5 95944,80,95944
ZCTA5 95948,12122,95948
ZCTA5 95950,494,95950
ZCTA5 95953,11073,95953
ZCTA5 95956,399,95956
ZCTA5 95983,306,95983
ZCTA5 95987,6040,95987
ZCTA5 95334,17624,95334
ZCTA5 95337,40657,95337
ZCTA5 95356,32387,95356
ZCTA5 95363,28333,95363
ZCTA5 95383,3816,95383
ZCTA5 95387,600,95387
ZCTA5 95403,44716,95403
ZCTA5 95409,26739,95409
ZCTA5 95422,15644,95422
ZCTA5 95423,3597,95423
ZCTA5 95425,11144,95425
ZCTA5 95454,2165,95454
ZCTA5 95456,682,95456
ZCTA5 95459,838,95459
ZCTA5 95464,2715,95464
ZCTA5 95493,99,95493
ZCTA5 95525,1403,95525
ZCTA5 95526,210,95526
ZCTA5 95548,1123,95548
ZCTA5 95555,390,95555
ZCTA5 95570,2599,95570
ZCTA5 95573,1285,95573
ZCTA5 15765,1541,15765
ZCTA5 15401,30401,15401
ZCTA5 15410,1422,15410
ZCTA5 15412,426,15412
ZCTA5 15413,347,15413
ZCTA5 15417,8398,15417
ZCTA5 44826,1402,44826
ZCTA5 44678,227,44678
ZCTA5 44691,45210,44691
ZCTA5 44816,15,44816
ZCTA5 44841,663,44841
ZCTA5 44846,3407,44846
ZCTA5 44850,27,44850
ZCTA5 44855,1378,44855
ZCTA5 44859,2473,44859
ZCTA5 44890,10551,44890
ZCTA5 44425,13457,44425
ZCTA5 44430,5335,44430
ZCTA5 44442,3898,44442
ZCTA5 44506,2772,44506
ZCTA5 44612,5116,44612
ZCTA5 44615,9694,44615
ZCTA5 44438,4599,44438
ZCTA5 44507,4964,44507
ZCTA5 44514,21912,44514
ZCTA5 44625,1552,44625
ZCTA5 44667,13123,44667
ZCTA5 44669,1608,44669
ZCTA5 44688,2858,44688
ZCTA5 44690,165,44690
ZCTA5 44693,12,44693
ZCTA5 44704,3083,44704
ZCTA5 44718,12126,44718
ZCTA5 44730,5996,44730
ZCTA5 34429,8439,34429
ZCTA5 34607,8666,34607
ZCTA5 34209,35148,34209
ZCTA5 34241,15222,34241
ZCTA5 34661,186,34661
ZCTA5 34945,5265,34945
ZCTA5 40826,607,40826
ZCTA5 40830,316,40830
ZCTA5 40840,299,40840
ZCTA5 40870,323,40870
ZCTA5 40873,2308,40873
ZCTA5 40316,429,40316
ZCTA5 40336,12364,40336
ZCTA5 40006,4459,40006
ZCTA5 40019,4044,40019
ZCTA5 40036,286,40036
ZCTA5 40078,2585,40078
ZCTA5 40109,1957,40109
ZCTA5 40118,9268,40118
ZCTA5 40211,22516,40211
ZCTA5 40214,46002,40214
ZCTA5 40220,34347,40220
ZCTA5 40229,40709,40229
ZCTA5 40243,10290,40243
ZCTA5 40348,562,40348
ZCTA5 40356,44249,40356
ZCTA5 40409,3725,40409
ZCTA5 40440,2140,40440
ZCTA5 40445,728,40445
ZCTA5 40510,2027,40510
ZCTA5 59633,317,59633
ZCTA5 59636,54,59636
ZCTA5 59638,705,59638
ZCTA5 59714,21530,59714
ZCTA5 59721,565,59721
ZCTA5 59722,5655,59722
ZCTA5 59743,153,59743
ZCTA5 49762,587,49762
ZCTA5 49769,1680,49769
ZCTA5 49801,11328,49801
ZCTA5 49817,619,49817
ZCTA5 49827,1171,49827
ZCTA5 49834,224,49834
ZCTA5 49838,421,49838
ZCTA5 49876,1220,49876
ZCTA5 49881,440,49881
ZCTA5 49893,1273,49893
ZCTA5 49901,228,49901
ZCTA5 49912,963,49912
ZCTA5 49927,484,49927
ZCTA5 49929,186,49929
ZCTA5 49938,7493,49938
ZCTA5 49968,2146,49968
ZCTA5 49971,469,49971
ZCTA5 49453,2941,49453
ZCTA5 49460,8783,49460
ZCTA5 49544,10181,49544
ZCTA5 49616,2193,49616
ZCTA5 12015,3347,12015
ZCTA5 12020,33235,12020
ZCTA5 12031,174,12031
ZCTA5 12036,252,12036
ZCTA5 12051,6769,12051
ZCTA5 97009,8198,97009
ZCTA5 97014,1589,97014
ZCTA5 97030,38980,97030
ZCTA5 97039,494,97039
ZCTA5 97042,2877,97042
ZCTA5 97049,1725,97049
ZCTA5 97054,1368,97054
ZCTA5 97118,672,97118
ZCTA5 97141,13557,97141
ZCTA5 97149,458,97149
ZCTA5 97201,17558,97201
ZCTA5 97216,17757,97216
ZCTA5 97331,2868,97331
ZCTA5 97358,2610,97358
ZCTA5 97034,20108,97034
ZCTA5 97048,7591,97048
ZCTA5 97056,12161,97056
ZCTA5 97080,44907,97080
ZCTA5 97103,17892,97103
ZCTA5 97110,1286,97110
ZCTA5 97114,4675,97114
ZCTA5 97122,526,97122
ZCTA5 97210,11395,97210
ZCTA5 97225,25965,97225
ZCTA5 97453,882,97453
ZCTA5 45146,1623,45146
ZCTA5 45155,412,45155
ZCTA5 45157,10228,45157
ZCTA5 45172,266,45172
ZCTA5 45203,2430,45203
ZCTA5 45229,12966,45229
ZCTA5 45242,21720,45242
ZCTA5 45247,22269,45247
ZCTA5 45307,401,45307
ZCTA5 45316,97,45316
ZCTA5 45328,653,45328
ZCTA5 45335,7208,45335
ZCTA5 45351,220,45351
ZCTA5 45368,4554,45368
ZCTA5 45377,15439,45377
ZCTA5 45378,458,45378
ZCTA5 45380,5476,45380
ZCTA5 45419,15285,45419
ZCTA5 45830,5212,45830
ZCTA5 45013,54440,45013
ZCTA5 45838,129,45838
ZCTA5 45033,168,45033
ZCTA5 45034,947,45034
ZCTA5 45039,26074,45039
ZCTA5 45113,4182,45113
ZCTA5 45122,12271,45122
ZCTA5 45133,23449,45133
ZCTA5 45154,8789,45154
ZCTA5 45156,65,45156
ZCTA5 45159,3659,45159
ZCTA5 45204,5790,45204
ZCTA5 45850,3278,45850
ZCTA5 45886,531,45886
ZCTA5 45890,728,45890
ZCTA5 45015,11900,45015
ZCTA5 45782,605,45782
ZCTA5 45881,1460,45881
ZCTA5 16343,629,16343
ZCTA5 16354,10819,16354
ZCTA5 16361,11,16361
ZCTA5 16365,17675,16365
ZCTA5 16412,10041,16412
ZCTA5 16424,4641,16424
ZCTA5 16428,12313,16428
ZCTA5 16503,15855,16503
ZCTA5 16617,2637,16617
ZCTA5 16621,680,16621
ZCTA5 16624,189,16624
ZCTA5 16625,4044,16625
ZCTA5 16631,116,16631
ZCTA5 16639,1592,16639
ZCTA5 16646,2159,16646
ZCTA5 16657,1397,16657
ZCTA5 16669,2058,16669
ZCTA5 16720,1238,16720
ZCTA5 16729,707,16729
ZCTA5 16735,5952,16735
ZCTA5 39897,3534,39897
ZCTA5 39354,2988,39354
ZCTA5 39501,23807,39501
ZCTA5 39730,12419,39730
ZCTA5 31213,0,31213
ZCTA5 31304,41,31304
ZCTA5 31409,873,31409
ZCTA5 31524,0,31524
ZCTA5 31547,1219,31547
ZCTA5 31556,130,31556
ZCTA5 31561,102,31561
ZCTA5 31562,2540,31562
ZCTA5 31698,770,31698
ZCTA5 31719,8830,31719
ZCTA5 66763,3398,66763
ZCTA5 66776,1461,66776
ZCTA5 66838,141,66838
ZCTA5 66864,456,66864
ZCTA5 66871,1327,66871
ZCTA5 66933,281,66933
ZCTA5 66938,1204,66938
ZCTA5 66941,77,66941
ZCTA5 66945,896,66945
ZCTA5 66007,7175,66007
ZCTA5 66012,12330,66012
ZCTA5 66013,1804,66013
ZCTA5 66026,976,66026
ZCTA5 66027,6535,66027
ZCTA5 66033,738,66033
ZCTA5 66214,11795,66214
ZCTA5 66217,6001,66217
ZCTA5 66056,1335,66056
ZCTA5 66061,65730,66061
ZCTA5 66067,15518,66067
ZCTA5 66072,1357,66072
ZCTA5 66078,1086,66078
ZCTA5 66088,2783,66088
ZCTA5 66219,13629,66219
ZCTA5 66227,7327,66227
ZCTA5 66401,1644,66401
ZCTA5 66415,829,66415
ZCTA5 66416,497,66416
ZCTA5 66428,232,66428
ZCTA5 66431,536,66431
ZCTA5 66503,16840,66503
ZCTA5 66506,3521,66506
