Timestamp,Temperature/High/Mean (°F),Temperature/High/Percentile10th (°F),Temperature/High/Percentile25th (°F),Temperature/High/Percentile75th (°F),Temperature/High/Percentile90th (°F),Temperature/Low/Mean (°F),Temperature/Low/Percentile10th (°F),Temperature/Low/Percentile25th (°F),Temperature/Low/Percentile75th (°F),Temperature/Low/Percentile90th (°F),Temperature/Mean (°F),PerceivedTemperature/High (°F),PerceivedTemperature/Low (°F),CloudCover/Clear (%),CloudCover/MostlyClear (%),CloudCover/PartlyCloudy (%),CloudCover/MostlyCloudy (%),CloudCover/Overcast (%),Precipitation/Total (%),Precipitation/Rain (%),Precipitation/Mixed (%),Precipitation/Snow (%),Precipitation/Quantity/Mean (in),Rainfall/Mean (in),Rainfall/Percentile10th (in),Rainfall/Percentile25th (in),Rainfall/Percentile75th (in),Rainfall/Percentile90th (in),Snowfall/Mean (in),Snowfall/Percentile10th (in),Snowfall/Percentile25th (in),Snowfall/Percentile75th (in),Snowfall/Percentile90th (in),Snowfall/LiquidEquivalent/Mean (in),Snowfall/LiquidEquivalent/Percentile10th (in),Snowfall/LiquidEquivalent/Percentile25th (in),Snowfall/LiquidEquivalent/Percentile75th (in),Snowfall/LiquidEquivalent/Percentile90th (in),Sun/2022/PreviousSolarMidnight (hr),Sun/2022/AstronomicalRise (hr),Sun/2022/NauticalRise (hr),Sun/2022/CivilRise (hr),Sun/2022/Rise (hr),Sun/2022/Noon (hr),Sun/2022/Set (hr),Sun/2022/CivilSet (hr),Sun/2022/NauticalSet (hr),Sun/2022/AstronomicalSet (hr),Sun/2022/NextSolarMidnight (hr),Daylight/2022/Day (hr),Daylight/2022/CivilDay (hr),Daylight/2022/NauticalDay (hr),Daylight/2022/AstronomicalDay (hr),Humidity/Dry (%),Humidity/Comfortable (%),Humidity/Humid (%),Humidity/Muggy (%),Humidity/Oppressive (%),Humidity/Miserable (%),Wind/Speed/Mean (mph),Wind/Speed/Percentile10th (mph),Wind/Speed/Percentile25th (mph),Wind/Speed/Percentile75th (mph),Wind/Speed/Percentile90th (mph),Wind/Direction/Cardinal/Calm (%),Wind/Direction/Cardinal/N (%),Wind/Direction/Cardinal/E (%),Wind/Direction/Cardinal/S (%),Wind/Direction/Cardinal/W (%),Wind/Direction/Ordinal/Calm (%),Wind/Direction/Ordinal/N (%),Wind/Direction/Ordinal/NE (%),Wind/Direction/Ordinal/E (%),Wind/Direction/Ordinal/SE (%),Wind/Direction/Ordinal/S (%),Wind/Direction/Ordinal/SW (%),Wind/Direction/Ordinal/W (%),Wind/Direction/Ordinal/NW (%),Wind/Direction/Display/Calm (%),Wind/Direction/Display/N8 (%),Wind/Direction/Display/NE8PartOfN4 (%),Wind/Direction/Display/NE8PartOfE4 (%),Wind/Direction/Display/E8 (%),Wind/Direction/Display/SE8PartOfE4 (%),Wind/Direction/Display/SE8PartOfS4 (%),Wind/Direction/Display/S8 (%),Wind/Direction/Display/SW8PartOfS4 (%),Wind/Direction/Display/SW8PartOfW4 (%),Wind/Direction/Display/W8 (%),Wind/Direction/Display/NW8PartOfW4 (%),Wind/Direction/Display/NW8PartOfN4 (%),WaterTemperature/Mean (°F),WaterTemperature/Percentile10th (°F),WaterTemperature/Percentile25th (°F),WaterTemperature/Percentile75th (°F),WaterTemperature/Percentile90th (°F),BestTime/TemperatureTourismScore (),BestTime/TemperatureBeachScore (),BestTime/CloudScore (),BestTime/PrecipitationScore (),BestTime/TourismScore (),BestTime/BeachScore (),GrowingSeasonProbability (%),Temperature/Frigid (%),Temperature/Freezing (%),Temperature/Chilly (%),Temperature/Cold (%),Temperature/Cool (%),Temperature/Comfortable (%),Temperature/Warm (%),Temperature/Hot (%),Temperature/Sweltering (%),GrowingDegreeDays/Mean (°F),GrowingDegreeDays/Percentile10th (°F),GrowingDegreeDays/Percentile25th (°F),GrowingDegreeDays/Percentile75th (°F),GrowingDegreeDays/Percentile90th (°F),SolarEnergy/Mean (kWh),SolarEnergy/Percentile10th (kWh),SolarEnergy/Percentile25th (kWh),SolarEnergy/Percentile75th (kWh),SolarEnergy/Percentile90th (kWh)
2022-07-03,105.86,99.44,102.76,109.01,111.31,87.24,81.84,84.34,89.77,92.64,95.94,111.71,90.56,50.59,9.48,8.68,9.44,21.83,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.37,3.31,3.85,4.37,4.79,11.63,18.47,18.90,19.41,19.95,23.64,13.67,14.53,15.56,16.64,19.09,14.97,17.73,15.16,12.37,20.67,10.20,4.07,6.28,13.43,17.66,0.00,62.22,12.12,3.71,21.97,0.00,29.89,9.21,6.32,2.93,1.89,1.54,7.52,40.70,0.00,29.89,5.16,4.05,6.32,1.74,1.18,1.89,0.64,0.91,7.52,13.53,27.17,88.05,85.04,86.90,89.46,90.78,1.10,2.38,7.54,10.00,2.82,3.82,100.00,0.00,0.00,0.00,-0.00,-0.00,0.00,5.06,42.56,52.38,4597.20,4194.00,4464.00,4759.20,4903.20,7.74,7.07,7.54,8.09,8.23
2022-07-04,105.86,99.50,102.76,109.01,111.31,87.35,81.98,84.45,89.88,92.69,96.00,112.04,90.89,49.41,9.65,8.91,9.67,22.36,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.36,3.32,3.86,4.37,4.80,11.64,18.47,18.90,19.41,19.95,23.64,13.67,14.53,15.55,16.63,18.53,14.66,17.56,15.10,12.45,21.70,10.20,4.10,6.29,13.40,17.60,0.00,62.41,12.24,3.55,21.80,0.00,30.14,9.29,6.50,2.88,1.78,1.52,7.50,40.41,0.00,30.14,5.27,4.01,6.50,1.74,1.14,1.78,0.63,0.89,7.50,13.41,27.00,88.17,85.18,87.04,89.57,90.89,1.09,2.33,7.46,10.00,2.80,3.76,100.00,0.00,0.00,0.00,-0.00,-0.00,0.00,4.90,42.53,52.56,4633.20,4230.00,4500.00,4795.20,4939.20,7.72,7.03,7.52,8.07,8.23
2022-07-05,105.86,99.44,102.76,109.01,111.31,87.41,82.09,84.54,89.94,92.69,96.02,112.32,91.12,48.28,9.70,8.95,9.83,23.25,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.36,3.33,3.86,4.38,4.81,11.64,18.47,18.90,19.41,19.95,23.64,13.66,14.52,15.55,16.62,17.89,14.37,17.39,15.09,12.46,22.80,10.15,4.09,6.26,13.28,17.51,0.00,62.31,12.70,3.46,21.52,0.00,30.30,9.63,6.67,3.00,1.69,1.52,7.38,39.81,0.00,30.30,5.45,4.18,6.67,1.85,1.15,1.69,0.62,0.89,7.38,13.23,26.58,88.31,85.32,87.15,89.71,91.01,1.08,2.29,7.39,10.00,2.78,3.71,100.00,0.00,0.00,0.00,-0.00,-0.00,0.00,4.76,42.59,52.63,4669.20,4266.00,4536.00,4831.20,4975.20,7.69,6.95,7.49,8.06,8.21
2022-07-06,105.86,99.50,102.82,109.01,111.31,87.43,82.15,84.59,89.99,92.69,96.05,112.61,91.34,47.13,9.73,8.97,10.00,24.19,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.36,3.33,3.87,4.39,4.81,11.64,18.47,18.89,19.41,19.95,23.64,13.65,14.51,15.54,16.61,17.19,14.13,17.11,15.09,12.68,23.80,10.04,4.02,6.16,13.13,17.44,0.00,61.91,13.14,3.57,21.39,0.00,30.33,9.99,6.86,3.13,1.71,1.58,7.26,39.13,0.00,30.33,5.63,4.36,6.86,1.92,1.21,1.71,0.65,0.93,7.26,13.20,25.94,88.45,85.47,87.27,89.82,91.12,1.08,2.22,7.32,10.00,2.76,3.64,100.00,0.00,0.00,0.00,-0.00,-0.00,0.00,4.66,42.66,52.69,4705.20,4298.40,4572.00,4867.20,5011.20,7.66,6.89,7.45,8.04,8.20
2022-07-07,105.91,99.56,102.82,109.01,111.37,87.49,82.26,84.68,89.99,92.69,96.07,113.06,91.63,46.03,9.70,9.08,10.22,24.98,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.36,3.34,3.88,4.39,4.82,11.64,18.47,18.89,19.41,19.94,23.65,13.65,14.50,15.53,16.60,16.58,13.86,16.84,15.01,12.76,24.95,9.92,3.98,6.10,12.94,17.21,0.00,61.53,13.57,3.70,21.22,0.00,30.38,10.49,7.11,3.20,1.78,1.62,7.25,38.18,0.00,30.38,5.98,4.51,7.11,1.96,1.25,1.78,0.67,0.95,7.25,13.01,25.17,88.56,85.61,87.41,89.99,91.23,1.08,2.16,7.24,10.00,2.74,3.58,100.00,0.00,0.00,0.00,-0.00,-0.00,0.00,4.52,42.53,52.97,4741.20,4334.40,4608.00,4903.20,5047.20,7.63,6.83,7.41,8.02,8.19
2022-07-08,105.91,99.61,102.76,109.12,111.42,87.57,82.37,84.76,90.11,92.75,96.12,113.51,91.96,45.28,9.59,9.01,10.27,25.86,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.35,3.35,3.89,4.40,4.83,11.65,18.46,18.89,19.40,19.94,23.65,13.64,14.49,15.51,16.59,15.95,13.57,16.52,14.90,12.87,26.20,9.79,3.94,6.04,12.76,16.97,0.00,61.13,14.14,3.75,20.98,0.00,30.44,10.79,7.40,3.32,1.82,1.59,7.33,37.30,0.00,30.44,6.12,4.67,7.40,2.06,1.26,1.82,0.67,0.92,7.33,12.73,24.56,88.70,85.72,87.55,90.11,91.34,1.07,2.10,7.17,10.00,2.72,3.51,100.00,0.00,0.00,0.00,-0.00,-0.00,0.00,4.39,42.44,53.19,4777.20,4370.40,4644.00,4939.20,5083.20,7.60,6.76,7.38,8.02,8.18
2022-07-09,106.03,99.72,102.88,109.12,111.48,87.69,82.46,84.90,90.22,92.81,96.20,113.90,92.30,44.25,9.53,8.90,10.36,26.95,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.35,3.36,3.90,4.41,4.83,11.65,18.46,18.89,19.40,19.93,23.65,13.63,14.48,15.50,16.57,15.30,13.16,16.27,14.91,13.15,27.22,9.68,3.92,5.99,12.58,16.75,0.00,60.66,14.55,3.95,20.83,0.00,30.52,11.01,7.72,3.44,1.95,1.62,7.34,36.41,0.00,30.52,6.27,4.74,7.72,2.10,1.34,1.95,0.67,0.96,7.34,12.53,23.88,88.84,85.86,87.72,90.22,91.46,1.06,2.03,7.09,10.00,2.70,3.44,100.00,0.00,0.00,0.00,-0.00,-0.00,0.00,4.15,42.28,53.59,4813.20,4406.40,4680.00,4975.20,5119.20,7.57,6.68,7.36,8.00,8.16
2022-07-10,106.08,99.72,102.93,109.23,111.59,87.80,82.57,85.10,90.33,92.92,96.26,114.24,92.64,43.47,9.51,8.84,10.52,27.66,0.09,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.35,3.37,3.90,4.42,4.84,11.65,18.46,18.89,19.40,19.93,23.65,13.62,14.47,15.49,16.56,14.82,12.93,15.88,14.73,13.13,28.50,9.62,3.89,5.94,12.50,16.66,0.00,60.13,15.23,4.02,20.63,0.00,30.22,11.53,8.03,3.60,1.94,1.66,7.28,35.73,0.00,30.22,6.55,4.97,8.03,2.22,1.39,1.94,0.70,0.96,7.28,12.38,23.34,88.98,85.97,87.88,90.39,91.63,1.06,1.97,7.02,10.00,2.68,3.38,100.00,0.00,0.00,0.00,-0.00,-0.00,0.00,3.95,42.25,53.81,4849.20,4442.40,4712.40,5011.20,5155.20,7.54,6.62,7.32,7.98,8.16
2022-07-11,106.08,99.67,102.88,109.23,111.65,87.88,82.71,85.24,90.39,92.92,96.29,114.69,93.03,42.28,9.55,8.97,10.80,28.42,0.09,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.35,3.38,3.91,4.42,4.85,11.65,18.46,18.88,19.39,19.92,23.66,13.61,14.46,15.48,16.54,14.28,12.47,15.57,14.54,13.13,30.00,9.51,3.87,5.90,12.30,16.49,0.00,59.13,16.44,4.10,20.33,0.00,30.00,11.98,8.69,3.80,1.97,1.66,7.23,34.67,0.00,30.00,6.61,5.38,8.69,2.37,1.43,1.97,0.70,0.96,7.23,12.14,22.53,89.12,86.11,88.05,90.50,91.74,1.05,1.92,6.95,10.00,2.66,3.32,100.00,0.00,0.00,0.00,-0.00,-0.00,0.00,3.76,42.44,53.78,4885.20,4478.40,4748.40,5047.20,5191.20,7.51,6.55,7.28,7.96,8.14
2022-07-12,106.08,99.78,102.99,109.29,111.71,87.97,82.82,85.38,90.39,92.97,96.34,115.14,93.37,41.25,9.61,9.05,10.92,29.17,0.09,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.34,3.39,3.92,4.43,4.86,11.66,18.45,18.88,19.39,19.92,23.66,13.60,14.45,15.47,16.53,13.73,12.16,15.29,14.47,13.05,31.30,9.45,3.85,5.86,12.18,16.38,0.00,58.53,17.13,4.26,20.09,0.00,29.83,12.32,9.09,3.90,2.09,1.61,7.25,33.91,0.00,29.83,6.69,5.63,9.09,2.41,1.49,2.09,0.68,0.93,7.25,11.91,22.00,89.26,86.25,88.22,90.67,91.91,1.05,1.87,6.88,10.00,2.64,3.27,100.00,0.00,0.00,0.00,-0.00,-0.00,0.00,3.59,42.44,54.00,4921.20,4510.80,4784.40,5083.20,5227.20,7.49,6.49,7.25,7.95,8.13
2022-07-13,106.08,99.67,102.93,109.29,111.76,88.08,82.91,85.49,90.50,93.03,96.39,115.47,93.76,40.13,9.52,9.11,11.13,30.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.34,3.40,3.93,4.44,4.86,11.66,18.45,18.87,19.38,19.91,23.66,13.59,14.44,15.45,16.51,13.15,11.84,15.08,14.39,12.99,32.56,9.43,3.85,5.86,12.16,16.33,0.00,58.28,17.67,4.18,19.88,0.00,29.77,12.58,9.42,3.93,2.01,1.65,7.26,33.38,0.00,29.77,6.80,5.78,9.42,2.46,1.46,2.01,0.71,0.94,7.26,11.68,21.70,89.40,86.42,88.36,90.84,91.96,1.04,1.82,6.80,10.00,2.62,3.21,100.00,0.00,0.00,0.00,-0.00,-0.00,0.00,3.43,42.28,54.28,4957.20,4546.80,4820.40,5119.20,5263.20,7.46,6.41,7.21,7.93,8.11
2022-07-14,106.08,99.67,102.93,109.23,111.76,88.17,83.02,85.63,90.61,93.03,96.42,115.87,94.10,39.13,9.45,9.13,11.25,31.06,0.09,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.34,3.41,3.94,4.45,4.87,11.66,18.45,18.87,19.38,19.91,23.66,13.58,14.42,15.44,16.50,12.52,11.46,14.92,14.42,13.05,33.63,9.41,3.84,5.85,12.14,16.31,0.00,57.97,18.27,4.25,19.53,0.00,29.80,12.86,9.73,3.99,1.99,1.66,7.12,32.84,0.00,29.80,6.81,6.04,9.73,2.49,1.50,1.99,0.75,0.91,7.12,11.49,21.34,89.54,86.53,88.50,90.95,92.13,1.04,1.79,6.73,10.00,2.61,3.17,100.00,0.00,0.00,0.00,-0.00,-0.00,0.00,3.24,42.38,54.41,4993.20,4582.80,4856.40,5155.20,5299.20,7.43,6.34,7.18,7.92,8.10
2022-07-15,106.03,99.61,102.82,109.17,111.71,88.22,83.13,85.75,90.67,93.03,96.44,116.09,94.38,38.25,9.34,9.18,11.34,31.89,0.09,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.34,3.42,3.95,4.46,4.88,11.66,18.44,18.87,19.37,19.90,23.66,13.56,14.41,15.42,16.48,12.04,11.16,14.77,14.37,13.17,34.50,9.38,3.83,5.84,12.06,16.29,0.00,57.28,19.22,4.26,19.23,0.00,29.52,13.09,10.32,4.13,1.95,1.73,6.95,32.31,0.00,29.52,6.80,6.29,10.32,2.61,1.52,1.95,0.79,0.94,6.95,11.34,20.97,89.71,86.65,88.64,91.12,92.24,1.04,1.76,6.66,10.00,2.59,3.13,100.00,0.00,0.00,0.00,-0.00,-0.00,0.00,3.10,42.34,54.56,5029.20,4618.80,4892.40,5191.20,5335.20,7.40,6.29,7.14,7.91,8.09
2022-07-16,106.03,99.61,102.76,109.12,111.65,88.31,83.27,85.89,90.72,93.09,96.46,116.38,94.72,37.25,9.39,9.27,11.49,32.59,0.09,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.34,3.43,3.96,4.46,4.89,11.66,18.44,18.86,19.36,19.89,23.67,13.55,14.40,15.41,16.46,11.50,10.94,14.57,14.37,13.13,35.50,9.32,3.82,5.80,11.96,16.20,0.00,56.56,20.06,4.31,19.05,0.00,29.08,13.47,10.81,4.25,1.98,1.74,6.91,31.76,0.00,29.08,6.94,6.53,10.81,2.72,1.53,1.98,0.81,0.93,6.91,11.21,20.55,89.82,86.76,88.76,91.23,92.36,1.03,1.72,6.60,10.00,2.57,3.09,100.00,0.00,0.00,0.00,-0.00,-0.00,0.00,2.95,42.34,54.72,5065.20,4654.80,4928.40,5227.20,5371.20,7.37,6.23,7.10,7.89,8.07
2022-07-17,105.91,99.50,102.71,109.01,111.59,88.39,83.41,86.03,90.78,93.09,96.47,116.71,95.06,36.25,9.45,9.27,11.76,33.28,0.09,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.33,3.44,3.97,4.47,4.89,11.66,18.43,18.85,19.36,19.88,23.67,13.54,14.38,15.39,16.44,10.97,10.59,14.16,14.20,13.13,36.94,9.26,3.80,5.75,11.85,16.12,0.00,56.09,20.81,4.32,18.78,0.00,28.91,13.81,11.25,4.37,1.98,1.70,6.75,31.23,0.00,28.91,7.06,6.75,11.25,2.82,1.55,1.98,0.80,0.91,6.75,11.12,20.11,89.99,86.93,88.90,91.40,92.47,1.03,1.68,6.55,10.00,2.56,3.04,100.00,0.00,0.00,0.00,-0.00,-0.00,0.00,2.84,42.53,54.63,5101.20,4690.80,4964.40,5263.20,5407.20,7.34,6.16,7.07,7.88,8.06
2022-07-18,105.86,99.50,102.65,108.95,111.59,88.47,83.55,86.11,90.84,93.09,96.47,117.05,95.34,35.69,9.63,9.49,11.69,33.53,0.09,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.33,3.45,3.98,4.48,4.90,11.67,18.43,18.85,19.35,19.88,23.67,13.53,14.37,15.37,16.42,10.41,10.09,13.85,14.13,13.24,38.28,9.20,3.77,5.70,11.77,16.04,0.00,55.78,21.42,4.41,18.38,0.00,28.86,14.19,11.62,4.51,2.02,1.70,6.65,30.45,0.00,28.86,7.30,6.89,11.62,2.91,1.60,2.02,0.79,0.91,6.65,10.81,19.64,90.16,87.07,89.04,91.57,92.58,1.03,1.64,6.49,10.00,2.54,3.00,100.00,0.00,0.00,0.00,-0.00,-0.00,0.00,2.67,42.72,54.63,5137.20,4726.80,5000.40,5299.20,5443.20,7.31,6.12,7.04,7.86,8.04
2022-07-19,105.86,99.39,102.59,108.95,111.59,88.53,83.69,86.20,90.89,93.09,96.50,117.28,95.68,35.13,9.61,9.43,11.64,34.22,0.09,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.33,3.46,3.99,4.49,4.91,11.67,18.42,18.84,19.34,19.87,23.67,13.51,14.35,15.36,16.40,9.87,9.94,13.55,14.07,13.34,39.22,9.14,3.71,5.66,11.68,15.97,0.00,55.50,21.83,4.57,18.11,0.00,28.66,14.49,11.84,4.64,2.09,1.76,6.59,29.94,0.00,28.66,7.50,6.99,11.84,2.99,1.65,2.09,0.83,0.93,6.59,10.59,19.34,90.27,87.18,89.18,91.74,92.75,1.02,1.62,6.44,10.00,2.53,2.97,100.00,0.00,0.00,0.00,-0.00,-0.00,0.00,2.50,42.84,54.66,5173.20,4762.80,5036.40,5335.20,5479.20,7.29,6.09,7.01,7.84,8.02
2022-07-20,105.86,99.33,102.59,108.95,111.59,88.62,83.81,86.31,90.95,93.14,96.52,117.56,95.96,34.50,9.52,9.45,11.69,34.84,0.09,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.33,3.47,4.00,4.50,4.92,11.67,18.42,18.84,19.34,19.86,23.67,13.50,14.34,15.34,16.38,9.51,9.70,13.38,13.98,13.30,40.13,9.08,3.67,5.61,11.61,15.89,0.00,54.97,22.30,4.65,18.09,0.00,28.39,14.79,12.03,4.74,2.12,1.84,6.55,29.55,0.00,28.39,7.58,7.20,12.03,3.06,1.68,2.12,0.85,0.99,6.55,10.55,19.00,90.39,87.27,89.29,91.85,92.92,1.02,1.60,6.39,10.00,2.52,2.95,100.00,0.00,0.00,0.00,-0.00,-0.00,0.00,2.38,42.88,54.75,5209.20,4798.80,5072.40,5371.20,5515.20,7.27,6.04,6.98,7.83,8.01
2022-07-21,105.80,99.39,102.48,108.95,111.59,88.64,83.89,86.39,91.01,93.14,96.50,117.89,96.24,33.47,9.42,9.36,11.84,35.91,0.09,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.33,3.48,4.01,4.51,4.93,11.67,18.41,18.83,19.33,19.85,23.67,13.48,14.32,15.32,16.36,8.88,9.38,13.16,14.11,13.28,41.19,9.04,3.65,5.59,11.52,15.80,0.00,54.59,22.89,4.73,17.78,0.00,28.36,15.07,12.33,4.82,2.16,1.88,6.38,29.00,0.00,28.36,7.63,7.45,12.33,3.12,1.71,2.16,0.87,1.00,6.38,10.39,18.61,90.56,87.35,89.38,91.96,93.09,1.02,1.57,6.35,10.00,2.51,2.92,100.00,0.00,0.00,0.00,-0.00,-0.00,0.00,2.29,43.03,54.69,5245.20,4831.20,5108.40,5407.20,5551.20,7.23,5.99,6.96,7.81,8.00
2022-07-22,105.63,99.22,102.26,108.84,111.59,88.70,84.00,86.51,91.01,93.14,96.49,118.23,96.57,33.09,9.36,9.41,11.77,36.34,0.09,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.33,3.50,4.02,4.52,4.93,11.67,18.40,18.82,19.32,19.84,23.67,13.47,14.31,15.30,16.34,8.26,9.06,12.84,14.04,13.30,42.50,9.01,3.65,5.58,11.45,15.73,0.00,54.16,23.84,4.76,17.25,0.00,28.08,15.86,12.80,4.89,2.16,1.85,6.16,28.23,0.00,28.08,7.98,7.88,12.80,3.16,1.73,2.16,0.87,0.98,6.16,10.12,18.11,90.67,87.41,89.49,92.13,93.20,1.02,1.55,6.32,10.00,2.50,2.89,100.00,0.00,0.00,0.00,-0.00,-0.00,0.00,2.17,43.38,54.47,5281.20,4867.20,5144.40,5443.20,5587.20,7.20,5.91,6.92,7.80,7.99
2022-07-23,105.57,99.16,102.14,108.72,111.54,88.73,84.09,86.59,91.01,93.09,96.47,118.57,96.97,32.91,9.50,9.38,11.79,36.41,0.09,0.09,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.33,3.51,4.03,4.52,4.94,11.67,18.40,18.81,19.31,19.83,23.67,13.45,14.29,15.29,16.32,7.80,8.76,12.56,13.88,13.16,43.84,8.95,3.63,5.56,11.36,15.63,0.00,53.69,24.55,4.88,16.89,0.00,28.03,16.09,13.25,5.05,2.21,1.86,6.08,27.43,0.00,28.03,8.05,8.04,13.25,3.26,1.78,2.21,0.89,0.97,6.08,9.84,17.59,90.78,87.46,89.61,92.24,93.31,1.02,1.54,6.29,10.00,2.50,2.87,100.00,0.00,0.00,0.00,-0.00,-0.00,0.00,2.09,43.69,54.22,5317.20,4903.20,5180.40,5479.20,5623.20,7.18,5.86,6.89,7.78,7.98
2022-07-24,105.52,99.11,102.09,108.72,111.48,88.76,84.14,86.68,91.01,93.03,96.46,118.85,97.25,32.91,9.55,9.19,11.69,36.66,0.09,0.09,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.33,3.52,4.04,4.53,4.95,11.67,18.39,18.80,19.30,19.82,23.67,13.44,14.27,15.27,16.30,7.38,8.48,12.19,13.72,13.13,45.13,8.90,3.62,5.55,11.27,15.51,0.00,53.13,25.20,5.11,16.58,0.00,27.84,16.16,13.73,5.35,2.29,1.89,6.03,26.70,0.00,27.84,8.13,8.02,13.73,3.44,1.91,2.29,0.90,0.99,6.03,9.55,17.14,90.89,87.55,89.71,92.36,93.43,1.02,1.51,6.27,10.00,2.49,2.85,100.00,0.00,0.00,0.00,-0.00,-0.00,0.00,2.00,43.75,54.25,5353.20,4939.20,5216.40,5515.20,5659.20,7.15,5.84,6.86,7.76,7.96
2022-07-25,105.46,99.11,102.03,108.67,111.42,88.78,84.20,86.73,91.06,93.03,96.45,119.13,97.53,32.88,9.43,9.09,11.62,36.97,0.09,0.09,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.33,3.53,4.04,4.54,4.96,11.67,18.38,18.80,19.29,19.81,23.67,13.42,14.26,15.25,16.28,7.01,8.28,11.84,13.48,13.17,46.22,8.84,3.62,5.54,11.17,15.38,0.00,52.75,25.72,5.21,16.33,0.00,27.83,16.41,14.00,5.53,2.39,1.85,5.93,26.06,0.00,27.83,8.27,8.14,14.00,3.57,1.96,2.39,0.87,0.99,5.93,9.41,16.66,91.01,87.63,89.82,92.47,93.54,1.02,1.50,6.25,10.00,2.49,2.83,100.00,0.00,0.00,0.00,-0.00,-0.00,0.00,1.95,43.91,54.16,5389.20,4975.20,5252.40,5551.20,5695.20,7.13,5.79,6.83,7.74,7.95
