,callsign,altitude,speed,direction,flightid,latitude,longitude,datetime,date,time,display_time,weekday,geometry
100592,DAL89,1150,171,262,23856f50,33.947296,-118.307396,2020-01-14 11:55:31-08:00,01/14/2020,11:55:31,11:55 AM,Tuesday,POINT (-118.307396 33.947296)
100593,DAL89,1050,169,262,23856f50,33.946682,-118.313309,2020-01-14 11:55:37-08:00,01/14/2020,11:55:37,11:55 AM,Tuesday,POINT (-118.313309 33.946682)
100594,DAL89,875,167,263,23856f50,33.945602,-118.324097,2020-01-14 11:55:48-08:00,01/14/2020,11:55:48,11:55 AM,Tuesday,POINT (-118.324097 33.945602)
100595,DAL89,775,166,263,23856f50,33.945007,-118.329964,2020-01-14 11:55:55-08:00,01/14/2020,11:55:55,11:55 AM,Tuesday,POINT (-118.329964 33.945007)
100596,DAL89,600,166,262,23856f50,33.943863,-118.341194,2020-01-14 11:56:07-08:00,01/14/2020,11:56:07,11:56 AM,Tuesday,POINT (-118.341194 33.943863)
100597,DAL89,475,165,262,23856f50,33.942856,-118.35067,2020-01-14 11:56:18-08:00,01/14/2020,11:56:18,11:56 AM,Tuesday,POINT (-118.35067 33.942856)
100598,DAL89,350,164,263,23856f50,33.94212,-118.357712,2020-01-14 11:56:26-08:00,01/14/2020,11:56:26,11:56 AM,Tuesday,POINT (-118.357712 33.94212)
100599,DAL89,175,163,262,23856f50,33.941006,-118.36882,2020-01-14 11:56:38-08:00,01/14/2020,11:56:38,11:56 AM,Tuesday,POINT (-118.36882 33.941006)
100600,DAL89,75,162,262,23856f50,33.940491,-118.373909,2020-01-14 11:56:44-08:00,01/14/2020,11:56:44,11:56 AM,Tuesday,POINT (-118.373909 33.940491)
100601,DAL89,0,163,262,23856f50,33.939838,-118.380142,2020-01-14 11:56:50-08:00,01/14/2020,11:56:50,11:56 AM,Tuesday,POINT (-118.380142 33.939838)
100602,DAL89,0,78,264,23856f50,33.936848,-118.40934,2020-01-14 11:57:32-08:00,01/14/2020,11:57:32,11:57 AM,Tuesday,POINT (-118.40934 33.936848)
100603,DAL89,0,61,261,23856f50,33.936405,-118.413765,2020-01-14 11:57:44-08:00,01/14/2020,11:57:44,11:57 AM,Tuesday,POINT (-118.413765 33.936405)
100604,DAL89,0,41,264,23856f50,33.936069,-118.41713,2020-01-14 11:57:56-08:00,01/14/2020,11:57:56,11:57 AM,Tuesday,POINT (-118.41713 33.936069)
100606,DAL89,0,32,334,23856f50,33.936337,-118.419312,2020-01-14 11:58:16-08:00,01/14/2020,11:58:16,11:58 AM,Tuesday,POINT (-118.419312 33.936337)
100626,DAL89,0,34,351,23856f50,33.939316,-118.412735,2020-01-14 12:05:15-08:00,01/14/2020,12:05:15,12:05 PM,Tuesday,POINT (-118.412735 33.939316)
100629,DAL89,0,34,354,23856f50,33.940784,-118.412949,2020-01-14 12:05:36-08:00,01/14/2020,12:05:36,12:05 PM,Tuesday,POINT (-118.412949 33.940784)
100630,DAL89,0,33,351,23856f50,33.941242,-118.413055,2020-01-14 12:05:42-08:00,01/14/2020,12:05:42,12:05 PM,Tuesday,POINT (-118.413055 33.941242)
100631,DAL89,0,32,351,23856f50,33.941769,-118.413094,2020-01-14 12:05:51-08:00,01/14/2020,12:05:51,12:05 PM,Tuesday,POINT (-118.413094 33.941769)
100632,DAL89,0,31,351,23856f50,33.942204,-118.413155,2020-01-14 12:05:57-08:00,01/14/2020,12:05:57,12:05 PM,Tuesday,POINT (-118.413155 33.942204)
