OBJECTID,GbCity,City_CH,City_EN,A100008_00,A100008_10,A100009_00,A100009_10,A101001_00,A101001_10,A101002_00,A101002_10,A101003_00,A101003_10,A101004_00,A101004_10,A101005_00,A101005_10,A101006_00,A101006_10,A103001_00,A103001_10,A104001_00,A104001_10,A104004_00,A104004_10,A104007_00,A104007_10,A104010_00,A104010_10,A105004_00,A105004_10,A105007_00,A105007_10,GbProv,Prov_CH,Prov_EN,Shape_Leng,Shape_Area,count
"27","1501",呼和浩特市,Huhehaote,1222175,1790682,1170720,1075933,751437,1007779,722377,952872,29060,54907,2392895,2866615,1244736,1462776,1148159,1403839,1869943,2236913,683777,1393517,65405,292426,304671,931211,54442,169880,1350722,1630397,997447,1213853,15,内蒙古,Neimenggu,7.24347015108,1.82350733554,"1"
"325","6401",银川市,Yinchuan,654261,1445405,523352,547683,365675,680885,351373,640621,14302,40264,1177613,1993088,605377,1030563,572236,962525,900716,1560669,325421,762828,16525,185555,91828,325627,111088,251646,571949,865640,587175,1109973,64,宁夏省,Ningxia,2.6413270996,0.36562992219,"1"
"138","3701",济南市,Jinan,3334482,4392922,2587409,2421062,1753180,2112900,1684787,2012581,68393,100319,5921891,6813984,3002142,3423904,2919749,3390080,5353970,6064821,773253,1747126,131142,521074,211114,975221,89998,250831,3703928,4131264,2199068,2655018,37,山东省,Shandong,6.64673646771,0.79807803402,"2"
"139","3702",青岛市,Qingdao,4283674,5735439,3210520,2979648,2416231,2966355,2326998,2824283,89233,142072,7494194,8715087,3757411,4391744,3736783,4323343,6593541,7651797,1256686,2477318,279286,683716,327027,1199104,214056,594498,5112978,5597181,2349632,3083834,37,山东省,Shandong,11.3640891116,1.08881630085,"7"
"143","3706",烟台市,Yantai,3036902,3851425,3598833,3116777,2284667,2540718,2220279,2456755,64388,83963,6635735,6968202,3350625,3522519,3285110,3445683,6024005,6517820,858337,1364960,302042,589902,186093,467628,154101,307430,5126105,5065880,1486339,1884621,37,山东省,Shandong,11.2135668803,1.37331218274,"1"
"16","1401",太原市,Taiyuan,2755726,3467987,588666,733605,977280,1395184,925336,1296291,51944,98893,3344392,4201592,1741413,2151719,1602979,2049873,2639191,3650340,834113,1549967,48954,447793,221284,818384,156820,283790,1293216,1593136,2018799,2577568,14,山西省,Shanxi,5.41040838718,0.71481954465,"10"
"293","6101",西安市,Xian,4084759,5842704,3190073,2625134,2066619,2697711,1958971,2504155,107648,193556,7274832,8467838,3761041,4340803,3513791,4127035,6673518,7732794,858618,2345884,68874,542026,252508,1218311,242421,585547,4294704,4723853,2938320,3697719,61,陕西省,Shaanxi,6.33278878818,0.99763346662,"20"
"296","6104",咸阳市,Xianyang,1618288,2063586,3267715,3032415,1251390,1402384,1215426,1353942,35964,48442,4886003,5096001,2527141,2616681,2358862,2479320,4824699,5318086,203100,447182,67975,226412,65117,144812,23776,75958,3987951,3983521,871962,1092727,61,陕西省,Shaanxi,6.21071529405,1.00955781618,"1"
"298","6106",延安市,Yanan,578023,1057289,1438764,1129720,542553,663934,527297,646054,15256,17880,2016787,2187009,1057229,1149068,959558,1037941,1866111,2284889,235920,557795,99503,387926,67610,132636,16227,37233,1557469,1581212,430851,576080,61,陕西省,Shaanxi,12.7910024418,3.71060780711,"1"
"76","3102",上海市辖县,Shanghai (Counties),1030285,337350,1028914,366372,751812,305809,727146,293168,24666,12641,2059199,703722,1015988,359321,1043211,344401,1749321,692033,445400,194554,142138,30639,51621,12915,251641,151000,1557570,478027,480134,223361,31,上海市,Shanghai,4.11916238738,0.22130591353,"1"
"76","3102",上海市辖县,Shanghai (Counties),1030285,337350,1028914,366372,751812,305809,727146,293168,24666,12641,2059199,703722,1015988,359321,1043211,344401,1749321,692033,445400,194554,142138,30639,51621,12915,251641,151000,1557570,478027,480134,223361,31,上海市,Shanghai,4.11916238738,0.22130591353,"1"
"75","3101",上海市辖区,Shanghai (Districts),13459634,20217748,888901,2097726,4890776,8587674,4571922,7960089,318854,627585,14348535,22315474,7414274,11495595,6934261,10819879,10294787,13493127,4939189,12490762,0,1638648,1173531,2026114,2883281,8826000,4447429,8266066,9780290,13976511,31,上海市,Shanghai,4.55690026848,0.37014082544,"2"
"75","3101",上海市辖区,Shanghai (Districts),13459634,20217748,888901,2097726,4890776,8587674,4571922,7960089,318854,627585,14348535,22315474,7414274,11495595,6934261,10819879,10294787,13493127,4939189,12490762,0,1638648,1173531,2026114,2883281,8826000,4447429,8266066,9780290,13976511,31,上海市,Shanghai,4.55690026848,0.37014082544,"3"
"256","5119",巴中市,Bazhong,406200,934708,2883046,2348440,891673,967516,887115,959993,4558,7523,3289246,3283148,1698059,1669951,1591187,1613197,3356223,3939052,143150,231349,72390,188529,19093,34971,4960,7849,2885447,2625216,387964,633042,51,四川省,Sichuan,6.12082669046,1.17582261328,"1"
"240","5101",成都市,Chengdu,5967819,9237015,5140715,4810610,3457608,4829919,3317526,4547109,140082,282810,11108534,14047625,5706928,7138705,5401606,6908920,9502861,11426983,2131533,4697445,302493,824357,1077679,3271789,179710,601299,7358906,7793272,3693950,6209836,51,四川省,Sichuan,6.65832272611,1.13558119214,"9"
"244","5106",德阳市,Deyang,1202464,1493992,2585592,2121766,1212194,1317487,1192515,1296585,19679,20902,3788056,3615758,1954006,1827143,1834050,1788615,3641507,3869617,287336,465304,110821,239778,97275,186125,17695,39401,3070206,2614401,699702,990054,51,四川省,Sichuan,4.6354062561,0.56433202275,"1"
"240","5101",成都市,Chengdu,5967819,9237015,5140715,4810610,3457608,4829919,3317526,4547109,140082,282810,11108534,14047625,5706928,7138705,5401606,6908920,9502861,11426983,2131533,4697445,302493,824357,1077679,3271789,179710,601299,7358906,7793272,3693950,6209836,51,四川省,Sichuan,6.65832272611,1.13558119214,"1"
"253","5116",广安市,Guangan,686069,931959,3438031,2273517,1182549,1139077,1172755,1128089,9794,10988,4124100,3205476,2135327,1603068,1988773,1602408,4343067,4667164,147725,235918,69402,176962,26183,42368,13919,16588,3620902,2504810,469274,663446,51,四川省,Sichuan,4.61954997398,0.59596208708,"1"
"243","5105",泸州市,Luzhou,1086988,1487444,3015177,2730983,1273000,1284929,1256473,1268324,16527,16605,4102165,4218427,2117139,2138060,1985026,2080367,4416044,5043836,292391,425678,98888,221052,50374,160853,22805,43773,3400736,3319409,682870,812785,51,四川省,Sichuan,7.96138430892,1.12533300893,"1"
"251","5114",眉山市,Meishan,602180,975556,2602991,1974989,937470,1019836,919545,1010659,17925,9177,3205171,2950545,1637593,1471587,1567578,1478958,3287351,3489534,290440,314397,192673,218030,43199,79113,6936,17254,2820120,2215186,378267,719266,51,四川省,Sichuan,6.35476808784,0.67488900319,"2"
"250","5113",南充市,Nanchong,1402881,2254665,5280525,4023949,1915350,2070122,1897413,2046140,17937,23982,6683406,6278614,3468827,3187415,3214579,3091199,6941122,7525830,225530,548667,79263,352449,41727,164110,15712,32108,5692973,4699908,969652,1541179,51,四川省,Sichuan,6.36881968497,1.19039713709,"2"
"4","1202",天津市辖县,Tianjin (Counties),334409,715638,2015141,1132272,664462,563988,653922,553387,10540,10601,2349550,1847910,1191306,958845,1158244,889065,2238576,1763419,171677,231770,87305,89700,4362,7159,76406,134911,2005696,1516257,326614,324922,12,天津市,Tianjin,6.53892307574,0.62972283797,"1"
"3","1201",天津市辖区,Tianjin (Districts),6755403,9562255,743778,1528528,2414915,3399616,2322819,3108605,92096,291011,7499181,11090783,3825069,5948246,3674112,5142537,5885213,8156160,2009946,4720455,7788,1005582,51523,858283,658627,2856590,2355179,4893449,5096898,6147292,12,天津市,Tianjin,5.11225676696,0.58395162328,"2"
"3","1201",天津市辖区,Tianjin (Districts),6755403,9562255,743778,1528528,2414915,3399616,2322819,3108605,92096,291011,7499181,11090783,3825069,5948246,3674112,5142537,5885213,8156160,2009946,4720455,7788,1005582,51523,858283,658627,2856590,2355179,4893449,5096898,6147292,12,天津市,Tianjin,5.11225676696,0.58395162328,"1"
"3","1201",天津市辖区,Tianjin (Districts),6755403,9562255,743778,1528528,2414915,3399616,2322819,3108605,92096,291011,7499181,11090783,3825069,5948246,3674112,5142537,5885213,8156160,2009946,4720455,7788,1005582,51523,858283,658627,2856590,2355179,4893449,5096898,6147292,12,天津市,Tianjin,5.11225676696,0.58395162328,"4"
"3","1201",天津市辖区,Tianjin (Districts),6755403,9562255,743778,1528528,2414915,3399616,2322819,3108605,92096,291011,7499181,11090783,3825069,5948246,3674112,5142537,5885213,8156160,2009946,4720455,7788,1005582,51523,858283,658627,2856590,2355179,4893449,5096898,6147292,12,天津市,Tianjin,5.11225676696,0.58395162328,"1"
"270","5301",昆明市,Kunming,3176380,4337798,2604914,2094411,1783793,2250327,1672351,2099403,111442,150924,5781294,6432209,3039862,3306182,2741432,3126027,4229842,5413900,1771328,2046631,74086,379487,554526,1220317,578757,446827,3747796,3942950,1944288,2426216,53,云南省,Yunnan,10.0468272721,1.88306925864,"6"
"272","5304",玉溪市,Yuxi,577681,968805,1495324,1334713,592984,667397,579282,645607,13702,21790,2073005,2303518,1059623,1181282,1013382,1122236,1954770,2166932,181243,370943,50801,162511,65605,144081,45098,64351,1721186,1895676,332120,393422,53,云南省,Yunnan,9.72364855915,1.33183432783,"1"
"90","3301",杭州市,Hangzhou,4033397,6372650,2845325,2327723,2217984,3235877,2082829,2970849,135155,265028,6878722,8700373,3545062,4457154,3333660,4243219,5804502,6876483,1484481,3415109,242920,569398,458408,1102968,502715,1742743,4483091,4985694,2322395,3685162,33,浙江省,Zhejiang,8.0586733577,1.56902158952,"4"
"2","1102",北京市辖县,Beijing (Counties),645803,411835,1413796,373271,634076,296865,613217,285663,20859,11202,2059599,785106,1053615,398530,1005984,386576,1761589,708391,371831,209341,111952,84224,58425,16374,201454,108743,1498746,494144,538047,287461,11,北京市,Beijing,7.80577196826,0.87994396148,
"6","1302",唐山市,Tangshan,2265605,3850975,4774949,3726314,2117050,2428752,2078606,2375634,38444,53118,7040554,7577289,3582630,3871292,3457924,3705997,6680364,7335290,515989,956409,161018,529111,105862,237972,90215,189326,5129055,5436771,1892838,2103516,13,河北省,Hebei,7.40708879167,1.37008695228,
"7","1303",秦皇岛市,Qinhuangdao,900132,1419487,1853830,1568118,855025,986756,834385,957621,20640,29135,2753962,2987605,1403179,1516194,1350783,1471411,2539977,2879710,286787,495302,35069,208005,68259,138966,101670,148331,2001494,2012069,744787,964251,13,河北省,Hebei,4.95602282375,0.81942459898,
"15","1311",衡水市,Hengshui,827498,1657687,3329415,2683086,1140571,1277786,1123044,1258305,17527,19481,4156913,4340773,2103988,2191113,2052925,2149660,4074336,4358082,155513,293860,66918,209392,36178,59705,34159,24763,3604080,3692442,547570,635555,13,河北省,Hebei,5.65284411246,0.90242422944,
"17","1402",大同市,Datong,1305923,1822112,1695585,1495942,899602,1104779,888361,1086073,11241,18706,3001508,3318054,1550741,1689841,1450767,1628213,2407331,3200040,710106,833558,107140,461292,122752,244176,163763,128090,1799739,1776950,1148795,1515000,14,山西省,Shanxi,8.73888467016,1.4768377263,
"18","1403",阳泉市,Yangquan,580478,821209,692648,547293,374499,436649,366289,428541,8210,8108,1273126,1368502,668004,710304,605122,658198,1122363,1312234,199244,296268,36127,118029,43551,127136,34144,51103,736132,696078,527839,663605,14,山西省,Shanxi,3.62049319436,0.46972777935,
"19","1404",长治市,Changzhi,896487,1395030,2242504,1939535,831005,948144,817897,923466,13108,24678,3138991,3334565,1621512,1710681,1517479,1623884,2969007,3336682,256629,432937,85926,246778,52044,131245,33880,54914,2454746,2340353,663264,960018,14,山西省,Shanxi,6.83376556348,1.40607531374,
"20","1405",晋城市,Jincheng,738794,1163315,1422190,1115831,607621,686084,591283,662706,16338,23378,2160984,2279146,1112138,1153981,1048846,1125165,1961016,2169173,249653,420226,62552,195768,60609,147900,67925,76558,1764970,1711080,381067,553469,14,山西省,Shanxi,4.9208662727,0.94219585337,
"21","1406",朔州市,Shuozhou,516353,793560,935522,921297,389192,498797,385121,485730,4071,13067,1451875,1714857,753046,895412,698829,819445,1281648,1594336,221088,455191,76556,296826,46752,107588,30065,50777,1103246,1234063,315693,456232,14,山西省,Shanxi,6.0126784896,1.11787202769,
"22","1407",晋中市,Jinzhong,975263,1433792,2041273,1815633,884138,1031598,868910,1002346,15228,29252,3016536,3249425,1571127,1694946,1445409,1554479,2820473,3172151,333812,670046,145009,408045,65472,164438,46794,97563,2278627,2318028,708109,900782,14,山西省,Shanxi,9.17135694776,1.66390991903,
"23","1408",运城市,Yuncheng,1050196,1928843,3762165,3205936,1182041,1364746,1162691,1336278,19350,28468,4812361,5134779,2464300,2615684,2348061,2519095,4710784,5037695,220458,467936,97963,336996,40748,99672,31719,31268,4149518,4308447,652547,807802,14,山西省,Shanxi,6.30604097861,1.39503970468,
"24","1409",忻州市,Xinzhou,792953,1161317,2145391,1906186,829251,941149,817916,921407,11335,19742,2938344,3067503,1534626,1581660,1403718,1485843,2724100,3069742,284405,560404,149149,414322,55072,93651,32437,52431,2359999,2368647,538050,659500,14,山西省,Shanxi,10.1719660104,2.60735274698,
"25","1410",临汾市,Linfen,1062335,1760260,2888510,2556350,982060,1182779,966003,1148571,16057,34208,3950845,4316610,2025713,2200819,1925132,2115791,3796336,4366211,257769,527948,108219,347019,49870,119325,49261,61604,3159484,3265975,771232,1018585,14,山西省,Shanxi,8.47036608869,2.02227313813,
"26","1423",吕梁地区,Lvliangdiqu,757487,1413114,2624793,2313954,869259,1064253,860454,1038798,8805,25455,3382280,3727068,1758138,1933713,1624142,1793355,3310051,3820128,153276,550184,91906,370759,33956,135870,20549,43555,2865872,2918661,491623,767461,14,山西省,Shanxi,8.92504874448,2.14496680898,
"28","1502",包头市,Baotou,1549075,2106757,705364,543607,750877,973498,733402,939459,17475,34039,2254439,2650364,1169609,1368885,1084830,1281479,1719467,2191816,711323,1139359,36552,342746,247348,589756,84067,206857,972023,1266616,1251369,1368376,15,内蒙古,Neimenggu,11.3322677079,2.9939915555,
"29","1503",乌海市,Wuhai,397716,502704,29837,30198,140390,195764,136468,187773,3922,7991,427553,532902,223947,282386,203606,250516,371005,453968,98460,227133,0,58831,39892,88769,26471,79533,105411,150083,315729,377694,15,内蒙古,Neimenggu,1.88166385801,0.16079911534,
"30","1504",赤峰市,Chifeng,1192381,1786902,3243356,2554343,1228994,1397216,1213005,1373247,15989,23969,4435737,4341245,2280139,2234825,2155598,2106420,4188361,4583636,379274,741212,135195,436604,62439,241886,26862,62722,3536526,3277522,880975,1046757,15,内蒙古,Neimenggu,19.617716944,9.43350246715,
"31","1505",通辽市,Tongliao,861319,1267782,2167100,1871371,799930,962862,793449,948038,6481,14824,3028419,3139153,1545728,1597918,1482691,1541235,2870035,3191254,211454,421073,76432,288627,23428,86245,20416,46201,2331181,2232858,686794,898220,15,内蒙古,Neimenggu,16.6216237015,6.58797842495,
"32","1521",呼伦贝尔盟,Hulunbeier,1750292,1722795,936936,826457,797651,908154,789970,896713,7681,11441,2687228,2549252,1384047,1311859,1303181,1237393,2379392,2718249,433093,515442,168453,221763,109783,133883,154857,159796,1078366,880680,1547418,1650345,15,内蒙古,Neimenggu,40.5983761354,31.4927923506,
"33","1522",兴安盟,Xingan,537921,678362,1050866,934884,429507,526355,425423,519990,4084,6365,1588787,1613246,820495,828637,768292,784609,1539971,1672928,128723,226402,71390,126543,35849,64266,21484,35593,1108765,1042658,462442,562514,15,内蒙古,Neimenggu,18.3818953708,6.41081345183,
"34","1525",锡林郭勒盟,Xilinguole,449721,628458,525447,399564,299217,365145,294302,355655,4915,9490,975168,1028022,505875,536795,469293,491227,808140,983378,232308,341157,83719,102925,121730,176469,26859,61763,601218,577690,358990,443663,15,内蒙古,Neimenggu,29.8955979026,22.6570921915,
"35","1526",乌兰察布盟,Wulanchabu,648166,905935,1636248,1237655,717137,802538,709582,794267,7555,8271,2284414,2143590,1184244,1094705,1100170,1048885,2237308,2866361,270284,424093,187132,272133,69309,120382,13843,31578,1741999,1519878,521954,614138,15,内蒙古,Neimenggu,15.7625181034,5.91643145803,
"36","1527",伊克昭盟,Yikezhao,595706,1349254,774060,591399,438921,665772,424062,604414,14859,61358,1369766,1940653,728605,1106242,641161,834411,1174989,1510861,328507,1079102,158796,320851,110886,348259,58825,409992,976556,1402216,377468,527105,15,内蒙古,Neimenggu,17.6175625722,9.08337816605,
"37","1528",巴彦淖尔盟,Bayannaoer,620801,808343,1061861,861572,493393,580972,484032,555161,9361,25811,1682662,1669915,869853,887011,812809,782904,1521081,1827679,301941,560608,169961,244261,92473,194376,39507,121971,1164470,1146398,492061,512193,15,内蒙古,Neimenggu,13.8497292128,6.94009357585,
"38","1529",阿拉善盟,Alashan,133560,172200,62719,59134,60436,84417,58398,77909,2038,6508,196279,231334,104337,126204,91942,105130,160958,171187,48681,101791,20711,24881,7680,18615,20290,58295,86987,115148,106069,114830,15,内蒙古,Neimenggu,32.6885379094,25.6117136349,
"41","2103",鞍山市,Anshan,2204629,2449061,1379410,1196823,1099641,1244885,1090358,1232076,9283,12809,3584039,3645884,1830683,1850084,1753356,1795800,3124710,3533679,561444,629633,117350,352622,83293,182455,79161,94556,1763025,1809853,1791812,1823229,21,辽宁省,Liaoning,7.97782697444,0.97963638988,
"42","2104",抚顺市,Fushun,1616393,1531774,643897,606316,719712,800812,714056,789563,5656,11249,2260290,2138090,1147861,1080753,1112429,1057337,2055888,2220545,300846,307318,22731,166146,56360,109731,28076,31441,756203,685855,1488224,1447139,21,辽宁省,Liaoning,6.90623571793,1.22061013718,
"43","2105",本溪市,Benxi,1070461,1271246,496947,438292,486797,590410,481769,584175,5028,6235,1567408,1709538,797791,873808,769617,835730,1381127,1560115,221947,340464,23405,167446,30535,126586,18980,46432,547405,564558,1013294,1142045,21,辽宁省,Liaoning,7.50842479286,0.90732580798,
"44","2106",丹东市,Dandong,1311565,1475118,1078959,969579,730823,831981,723143,815728,7680,16253,2390524,2444697,1213218,1239795,1177306,1204902,2193665,2429211,303129,460589,92551,257157,53913,147441,30184,55991,1394663,1390586,984755,1049317,21,辽宁省,Liaoning,8.64813918378,1.57697623357,
"45","2107",锦州市,Jinzhou,1359268,1496433,1717467,1630030,964935,1055468,953019,1038641,11916,16827,3076735,3126463,1563925,1566255,1512810,1560208,2823218,3086773,355658,439534,93617,215843,81182,184685,35014,39006,1969976,1845308,1091431,1270572,21,辽宁省,Liaoning,7.64160744462,1.04885437129,
"46","2108",营口市,Yingkou,1111229,1429218,1185311,999316,679003,832586,671595,822535,7408,10051,2296540,2428534,1180105,1243569,1116435,1184965,1943145,2365657,412031,512192,153026,288773,65933,129902,55040,93517,1390011,1244371,888233,1172730,21,辽宁省,Liaoning,4.62888634182,0.55074471966,
"47","2109",阜新市,Fuxin,840048,954714,1049726,864625,578004,642311,573388,635206,4616,7105,1889774,1819339,954303,913619,935471,905720,1766402,1920010,195298,265270,20962,153007,40306,92612,12146,19651,1050068,988391,830617,825104,21,辽宁省,Liaoning,5.9839583842,1.13585277764,
"48","2110",辽阳市,Liaoyang,924563,1039033,876644,819735,577261,647846,572246,639500,5015,8346,1801207,1858768,921568,945546,879639,913222,1576295,1828891,282357,378256,44578,167626,71817,157659,40659,52971,1029638,1060103,755338,787945,21,辽宁省,Liaoning,4.21177861181,0.50134675756,
"49","2111",盘锦市,Panjin,734623,918461,527130,474032,401690,485825,395918,479397,5772,6428,1261753,1392493,647724,703258,614029,689235,1063037,1305678,238968,289916,30504,131849,82134,111263,44254,46804,642245,273266,608504,1113899,21,辽宁省,Liaoning,6.58949535815,0.35022444359,
"50","2112",铁岭市,Tieling,1092582,1145784,1730638,1571948,869201,929259,866192,924161,3009,5098,2823220,2717732,1441343,1378537,1381877,1339195,2719489,3037127,238573,280697,80813,198470,70824,58060,21252,24167,1931722,1758617,868601,947221,21,辽宁省,Liaoning,7.59813767386,1.42525835214,
"51","2113",朝阳市,Chaoyang,1059254,1160438,2135574,1884203,943554,1026380,939238,1013043,4316,13337,3194828,3044641,1634950,1547066,1559878,1497575,3110659,3399665,231497,416141,37694,281704,81217,100386,13172,34051,2363007,2185517,816735,830203,21,辽宁省,Liaoning,9.92423098506,2.12355116537,
"52","2114",葫芦岛市,Huludao,840671,1089843,1740014,1533698,786853,864073,782379,855986,4474,8087,2580685,2623541,1325484,1334538,1255201,1289003,2454478,2810255,229183,383801,63730,247200,32342,105101,23685,31500,1848016,1774442,716265,832736,21,辽宁省,Liaoning,7.0915073672,1.09915372177,
"53","2201",长春市,Changchun,3552740,4258161,3582699,3416278,2043731,2422128,1996903,2328933,46828,93195,7135439,7674439,3649974,3877174,3485465,3797265,6359756,7548923,1022148,1761784,178365,791561,253361,755179,106784,215044,4148345,4195812,2930777,3454580,22,吉林省,Jilin,10.3442456299,2.30851017363,
"54","2202",吉林市,Jilin,2481880,2486066,2003614,1927091,1343531,1503854,1325242,1478120,18289,25734,4485494,4413157,2287359,2233750,2198135,2179407,4121656,4346767,474216,725902,133313,471297,99140,199807,39972,54798,2293598,2200987,2159063,2197035,22,吉林省,Jilin,10.3411649415,3.07305114671,
"56","2204",辽源市,Liaoyuan,637001,596028,630032,580211,378219,401528,376274,398828,1945,2700,1267033,1176239,651909,598230,615124,578009,1179718,1231270,122351,135535,36192,101740,15234,28147,6166,5648,679726,632522,578726,540119,22,吉林省,Jilin,3.84324728862,0.5685114607,
"57","2205",通化市,Tonghua,1173654,1238104,1134310,1086335,690696,777270,685540,771490,5156,5780,2307964,2324439,1186217,1183624,1121747,1140815,2148665,2257789,242552,250905,122233,187899,46424,36166,19171,26840,1219763,1178445,1067213,1138534,22,吉林省,Jilin,9.27706453773,1.69218401467,
"58","2206",白山市,Baishan,979261,969899,333101,326228,420792,516257,416997,513009,3795,3248,1312362,1296127,677324,660809,635038,635318,1202157,1268316,144101,220647,63164,164132,24631,37303,17291,19212,429118,360360,876272,930735,22,吉林省,Jilin,9.28873454154,1.89940014135,
"59","2207",松原市,Songyuan,875507,1111883,1890529,1768203,770321,882919,764107,878395,6214,4524,2766036,2880086,1411605,1455739,1354431,1424347,2561974,2888567,231108,384020,76649,258776,47596,110582,11322,14662,2057635,2123673,696540,743193,22,吉林省,Jilin,10.0122947907,2.41325799019,
"60","2208",白城市,Baicheng,946241,983502,1079650,1048854,621452,748201,617199,744888,4253,3313,2025891,2032356,1037881,1032194,988010,1000162,1897472,2037013,185733,244873,99806,191096,24616,34997,14048,18780,1195355,1186091,820773,840367,22,吉林省,Jilin,10.3176120961,2.95110468439,
"61","2224",延边朝鲜族自治州,Yanbianchaoxianzu,1485818,1597452,723828,673364,721889,862452,711717,848088,10172,14364,2209646,2270816,1134339,1150219,1075307,1120597,1996978,2188851,362648,459808,181698,229856,99044,145354,76772,84598,864708,825850,1297924,1439425,22,吉林省,Jilin,16.5212607444,4.80828058853,
"62","2301",哈尔滨市,Haerbin,5370174,6501848,4043185,4134123,2824453,3512739,2778730,3408940,45723,103799,9413359,10635971,4797249,5402739,4616110,5233232,8518236,9964761,1237790,2070990,217955,937126,389869,939105,100875,194759,4909426,5200037,4410863,5394755,23,黑龙江省,Heilongjiang,17.0365156119,6.13438117431,
"63","2302",齐齐哈尔市,Qiqihaer,2238149,2366355,3181472,3000648,1631682,1823664,1620203,1810534,11479,13130,5419621,5367003,2767685,2710067,2651936,2656936,5297524,5692710,303073,461173,72865,314478,84764,98787,30466,47908,3360916,3255623,2034319,2094769,23,黑龙江省,Heilongjiang,17.4509789922,5.05815594381,
"64","2303",鸡西市,Jixi,1237968,1223140,708089,639025,623128,719372,616510,713808,6618,5564,1946057,1862165,1001532,950892,944525,911273,1763432,1892636,240805,299219,48699,166626,88871,97999,33141,34594,814755,706242,1120267,1152519,23,黑龙江省,Heilongjiang,12.1018987849,2.58991405285,
"65","2304",鹤岗市,Hegang,844927,810873,254152,247792,361130,401559,359015,397954,2115,3605,1099079,1058665,561342,536776,537737,521889,985414,1073585,143089,156466,15674,77755,49399,62738,22377,15973,243823,226090,844938,830000,23,黑龙江省,Heilongjiang,9.33445646739,1.75588709696,
"66","2305",双鸭山市,Shuangyashan,807926,890815,640423,571811,463331,552082,460519,550098,2812,1984,1448349,1462626,743273,741730,705076,720896,1297531,1476353,207575,226128,42279,118255,95480,87678,29036,20195,618139,553056,818910,906034,23,黑龙江省,Heilongjiang,12.5908040533,2.59785227204,
"67","2306",大庆市,Daqing,1386842,1846892,1191209,1057640,815264,989812,800430,967070,14834,22742,2578051,2904532,1316065,1464252,1261986,1440280,2254238,2803822,416588,614996,33619,207917,253460,346104,56439,60975,1379929,1447642,1179267,1442397,23,黑龙江省,Heilongjiang,11.3000026616,2.47249430482,
"68","2307",伊春市,Yichun,1126748,964391,122873,183735,421348,465666,419243,462944,2105,2722,1249621,1148126,636128,574363,613493,573763,1180959,1288574,123016,96284,14631,51116,53235,39222,8888,5946,208028,157820,1028372,988379,23,黑龙江省,Heilongjiang,15.0746131343,3.94473203642,
"69","2308",佳木斯市,Jiamusi,1085998,1355497,1272312,1196600,721776,892460,714641,885958,7135,6502,2358310,2552097,1205394,1306592,1152916,1245505,2201807,2494497,231128,364878,33949,222043,83449,122448,18107,20387,1216091,1247433,1118931,1298372,23,黑龙江省,Heilongjiang,20.1893972678,3.87382545764,
"70","2309",七台河市,Qitaihe,558308,623337,249132,297134,253737,344312,251494,342089,2243,2223,807440,920471,418995,471513,388445,448958,642289,861838,199639,242405,13147,105629,82832,115893,28453,20883,382590,396766,413845,519972,23,黑龙江省,Heilongjiang,5.36497934703,0.72219461846,
"71","2310",牡丹江市,Mudanjiang,1485829,1610348,1198666,1188375,836417,968648,827660,955603,8757,13045,2684495,2798723,1368299,1413360,1316196,1385363,2615000,2716098,135437,426386,23690,197039,48619,184889,20786,44458,1255332,1299595,1415961,1493951,23,黑龙江省,Heilongjiang,13.5162448578,4.37427524864,
"72","2311",黑河市,Heihe,650825,880066,1020986,793833,536360,631313,532960,622642,3400,8671,1671811,1673899,858924,847863,812887,826036,1542003,1716359,201020,243147,76267,139977,85932,82819,17400,20351,792409,755363,868818,911121,23,黑龙江省,Heilongjiang,19.4916636943,8.27244739425,
"73","2312",绥化市,Suihua,1428371,1799806,3627170,3618347,1416965,1694939,1410314,1688388,6651,6551,5055541,5418153,2585369,2741591,2470172,2676562,5018302,5744698,235508,272322,151831,232200,35211,32918,5466,7204,3727521,4000272,1299670,1402593,23,黑龙江省,Heilongjiang,15.6539474939,4.12119529416,
"74","2327",大兴安岭地区,Daxinganlingdiqu,449974,450347,55868,61213,165331,196369,164031,194060,1300,2309,505842,511560,260492,264368,245350,247192,429007,511972,93743,83434,22576,30566,55960,40104,15207,12764,95173,76739,406234,433321,23,黑龙江省,Heilongjiang,21.9946488056,9.15375514897,
"79","3203",徐州市,Xuzhou,2981759,4561500,5932206,4015725,2504337,2646493,2459453,2610420,44884,36073,8913965,8577225,4568544,4313811,4345421,4263414,8556065,9759913,628119,868711,165451,443310,123551,302111,89495,123290,6734884,6102144,2113261,2367769,32,江苏省,Jiangsu,8.08969327331,1.10293174321,
"84","3208",淮阴市,Huaiyin,1448492,2438667,3589739,2362995,1330670,1423877,1315573,1390682,15097,33195,5038231,4801662,2576525,2387443,2461706,2414219,4903907,5424286,314474,629456,130865,346835,80633,219535,23124,63086,3887317,3426565,1104204,1317650,32,江苏省,Jiangsu,6.36863136552,0.96807848747,
"85","3209",盐城市,Yancheng,2829848,3772779,5116696,3489421,2427619,2433515,2395872,2400777,31747,32738,7946544,7262200,4059913,3650872,3886631,3611328,7644780,8203733,589691,733658,281835,433875,128034,226342,43734,73441,6027881,5078417,1869095,2075623,32,江苏省,Jiangsu,8.88635546687,1.4471999664,
