year,commodity_code,commodity_chapter,commodity_chapter_desc,commodity_chapter_four,commodity_chapter_four_desc,us_dollar,exported_to,exported_from
2017,74151000,74,Copper and articles thereof,7415,"Copper, nails, tacks, drawing pins, staples (not those of heading no. 8305) and the like, of copper or iron or steel with heads of copper; screws bolts, nuts, screws hooks, rivets, cotters, washers",3900,Kazakhstan,Xingjiang Uygur
2017,74152900,74,Copper and articles thereof,7415,"Copper, nails, tacks, drawing pins, staples (not those of heading no. 8305) and the like, of copper or iron or steel with heads of copper; screws bolts, nuts, screws hooks, rivets, cotters, washers",349,Kazakhstan,Xingjiang Uygur
2017,74153390,74,Copper and articles thereof,7415,"Copper, nails, tacks, drawing pins, staples (not those of heading no. 8305) and the like, of copper or iron or steel with heads of copper; screws bolts, nuts, screws hooks, rivets, cotters, washers",87401,Kazakhstan,Xingjiang Uygur
2021,74151000,74,Copper and articles thereof,7415,"Copper, nails, tacks, drawing pins, staples (not those of heading no. 8305) and the like, of copper or iron or steel with heads of copper; screws bolts, nuts, screws hooks, rivets, cotters, washers",1000,Kazakhstan,Xingjiang Uygur
2021,74152100,74,Copper and articles thereof,7415,"Copper, nails, tacks, drawing pins, staples (not those of heading no. 8305) and the like, of copper or iron or steel with heads of copper; screws bolts, nuts, screws hooks, rivets, cotters, washers",19000,Kazakhstan,Xingjiang Uygur
2021,74153390,74,Copper and articles thereof,7415,"Copper, nails, tacks, drawing pins, staples (not those of heading no. 8305) and the like, of copper or iron or steel with heads of copper; screws bolts, nuts, screws hooks, rivets, cotters, washers",6674,Kazakhstan,Xingjiang Uygur
2021,74153900,74,Copper and articles thereof,7415,"Copper, nails, tacks, drawing pins, staples (not those of heading no. 8305) and the like, of copper or iron or steel with heads of copper; screws bolts, nuts, screws hooks, rivets, cotters, washers",12955,Kazakhstan,Xingjiang Uygur
2018,74181010,74,Copper and articles thereof,7418,"Copper; table, kitchen or other household articles and parts thereof; pot scourers, scouring, polishing pads, gloves and the like; sanitary ware and parts thereof",4095,Kazakhstan,Xingjiang Uygur
2018,74182000,74,Copper and articles thereof,7418,"Copper; table, kitchen or other household articles and parts thereof; pot scourers, scouring, polishing pads, gloves and the like; sanitary ware and parts thereof",22400,Kazakhstan,Xingjiang Uygur
2017,74181010,74,Copper and articles thereof,7418,"Copper; table, kitchen or other household articles and parts thereof; pot scourers, scouring, polishing pads, gloves and the like; sanitary ware and parts thereof",33650,Kazakhstan,Xingjiang Uygur
2017,74182000,74,Copper and articles thereof,7418,"Copper; table, kitchen or other household articles and parts thereof; pot scourers, scouring, polishing pads, gloves and the like; sanitary ware and parts thereof",41924,Kazakhstan,Xingjiang Uygur
2021,74182000,74,Copper and articles thereof,7418,"Copper; table, kitchen or other household articles and parts thereof; pot scourers, scouring, polishing pads, gloves and the like; sanitary ware and parts thereof",275121,Kazakhstan,Xingjiang Uygur
2018,74199991,74,Copper and articles thereof,7419,Copper; articles thereof n.e.c. in chapter 74,2096,Kazakhstan,Xingjiang Uygur
2018,74199999,74,Copper and articles thereof,7419,Copper; articles thereof n.e.c. in chapter 74,15535,Kazakhstan,Xingjiang Uygur
2017,74199190,74,Copper and articles thereof,7419,Copper; articles thereof n.e.c. in chapter 74,9371,Kazakhstan,Xingjiang Uygur
2017,74199920,74,Copper and articles thereof,7419,Copper; articles thereof n.e.c. in chapter 74,143,Kazakhstan,Xingjiang Uygur
2017,74199991,74,Copper and articles thereof,7419,Copper; articles thereof n.e.c. in chapter 74,13768,Kazakhstan,Xingjiang Uygur
2017,74199999,74,Copper and articles thereof,7419,Copper; articles thereof n.e.c. in chapter 74,1077,Kazakhstan,Xingjiang Uygur
2021,74199110,74,Copper and articles thereof,7419,Copper; articles thereof n.e.c. in chapter 74,16589,Kazakhstan,Xingjiang Uygur
2021,74199190,74,Copper and articles thereof,7419,Copper; articles thereof n.e.c. in chapter 74,90745,Kazakhstan,Xingjiang Uygur
2021,74199999,74,Copper and articles thereof,7419,Copper; articles thereof n.e.c. in chapter 74,32863,Kazakhstan,Xingjiang Uygur
2021,74102190,74,Copper and articles thereof,7410,"Copper foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials) of a thickness (excluding any backing) not exceeding 0.15mm",8250,Kazakhstan,Xingjiang Uygur
2018,75052200,75,Nickel and articles thereof,7505,"Nickel; bars, rods, profiles and wire",19776,Kazakhstan,Xingjiang Uygur
2017,75051200,75,Nickel and articles thereof,7505,"Nickel; bars, rods, profiles and wire",16017,Kazakhstan,Xingjiang Uygur
2018,75089090,75,Nickel and articles thereof,7508,Nickel; articles thereof n.e.c. in chapter 75,138,Kazakhstan,Xingjiang Uygur
2018,76041090,76,Aluminium and articles thereof,7604,"Aluminium; bars, rods and profiles",13360,Kazakhstan,Xingjiang Uygur
2018,76042100,76,Aluminium and articles thereof,7604,"Aluminium; bars, rods and profiles",615671,Kazakhstan,Xingjiang Uygur
2018,76042910,76,Aluminium and articles thereof,7604,"Aluminium; bars, rods and profiles",25300,Kazakhstan,Xingjiang Uygur
2018,76042990,76,Aluminium and articles thereof,7604,"Aluminium; bars, rods and profiles",2937381,Kazakhstan,Xingjiang Uygur
2017,76042100,76,Aluminium and articles thereof,7604,"Aluminium; bars, rods and profiles",804534,Kazakhstan,Xingjiang Uygur
2017,76042910,76,Aluminium and articles thereof,7604,"Aluminium; bars, rods and profiles",43133,Kazakhstan,Xingjiang Uygur
2017,76042990,76,Aluminium and articles thereof,7604,"Aluminium; bars, rods and profiles",2012945,Kazakhstan,Xingjiang Uygur
2021,76042100,76,Aluminium and articles thereof,7604,"Aluminium; bars, rods and profiles",106460,Kazakhstan,Xingjiang Uygur
2021,76042910,76,Aluminium and articles thereof,7604,"Aluminium; bars, rods and profiles",41737,Kazakhstan,Xingjiang Uygur
2021,76042990,76,Aluminium and articles thereof,7604,"Aluminium; bars, rods and profiles",3770961,Kazakhstan,Xingjiang Uygur
2018,76051900,76,Aluminium and articles thereof,7605,Aluminium wire,10390,Kazakhstan,Xingjiang Uygur
2017,76051900,76,Aluminium and articles thereof,7605,Aluminium wire,1160,Kazakhstan,Xingjiang Uygur
2018,76061199,76,Aluminium and articles thereof,7606,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm",116420,Kazakhstan,Xingjiang Uygur
2018,76061230,76,Aluminium and articles thereof,7606,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm",35300,Kazakhstan,Xingjiang Uygur
2018,76061251,76,Aluminium and articles thereof,7606,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm",692871,Kazakhstan,Xingjiang Uygur
2018,76061259,76,Aluminium and articles thereof,7606,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm",95419,Kazakhstan,Xingjiang Uygur
2018,76061290,76,Aluminium and articles thereof,7606,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm",78537,Kazakhstan,Xingjiang Uygur
2018,76069200,76,Aluminium and articles thereof,7606,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm",11244,Kazakhstan,Xingjiang Uygur
2017,76061191,76,Aluminium and articles thereof,7606,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm",28500,Kazakhstan,Xingjiang Uygur
2017,76061199,76,Aluminium and articles thereof,7606,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm",239414,Kazakhstan,Xingjiang Uygur
2017,76061230,76,Aluminium and articles thereof,7606,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm",29870,Kazakhstan,Xingjiang Uygur
2017,76061251,76,Aluminium and articles thereof,7606,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm",473753,Kazakhstan,Xingjiang Uygur
2017,76061259,76,Aluminium and articles thereof,7606,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm",75916,Kazakhstan,Xingjiang Uygur
2017,76061290,76,Aluminium and articles thereof,7606,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm",1254,Kazakhstan,Xingjiang Uygur
2017,76069100,76,Aluminium and articles thereof,7606,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm",33378,Kazakhstan,Xingjiang Uygur
2017,76069200,76,Aluminium and articles thereof,7606,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm",166469,Kazakhstan,Xingjiang Uygur
2021,76061121,76,Aluminium and articles thereof,7606,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm",55381,Kazakhstan,Xingjiang Uygur
2021,76061199,76,Aluminium and articles thereof,7606,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm",573273,Kazakhstan,Xingjiang Uygur
2021,76061220,76,Aluminium and articles thereof,7606,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm",4550,Kazakhstan,Xingjiang Uygur
2021,76061251,76,Aluminium and articles thereof,7606,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm",126459,Kazakhstan,Xingjiang Uygur
2021,76061259,76,Aluminium and articles thereof,7606,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm",21645,Kazakhstan,Xingjiang Uygur
2021,76069200,76,Aluminium and articles thereof,7606,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm",2187,Kazakhstan,Xingjiang Uygur
2018,76071120,76,Aluminium and articles thereof,7607,"Aluminium foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials) of a thickness (excluding any backing) not exceeding 0.2mm",224627,Kazakhstan,Xingjiang Uygur
2018,76071190,76,Aluminium and articles thereof,7607,"Aluminium foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials) of a thickness (excluding any backing) not exceeding 0.2mm",35742,Kazakhstan,Xingjiang Uygur
2018,76071900,76,Aluminium and articles thereof,7607,"Aluminium foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials) of a thickness (excluding any backing) not exceeding 0.2mm",199438,Kazakhstan,Xingjiang Uygur
2018,76072000,76,Aluminium and articles thereof,7607,"Aluminium foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials) of a thickness (excluding any backing) not exceeding 0.2mm",75499,Kazakhstan,Xingjiang Uygur
2017,76071120,76,Aluminium and articles thereof,7607,"Aluminium foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials) of a thickness (excluding any backing) not exceeding 0.2mm",89778,Kazakhstan,Xingjiang Uygur
2017,76071190,76,Aluminium and articles thereof,7607,"Aluminium foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials) of a thickness (excluding any backing) not exceeding 0.2mm",219145,Kazakhstan,Xingjiang Uygur
2017,76071900,76,Aluminium and articles thereof,7607,"Aluminium foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials) of a thickness (excluding any backing) not exceeding 0.2mm",37769,Kazakhstan,Xingjiang Uygur
2017,76072000,76,Aluminium and articles thereof,7607,"Aluminium foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials) of a thickness (excluding any backing) not exceeding 0.2mm",161997,Kazakhstan,Xingjiang Uygur
2021,76071120,76,Aluminium and articles thereof,7607,"Aluminium foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials) of a thickness (excluding any backing) not exceeding 0.2mm",2000,Kazakhstan,Xingjiang Uygur
2021,76071900,76,Aluminium and articles thereof,7607,"Aluminium foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials) of a thickness (excluding any backing) not exceeding 0.2mm",680,Kazakhstan,Xingjiang Uygur
2021,76072000,76,Aluminium and articles thereof,7607,"Aluminium foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials) of a thickness (excluding any backing) not exceeding 0.2mm",212989,Kazakhstan,Xingjiang Uygur
2018,76081000,76,Aluminium and articles thereof,7608,Aluminium; tubes and pipes,13668,Kazakhstan,Xingjiang Uygur
2018,76082010,76,Aluminium and articles thereof,7608,Aluminium; tubes and pipes,269207,Kazakhstan,Xingjiang Uygur
2018,76082091,76,Aluminium and articles thereof,7608,Aluminium; tubes and pipes,21000,Kazakhstan,Xingjiang Uygur
2017,76081000,76,Aluminium and articles thereof,7608,Aluminium; tubes and pipes,40605,Kazakhstan,Xingjiang Uygur
2017,76082010,76,Aluminium and articles thereof,7608,Aluminium; tubes and pipes,108348,Kazakhstan,Xingjiang Uygur
2017,76082091,76,Aluminium and articles thereof,7608,Aluminium; tubes and pipes,8596,Kazakhstan,Xingjiang Uygur
2017,76082099,76,Aluminium and articles thereof,7608,Aluminium; tubes and pipes,12000,Kazakhstan,Xingjiang Uygur
2021,76081000,76,Aluminium and articles thereof,7608,Aluminium; tubes and pipes,121800,Kazakhstan,Xingjiang Uygur
2021,76082010,76,Aluminium and articles thereof,7608,Aluminium; tubes and pipes,48616,Kazakhstan,Xingjiang Uygur
2018,76090000,76,Aluminium and articles thereof,7609,"Aluminium; tube or pipe fittings (e.g. couplings, elbows, sleeves)",77572,Kazakhstan,Xingjiang Uygur
2017,76090000,76,Aluminium and articles thereof,7609,"Aluminium; tube or pipe fittings (e.g. couplings, elbows, sleeves)",16054,Kazakhstan,Xingjiang Uygur
2021,76090000,76,Aluminium and articles thereof,7609,"Aluminium; tube or pipe fittings (e.g. couplings, elbows, sleeves)",62438,Kazakhstan,Xingjiang Uygur
2018,76101000,76,Aluminium and articles thereof,7610,"Aluminium; structures (excluding prefabricated buildings of heading no. 9406) and parts (e.g. bridges and sections, towers, lattice masts, etc) plates, rods, profiles and tubes for structures",310348,Kazakhstan,Xingjiang Uygur
2018,76109000,76,Aluminium and articles thereof,7610,"Aluminium; structures (excluding prefabricated buildings of heading no. 9406) and parts (e.g. bridges and sections, towers, lattice masts, etc) plates, rods, profiles and tubes for structures",577751,Kazakhstan,Xingjiang Uygur
2017,76101000,76,Aluminium and articles thereof,7610,"Aluminium; structures (excluding prefabricated buildings of heading no. 9406) and parts (e.g. bridges and sections, towers, lattice masts, etc) plates, rods, profiles and tubes for structures",98513,Kazakhstan,Xingjiang Uygur
2017,76109000,76,Aluminium and articles thereof,7610,"Aluminium; structures (excluding prefabricated buildings of heading no. 9406) and parts (e.g. bridges and sections, towers, lattice masts, etc) plates, rods, profiles and tubes for structures",1022407,Kazakhstan,Xingjiang Uygur
2021,76101000,76,Aluminium and articles thereof,7610,"Aluminium; structures (excluding prefabricated buildings of heading no. 9406) and parts (e.g. bridges and sections, towers, lattice masts, etc) plates, rods, profiles and tubes for structures",119477,Kazakhstan,Xingjiang Uygur
2021,76109000,76,Aluminium and articles thereof,7610,"Aluminium; structures (excluding prefabricated buildings of heading no. 9406) and parts (e.g. bridges and sections, towers, lattice masts, etc) plates, rods, profiles and tubes for structures",762460,Kazakhstan,Xingjiang Uygur
2018,76110000,76,Aluminium and articles thereof,7611,"Aluminium; reservoirs, tanks, vats and the like for material (not compressed or liquefied gas) of capacity over 300l, whether or not lined, heat-insulated, not fitted with mechanical, thermal equipment",1500,Kazakhstan,Xingjiang Uygur
2017,76110000,76,Aluminium and articles thereof,7611,"Aluminium; reservoirs, tanks, vats and the like for material (not compressed or liquefied gas) of capacity over 300l, whether or not lined, heat-insulated, not fitted with mechanical, thermal equipment",960,Kazakhstan,Xingjiang Uygur
2021,76110000,76,Aluminium and articles thereof,7611,"Aluminium; reservoirs, tanks, vats and the like for material (not compressed or liquefied gas) of capacity over 300l, whether or not lined, heat-insulated, not fitted with mechanical, thermal equipment",2808,Kazakhstan,Xingjiang Uygur
2018,76129010,76,Aluminium and articles thereof,7612,"Aluminium casks, drums, cans, boxes etc (including rigid, collapsible tubular containers), for materials other than compressed, liquefied gas, 300l capacity or less, lined, heat-insulated or not",673353,Kazakhstan,Xingjiang Uygur
2018,76129090,76,Aluminium and articles thereof,7612,"Aluminium casks, drums, cans, boxes etc (including rigid, collapsible tubular containers), for materials other than compressed, liquefied gas, 300l capacity or less, lined, heat-insulated or not",32962,Kazakhstan,Xingjiang Uygur
2017,76129010,76,Aluminium and articles thereof,7612,"Aluminium casks, drums, cans, boxes etc (including rigid, collapsible tubular containers), for materials other than compressed, liquefied gas, 300l capacity or less, lined, heat-insulated or not",71600,Kazakhstan,Xingjiang Uygur
2017,76129090,76,Aluminium and articles thereof,7612,"Aluminium casks, drums, cans, boxes etc (including rigid, collapsible tubular containers), for materials other than compressed, liquefied gas, 300l capacity or less, lined, heat-insulated or not",46722,Kazakhstan,Xingjiang Uygur
2021,76129010,76,Aluminium and articles thereof,7612,"Aluminium casks, drums, cans, boxes etc (including rigid, collapsible tubular containers), for materials other than compressed, liquefied gas, 300l capacity or less, lined, heat-insulated or not",48444,Kazakhstan,Xingjiang Uygur
2021,76129090,76,Aluminium and articles thereof,7612,"Aluminium casks, drums, cans, boxes etc (including rigid, collapsible tubular containers), for materials other than compressed, liquefied gas, 300l capacity or less, lined, heat-insulated or not",85332,Kazakhstan,Xingjiang Uygur
2018,76130010,76,Aluminium and articles thereof,7613,Aluminium; containers for compressed or liquefied gas,9162,Kazakhstan,Xingjiang Uygur
2021,76130010,76,Aluminium and articles thereof,7613,Aluminium; containers for compressed or liquefied gas,21600,Kazakhstan,Xingjiang Uygur
2021,76130090,76,Aluminium and articles thereof,7613,Aluminium; containers for compressed or liquefied gas,6759,Kazakhstan,Xingjiang Uygur
2018,76149000,76,Aluminium and articles thereof,7614,"Aluminium; stranded wire, cables, plaited bands and the like, (not electrically insulated)",626409,Kazakhstan,Xingjiang Uygur
2021,76149000,76,Aluminium and articles thereof,7614,"Aluminium; stranded wire, cables, plaited bands and the like, (not electrically insulated)",40392,Kazakhstan,Xingjiang Uygur
2018,76151090,76,Aluminium and articles thereof,7615,"Aluminium; table, kitchen or other household articles and parts thereof, pot scourers and scouring or polishing pads, gloves and the like, sanitary ware and parts thereof",1863491,Kazakhstan,Xingjiang Uygur
2018,76152000,76,Aluminium and articles thereof,7615,"Aluminium; table, kitchen or other household articles and parts thereof, pot scourers and scouring or polishing pads, gloves and the like, sanitary ware and parts thereof",85427,Kazakhstan,Xingjiang Uygur
2017,76151090,76,Aluminium and articles thereof,7615,"Aluminium; table, kitchen or other household articles and parts thereof, pot scourers and scouring or polishing pads, gloves and the like, sanitary ware and parts thereof",709975,Kazakhstan,Xingjiang Uygur
2017,76152000,76,Aluminium and articles thereof,7615,"Aluminium; table, kitchen or other household articles and parts thereof, pot scourers and scouring or polishing pads, gloves and the like, sanitary ware and parts thereof",17390,Kazakhstan,Xingjiang Uygur
2021,76151090,76,Aluminium and articles thereof,7615,"Aluminium; table, kitchen or other household articles and parts thereof, pot scourers and scouring or polishing pads, gloves and the like, sanitary ware and parts thereof",4609628,Kazakhstan,Xingjiang Uygur
2021,76152000,76,Aluminium and articles thereof,7615,"Aluminium; table, kitchen or other household articles and parts thereof, pot scourers and scouring or polishing pads, gloves and the like, sanitary ware and parts thereof",111575,Kazakhstan,Xingjiang Uygur
2018,76161000,76,Aluminium and articles thereof,7616,Aluminium; articles n.e.c. in chapter 76,104910,Kazakhstan,Xingjiang Uygur
2018,76169100,76,Aluminium and articles thereof,7616,Aluminium; articles n.e.c. in chapter 76,76348,Kazakhstan,Xingjiang Uygur
2018,76169910,76,Aluminium and articles thereof,7616,Aluminium; articles n.e.c. in chapter 76,412050,Kazakhstan,Xingjiang Uygur
2018,76169990,76,Aluminium and articles thereof,7616,Aluminium; articles n.e.c. in chapter 76,13805496,Kazakhstan,Xingjiang Uygur
2017,76161000,76,Aluminium and articles thereof,7616,Aluminium; articles n.e.c. in chapter 76,30583,Kazakhstan,Xingjiang Uygur
2017,76169910,76,Aluminium and articles thereof,7616,Aluminium; articles n.e.c. in chapter 76,183932,Kazakhstan,Xingjiang Uygur
2017,76169990,76,Aluminium and articles thereof,7616,Aluminium; articles n.e.c. in chapter 76,4112191,Kazakhstan,Xingjiang Uygur
2021,76161000,76,Aluminium and articles thereof,7616,Aluminium; articles n.e.c. in chapter 76,84137,Kazakhstan,Xingjiang Uygur
2021,76169100,76,Aluminium and articles thereof,7616,Aluminium; articles n.e.c. in chapter 76,6000,Kazakhstan,Xingjiang Uygur
2021,76169910,76,Aluminium and articles thereof,7616,Aluminium; articles n.e.c. in chapter 76,194067,Kazakhstan,Xingjiang Uygur
2021,76169990,76,Aluminium and articles thereof,7616,Aluminium; articles n.e.c. in chapter 76,5311498,Kazakhstan,Xingjiang Uygur
2018,78019900,78,Lead and articles thereof,7801,Lead; unwrought,48140,Kazakhstan,Xingjiang Uygur
2017,78019900,78,Lead and articles thereof,7801,Lead; unwrought,82585,Kazakhstan,Xingjiang Uygur
2018,78060090,78,Lead and articles thereof,7806,Lead; articles n.e.c. in chapter 78,185310,Kazakhstan,Xingjiang Uygur
2017,78060010,78,Lead and articles thereof,7806,Lead; articles n.e.c. in chapter 78,1843,Kazakhstan,Xingjiang Uygur
2017,78060090,78,Lead and articles thereof,7806,Lead; articles n.e.c. in chapter 78,1660,Kazakhstan,Xingjiang Uygur
2021,78060090,78,Lead and articles thereof,7806,Lead; articles n.e.c. in chapter 78,59680,Kazakhstan,Xingjiang Uygur
2018,79070090,79,Zinc and articles thereof,7907,Zinc; articles n.e.c. in chapter 79,40000,Kazakhstan,Xingjiang Uygur
2021,79070020,79,Zinc and articles thereof,7907,Zinc; articles n.e.c. in chapter 79,75179,Kazakhstan,Xingjiang Uygur
2021,79070090,79,Zinc and articles thereof,7907,Zinc; articles n.e.c. in chapter 79,2007,Kazakhstan,Xingjiang Uygur
2018,80070030,80,Tin; articles thereof,8007,Tin; articles n.e.c. in chapter 80,9030,Kazakhstan,Xingjiang Uygur
2018,80070090,80,Tin; articles thereof,8007,Tin; articles n.e.c. in chapter 80,4880,Kazakhstan,Xingjiang Uygur
2017,80070030,80,Tin; articles thereof,8007,Tin; articles n.e.c. in chapter 80,330760,Kazakhstan,Xingjiang Uygur
2017,80070090,80,Tin; articles thereof,8007,Tin; articles n.e.c. in chapter 80,6494,Kazakhstan,Xingjiang Uygur
2021,80070030,80,Tin; articles thereof,8007,Tin; articles n.e.c. in chapter 80,57900,Kazakhstan,Xingjiang Uygur
2017,81019600,81,"Metals; n.e.c., cermets and articles thereof",8101,"Tungsten (wolfram); articles thereof, including waste and scrap",273,Kazakhstan,Xingjiang Uygur
2018,81041100,81,"Metals; n.e.c., cermets and articles thereof",8104,"Magnesium; articles thereof, including waste and scrap",223066,Kazakhstan,Xingjiang Uygur
2017,81041100,81,"Metals; n.e.c., cermets and articles thereof",8104,"Magnesium; articles thereof, including waste and scrap",242024,Kazakhstan,Xingjiang Uygur
2021,81041100,81,"Metals; n.e.c., cermets and articles thereof",8104,"Magnesium; articles thereof, including waste and scrap",867324,Kazakhstan,Xingjiang Uygur
2018,81089010,81,"Metals; n.e.c., cermets and articles thereof",8108,"Titanium; articles thereof, including waste and scrap",15360,Kazakhstan,Xingjiang Uygur
2018,81089032,81,"Metals; n.e.c., cermets and articles thereof",8108,"Titanium; articles thereof, including waste and scrap",23333,Kazakhstan,Xingjiang Uygur
2018,81089040,81,"Metals; n.e.c., cermets and articles thereof",8108,"Titanium; articles thereof, including waste and scrap",62526,Kazakhstan,Xingjiang Uygur
2018,81089090,81,"Metals; n.e.c., cermets and articles thereof",8108,"Titanium; articles thereof, including waste and scrap",33732,Kazakhstan,Xingjiang Uygur
2017,81089010,81,"Metals; n.e.c., cermets and articles thereof",8108,"Titanium; articles thereof, including waste and scrap",209083,Kazakhstan,Xingjiang Uygur
2017,81089032,81,"Metals; n.e.c., cermets and articles thereof",8108,"Titanium; articles thereof, including waste and scrap",102964,Kazakhstan,Xingjiang Uygur
2017,81089090,81,"Metals; n.e.c., cermets and articles thereof",8108,"Titanium; articles thereof, including waste and scrap",170924,Kazakhstan,Xingjiang Uygur
2021,81089010,81,"Metals; n.e.c., cermets and articles thereof",8108,"Titanium; articles thereof, including waste and scrap",4300,Kazakhstan,Xingjiang Uygur
2021,81089032,81,"Metals; n.e.c., cermets and articles thereof",8108,"Titanium; articles thereof, including waste and scrap",71850,Kazakhstan,Xingjiang Uygur
2021,81089040,81,"Metals; n.e.c., cermets and articles thereof",8108,"Titanium; articles thereof, including waste and scrap",32040,Kazakhstan,Xingjiang Uygur
2018,82011000,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8201,"Tools, hand; spades, shovels, mattocks, picks, hoes, forks, rakes; axes, bill hooks etc; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools used in agriculture, horticulture, forestry",2447671,Kazakhstan,Xingjiang Uygur
2018,82013000,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8201,"Tools, hand; spades, shovels, mattocks, picks, hoes, forks, rakes; axes, bill hooks etc; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools used in agriculture, horticulture, forestry",312169,Kazakhstan,Xingjiang Uygur
2018,82014000,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8201,"Tools, hand; spades, shovels, mattocks, picks, hoes, forks, rakes; axes, bill hooks etc; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools used in agriculture, horticulture, forestry",628312,Kazakhstan,Xingjiang Uygur
2018,82015000,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8201,"Tools, hand; spades, shovels, mattocks, picks, hoes, forks, rakes; axes, bill hooks etc; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools used in agriculture, horticulture, forestry",1148337,Kazakhstan,Xingjiang Uygur
2018,82019010,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8201,"Tools, hand; spades, shovels, mattocks, picks, hoes, forks, rakes; axes, bill hooks etc; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools used in agriculture, horticulture, forestry",214037,Kazakhstan,Xingjiang Uygur
2018,82019090,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8201,"Tools, hand; spades, shovels, mattocks, picks, hoes, forks, rakes; axes, bill hooks etc; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools used in agriculture, horticulture, forestry",474106,Kazakhstan,Xingjiang Uygur
2017,82011000,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8201,"Tools, hand; spades, shovels, mattocks, picks, hoes, forks, rakes; axes, bill hooks etc; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools used in agriculture, horticulture, forestry",4231964,Kazakhstan,Xingjiang Uygur
2017,82013000,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8201,"Tools, hand; spades, shovels, mattocks, picks, hoes, forks, rakes; axes, bill hooks etc; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools used in agriculture, horticulture, forestry",546623,Kazakhstan,Xingjiang Uygur
2017,82014000,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8201,"Tools, hand; spades, shovels, mattocks, picks, hoes, forks, rakes; axes, bill hooks etc; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools used in agriculture, horticulture, forestry",688575,Kazakhstan,Xingjiang Uygur
2017,82015000,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8201,"Tools, hand; spades, shovels, mattocks, picks, hoes, forks, rakes; axes, bill hooks etc; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools used in agriculture, horticulture, forestry",1199578,Kazakhstan,Xingjiang Uygur
2017,82016000,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8201,"Tools, hand; spades, shovels, mattocks, picks, hoes, forks, rakes; axes, bill hooks etc; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools used in agriculture, horticulture, forestry",75452,Kazakhstan,Xingjiang Uygur
