commodity_code,commodity_chapter,commodity_chapter_desc,commodity_chapter_four,commodity_chapter_four_desc,first_unit_of_measure,second_quantity,second_unit_of_measure,us_dollar,exported_to
90251990,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9025,"Hydrometers and similar floating instruments, thermometers, pyrometers, barometers, hygrometers and psychrometers, recording or not",个,7,千克,83026,Russian Federation
90258000,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9025,"Hydrometers and similar floating instruments, thermometers, pyrometers, barometers, hygrometers and psychrometers, recording or not",个,441,千克,1840703,Russian Federation
90259000,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9025,"Hydrometers and similar floating instruments, thermometers, pyrometers, barometers, hygrometers and psychrometers, recording or not",千克,406,个,71033,Russian Federation
90261000,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9026,"Instruments, apparatus for measuring or checking the flow, level, pressure of liquids, gases (e.g. flow meters, heat meters etc), not instruments and apparatus of heading no. 9014, 9015, 9028 or 9032",个,15651,千克,3009211,Russian Federation
90262010,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9026,"Instruments, apparatus for measuring or checking the flow, level, pressure of liquids, gases (e.g. flow meters, heat meters etc), not instruments and apparatus of heading no. 9014, 9015, 9028 or 9032",个,4,千克,20780,Russian Federation
90262090,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9026,"Instruments, apparatus for measuring or checking the flow, level, pressure of liquids, gases (e.g. flow meters, heat meters etc), not instruments and apparatus of heading no. 9014, 9015, 9028 or 9032",个,86,千克,291273,Russian Federation
90268010,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9026,"Instruments, apparatus for measuring or checking the flow, level, pressure of liquids, gases (e.g. flow meters, heat meters etc), not instruments and apparatus of heading no. 9014, 9015, 9028 or 9032",个,305,千克,105791,Russian Federation
90268090,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9026,"Instruments, apparatus for measuring or checking the flow, level, pressure of liquids, gases (e.g. flow meters, heat meters etc), not instruments and apparatus of heading no. 9014, 9015, 9028 or 9032",个,38,千克,39373,Russian Federation
90269000,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9026,"Instruments, apparatus for measuring or checking the flow, level, pressure of liquids, gases (e.g. flow meters, heat meters etc), not instruments and apparatus of heading no. 9014, 9015, 9028 or 9032",千克,0,?,3383039,Russian Federation
90271000,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9027,"Instruments and apparatus; for physical or chemical analysis (e.g. polarimeters, spectrometers), for measuring or checking viscosity, porosity, etc, for measuring quantities of heat, sound or light",台,1046,千克,706769,Russian Federation
90272011,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9027,"Instruments and apparatus; for physical or chemical analysis (e.g. polarimeters, spectrometers), for measuring or checking viscosity, porosity, etc, for measuring quantities of heat, sound or light",台,3893,千克,1004588,Russian Federation
90272020,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9027,"Instruments and apparatus; for physical or chemical analysis (e.g. polarimeters, spectrometers), for measuring or checking viscosity, porosity, etc, for measuring quantities of heat, sound or light",台,140,千克,182767,Russian Federation
90273000,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9027,"Instruments and apparatus; for physical or chemical analysis (e.g. polarimeters, spectrometers), for measuring or checking viscosity, porosity, etc, for measuring quantities of heat, sound or light",台,246,千克,143539,Russian Federation
90275090,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9027,"Instruments and apparatus; for physical or chemical analysis (e.g. polarimeters, spectrometers), for measuring or checking viscosity, porosity, etc, for measuring quantities of heat, sound or light",台,35,千克,53191,Russian Federation
90278099,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9027,"Instruments and apparatus; for physical or chemical analysis (e.g. polarimeters, spectrometers), for measuring or checking viscosity, porosity, etc, for measuring quantities of heat, sound or light",台,198,千克,73661,Russian Federation
90279000,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9027,"Instruments and apparatus; for physical or chemical analysis (e.g. polarimeters, spectrometers), for measuring or checking viscosity, porosity, etc, for measuring quantities of heat, sound or light",千克,0,?,335106,Russian Federation
90281010,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9028,"Gas, liquid or electricity supply or production meters, including calibrating meters therefor",个,15,千克,935,Russian Federation
90281090,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9028,"Gas, liquid or electricity supply or production meters, including calibrating meters therefor",个,9,千克,78276,Russian Federation
90282010,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9028,"Gas, liquid or electricity supply or production meters, including calibrating meters therefor",个,12,千克,1417,Russian Federation
90283019,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9028,"Gas, liquid or electricity supply or production meters, including calibrating meters therefor",个,26,千克,13264,Russian Federation
90283090,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9028,"Gas, liquid or electricity supply or production meters, including calibrating meters therefor",个,3,千克,4727,Russian Federation
90289090,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9028,"Gas, liquid or electricity supply or production meters, including calibrating meters therefor",千克,0,?,0,Russian Federation
90291020,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9029,"Revolution counter, production counters, taximeters, mileometers, pedometers and the like, speed indicators and tachometers, other than those of heading no. 9015, stroboscopes",个,2,千克,17,Russian Federation
90291090,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9029,"Revolution counter, production counters, taximeters, mileometers, pedometers and the like, speed indicators and tachometers, other than those of heading no. 9015, stroboscopes",个,2,千克,3607,Russian Federation
90292010,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9029,"Revolution counter, production counters, taximeters, mileometers, pedometers and the like, speed indicators and tachometers, other than those of heading no. 9015, stroboscopes",个,22,千克,156559,Russian Federation
90292090,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9029,"Revolution counter, production counters, taximeters, mileometers, pedometers and the like, speed indicators and tachometers, other than those of heading no. 9015, stroboscopes",个,53,千克,54183,Russian Federation
90299000,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9029,"Revolution counter, production counters, taximeters, mileometers, pedometers and the like, speed indicators and tachometers, other than those of heading no. 9015, stroboscopes",千克,0,?,4720,Russian Federation
90301000,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9030,"Instruments, apparatus for measuring, checking electrical quantities not meters of heading no. 9028; instruments, apparatus for measuring or detecting alpha, beta, gamma, x-ray, cosmic and other radiations",台,383,千克,249199,Russian Federation
90302090,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9030,"Instruments, apparatus for measuring, checking electrical quantities not meters of heading no. 9028; instruments, apparatus for measuring or detecting alpha, beta, gamma, x-ray, cosmic and other radiations",台,19,千克,3460,Russian Federation
90303190,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9030,"Instruments, apparatus for measuring, checking electrical quantities not meters of heading no. 9028; instruments, apparatus for measuring or detecting alpha, beta, gamma, x-ray, cosmic and other radiations",台,0,千克,20,Russian Federation
90303310,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9030,"Instruments, apparatus for measuring, checking electrical quantities not meters of heading no. 9028; instruments, apparatus for measuring or detecting alpha, beta, gamma, x-ray, cosmic and other radiations",台,20,千克,7256,Russian Federation
90303320,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9030,"Instruments, apparatus for measuring, checking electrical quantities not meters of heading no. 9028; instruments, apparatus for measuring or detecting alpha, beta, gamma, x-ray, cosmic and other radiations",台,31,千克,36591,Russian Federation
90303390,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9030,"Instruments, apparatus for measuring, checking electrical quantities not meters of heading no. 9028; instruments, apparatus for measuring or detecting alpha, beta, gamma, x-ray, cosmic and other radiations",台,105,千克,19708,Russian Federation
90303900,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9030,"Instruments, apparatus for measuring, checking electrical quantities not meters of heading no. 9028; instruments, apparatus for measuring or detecting alpha, beta, gamma, x-ray, cosmic and other radiations",台,1807,千克,381147,Russian Federation
90304010,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9030,"Instruments, apparatus for measuring, checking electrical quantities not meters of heading no. 9028; instruments, apparatus for measuring or detecting alpha, beta, gamma, x-ray, cosmic and other radiations",台,47,千克,144999,Russian Federation
90304090,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9030,"Instruments, apparatus for measuring, checking electrical quantities not meters of heading no. 9028; instruments, apparatus for measuring or detecting alpha, beta, gamma, x-ray, cosmic and other radiations",台,356,千克,726338,Russian Federation
90308200,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9030,"Instruments, apparatus for measuring, checking electrical quantities not meters of heading no. 9028; instruments, apparatus for measuring or detecting alpha, beta, gamma, x-ray, cosmic and other radiations",台,95,千克,173194,Russian Federation
90308410,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9030,"Instruments, apparatus for measuring, checking electrical quantities not meters of heading no. 9028; instruments, apparatus for measuring or detecting alpha, beta, gamma, x-ray, cosmic and other radiations",台,80,千克,5149,Russian Federation
90308490,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9030,"Instruments, apparatus for measuring, checking electrical quantities not meters of heading no. 9028; instruments, apparatus for measuring or detecting alpha, beta, gamma, x-ray, cosmic and other radiations",台,520,千克,558500,Russian Federation
90308910,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9030,"Instruments, apparatus for measuring, checking electrical quantities not meters of heading no. 9028; instruments, apparatus for measuring or detecting alpha, beta, gamma, x-ray, cosmic and other radiations",台,1,千克,1122,Russian Federation
90308990,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9030,"Instruments, apparatus for measuring, checking electrical quantities not meters of heading no. 9028; instruments, apparatus for measuring or detecting alpha, beta, gamma, x-ray, cosmic and other radiations",台,1634,千克,5376560,Russian Federation
90309000,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9030,"Instruments, apparatus for measuring, checking electrical quantities not meters of heading no. 9028; instruments, apparatus for measuring or detecting alpha, beta, gamma, x-ray, cosmic and other radiations",千克,0,?,138150,Russian Federation
90314100,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9031,"Measuring or checking instruments, appliances and machines, n.e.c. or included in this chapter; profile projectors",台,16,千克,800,Russian Federation
90314920,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9031,"Measuring or checking instruments, appliances and machines, n.e.c. or included in this chapter; profile projectors",台,22,千克,30381,Russian Federation
90314990,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9031,"Measuring or checking instruments, appliances and machines, n.e.c. or included in this chapter; profile projectors",台,1069,千克,2990141,Russian Federation
90318020,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9031,"Measuring or checking instruments, appliances and machines, n.e.c. or included in this chapter; profile projectors",台,1,千克,896,Russian Federation
90318031,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9031,"Measuring or checking instruments, appliances and machines, n.e.c. or included in this chapter; profile projectors",台,40,千克,70372,Russian Federation
90318032,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9031,"Measuring or checking instruments, appliances and machines, n.e.c. or included in this chapter; profile projectors",台,18,千克,4921,Russian Federation
90318033,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9031,"Measuring or checking instruments, appliances and machines, n.e.c. or included in this chapter; profile projectors",台,84,千克,96242,Russian Federation
90318039,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9031,"Measuring or checking instruments, appliances and machines, n.e.c. or included in this chapter; profile projectors",台,147,千克,172492,Russian Federation
90318090,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9031,"Measuring or checking instruments, appliances and machines, n.e.c. or included in this chapter; profile projectors",台,4355,千克,4273224,Russian Federation
90319000,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9031,"Measuring or checking instruments, appliances and machines, n.e.c. or included in this chapter; profile projectors",千克,0,?,996744,Russian Federation
90321000,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9032,Regulating or controlling instruments and apparatus; automatic type,台,109,千克,53493,Russian Federation
90322000,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9032,Regulating or controlling instruments and apparatus; automatic type,台,21,千克,4524,Russian Federation
90328100,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9032,Regulating or controlling instruments and apparatus; automatic type,台,122,千克,46184,Russian Federation
90328990,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9032,Regulating or controlling instruments and apparatus; automatic type,台,9524,千克,11348807,Russian Federation
90329000,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9032,Regulating or controlling instruments and apparatus; automatic type,千克,0,?,329984,Russian Federation
90330000,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9033,"Machines and appliances, instruments or apparatus of chapter 90; parts and accessories n.e.c. in chapter 90",千克,0,?,6741,Russian Federation
10011900,10,Cereals,1001,Wheat and meslin,千克,0,?,220944,Russian Federation
10019900,10,Cereals,1001,Wheat and meslin,千克,0,?,14009443,Russian Federation
10039000,10,Cereals,1003,Barley,千克,0,?,19302838,Russian Federation
10049000,10,Cereals,1004,Oats,千克,0,?,14581179,Russian Federation
10059000,10,Cereals,1005,Maize (corn),千克,0,?,21271411,Russian Federation
10061089,10,Cereals,1006,Rice,千克,0,?,30000,Russian Federation
10081000,10,Cereals,1008,"Buckwheat, millet and canary seeds; other cereals",千克,0,?,15456054,Russian Federation
11010000,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",1101,Wheat or meslin flour,千克,0,?,4650567,Russian Federation
11029090,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",1102,Cereal flours; other than of wheat or meslin,千克,0,?,896,Russian Federation
11031100,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",1103,Cereal groats; meal and pellets,千克,0,?,33099,Russian Federation
11042200,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",1104,"Cereal grains otherwise worked (e.g. hulled, rolled, flaked, pearled, sliced or kibbled) except rice of heading no. 1006; germ of cereals whole, rolled, flaked or ground",千克,0,?,648750,Russian Federation
11042990,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",1104,"Cereal grains otherwise worked (e.g. hulled, rolled, flaked, pearled, sliced or kibbled) except rice of heading no. 1006; germ of cereals whole, rolled, flaked or ground",千克,0,?,25420,Russian Federation
11051000,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",1105,"Flour, meal, powder, flakes, granules and pellets of potatoes",千克,0,?,447,Russian Federation
12019010,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1201,"Soya beans, whether or not broken",千克,0,?,232539912,Russian Federation
12019090,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1201,"Soya beans, whether or not broken",千克,0,?,1498897,Russian Federation
12040000,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1204,"Oil seeds; linseed, whether or not broken",千克,0,?,129728587,Russian Federation
12051090,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1205,Rape or colza seeds; whether or not broken,千克,0,?,340419,Russian Federation
12059090,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1205,Rape or colza seeds; whether or not broken,千克,0,?,54625518,Russian Federation
12060010,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1206,Sunflower seeds; whether or not broken,千克,0,?,649,Russian Federation
12060090,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1206,Sunflower seeds; whether or not broken,千克,0,?,12899597,Russian Federation
12077010,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1207,"Oil seeds and oleaginous fruits, n.e.c. in chapter 12; whether or not broken",千克,0,?,151,Russian Federation
12079910,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1207,"Oil seeds and oleaginous fruits, n.e.c. in chapter 12; whether or not broken",千克,0,?,140,Russian Federation
12099100,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1209,"Seeds, fruit and spores; of a kind used for sowing",千克,0,?,580,Russian Federation
12119039,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1211,"Plants and parts of plants (including seeds and fruits), of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered",千克,0,?,4721470,Russian Federation
12119050,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1211,"Plants and parts of plants (including seeds and fruits), of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered",千克,0,?,613,Russian Federation
12119099,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1211,"Plants and parts of plants (including seeds and fruits), of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered",千克,0,?,9937813,Russian Federation
12122990,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1212,"Locust beans, seaweeds and other algae, sugar beet, sugar cane, fresh, chilled, frozen or dried, whether or not ground; fruit stones, kernels and other vegetable products (including unroasted chicory roots) used primarily for human consumption, n.e.c.",千克,0,?,212658,Russian Federation
12130000,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1213,"Cereal straw and husks, unprepared; whether or not chopped, ground, pressed or in the form of pellets",千克,0,?,4270039,Russian Federation
13021990,13,"Lac; gums, resins and other vegetable saps and extracts",1302,"Vegetable saps and extracts; pectic substances, pectinates and pectates; agar-agar and other mucilages and thickeners, whether or not modified, derived from vegetable products",千克,0,?,388,Russian Federation
13022000,13,"Lac; gums, resins and other vegetable saps and extracts",1302,"Vegetable saps and extracts; pectic substances, pectinates and pectates; agar-agar and other mucilages and thickeners, whether or not modified, derived from vegetable products",千克,0,?,78,Russian Federation
13023911,13,"Lac; gums, resins and other vegetable saps and extracts",1302,"Vegetable saps and extracts; pectic substances, pectinates and pectates; agar-agar and other mucilages and thickeners, whether or not modified, derived from vegetable products",千克,0,?,483,Russian Federation
13023919,13,"Lac; gums, resins and other vegetable saps and extracts",1302,"Vegetable saps and extracts; pectic substances, pectinates and pectates; agar-agar and other mucilages and thickeners, whether or not modified, derived from vegetable products",千克,0,?,23241,Russian Federation
14049010,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,1404,Vegetable products not elsewhere specified or included,千克,0,?,1677673,Russian Federation
15029000,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,1502,"Fats of bovine animals, sheep or goats, other than those of heading 1503",千克,0,?,1051120,Russian Federation
15042000,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,1504,"Fats and oils and their fractions of fish or marine mammals; whether or not refined, but not chemically modified",千克,0,?,259609,Russian Federation
15071000,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,1507,"Soya-bean oil and its fractions; whether or not refined, but not chemically modified",千克,0,?,157019382,Russian Federation
15079000,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,1507,"Soya-bean oil and its fractions; whether or not refined, but not chemically modified",千克,0,?,12428115,Russian Federation
15091000,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,1509,"Olive oil and its fractions; whether or not refined, but not chemically modified",千克,0,?,8440,Russian Federation
15121100,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,1512,"Sun-flower seed, safflower or cotton-seed oil and their fractions; whether or not refined, but not chemically modified",千克,0,?,374922564,Russian Federation
15121900,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,1512,"Sun-flower seed, safflower or cotton-seed oil and their fractions; whether or not refined, but not chemically modified",千克,0,?,5998125,Russian Federation
15141100,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,1514,"Rape, colza or mustard oil and their fractions; whether or not refined, but not chemically modified",千克,0,?,393811429,Russian Federation
15141900,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,1514,"Rape, colza or mustard oil and their fractions; whether or not refined, but not chemically modified",千克,0,?,10840135,Russian Federation
15149110,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,1514,"Rape, colza or mustard oil and their fractions; whether or not refined, but not chemically modified",千克,0,?,625833,Russian Federation
15151100,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,1515,"Fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined; but not chemically modified",千克,0,?,25982564,Russian Federation
15151900,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,1515,"Fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined; but not chemically modified",千克,0,?,109019,Russian Federation
15159090,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,1515,"Fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined; but not chemically modified",千克,0,?,347842,Russian Federation
15171000,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,1517,"Margarine; edible mixtures or preparations of animal or vegetable fats or oils or of fractions of different fats or oils of this chapter, other than edible fats or oils of heading no. 1516",千克,0,?,1088490,Russian Federation
15179090,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,1517,"Margarine; edible mixtures or preparations of animal or vegetable fats or oils or of fractions of different fats or oils of this chapter, other than edible fats or oils of heading no. 1516",千克,0,?,83199,Russian Federation
16041190,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1604,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,千克,0,?,23784,Russian Federation
16041200,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1604,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,千克,0,?,74661,Russian Federation
16041300,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1604,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,千克,0,?,385742,Russian Federation
16041400,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1604,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,千克,0,?,6813,Russian Federation
16041500,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1604,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,千克,0,?,66862,Russian Federation
16041600,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1604,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,千克,0,?,6022,Russian Federation
16041990,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1604,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,千克,0,?,9482,Russian Federation
16042019,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1604,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,千克,0,?,13166,Russian Federation
16043200,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1604,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,千克,0,?,198934,Russian Federation
16051000,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",千克,0,?,469696,Russian Federation
16056100,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",千克,0,?,4482211,Russian Federation
17019910,17,Sugars and sugar confectionery,1701,"Cane or beet sugar and chemically pure sucrose, in solid form",千克,0,?,112,Russian Federation
17021900,17,Sugars and sugar confectionery,1702,"Sugars, including lactose, maltose, glucose or fructose in solid form; sugar syrups without added flavouring or colouring matter; artificial honey, whether or not mixed with natural honey; caramel",千克,0,?,1830,Russian Federation
17023000,17,Sugars and sugar confectionery,1702,"Sugars, including lactose, maltose, glucose or fructose in solid form; sugar syrups without added flavouring or colouring matter; artificial honey, whether or not mixed with natural honey; caramel",千克,0,?,2095,Russian Federation
17041000,17,Sugars and sugar confectionery,1704,"Sugar confectionery (including white chocolate), not containing cocoa",千克,0,?,11912,Russian Federation
17049000,17,Sugars and sugar confectionery,1704,"Sugar confectionery (including white chocolate), not containing cocoa",千克,0,?,5485706,Russian Federation
18031000,18,Cocoa and cocoa preparations,1803,Cocoa; paste; whether or not defatted,千克,0,?,15964,Russian Federation
18040000,18,Cocoa and cocoa preparations,1804,"Cocoa; butter, fat and oil",千克,0,?,1814,Russian Federation
18050000,18,Cocoa and cocoa preparations,1805,"Cocoa; powder, not containing added sugar or other sweetening matter",千克,0,?,2485,Russian Federation
18062000,18,Cocoa and cocoa preparations,1806,Chocolate and other food preparations containing cocoa,千克,0,?,753378,Russian Federation
18063100,18,Cocoa and cocoa preparations,1806,Chocolate and other food preparations containing cocoa,千克,0,?,89963010,Russian Federation
18063200,18,Cocoa and cocoa preparations,1806,Chocolate and other food preparations containing cocoa,千克,0,?,9061423,Russian Federation
