date,cases,rate_per_million,three-week-change
2021-10-31,109666,78.33285714285715,0.81
2021-11-01,109738,78.38428571428571,0.86
2021-11-02,109850,78.46428571428571,0.93
2021-11-03,109956,78.54,1.02
2021-11-04,110041,78.60071428571429,1.08
2021-11-05,110102,78.64428571428572,1.11
2021-11-06,110178,78.69857142857143,1.15
2021-11-07,110268,78.76285714285714,1.21
2021-11-08,110330,78.80714285714285,1.24
2021-11-09,110385,78.84642857142858,1.27
2021-11-10,110454,78.89571428571429,1.28
2021-11-11,110553,78.96642857142857,1.33
2021-11-12,110629,79.02071428571429,1.35
2021-11-13,110720,79.08571428571427,1.39
2021-11-14,110773,79.12357142857144,1.4
2021-11-15,110801,79.14357142857142,1.37
2021-11-16,110833,79.16642857142857,1.36
2021-11-17,110871,79.19357142857143,1.33
2021-11-18,110899,79.21357142857143,1.28
2021-11-19,110923,79.23071428571428,1.23
2021-11-20,110943,79.245,1.16
2021-11-21,110983,79.27357142857143,1.13
2021-11-22,111005,79.28928571428573,1.05
2021-11-23,111033,79.3092857142857,0.98
2021-11-24,111058,79.32714285714286,0.92
2021-11-25,111077,79.34071428571428,0.89
2021-11-26,111106,79.36142857142858,0.84
2021-11-27,111132,79.38,0.78
2021-11-28,111176,79.41142857142856,0.77
2021-11-29,111218,79.44142857142857,0.75
2021-11-30,111337,79.52642857142857,0.8
2021-12-01,111413,79.58071428571428,0.78
2021-12-02,111515,79.65357142857142,0.8
2021-12-03,111608,79.72,0.8
2021-12-04,111671,79.765,0.81
2021-12-05,111741,79.815,0.85
2021-12-06,111840,79.88571428571429,0.91
2021-12-07,111919,79.94214285714285,0.95
2021-12-08,112002,80.00142857142858,0.99
2021-12-09,112072,80.05142857142857,1.04
2021-12-10,112163,80.11642857142857,1.1
2021-12-11,112239,80.17071428571428,1.13
2021-12-12,112345,80.24642857142857,1.21
2021-12-13,112423,80.30214285714285,1.25
2021-12-14,112497,80.355,1.3
2021-12-15,112573,80.4092857142857,1.35
2021-12-16,112659,80.47071428571428,1.4
2021-12-17,112783,80.5592857142857,1.49
2021-12-18,112879,80.62785714285714,1.53
2021-12-19,112989,80.70642857142857,1.59
2021-12-20,113033,80.73785714285715,1.52
2021-12-21,113163,80.83071428571428,1.57
2021-12-22,113269,80.90642857142858,1.57
2021-12-23,113358,80.97,1.57
2021-12-24,113503,81.07357142857143,1.64
2021-12-25,113574,81.12428571428572,1.64
2021-12-26,113791,81.27928571428572,1.74
2021-12-27,114162,81.54428571428572,2.0
2021-12-28,114365,81.68928571428572,2.11
2021-12-29,114586,81.84714285714286,2.24
2021-12-30,114794,81.99571428571429,2.35
2021-12-31,115042,82.17285714285714,2.5
2022-01-01,115251,82.32214285714285,2.59
2022-01-02,115304,82.36,2.56
2022-01-03,115597,82.56928571428571,2.76
2022-01-04,115701,82.64357142857143,2.78
2022-01-05,115908,82.79142857142858,2.88
2022-01-06,116106,82.93285714285713,2.95
2022-01-07,116282,83.05857142857143,3.01
2022-01-08,116468,83.19142857142857,3.08
2022-01-09,116641,83.315,3.19
2022-01-10,116839,83.45642857142857,3.25
2022-01-11,117077,83.62642857142856,3.36
2022-01-12,117279,83.77071428571428,3.46
2022-01-13,117511,83.93642857142856,3.53
2022-01-14,117678,84.05571428571429,3.61
2022-01-15,117800,84.14285714285715,3.52
2022-01-16,118030,84.30714285714285,3.39
2022-01-17,118204,84.43142857142857,3.36
2022-01-18,118297,84.49785714285714,3.24
2022-01-19,118370,84.55,3.12
2022-01-20,118470,84.62142857142858,2.98
