NAME,B01003_001E,B01003_001EA,B01003_001M,B01003_001MA,urban area
"Boiling Springs, NC Urban Cluster (2010)",4691.0,,267.0,,08758
"Luverne, MN Urban Cluster (2010)",4469.0,,95.0,,52147
"Guthrie, OK Urban Cluster (2010)",9020.0,,508.0,,36082
"Columbiana, OH Urban Cluster (2010)",7912.0,,392.0,,19072
"Phoenix--Mesa, AZ Urbanized Area (2010)",4015368.0,,3660.0,,69184
"Moore Haven, FL Urban Cluster (2010)",4210.0,,575.0,,59005
"Blanding, UT Urban Cluster (2010)",3588.0,,62.0,,08245
"Willard, OH Urban Cluster (2010)",6221.0,,135.0,,95320
"Moscow, PA Urban Cluster (2010)",2587.0,,239.0,,59501
"St. Francis, MN Urban Cluster (2010)",6546.0,,400.0,,77392
"Monroe, WI Urban Cluster (2010)",10665.0,,39.0,,58384
"Evarts, KY Urban Cluster (2010)",2258.0,,315.0,,28387
"Newberry, MI Urban Cluster (2010)",3021.0,,242.0,,61867
"St. Johns, AZ Urban Cluster (2010)",2098.0,,502.0,,77635
"Show Low, AZ Urban Cluster (2010)",10756.0,,775.0,,81712
"Brookfield, MO Urban Cluster (2010)",4065.0,,236.0,,10567
"Lake Arthur, LA Urban Cluster (2010)",2682.0,,158.0,,46477
"Rayne, LA Urban Cluster (2010)",9620.0,,519.0,,73639
"Ironwood, MI--WI Urban Cluster (2010)",6798.0,,246.0,,41752
"Charleston, IL Urban Cluster (2010)",20447.0,,287.0,,15400
"Springfield, MO Urbanized Area (2010)",287027.0,,1641.0,,83953
"South Hill, VA Urban Cluster (2010)",4728.0,,365.0,,83278
"Sparta, IL Urban Cluster (2010)",4008.0,,224.0,,83467
"Staunton--Waynesboro, VA Urbanized Area (2010)",57294.0,,1179.0,,84630
"Otisville, NY Urban Cluster (2010)",3908.0,,460.0,,66276
"Taylorville, IL Urban Cluster (2010)",13424.0,,259.0,,86788
"Morton, MS Urban Cluster (2010)",2553.0,,268.0,,59464
"Tahoka, TX Urban Cluster (2010)",2415.0,,136.0,,86410
"Orange City, IA Urban Cluster (2010)",6767.0,,185.0,,65728
"Beatrice, NE Urban Cluster (2010)",11819.0,,325.0,,06004
"Ashburn, GA Urban Cluster (2010)",4581.0,,342.0,,03277
"Conroe--The Woodlands, TX Urbanized Area (2010)",283143.0,,4611.0,,19755
"Green Forest, AR Urban Cluster (2010)",2621.0,,185.0,,35029
"Oregon, WI Urban Cluster (2010)",11337.0,,280.0,,65809
"Klamath Falls--Altamont, OR Urban Cluster (2010)",41664.0,,820.0,,45505
"Kalaheo, HI Urban Cluster (2010)",17220.0,,885.0,,43696
"Kaplan, LA Urban Cluster (2010)",5115.0,,430.0,,43993
"Bullhead City, AZ--NV Urban Cluster (2010)",49655.0,,866.0,,11431
"Chesapeake Beach, MD Urban Cluster (2010)",24254.0,,994.0,,16102
"Millsboro, PA Urban Cluster (2010)",3465.0,,285.0,,57368
"Chattahoochee, FL Urban Cluster (2010)",4977.0,,186.0,,15805
"White Rock, NM Urban Cluster (2010)",5258.0,,350.0,,94915
"Berne, IN Urban Cluster (2010)",5819.0,,388.0,,07246
"Lake Placid, NY Urban Cluster (2010)",3130.0,,415.0,,47017
"Sabina, OH Urban Cluster (2010)",2427.0,,227.0,,77041
"Forest City, IA Urban Cluster (2010)",3971.0,,203.0,,30304
"Rupert, ID Urban Cluster (2010)",6396.0,,203.0,,76744
"Georgetown, KY Urban Cluster (2010)",33255.0,,513.0,,32977
"Nipomo, CA Urban Cluster (2010)",16552.0,,930.0,,63282
"Lake Land'Or, VA Urban Cluster (2010)",5994.0,,739.0,,46845
"Port St. Joe, FL Urban Cluster (2010)",3931.0,,285.0,,71452
"Mount Sterling, KY Urban Cluster (2010)",11290.0,,605.0,,60274
"Staunton, IL Urban Cluster (2010)",5820.0,,194.0,,84601
"Enterprise, AL Urban Cluster (2010)",37917.0,,944.0,,27685
"Burlington, CO Urban Cluster (2010)",3626.0,,17.0,,11647
"Clifton, AZ Urban Cluster (2010)",4874.0,,275.0,,17803
"Corinth, MS Urban Cluster (2010)",13108.0,,716.0,,20098
"Williamsport, PA Urbanized Area (2010)",54795.0,,529.0,,95455
"Sidney, MT Urban Cluster (2010)",6483.0,,257.0,,81793
"Lindsay, OK Urban Cluster (2010)",2777.0,,41.0,,50068
"Newcastle, WY Urban Cluster (2010)",3284.0,,275.0,,62191
"Fort Bragg, CA Urban Cluster (2010)",10076.0,,508.0,,30574
"Gaffney, SC Urban Cluster (2010)",20064.0,,852.0,,32140
"Three Rivers, MI Urban Cluster (2010)",10791.0,,269.0,,87517
"Lake Panasoffkee, FL Urban Cluster (2010)",3047.0,,354.0,,46990
"Hillsboro, OH Urban Cluster (2010)",6616.0,,134.0,,38917
"Camano North, WA Urban Cluster (2010)",2505.0,,296.0,,12713
"Hudson, WI--MN Urban Cluster (2010)",23266.0,,316.0,,40547
"Seattle, WA Urbanized Area (2010)",3399109.0,,3298.0,,80389
"Cloquet, MN Urban Cluster (2010)",13187.0,,459.0,,18127
"Willows, CA Urban Cluster (2010)",7214.0,,405.0,,95725
"Farmville, VA Urban Cluster (2010)",8702.0,,356.0,,29332
"Marshall, MO Urban Cluster (2010)",12474.0,,227.0,,55009
"Granbury, TX Urban Cluster (2010)",32782.0,,1301.0,,34165
"Incline Village, NV--CA Urban Cluster (2010)",11389.0,,831.0,,41100
"Montgomery, PA Urban Cluster (2010)",2512.0,,267.0,,58654
"Ely, MN Urban Cluster (2010)",3417.0,,34.0,,27334
"Gold Beach, OR Urban Cluster (2010)",2766.0,,457.0,,33749
"Picayune, MS Urban Cluster (2010)",15479.0,,952.0,,69211
"Wills Point, TX Urban Cluster (2010)",3325.0,,156.0,,95752
"Homosassa Springs--Beverly Hills--Citrus Springs, FL Urbanized Area (2010)",81965.0,,1713.0,,39758
"Chanute, KS Urban Cluster (2010)",9064.0,,129.0,,15265
"Hodgenville, KY Urban Cluster (2010)",2952.0,,407.0,,39241
"Vandalia, MO Urban Cluster (2010)",3853.0,,95.0,,90163
"Luray, VA Urban Cluster (2010)",4371.0,,387.0,,52093
"Greenfield, OH Urban Cluster (2010)",4948.0,,292.0,,35002
"DeWitt, AR Urban Cluster (2010)",3041.0,,57.0,,23959
"Wright City, MO Urban Cluster (2010)",2776.0,,390.0,,97352
"Alamogordo, NM Urban Cluster (2010)",32733.0,,418.0,,00820
"Tallahassee, FL Urbanized Area (2010)",252143.0,,1397.0,,86464
"Corning, CA Urban Cluster (2010)",8015.0,,323.0,,20206
"Hidden Valley Lake, CA Urban Cluster (2010)",5152.0,,620.0,,38713
"Brattleboro, VT--NH Urban Cluster (2010)",9356.0,,378.0,,09703
"St. Marys, WV--OH Urban Cluster (2010)",4639.0,,461.0,,77905
"Glendive, MT Urban Cluster (2010)",6719.0,,192.0,,33517
"Patterson, CA Urban Cluster (2010)",22341.0,,394.0,,67861
"Beecher, IL Urban Cluster (2010)",4039.0,,423.0,,06261
"Seminole, OK Urban Cluster (2010)",5496.0,,232.0,,80605
"Dayton, NV Urban Cluster (2010)",12211.0,,761.0,,22501
"Dickson, TN Urban Cluster (2010)",16373.0,,561.0,,24121
"Springfield, MA--CT Urbanized Area (2010)",626594.0,,2298.0,,83926
"Elkin, NC Urban Cluster (2010)",6618.0,,499.0,,26848
"Claremont, NH Urban Cluster (2010)",9502.0,,494.0,,17101
"Texas City, TX Urbanized Area (2010)",115581.0,,1449.0,,87220
"Sheridan, IN Urban Cluster (2010)",2812.0,,482.0,,81550
"Greenwood, AR Urban Cluster (2010)",8537.0,,419.0,,35542
"Hoosick Falls, NY Urban Cluster (2010)",3603.0,,179.0,,39997
"Myrtle Beach--Socastee, SC--NC Urbanized Area (2010)",257734.0,,2304.0,,60895
"Fort Irwin, CA Urban Cluster (2010)",9086.0,,886.0,,30736
"Aberdeen, WA Urban Cluster (2010)",29487.0,,544.0,,00172
"Aledo, TX Urban Cluster (2010)",5783.0,,303.0,,01232
"Jersey Shore, PA Urban Cluster (2010)",9404.0,,526.0,,43064
"Oskaloosa, IA Urban Cluster (2010)",12428.0,,249.0,,66187
"Pleasanton, TX Urban Cluster (2010)",13092.0,,738.0,,70237
"St. Helena, CA Urban Cluster (2010)",6761.0,,160.0,,77500
"Canby, OR Urban Cluster (2010)",18019.0,,346.0,,13221
"La Grange, TX Urban Cluster (2010)",5521.0,,320.0,,46342
"Grayson, KY Urban Cluster (2010)",5604.0,,447.0,,34651
"Kankakee, IL Urbanized Area (2010)",80031.0,,557.0,,43885
"Jesup, GA Urban Cluster (2010)",10466.0,,762.0,,43102
"St. Marys, KS Urban Cluster (2010)",2708.0,,336.0,,77841
"Lawton, OK Urbanized Area (2010)",91907.0,,527.0,,48394
"Hillsboro, TX Urban Cluster (2010)",8117.0,,144.0,,38944
"Spokane, WA Urbanized Area (2010)",408732.0,,1645.0,,83764
"Franklin--Highland Lake, NJ Urban Cluster (2010)",32407.0,,868.0,,31450
"Eaton, OH Urban Cluster (2010)",7975.0,,98.0,,25957
"Avalon, CA Urban Cluster (2010)",3742.0,,92.0,,04438
"Delphi, IN Urban Cluster (2010)",3283.0,,262.0,,23149
"Hanover, PA Urbanized Area (2010)",68488.0,,808.0,,36784
"Paloma Creek South--Paloma Creek, TX Urban Cluster (2010)",7544.0,,1190.0,,67231
"Coos Bay, OR Urban Cluster (2010)",31710.0,,820.0,,19936
"Sun City Hilton Head, SC Urban Cluster (2010)",13281.0,,991.0,,85775
"Fayette, MO Urban Cluster (2010)",2627.0,,65.0,,29413
"Andrews, SC Urban Cluster (2010)",4148.0,,380.0,,02440
"Diboll, TX Urban Cluster (2010)",4665.0,,330.0,,24067
"Lampasas, TX Urban Cluster (2010)",7053.0,,269.0,,47422
"Greentown, IN Urban Cluster (2010)",3284.0,,298.0,,35218
"Upland, IN Urban Cluster (2010)",3100.0,,293.0,,89704
"Bandon, OR Urban Cluster (2010)",2939.0,,116.0,,04924
"Rumford, ME Urban Cluster (2010)",4431.0,,432.0,,76690
"Lake Norman of Catawba, NC Urban Cluster (2010)",7302.0,,791.0,,46927
"Manila, AR Urban Cluster (2010)",3064.0,,275.0,,53875
"Denmark, SC Urban Cluster (2010)",3423.0,,197.0,,23446
"Dumas, AR Urban Cluster (2010)",4719.0,,167.0,,24877
"Lahaina, HI Urban Cluster (2010)",22556.0,,1299.0,,46396
"Jeanerette, LA Urban Cluster (2010)",6091.0,,223.0,,42805
"Maybrook, NY Urban Cluster (2010)",3379.0,,49.0,,55750
"Cushing, OK Urban Cluster (2010)",6575.0,,232.0,,21772
"Kasson, MN Urban Cluster (2010)",7268.0,,167.0,,44047
"Heber Springs, AR Urban Cluster (2010)",5685.0,,376.0,,38080
"Oil City, PA Urban Cluster (2010)",15143.0,,418.0,,64999
"Silver City, NM Urban Cluster (2010)",11506.0,,462.0,,82036
"Susanville, CA Urban Cluster (2010)",7610.0,,487.0,,85870
"Port Hadlock-Irondale, WA Urban Cluster (2010)",4368.0,,469.0,,71128
"Moberly, MO Urban Cluster (2010)",13736.0,,54.0,,57898
"Kinston, NC Urban Cluster (2010)",28160.0,,738.0,,45397
"Hereford, TX Urban Cluster (2010)",15574.0,,230.0,,38431
"Merced, CA Urbanized Area (2010)",144325.0,,1414.0,,56251
"Winchester, TN Urban Cluster (2010)",11850.0,,615.0,,96076
"Milton--Lewisburg, PA Urban Cluster (2010)",31074.0,,790.0,,57439
"Union City, TN Urban Cluster (2010)",9686.0,,262.0,,89569
"Valdosta, GA Urbanized Area (2010)",78329.0,,1483.0,,89974
"Waverly, NE Urban Cluster (2010)",3408.0,,335.0,,93092
"Woodbury, TN Urban Cluster (2010)",2519.0,,128.0,,96926
"Lena, IL Urban Cluster (2010)",2642.0,,127.0,,49069
"Walnut Ridge, AR Urban Cluster (2010)",6140.0,,271.0,,91459
"Woodland Park, CO Urban Cluster (2010)",10829.0,,456.0,,97048
"Mauldin--Simpsonville, SC Urbanized Area (2010)",140576.0,,2006.0,,55603
"Wedgefield, FL Urban Cluster (2010)",5837.0,,1133.0,,93525
"Spruce Pine, NC Urban Cluster (2010)",4804.0,,604.0,,84155
"Elwood, IN Urban Cluster (2010)",9159.0,,219.0,,27307
"Golden Beach, MD Urban Cluster (2010)",3620.0,,459.0,,33760
"Sullivan, IN Urban Cluster (2010)",4373.0,,252.0,,85438
"Tomahawk, WI Urban Cluster (2010)",2834.0,,90.0,,87949
"Nampa, ID Urbanized Area (2010)",167046.0,,1776.0,,60976
"Rochester, MN Urbanized Area (2010)",114263.0,,442.0,,75637
"Tomah, WI Urban Cluster (2010)",9249.0,,123.0,,87922
"Gulfport, MS Urbanized Area (2010)",226460.0,,2087.0,,35920
"Ridge Manor, FL Urban Cluster (2010)",3504.0,,686.0,,74881
"Attica, NY Urban Cluster (2010)",6386.0,,322.0,,04006
"Brillion, WI Urban Cluster (2010)",2994.0,,65.0,,10297
"Tallulah, LA Urban Cluster (2010)",8016.0,,263.0,,86518
"Pell City, AL Urban Cluster (2010)",11684.0,,973.0,,68374
"Madisonville, TX Urban Cluster (2010)",4548.0,,118.0,,53281
"Marlin, TX Urban Cluster (2010)",5459.0,,131.0,,54820
"Georgetown, OH Urban Cluster (2010)",3955.0,,397.0,,33004
"Plain City, OH Urban Cluster (2010)",4411.0,,310.0,,69886
"Auburn, NY Urban Cluster (2010)",31240.0,,386.0,,04114
"Ephraim, UT Urban Cluster (2010)",6626.0,,188.0,,27712
"Dowagiac, MI Urban Cluster (2010)",5990.0,,156.0,,24634
"Hazlehurst, GA Urban Cluster (2010)",4156.0,,424.0,,37891
"Trenton, FL Urban Cluster (2010)",3180.0,,302.0,,88371
"Peoria, IL Urbanized Area (2010)",263877.0,,1136.0,,68509
"Lake Meade, PA Urban Cluster (2010)",2653.0,,375.0,,46868
"Point Pleasant--Gallipolis, OH--WV Urban Cluster (2010)",10456.0,,422.0,,70507
"Decatur, IN Urban Cluster (2010)",10774.0,,476.0,,22744
"Bonham, TX Urban Cluster (2010)",8917.0,,331.0,,08920
"Sonora, TX Urban Cluster (2010)",3548.0,,155.0,,83062
"Pine Ridge, SD Urban Cluster (2010)",3079.0,,563.0,,69535
"Clinton, IN Urban Cluster (2010)",6055.0,,184.0,,17911
"Cut Bank, MT Urban Cluster (2010)",3007.0,,22.0,,21799
"Carlinville, IL Urban Cluster (2010)",5614.0,,251.0,,13699
"McCook, NE Urban Cluster (2010)",7430.0,,83.0,,52525
"Martin, TN Urban Cluster (2010)",10353.0,,228.0,,55171
"Sumter, SC Urbanized Area (2010)",73505.0,,1362.0,,85708
"Coopersville, MI Urban Cluster (2010)",4237.0,,68.0,,19909
"Benton, LA Urban Cluster (2010)",5706.0,,683.0,,07084
"Charlestown, RI Urban Cluster (2010)",2724.0,,361.0,,15589
"Placerville--Diamond Springs, CA Urban Cluster (2010)",30650.0,,1302.0,,69832
"Ruidoso, NM Urban Cluster (2010)",9692.0,,405.0,,76636
"Fort Smith, AR--OK Urbanized Area (2010)",123304.0,,782.0,,30925
"Kewaunee, WI Urban Cluster (2010)",2590.0,,94.0,,44738
"Spearman, TX Urban Cluster (2010)",3275.0,,293.0,,83602
"Boonville, MO Urban Cluster (2010)",9335.0,,220.0,,09190
"Fayette, AL Urban Cluster (2010)",2974.0,,300.0,,29359
"Kingsville, TX Urban Cluster (2010)",25551.0,,278.0,,45316
"Gridley, CA Urban Cluster (2010)",8546.0,,442.0,,35677
"Colusa, CA Urban Cluster (2010)",6906.0,,330.0,,19342
"Waterloo, IL Urban Cluster (2010)",9388.0,,368.0,,92566
"Pagosa Springs, CO Urban Cluster (2010)",5066.0,,525.0,,66889
"Sheridan, OR Urban Cluster (2010)",8567.0,,417.0,,81577
"Gilmer, TX Urban Cluster (2010)",5355.0,,346.0,,33301
"Crowley, LA Urban Cluster (2010)",14292.0,,449.0,,21421
"Pittsburgh, PA Urbanized Area (2010)",1728872.0,,2852.0,,69697
"Fajardo, PR Urbanized Area (2010)",77391.0,,1298.0,,28981
"Baton Rouge, LA Urbanized Area (2010)",609394.0,,3490.0,,05680
"Evansville, WI Urban Cluster (2010)",5905.0,,205.0,,28360
"Harrisonburg, VA Urbanized Area (2010)",72168.0,,861.0,,37162
"Ashland, MO Urban Cluster (2010)",3743.0,,145.0,,03365
"Oswego, NY Urban Cluster (2010)",38291.0,,722.0,,66241
"Danville, VA--NC Urban Cluster (2010)",47524.0,,668.0,,22253
"Longview, WA--OR Urbanized Area (2010)",65036.0,,934.0,,51283
"Allegan, MI Urban Cluster (2010)",5858.0,,414.0,,01441
"Ardmore, OK Urban Cluster (2010)",21005.0,,447.0,,03007
"Manchester, IA Urban Cluster (2010)",4686.0,,184.0,,53686
"Rutland, VT Urban Cluster (2010)",19189.0,,424.0,,77014
"Severance, CO Urban Cluster (2010)",3371.0,,197.0,,80704
"Clinton, SC Urban Cluster (2010)",11722.0,,523.0,,18046
"Princess Anne, MD Urban Cluster (2010)",10467.0,,731.0,,72262
"Corning, NY Urban Cluster (2010)",20164.0,,478.0,,20233
"Middlebury, VT Urban Cluster (2010)",5504.0,,272.0,,56737
"Brownfield, TX Urban Cluster (2010)",9252.0,,191.0,,10837
"York, SC Urban Cluster (2010)",8237.0,,293.0,,97777
"Emajagua, PR Urban Cluster (2010)",7782.0,,740.0,,27372
"Swanton, VT Urban Cluster (2010)",3060.0,,420.0,,86059
"Blair, NE Urban Cluster (2010)",7584.0,,104.0,,08137
"David City, NE Urban Cluster (2010)",2737.0,,50.0,,22393
"Delhi, NY Urban Cluster (2010)",3038.0,,205.0,,23102
"Butler, IN Urban Cluster (2010)",2415.0,,350.0,,11944
"Lake Crystal, MN Urban Cluster (2010)",2570.0,,64.0,,46675
"Maricao, PR Urban Cluster (2010)",2595.0,,371.0,,54469
"Hastings, NE Urban Cluster (2010)",23908.0,,289.0,,37567
"Clyde, TX Urban Cluster (2010)",3814.0,,86.0,,18262
"San Diego, TX Urban Cluster (2010)",4268.0,,377.0,,78688
"Richmond, MI Urban Cluster (2010)",6236.0,,209.0,,74692
"Kalamazoo, MI Urbanized Area (2010)",218252.0,,1419.0,,43723
"Philadelphia, PA--NJ--DE--MD Urbanized Area (2010)",5529995.0,,3680.0,,69076
"St. Helens, OR Urban Cluster (2010)",26722.0,,648.0,,77527
"Culpeper, VA Urban Cluster (2010)",18699.0,,416.0,,21691
"Barnesville, OH Urban Cluster (2010)",3883.0,,346.0,,05140
"Russells Point, OH Urban Cluster (2010)",6113.0,,562.0,,76879
"Ogallala, NE Urban Cluster (2010)",4212.0,,112.0,,64918
"Chillicothe, OH Urban Cluster (2010)",32487.0,,595.0,,16453
"Wilmington, OH Urban Cluster (2010)",11948.0,,248.0,,95860
"Franklinton, LA Urban Cluster (2010)",3478.0,,223.0,,31465
"Thomasville, GA Urban Cluster (2010)",24377.0,,828.0,,87436
"Grand Forks AFB, ND Urban Cluster (2010)",3012.0,,266.0,,34229
"Enfield, NC Urban Cluster (2010)",2432.0,,370.0,,27592
"Galena, IL Urban Cluster (2010)",2956.0,,219.0,,32275
"Kendallville, IN Urban Cluster (2010)",10274.0,,463.0,,44371
"Lebanon, MO Urban Cluster (2010)",14146.0,,440.0,,48556
"Brookings, OR Urban Cluster (2010)",10257.0,,463.0,,10621
"Catskill, NY Urban Cluster (2010)",6341.0,,474.0,,14644
"Kapaau, HI Urban Cluster (2010)",3573.0,,582.0,,43966
"Crawfordville, FL Urban Cluster (2010)",9218.0,,1060.0,,20890
"Blanchester, OH Urban Cluster (2010)",3979.0,,275.0,,08218
"Rocky Mount, VA Urban Cluster (2010)",6253.0,,466.0,,76015
"Willmar, MN Urban Cluster (2010)",20301.0,,160.0,,95698
"Fremont, NE Urban Cluster (2010)",27761.0,,312.0,,31762
"Elko New Market, MN Urban Cluster (2010)",4464.0,,102.0,,26912
"Manning, SC Urban Cluster (2010)",4800.0,,436.0,,54037
"St. Marys, PA Urban Cluster (2010)",9140.0,,386.0,,77878
"Durand, MI Urban Cluster (2010)",4666.0,,298.0,,25120
"Woodville, FL Urban Cluster (2010)",4552.0,,428.0,,97200
"Lafayette, LA Urbanized Area (2010)",267299.0,,1714.0,,46045
"Santa Clarita, CA Urbanized Area (2010)",265908.0,,1433.0,,79309
"Le Roy, NY Urban Cluster (2010)",4055.0,,117.0,,49150
"Louisa, KY--WV Urban Cluster (2010)",4631.0,,515.0,,51580
"Luling, TX Urban Cluster (2010)",5797.0,,137.0,,52039
"New Madrid, MO Urban Cluster (2010)",2983.0,,166.0,,62542
"Livermore Falls, ME Urban Cluster (2010)",2409.0,,425.0,,50554
"Holton, KS Urban Cluster (2010)",3121.0,,92.0,,39592
"Benson, MN Urban Cluster (2010)",3089.0,,43.0,,06976
"Prescott, AR Urban Cluster (2010)",2492.0,,280.0,,72073
"Denver City, TX Urban Cluster (2010)",5909.0,,400.0,,23554
"Veneta, OR Urban Cluster (2010)",6076.0,,306.0,,90271
"Dumas, TX Urban Cluster (2010)",14862.0,,350.0,,24904
"Winchester, VA Urbanized Area (2010)",73710.0,,1045.0,,96103
"Lock Haven, PA Urban Cluster (2010)",17817.0,,520.0,,50770
"Nephi, UT Urban Cluster (2010)",5582.0,,144.0,,61570
"Beulah, ND Urban Cluster (2010)",3115.0,,89.0,,07462
"St. Marys--Kingsland, GA Urban Cluster (2010)",36601.0,,639.0,,77932
"Chester, SC Urban Cluster (2010)",8945.0,,576.0,,16183
"South Deerfield, MA Urban Cluster (2010)",4863.0,,422.0,,83156
"Lakeport, CA Urban Cluster (2010)",16033.0,,856.0,,47071
"Brenham, TX Urban Cluster (2010)",16530.0,,523.0,,09973
"Ilion--Herkimer, NY Urban Cluster (2010)",23545.0,,607.0,,41023
"Swansboro, NC Urban Cluster (2010)",15400.0,,1126.0,,86024
"Crooked Lake Park, FL Urban Cluster (2010)",4693.0,,477.0,,21220
"Washington, NC Urban Cluster (2010)",14779.0,,862.0,,92404
"Burns, OR Urban Cluster (2010)",4157.0,,225.0,,11863
"Geneseo, NY Urban Cluster (2010)",8512.0,,121.0,,32788
"Manchester, NH Urbanized Area (2010)",161729.0,,955.0,,53740
"Marianna, AR Urban Cluster (2010)",3407.0,,126.0,,54415
"Fellsmere, FL Urban Cluster (2010)",5775.0,,193.0,,29548
"Nacogdoches, TX Urban Cluster (2010)",34358.0,,936.0,,60949
"Galesburg, IL Urban Cluster (2010)",34252.0,,277.0,,32329
"Saginaw, MI Urbanized Area (2010)",120387.0,,793.0,,77149
"Whispering Pines, NC Urban Cluster (2010)",3638.0,,314.0,,94739
"Franklin (Venango County), PA Urban Cluster (2010)",9442.0,,312.0,,31411
"Moab, UT Urban Cluster (2010)",7242.0,,315.0,,57844
"Forest, MS Urban Cluster (2010)",5104.0,,267.0,,30277
"Kennett, MO Urban Cluster (2010)",10740.0,,233.0,,44452
"Grand Island, NE Urbanized Area (2010)",52500.0,,278.0,,34246
"Bainbridge, GA Urban Cluster (2010)",11333.0,,488.0,,04627
"Cuthbert, GA Urban Cluster (2010)",3265.0,,302.0,,21826
"Riverside--San Bernardino, CA Urbanized Area (2010)",2060310.0,,3741.0,,75340
"Stuttgart, AR Urban Cluster (2010)",8855.0,,115.0,,85357
"Union, MO Urban Cluster (2010)",9374.0,,434.0,,89461
"Marshall, IL Urban Cluster (2010)",3289.0,,352.0,,54928
"Decatur, TX Urban Cluster (2010)",6253.0,,251.0,,22771
"Lowville, NY Urban Cluster (2010)",3669.0,,307.0,,51850
"Hoopeston, IL Urban Cluster (2010)",4949.0,,216.0,,39970
"Perry, OK Urban Cluster (2010)",4918.0,,86.0,,68725
"Columbus, GA--AL Urbanized Area (2010)",262351.0,,1821.0,,19099
"Knox, IN Urban Cluster (2010)",3199.0,,296.0,,45586
"North Brookfield, MA Urban Cluster (2010)",7036.0,,420.0,,63568
"Ukiah, CA Urban Cluster (2010)",29704.0,,1059.0,,89380
"Brownwood, TX Urban Cluster (2010)",22448.0,,364.0,,10999
"Texarkana--Texarkana, TX--AR Urbanized Area (2010)",80872.0,,1292.0,,87193
"Taft, CA Urban Cluster (2010)",16553.0,,810.0,,86329
"Akron, NY Urban Cluster (2010)",2917.0,,77.0,,00739
"Ishpeming, MI Urban Cluster (2010)",12583.0,,334.0,,41833
"Natchitoches, LA Urban Cluster (2010)",19298.0,,538.0,,61354
"Great Bend, KS Urban Cluster (2010)",15611.0,,166.0,,34705
"Peshtigo, WI Urban Cluster (2010)",3108.0,,199.0,,68860
"Mount Morris, NY Urban Cluster (2010)",3666.0,,330.0,,60004
"Oberlin, OH Urban Cluster (2010)",8010.0,,152.0,,64550
"Spencer, WV Urban Cluster (2010)",2750.0,,294.0,,83656
"Kapaa, HI Urban Cluster (2010)",19962.0,,1068.0,,43939
"Laurens, SC Urban Cluster (2010)",9901.0,,505.0,,48151
"Hemet, CA Urbanized Area (2010)",178747.0,,1953.0,,38215
"Medina, TN Urban Cluster (2010)",4495.0,,288.0,,56072
"Brewton, AL Urban Cluster (2010)",7020.0,,594.0,,10081
"Sebastian--Vero Beach South--Florida Ridge, FL Urbanized Area (2010)",162146.0,,1770.0,,80400
"Pella, IA Urban Cluster (2010)",9642.0,,222.0,,68347
"Grand Rapids, MI Urbanized Area (2010)",607374.0,,1724.0,,34300
"Kane, PA Urban Cluster (2010)",3552.0,,82.0,,43858
"Taos, NM Urban Cluster (2010)",13776.0,,1019.0,,86653
"Crystal City, TX Urban Cluster (2010)",7517.0,,142.0,,21502
"Worthington, MN Urban Cluster (2010)",13002.0,,55.0,,97345
"Brush, CO Urban Cluster (2010)",5649.0,,375.0,,11080
"Charles City, IA Urban Cluster (2010)",7329.0,,123.0,,15373
"Welch, WV Urban Cluster (2010)",3075.0,,349.0,,93646
"Gibson City, IL Urban Cluster (2010)",3500.0,,101.0,,33166
"Indianapolis, IN Urbanized Area (2010)",1592910.0,,2594.0,,41212
"Alexander City, AL Urban Cluster (2010)",8931.0,,668.0,,01252
"Mazomanie, WI Urban Cluster (2010)",3154.0,,151.0,,55860
"Anchorage, AK Urbanized Area (2010)",253065.0,,1135.0,,02305
"Emporia, KS Urban Cluster (2010)",24598.0,,121.0,,27523
"Lynden, WA Urban Cluster (2010)",16161.0,,581.0,,52228
"Enid, OK Urban Cluster (2010)",48744.0,,551.0,,27631
"Clifton Springs, NY Urban Cluster (2010)",6961.0,,354.0,,17870
"Orangetree, FL Urban Cluster (2010)",8386.0,,1922.0,,65767
"Genoa, OH Urban Cluster (2010)",2913.0,,299.0,,32896
"Albion, NY Urban Cluster (2010)",8087.0,,337.0,,01117
"Corsicana, TX Urban Cluster (2010)",22770.0,,458.0,,20341
"Eagle Lake, TX Urban Cluster (2010)",3696.0,,27.0,,25444
"Owensboro, KY Urbanized Area (2010)",72770.0,,661.0,,66484
