NAME,B01003_001E,B01003_001EA,B01003_001M,B01003_001MA,urban area
"Statesboro, GA Urban Cluster (2010)",38945.0,,982.0,,84547
"El Dorado Springs, MO Urban Cluster (2010)",3537.0,,159.0,,26578
"Minden, LA Urban Cluster (2010)",12452.0,,543.0,,57493
"Columbus, MS Urban Cluster (2010)",30802.0,,1084.0,,19180
"Nanty-Glo, PA Urban Cluster (2010)",3621.0,,217.0,,61030
"Eldorado, IL Urban Cluster (2010)",4557.0,,246.0,,26497
"Davis, OK Urban Cluster (2010)",2690.0,,63.0,,22427
"Bonifay, FL Urban Cluster (2010)",3835.0,,220.0,,08947
"Washington, MO Urban Cluster (2010)",14406.0,,238.0,,92350
"Lindsborg, KS Urban Cluster (2010)",3292.0,,35.0,,50095
"Rose Hill, KS Urban Cluster (2010)",3748.0,,197.0,,76366
"Tyrone, PA Urban Cluster (2010)",7822.0,,467.0,,89353
"Firestone--Frederick, CO Urban Cluster (2010)",25648.0,,427.0,,29775
"Iron River, MI Urban Cluster (2010)",2617.0,,225.0,,41698
"Pocomoke City, MD Urban Cluster (2010)",4190.0,,133.0,,70453
"Bar Harbor, ME Urban Cluster (2010)",2037.0,,401.0,,05086
"Belle Fourche, SD Urban Cluster (2010)",5292.0,,195.0,,06490
"Holbrook, AZ Urban Cluster (2010)",3777.0,,334.0,,39322
"Spring Creek South, NV Urban Cluster (2010)",4088.0,,820.0,,83859
"Cherokee, IA Urban Cluster (2010)",4502.0,,157.0,,16021
"Napa, CA Urbanized Area (2010)",86519.0,,633.0,,61057
"Northern Cambria, PA Urban Cluster (2010)",6131.0,,228.0,,63649
"Clinton, IL Urban Cluster (2010)",8196.0,,201.0,,17884
"Glenville, WV Urban Cluster (2010)",1779.0,,216.0,,33612
"Granville, NY--VT Urban Cluster (2010)",2832.0,,440.0,,34570
"Red Oak, IA Urban Cluster (2010)",5352.0,,63.0,,73909
"College Station--Bryan, TX Urbanized Area (2010)",192922.0,,927.0,,18748
"Poughkeepsie--Newburgh, NY--NJ Urbanized Area (2010)",424727.0,,2024.0,,71803
"Lovington, NM Urban Cluster (2010)",12184.0,,410.0,,51769
"Centreville, MD Urban Cluster (2010)",4678.0,,21.0,,15090
"McAlester, OK Urban Cluster (2010)",19240.0,,310.0,,52363
"Orangeburg, SC Urban Cluster (2010)",31140.0,,1670.0,,65701
"Syracuse, IN Urban Cluster (2010)",6966.0,,342.0,,86275
"Ottumwa, IA Urban Cluster (2010)",24001.0,,276.0,,66376
"Killeen, TX Urbanized Area (2010)",230773.0,,1420.0,,44992
"Crane, TX Urban Cluster (2010)",4610.0,,104.0,,20854
"Refugio, TX Urban Cluster (2010)",2847.0,,29.0,,74125
"Pearisburg, VA Urban Cluster (2010)",2711.0,,150.0,,68196
"Bremen, GA Urban Cluster (2010)",6174.0,,533.0,,09892
"Abilene, TX Urbanized Area (2010)",113988.0,,763.0,,00280
"Big Pine Key, FL Urban Cluster (2010)",8421.0,,529.0,,07597
"Stockton, CA Urbanized Area (2010)",390112.0,,2011.0,,85087
"New London, WI Urban Cluster (2010)",7007.0,,284.0,,62515
"Oneida, NY Urban Cluster (2010)",21248.0,,625.0,,65404
"Jefferson City, MO Urbanized Area (2010)",58156.0,,897.0,,42967
"Bald Knob, AR Urban Cluster (2010)",2445.0,,243.0,,04708
"Fort Walton Beach--Navarre--Wright, FL Urbanized Area (2010)",213983.0,,1954.0,,31060
"Grafton, ND Urban Cluster (2010)",4122.0,,67.0,,34084
"Salem, OR Urbanized Area (2010)",253140.0,,1759.0,,78229
"Blanchard, OK Urban Cluster (2010)",4372.0,,384.0,,08209
"Madisonville, TN Urban Cluster (2010)",5283.0,,306.0,,53254
"De Funiak Springs, FL Urban Cluster (2010)",6572.0,,727.0,,22933
"El Centro--Calexico, CA Urbanized Area (2010)",114091.0,,1075.0,,26416
"Akron, OH Urbanized Area (2010)",568131.0,,1564.0,,00766
"Evanston, WY Urban Cluster (2010)",11694.0,,510.0,,28306
"Fort Polk, LA Urban Cluster (2010)",13399.0,,942.0,,30871
"Emmitsburg, MD--PA Urban Cluster (2010)",7151.0,,374.0,,27496
"Waterville, ME Urban Cluster (2010)",26616.0,,689.0,,92782
"Birmingham, AL Urbanized Area (2010)",758401.0,,2844.0,,07786
"Pleasant Hill, MO Urban Cluster (2010)",8433.0,,113.0,,70210
"Martinsville, VA Urban Cluster (2010)",33089.0,,1149.0,,55252
"Savannah, TN Urban Cluster (2010)",8110.0,,282.0,,79822
"Kingsland, TX Urban Cluster (2010)",7098.0,,548.0,,45181
"Lebanon, IN Urban Cluster (2010)",15461.0,,283.0,,48502
"Parowan, UT Urban Cluster (2010)",2526.0,,261.0,,67765
"Beaver Dam, WI Urban Cluster (2010)",18231.0,,226.0,,06112
"Boardman, OR Urban Cluster (2010)",3548.0,,133.0,,08677
"Saranac Lake, NY Urban Cluster (2010)",7827.0,,457.0,,79579
"Schulenburg, TX Urban Cluster (2010)",2677.0,,215.0,,79930
"Columbus AFB, MS Urban Cluster (2010)",3706.0,,709.0,,19315
"Sparta, TN Urban Cluster (2010)",5684.0,,534.0,,83494
"Edwards, CO Urban Cluster (2010)",17688.0,,853.0,,26275
"Deming, NM Urban Cluster (2010)",15097.0,,514.0,,23338
"Carrollton, KY Urban Cluster (2010)",4843.0,,275.0,,14050
"Clare, MI Urban Cluster (2010)",5283.0,,324.0,,17074
"Covington, VA Urban Cluster (2010)",7742.0,,312.0,,20746
"Winfield, KS Urban Cluster (2010)",11966.0,,158.0,,96319
"Goodland, KS Urban Cluster (2010)",4674.0,,218.0,,33922
"Indianola, MS Urban Cluster (2010)",9304.0,,200.0,,41266
"Conneaut, OH Urban Cluster (2010)",13856.0,,341.0,,19612
"Watchtower, NY Urban Cluster (2010)",3376.0,,373.0,,92470
"Watertown, MN Urban Cluster (2010)",4289.0,,74.0,,92647
"Little Falls, MN Urban Cluster (2010)",8880.0,,110.0,,50311
"Poolesville, MD Urban Cluster (2010)",4738.0,,150.0,,70750
"Mankato, MN Urbanized Area (2010)",60263.0,,264.0,,53983
"Tonkawa, OK Urban Cluster (2010)",2976.0,,42.0,,88030
"Dublin, TX Urban Cluster (2010)",3589.0,,23.0,,24769
"Clearlake, CA Urban Cluster (2010)",16393.0,,458.0,,17479
"Nevada, IA Urban Cluster (2010)",6703.0,,61.0,,61597
"Chetek, WI Urban Cluster (2010)",2667.0,,222.0,,16223
"Abernathy, TX Urban Cluster (2010)",2997.0,,333.0,,00226
"Darien, GA Urban Cluster (2010)",3783.0,,645.0,,22312
"Henderson, TN Urban Cluster (2010)",6288.0,,176.0,,38296
"Platteville, WI Urban Cluster (2010)",12293.0,,46.0,,70129
"Belvidere, NJ--PA Urban Cluster (2010)",3894.0,,261.0,,06787
"Yreka, CA Urban Cluster (2010)",7609.0,,225.0,,97912
"Watertown, WI Urban Cluster (2010)",23124.0,,333.0,,92728
"Davenport, IA--IL Urbanized Area (2010)",283320.0,,899.0,,22366
"Findlay, OH Urban Cluster (2010)",48402.0,,473.0,,29737
"Johnstown, CO Urban Cluster (2010)",17332.0,,499.0,,43253
"Tipton, MO Urban Cluster (2010)",3300.0,,74.0,,87733
"Athens, AL Urban Cluster (2010)",27508.0,,1219.0,,03655
"Plainview, TX Urban Cluster (2010)",23380.0,,388.0,,69967
"Lyons, KS Urban Cluster (2010)",3527.0,,78.0,,52309
"Chestertown, MD Urban Cluster (2010)",7171.0,,450.0,,16210
"Mojave, CA Urban Cluster (2010)",3431.0,,402.0,,58020
"Nevada, MO Urban Cluster (2010)",8487.0,,411.0,,61624
"Columbus, KS Urban Cluster (2010)",3075.0,,125.0,,19153
"Waycross, GA Urban Cluster (2010)",24476.0,,808.0,,93187
"Poplar-Cotton Center, CA Urban Cluster (2010)",3315.0,,530.0,,70815
"Brunswick, GA Urbanized Area (2010)",52861.0,,1262.0,,11026
"Gramercy--Lutcher, LA Urban Cluster (2010)",13997.0,,655.0,,34151
"Alton, IL--MO Urbanized Area (2010)",81904.0,,679.0,,01765
"Constantine, MI Urban Cluster (2010)",3811.0,,307.0,,19774
"Selma, AL Urban Cluster (2010)",21038.0,,524.0,,80524
"Clintonville, WI Urban Cluster (2010)",4251.0,,173.0,,18100
"Madisonville, KY Urban Cluster (2010)",23536.0,,490.0,,53227
"Polk City, IA Urban Cluster (2010)",4259.0,,107.0,,70548
"Brockway, PA Urban Cluster (2010)",2783.0,,255.0,,10426
"West Union, OH Urban Cluster (2010)",2896.0,,416.0,,94537
"Minot, ND Urban Cluster (2010)",45514.0,,733.0,,57655
"Oakland, TN Urban Cluster (2010)",7363.0,,244.0,,64475
"Sheridan, WY Urban Cluster (2010)",18650.0,,416.0,,81604
"Charlotte, MI Urban Cluster (2010)",12793.0,,265.0,,15643
"Houston, MS Urban Cluster (2010)",2497.0,,389.0,,40402
"Ferriday, LA Urban Cluster (2010)",6096.0,,434.0,,29683
"Frederick, OK Urban Cluster (2010)",3637.0,,50.0,,31546
"Huron, SD Urban Cluster (2010)",12740.0,,371.0,,40861
"Ligonier, PA Urban Cluster (2010)",3194.0,,319.0,,49744
"Ozark, AR Urban Cluster (2010)",2918.0,,345.0,,66700
"California City, CA Urban Cluster (2010)",10931.0,,273.0,,12565
"Mexico, MO Urban Cluster (2010)",11242.0,,223.0,,56548
"St. Cloud, MN Urbanized Area (2010)",114402.0,,651.0,,77338
"Youngsville, PA Urban Cluster (2010)",2965.0,,193.0,,97858
"Many, LA Urban Cluster (2010)",2667.0,,103.0,,54253
"Adjuntas, PR Urban Cluster (2010)",9938.0,,668.0,,00550
"Algona, IA Urban Cluster (2010)",5313.0,,81.0,,01387
"Forney, TX Urban Cluster (2010)",32458.0,,1312.0,,30439
"Stanton, KY Urban Cluster (2010)",4182.0,,455.0,,84331
"DeKalb, IL Urbanized Area (2010)",66979.0,,594.0,,22960
"Jackson, MI Urbanized Area (2010)",88806.0,,1132.0,,42157
"Brevard, NC Urban Cluster (2010)",12965.0,,732.0,,10027
"Sedona, AZ Urban Cluster (2010)",7078.0,,363.0,,80470
"Santa Rosa, CA Urbanized Area (2010)",318780.0,,1638.0,,79498
"Abbeville, LA Urban Cluster (2010)",20284.0,,819.0,,00037
"Flemingsburg, KY Urban Cluster (2010)",2797.0,,46.0,,29845
"Almont, MI Urban Cluster (2010)",2842.0,,70.0,,01657
"Wallace, NC Urban Cluster (2010)",4210.0,,200.0,,91378
"Waynesboro, MS Urban Cluster (2010)",4339.0,,330.0,,93295
"Leesville, LA Urban Cluster (2010)",8847.0,,296.0,,48853
"Hudson, NY Urban Cluster (2010)",11036.0,,317.0,,40537
"Richmond, MO Urban Cluster (2010)",5433.0,,294.0,,74719
"Le Sueur, MN Urban Cluster (2010)",3730.0,,93.0,,49177
"Petoskey, MI Urban Cluster (2010)",8210.0,,380.0,,69022
"Harrisonville, MO Urban Cluster (2010)",9266.0,,310.0,,37189
"Pittsfield, IL Urban Cluster (2010)",4337.0,,250.0,,69724
"Altoona, PA Urbanized Area (2010)",76208.0,,1017.0,,01792
"Cairo, IL Urban Cluster (2010)",2528.0,,216.0,,12268
"Florence, AL Urbanized Area (2010)",78223.0,,978.0,,29953
"Johnson Creek, WI Urban Cluster (2010)",2920.0,,40.0,,43217
"Coamo, PR Urban Cluster (2010)",36556.0,,1239.0,,18316
"Fairfield, TX Urban Cluster (2010)",3332.0,,231.0,,28738
"Treasure Lake, PA Urban Cluster (2010)",3034.0,,633.0,,88327
"Chicago, IL--IN Urbanized Area (2010)",8673868.0,,3225.0,,16264
"Manchester, GA Urban Cluster (2010)",3841.0,,242.0,,53659
"Sidney, OH Urban Cluster (2010)",21096.0,,477.0,,81874
"Cannon Falls, MN Urban Cluster (2010)",4037.0,,53.0,,13240
"Clay Center, KS Urban Cluster (2010)",4079.0,,14.0,,17398
"Ogdensburg, NY Urban Cluster (2010)",11029.0,,128.0,,64972
"Kirksville, MO Urban Cluster (2010)",16091.0,,276.0,,45424
"Waverly, TN Urban Cluster (2010)",3207.0,,400.0,,93106
"Butler, PA Urban Cluster (2010)",38483.0,,709.0,,11998
"Winnsboro, LA Urban Cluster (2010)",4896.0,,157.0,,96481
"Fremont, MI Urban Cluster (2010)",4721.0,,243.0,,31735
"Perry, MI Urban Cluster (2010)",4072.0,,461.0,,68671
"Havana, FL Urban Cluster (2010)",2626.0,,531.0,,37621
"Johnson Lane, NV Urban Cluster (2010)",5307.0,,489.0,,43227
"Buhl, ID Urban Cluster (2010)",4442.0,,121.0,,11404
"Waconia, MN Urban Cluster (2010)",11415.0,,181.0,,91054
"Winchester, IN Urban Cluster (2010)",4878.0,,277.0,,96022
"Fairbury, IL Urban Cluster (2010)",3537.0,,123.0,,28576
"Colfax, WA Urban Cluster (2010)",2746.0,,164.0,,18721
"Metropolis, IL Urban Cluster (2010)",6148.0,,84.0,,56467
"Quitman, TX Urban Cluster (2010)",2986.0,,303.0,,73136
"Visalia, CA Urbanized Area (2010)",230712.0,,1435.0,,90946
"Gillette, WY Urban Cluster (2010)",33335.0,,540.0,,33247
"Panama City, FL Urbanized Area (2010)",154664.0,,1308.0,,67294
"Prairie View, TX Urban Cluster (2010)",6336.0,,283.0,,71938
"Skowhegan, ME Urban Cluster (2010)",5123.0,,401.0,,82387
"Hillsboro, MO Urban Cluster (2010)",2620.0,,131.0,,38903
"Buckner, MO Urban Cluster (2010)",3073.0,,43.0,,11188
"Columbia, KY Urban Cluster (2010)",4966.0,,194.0,,18883
"Rusk, TX Urban Cluster (2010)",3739.0,,244.0,,76825
"Big Bear City, CA Urban Cluster (2010)",17046.0,,1104.0,,07508
"Monticello, IA Urban Cluster (2010)",3201.0,,167.0,,58789
"Logansport, IN Urban Cluster (2010)",20225.0,,348.0,,51013
"Springfield, VT Urban Cluster (2010)",4708.0,,459.0,,84007
"Dyer, TN Urban Cluster (2010)",3119.0,,399.0,,25282
"Lander, WY Urban Cluster (2010)",7213.0,,180.0,,47638
"Salina, KS Urban Cluster (2010)",46672.0,,321.0,,78283
"Brunswick, MD--VA Urban Cluster (2010)",9728.0,,351.0,,11053
"Florence, OR Urban Cluster (2010)",9789.0,,187.0,,30034
"North Port--Port Charlotte, FL Urbanized Area (2010)",188650.0,,1746.0,,63838
"Lafayette, IN Urbanized Area (2010)",161583.0,,904.0,,46018
"Elmira, NY Urbanized Area (2010)",65767.0,,738.0,,27118
"Olympia--Lacey, WA Urbanized Area (2010)",191128.0,,1518.0,,65242
"Washington, GA Urban Cluster (2010)",3262.0,,193.0,,92269
"Oak Island, NC Urban Cluster (2010)",12214.0,,687.0,,64459
"Chinle, AZ Urban Cluster (2010)",4174.0,,561.0,,16534
"Olney, IL Urban Cluster (2010)",8919.0,,197.0,,65188
"LaBelle--Port LaBelle, FL Urban Cluster (2010)",12837.0,,1128.0,,45829
"Torrington, WY Urban Cluster (2010)",7503.0,,399.0,,88219
"Allentown, PA--NJ Urbanized Area (2010)",676103.0,,2052.0,,01495
"Charlottesville, VA Urbanized Area (2010)",101564.0,,1239.0,,15724
"Tappahannock, VA Urban Cluster (2010)",1976.0,,320.0,,86680
"Polson, MT Urban Cluster (2010)",4948.0,,235.0,,70588
"Conway, AR Urbanized Area (2010)",71055.0,,1081.0,,19801
"Shorewood Forest, IN Urban Cluster (2010)",3108.0,,406.0,,81701
"Burnet, TX Urban Cluster (2010)",5206.0,,375.0,,11809
"St. George, UT Urbanized Area (2010)",111902.0,,1553.0,,77446
"Eden, NC Urban Cluster (2010)",16273.0,,597.0,,26092
"Big Rapids, MI Urban Cluster (2010)",14553.0,,434.0,,07624
"Burlington, KS Urban Cluster (2010)",2412.0,,76.0,,11701
"Sandpoint, ID Urban Cluster (2010)",11962.0,,456.0,,78715
"Providence, RI--MA Urbanized Area (2010)",1198954.0,,2417.0,,72505
"Round Lake Beach--McHenry--Grayslake, IL--WI Urbanized Area (2010)",291466.0,,1545.0,,76474
"Woodlake, CA Urban Cluster (2010)",7777.0,,174.0,,96967
"Jena, LA Urban Cluster (2010)",3749.0,,530.0,,42994
"Cartersville, GA Urbanized Area (2010)",55284.0,,1840.0,,14185
"Forestville, CA Urban Cluster (2010)",5771.0,,567.0,,30385
"Princeton, IN Urban Cluster (2010)",8624.0,,85.0,,72316
"Sutherlin, OR Urban Cluster (2010)",8576.0,,296.0,,85978
"The Dalles, OR--WA Urban Cluster (2010)",18640.0,,519.0,,87263
"Big Spring, TX Urban Cluster (2010)",29242.0,,256.0,,07651
"Harlem, GA Urban Cluster (2010)",3473.0,,594.0,,36878
"Bowling Green, MO Urban Cluster (2010)",5520.0,,71.0,,09406
"Flint, MI Urbanized Area (2010)",342554.0,,1191.0,,29872
"Jamestown, NY Urban Cluster (2010)",41393.0,,561.0,,42481
"Orange, VA Urban Cluster (2010)",4930.0,,440.0,,65674
"Lodi, OH Urban Cluster (2010)",2766.0,,99.0,,50878
"Benton City, WA Urban Cluster (2010)",4011.0,,368.0,,07111
"Brackettville, TX Urban Cluster (2010)",3012.0,,270.0,,09532
"St. Simons, GA Urban Cluster (2010)",13343.0,,663.0,,78026
"Silt, CO Urban Cluster (2010)",3071.0,,37.0,,82023
"Battle Mountain, NV Urban Cluster (2010)",3253.0,,431.0,,05761
"Fairfield Harbour, NC Urban Cluster (2010)",2586.0,,261.0,,28782
"Belzoni, MS Urban Cluster (2010)",4492.0,,434.0,,06814
"Seguin, TX Urban Cluster (2010)",25062.0,,753.0,,80497
"Fostoria, OH Urban Cluster (2010)",14674.0,,449.0,,31114
"Greenville, OH Urban Cluster (2010)",12806.0,,251.0,,35407
"Gypsum, CO Urban Cluster (2010)",6719.0,,375.0,,36136
"Eaton, CO Urban Cluster (2010)",5139.0,,199.0,,25930
"Logan, UT Urbanized Area (2010)",101947.0,,687.0,,50959
"Plattsburgh, NY Urban Cluster (2010)",28414.0,,617.0,,70156
"Sioux Center, IA Urban Cluster (2010)",6675.0,,193.0,,82198
"New Lebanon, OH Urban Cluster (2010)",4281.0,,353.0,,62461
"Hayward, WI Urban Cluster (2010)",2868.0,,378.0,,37823
"Alachua, FL Urban Cluster (2010)",5017.0,,559.0,,00793
"Galax, VA Urban Cluster (2010)",6821.0,,425.0,,32248
"Harlan, KY Urban Cluster (2010)",6367.0,,556.0,,36865
"Cactus, TX Urban Cluster (2010)",3588.0,,416.0,,12133
"Canadian, TX Urban Cluster (2010)",3158.0,,229.0,,13177
"Eufaula, AL--GA Urban Cluster (2010)",8981.0,,567.0,,28090
"Starkville, MS Urban Cluster (2010)",32052.0,,917.0,,84466
"Mount Olive, NC Urban Cluster (2010)",5217.0,,178.0,,60031
"Newton, NJ Urban Cluster (2010)",11917.0,,496.0,,63137
"Ada, OK Urban Cluster (2010)",18288.0,,286.0,,00415
"North Branch, MN Urban Cluster (2010)",6002.0,,440.0,,63541
"Park City, UT Urban Cluster (2010)",14276.0,,460.0,,67618
"Gainesville, GA Urbanized Area (2010)",144392.0,,1561.0,,32194
"Crestview, FL Urban Cluster (2010)",37027.0,,1540.0,,21043
"Rifle, CO Urban Cluster (2010)",10816.0,,536.0,,74935
"Raymond, WA Urban Cluster (2010)",4152.0,,389.0,,73585
"Ruston, LA Urban Cluster (2010)",27330.0,,696.0,,76987
"Quincy, WA Urban Cluster (2010)",7532.0,,291.0,,73072
"Taylor, TX Urban Cluster (2010)",15679.0,,403.0,,86734
"Mukwonago, WI Urban Cluster (2010)",20408.0,,634.0,,60517
"Athens, OH Urban Cluster (2010)",28447.0,,515.0,,03682
"Faribault, MN Urban Cluster (2010)",23868.0,,329.0,,29116
"Rancho Murieta, CA Urban Cluster (2010)",5434.0,,364.0,,73342
"Watseka, IL Urban Cluster (2010)",4985.0,,238.0,,92863
"Lockhart, TX Urban Cluster (2010)",13269.0,,226.0,,50743
"Sparta, GA Urban Cluster (2010)",4609.0,,647.0,,83440
"Lindsay, CA Urban Cluster (2010)",16339.0,,728.0,,50041
"Montgomery City, MO Urban Cluster (2010)",2558.0,,66.0,,58675
"Warden, WA Urban Cluster (2010)",2744.0,,32.0,,91741
"Villas, NJ Urbanized Area (2010)",49765.0,,1039.0,,90658
"Benton, IL Urban Cluster (2010)",7508.0,,321.0,,07030
"El Campo, TX Urban Cluster (2010)",11295.0,,384.0,,26389
"Lufkin, TX Urban Cluster (2010)",46327.0,,891.0,,51985
"Alexandria, LA Urbanized Area (2010)",83249.0,,1347.0,,01279
"Logan, WV Urban Cluster (2010)",10295.0,,937.0,,50986
"Buena Vista, VA Urban Cluster (2010)",6468.0,,108.0,,11269
"Livermore, CA Urbanized Area (2010)",88880.0,,341.0,,50527
"Greenwood, MS Urban Cluster (2010)",21014.0,,591.0,,35569
"Yorkville, GA Urban Cluster (2010)",3276.0,,984.0,,97812
"Shelbyville, TN Urban Cluster (2010)",20727.0,,392.0,,81334
"Window Rock, AZ--NM Urban Cluster (2010)",3818.0,,535.0,,96223
"Garden City, KS Urban Cluster (2010)",30424.0,,361.0,,32518
"Hicksville, OH Urban Cluster (2010)",3334.0,,260.0,,38674
"Mount Pleasant, IA Urban Cluster (2010)",8544.0,,73.0,,60085
"Asheboro, NC Urban Cluster (2010)",38822.0,,1082.0,,03331
"Chardon, OH Urban Cluster (2010)",8125.0,,532.0,,15319
"West Bend, WI Urbanized Area (2010)",69199.0,,645.0,,93916
"England, AR Urban Cluster (2010)",2740.0,,28.0,,27604
"Vacaville, CA Urbanized Area (2010)",98649.0,,529.0,,89866
"Pocatello, ID Urbanized Area (2010)",71193.0,,364.0,,70426
"Nome, AK Urban Cluster (2010)",3509.0,,112.0,,63379
"Port Clinton, OH Urban Cluster (2010)",12988.0,,305.0,,71047
"Woodward, OK Urban Cluster (2010)",12177.0,,207.0,,97237
"Torrington, CT Urban Cluster (2010)",40706.0,,668.0,,88192
"Perry, NY Urban Cluster (2010)",3744.0,,289.0,,68698
"Crockett, TX Urban Cluster (2010)",6134.0,,178.0,,21205
"Westernport, MD--WV Urban Cluster (2010)",5637.0,,428.0,,94005
"Hays, KS Urban Cluster (2010)",21620.0,,258.0,,37783
"Dublin, GA Urban Cluster (2010)",20978.0,,737.0,,24715
"Mount Union, PA Urban Cluster (2010)",3885.0,,321.0,,60301
"New Cordell, OK Urban Cluster (2010)",2747.0,,149.0,,62272
"Hamilton, MT Urban Cluster (2010)",6503.0,,414.0,,36406
"Muncie, IN Urbanized Area (2010)",90202.0,,765.0,,60625
"Dunn, NC Urban Cluster (2010)",15281.0,,292.0,,25039
"Charlotte, NC--SC Urbanized Area (2010)",1435596.0,,2905.0,,15670
"Cody, WY Urban Cluster (2010)",9668.0,,79.0,,18397
"Waterloo, WI Urban Cluster (2010)",2774.0,,234.0,,92620
"Linton, IN Urban Cluster (2010)",5830.0,,262.0,,50149
"International Falls, MN Urban Cluster (2010)",6703.0,,232.0,,41401
"Stewartville, MN Urban Cluster (2010)",6099.0,,64.0,,84952
"Blakely, GA Urban Cluster (2010)",3065.0,,333.0,,08191
"Lanai City, HI Urban Cluster (2010)",2757.0,,346.0,,47449
"Grantsville, UT Urban Cluster (2010)",7475.0,,592.0,,34543
"Grass Valley, CA Urban Cluster (2010)",34935.0,,1018.0,,34597
"Anadarko, OK Urban Cluster (2010)",5986.0,,226.0,,02251
"Hammonton, NJ Urban Cluster (2010)",12860.0,,681.0,,36541
"Havelock, NC Urban Cluster (2010)",21170.0,,269.0,,37675
"North Baltimore, OH Urban Cluster (2010)",3334.0,,189.0,,63487
"East Liverpool, OH--WV--PA Urban Cluster (2010)",30134.0,,896.0,,25687
"Mascoutah, IL Urban Cluster (2010)",7439.0,,392.0,,55375
"Oneonta, AL Urban Cluster (2010)",5253.0,,495.0,,65485
"Conrad, MT Urban Cluster (2010)",2522.0,,22.0,,19720
"Menomonie, WI Urban Cluster (2010)",17792.0,,353.0,,56224
"Lake Conroe Northshore, TX Urban Cluster (2010)",2189.0,,749.0,,46652
"Justin, TX Urban Cluster (2010)",3295.0,,119.0,,43604
"Chandler, OK Urban Cluster (2010)",2669.0,,155.0,,15238
"Zimmerman, MN Urban Cluster (2010)",7522.0,,367.0,,98209
"Grottoes, VA Urban Cluster (2010)",3893.0,,399.0,,35758
"Hallsville, TX Urban Cluster (2010)",4173.0,,248.0,,36325
"Peru--LaSalle, IL Urban Cluster (2010)",30758.0,,299.0,,68833
"Rice Lake, WI Urban Cluster (2010)",8963.0,,343.0,,74368
"Clarion, PA Urban Cluster (2010)",9423.0,,362.0,,17209
"Yucca Valley, CA Urban Cluster (2010)",25640.0,,1163.0,,97966
"Glens Falls, NY Urbanized Area (2010)",64339.0,,872.0,,33598
"Cokato, MN Urban Cluster (2010)",4389.0,,168.0,,18505
"Hornell, NY Urban Cluster (2010)",10709.0,,215.0,,40132
"Running Springs, CA Urban Cluster (2010)",4528.0,,658.0,,76717
"Henderson, TX Urban Cluster (2010)",14543.0,,449.0,,38323
"St. Marys, OH Urban Cluster (2010)",9009.0,,206.0,,77851
"Clifton Forge, VA Urban Cluster (2010)",4790.0,,282.0,,17857
"Pottsville, PA Urban Cluster (2010)",41660.0,,647.0,,71776
"Flagstaff, AZ Urbanized Area (2010)",77582.0,,1081.0,,29818
"Arvin, CA Urban Cluster (2010)",21402.0,,224.0,,03250
"Caldwell, OH Urban Cluster (2010)",5383.0,,346.0,,12322
"Chino Valley, AZ Urban Cluster (2010)",11366.0,,1101.0,,16561
"Franklin, KY Urban Cluster (2010)",9632.0,,448.0,,31276
"Guerneville, CA Urban Cluster (2010)",4884.0,,523.0,,35893
"Holtville, CA Urban Cluster (2010)",7669.0,,421.0,,39619
"Immokalee, FL Urban Cluster (2010)",25216.0,,1329.0,,41077
"Ripon, WI Urban Cluster (2010)",7761.0,,124.0,,75205
"Lula, GA Urban Cluster (2010)",2748.0,,144.0,,52001
