FIPS,Abbreviation,Location,1990,1980,1970,1960,1950,1940,1930,1920,1910,1900
19161,IA,Sac County,12324,14118,15573,17007,17518,17639,17641,17500,16555,17639
19163,IA,Scott County,150979,160022,142687,119067,100698,84748,77332,73952,60000,51558
19165,IA,Shelby County,13230,15043,15528,15825,15942,16720,17131,16065,16552,17932
19167,IA,Sioux County,29903,30813,27996,26375,26381,27209,26806,26458,25248,23337
19169,IA,Story County,74252,72326,62783,49327,44294,33434,31141,26185,24083,23159
19171,IA,Tama County,17419,19533,20147,21413,21688,22428,21987,21861,22156,24585
19173,IA,Taylor County,7114,8353,8790,10288,12420,14258,14859,15514,16312,18784
19175,IA,Union County,12750,13858,13557,13712,15651,16280,17435,17268,16616,19928
19177,IA,Van Buren County,7676,8626,8643,9778,11007,12053,12603,14060,15020,17354
19179,IA,Wapello County,35687,40241,42149,46126,47397,44280,40480,37937,37743,35426
19181,IA,Warren County,36033,34878,27432,20829,17758,17695,17700,18047,18194,20376
19183,IA,Washington County,19612,20141,18967,19406,19557,20055,19822,20421,19925,20718
19185,IA,Wayne County,7067,8199,8405,9800,11737,13308,13787,15378,16184,17491
19187,IA,Webster County,40342,45953,48391,47810,44241,41521,40425,37611,34629,31757
19189,IA,Winnebago County,12122,13010,12990,13099,13450,13972,13143,13489,11914,12725
19191,IA,Winneshiek County,20847,21876,21758,21651,21639,22263,21630,22091,21729,23731
19193,IA,Woodbury County,98276,100884,103052,107849,103917,103627,101669,92171,67616,54610
19195,IA,Worth County,7991,9075,8968,10259,11068,11449,11164,11630,9950,10887
19197,IA,Wright County,14269,16319,17294,19447,19652,20038,20216,20348,17951,18227
20000,KS,Kansas,2477574,2363679,2246578,2178611,1905299,1801028,1880999,1769257,1690949,1470495
20001,KS,Allen County,14638,15654,15043,16369,18187,19874,21391,23509,27640,19507
20003,KS,Anderson County,7803,8749,8501,9035,10267,11658,13355,12986,13829,13938
20005,KS,Atchison County,16932,18397,19165,20898,21496,22222,23945,23411,28107,28606
20007,KS,Barber County,5874,6548,7016,8713,8521,9073,10178,9739,9916,6594
20009,KS,Barton County,29382,31343,30663,32368,29909,25010,19776,18422,17876,13784
20011,KS,Bourbon County,14966,15969,15215,16090,19153,20944,22386,23198,24007,24712
20013,KS,Brown County,11128,11955,11685,13229,14651,17395,20553,20949,21314,22369
20015,KS,Butler County,50580,44782,38658,38395,31001,32013,35904,43842,23059,23363
20017,KS,Chase County,3021,3309,3408,3921,4831,6345,6952,7144,7527,8246
20019,KS,Chautauqua County,4407,5016,4642,5956,7376,9233,10352,11598,11429,11804
20021,KS,Cherokee County,21374,22304,21549,22279,25144,29817,31457,33609,38162,42694
20023,KS,Cheyenne County,3243,3678,4256,4708,5668,6221,6948,5587,4248,2640
20025,KS,Clark County,2418,2599,2896,3396,3946,4081,4796,4989,4093,1701
20027,KS,Clay County,9158,9802,9890,10675,11697,13281,14556,14365,15251,15833
20029,KS,Cloud County,11023,12494,13466,14407,16104,17247,18006,17714,18388,18071
20031,KS,Coffey County,8404,9370,7397,8403,10408,12278,13653,14254,15205,16643
20033,KS,Comanche County,2313,2554,2702,3271,3888,4412,5238,5302,3281,1619
20035,KS,Cowley County,36915,36824,35012,37861,36905,38139,40903,35155,31790,30156
20037,KS,Crawford County,35568,37916,37850,37032,40231,44191,49329,61800,51178,38809
20039,KS,Decatur County,4021,4509,4988,5778,6185,7434,8866,8121,8976,9234
20041,KS,Dickinson County,18958,20175,19993,21572,21190,22929,25870,25777,24361,21816
20043,KS,Doniphan County,8134,9268,9107,9574,10499,12936,14063,13438,14422,15079
20045,KS,Douglas County,81798,67640,57932,43720,34086,25171,25143,23998,24724,25096
20047,KS,Edwards County,3787,4271,4581,5118,5936,6377,7295,7057,7033,3682
20049,KS,Elk County,3327,3918,3858,5048,6679,8180,9210,9034,10128,11443
20051,KS,Ellis County,26004,26098,24730,21270,19043,17508,15907,14138,12170,8626
20053,KS,Ellsworth County,6586,6640,6146,7677,8465,9855,10132,10379,10444,9626
20055,KS,Finney County,33070,23825,18947,16093,15092,10092,11014,7674,6908,3469
20057,KS,Ford County,27463,24315,22587,20938,19670,17254,20647,14273,11393,5497
20059,KS,Franklin County,21994,22062,20007,19548,19928,20889,22024,21946,20884,21354
20061,KS,Geary County,30453,29852,28111,28779,21671,15222,14366,13452,12681,10744
20063,KS,Gove County,3231,3726,3940,4107,4447,4793,5643,4748,6044,2441
20065,KS,Graham County,3543,3995,4751,5586,5020,6071,7772,7624,8700,5173
20067,KS,Grant County,7159,6977,5961,5269,4638,1946,3092,1087,1087,422
20069,KS,Gray County,5396,5138,4516,4380,4894,4773,6211,4711,3121,1264
20071,KS,Greeley County,1774,1845,1819,2087,2010,1638,1712,1028,1335,493
20073,KS,Greenwood County,7847,8764,9141,11253,13574,16495,19235,14715,16060,16196
20075,KS,Hamilton County,2388,2514,2747,3144,3696,2645,3328,2586,3360,1426
20077,KS,Harper County,7124,7778,7871,9541,10263,12068,12823,13656,14748,10310
20079,KS,Harvey County,31028,30531,27236,25865,21698,21712,22120,20744,19200,17591
20081,KS,Haskell County,3886,3814,3672,2990,2606,2088,2805,1455,993,457
20083,KS,Hodgeman County,2177,2269,2662,3115,3310,3535,4157,3734,2930,2032
20085,KS,Jackson County,11525,11644,10342,10309,11098,13382,14776,15495,16861,17117
20087,KS,Jefferson County,15905,15207,11945,11252,11084,12718,14129,14750,15826,17533
20089,KS,Jewell County,4251,5241,6099,7217,9698,11970,14462,16240,18148,19420
20091,KS,Johnson County,355054,270269,217662,143792,62783,33327,27179,18314,18288,18104
20093,KS,Kearny County,4027,3435,3047,3108,3492,2525,3196,2617,3206,1107
20095,KS,Kingman County,8292,8960,8886,9958,10324,12001,11674,12119,13386,10663
20097,KS,Kiowa County,3660,4046,4088,4626,4743,5112,6035,6164,6174,2365
20099,KS,Labette County,23693,25682,25775,26805,29285,30352,31346,34047,31423,27387
20101,KS,Lane County,2375,2472,2707,3060,2808,2821,3372,2848,2603,1563
20103,KS,Leavenworth County,64371,54809,53340,48524,42361,41112,42673,38402,41207,40940
20105,KS,Lincoln County,3653,4145,4582,5556,6643,8338,9707,9894,10142,9886
20107,KS,Linn County,8254,8234,7770,8274,10053,11969,13534,13815,14735,16689
20109,KS,Logan County,3081,3478,3814,4036,4206,3688,4145,3223,4240,1962
20111,KS,Lyon County,34732,35108,32071,26928,26576,26424,29240,26154,24927,25074
20113,KS,McPherson County,27268,26855,24778,24285,23670,24152,23588,21845,21521,21421
20115,KS,Marion County,12888,13522,13935,15143,16307,18951,20739,22923,22415,20676
20117,KS,Marshall County,11705,12787,13139,15598,17926,20986,23056,22730,23880,24355
20119,KS,Meade County,4247,4788,4912,5505,5710,5522,6858,5542,5055,1581
20121,KS,Miami County,23466,21618,19254,19884,19698,19489,21243,19809,20030,21641
20123,KS,Mitchell County,7203,8117,8010,8866,10320,11339,12774,13886,14089,14647
20125,KS,Montgomery County,38816,42281,39949,45007,46487,49729,51411,49645,49474,29039
20127,KS,Morris County,6198,6419,6432,7392,8485,10363,11859,12005,12397,11967
20129,KS,Morton County,3480,3454,3576,3354,2610,2186,4092,3177,1333,304
20131,KS,Nemaha County,10446,11211,11825,12897,14341,16761,18342,18487,19072,20376
20133,KS,Neosho County,17035,18967,18812,19455,20348,22210,22665,24000,23754,19254
20135,KS,Ness County,4033,4498,4791,5470,6322,6864,8358,7490,5883,4535
20137,KS,Norton County,5947,6689,7279,8035,8808,9831,11701,11423,11614,11325
20139,KS,Osage County,15248,15319,13352,12886,12811,15118,17538,18621,19905,23659
20141,KS,Osborne County,4867,5959,6416,7506,8558,9835,11568,12441,12827,11844
20143,KS,Ottawa County,5634,5971,6183,6779,7265,9224,9819,10714,11811,11182
20145,KS,Pawnee County,7555,8065,8484,10254,11041,10300,10510,9323,8859,5084
20147,KS,Phillips County,6590,7406,7888,8709,9273,10435,12159,12505,14150,14442
20149,KS,Pottawatomie County,16128,14782,11755,11957,12344,14015,15862,16154,17522,18470
20151,KS,Pratt County,9702,10275,10056,12122,12156,12348,13312,12909,11156,7085
20153,KS,Rawlins County,3404,4105,4393,5279,5728,6618,7362,6799,6380,5241
20155,KS,Reno County,62389,64983,60765,59055,54058,52165,47785,44423,37853,29027
20157,KS,Republic County,6482,7569,8498,9768,11478,13124,14745,15855,17447,18248
20159,KS,Rice County,10610,11900,12320,13909,15635,17213,13800,14832,15106,14745
20161,KS,Riley County,67139,63505,56788,41914,33405,20617,19882,20650,15783,13828
20163,KS,Rooks County,6039,7006,7628,9734,9043,8497,9534,9966,11282,7960
20165,KS,Rush County,3842,4516,5117,6160,7231,8285,9093,8360,7826,6134
20167,KS,Russell County,7835,8868,9428,11348,13406,13464,11045,10748,10800,8489
20169,KS,Saline County,49301,48905,46592,54715,33409,29535,29337,25103,20338,17076
20171,KS,Scott County,5289,5782,5606,5228,4921,3773,3976,3121,3047,1098
20173,KS,Sedgwick County,403662,366531,350694,343231,222290,143311,136330,92234,73095,44037
20175,KS,Seward County,18743,17071,15744,15930,9972,6540,8075,6220,4091,822
20177,KS,Shawnee County,160976,154916,155322,141286,105418,91247,85200,69159,61874,53727
20179,KS,Sheridan County,3043,3544,3859,4267,4607,5312,6038,5484,5651,3819
20181,KS,Sherman County,6926,7759,7792,6682,7373,6421,7400,5592,4549,3341
20183,KS,Smith County,5078,5947,6757,7776,8846,10582,13545,14985,15365,16384
20185,KS,Stafford County,5365,5694,5943,7451,8816,10487,10460,11559,12510,9829
20187,KS,Stanton County,2333,2339,2287,2108,2263,1443,2152,908,1034,327
20189,KS,Stevens County,5048,4736,4198,4400,4516,3193,4655,3943,2453,620
20191,KS,Sumner County,25841,24928,23553,25316,23646,26163,28960,29213,30654,25631
20193,KS,Thomas County,8258,8451,7501,7358,7572,6425,7334,5517,5455,4112
20195,KS,Trego County,3694,4165,4436,5473,5868,5822,6470,5880,5398,2722
20197,KS,Wabaunsee County,6603,6867,6397,6648,7212,9219,10830,11424,12721,12813
20199,KS,Wallace County,1821,2045,2215,2069,2508,2216,2882,2424,2759,1178
20201,KS,Washington County,7073,8543,9249,10739,12977,15921,17112,17984,20229,21963
20203,KS,Wichita County,2758,3041,3274,2765,2640,2185,2579,1856,2006,1197
20205,KS,Wilson County,10289,12128,11317,13077,14815,17723,18646,21157,19810,15621
20207,KS,Woodson County,4116,4600,4789,5423,6711,8014,8526,8984,9450,10022
20209,KS,Wyandotte County,161993,172335,186845,185495,165318,145071,141211,122218,100068,73227
21000,KY,Kentucky,3685296,3660777,3218706,3038156,2944806,2845627,2614589,2416630,2289905,2147174
21001,KY,Adair County,15360,15233,13037,14699,17603,18566,16401,17289,16503,14888
21003,KY,Allen County,14628,14128,12598,12269,13787,15496,15180,16761,14882,14657
21005,KY,Anderson County,14571,12567,9358,8618,8984,8936,8494,9982,10146,10051
21007,KY,Ballard County,7902,8798,8276,8291,8545,9480,9910,12045,12690,10761
21009,KY,Barren County,34001,34009,28677,28303,28461,27559,25844,25356,25293,23197
21011,KY,Bath County,9692,10025,9235,9114,10410,11451,11075,11996,13988,14734
21013,KY,Bell County,31506,34330,31087,35336,47602,43812,38747,33988,28447,15701
21015,KY,Boone County,57589,45842,32812,21940,13015,10820,9595,9572,9420,11170
21017,KY,Bourbon County,19236,19405,18476,18178,17752,17932,18060,18418,17462,18069
21019,KY,Boyd County,51150,55513,52376,52163,49949,45938,43849,29281,23444,18834
21021,KY,Boyle County,25641,25066,21090,21257,20532,17075,16282,14998,14668,13817
21023,KY,Bracken County,7766,7738,7227,7422,8424,9389,9616,10210,10308,12137
21025,KY,Breathitt County,15703,17004,14221,15490,19964,23946,21143,20614,17540,14322
21027,KY,Breckinridge County,16312,16861,14789,14734,15528,17744,17368,19652,21034,20534
21029,KY,Bullitt County,47567,43346,26090,15726,11349,9511,8868,9328,9487,9602
21031,KY,Butler County,11245,11064,9723,9586,11309,14371,12620,15197,15805,15896
21033,KY,Caldwell County,13232,13473,13179,13073,13199,14499,13781,13975,14063,14510
21035,KY,Calloway County,30735,30031,27692,20972,20147,19041,17662,20802,19867,17633
21037,KY,Campbell County,83866,83317,88501,86803,76196,71918,73391,61868,59369,54223
21039,KY,Carlisle County,5238,5487,5354,5608,6206,7650,7363,8231,9048,10195
21041,KY,Carroll County,9292,9270,8523,7978,8517,8657,8155,8346,8110,9825
21043,KY,Carter County,24340,25060,19850,20817,22559,25545,23839,22474,21966,20228
21045,KY,Casey County,14211,14818,12930,14327,17446,19962,16747,17213,15479,15144
21047,KY,Christian County,68941,66878,56224,56904,42359,36129,34283,35883,38845,37962
21049,KY,Clark County,29496,28322,24090,21075,18898,17988,17640,17901,17987,16694
21051,KY,Clay County,21746,22752,18481,20748,23116,23901,18526,19795,17789,15364
21053,KY,Clinton County,9135,9321,8174,8886,10605,10279,9004,8589,8153,7871
21055,KY,Crittenden County,9196,9207,8493,8648,10818,12115,11931,13125,13296,15191
21057,KY,Cumberland County,6784,7289,6850,7835,9309,11923,10204,10648,9846,8962
21059,KY,Daviess County,87189,85949,79486,70588,57241,52335,43779,40733,41020,38667
21061,KY,Edmonson County,10357,9962,8751,8085,9376,11344,11475,10894,10469,10080
21063,KY,Elliott County,6455,6908,5933,6330,7085,8713,7571,8887,9814,10387
21065,KY,Estill County,14614,14495,12752,12466,14677,17978,17079,15569,12273,11669
21067,KY,Fayette County,225366,204165,174323,131906,100746,78899,68543,54664,47715,42071
21069,KY,Fleming County,12292,12323,11366,10890,11962,13327,12931,15614,16066,17074
21071,KY,Floyd County,43586,48764,35889,41642,53500,52986,41942,27427,18623,15552
21073,KY,Franklin County,43781,41830,34481,29421,25933,23308,21064,19357,21135,20852
21075,KY,Fulton County,8271,8971,10183,11256,13668,15413,14927,15197,14114,11546
21077,KY,Gallatin County,5393,4842,4134,3867,3969,4307,4437,4664,4697,5163
21079,KY,Garrard County,11579,10853,9457,9747,11029,11910,11562,12503,11894,12042
21081,KY,Grant County,15737,13308,9999,9489,9809,9876,9876,10435,10581,13239
21083,KY,Graves County,33550,34049,30939,30021,31364,31763,30778,32483,33539,33204
21085,KY,Grayson County,21050,20854,16445,15834,17063,17562,17055,19927,19958,19878
21087,KY,Green County,10371,11043,10350,11249,11261,12321,11401,11391,11871,12255
21089,KY,Greenup County,36742,39132,33192,29238,24887,24917,24554,20062,18475,15432
21091,KY,Hancock County,7864,7742,7080,5330,6009,6807,6147,6945,8512,8914
21093,KY,Hardin County,89240,88917,78421,67789,50312,29108,20913,24287,22696,22937
21095,KY,Harlan County,36574,41889,37370,51107,71751,75275,64557,31546,10566,9838
21097,KY,Harrison County,16248,15166,14158,13704,13736,15124,14859,15798,16873,18570
21099,KY,Hart County,14890,15402,13980,14119,15321,17239,16169,18544,18173,18390
21101,KY,Henderson County,43044,40849,36031,33519,30715,27020,26295,27609,29352,32907
21103,KY,Henry County,12823,12740,10910,10987,11394,12220,12564,13411,13716,14620
21105,KY,Hickman County,5566,6065,6264,6747,7778,9142,8725,10244,11750,11745
21107,KY,Hopkins County,46126,46174,38167,38458,38815,37789,37449,34133,34291,30995
21109,KY,Jackson County,11955,11996,10005,10677,13101,16339,10467,11687,10734,10561
21111,KY,Jefferson County,664937,685004,695055,610947,484615,385392,355350,286369,262920,232549
21113,KY,Jessamine County,30508,26146,17430,13625,12458,12174,12431,12205,12613,11925
21115,KY,Johnson County,23248,24432,17539,19748,23846,25771,22968,19622,17482,13730
21117,KY,Kenton County,142031,137058,129440,120700,104254,93139,93534,73453,70355,63591
21119,KY,Knott County,17906,17940,14698,17362,20320,20007,15230,11655,10791,8704
21121,KY,Knox County,29676,30239,23689,25258,30409,31029,26266,24172,22116,17372
21123,KY,Larue County,11679,11922,10672,10346,9956,9622,9093,10004,10701,10764
21125,KY,Laurel County,43438,38982,27386,24901,25797,25640,21109,19814,19872,17592
21127,KY,Lawrence County,13998,14121,10726,12134,14418,17275,16713,17643,20067,19612
21129,KY,Lee County,7422,7754,6587,7420,8739,10860,9729,11918,9531,7988
21131,KY,Leslie County,13642,14882,11623,10941,15537,14981,10765,10097,8976,6753
21133,KY,Letcher County,27000,30687,23165,30102,39522,40592,35702,24467,10623,9172
21135,KY,Lewis County,13029,14545,12355,13115,13520,15686,14315,15829,16887,17868
21137,KY,Lincoln County,20045,19053,16663,16503,18668,19859,17687,16481,17897,17059
21139,KY,Livingston County,9062,9219,7596,7029,7184,9127,8608,9732,10627,11354
21141,KY,Logan County,24416,24138,21793,20896,22335,23345,21875,23633,24977,25994
21143,KY,Lyon County,6624,6490,5562,5924,6853,9067,8530,8795,9423,9319
21145,KY,McCracken County,62879,61310,58281,57306,49137,48534,46271,37246,35064,28733
21147,KY,McCreary County,15603,15634,12548,12463,16660,16451,14627,11676,---,---
21149,KY,McLean County,9628,10090,9062,9355,10021,11446,11072,12502,13241,12448
21151,KY,Madison County,57508,53352,42730,33482,31179,28541,27621,26284,26951,25607
21153,KY,Magoffin County,13077,13515,10443,11156,13839,17490,15719,13859,13654,12006
21155,KY,Marion County,16499,17910,16714,16887,17212,16913,15499,15527,16330,16290
21157,KY,Marshall County,27205,25637,20381,16736,13387,16602,12889,15215,15771,13692
21159,KY,Martin County,12526,13925,9377,10201,11677,10970,8584,7654,7291,5780
21161,KY,Mason County,16666,17765,17273,18454,18486,19066,18862,17760,18611,20446
21163,KY,Meade County,24170,22854,18796,18938,9422,8827,8042,9442,9783,10533
21165,KY,Menifee County,5092,5117,4050,4276,4798,5691,4958,5779,6153,6818
21167,KY,Mercer County,19148,19011,15960,14596,14643,14629,14471,14795,14063,14426
