FIPS,Abbreviation,Location,1990,1980,1970,1960,1950,1940,1930,1920,1910,1900
13313,GA,Whitfield County,72462,65789,55108,42109,34432,26105,20808,16897,15934,14509
13315,GA,Wilcox County,7008,7682,6998,7905,10167,12755,13439,15511,13486,11097
13317,GA,Wilkes County,10597,10951,10184,10961,12388,15084,15944,24210,23441,20866
13319,GA,Wilkinson County,10228,10368,9393,9250,9781,11025,10844,11376,10078,11440
13321,GA,Worth County,19745,18064,14770,16682,19357,21374,21094,23863,19147,18664
15000,HI,Hawaii,1108229,964691,768561,632772,499794,422770,368300,255881,191874,154001
15001,HI,Hawaii County,120317,92053,63468,61332,68350,73276,73325,64895,55382,46843
15003,HI,Honolulu County,836231,762565,629176,500409,353020,257696,202887,123496,81993,58504
15005,HI,Kalawao County,130,144,172,279,340,446,605,667,785,1177
15007,HI,Kauai County,51177,39082,29589,28176,29565,35372,35337,29438,23952,20734
15009,HI,Maui County,100374,70847,46156,42576,48519,55980,56146,37385,29762,26743
16000,ID,Idaho,1006749,943935,712567,667191,588637,524873,445032,431866,325594,161772
16001,ID,Ada County,205775,173036,112230,93460,70649,50401,37925,35213,29088,11559
16003,ID,Adams County,3254,3347,2877,2978,3347,3407,2867,2966,---,---
16005,ID,Bannock County,66026,65421,52200,49342,41745,34759,31266,27532,19242,11702
16007,ID,Bear Lake County,6084,6931,5801,7148,6834,7911,7872,8783,7729,7051
16009,ID,Benewah County,7937,8292,6230,6036,6173,7332,6371,6997,---,---
16011,ID,Bingham County,37583,36489,29167,28218,23271,21044,18561,18310,23306,10447
16013,ID,Blaine County,13552,9841,5749,4598,5384,5295,3768,4473,8387,4900
16015,ID,Boise County,3509,2999,1763,1646,1776,2333,1847,1822,5250,4174
16017,ID,Bonner County,26622,24163,15560,15587,14853,15667,13152,12957,13588,---
16019,ID,Bonneville County,72207,65980,51250,46906,30210,25697,19664,17501,---,---
16021,ID,Boundary County,8332,7289,6371,5809,5908,5987,4555,4474,---,---
16023,ID,Butte County,2918,3342,2925,3498,2722,1877,1934,2940,---,---
16025,ID,Camas County,727,818,728,917,1079,1360,1411,1730,---,---
16027,ID,Canyon County,90076,83756,61288,57662,53597,40987,30930,26932,25323,7497
16029,ID,Caribou County,6963,8695,6534,5976,5576,2284,2121,2191,---,---
16031,ID,Cassia County,19532,19427,17017,16121,14629,14430,13116,15659,7197,3951
16033,ID,Clark County,762,798,741,915,918,1005,1122,1886,---,---
16035,ID,Clearwater County,8505,10390,10871,8548,8217,8243,6599,4993,---,---
16037,ID,Custer County,4133,3385,2967,2996,3318,3549,3162,3550,3001,2049
16039,ID,Elmore County,21205,21565,17479,16719,6687,5518,4491,5087,4785,2286
16041,ID,Franklin County,9232,8895,7373,8457,9867,10229,9379,8650,---,---
16043,ID,Fremont County,10937,10813,8710,8679,9351,10304,9924,10380,24606,12821
16045,ID,Gem County,11844,11972,9387,9127,8730,9544,7419,6427,---,---
16047,ID,Gooding County,11633,11874,8645,9544,11101,9257,7580,7548,---,---
16049,ID,Idaho County,13783,14769,12891,13542,11423,12691,10107,11749,12384,9121
16051,ID,Jefferson County,16543,15304,11619,11672,10495,10762,9171,9441,---,---
16053,ID,Jerome County,15138,14840,10253,11712,12080,9900,8358,5729,---,---
16055,ID,Kootenai County,69795,59770,35332,29556,24947,22283,19469,17878,22747,10216
16057,ID,Latah County,30617,28749,24891,21170,20971,18804,17798,18092,18818,13451
16059,ID,Lemhi County,6899,7460,5566,5816,6278,6521,4643,5164,4786,3446
16061,ID,Lewis County,3516,4118,3867,4423,4208,4666,5238,5851,---,---
16063,ID,Lincoln County,3308,3436,3057,3686,4256,4230,3242,3446,12676,1784
16065,ID,Madison County,23674,19480,13452,9417,9156,9186,8316,9167,---,---
16067,ID,Minidoka County,19361,19718,15731,14394,9785,9870,8403,9035,---,---
16069,ID,Nez Perce County,33754,33220,30376,27066,22658,18873,17591,15253,24860,13748
16071,ID,Oneida County,3492,3258,2864,3603,4387,5417,5870,6723,15170,8933
16073,ID,Owyhee County,8392,8272,6422,6375,6307,5652,4103,4694,4044,3804
16075,ID,Payette County,16434,15722,12401,12363,11921,9511,7318,7021,---,---
16077,ID,Power County,7086,6844,4864,4111,3988,3965,4457,5105,---,---
16079,ID,Shoshone County,13931,19226,19718,20876,22806,21230,19060,14250,13963,11950
16081,ID,Teton County,3439,2897,2351,2639,3204,3601,3573,3921,---,---
16083,ID,Twin Falls County,53580,52927,41807,41842,40979,36403,29828,28398,13543,---
16085,ID,Valley County,6109,5604,3609,3663,4270,4035,3488,2524,---,---
16087,ID,Washington County,8550,8803,7633,8378,8576,8853,7962,9424,11101,6882
17000,IL,Illinois,11430602,11426518,11113976,10081158,8712176,7897241,7630654,6485280,5638591,4821550
17001,IL,Adams County,66090,71622,70861,68467,64690,65229,62784,62188,64588,67058
17003,IL,Alexander County,10626,12264,12015,16061,20316,25496,22542,23980,22741,19384
17005,IL,Bond County,14991,16224,14012,14060,14157,14540,14406,16045,17075,16078
17007,IL,Boone County,30806,28630,25440,20326,17070,15202,15078,15322,15481,15791
17009,IL,Brown County,5836,5411,5586,6210,7132,8053,7892,9336,10397,11557
17011,IL,Bureau County,35688,39114,38541,37594,37711,37600,38845,42648,43975,41112
17013,IL,Calhoun County,5322,5867,5675,5933,6898,8207,8034,8245,8610,8917
17015,IL,Carroll County,16805,18779,19276,19507,18976,17987,18433,19345,18035,18963
17017,IL,Cass County,13437,15084,14219,14539,15097,16425,16537,17896,17372,17222
17019,IL,Champaign County,173025,168392,163281,132436,106100,70578,64273,56959,51829,47622
17021,IL,Christian County,34418,36446,35948,37207,38816,38564,37538,38458,34594,32790
17023,IL,Clark County,15921,16913,16216,16546,17362,18842,17872,21165,23517,24033
17025,IL,Clay County,14460,15283,14735,15815,17445,18947,16155,17684,18661,19553
17027,IL,Clinton County,33944,32617,28315,24029,22594,22912,21369,22947,22832,19824
17029,IL,Coles County,51644,52260,47815,42860,40328,38470,37315,35108,34517,34146
17031,IL,Cook County,5105067,5253655,5492369,5129725,4508792,4063342,3982123,3053017,2405233,1838735
17033,IL,Crawford County,19464,20818,19824,20751,21137,21294,21085,22771,26281,19240
17035,IL,Cumberland County,10670,11062,9772,9936,10496,11698,10419,12858,14281,16124
17037,IL,DeKalb County,77932,74624,71654,51714,40781,34388,32644,31339,33457,31756
17039,IL,De Witt County,16516,18108,16975,17253,16894,18244,18598,19252,18906,18972
17041,IL,Douglas County,19464,19774,18997,19243,16706,17590,17914,19604,19591,19097
17043,IL,DuPage County,781666,658835,491882,313459,154599,103480,91998,42120,33432,28196
17045,IL,Edgar County,19595,21725,21591,22550,23407,24430,24966,25769,27336,28273
17047,IL,Edwards County,7440,7961,7090,7940,9056,8974,8303,9431,10049,10345
17049,IL,Effingham County,31704,30944,24608,23107,21675,22034,19013,19556,20055,20465
17051,IL,Fayette County,20893,22167,20752,21946,24582,29159,23487,26187,28075,28065
17053,IL,Ford County,14275,15265,16382,16606,15901,15007,15489,16466,17096,18359
17055,IL,Franklin County,40319,43201,38329,39281,48685,53137,59442,57293,25943,19675
17057,IL,Fulton County,38080,43687,41890,41954,43716,44627,43983,48163,49549,46201
17059,IL,Gallatin County,6909,7590,7418,7638,9818,11414,10091,12856,14628,15836
17061,IL,Greene County,15317,16661,17014,17460,18852,20292,20417,22883,22363,23402
17063,IL,Grundy County,32337,30582,26535,22350,19217,18398,18678,18580,24162,24136
17065,IL,Hamilton County,8499,9172,8665,10010,12256,13454,12995,15920,18227,20197
17067,IL,Hancock County,21373,23877,23645,24574,25790,26297,26420,28523,30638,32215
17069,IL,Hardin County,5189,5383,4914,5879,7530,7759,6955,7533,7015,7448
17071,IL,Henderson County,8096,9114,8451,8237,8416,8949,8778,9770,9724,10836
17073,IL,Henry County,51159,57968,53217,49317,46492,43798,43851,45162,41736,40049
17075,IL,Iroquois County,30787,32976,33532,33562,32348,32496,32913,34841,35543,38014
17077,IL,Jackson County,61067,61522,55008,42151,38124,37920,35680,37091,35143,33871
17079,IL,Jasper County,10609,11318,10741,11346,12266,13431,12809,16064,18157,20160
17081,IL,Jefferson County,37020,36552,31446,32315,35892,34375,31034,28480,29111,28133
17083,IL,Jersey County,20539,20538,18492,17023,15264,13636,12556,12682,13954,14612
17085,IL,Jo Daviess County,21821,23520,21766,21821,21459,19989,20235,21917,22657,24533
17087,IL,Johnson County,11347,9624,7550,6928,8729,10727,10203,12022,14331,15667
17089,IL,Kane County,317471,278405,251005,208246,150388,130206,125327,99499,91862,78792
17091,IL,Kankakee County,96255,102926,97250,92063,73524,60877,50095,44940,40752,37154
17093,IL,Kendall County,39413,37202,26374,17540,12115,11105,10555,10074,10777,11467
17095,IL,Knox County,56393,61607,61280,61280,54366,52250,51336,46727,46159,43612
17097,IL,Lake County,516418,440372,382638,293656,179097,121094,104387,74285,55058,34504
17099,IL,La Salle County,106913,112033,111409,110800,100610,97801,97695,92925,90132,87776
17101,IL,Lawrence County,15972,17807,17522,18540,20539,21075,21885,21380,22661,16523
17103,IL,Lee County,34392,36328,37947,38749,36451,34604,32329,28004,27750,29894
17105,IL,Livingston County,39301,41381,40690,40341,37809,38838,39092,39070,40465,42035
17107,IL,Logan County,30798,31802,33538,33656,30671,29438,28863,29562,30216,28680
17109,IL,McDonough County,35244,37467,36653,28928,28199,26944,27329,27074,26887,28412
17111,IL,McHenry County,183241,147897,111555,84210,50656,37311,35079,33164,32509,29759
17113,IL,McLean County,129180,119149,104389,83877,76577,73930,73117,70107,68008,67843
17115,IL,Macon County,117206,131375,125010,118257,98853,84693,81731,65175,54186,44003
17117,IL,Macoupin County,47679,49384,44557,43524,44210,46304,48703,57274,50685,42256
17119,IL,Madison County,249238,247691,250934,224689,182307,149349,143830,106895,89847,64694
17121,IL,Marion County,41561,43523,38986,39349,41700,47989,35635,37497,35094,30446
17123,IL,Marshall County,12846,14479,13302,13334,13025,13179,13023,14760,15679,16370
17125,IL,Mason County,16269,19492,16161,15193,15326,15358,15115,16634,17377,17491
17127,IL,Massac County,14752,14990,13889,14341,13594,14937,14081,13559,14200,13110
17129,IL,Menard County,11164,11700,9685,9248,9639,10663,10575,11694,12796,14336
17131,IL,Mercer County,17290,19286,17294,17149,17374,17701,16641,18800,19723,20945
17133,IL,Monroe County,22422,20117,18831,15507,13282,12754,12369,12839,13508,13847
17135,IL,Montgomery County,30728,31686,30260,31244,32460,34499,35278,41403,35311,30836
17137,IL,Morgan County,36397,37502,36174,36571,35568,36378,34240,33567,34420,35006
17139,IL,Moultrie County,13930,14546,13263,13635,13171,13477,13247,14839,14630,15224
17141,IL,Ogle County,45957,46338,42867,38106,33429,29869,28118,26830,27864,29129
17143,IL,Peoria County,182827,200466,195318,189044,174347,153374,141344,111710,100255,88608
17145,IL,Perry County,21412,21714,19757,19184,21684,23438,22767,22901,22088,19830
17147,IL,Piatt County,15548,16581,15509,14960,13970,14659,15588,15714,16376,17706
17149,IL,Pike County,17577,18896,19185,20552,22155,25340,24357,26866,28622,31595
17151,IL,Pope County,4373,4404,3857,4061,5779,7999,7996,9625,11215,13585
17153,IL,Pulaski County,7523,8840,8741,10490,13639,15875,14834,14629,15650,14554
17155,IL,Putnam County,5730,6085,5007,4570,4746,5289,5235,7579,7561,4746
17157,IL,Randolph County,34583,35652,31379,29988,31673,33608,29313,29109,29120,28001
17159,IL,Richland County,16545,17587,16829,16299,16889,17137,14053,14044,15970,16391
17161,IL,Rock Island County,148723,165968,166734,150991,133558,113323,98191,92297,70404,55249
17163,IL,St. Clair County,262852,267531,285176,262509,205995,166899,157775,136520,119870,86685
17165,IL,Saline County,26551,28448,25721,26227,33420,38066,37100,38353,30204,21685
17167,IL,Sangamon County,178386,176089,161335,146539,131484,117912,111733,100262,91024,71593
17169,IL,Schuyler County,7498,8365,8135,8746,9613,11430,11676,13285,14852,16129
17171,IL,Scott County,5644,6142,6096,6377,7245,8176,8539,9489,10067,10455
17173,IL,Shelby County,22261,23923,22589,23404,24434,26290,25471,29601,31693,32126
17175,IL,Stark County,6534,7389,7510,8152,8721,8881,9184,9693,10098,10186
17177,IL,Stephenson County,48052,49536,48861,46207,41595,40646,40064,37743,36821,34933
17179,IL,Tazewell County,123692,132078,118649,99789,76165,58362,46082,38540,34027,33221
17181,IL,Union County,17619,17765,16071,17645,20500,21528,19883,20249,21856,22610
17183,IL,Vermilion County,88257,95222,97047,96176,87079,86791,89339,86162,77996,65635
17185,IL,Wabash County,13111,13713,12841,14047,14651,13724,13197,14034,14913,12583
17187,IL,Warren County,19181,21943,21595,21587,21981,21286,21745,21488,23313,23163
17189,IL,Washington County,14965,15472,13780,13569,14460,15801,16286,18035,18759,19526
17191,IL,Wayne County,17241,18059,17004,19008,20933,22092,19130,22772,25697,27626
17193,IL,White County,16522,17864,17312,19373,20935,20027,18149,20081,23052,25386
17195,IL,Whiteside County,60186,65970,62877,59887,49336,43338,39019,36174,34507,34710
17197,IL,Will County,357313,324460,249498,191617,134336,114210,110732,92911,84371,74764
17199,IL,Williamson County,57733,56538,49021,46117,48621,51424,53880,61092,45098,27796
17201,IL,Winnebago County,252913,250884,246623,209765,152385,121178,117373,90929,63153,47845
17203,IL,Woodford County,32653,33320,28012,24579,21335,19124,18792,19340,20506,21822
18000,IN,Indiana,5544159,5490224,5193669,4662498,3934224,3427796,3238503,2930390,2700876,2516462
18001,IN,Adams County,31095,29619,26871,24643,22393,21254,19957,20503,21840,22232
18003,IN,Allen County,300836,294335,280455,232196,183722,155084,146743,114303,93386,77270
18005,IN,Bartholomew County,63657,65088,57022,48198,36108,28276,24864,23887,24813,24594
18007,IN,Benton County,9441,10218,11262,11912,11462,11117,11886,12206,12688,13123
18009,IN,Blackford County,14067,15570,15888,14792,14026,13783,13617,14084,15820,17213
18011,IN,Boone County,38147,36446,30870,27543,23993,22081,22290,23575,24673,26321
18013,IN,Brown County,14080,12377,9057,7024,6209,6189,5168,7019,7975,9727
18015,IN,Carroll County,18809,19722,17734,16934,16010,15410,15049,16315,17970,19953
18017,IN,Cass County,38413,40936,40456,40931,38793,36908,34518,38333,36368,34545
18019,IN,Clark County,87777,88838,75876,62795,48330,31020,30764,29381,30260,31835
18021,IN,Clay County,24705,24862,23933,24207,23918,25365,26479,29447,32535,34285
18023,IN,Clinton County,30974,31545,30547,30765,29734,28411,27329,27737,26674,28202
18025,IN,Crawford County,9914,9820,8033,8379,9289,10171,10160,11201,12057,13476
18027,IN,Daviess County,27533,27836,26602,26636,26762,26163,25832,26856,27747,29914
18029,IN,Dearborn County,38835,34291,29430,28674,25141,23053,21056,20033,21396,22194
18031,IN,Decatur County,23645,23841,22738,20019,18218,17722,17308,17813,18793,19518
18033,IN,De Kalb County,35324,33606,30837,28271,26023,24756,24911,25600,25054,25711
18035,IN,Delaware County,119659,128587,129219,110938,90252,74963,67270,56377,51414,49624
18037,IN,Dubois County,36616,34238,30934,27463,23785,22579,20553,19915,19843,20357
18039,IN,Elkhart County,156198,137330,126529,106790,84512,72634,68875,56384,49008,45052
18041,IN,Fayette County,26015,28272,26216,24454,23391,19411,19243,17142,14415,13495
18043,IN,Floyd County,64404,61169,55622,51397,43955,35061,34655,30661,30293,30118
18045,IN,Fountain County,17808,19033,18257,18706,17836,18299,17971,18823,20439,21446
18047,IN,Franklin County,19580,19612,16943,17015,16034,14412,14498,14806,15335,16388
18049,IN,Fulton County,18840,19335,16984,16957,16565,15577,15038,16478,16879,17453
18051,IN,Gibson County,31913,33156,30444,29949,30720,30709,29202,29201,30137,30099
18053,IN,Grant County,74169,80934,83955,75741,62156,55813,51066,51353,51426,54693
18055,IN,Greene County,30410,30416,26894,26327,27886,31330,31481,36770,36873,28530
18057,IN,Hamilton County,108936,82027,54532,40132,28491,24614,23444,24222,27026,29914
18059,IN,Hancock County,45527,43939,35096,26665,20332,17302,16605,17210,19030,19189
18061,IN,Harrison County,29890,27276,20423,19207,17858,17106,17254,18656,20232,21702
18063,IN,Hendricks County,75717,69804,53974,40896,24594,20151,19725,20291,20840,21292
18065,IN,Henry County,48139,53336,52603,48899,45505,40208,35238,34682,29758,25088
18067,IN,Howard County,80827,86896,83198,69509,54498,47752,46696,43965,33177,28575
18069,IN,Huntington County,35427,35596,34970,33814,31400,29931,29073,31671,28982,28901
18071,IN,Jackson County,37730,36523,33187,30556,28237,26612,23731,24228,24727,26633
18073,IN,Jasper County,24960,26138,20429,18842,17031,14397,13388,13961,13044,14292
18075,IN,Jay County,21512,23239,23575,22572,23157,22601,20846,23318,24961,26818
18077,IN,Jefferson County,29797,30419,27006,24061,21613,19912,19182,20709,20483,22913
18079,IN,Jennings County,23661,22854,19454,17267,15250,13680,11800,13280,14203,15757
18081,IN,Johnson County,88109,77240,61138,43704,26183,22493,21706,20739,20394,20223
18083,IN,Knox County,39884,41838,41546,41561,43415,43973,43813,46195,39183,32746
18085,IN,Kosciusko County,65294,59555,48127,40373,33002,29561,27488,27120,27936,29109
18087,IN,Lagrange County,29477,25550,20890,17380,15347,14352,13780,14009,15148,15284
18089,IN,Lake County,475594,522965,546253,513269,368152,293195,261310,159957,82864,37892
18091,IN,La Porte County,107066,108632,105342,95111,76808,63660,60490,50443,45797,38386
18093,IN,Lawrence County,42836,42472,38038,36564,34346,35045,35583,28228,30625,25729
18095,IN,Madison County,130669,139336,138451,125819,103911,88575,82888,69151,65224,70470
18097,IN,Marion County,797159,765233,792299,697567,551777,460926,422666,348061,263661,197227
18099,IN,Marshall County,42182,39155,34986,32443,29468,25935,25077,23744,24175,25119
18101,IN,Martin County,10369,11001,10969,10608,10678,10300,10103,11865,12950,14711
18103,IN,Miami County,36897,39820,39246,38000,28201,27926,29032,28668,29350,28344
18105,IN,Monroe County,108978,98785,84849,59225,50080,36534,35974,24519,23426,20873
18107,IN,Montgomery County,34436,35501,33930,32089,29122,27231,26980,28490,29296,29388
18109,IN,Morgan County,55920,51999,44176,33875,23726,19801,19424,20010,21182,20457
18111,IN,Newton County,13551,14844,11606,11502,11006,10775,9841,10144,10504,10448
18113,IN,Noble County,37877,35443,31382,28162,25075,22776,22404,22470,24009,23533
18115,IN,Ohio County,5315,5114,4289,4165,4223,3782,3747,4024,4329,4724
18117,IN,Orange County,18409,18677,16968,16877,16879,17311,17459,16974,17192,16854
18119,IN,Owen County,17281,15841,12163,11400,11763,12090,11351,12760,14053,15149
18121,IN,Parke County,15410,16372,14600,14804,15674,17358,16561,18875,22214,23000
18123,IN,Perry County,19107,19346,19075,17232,17367,17770,16625,16692,18078,18778
18125,IN,Pike County,12509,13465,12281,12797,14995,17045,16361,18684,19684,20486
18127,IN,Porter County,128932,119816,87114,60279,40076,27836,22821,20256,20540,19175
18129,IN,Posey County,25968,26414,21740,19214,19818,19183,17853,19334,21670,22333
18131,IN,Pulaski County,12643,13258,12534,12837,12493,12056,11195,12385,13312,14033
18133,IN,Putnam County,30315,29163,26932,24927,22950,20839,20448,19880,20520,21478
18135,IN,Randolph County,27148,29997,28915,28434,27141,26766,24859,26484,29013,28653
18137,IN,Ripley County,24616,24398,21138,20641,18763,18898,18078,18694,19452,19881
18139,IN,Rush County,18129,19604,20352,20393,19799,18927,19412,19241,19349,20148
18141,IN,St. Joseph County,247052,241617,245045,238614,205058,161823,160033,103304,84312,58881
18143,IN,Scott County,20991,20422,17144,14643,11519,8978,6664,7424,8323,8307
18145,IN,Shelby County,40307,39887,37797,34093,28026,25953,26552,25982,26802,26491
18147,IN,Spencer County,19490,19361,17134,16074,16174,16211,16713,18400,20676,22407
18149,IN,Starke County,22747,21997,19280,17911,15282,12258,10620,10278,10567,10431
18151,IN,Steuben County,27446,24694,20159,17184,17087,13740,13386,13360,14274,15219
18153,IN,Sullivan County,18993,21107,19889,21721,23667,27014,28133,31630,32439,26005
18155,IN,Switzerland County,7738,7153,6306,7092,7599,8167,8432,9311,9914,11840
18157,IN,Tippecanoe County,130598,121702,109378,89122,74473,51020,47535,42813,40063,38659
18159,IN,Tipton County,16119,16819,16650,15856,15566,15135,15208,16152,17459,19116
18161,IN,Union County,6976,6860,6582,6457,6412,6017,5880,6021,6260,6748
18163,IN,Vanderburgh County,165058,167515,168772,165794,160422,130783,113320,92293,77438,71769
18165,IN,Vermillion County,16773,18229,16793,17683,19723,21787,23238,27625,18865,15252
18167,IN,Vigo County,106107,112385,114528,108458,105160,99709,98861,100212,87930,62035
18169,IN,Wabash County,35069,36640,35553,32605,29047,26601,25170,27231,26926,28235
18171,IN,Warren County,8176,8976,8705,8545,8535,9055,9167,9699,10899,11371
18173,IN,Warrick County,44920,41474,27972,23577,21527,19435,18230,19862,21911,22329
18175,IN,Washington County,23717,21932,19278,17819,16520,17008,16285,16645,17445,19409
18177,IN,Wayne County,71951,76058,79109,74039,68566,59229,54809,48136,43757,38970
18179,IN,Wells County,25948,25401,23821,21220,19564,19099,18411,20509,22418,23449
18181,IN,White County,23265,23867,20995,19709,18042,17037,15831,17351,17602,19138
18183,IN,Whitley County,27651,26215,23395,20954,18828,17001,15931,15660,16892,17328
19000,IA,Iowa,2776755,2913808,2824376,2757537,2621073,2538268,2470939,2404021,2224771,2231853
19001,IA,Adair County,8409,9509,9487,10893,12292,13196,13891,14259,14420,16192
19003,IA,Adams County,4866,5731,6322,7468,8753,10156,10437,10521,10998,13601
19005,IA,Allamakee County,13855,15108,14968,15982,16351,17184,16328,17285,17328,18711
19007,IA,Appanoose County,13743,15511,15007,16015,19683,24245,24835,30535,28701,25927
19009,IA,Audubon County,7334,8559,9595,10919,11579,11790,12264,12520,12671,13626
19011,IA,Benton County,22429,23649,22885,23422,22656,22879,22851,24080,23156,25177
19013,IA,Black Hawk County,123798,137961,132916,122482,100448,79946,69146,56570,44865,32399
19015,IA,Boone County,25186,26184,26470,28037,28139,29782,29271,29892,27626,28200
19017,IA,Bremer County,22813,24820,22737,21108,18884,17932,17046,16728,15843,16305
19019,IA,Buchanan County,20844,22900,21746,22293,21927,20991,19550,19890,19748,21427
19021,IA,Buena Vista County,19965,20774,20693,21189,21113,19838,18667,18556,15981,16975
19023,IA,Butler County,15731,17668,16953,17467,17394,17986,17617,17845,17119,17955
19025,IA,Calhoun County,11508,13542,14287,15923,16925,17584,17605,17783,17090,18569
19027,IA,Carroll County,21423,22951,22912,23431,23065,22770,22326,21549,20117,20319
19029,IA,Cass County,15128,16932,17007,17919,18532,18647,19422,19421,19047,21274
19031,IA,Cedar County,17381,18635,17655,17791,16910,16884,16760,17560,17765,19371
19033,IA,Cerro Gordo County,46733,48458,49335,49894,46053,43845,38476,34675,25011,20672
19035,IA,Cherokee County,14098,16238,17269,18598,19052,19258,18737,17760,16741,16570
19037,IA,Chickasaw County,13295,15437,14969,15034,15228,15227,14637,15431,15375,17037
19039,IA,Clarke County,8287,8612,7581,8222,9369,10233,10384,10506,10736,12440
19041,IA,Clay County,17585,19576,18464,18504,18103,17762,16107,15660,12766,13401
19043,IA,Clayton County,19054,21098,20606,21962,22522,24334,24559,25032,25576,27750
19045,IA,Clinton County,51040,57122,56749,55060,49664,44722,44377,43371,45394,43832
19047,IA,Crawford County,16775,18935,18780,18569,19741,20538,21028,20614,20041,21685
19049,IA,Dallas County,29755,29513,26085,24123,23661,24649,25493,25120,23628,23058
19051,IA,Davis County,8312,9104,8207,9199,9959,11136,11150,12574,13315,15620
19053,IA,Decatur County,8338,9794,9737,10539,12601,14012,14903,16566,16347,18115
19055,IA,Delaware County,18035,18933,18770,18483,17734,18487,18122,18183,17888,19185
19057,IA,Des Moines County,42614,46203,46982,44605,42056,36804,38162,35520,36145,35989
19059,IA,Dickinson County,14909,15629,12565,12574,12756,12185,10982,10241,8137,7995
19061,IA,Dubuque County,86403,93745,90609,80048,71337,63768,61214,58262,57450,56403
19063,IA,Emmet County,11569,13336,14009,14871,14102,13406,12856,12627,9816,9936
19065,IA,Fayette County,21843,25488,26898,28581,28294,29151,29145,29251,27919,29845
19067,IA,Floyd County,17058,19597,19860,21102,21505,20169,19524,18860,17119,17754
19069,IA,Franklin County,11364,13036,13255,15472,16268,16379,16382,15807,14780,14996
19071,IA,Fremont County,8226,9401,9282,10282,12323,14645,15533,15447,15623,18546
19073,IA,Greene County,10045,12119,12716,14379,15544,16599,16528,16467,16023,17820
19075,IA,Grundy County,12029,14366,14119,14132,13722,13518,14133,14420,13574,13757
19077,IA,Guthrie County,10935,11983,12243,13607,15197,17210,17324,17596,17374,18729
19079,IA,Hamilton County,16071,17862,18383,20032,19660,19922,20978,19531,19242,19514
19081,IA,Hancock County,12638,13833,13227,14604,15077,15402,14802,14723,12731,13752
19083,IA,Hardin County,19094,21776,22248,22533,22218,22530,22947,23337,20921,22794
19085,IA,Harrison County,14730,16348,16240,17600,19560,22767,24897,24488,23162,25597
19087,IA,Henry County,19226,18890,18114,18187,18708,17994,17660,18298,18640,20022
19089,IA,Howard County,9809,11114,11442,12734,13105,13531,13082,13705,12920,14512
19091,IA,Humboldt County,10756,12246,12519,13156,13117,13459,13202,12951,12182,12667
19093,IA,Ida County,8365,8908,9190,10269,10697,11047,11933,11689,11296,12327
19095,IA,Iowa County,14630,15429,15419,16396,15835,17016,17332,18600,18409,19544
19097,IA,Jackson County,19950,22503,20839,20754,18622,19181,18481,19931,21258,23615
19099,IA,Jasper County,34795,36425,35425,35282,32305,31496,32936,27855,27034,26976
19101,IA,Jefferson County,16310,16316,15774,15818,15696,15762,16241,16440,15951,17437
19103,IA,Johnson County,96119,81717,72127,53663,45756,33191,30276,26462,25914,24817
19105,IA,Jones County,19444,20401,19868,20693,19401,19950,19206,18607,19050,21954
19107,IA,Keokuk County,11624,12921,13943,15492,16797,18406,19148,20983,21160,24979
19109,IA,Kossuth County,18591,21891,22937,25314,26241,26630,25452,25082,21971,22720
19111,IA,Lee County,38687,43106,42996,44207,43102,41074,41268,39676,36702,39719
19113,IA,Linn County,168767,169775,163213,136899,104274,89142,82336,74004,60720,55392
19115,IA,Louisa County,11592,12055,10682,10290,11101,11384,11575,12179,12855,13516
19117,IA,Lucas County,9070,10313,10163,10923,12069,14571,15114,15686,13462,16126
19119,IA,Lyon County,11952,12896,13340,14468,14697,15374,15293,15431,14624,13165
19121,IA,Madison County,12483,12597,11558,12295,13131,14525,14331,15020,15621,17710
19123,IA,Mahaska County,21522,22867,22177,23602,24672,26485,25804,26270,29860,34273
19125,IA,Marion County,30001,29669,26352,25886,25930,27019,25727,24957,22995,24159
19127,IA,Marshall County,38276,41652,41076,37984,35611,35406,33727,32630,30279,29991
19129,IA,Mills County,13202,13406,11606,13050,14064,15064,15866,15422,15811,16764
19131,IA,Mitchell County,10928,12329,13108,14043,13945,14121,14065,13921,13435,14916
19133,IA,Monona County,10034,11692,12069,13916,16303,18238,18213,17125,16633,17980
19135,IA,Monroe County,8114,9209,9357,10463,11814,14553,15010,23467,25429,17985
19137,IA,Montgomery County,12076,13413,12781,14467,15685,15697,16752,17048,16604,17803
19139,IA,Muscatine County,39907,40436,37181,33840,32148,31296,29385,29042,29505,28242
19141,IA,O'Brien County,15444,16972,17522,18840,18970,19293,18409,19051,17262,16985
19143,IA,Osceola County,7267,8371,8555,10064,10181,10607,10182,10223,8956,8725
19145,IA,Page County,16870,19063,18507,21023,23921,24887,25904,24137,24002,24187
19147,IA,Palo Alto County,10669,12721,13289,14736,15891,16170,15398,15486,13845,14354
19149,IA,Plymouth County,23388,24743,24312,23906,23252,23502,24159,23584,23129,22209
19151,IA,Pocahontas County,9525,11369,12729,14234,15496,16266,15687,15602,14808,15339
19153,IA,Polk County,327140,303170,286101,266315,226010,195835,172837,154029,110438,82624
19155,IA,Pottawattamie County,82628,86561,86991,83102,69682,66756,69888,61550,55832,54336
19157,IA,Poweshiek County,19033,19306,18803,19300,19344,18758,18727,19910,19589,19414
19159,IA,Ringgold County,5420,6112,6373,7910,9528,11137,11966,12919,12904,15325
