NAME,B01003_001E,B01003_001EA,B01003_001M,B01003_001MA,state,public use microdata area
"Hidalgo County (Southeast)--Weslaco & Mercedes Cities PUMA, Texas",109545.0,,2227.0,,48,06801
"Cuyahoga County (West)--Berea, Brook Park, Lakewood & Rocky River Cities PUMA; Ohio",140513.0,,60.0,,39,00902
"Jackson County (East) PUMA, Missouri",134180.0,,1013.0,,29,01003
"Boone & Hamilton (Northwest) Counties PUMA, Indiana",125694.0,,647.0,,18,01801
"Collin County (South Central)--Allen, Murphy, Plano (East) & Parker Cities PUMA; Texas",139708.0,,1898.0,,48,01904
"Snohomish County (South Central)--Bothell (North), Mill Creek Cities & Silver Firs PUMA; Washington",133872.0,,1687.0,,53,11704
"Tarrant County (Southeast)--Mansfield (North) & Arlington (Southwest) Cities PUMA, Texas",118213.0,,1652.0,,48,02505
"Oakland County (Southeast) PUMA, Michigan",194703.0,,204.0,,26,02908
"Memphis City (Central Riverside) PUMA, Tennessee",136712.0,,2670.0,,47,03201
"Pasco County (Gulf Coast) PUMA, Florida",137015.0,,2048.0,,12,10103
"NYC-Manhattan Community District 10--Central Harlem PUMA, New York",137181.0,,3058.0,,36,03803
"San Bernardino County (Southwest)--Fontana City (East) PUMA, California",108339.0,,2082.0,,06,07110
"Franklin & Hampshire (North) Counties PUMA, Massachusetts",123302.0,,216.0,,25,00200
"Greene County--Springfield City (North) PUMA, Missouri",122244.0,,1309.0,,29,02602
"Orange County (North)--Yorba Linda, La Habra & Brea Cities PUMA; California",186428.0,,1290.0,,06,05906
"San Juan Municipio (Sur) PUMA, Puerto Rico",99567.0,,2397.0,,72,00806
"Phoenix City--Maryvale (East) PUMA, Arizona",113256.0,,2876.0,,04,00122
"Oakland County (Northeast) PUMA, Michigan",139445.0,,125.0,,26,02902
"Coastal Regional Commission (East)--Chatham County (West Central)--Savannah City PUMA, Georgia",169062.0,,2191.0,,13,00401
"Allen County (Outside Fort Wayne City) PUMA, Indiana",110926.0,,899.0,,18,01003
"Christian, Greene (Outside Springfield City) & Webster Counties PUMA; Missouri",161803.0,,1226.0,,29,02601
"El Paso County (Central)--Colorado Springs City (East) & Cimarron Hills PUMA, Colorado",118714.0,,1783.0,,08,04104
"NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA, New York",123075.0,,2387.0,,36,04013
"Denton County (Far Southeast)--Carrollton (North) & Dallas (North) Cities PUMA, Texas",125035.0,,1138.0,,48,02001
"Tulsa (West), Creek (Northeast) & Osage (Southeast) Counties--Tulsa City (West) PUMA; Oklahoma",176772.0,,1119.0,,40,01204
"Contra Costa County (East)--Brentwood & Oakley Cities PUMA, California",119186.0,,1335.0,,06,01309
"Kern County (West)--Delano, Wasco & Shafter Cities PUMA; California",201182.0,,2336.0,,06,02901
"Memphis City (Central Midtown) PUMA, Tennessee",129546.0,,2630.0,,47,03202
"Capital Region Planning Commission 3--Baton Rouge City PUMA, Louisiana",176266.0,,2089.0,,22,01501
"Hudson County (Central)--Jersey City (North) PUMA, New Jersey",139724.0,,1864.0,,34,00601
"Jefferson County (East Central)--Lakewood (North), Wheat Ridge & Golden Cities PUMA; Colorado",124246.0,,1315.0,,08,00818
"DuPage County (Central)--Milton Township PUMA, Illinois",118300.0,,52.0,,17,03202
"Clark County (North)--Las Vegas (Northeast) & North Las Vegas (Outer) Cities PUMA, Nevada",137379.0,,2212.0,,32,00402
"Dauphin County (Outer)--Hershey PUMA, Pennsylvania",113752.0,,254.0,,42,02402
"Montgomery County (Southeast)--Willow Grove, Horsham & Montgomeryville PUMA; Pennsylvania",129107.0,,169.0,,42,03105
"Union County (Northeast)--Elizabeth City PUMA, New Jersey",128153.0,,109.0,,34,01800
"Williamson County (South)--Austin City (Far North), Brushy Creek & Jollyville PUMA; Texas",117319.0,,1632.0,,48,05203
"Utah County (West)--Saratoga Springs, Payson & Lehi (Southwest) Cities PUMA; Utah",133449.0,,1042.0,,49,49001
"Davidson County PUMA, North Carolina",164621.0,,60.0,,37,03500
"Payne, Seminole, Creek (Southwest), Hughes & Okfuskee Counties--Stillwater City PUMA; Oklahoma",152573.0,,472.0,,40,01501
"Salt Lake County--West Valley City (Central), Salt Lake City (South Central) & Kearns PUMA; Utah",112026.0,,1774.0,,49,35003
"Alameda County (Northeast)--Oakland (East) & Piedmont Cities PUMA, California",133343.0,,1672.0,,06,00103
"Maricopa County--Gilbert Town (North) PUMA, Arizona",139533.0,,1597.0,,04,00105
"San Antonio (Northwest) & Leon Valley Cities PUMA, Texas",118796.0,,2572.0,,48,05909
"Prince William County (Southeast)--Dale City, Lake Ridge & Woodbridge PUMA; Virginia",259448.0,,2147.0,,51,51246
"Montgomery County (Southwest)--King of Prussia & Ardmore (East) PUMA, Pennsylvania",134479.0,,313.0,,42,03103
"Chesterfield County (West)--Brandermill & Woodlake PUMA, Virginia",109320.0,,1376.0,,51,04103
"Morris County (South)--Morristown Town, Madison & Florham Park Boroughs PUMA; New Jersey",120486.0,,135.0,,34,01504
"Los Angeles County--LA City (East Central/Silver Lake, Echo Park & Westlake) PUMA; California",206964.0,,2955.0,,06,03734
"Essex County (South Central)--East Orange City PUMA, New Jersey",189938.0,,87.0,,34,01402
"Denton County (East Central)--Frisco (West), The Colony & Little Elm Cities PUMA; Texas",161193.0,,1553.0,,48,02004
"Anchorage Municipality (South) PUMA, Alaska",160450.0,,1695.0,,02,00102
"St. Louis County (Central West) PUMA, Missouri",115868.0,,1154.0,,29,01806
"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA; New York",125898.0,,3401.0,,36,04114
"Suffolk County (Southwest)--Babylon Town (Southeast) PUMA, New York",99044.0,,1241.0,,36,03312
"Yakima County (Outer)--Sunnyside & Grandview Cities PUMA, Washington",124901.0,,993.0,,53,10902
"Windham County PUMA, Connecticut",116599.0,,73.0,,09,01500
"NYC-Manhattan Community District 8--Upper East Side PUMA, New York",215449.0,,3810.0,,36,03805
"Houston City (South Central)--South of US-59, West of I-45 & Inside Loop I-610 PUMA; Texas",125315.0,,2855.0,,48,04603
"Larimer County (North)--Fort Collins City PUMA, Colorado",206655.0,,1108.0,,08,00103
"Nassau County (Northwest)--North Hempstead Town (North) PUMA, New York",113968.0,,1025.0,,36,03201
"NYC-Brooklyn Community District 4--Bushwick PUMA, New York",129976.0,,2435.0,,36,04002
"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA; New York",118497.0,,2094.0,,36,04005
"Dallas (Far North) & Richardson (Southwest) Cities PUMA, Texas",124871.0,,1876.0,,48,02309
"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA; New York",109781.0,,2202.0,,36,03701
"Santa Clara County (North Central)--Milpitas & San Jose (Northeast) Cities PUMA, California",142398.0,,1668.0,,06,08504
"Alachua County (Outer) PUMA, Florida",114832.0,,1245.0,,12,00102
"Sarasota County (North) PUMA, Florida",132741.0,,1683.0,,12,11501
"Macomb County (Central) PUMA, Michigan",171686.0,,73.0,,26,03002
"Monroe County (Central)--Rochester City (West) PUMA, New York",99195.0,,1448.0,,36,00903
"Columbus City (West) PUMA, Ohio",106868.0,,2180.0,,39,04110
"Broward County (Central)--Lauderhill & Lauderdale Lakes Cities PUMA, Florida",107534.0,,1244.0,,12,01107
"Orange County (Northeast)--Lake Forest, Irvine (North) Cities & Silverado PUMA; California",218330.0,,2936.0,,06,05905
"Montgomery County (West)--Miamisburg & West Carrollton Cities PUMA, Ohio",108630.0,,826.0,,39,04601
"Fairfax County (Southwest)--Centreville (Southeast) & Lorton PUMA, Virginia",107773.0,,1649.0,,51,59304
"San Diego County (West)--San Diego City (Southwest/Central Coastal) PUMA, California",174392.0,,2300.0,,06,07310
"Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA, California",129680.0,,1368.0,,06,08301
"Jefferson, Grant & Arkansas (Northwest) Counties PUMA; Arkansas",99113.0,,194.0,,05,01700
"Middlesex County (Far Northeast)--Lowell City PUMA, Massachusetts",111249.0,,85.0,,25,00502
"Spartanburg County (Outside Spartanburg City)--Greer City (East) PUMA, South Carolina",180585.0,,1646.0,,45,00302
"Adams County (West Central)--Thornton & Federal Heights Cities PUMA, Colorado",150155.0,,1286.0,,08,00806
"Ottawa County (West) PUMA, Michigan",148527.0,,349.0,,26,00801
"Broward County (Southeast)--Hollywood (North) & Dania Beach (South) Cities PUMA, Florida",107358.0,,1764.0,,12,01109
"Washington County (North)--Oakdale, Forest Lake, Stillwater & Hugo Cities PUMA; Minnesota",130894.0,,194.0,,27,01201
"Summit County (Central)--Akron City (East) PUMA, Ohio",105569.0,,1498.0,,39,01803
"Regional Planning Commission 2--St. Tammany Parish (Southeast) PUMA, Louisiana",116598.0,,1801.0,,22,02201
"Camden County (East Central)--Haddonfield Borough PUMA, New Jersey",117386.0,,161.0,,34,02104
"Nassau County (Central)--Hempstead Town (East Central) PUMA, New York",101388.0,,1671.0,,36,03209
"Cameron County (East)--Brownsville City (North) PUMA, Texas",131424.0,,2478.0,,48,06701
"Middlesex County (East)--Cambridge City PUMA, Massachusetts",115665.0,,42.0,,25,00506
"Onondaga County (Central)--Syracuse City (Outer) PUMA, New York",160108.0,,553.0,,36,00703
"Billerica, Andover, Tewksbury & Wilmington Towns PUMA; Massachusetts",133313.0,,81.0,,25,01300
"Chicago City (West)--North & South Lawndale, Humboldt Park, East & West Garfield Park PUMA; Illinois",201640.0,,3990.0,,17,03523
"Guilford County (North)--Summerfield Town PUMA, North Carolina",126963.0,,1498.0,,37,01703
"Suffolk County (Central)--Islip Town (Northwest) PUMA, New York",130501.0,,2348.0,,36,03310
"Virginia Beach City (Central) PUMA, Virginia",173760.0,,2042.0,,51,51165
"Los Angeles County (North)--LA City (North Central/Granada Hills & Sylmar) PUMA, California",144101.0,,2141.0,,06,03706
"Miami-Dade County (South)--Homestead City (North) & Florida City (North) PUMA, Florida",116526.0,,2407.0,,12,08624
"St. Clair County (Northwest, Southwest & Southeast) PUMA; Illinois",114543.0,,427.0,,17,01105
"Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA, New York",146584.0,,1589.0,,36,03206
"Chicago City (West)--Austin, Belmont Cragin & Montclare PUMA; Illinois",189274.0,,3315.0,,17,03521
"Jefferson County (Outside Beaumont City)--Port Arthur City PUMA, Texas",137894.0,,491.0,,48,04302
"Oklahoma County (Southwest)--Oklahoma City (West Central) PUMA, Oklahoma",111485.0,,1857.0,,40,01001
"Hampden County (East of Springfield City)--Chicopee City PUMA, Massachusetts",128822.0,,43.0,,25,01902
"Dane County (West) PUMA, Wisconsin",210544.0,,1555.0,,55,00103
"Ocean County (Central)--Beachwood Borough PUMA, New Jersey",109220.0,,777.0,,34,01202
"Boone High Country--Watauga, Ashe, Yancey, Avery & Mitchell Counties PUMA; North Carolina",131131.0,,30.0,,37,00100
"Central Texas COG--Bell County (West)--Killeen & Harker Heights Cities PUMA, Texas",169024.0,,1179.0,,48,03501
"Pulaski County (Outer)--North Little Rock, Sherwood & Jacksonville Cities PUMA; Arkansas",206802.0,,1018.0,,05,00900
"Hillsborough County (Central) PUMA, Florida",206448.0,,3007.0,,12,05707
"Anne Arundel County (Northwest)--Severn, Odenton, Crofton, Maryland City & Fort Meade PUMA; Maryland",172278.0,,2091.0,,24,01201
"Lorain County (North)--Elyria & Lorain Cities PUMA, Ohio",132154.0,,444.0,,39,00801
"Orange County (West Central)--Winter Garden, Ocoee Cities & Oakland Town PUMA; Florida",146421.0,,2759.0,,12,09502
"Los Angeles County (Central)--LA City (East Central/Hollywood) PUMA, California",175749.0,,2399.0,,06,03732
"Palm Beach County (Central)--Wellington Village & Agricultural Reserve PUMA, Florida",120638.0,,1714.0,,12,09910
"Raleigh City (South & Central) PUMA, North Carolina",150493.0,,2349.0,,37,01201
"Maricopa County--Glendale City (North) PUMA, Arizona",129617.0,,1578.0,,04,00126
"Austin City (Northeast) PUMA, Texas",151464.0,,3030.0,,48,05303
"Harris County (Northwest)--South of US-290 & West of TX-6 PUMA, Texas",114671.0,,2878.0,,48,04633
"Chesapeake City (Northeast) PUMA, Virginia",117392.0,,1692.0,,51,55001
"Milwaukee City (North) PUMA, Wisconsin",111262.0,,2230.0,,55,41001
"Jefferson County (East Central)--Lakewood City (South) & Dakota Ridge PUMA, Colorado",148223.0,,1238.0,,08,00819
"Albuquerque City (Southwest Mesa) & Bernalillo County (Southwest Mesa & South Valley) PUMA, New Mexico",115721.0,,2194.0,,35,00806
"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA; New York",154636.0,,2880.0,,36,03810
"Hidalgo County (East)--Alamo & Donna Cities PUMA, Texas",117140.0,,2431.0,,48,06802
"Cincinnati City (West) PUMA, Ohio",108511.0,,2190.0,,39,05503
"Denver City (Southeast) PUMA, Colorado",175754.0,,2452.0,,08,00815
"Duval County (East)--Jacksonville City (Beaches) PUMA, Florida",140146.0,,2411.0,,12,03104
"Suffolk County (North)--Revere, Chelsea & Winthrop Town Cities PUMA; Massachusetts",112758.0,,504.0,,25,03306
"Chicago City (North)--Lake View & Lincoln Park PUMA, Illinois",169244.0,,2148.0,,17,03502
"Coastal Bend COG--Nueces County (Central)--Corpus Christi City (South Central) PUMA, Texas",117999.0,,1955.0,,48,06603
"Harris County (North)--North of FM-1960, West of I-45 & East of TX-249 PUMA; Texas",123259.0,,2710.0,,48,04629
"Chesterfield County (Central)--Chester & Rockwood PUMA, Virginia",121006.0,,1724.0,,51,04102
"Dallas (Northeast) & Mesquite (North) Cities--North of I-30 & West of I-635 PUMA, Texas",130874.0,,2885.0,,48,02306
"Manatee County (North) PUMA, Florida",125603.0,,2250.0,,12,08101
"Weber County (East)--Ogden (Southeast) & South Ogden Cities PUMA, Utah",103767.0,,1196.0,,49,57002
"Allen County (Central)--Fort Wayne City (South) PUMA, Indiana",133852.0,,760.0,,18,01001
"Atlanta Regional Commission (Northwest)--Cobb County (Southwest)--Powder Springs City PUMA, Georgia",134975.0,,2200.0,,13,03003
"Dallas City (West Central)--East of Loop TX-12 & West of I-35E PUMA, Texas",115941.0,,2560.0,,48,02315
"Kitsap County (North)--Bainbridge Island City & Silverdale PUMA, Washington",130695.0,,1500.0,,53,11801
"Butler County (North & West)--Middletown, Oxford & Trenton Cities PUMA; Ohio",128172.0,,718.0,,39,05403
"Northampton County (North) PUMA, Pennsylvania",148931.0,,230.0,,42,02902
"Will County (Northwest)--DuPage & Wheatland Townships PUMA, Illinois",173118.0,,50.0,,17,03106
"Clackamas County (South & East)--Damascus City PUMA, Oregon",108089.0,,1670.0,,41,01317
"Bucks County (Southwest) PUMA, Pennsylvania",178264.0,,891.0,,42,03004
"Los Angeles County--LA (North Central/Arleta & Pacoima) & San Fernando Cities PUMA, California",155152.0,,2100.0,,06,03707
"Hillsborough County (Western) PUMA, New Hampshire",108428.0,,37.0,,33,00600
"Nashville-Davidson (East) PUMA, Tennessee",165802.0,,2726.0,,47,02501
"Lee County (Central)--Greater Fort Myers City PUMA, Florida",118252.0,,1736.0,,12,07104
"Riverside County (North Central)--San Jacinto, Beaumont, Banning & Calimesa Cities PUMA; California",163137.0,,1637.0,,06,06507
"Oklahoma County (East)--Midwest, Del & Oklahoma City (Northeast) Cities PUMA; Oklahoma",120847.0,,898.0,,40,01004
"Pierce County (South Central)--Tacoma City (South), Parkland & Spanaway PUMA; Washington",135416.0,,2255.0,,53,11504
"Baltimore County--Dundalk, Essex & Edgemere PUMA; Maryland",112759.0,,1594.0,,24,00506
"Kent County (Central)--Grand Rapids City Area PUMA, Michigan",197404.0,,674.0,,26,01002
"Gila, Graham, Greenlee & Pinal (East) Counties PUMA; Arizona",112831.0,,937.0,,04,00800
"Hillsborough County (Southwest)--Tampa City (South) PUMA, Florida",170499.0,,2209.0,,12,05702
"Dallas County (West)--Irving (South) & Grand Prairie (North) Cities PUMA, Texas",106622.0,,1997.0,,48,02320
"Central Region--Hinds (West), Warren & Copiah Counties--Vicksburg City PUMA; Mississippi",102723.0,,807.0,,28,01200
"San Luis Obispo County (West)--Coastal Region PUMA, California",173763.0,,1237.0,,06,07901
"Outer Green Bay City PUMA, Wisconsin",154315.0,,251.0,,55,00300
"Hennepin County--Plymouth, Maple Grove (West) & Medicine Lake Cities PUMA; Minnesota",115183.0,,650.0,,27,01402
"Essex County (Northwest) PUMA, New Jersey",106853.0,,52.0,,34,01403
"Columbus, Bladen & Robeson (East) Counties PUMA; North Carolina",103122.0,,673.0,,37,04900
"Marion County--Washington Township (South & East)--Indianapolis City (North) PUMA, Indiana",112176.0,,1101.0,,18,02302
"Lexington (South & West) & Saluda Counties--Lexington Town & Red Bank PUMA, South Carolina",179759.0,,1621.0,,45,00601
"Tarrant County (Southeast)--Arlington (Southeast) & Grand Prairie (Southwest) Cities PUMA, Texas",120074.0,,2020.0,,48,02504
"Madison County (West)--Granite City, Alton, Wood River Cities & Godfrey Village PUMA; Illinois",144081.0,,53.0,,17,01205
"Broome (Outer West) & Tioga Counties PUMA, New York",106761.0,,524.0,,36,02202
"NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA, New York",143847.0,,3123.0,,36,04012
"Winston-Salem City (North) PUMA, North Carolina",107659.0,,1901.0,,37,01801
"Santa Clara County (Central)--San Jose City (Southwest/Almaden Valley) PUMA, California",110721.0,,1560.0,,06,08512
"Spokane County (North Central)--Spokane City (North) PUMA, Washington",129968.0,,1687.0,,53,10501
"Cumberland (Outside Portland) & York (East) Counties--Biddeford & Saco Cities PUMA, Maine",134363.0,,102.0,,23,00900
"Boston City--Dorchester & South Boston PUMA, Massachusetts",121630.0,,2339.0,,25,03303
"Palm Beach County (Northeast) PUMA, Florida",113143.0,,1386.0,,12,09901
"Pinellas County (West Central)--Greater Seminole City PUMA, Florida",108466.0,,1418.0,,12,10305
"Elmore, Jerome, Blaine, Minidoka, Gooding, Lincoln & Camas Counties PUMA; Idaho",113849.0,,105.0,,16,01000
"Leon County (Central)--Tallahassee City (Central) PUMA, Florida",142795.0,,1636.0,,12,07301
"Barnstable County (West)--Inner Cape Cod Towns & Barnstable Town City PUMA, Massachusetts",129773.0,,39.0,,25,04700
"San Joaquin County (South)--Tracy, Manteca & Lathrop Cities PUMA; California",220647.0,,1945.0,,06,07703
"NYC-Manhattan Community District 7--Upper West Side & West Side PUMA, New York",195143.0,,3642.0,,36,03806
"Wake County (East)--Raleigh City (East), Knightdale & Garner (North) Towns PUMA; North Carolina",130312.0,,2453.0,,37,01204
"Fresno County (East)--Sanger, Reedley & Parlier Cities PUMA; California",132701.0,,1561.0,,06,01907
"Waukesha County (East) PUMA, Wisconsin",156405.0,,548.0,,55,70201
"Duval County (Outer)--Jacksonville City (North & West) PUMA, Florida",130632.0,,2960.0,,12,03101
"Miami-Dade County--North Miami City (Southwest) & Golden Glades (West) PUMA, Florida",111785.0,,2479.0,,12,08605
"Chicago City (Northwest)--Irving Park, Albany Park, Forest Glen & North Park PUMA; Illinois",141540.0,,2571.0,,17,03504
"Washington (South) & Greene Counties PUMA, Pennsylvania",99851.0,,388.0,,42,04002
"Houston City (North) & Aldine--Between Loop I-610 & Beltway TX-8 PUMA, Texas",105143.0,,3113.0,,48,04608
"Erie County (West Central)--Buffalo City (East) PUMA, New York",142078.0,,1627.0,,36,01205
"Northwest Lower Peninsula (West) PUMA, Michigan",155337.0,,52.0,,26,00500
"Johnson County (Southeast)--Blue Valley Region PUMA, Kansas",150354.0,,1172.0,,20,00604
"El Paso City (Northwest) PUMA, Texas",142255.0,,2317.0,,48,03306
"New Hanover County (South)--Wilmington City PUMA, North Carolina",166525.0,,1117.0,,37,04700
"Howard County (East)--Columbia (East), Ellicott City (Southeast) & Elkridge PUMA; Maryland",178887.0,,1726.0,,24,00902
"Lake County (Northwest)--Hammond & East Chicago Cities PUMA, Indiana",110364.0,,34.0,,18,00101
"Washington County (Southeast)--Tigard, Tualatin & Sherwood Cities PUMA; Oregon",117418.0,,1113.0,,41,01320
"Morris County (East)--Lincoln Park Borough PUMA, New Jersey",112623.0,,38.0,,34,01503
"South Texas Development Council (North)--Webb County--Laredo City (Central) PUMA, Texas",133326.0,,1688.0,,48,06301
"Denver City (Southwest) PUMA, Colorado",133578.0,,2061.0,,08,00816
"Collin County (Northwest)--Frisco City (East) & Prosper Town PUMA, Texas",159850.0,,1506.0,,48,01906
"Los Angeles County (Central)--Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities PUMA; California",145138.0,,201.0,,06,03741
"Cumberland (West) & Perry Counties--Carlisle Borough PUMA, Pennsylvania",139859.0,,104.0,,42,02301
"San Bernardino County (Southwest)--Phelan, Lake Arrowhead & Big Bear City PUMA; California",113580.0,,2437.0,,06,07104
"Los Angeles County (Northwest)--Santa Clarita City PUMA, California",196710.0,,973.0,,06,03702
"Hillsborough County (South County) PUMA, Florida",224769.0,,3146.0,,12,05708
"Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities PUMA, Idaho",124917.0,,2600.0,,16,00701
"St. Johns County (North) PUMA, Florida",204697.0,,1306.0,,12,10900
"Honolulu County--Nuuanu to Kalihi PUMA, Hawaii",120010.0,,1837.0,,15,00305
"Mercer County (West Central)--Trenton City PUMA, New Jersey",119791.0,,77.0,,34,02301
"Fairfax County (West Central)--Centreville (North & West) & Chantilly (South & West) PUMA, Virginia",113489.0,,1719.0,,51,59309
"Baltimore County--Perry Hall, Middle River & Rosedale PUMA; Maryland",112449.0,,2036.0,,24,00505
"Orange County (North Central)--Anaheim City (East) PUMA, California",199153.0,,2430.0,,06,05910
"Galveston County (Central, South & East)--Galveston, Texas City & La Marque Cities PUMA; Texas",164260.0,,1231.0,,48,04701
"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA; New York",151596.0,,2381.0,,36,04016
"Los Angeles County (Central)--LA City (Central/Pacific Palisades) PUMA, California",160061.0,,1971.0,,06,03727
"Franklin County (Outside Washington Township & Waynesboro Borough) PUMA, Pennsylvania",128368.0,,22.0,,42,03702
"Suffolk County (South Central)--Brookhaven Town (South) PUMA, New York",132358.0,,1986.0,,36,03306
"Boulder (Northeast) & Weld (Southwest) Counties--Longmont City & Erie Town PUMA, Colorado",177238.0,,1074.0,,08,00802
"Butler County (Southeast)--Monroe City & Beckett Ridge PUMA, Ohio",116185.0,,354.0,,39,05401
"Carter, Garvin, Murray, Love & Pontotoc (West) Counties PUMA; Oklahoma",106879.0,,321.0,,40,00701
"Houston City (North)--West of Aldine & Inside Beltway TX-8 PUMA, Texas",117369.0,,2698.0,,48,04610
"Polk County (Northwest) PUMA, Florida",189282.0,,2449.0,,12,10501
"Camden County (North)--Camden & Gloucester Cities PUMA, New Jersey",123515.0,,157.0,,34,02101
"Los Angeles County (East Central)--Arcadia, San Gabriel & Temple City Cities PUMA; California",193532.0,,1418.0,,06,03717
"Los Angeles County--Calabasas, Agoura Hills, Malibu & Westlake Village Cities PUMA; California",102518.0,,1355.0,,06,03726
"Sacramento County (Northeast)--Folsom City, Orangevale & Fair Oaks (East) PUMA; California",114124.0,,1077.0,,06,06712
"Cabo Rojo, San Germ�n, Lajas & Sabana Grande Municipios--Carr 2-Carr 100 PUMA; Puerto Rico",127413.0,,113.0,,72,00201
"Houston City (West Central)--South of I-10 & Inside Loop I-610 PUMA, Texas",138513.0,,2224.0,,48,04604
"Franklin, Vance & Warren (West) Counties PUMA; North Carolina",123474.0,,430.0,,37,00500
"Washington, Osage (North & West), Pawnee & Creek (Northwest) Counties PUMA; Oklahoma",98773.0,,455.0,,40,01601
"Boulder County (Central)--Boulder City PUMA, Colorado",125455.0,,741.0,,08,00803
"Dakota County (North)--Eagan, Inver Grove Heights & South St. Paul Cities PUMA; Minnesota",154559.0,,191.0,,27,01501
"NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA, New York",161520.0,,2863.0,,36,04015
"Los Angeles County (Central)--Pico Rivera & Montebello Cities PUMA, California",130098.0,,590.0,,06,03740
"Genesee County (Central, Outside Flint City) PUMA; Michigan",103922.0,,208.0,,26,01702
"Montgomery County (North & West)--Olney, Damascus, Clarksburg & Darnestown PUMA; Maryland",140527.0,,1428.0,,24,01001
"Sumter (North) & Lake (North) Counties PUMA, Florida",162210.0,,1374.0,,12,06902
"Atlantic County (East)--Atlantic City & Ventnor City PUMA, New Jersey",109550.0,,212.0,,34,00101
"NYC-Queens Community District 3--Jackson Heights & North Corona PUMA, New York",172664.0,,4042.0,,36,04102
"KIPDA Area Development District (Southeast) PUMA, Kentucky",115391.0,,608.0,,21,01600
"Harris County (Far Northwest)--Katy City (Northeast) PUMA, Texas",162307.0,,2686.0,,48,04632
"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties PUMA; California",187941.0,,161.0,,06,00300
"Hennepin County--Eden Prairie & Minnetonka Cities PUMA, Minnesota",116446.0,,33.0,,27,01409
"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA; New York",142071.0,,2558.0,,36,03708
"Wayne County (Southeast)--Downriver Area (North) PUMA, Michigan",116701.0,,49.0,,26,03207
"Pittsburgh City (South) PUMA, Pennsylvania",114540.0,,1721.0,,42,01702
"Rappahannock-Rapidan Regional Commission PUMA, Virginia",175103.0,,216.0,,51,51087
"Clermont County (West) PUMA, Ohio",132923.0,,533.0,,39,05600
"Collier County (East) PUMA, Florida",128423.0,,2874.0,,12,02103
"Washington County (North)--Washington City PUMA, Pennsylvania",144840.0,,388.0,,42,04001
"Palm Beach County (Southeast)--Boca Raton City & Highland Beach Town PUMA, Florida",117669.0,,994.0,,12,09908
"Cuyahoga County (Northeast)--Euclid, Cleveland Heights & South Euclid Cities PUMA; Ohio",144468.0,,70.0,,39,00909
"San Diego County (West Central)--San Diego City (Central/Clairemont & Kearny Mesa) PUMA, California",170815.0,,2885.0,,06,07315
"Orange County (South Central)--Orlando City (South Central), Conway & Pine Castle PUMA; Florida",133358.0,,2713.0,,12,09504
"Marion County--Center Township--Indianapolis City (Central) PUMA, Indiana",148199.0,,56.0,,18,02305
"Robeson County (West)--Lumberton City PUMA, North Carolina",120407.0,,676.0,,37,05100
"Miami-Dade County (Northeast Central)--Miami City (North) PUMA, Florida",116169.0,,2421.0,,12,08611
"Union County (Southwest)--Plainfield City & Westfield Town (South) PUMA, New Jersey",102139.0,,585.0,,34,01903
"Harris County (Far North)--Tomball City & The Woodlands (Southwest) PUMA, Texas",140064.0,,2620.0,,48,04630
"Butte County (Northwest)--Chico City PUMA, California",116825.0,,1000.0,,06,00701
"Atlanta Regional Commission--DeKalb County--Decatur & Avondale Estates Cities PUMA, Georgia",137020.0,,2336.0,,13,02002
"Lakota Region PUMA, South Dakota",103823.0,,166.0,,46,00200
"Riverside County--Palm Desert, La Quinta (West) & Desert Hot Springs Cities PUMA; California",155328.0,,1889.0,,06,06515
"King County (Central)--Sammamish, Issaquah, Mercer Island & Newcastle Cities PUMA; Washington",149227.0,,908.0,,53,11609
"Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities PUMA; Alabama",172648.0,,1781.0,,01,01303
"Arapahoe County (Southwest)--Centennial (West & Central) & Greenwood Village Cities PUMA, Colorado",122538.0,,1254.0,,08,00811
"Anne Arundel County (Southeast)--Annapolis City, Parole, Annapolis Neck & Edgewater PUMA; Maryland",141310.0,,1674.0,,24,01204
"Collin County (Southwest)--Plano City (West) PUMA, Texas",117391.0,,1447.0,,48,01902
"Santa Clara County (Southwest)--Cupertino, Saratoga Cities & Los Gatos Town PUMA; California",141734.0,,974.0,,06,08507
"Central Region--Jackson City (East & Central) PUMA, Mississippi",124044.0,,1541.0,,28,01100
"Halifax, Hertford, Northampton & Warren (East) Counties PUMA; North Carolina",102019.0,,430.0,,37,00600
