NAME,B01003_001E,B01003_001EA,B01003_001M,B01003_001MA,state,public use microdata area
"Winona, Wabasha, Fillmore & Houston Counties--Winona City PUMA; Minnesota",111898.0,,-555555555.0,*****,27,02600
"North Delta Region--DeSoto County--Southaven City PUMA, Mississippi",176132.0,,-555555555.0,*****,28,00100
"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA; Mississippi",148048.0,,-555555555.0,*****,28,00200
"North Delta Region--Panola, Tate, Coahoma, Tallahatchie, Tunica & Quitman Counties PUMA; Mississippi",118441.0,,-555555555.0,*****,28,00300
"Three Rivers Region--Lafayette, Monroe, Itawamba, Chickasaw & Calhoun Counties PUMA; Mississippi",144629.0,,-555555555.0,*****,28,00400
"Three Rivers Region--Lee, Pontotoc & Union Counties--Tupelo City PUMA; Mississippi",144586.0,,-555555555.0,*****,28,00500
"Golden Triangle Region--Starkville, Columbus & West Point Cities PUMA; Mississippi",176061.0,,-555555555.0,*****,28,00600
"North Central Region PUMA, Mississippi",120486.0,,-555555555.0,*****,28,00700
"South Delta Region PUMA, Mississippi",120588.0,,-555555555.0,*****,28,00800
"Central Region--Rankin & Simpson Counties PUMA, Mississippi",178313.0,,-555555555.0,*****,28,01300
"East Central Region--Neshoba, Scott, Leake, Jasper, Smith & Kemper Counties PUMA; Mississippi",123360.0,,-555555555.0,*****,28,01400
"East Central Region--Lauderdale, Newton & Clarke Counties--Meridian City PUMA; Mississippi",114775.0,,-555555555.0,*****,28,01500
"Southwest Region PUMA, Mississippi",178628.0,,-555555555.0,*****,28,01600
"South Region--Jones, Wayne, Covington, Greene & Jefferson Davis Counties PUMA; Mississippi",133176.0,,-555555555.0,*****,28,01700
"South Region--Forrest, Lamar, Marion & Perry Counties--Hattiesburg City PUMA; Mississippi",173970.0,,-555555555.0,*****,28,01800
"South Region--Pearl River, Hancock, George & Stone Counties PUMA; Mississippi",143887.0,,-555555555.0,*****,28,01900
"South Region--Harrison County--Gulfport & Biloxi Cities PUMA, Mississippi",202626.0,,-555555555.0,*****,28,02000
"South Region--Jackson County PUMA, Mississippi",142014.0,,-555555555.0,*****,28,02100
"Northwest Missouri PUMA, Missouri",109931.0,,-555555555.0,*****,29,00100
"Buchanan, Andrew & DeKalb Counties PUMA; Missouri",119043.0,,-555555555.0,*****,29,00200
"Northeast Missouri PUMA, Missouri",124361.0,,-555555555.0,*****,29,00300
"Lincoln, Warren, Audrain, Pike & Montgomery Counties PUMA; Missouri",145240.0,,-555555555.0,*****,29,00400
"Cole, Callaway, Moniteau & Osage Counties PUMA; Missouri",151157.0,,-555555555.0,*****,29,00500
"Boone County PUMA, Missouri",176515.0,,-555555555.0,*****,29,00600
"Pettis, Randolph, Saline, Cooper, Howard, Carroll & Chariton Counties PUMA; Missouri",134542.0,,-555555555.0,*****,29,00700
"Johnson, Lafayette, Ray, Clinton & Caldwell Counties PUMA; Missouri",138627.0,,-555555555.0,*****,29,00800
"Cass & Bates Counties PUMA, Missouri",119052.0,,-555555555.0,*****,29,01100
"Lawrence, Henry, Vernon, Cedar, Barton, St. Clair & Dade Counties PUMA; Missouri",123350.0,,-555555555.0,*****,29,01200
"Laclede, Polk, Benton, Dallas & Hickory Counties PUMA; Missouri",111912.0,,-555555555.0,*****,29,01300
"Pulaski, Camden, Miller & Morgan Counties PUMA; Missouri",142873.0,,-555555555.0,*****,29,01400
"Phelps, Crawford, Dent, Gasconade & Maries Counties PUMA; Missouri",108203.0,,-555555555.0,*****,29,01500
"Franklin County PUMA, Missouri",102781.0,,-555555555.0,*****,29,01600
"St. Francois, Washington, Perry & Ste. Genevieve Counties PUMA; Missouri",128290.0,,-555555555.0,*****,29,02100
"Cape Girardeau, Scott & Bollinger Counties PUMA; Missouri",129334.0,,-555555555.0,*****,29,02200
"Dunklin, Stoddard, New Madrid, Pemiscot & Mississippi Counties PUMA; Missouri",108530.0,,-555555555.0,*****,29,02300
"Butler, Ripley, Wayne, Madison, Iron, Reynolds & Carter Counties PUMA; Missouri",104672.0,,-555555555.0,*****,29,02400
"Howell, Texas, Wright, Douglas, Oregon, Ozark & Shannon Counties PUMA; Missouri",125621.0,,-555555555.0,*****,29,02500
"Taney, Barry, Stone & McDonald Counties PUMA; Missouri",144567.0,,-555555555.0,*****,29,02700
"Jasper & Newton Counties PUMA, Missouri",177440.0,,-555555555.0,*****,29,02800
"Northwest Montana--Kalispell City PUMA, Montana",131139.0,,-555555555.0,*****,30,00100
"West Montana--Missoula City PUMA, Montana",203391.0,,-555555555.0,*****,30,00200
"Southwest Montana--Butte-Silver Bow & Helena City PUMA, Montana",156344.0,,-555555555.0,*****,30,00300
"South Central Montana--Bozeman City PUMA, Montana",144584.0,,-555555555.0,*****,30,00500
"Northeast Nebraska PUMA, Nebraska",182447.0,,-555555555.0,*****,31,00200
"South Central Nebraska PUMA, Nebraska",116807.0,,-555555555.0,*****,31,00500
"Southeast Nebraska PUMA, Nebraska",136773.0,,-555555555.0,*****,31,00600
"Dodge, Cass, Saunders & Washington Counties PUMA; Nebraska",103628.0,,-555555555.0,*****,31,00701
"Sarpy County--Bellevue City PUMA, Nebraska",178351.0,,-555555555.0,*****,31,00702
"Carson City, Lyon, Douglas & Storey Counties PUMA; Nevada",159391.0,,-555555555.0,*****,32,00200
"Rural Nevada PUMA, Nevada",171398.0,,-555555555.0,*****,32,00300
"Northern New Hampshire--Grafton & Coos Counties PUMA, New Hampshire",121849.0,,-555555555.0,*****,33,00100
"Southwestern New Hampshire--Cheshire & Sullivan Counties PUMA, New Hampshire",119388.0,,-555555555.0,*****,33,00500
"Hunterdon County PUMA, New Jersey",125051.0,,-555555555.0,*****,34,00800
"Warren County PUMA, New Jersey",106293.0,,-555555555.0,*****,34,01700
"North Central New Mexico PUMA, New Mexico",123148.0,,-555555555.0,*****,35,00300
"Eastern Plains New Mexico PUMA, New Mexico",101118.0,,-555555555.0,*****,35,00400
"Santa Fe County PUMA, New Mexico",148917.0,,-555555555.0,*****,35,00500
"Sandoval County PUMA, New Mexico",140769.0,,-555555555.0,*****,35,00600
"Southwest New Mexico PUMA, New Mexico",103965.0,,-555555555.0,*****,35,00900
"Central Southeast New Mexico PUMA, New Mexico",150686.0,,-555555555.0,*****,35,01100
"Far Southeast New Mexico PUMA, New Mexico",127563.0,,-555555555.0,*****,35,01200
"St. Lawrence County PUMA, New York",109558.0,,-555555555.0,*****,36,00100
"Clinton, Franklin, Essex & Hamilton Counties PUMA; New York",173812.0,,-555555555.0,*****,36,00200
"Warren & Washington Counties PUMA, New York",126308.0,,-555555555.0,*****,36,00300
"Jefferson & Lewis Counties PUMA, New York",141167.0,,-555555555.0,*****,36,00500
"Oswego County PUMA, New York",119104.0,,-555555555.0,*****,36,00600
"Wayne & Seneca Counties PUMA, New York",125468.0,,-555555555.0,*****,36,00800
"Genesee & Orleans Counties PUMA, New York",99287.0,,-555555555.0,*****,36,01000
"Livingston & Wyoming Counties PUMA, New York",104472.0,,-555555555.0,*****,36,01300
"Ontario & Yates Counties PUMA, New York",134481.0,,-555555555.0,*****,36,01400
"Madison & Cortland Counties PUMA, New York",119482.0,,-555555555.0,*****,36,01500
"Fulton & Montgomery Counties PUMA, New York",103169.0,,-555555555.0,*****,36,01600
"Schenectady County--Schenectady City PUMA, New York",154883.0,,-555555555.0,*****,36,01700
"Rensselaer County--Troy City PUMA, New York",159431.0,,-555555555.0,*****,36,01900
"Columbia & Greene Counties PUMA, New York",108536.0,,-555555555.0,*****,36,02100
"Tompkins County PUMA, New York",102962.0,,-555555555.0,*****,36,02300
"Cattaraugus & Allegany Counties PUMA, New York",124711.0,,-555555555.0,*****,36,02500
"Chautauqua County PUMA, New York",129656.0,,-555555555.0,*****,36,02600
"Rockingham & Stokes Counties PUMA, North Carolina",137175.0,,-555555555.0,*****,37,00300
"Granville, Person & Caswell Counties PUMA; North Carolina",120925.0,,-555555555.0,*****,37,00400
"Northeast Albemarle Sound Region PUMA, North Carolina",114949.0,,-555555555.0,*****,37,00700
"South & West Albemarle Sound & Northern Outer Banks Regions PUMA, North Carolina",100107.0,,-555555555.0,*****,37,00800
"Nash & Edgecombe Counties--Rocky Mount City PUMA, North Carolina",147335.0,,-555555555.0,*****,37,00900
"Wilson & Greene Counties--Wilson City PUMA, North Carolina",102344.0,,-555555555.0,*****,37,01000
"Caldwell & Alexander Counties PUMA, North Carolina",118898.0,,-555555555.0,*****,37,02000
"Randolph County PUMA, North Carolina",142958.0,,-555555555.0,*****,37,03600
"Moore & Montgomery Counties PUMA, North Carolina",122967.0,,-555555555.0,*****,37,03700
"Pitt County--Greenville City PUMA, North Carolina",177372.0,,-555555555.0,*****,37,04200
"Craven County PUMA, North Carolina",103082.0,,-555555555.0,*****,37,04300
"Carteret, Beaufort & Pamlico Counties PUMA; North Carolina",128905.0,,-555555555.0,*****,37,04400
"Brunswick County PUMA, North Carolina",126860.0,,-555555555.0,*****,37,04800
"Hoke, Richmond & Scotland Counties PUMA; North Carolina",133690.0,,-555555555.0,*****,37,05200
"South Central North Dakota--Bismarck City PUMA, North Dakota",134674.0,,-555555555.0,*****,38,00300
"Northeast North Dakota--Grand Forks City PUMA, North Dakota",106483.0,,-555555555.0,*****,38,00400
"Cass County--Fargo City PUMA, North Dakota",174202.0,,-555555555.0,*****,38,00500
"Defiance, Williams, Henry & Paulding Counties PUMA; Ohio",121403.0,,-555555555.0,*****,39,00100
"Ashtabula County PUMA, Ohio",98136.0,,-555555555.0,*****,39,01300
"Portage County PUMA, Ohio",162644.0,,-555555555.0,*****,39,01700
"Medina County PUMA, Ohio",177257.0,,-555555555.0,*****,39,01900
"Wayne County PUMA, Ohio",116208.0,,-555555555.0,*****,39,02000
"Huron & Ashland Counties PUMA, Ohio",111934.0,,-555555555.0,*****,39,02100
"Richland County PUMA, Ohio",121324.0,,-555555555.0,*****,39,02200
"Seneca, Crawford & Wyandot Counties PUMA; Ohio",119603.0,,-555555555.0,*****,39,02300
"Hancock & Putnam Counties PUMA, Ohio",109659.0,,-555555555.0,*****,39,02400
"Allen County PUMA, Ohio",103642.0,,-555555555.0,*****,39,02500
"Auglaize, Mercer & Van Wert Counties PUMA; Ohio",114871.0,,-555555555.0,*****,39,02600
"Logan, Champaign & Hardin Counties PUMA; Ohio",115713.0,,-555555555.0,*****,39,02700
"Marion, Knox & Morrow Counties PUMA; Ohio",161535.0,,-555555555.0,*****,39,02800
"Holmes, Guernsey & Coshocton Counties PUMA; Ohio",119707.0,,-555555555.0,*****,39,02900
"Tuscarawas & Harrison Counties PUMA, Ohio",107833.0,,-555555555.0,*****,39,03000
"Columbiana County PUMA, Ohio",104003.0,,-555555555.0,*****,39,03400
"Belmont & Jefferson Counties PUMA, Ohio",135358.0,,-555555555.0,*****,39,03500
"Washington, Morgan, Noble & Monroe Counties PUMA; Ohio",103906.0,,-555555555.0,*****,39,03600
"Muskingum & Perry Counties PUMA, Ohio",122061.0,,-555555555.0,*****,39,03700
"Licking County PUMA, Ohio",172293.0,,-555555555.0,*****,39,03800
"Fairfield County PUMA, Ohio",152910.0,,-555555555.0,*****,39,03900
"Delaware County PUMA, Ohio",197008.0,,-555555555.0,*****,39,04000
"Pickaway, Union & Madison Counties PUMA; Ohio",157062.0,,-555555555.0,*****,39,04200
"Clark County PUMA, Ohio",135198.0,,-555555555.0,*****,39,04300
"Miami County PUMA, Ohio",104800.0,,-555555555.0,*****,39,04400
"Darke, Shelby & Preble Counties PUMA; Ohio",141738.0,,-555555555.0,*****,39,04500
"Greene County PUMA, Ohio",165811.0,,-555555555.0,*****,39,04700
"Ross & Fayette Counties PUMA, Ohio",105696.0,,-555555555.0,*****,39,04800
"Jackson, Hocking, Pike & Vinton Counties PUMA; Ohio",102344.0,,-555555555.0,*****,39,04900
"Athens, Gallia & Meigs Counties PUMA; Ohio",119291.0,,-555555555.0,*****,39,05000
"Scioto & Lawrence Counties PUMA, Ohio",136999.0,,-555555555.0,*****,39,05100
"Highland, Clinton & Adams Counties PUMA; Ohio",112781.0,,-555555555.0,*****,39,05200
"Cherokee, Sequoyah & Adair Counties PUMA; Oklahoma",112071.0,,-555555555.0,*****,40,00200
"Southeast Oklahoma PUMA, Oklahoma",176461.0,,-555555555.0,*****,40,00300
"Southwest Oklahoma PUMA, Oklahoma",110019.0,,-555555555.0,*****,40,00400
"Panhandle & Northwest Oklahoma PUMA, Oklahoma",114901.0,,-555555555.0,*****,40,00500
"Canadian County--Oklahoma City (West) PUMA, Oklahoma",136710.0,,-555555555.0,*****,40,00800
"Cleveland County--Norman, Oklahoma City (South) & Moore Cities PUMA; Oklahoma",276733.0,,-555555555.0,*****,40,00900
"Garfield, Kay & Noble Counties--Enid City PUMA; Oklahoma",118481.0,,-555555555.0,*****,40,01400
"Umatilla, Union, Baker & Wallowa Counties PUMA; Oregon",125834.0,,-555555555.0,*****,41,00100
"North Central Oregon--The Dalles City PUMA, Oregon",117813.0,,-555555555.0,*****,41,00200
"Klamath, Malheur, Lake & Harney Counties PUMA; Oregon",111812.0,,-555555555.0,*****,41,00300
"Deschutes County PUMA, Oregon",180640.0,,-555555555.0,*****,41,00400
"Columbia, Lincoln, Clatsop & Tillamook Counties PUMA; Oregon",163370.0,,-555555555.0,*****,41,00500
"Linn & Benton Counties PUMA, Oregon",212650.0,,-555555555.0,*****,41,00600
"Josephine, Coos & Curry Counties PUMA; Oregon",171296.0,,-555555555.0,*****,41,00800
"Douglas County PUMA, Oregon",108323.0,,-555555555.0,*****,41,01000
"Yamhill & Polk Counties PUMA, Oregon",185247.0,,-555555555.0,*****,41,01200
"Crawford & Warren Counties PUMA, Pennsylvania",126199.0,,-555555555.0,*****,42,00200
"Clearfield, McKean, Elk, Potter & Cameron Counties PUMA; Pennsylvania",174253.0,,-555555555.0,*****,42,00300
"Bradford, Tioga & Sullivan Counties PUMA; Pennsylvania",108707.0,,-555555555.0,*****,42,00400
"Pike, Wayne & Susquehanna Counties PUMA; Pennsylvania",148374.0,,-555555555.0,*****,42,00500
"Monroe County PUMA, Pennsylvania",167586.0,,-555555555.0,*****,42,00600
"Lycoming & Clinton Counties PUMA, Pennsylvania",153933.0,,-555555555.0,*****,42,00900
"Northumberland & Montour Counties PUMA, Pennsylvania",110619.0,,-555555555.0,*****,42,01000
"Mifflin, Union, Snyder & Juniata Counties PUMA; Pennsylvania",156504.0,,-555555555.0,*****,42,01100
"Centre County PUMA, Pennsylvania",161443.0,,-555555555.0,*****,42,01200
"Venango, Jefferson, Clarion & Forest Counties PUMA; Pennsylvania",142638.0,,-555555555.0,*****,42,01300
"Mercer County PUMA, Pennsylvania",112630.0,,-555555555.0,*****,42,01400
"Butler County PUMA, Pennsylvania",186566.0,,-555555555.0,*****,42,01600
"Indiana & Armstrong Counties PUMA, Pennsylvania",152086.0,,-555555555.0,*****,42,01900
"Cambria County PUMA, Pennsylvania",134550.0,,-555555555.0,*****,42,02100
"Blair & Huntingdon Counties--Altoona City PUMA, Pennsylvania",169263.0,,-555555555.0,*****,42,02200
"Lebanon County PUMA, Pennsylvania",138674.0,,-555555555.0,*****,42,02500
"Schuylkill County PUMA, Pennsylvania",143555.0,,-555555555.0,*****,42,02600
"Somerset, Bedford & Fulton Counties PUMA; Pennsylvania",138066.0,,-555555555.0,*****,42,03800
"Fayette County PUMA, Pennsylvania",132289.0,,-555555555.0,*****,42,03900
"Central Rhode Island--Kent County--Warwick City PUMA, Rhode Island",163861.0,,-555555555.0,*****,44,00201
"South Rhode Island--Washington County PUMA, Rhode Island",126242.0,,-555555555.0,*****,44,00400
"Cherokee, Newberry, Chester & Union Counties PUMA; South Carolina",154749.0,,-555555555.0,*****,45,00400
"Lancaster, Chesterfield & Marlboro Counties PUMA; South Carolina",162701.0,,-555555555.0,*****,45,00700
"Sumter, Clarendon, Williamsburg & Lee Counties--Sumter City PUMA; South Carolina",190412.0,,-555555555.0,*****,45,00800
"Florence & Darlington Counties--Florence City PUMA, South Carolina",205814.0,,-555555555.0,*****,45,00900
"Orangeburg, Colleton, Barnwell, Hampton, Bamberg & Allendale Counties PUMA; South Carolina",191220.0,,-555555555.0,*****,45,01300
"Beaufort & Jasper Counties--Hilton Head Island, Bluffton Towns & Beaufort City PUMA; South Carolina",210558.0,,-555555555.0,*****,45,01400
"Aiken & Edgefield Counties--Aiken & North Augusta Cities PUMA, South Carolina",193695.0,,-555555555.0,*****,45,01500
"Greenwood, Abbeville & McCormick Counties PUMA; South Carolina",104527.0,,-555555555.0,*****,45,01600
"West South Dakota--Rapid City PUMA, South Dakota",184920.0,,-555555555.0,*****,46,00100
"Northwest Tennessee--Gibson, Dyer, Obion, Crockett & Lake Counties PUMA; Tennessee",139296.0,,-555555555.0,*****,47,00100
"Land Between the Lakes--Weakley, Henry, Carroll, Humphreys, Benton & Houston Counties PUMA; Tennessee",136529.0,,-555555555.0,*****,47,00200
"Montgomery & Stewart Counties--Clarksville City PUMA, Tennessee",209688.0,,-555555555.0,*****,47,00300
"Robertson, Dickson, Cheatham & Hickman Counties PUMA; Tennessee",185939.0,,-555555555.0,*****,47,00400
"Sumner County--Hendersonville City PUMA, Tennessee",179473.0,,-555555555.0,*****,47,00500
"Warren, Macon, Smith, DeKalb, Cannon & Trousdale Counties PUMA; Tennessee",126549.0,,-555555555.0,*****,47,00600
"Putnam, Overton, Jackson, Clay & Pickett Counties PUMA; Tennessee",122833.0,,-555555555.0,*****,47,00700
"Cumberland, White, Fentress & Van Buren Counties PUMA; Tennessee",108912.0,,-555555555.0,*****,47,00800
"Campbell, Claiborne, Scott, Morgan & Hancock Counties PUMA; Tennessee",121435.0,,-555555555.0,*****,47,00900
"Greene, Carter, Unicoi & Johnson Counties PUMA; Tennessee",160629.0,,-555555555.0,*****,47,01200
"Washington County--Johnson City PUMA, Tennessee",127055.0,,-555555555.0,*****,47,01300
"Hamblen, Cocke & Grainger Counties PUMA; Tennessee",122089.0,,-555555555.0,*****,47,01400
"Sevier & Jefferson Counties PUMA, Tennessee",149534.0,,-555555555.0,*****,47,01500
"Blount County PUMA, Tennessee",128443.0,,-555555555.0,*****,47,01700
"Roane, Loudon & Monroe Counties--Oak Ridge City (West) PUMA; Tennessee",150383.0,,-555555555.0,*****,47,01800
"Bradley, McMinn & Polk Counties--Cleveland City PUMA; Tennessee",174112.0,,-555555555.0,*****,47,01900
"Rhea, Marion, Sequatchie, Grundy, Bledsoe & Meigs Counties PUMA; Tennessee",115670.0,,-555555555.0,*****,47,02100
"Coffee, Franklin, Lincoln & Moore Counties PUMA; Tennessee",136076.0,,-555555555.0,*****,47,02200
"Williamson County--Franklin & Brentwood Cities PUMA, Tennessee",218648.0,,-555555555.0,*****,47,02600
"Maury, Bedford & Marshall Counties PUMA; Tennessee",169603.0,,-555555555.0,*****,47,02700
"Lawrence, Giles, Wayne, Lewis & Perry Counties PUMA; Tennessee",108621.0,,-555555555.0,*****,47,02800
"Henderson, Hardeman, McNairy, Hardin, Haywood & Decatur Counties PUMA; Tennessee",134557.0,,-555555555.0,*****,47,02900
"Madison & Chester Counties--Jackson City PUMA, Tennessee",114832.0,,-555555555.0,*****,47,03000
"Tipton, Fayette & Lauderdale Counties PUMA; Tennessee",127435.0,,-555555555.0,*****,47,03100
