,employer,type,2011,2012,2013,2014,2015,2016,2017,2018,adjusted_ot_pct_change
223,VACAVILLE,CITY,762507.3105241867,1694499.2246705058,1307598.1193739618,1659774.8842381388,2167301.627887451,2167994.604824026,4390021.767995267,3276850.0,151.4869705134702
224,VALLEJO,CITY,1217586.3501082517,1007772.535162069,1473468.1995475565,2569905.1711442275,2833598.5743933977,3135700.3234197325,3205440.476521703,3533296.0,90.10875871582058
225,VENTURA,COUNTY,19105073.305033803,19006961.60873108,20020403.66380921,20430914.1262292,22710789.320445374,24444108.82818004,26633365.027851656,27417338.0,40.68474197292481
227,VISALIA,CITY,987656.2015657579,699099.7196877965,967292.8752473634,967190.899001419,1037010.2395777518,1555311.3947509865,1577475.8508281661,1983073.0,102.9183379891152
228,VISTA,CITY,2017622.5690298253,1977005.263247297,2317265.8465639586,2502008.3993097804,2179449.2496276633,2744552.941472541,2413438.221573107,2520880.0,20.114138350175264
229,WATSONVILLE,CITY,714191.2689884813,558079.1116884587,896406.1895457101,562736.7524035212,720727.1065029093,651192.4841733783,415283.36273661884,316346.0,-70.69829139277519
230,WEST COVINA,CITY,2271570.6384530915,1792045.2503636861,2321572.1025038953,2637218.5553654702,3282255.3988996553,2927679.935368551,3459003.0226990865,3653904.0,52.41633685363413
231,WEST SACRAMENTO,CITY,323397.4253997751,716055.35363729,795667.8262469043,1425202.1499011554,1621150.2330845469,1330271.67989267,1319862.7291041121,1576300.0,87.91051674228247
232,WOODLAND,CITY,991183.8162524063,645866.0506415673,633025.0127276708,714613.7622161397,812675.4706413465,936765.007237289,1092863.5172527742,1198002.0,28.94125395881197
233,YUBA CITY,CITY,751579.5193319077,1059885.1615199004,928598.0127362561,1287909.8304186943,1610462.5296033619,1538708.4749069815,1964891.7865045697,1585689.0,64.76458684975846
