,index,year,type,population,employer,department,position,overtime,wages,benefits,employercounty,employer_full,fire,adjusted_overtime
8975033,8975033,2016,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,25435.0,96249.0,103336.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,26611.334440245493
8975034,8975034,2016,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,64765.0,171630.0,87551.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,67760.29388726162
8975035,8975035,2016,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,67767.0,173373.0,85602.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,70901.1323378068
8975036,8975036,2016,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,71691.0,177897.0,89565.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,75006.61204464869
8975037,8975037,2016,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,65559.0,171759.0,89393.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,68591.01531621994
8975038,8975038,2016,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,47715.0,153915.0,90161.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,49921.7543863304
8975039,8975039,2016,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,71168.0,176768.0,85186.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,74459.42400013332
8975040,8975040,2016,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,93694.0,198588.0,87274.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,98027.22111438417
8975041,8975041,2016,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,36690.0,142375.0,90721.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,38386.86300816226
8975042,8975042,2016,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,75711.0,181199.0,86574.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,79212.53162199435
8975043,8975043,2016,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,50320.0,148370.0,87333.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,52647.23212239643
8975044,8975044,2016,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,57159.0,155591.0,75251.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,59802.52664713946
8975045,8975045,2016,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,66240.0,163387.0,90491.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,69303.5106476061
8975046,8975046,2016,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,20438.0,82926.0,88692.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,21383.229930793685
8975047,8975047,2016,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,16823.0,61784.0,84488.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,17601.041057135833
8975048,8975048,2016,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,5422.0,36023.0,91088.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,5672.7601861612375
8975056,8975056,2016,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,ORGANIZATIONAL RESOURCES & SUPPORT,FIRE CHIEF,0.0,253132.0,157279.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,0.0
8975058,8975058,2016,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,RISK REDUCTION PREVENTION MITIGATION,DEPUTY FIRE MARSHAL,4651.0,130156.0,86435.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,4866.102476177777
8975059,8975059,2016,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,RISK REDUCTION PREVENTION MITIGATION,FIRE BATTALION CHIEF,42073.0,181247.0,136231.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,44018.81949693134
8975063,8975063,2016,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,TRAINING,FIRE BATTALION CHIEF,98008.0,241042.0,113504.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,102540.73779514764
9135508,9135508,2015,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,EMERGENCY MEDICAL SERVICES,FIRE BATTALION CHIEF,43165.0,197381.0,145427.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,45731.038933916134
9135536,9135536,2015,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,DEPUTY FIRE CHIEF,11838.0,207068.0,148083.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,12541.736103317484
9135537,9135537,2015,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE BATTALION CHIEF,76240.0,225689.0,125637.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,80772.25549222207
9135538,9135538,2015,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE BATTALION CHIEF,96129.0,237185.0,120881.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,101843.60110456211
9135539,9135539,2015,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE BATTALION CHIEF,82952.0,207592.0,102827.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,87883.26518351004
9135540,9135540,2015,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,48000.0,171197.0,86089.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,50853.466207065314
9135541,9135541,2015,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,80079.0,203744.0,86441.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,84839.47334157466
9135542,9135542,2015,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,29765.0,152824.0,84743.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,31534.44628444373
9135543,9135543,2015,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,21338.0,143197.0,85814.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,22606.48462346583
9135544,9135544,2015,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,73695.0,196193.0,85334.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,78075.96233603497
9135545,9135545,2015,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,61924.0,183654.0,80402.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,65605.20919596485
9135546,9135546,2015,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,93126.0,221682.0,93096.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,98662.08112498261
9135547,9135547,2015,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,68882.0,188843.0,96939.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,72976.84290156403
9135548,9135548,2015,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,43077.0,170392.0,98485.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,45637.80757920318
9135549,9135549,2015,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,70738.0,188813.0,90521.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,74943.17692823721
9135550,9135550,2015,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,74154.0,192160.0,92728.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,78562.24860664003
9135551,9135551,2015,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,67527.0,183679.0,94576.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,71541.29192842708
9135552,9135552,2015,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,73544.0,188444.0,94734.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,77915.98580692525
9135553,9135553,2015,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,28116.0,119945.0,90891.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,29787.41783078851
9135554,9135554,2015,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,5604.0,59314.0,97000.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,5937.1421796748755
9135555,9135555,2015,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,48706.0,156354.0,74226.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,51601.435939194234
9135556,9135556,2015,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,35322.0,139889.0,82540.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,37421.79444512419
9135557,9135557,2015,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,41338.0,143928.0,82896.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,43795.42887640971
9135558,9135558,2015,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,57776.0,160966.0,87389.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,61210.62215790428
9135559,9135559,2015,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,27062.0,130246.0,87468.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,28670.760468658365
9135560,9135560,2015,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,29145.0,132329.0,87824.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,30877.58901260247
9135561,9135561,2015,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,33426.0,136825.0,86605.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,35413.08252994511
9135562,9135562,2015,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,35326.0,136195.0,84098.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,37426.03223397477
9135563,9135563,2015,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,34595.0,137789.0,87724.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,36651.576321529676
9135564,9135564,2015,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,26074.0,126598.0,82786.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,27624.02662256294
9135565,9135565,2015,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,53809.0,158002.0,85276.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,57007.795065332866
9135566,9135566,2015,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,33430.0,132490.0,84221.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,35417.3203187957
9135567,9135567,2015,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,45500.0,144973.0,85461.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,48204.84817544733
9135568,9135568,2015,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,51226.0,147810.0,86031.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,54271.242915065166
9135569,9135569,2015,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,40320.0,139291.0,88558.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,42716.91161393487
9135577,9135577,2015,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,ORGANIZATIONAL RESOURCES & SUPPORT,FIRE CHIEF,0.0,247335.0,163406.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,0.0
9135581,9135581,2015,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,RISK REDUCTION PREVENTION MITIGATION,DEPUTY FIRE MARSHAL,3651.0,126358.0,84627.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,3868.041773374906
9135582,9135582,2015,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,RISK REDUCTION PREVENTION MITIGATION,FIRE BATTALION CHIEF,24703.0,176985.0,141866.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,26171.524494023637
9135585,9135585,2015,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,TRAINING,FIRE BATTALION CHIEF,64291.0,190168.0,113561.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,68112.92074830076
9651972,9651972,2014,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,EMERGENCY MEDICAL SERVICES,FIRE BATTALION CHIEF,36573.0,197081.0,133571.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,38793.15486871452
9652000,9652000,2014,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,FIRE LOSS MANAGEMENT,DEPUTY FIRE MARSHAL,1632.0,127458.0,82560.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,1731.0701540957016
9652001,9652001,2014,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,FIRE LOSS MANAGEMENT,FIRE BATTALION CHIEF,23101.0,185541.0,133014.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,24503.340459414707
9652005,9652005,2014,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,DEPUTY FIRE CHIEF,0.0,195339.0,145535.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,0.0
9652006,9652006,2014,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE BATTALION CHIEF,42297.0,175262.0,101533.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,44864.62886506488
9652007,9652007,2014,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE BATTALION CHIEF,34747.0,185623.0,122210.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,36856.3079928697
9652008,9652008,2014,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE BATTALION CHIEF,54164.0,200044.0,119203.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,57452.012148553666
9652009,9652009,2014,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,4691.0,57192.0,20347.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,4975.765988273858
9652010,9652010,2014,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,20304.0,112972.0,75133.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,21536.549270072992
9652011,9652011,2014,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,42443.0,161046.0,91497.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,45019.49175875237
9652012,9652012,2014,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,36186.0,157366.0,93907.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,38382.66212996756
9652013,9652013,2014,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,46079.0,165305.0,88626.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,48876.214234421466
9652014,9652014,2014,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,50110.0,171560.0,94276.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,53151.915086847795
9652015,9652015,2014,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,45911.0,165867.0,90364.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,48698.015836205734
9652016,9652016,2014,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,33854.0,154410.0,90698.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,35909.09864997297
9652017,9652017,2014,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,41978.0,162568.0,92301.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,44526.26404940525
9652018,9652018,2014,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,40627.0,165495.0,95401.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,43093.25193042038
9652019,9652019,2014,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,30716.0,154445.0,78072.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,32580.607140443364
9652020,9652020,2014,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,27613.0,152537.0,82152.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,29289.240297208707
9652021,9652021,2014,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,40464.0,165417.0,85233.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,42920.357055961074
9652022,9652022,2014,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,18190.0,143975.0,82861.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,19294.21942585834
9652023,9652023,2014,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,22322.0,146907.0,83358.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,23677.05145816437
9652024,9652024,2014,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,46365.0,172756.0,83999.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,49179.57579328873
9652025,9652025,2014,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,33684.0,130539.0,86380.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,35728.77884225466
9652026,9652026,2014,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,37066.0,136916.0,84555.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,39316.0823110976
9652027,9652027,2014,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,37125.0,140203.0,86225.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,39378.66389142336
9652028,9652028,2014,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,41005.0,143903.0,84712.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,43494.198326405785
9652029,9652029,2014,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,34505.0,136831.0,82212.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,36599.61744305894
9652030,9652030,2014,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,37446.0,140353.0,82437.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,39719.15011658556
9652031,9652031,2014,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,34723.0,138147.0,82217.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,36830.851078838874
9652032,9652032,2014,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,33313.0,139008.0,85972.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,35335.25737952825
9652033,9652033,2014,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,32395.0,140760.0,80894.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,34361.53041784942
9652034,9652034,2014,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,34942.0,141699.0,85553.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,37063.1454193701
9652035,9652035,2014,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,45022.0,151452.0,82052.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,47755.04931231414
9652036,9652036,2014,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,19940.0,126482.0,86037.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,21150.45274060557
9652037,9652037,2014,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,38491.0,146336.0,77150.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,40827.58658167748
9652038,9652038,2014,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,37340.0,147011.0,83893.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,39606.71541294945
9652039,9652039,2014,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,39787.0,150857.0,71812.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,42202.25993934172
9652051,9652051,2014,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,ORGANIZATIONAL RESOURCES & SUPPORT,FIRE CHIEF,0.0,220453.0,149692.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,0.0
9652054,9652054,2014,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,TRAINING,FIRE BATTALION CHIEF,44623.0,181163.0,108088.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,47331.82811655178
