"注册地编码"	,"注册地名称"	,"贸易伙伴编码"	,"贸易伙伴名称"	,"商品编码"	,"商品名称"	,"第一数量"	,"第一计量单位"	,"第二数量"	,"第二计量单位"	,"美元"	,
"65	"	,"新疆维吾尔自治区	"	,"145	"	,"哈萨克斯坦	"	,"34011990	"	,"未列名条块状肥皂及有机表面活性产品等	"	,"51047	"	,"千克	"	,"0	"	,"?	"	,"139,297	"	,
"65	"	,"新疆维吾尔自治区	"	,"146	"	,"吉尔吉斯斯坦	"	,"34011990	"	,"未列名条块状肥皂及有机表面活性产品等	"	,"7725	"	,"千克	"	,"0	"	,"?	"	,"13,950	"	,
"65	"	,"新疆维吾尔自治区	"	,"236	"	,"尼日利亚	"	,"34011990	"	,"未列名条块状肥皂及有机表面活性产品等	"	,"4900	"	,"千克	"	,"0	"	,"?	"	,"5,831	"	,
"65	"	,"新疆维吾尔自治区	"	,"237	"	,"留尼汪	"	,"34011990	"	,"未列名条块状肥皂及有机表面活性产品等	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"1	"	,
"65	"	,"新疆维吾尔自治区	"	,"301	"	,"比利时	"	,"34011990	"	,"未列名条块状肥皂及有机表面活性产品等	"	,"222	"	,"千克	"	,"0	"	,"?	"	,"3,036	"	,
"65	"	,"新疆维吾尔自治区	"	,"304	"	,"德国	"	,"34011990	"	,"未列名条块状肥皂及有机表面活性产品等	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"1	"	,
"65	"	,"新疆维吾尔自治区	"	,"309	"	,"荷兰	"	,"34011990	"	,"未列名条块状肥皂及有机表面活性产品等	"	,"1	"	,"千克	"	,"0	"	,"?	"	,"12	"	,
"65	"	,"新疆维吾尔自治区	"	,"327	"	,"波兰	"	,"34011990	"	,"未列名条块状肥皂及有机表面活性产品等	"	,"2	"	,"千克	"	,"0	"	,"?	"	,"23	"	,
"65	"	,"新疆维吾尔自治区	"	,"344	"	,"俄罗斯联邦	"	,"34011990	"	,"未列名条块状肥皂及有机表面活性产品等	"	,"1684	"	,"千克	"	,"0	"	,"?	"	,"3,493	"	,
"65	"	,"新疆维吾尔自治区	"	,"352	"	,"捷克	"	,"34011990	"	,"未列名条块状肥皂及有机表面活性产品等	"	,"79	"	,"千克	"	,"0	"	,"?	"	,"553	"	,
"65	"	,"新疆维吾尔自治区	"	,"145	"	,"哈萨克斯坦	"	,"34012000	"	,"其他形状的肥皂	"	,"6941	"	,"千克	"	,"0	"	,"?	"	,"45,046	"	,
"65	"	,"新疆维吾尔自治区	"	,"232	"	,"摩洛哥	"	,"34012000	"	,"其他形状的肥皂	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"16	"	,
"65	"	,"新疆维吾尔自治区	"	,"237	"	,"留尼汪	"	,"34012000	"	,"其他形状的肥皂	"	,"15	"	,"千克	"	,"0	"	,"?	"	,"337	"	,
"65	"	,"新疆维吾尔自治区	"	,"301	"	,"比利时	"	,"34012000	"	,"其他形状的肥皂	"	,"1385	"	,"千克	"	,"0	"	,"?	"	,"27,423	"	,
"65	"	,"新疆维吾尔自治区	"	,"303	"	,"英国	"	,"34012000	"	,"其他形状的肥皂	"	,"1	"	,"千克	"	,"0	"	,"?	"	,"19	"	,
"65	"	,"新疆维吾尔自治区	"	,"304	"	,"德国	"	,"34012000	"	,"其他形状的肥皂	"	,"2	"	,"千克	"	,"0	"	,"?	"	,"47	"	,
"65	"	,"新疆维吾尔自治区	"	,"309	"	,"荷兰	"	,"34012000	"	,"其他形状的肥皂	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"11	"	,
"65	"	,"新疆维吾尔自治区	"	,"327	"	,"波兰	"	,"34012000	"	,"其他形状的肥皂	"	,"221	"	,"千克	"	,"0	"	,"?	"	,"85	"	,
"65	"	,"新疆维吾尔自治区	"	,"334	"	,"爱沙尼亚	"	,"34012000	"	,"其他形状的肥皂	"	,"5	"	,"千克	"	,"0	"	,"?	"	,"38	"	,
"65	"	,"新疆维吾尔自治区	"	,"351	"	,"克罗地亚	"	,"34012000	"	,"其他形状的肥皂	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"19	"	,
"65	"	,"新疆维吾尔自治区	"	,"352	"	,"捷克	"	,"34012000	"	,"其他形状的肥皂	"	,"6	"	,"千克	"	,"0	"	,"?	"	,"70	"	,
"65	"	,"新疆维吾尔自治区	"	,"353	"	,"斯洛伐克	"	,"34012000	"	,"其他形状的肥皂	"	,"2	"	,"千克	"	,"0	"	,"?	"	,"66	"	,
"65	"	,"新疆维吾尔自治区	"	,"447	"	,"圣其茨和尼维斯	"	,"34012000	"	,"其他形状的肥皂	"	,"3	"	,"千克	"	,"0	"	,"?	"	,"39	"	,
"65	"	,"新疆维吾尔自治区	"	,"145	"	,"哈萨克斯坦	"	,"34013000	"	,"洁肤用有机表面活性产品及制品,零售包装的	"	,"4670	"	,"千克	"	,"0	"	,"?	"	,"334,940	"	,
"65	"	,"新疆维吾尔自治区	"	,"145	"	,"哈萨克斯坦	"	,"34021100	"	,"阴离子型有机表面活性剂	"	,"121604	"	,"千克	"	,"0	"	,"?	"	,"272,624	"	,
"65	"	,"新疆维吾尔自治区	"	,"146	"	,"吉尔吉斯斯坦	"	,"34021100	"	,"阴离子型有机表面活性剂	"	,"3360	"	,"千克	"	,"0	"	,"?	"	,"7,580	"	,
"65	"	,"新疆维吾尔自治区	"	,"147	"	,"塔吉克斯坦	"	,"34021100	"	,"阴离子型有机表面活性剂	"	,"86640	"	,"千克	"	,"0	"	,"?	"	,"66,579	"	,
"65	"	,"新疆维吾尔自治区	"	,"149	"	,"乌兹别克斯坦	"	,"34021100	"	,"阴离子型有机表面活性剂	"	,"75960	"	,"千克	"	,"0	"	,"?	"	,"116,601	"	,
"65	"	,"新疆维吾尔自治区	"	,"301	"	,"比利时	"	,"34021100	"	,"阴离子型有机表面活性剂	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"12	"	,
"65	"	,"新疆维吾尔自治区	"	,"145	"	,"哈萨克斯坦	"	,"34021200	"	,"阳离子型有机表面活性剂	"	,"49745	"	,"千克	"	,"0	"	,"?	"	,"318,880	"	,
"65	"	,"新疆维吾尔自治区	"	,"344	"	,"俄罗斯联邦	"	,"34021200	"	,"阳离子型有机表面活性剂	"	,"3060	"	,"千克	"	,"0	"	,"?	"	,"16,457	"	,
"65	"	,"新疆维吾尔自治区	"	,"145	"	,"哈萨克斯坦	"	,"34021300	"	,"非离子型有机表面活性剂	"	,"27320	"	,"千克	"	,"0	"	,"?	"	,"21,794	"	,
"65	"	,"新疆维吾尔自治区	"	,"149	"	,"乌兹别克斯坦	"	,"34021300	"	,"非离子型有机表面活性剂	"	,"48000	"	,"千克	"	,"0	"	,"?	"	,"67,160	"	,
"65	"	,"新疆维吾尔自治区	"	,"232	"	,"摩洛哥	"	,"34021300	"	,"非离子型有机表面活性剂	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"9	"	,
"65	"	,"新疆维吾尔自治区	"	,"237	"	,"留尼汪	"	,"34021300	"	,"非离子型有机表面活性剂	"	,"1	"	,"千克	"	,"0	"	,"?	"	,"17	"	,
"65	"	,"新疆维吾尔自治区	"	,"301	"	,"比利时	"	,"34021300	"	,"非离子型有机表面活性剂	"	,"200	"	,"千克	"	,"0	"	,"?	"	,"4,444	"	,
"65	"	,"新疆维吾尔自治区	"	,"304	"	,"德国	"	,"34021300	"	,"非离子型有机表面活性剂	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"5	"	,
"65	"	,"新疆维吾尔自治区	"	,"309	"	,"荷兰	"	,"34021300	"	,"非离子型有机表面活性剂	"	,"1	"	,"千克	"	,"0	"	,"?	"	,"21	"	,
"65	"	,"新疆维吾尔自治区	"	,"327	"	,"波兰	"	,"34021300	"	,"非离子型有机表面活性剂	"	,"3	"	,"千克	"	,"0	"	,"?	"	,"43	"	,
"65	"	,"新疆维吾尔自治区	"	,"334	"	,"爱沙尼亚	"	,"34021300	"	,"非离子型有机表面活性剂	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"5	"	,
"65	"	,"新疆维吾尔自治区	"	,"351	"	,"克罗地亚	"	,"34021300	"	,"非离子型有机表面活性剂	"	,"1	"	,"千克	"	,"0	"	,"?	"	,"25	"	,
"65	"	,"新疆维吾尔自治区	"	,"352	"	,"捷克	"	,"34021300	"	,"非离子型有机表面活性剂	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"6	"	,
"65	"	,"新疆维吾尔自治区	"	,"353	"	,"斯洛伐克	"	,"34021300	"	,"非离子型有机表面活性剂	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"1	"	,
"65	"	,"新疆维吾尔自治区	"	,"447	"	,"圣其茨和尼维斯	"	,"34021300	"	,"非离子型有机表面活性剂	"	,"1	"	,"千克	"	,"0	"	,"?	"	,"14	"	,
"65	"	,"新疆维吾尔自治区	"	,"301	"	,"比利时	"	,"34021900	"	,"其他有机表面活性剂	"	,"34	"	,"千克	"	,"0	"	,"?	"	,"1,298	"	,
"65	"	,"新疆维吾尔自治区	"	,"127	"	,"巴基斯坦	"	,"34022010	"	,"零售包装的合成洗涤粉	"	,"1000	"	,"千克	"	,"0	"	,"?	"	,"3,000	"	,
"65	"	,"新疆维吾尔自治区	"	,"129	"	,"菲律宾	"	,"34022010	"	,"零售包装的合成洗涤粉	"	,"75120	"	,"千克	"	,"0	"	,"?	"	,"899,862	"	,
"65	"	,"新疆维吾尔自治区	"	,"145	"	,"哈萨克斯坦	"	,"34022010	"	,"零售包装的合成洗涤粉	"	,"1045	"	,"千克	"	,"0	"	,"?	"	,"2,235	"	,
"65	"	,"新疆维吾尔自治区	"	,"147	"	,"塔吉克斯坦	"	,"34022010	"	,"零售包装的合成洗涤粉	"	,"48006	"	,"千克	"	,"0	"	,"?	"	,"165,369	"	,
"65	"	,"新疆维吾尔自治区	"	,"301	"	,"比利时	"	,"34022010	"	,"零售包装的合成洗涤粉	"	,"7	"	,"千克	"	,"0	"	,"?	"	,"125	"	,
"65	"	,"新疆维吾尔自治区	"	,"309	"	,"荷兰	"	,"34022010	"	,"零售包装的合成洗涤粉	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"1	"	,
"65	"	,"新疆维吾尔自治区	"	,"344	"	,"俄罗斯联邦	"	,"34022010	"	,"零售包装的合成洗涤粉	"	,"25000	"	,"千克	"	,"0	"	,"?	"	,"112,500	"	,
"65	"	,"新疆维吾尔自治区	"	,"110	"	,"中国香港	"	,"34022090	"	,"零售包装其他表面活性剂制品、洗涤、清洁剂	"	,"95	"	,"千克	"	,"0	"	,"?	"	,"1,900	"	,
"65	"	,"新疆维吾尔自治区	"	,"131	"	,"沙特阿拉伯	"	,"34022090	"	,"零售包装其他表面活性剂制品、洗涤、清洁剂	"	,"2788	"	,"千克	"	,"0	"	,"?	"	,"157,522	"	,
"65	"	,"新疆维吾尔自治区	"	,"133	"	,"韩国	"	,"34022090	"	,"零售包装其他表面活性剂制品、洗涤、清洁剂	"	,"6500	"	,"千克	"	,"0	"	,"?	"	,"14,044	"	,
"65	"	,"新疆维吾尔自治区	"	,"138	"	,"阿联酋	"	,"34022090	"	,"零售包装其他表面活性剂制品、洗涤、清洁剂	"	,"480	"	,"千克	"	,"0	"	,"?	"	,"48,960	"	,
"65	"	,"新疆维吾尔自治区	"	,"141	"	,"越南	"	,"34022090	"	,"零售包装其他表面活性剂制品、洗涤、清洁剂	"	,"199	"	,"千克	"	,"0	"	,"?	"	,"398	"	,
"65	"	,"新疆维吾尔自治区	"	,"145	"	,"哈萨克斯坦	"	,"34022090	"	,"零售包装其他表面活性剂制品、洗涤、清洁剂	"	,"508564	"	,"千克	"	,"0	"	,"?	"	,"1,625,932	"	,
"65	"	,"新疆维吾尔自治区	"	,"146	"	,"吉尔吉斯斯坦	"	,"34022090	"	,"零售包装其他表面活性剂制品、洗涤、清洁剂	"	,"86970	"	,"千克	"	,"0	"	,"?	"	,"90,238	"	,
"65	"	,"新疆维吾尔自治区	"	,"147	"	,"塔吉克斯坦	"	,"34022090	"	,"零售包装其他表面活性剂制品、洗涤、清洁剂	"	,"9326	"	,"千克	"	,"0	"	,"?	"	,"16,658	"	,
"65	"	,"新疆维吾尔自治区	"	,"232	"	,"摩洛哥	"	,"34022090	"	,"零售包装其他表面活性剂制品、洗涤、清洁剂	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"6	"	,
"65	"	,"新疆维吾尔自治区	"	,"237	"	,"留尼汪	"	,"34022090	"	,"零售包装其他表面活性剂制品、洗涤、清洁剂	"	,"4	"	,"千克	"	,"0	"	,"?	"	,"61	"	,
"65	"	,"新疆维吾尔自治区	"	,"301	"	,"比利时	"	,"34022090	"	,"零售包装其他表面活性剂制品、洗涤、清洁剂	"	,"968	"	,"千克	"	,"0	"	,"?	"	,"17,879	"	,
"65	"	,"新疆维吾尔自治区	"	,"304	"	,"德国	"	,"34022090	"	,"零售包装其他表面活性剂制品、洗涤、清洁剂	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"5	"	,
"65	"	,"新疆维吾尔自治区	"	,"309	"	,"荷兰	"	,"34022090	"	,"零售包装其他表面活性剂制品、洗涤、清洁剂	"	,"1	"	,"千克	"	,"0	"	,"?	"	,"34	"	,
"65	"	,"新疆维吾尔自治区	"	,"327	"	,"波兰	"	,"34022090	"	,"零售包装其他表面活性剂制品、洗涤、清洁剂	"	,"2	"	,"千克	"	,"0	"	,"?	"	,"48	"	,
"65	"	,"新疆维吾尔自治区	"	,"334	"	,"爱沙尼亚	"	,"34022090	"	,"零售包装其他表面活性剂制品、洗涤、清洁剂	"	,"1	"	,"千克	"	,"0	"	,"?	"	,"14	"	,
"65	"	,"新疆维吾尔自治区	"	,"351	"	,"克罗地亚	"	,"34022090	"	,"零售包装其他表面活性剂制品、洗涤、清洁剂	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"8	"	,
"65	"	,"新疆维吾尔自治区	"	,"352	"	,"捷克	"	,"34022090	"	,"零售包装其他表面活性剂制品、洗涤、清洁剂	"	,"14	"	,"千克	"	,"0	"	,"?	"	,"116	"	,
"65	"	,"新疆维吾尔自治区	"	,"353	"	,"斯洛伐克	"	,"34022090	"	,"零售包装其他表面活性剂制品、洗涤、清洁剂	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"3	"	,
"65	"	,"新疆维吾尔自治区	"	,"447	"	,"圣其茨和尼维斯	"	,"34022090	"	,"零售包装其他表面活性剂制品、洗涤、清洁剂	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"7	"	,
"65	"	,"新疆维吾尔自治区	"	,"122	"	,"马来西亚	"	,"34029000	"	,"其他表面活性剂制品、洗涤剂及清洁剂	"	,"1300	"	,"千克	"	,"0	"	,"?	"	,"3,900	"	,
"65	"	,"新疆维吾尔自治区	"	,"138	"	,"阿联酋	"	,"34029000	"	,"其他表面活性剂制品、洗涤剂及清洁剂	"	,"103799	"	,"千克	"	,"0	"	,"?	"	,"44,868	"	,
"65	"	,"新疆维吾尔自治区	"	,"145	"	,"哈萨克斯坦	"	,"34029000	"	,"其他表面活性剂制品、洗涤剂及清洁剂	"	,"529110	"	,"千克	"	,"0	"	,"?	"	,"1,935,514	"	,
"65	"	,"新疆维吾尔自治区	"	,"146	"	,"吉尔吉斯斯坦	"	,"34029000	"	,"其他表面活性剂制品、洗涤剂及清洁剂	"	,"33440	"	,"千克	"	,"0	"	,"?	"	,"51,889	"	,
"65	"	,"新疆维吾尔自治区	"	,"147	"	,"塔吉克斯坦	"	,"34029000	"	,"其他表面活性剂制品、洗涤剂及清洁剂	"	,"10335	"	,"千克	"	,"0	"	,"?	"	,"16,582	"	,
"65	"	,"新疆维吾尔自治区	"	,"148	"	,"土库曼斯坦	"	,"34029000	"	,"其他表面活性剂制品、洗涤剂及清洁剂	"	,"10000	"	,"千克	"	,"0	"	,"?	"	,"24,520	"	,
"65	"	,"新疆维吾尔自治区	"	,"149	"	,"乌兹别克斯坦	"	,"34029000	"	,"其他表面活性剂制品、洗涤剂及清洁剂	"	,"46600	"	,"千克	"	,"0	"	,"?	"	,"46,570	"	,
"65	"	,"新疆维吾尔自治区	"	,"227	"	,"马达加斯加	"	,"34029000	"	,"其他表面活性剂制品、洗涤剂及清洁剂	"	,"26800	"	,"千克	"	,"0	"	,"?	"	,"11,256	"	,
"65	"	,"新疆维吾尔自治区	"	,"237	"	,"留尼汪	"	,"34029000	"	,"其他表面活性剂制品、洗涤剂及清洁剂	"	,"22	"	,"千克	"	,"0	"	,"?	"	,"1,045	"	,
"65	"	,"新疆维吾尔自治区	"	,"301	"	,"比利时	"	,"34029000	"	,"其他表面活性剂制品、洗涤剂及清洁剂	"	,"309	"	,"千克	"	,"0	"	,"?	"	,"16,163	"	,
"65	"	,"新疆维吾尔自治区	"	,"304	"	,"德国	"	,"34029000	"	,"其他表面活性剂制品、洗涤剂及清洁剂	"	,"5	"	,"千克	"	,"0	"	,"?	"	,"94	"	,
"65	"	,"新疆维吾尔自治区	"	,"309	"	,"荷兰	"	,"34029000	"	,"其他表面活性剂制品、洗涤剂及清洁剂	"	,"1	"	,"千克	"	,"0	"	,"?	"	,"23	"	,
"65	"	,"新疆维吾尔自治区	"	,"327	"	,"波兰	"	,"34029000	"	,"其他表面活性剂制品、洗涤剂及清洁剂	"	,"1	"	,"千克	"	,"0	"	,"?	"	,"37	"	,
"65	"	,"新疆维吾尔自治区	"	,"334	"	,"爱沙尼亚	"	,"34029000	"	,"其他表面活性剂制品、洗涤剂及清洁剂	"	,"4	"	,"千克	"	,"0	"	,"?	"	,"30	"	,
"65	"	,"新疆维吾尔自治区	"	,"351	"	,"克罗地亚	"	,"34029000	"	,"其他表面活性剂制品、洗涤剂及清洁剂	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"1	"	,
"65	"	,"新疆维吾尔自治区	"	,"352	"	,"捷克	"	,"34029000	"	,"其他表面活性剂制品、洗涤剂及清洁剂	"	,"2	"	,"千克	"	,"0	"	,"?	"	,"61	"	,
"65	"	,"新疆维吾尔自治区	"	,"353	"	,"斯洛伐克	"	,"34029000	"	,"其他表面活性剂制品、洗涤剂及清洁剂	"	,"39	"	,"千克	"	,"0	"	,"?	"	,"8,727	"	,
"65	"	,"新疆维吾尔自治区	"	,"427	"	,"牙买加	"	,"34029000	"	,"其他表面活性剂制品、洗涤剂及清洁剂	"	,"25700	"	,"千克	"	,"0	"	,"?	"	,"11,565	"	,
"65	"	,"新疆维吾尔自治区	"	,"447	"	,"圣其茨和尼维斯	"	,"34029000	"	,"其他表面活性剂制品、洗涤剂及清洁剂	"	,"10	"	,"千克	"	,"0	"	,"?	"	,"176	"	,
"65	"	,"新疆维吾尔自治区	"	,"301	"	,"比利时	"	,"34031100	"	,"矿物油＜70％的纺织材料、皮革等材料处理剂	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"2	"	,
"65	"	,"新疆维吾尔自治区	"	,"145	"	,"哈萨克斯坦	"	,"34031900	"	,"矿物油＜70％的润滑剂	"	,"7740	"	,"千克	"	,"0	"	,"?	"	,"24,941	"	,
"65	"	,"新疆维吾尔自治区	"	,"146	"	,"吉尔吉斯斯坦	"	,"34031900	"	,"矿物油＜70％的润滑剂	"	,"12950	"	,"千克	"	,"0	"	,"?	"	,"72,425	"	,
"65	"	,"新疆维吾尔自治区	"	,"147	"	,"塔吉克斯坦	"	,"34031900	"	,"矿物油＜70％的润滑剂	"	,"13956	"	,"千克	"	,"0	"	,"?	"	,"47,591	"	,
"65	"	,"新疆维吾尔自治区	"	,"301	"	,"比利时	"	,"34031900	"	,"矿物油＜70％的润滑剂	"	,"55	"	,"千克	"	,"0	"	,"?	"	,"1,365	"	,
"65	"	,"新疆维吾尔自治区	"	,"309	"	,"荷兰	"	,"34031900	"	,"矿物油＜70％的润滑剂	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"2	"	,
"65	"	,"新疆维吾尔自治区	"	,"327	"	,"波兰	"	,"34031900	"	,"矿物油＜70％的润滑剂	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"1	"	,
"65	"	,"新疆维吾尔自治区	"	,"132	"	,"新加坡	"	,"34039100	"	,"不含矿物油的纺织材料、皮革等材料处理剂	"	,"4320	"	,"千克	"	,"0	"	,"?	"	,"1,680	"	,
"65	"	,"新疆维吾尔自治区	"	,"145	"	,"哈萨克斯坦	"	,"34039100	"	,"不含矿物油的纺织材料、皮革等材料处理剂	"	,"2557	"	,"千克	"	,"0	"	,"?	"	,"8,869	"	,
"65	"	,"新疆维吾尔自治区	"	,"146	"	,"吉尔吉斯斯坦	"	,"34039100	"	,"不含矿物油的纺织材料、皮革等材料处理剂	"	,"8800	"	,"千克	"	,"0	"	,"?	"	,"22,000	"	,
"65	"	,"新疆维吾尔自治区	"	,"147	"	,"塔吉克斯坦	"	,"34039100	"	,"不含矿物油的纺织材料、皮革等材料处理剂	"	,"1300	"	,"千克	"	,"0	"	,"?	"	,"3,806	"	,
"65	"	,"新疆维吾尔自治区	"	,"149	"	,"乌兹别克斯坦	"	,"34039100	"	,"不含矿物油的纺织材料、皮革等材料处理剂	"	,"3400	"	,"千克	"	,"0	"	,"?	"	,"2,866	"	,
"65	"	,"新疆维吾尔自治区	"	,"232	"	,"摩洛哥	"	,"34039100	"	,"不含矿物油的纺织材料、皮革等材料处理剂	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"1	"	,
"65	"	,"新疆维吾尔自治区	"	,"237	"	,"留尼汪	"	,"34039100	"	,"不含矿物油的纺织材料、皮革等材料处理剂	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"3	"	,
"65	"	,"新疆维吾尔自治区	"	,"301	"	,"比利时	"	,"34039100	"	,"不含矿物油的纺织材料、皮革等材料处理剂	"	,"33	"	,"千克	"	,"0	"	,"?	"	,"741	"	,
"65	"	,"新疆维吾尔自治区	"	,"351	"	,"克罗地亚	"	,"34039100	"	,"不含矿物油的纺织材料、皮革等材料处理剂	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"2	"	,
"65	"	,"新疆维吾尔自治区	"	,"352	"	,"捷克	"	,"34039100	"	,"不含矿物油的纺织材料、皮革等材料处理剂	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"1	"	,
"65	"	,"新疆维吾尔自治区	"	,"111	"	,"印度	"	,"34039900	"	,"不含石油或从沥青矿物提取油类的润滑剂	"	,"5000	"	,"千克	"	,"0	"	,"?	"	,"50,000	"	,
"65	"	,"新疆维吾尔自治区	"	,"132	"	,"新加坡	"	,"34039900	"	,"不含石油或从沥青矿物提取油类的润滑剂	"	,"8000	"	,"千克	"	,"0	"	,"?	"	,"199,200	"	,
"65	"	,"新疆维吾尔自治区	"	,"145	"	,"哈萨克斯坦	"	,"34039900	"	,"不含石油或从沥青矿物提取油类的润滑剂	"	,"91525	"	,"千克	"	,"0	"	,"?	"	,"179,908	"	,
"65	"	,"新疆维吾尔自治区	"	,"146	"	,"吉尔吉斯斯坦	"	,"34039900	"	,"不含石油或从沥青矿物提取油类的润滑剂	"	,"10581	"	,"千克	"	,"0	"	,"?	"	,"31,742	"	,
"65	"	,"新疆维吾尔自治区	"	,"149	"	,"乌兹别克斯坦	"	,"34039900	"	,"不含石油或从沥青矿物提取油类的润滑剂	"	,"3917	"	,"千克	"	,"0	"	,"?	"	,"23,045	"	,
"65	"	,"新疆维吾尔自治区	"	,"232	"	,"摩洛哥	"	,"34039900	"	,"不含石油或从沥青矿物提取油类的润滑剂	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"2	"	,
"65	"	,"新疆维吾尔自治区	"	,"237	"	,"留尼汪	"	,"34039900	"	,"不含石油或从沥青矿物提取油类的润滑剂	"	,"2	"	,"千克	"	,"0	"	,"?	"	,"39	"	,
"65	"	,"新疆维吾尔自治区	"	,"301	"	,"比利时	"	,"34039900	"	,"不含石油或从沥青矿物提取油类的润滑剂	"	,"65	"	,"千克	"	,"0	"	,"?	"	,"2,038	"	,
"65	"	,"新疆维吾尔自治区	"	,"304	"	,"德国	"	,"34039900	"	,"不含石油或从沥青矿物提取油类的润滑剂	"	,"4	"	,"千克	"	,"0	"	,"?	"	,"125	"	,
"65	"	,"新疆维吾尔自治区	"	,"309	"	,"荷兰	"	,"34039900	"	,"不含石油或从沥青矿物提取油类的润滑剂	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"2	"	,
"65	"	,"新疆维吾尔自治区	"	,"327	"	,"波兰	"	,"34039900	"	,"不含石油或从沥青矿物提取油类的润滑剂	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"3	"	,
"65	"	,"新疆维吾尔自治区	"	,"334	"	,"爱沙尼亚	"	,"34039900	"	,"不含石油或从沥青矿物提取油类的润滑剂	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"3	"	,
"65	"	,"新疆维吾尔自治区	"	,"351	"	,"克罗地亚	"	,"34039900	"	,"不含石油或从沥青矿物提取油类的润滑剂	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"2	"	,
"65	"	,"新疆维吾尔自治区	"	,"352	"	,"捷克	"	,"34039900	"	,"不含石油或从沥青矿物提取油类的润滑剂	"	,"2	"	,"千克	"	,"0	"	,"?	"	,"78	"	,
"65	"	,"新疆维吾尔自治区	"	,"353	"	,"斯洛伐克	"	,"34039900	"	,"不含石油或从沥青矿物提取油类的润滑剂	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"13	"	,
"65	"	,"新疆维吾尔自治区	"	,"447	"	,"圣其茨和尼维斯	"	,"34039900	"	,"不含石油或从沥青矿物提取油类的润滑剂	"	,"9	"	,"千克	"	,"0	"	,"?	"	,"314	"	,
"65	"	,"新疆维吾尔自治区	"	,"145	"	,"哈萨克斯坦	"	,"34042000	"	,"聚氧乙烯（聚乙二醇）蜡	"	,"850	"	,"千克	"	,"0	"	,"?	"	,"425	"	,
"65	"	,"新疆维吾尔自治区	"	,"147	"	,"塔吉克斯坦	"	,"34042000	"	,"聚氧乙烯（聚乙二醇）蜡	"	,"1080	"	,"千克	"	,"0	"	,"?	"	,"8,365	"	,
"65	"	,"新疆维吾尔自治区	"	,"301	"	,"比利时	"	,"34042000	"	,"聚氧乙烯（聚乙二醇）蜡	"	,"23	"	,"千克	"	,"0	"	,"?	"	,"320	"	,
"65	"	,"新疆维吾尔自治区	"	,"327	"	,"波兰	"	,"34042000	"	,"聚氧乙烯（聚乙二醇）蜡	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"5	"	,
"65	"	,"新疆维吾尔自治区	"	,"344	"	,"俄罗斯联邦	"	,"34042000	"	,"聚氧乙烯（聚乙二醇）蜡	"	,"4805	"	,"千克	"	,"0	"	,"?	"	,"12,013	"	,
"65	"	,"新疆维吾尔自治区	"	,"147	"	,"塔吉克斯坦	"	,"34049000	"	,"其他人造蜡及调制蜡	"	,"58300	"	,"千克	"	,"0	"	,"?	"	,"126,976	"	,
"65	"	,"新疆维吾尔自治区	"	,"502	"	,"美国	"	,"34049000	"	,"其他人造蜡及调制蜡	"	,"21048	"	,"千克	"	,"0	"	,"?	"	,"198,348	"	,
"65	"	,"新疆维吾尔自治区	"	,"124	"	,"蒙古	"	,"34051000	"	,"鞋靴或皮革用的上光剂及类似制品	"	,"96	"	,"千克	"	,"0	"	,"?	"	,"1,376	"	,
"65	"	,"新疆维吾尔自治区	"	,"132	"	,"新加坡	"	,"34051000	"	,"鞋靴或皮革用的上光剂及类似制品	"	,"960	"	,"千克	"	,"0	"	,"?	"	,"24,000	"	,
"65	"	,"新疆维吾尔自治区	"	,"145	"	,"哈萨克斯坦	"	,"34051000	"	,"鞋靴或皮革用的上光剂及类似制品	"	,"50012	"	,"千克	"	,"0	"	,"?	"	,"418,778	"	,
