timestamp,user,userid,size,comment
2021-11-02 04:12:23+00:00,Nyoerg68,36890773,92831,
2021-11-02 04:10:01+00:00,Nyoerg68,36890773,92831,
2021-11-01 16:11:02+00:00,Nyoerg68,36890773,92831,/* Wrongful death civil trial */
2021-10-28 07:56:54+00:00,FormalDude,30481996,92830,"apparent discrepancies as to when the episode aired, best not to include for now"
2021-10-25 17:35:21+00:00,Randy Kryn,4796325,92834,removed 'ever' (redundant)
2021-10-24 02:08:48+00:00,BornonJune8,13037406,92839,/* Wrongful death civil trial */
2021-10-24 02:07:41+00:00,BornonJune8,13037406,92815,/* External links */
2021-10-24 02:06:38+00:00,BornonJune8,13037406,92775,/* External links */
2021-10-24 02:06:04+00:00,BornonJune8,13037406,92775,/* External links */
2021-10-24 02:05:44+00:00,BornonJune8,13037406,92743,/* Exhibits */
2021-10-24 02:05:28+00:00,BornonJune8,13037406,92743,/* Films and television */
2021-10-24 02:03:59+00:00,BornonJune8,13037406,92721,/* Endorsements */
2021-10-24 02:03:34+00:00,BornonJune8,13037406,92720,/* Endorsements */
2021-10-24 02:02:59+00:00,BornonJune8,13037406,92711,/* Endorsements */
2021-10-24 02:02:13+00:00,BornonJune8,13037406,92710,/* Acting career */
2021-10-12 06:00:47+00:00,FormalDude,30481996,92665,partial implementation of talk page edit request
2021-10-08 14:51:56+00:00,Coreyglynn,20935016,92666,
2021-10-08 03:12:15+00:00,Smuckers,6913368,92662,/* Wrongful death civil trial */ fixed grammar and added in requested citation.
2021-10-08 03:07:24+00:00,Smuckers,6913368,92426,Undid revision 1048807973 by [[Special:Contributions/Smuckers|Smuckers]] ([[User talk:Smuckers|talk]]) reverted due to MOS review.
2021-10-08 03:06:45+00:00,Smuckers,6913368,92426,capitalized nickname.
2021-10-06 17:05:50+00:00,Cameron Pahde,42548448,92426,
2021-09-20 18:46:49+00:00,Nohomersryan,21840498,92447,"rvt, this mugshot is already in the article (and mugshots are generally frowned upon as infobox photos)"
2021-09-20 17:42:25+00:00,Bagumba,8005368,92440,/* top */  [[MOS:NICKNAMETHE]]
2021-09-20 17:12:43+00:00,RecentlyRyan,40201142,92440,
2021-09-20 17:11:30+00:00,RecentlyRyan,40201142,92430,
2021-09-20 17:09:14+00:00,RecentlyRyan,40201142,92464,
2021-09-20 17:07:49+00:00,RecentlyRyan,40201142,92498,
2021-08-12 06:35:23+00:00,GreenC bot,27823944,92447,Rescued 1 archive link. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]]
2021-08-08 16:52:43+00:00,Electricmaster,10199389,92385,
2021-08-08 03:26:43+00:00,Biaskiller45,40530046,92354,/* Criminal trial for murder */Purely opinion related. Not based in reality.
2021-07-31 17:05:38+00:00,Sergio Skol,36517939,92496,
2021-07-02 23:26:56+00:00,Stephen,154721,92403,/* See also */ linked in text
2021-07-02 23:26:16+00:00,Stephen,154721,92468,/* Series and miniseries */ duplicate
2021-06-27 21:59:19+00:00,Vinnylospo,31057982,92562,
2021-06-27 21:58:48+00:00,Vinnylospo,31057982,92558,
2021-06-24 11:56:18+00:00,DocWatson42,38455,92463,/* Acting career */Performed minor cleanup.
2021-06-24 11:51:55+00:00,DocWatson42,38455,92462,/* External links */Performed minor cleanup.
2021-06-17 19:45:05+00:00,MBisanz,92123,92463,Removing link(s) [[Wikipedia:Articles for deletion/Adam Papagan]] closed as delete ([[WP:XFDC#4.0.12|XFDcloser]])
2021-06-15 20:53:05+00:00,Jweiss11,206485,92467,rem [[Category:Stalking]]; nothing in article about this
2021-06-15 20:52:35+00:00,Jweiss11,206485,92489,/* External links */ cleanup
2021-06-15 20:52:01+00:00,Jweiss11,206485,92520,"/* External links */ rem dead link, cleanup"
2021-06-14 23:53:37+00:00,General Ization,770058,92532,Reverted 1 edit by [[Special:Contributions/Jkshrews|Jkshrews]] ([[User talk:Jkshrews|talk]]): Not per cited source
2021-06-14 23:51:54+00:00,Jkshrews,1465750,92532,Fixed typo
2021-06-12 15:08:22+00:00,Christianmusician06,20558087,92532,"It had 2 different dates of birth. Google says the correct one is July 9, 1947, not February 9, 1938."
2021-06-10 20:30:42+00:00,Ryder8942,41022947,92532,
2021-06-10 17:37:23+00:00,GuccizBud,18010125,92532,/* Series and miniseries */
2021-06-10 17:25:23+00:00,GuccizBud,18010125,92605,/* Las Vegas robbery */
2021-06-10 17:20:40+00:00,GuccizBud,18010125,92607,"/* Wrongful death civil trial */ Copy edit ( minor ) ▸ Diction, with purpose of aiding visualisation."
2021-06-08 23:10:59+00:00,Citation bot,7903804,92522,Alter: template type. Add: date. | [[WP:UCB|Use this bot]]. [[WP:DBUG|Report bugs]]. | Suggested by FMSky | #UCB_toolbar
2021-06-08 01:40:31+00:00,Nekomancerjade,40396955,92420,"updated ""as of"""
2021-06-06 13:46:38+00:00,Jweiss11,206485,92420,rem inapt wikilinks
2021-06-04 22:49:49+00:00,Kayjewel,34260829,92615,/* Series and miniseries */
2021-06-04 22:48:41+00:00,Kayjewel,34260829,92121,/* Films */
2021-05-29 03:38:46+00:00,Wilsun89,41555356,92217,/* Statistics */Fixed stats
2021-05-17 15:30:37+00:00,FMSky,40943757,92133,
2021-05-15 21:09:23+00:00,Citation bot,7903804,92194,Alter: work. Removed parameters. | [[WP:UCB|Use this bot]]. [[WP:DBUG|Report bugs]]. | Suggested by AManWithNoPlan | Linked from User:AManWithNoPlan/sandbox2 | #UCB_webform_linked 1339/2062
2021-05-09 04:51:07+00:00,RHodnett,4015130,92216,/* Professional football career */ Replaced hyphens in game scores and W–L records with en-dashes.
2021-05-06 18:11:12+00:00,Devils61,39882108,92210,
2021-05-03 14:54:18+00:00,Pops12,23627603,92214,"/* O. J. Simpson */ Fixed typo, Fixed grammar, Added links"
2021-05-03 14:52:37+00:00,Pops12,23627603,92206,"/* O. J. Simpson */ Fixed typo, Fixed grammar, Added links"
2021-04-22 15:58:47+00:00,LJF2019,20371397,92194,
2021-04-20 20:58:39+00:00,Keskkonnakaitse,29153736,92194,/* Family life */ fix
2021-04-16 09:44:00+00:00,Iimitlessyou,33847260,92197,added oj simpson's appearance in law and order true crime
2021-04-13 22:58:47+00:00,Wikijake15,33802150,91795,
2021-04-07 20:34:45+00:00,Wilsun89,41555356,91790,/* Regular season */Added stats
2021-04-07 06:22:16+00:00,Wilsun89,41555356,91710,/* NFL career statistics */Fixed stats
2021-04-07 06:10:34+00:00,Wilsun89,41555356,92284,/* Professional football career */
2021-03-27 12:08:32+00:00,FMSky,40943757,92273,/* Buffalo Bills */
2021-03-27 12:08:20+00:00,FMSky,40943757,92298,/* Buffalo Bills */
2021-02-19 19:20:22+00:00,Citation bot,7903804,92306,Add: work. Removed parameters. Some additions/deletions were parameter name changes. | [[WP:UCB|Use this bot]]. [[WP:DBUG|Report bugs]]. | Suggested by Abductive | [[Category:Turner Classic Movies person ID same as Wikidata]] | via #UCB_Category 37/911
2021-02-07 00:02:15+00:00,AnomieBOT,7611264,92321,Dating maintenance tags: {{Cn}}
2021-02-06 23:34:02+00:00,David Gerard,36389,92283,rm deprecated source Newsmax (per [[WP:RSP]])
2021-01-31 22:57:34+00:00,JJMC89 bot III,35936988,92992,Removing [[:Category:American actor-athletes]] per [[Wikipedia:Categories for discussion/Log/2021 January 5#Category:American actor-athletes]]
2021-01-31 09:13:40+00:00,Rubberducky785,36720274,93029,/* Las Vegas robbery */ no need to spell out 33.
2021-01-06 09:27:10+00:00,Citation bot,7903804,93039,Add: work. Removed parameters. Some additions/deletions were actually parameter name changes. | You can [[WP:UCB|use this bot]] yourself. [[WP:DBUG|Report bugs here]]. | Suggested by Abductive | All pages linked from cached copy of User:Abductive/sandbox | via #UCB_webform_linked 722/968
