location,precinct,vbm_only,registration,biden,trump,others,total_votes,biden_pct,trump_pct,others_pct,winner
LOS ANGELES,9003969C,N,1878,1019,147,25,1191,85.56,12.34,2.1,Biden
LOS ANGELES,9003988A,N,2360,1707,136,24,1867,91.43,7.28,1.29,Biden
LOS ANGELES,9004090A,N,1878,1249,160,27,1436,86.98,11.14,1.88,Biden
LOS ANGELES,9004123A,N,2581,1187,797,48,2032,58.42,39.22,2.36,Biden
LOS ANGELES,9004201A,N,2027,1009,409,30,1448,69.68,28.25,2.07,Biden
LOS ANGELES,9004204A,N,2389,1206,369,41,1616,74.63,22.83,2.54,Biden
LOS ANGELES,9004210A,N,2302,1159,566,47,1772,65.41,31.94,2.65,Biden
LOS ANGELES,9004212B,N,2217,1163,515,35,1713,67.89,30.06,2.04,Biden
LOS ANGELES,9004215A,N,2463,1302,641,44,1987,65.53,32.26,2.21,Biden
LOS ANGELES,9004216A,N,1664,855,199,37,1091,78.37,18.24,3.39,Biden
LOS ANGELES,9004217A,N,1955,1056,599,26,1681,62.82,35.63,1.55,Biden
LOS ANGELES,9004219A,N,1711,1215,79,14,1308,92.89,6.04,1.07,Biden
LOS ANGELES,9004225B,N,2209,1103,320,32,1455,75.81,21.99,2.2,Biden
LOS ANGELES,9004233A,N,2030,938,309,36,1283,73.11,24.08,2.81,Biden
LOS ANGELES,9004239A,N,1951,1418,147,27,1592,89.07,9.23,1.7,Biden
LOS ANGELES,9004240A,N,2798,1551,596,34,2181,71.11,27.33,1.56,Biden
LOS ANGELES,9005012A,N,2016,1023,267,30,1320,77.5,20.23,2.27,Biden
LOS ANGELES,9005014A,N,2539,1438,330,39,1807,79.58,18.26,2.16,Biden
LOS ANGELES,9005045A,N,2625,1318,368,39,1725,76.41,21.33,2.26,Biden
LOS ANGELES,9005105B,N,1611,750,309,109,1168,64.21,26.46,9.33,Biden
LOS ANGELES,9005107A,N,2118,1076,391,37,1504,71.54,26.0,2.46,Biden
LOS ANGELES,9005117A,N,2147,1468,323,25,1816,80.84,17.79,1.38,Biden
LOS ANGELES,9005118A,N,2004,1218,235,32,1485,82.02,15.82,2.15,Biden
LOS ANGELES,9005124A,N,1774,1202,167,27,1396,86.1,11.96,1.93,Biden
LOS ANGELES,9005140A,N,1686,1170,246,27,1443,81.08,17.05,1.87,Biden
LOS ANGELES,9005142A,N,2336,1612,332,30,1974,81.66,16.82,1.52,Biden
LOS ANGELES,9005147A,N,2228,1545,189,39,1773,87.14,10.66,2.2,Biden
LOS ANGELES,9005151B,Y,996,615,165,17,797,77.16,20.7,2.13,Biden
LOS ANGELES,9005155B,N,2394,1604,385,32,2021,79.37,19.05,1.58,Biden
LOS ANGELES,9005159A,N,2490,1726,395,21,2142,80.58,18.44,0.98,Biden
LOS ANGELES,9005161A,N,2611,1821,369,34,2224,81.88,16.59,1.53,Biden
LOS ANGELES,9005183A,N,1960,1136,313,26,1475,77.02,21.22,1.76,Biden
LOS ANGELES,9005187A,N,2514,1621,389,40,2050,79.07,18.98,1.95,Biden
LOS ANGELES,9005188A,N,2156,1129,240,28,1397,80.82,17.18,2.0,Biden
LOS ANGELES,9005205A,N,1849,1028,111,17,1156,88.93,9.6,1.47,Biden
LOS ANGELES,9005284A,N,1677,825,446,34,1305,63.22,34.18,2.61,Biden
LOS ANGELES,9005299A,N,2881,1734,475,26,2235,77.58,21.25,1.16,Biden
LOS ANGELES,9005313A,N,1336,911,89,18,1018,89.49,8.74,1.77,Biden
LOS ANGELES,9005315A,N,1379,1002,94,11,1107,90.51,8.49,0.99,Biden
LOS ANGELES,9005316B,N,1954,1303,106,16,1425,91.44,7.44,1.12,Biden
LOS ANGELES,9005319A,N,2016,1432,124,24,1580,90.63,7.85,1.52,Biden
LOS ANGELES,9005321A,N,2145,1506,120,30,1656,90.94,7.25,1.81,Biden
LOS ANGELES,9005389A,N,2360,970,949,16,1935,50.13,49.04,0.83,Biden
LOS ANGELES,9005400A,N,2248,1088,331,19,1438,75.66,23.02,1.32,Biden
LOS ANGELES,9005401A,N,2235,1093,348,36,1477,74.0,23.56,2.44,Biden
LOS ANGELES,9005405A,N,2108,1135,237,29,1401,81.01,16.92,2.07,Biden
LOS ANGELES,9005424A,N,2397,1668,297,28,1993,83.69,14.9,1.4,Biden
LOS ANGELES,9005484A,N,1468,585,88,21,694,84.29,12.68,3.03,Biden
LOS ANGELES,9005494B,N,1682,975,127,22,1124,86.74,11.3,1.96,Biden
LOS ANGELES,9005503A,N,1786,1031,114,27,1172,87.97,9.73,2.3,Biden
LOS ANGELES,9005530A,N,1683,758,519,25,1302,58.22,39.86,1.92,Biden
LOS ANGELES,9005537A,N,2060,1247,186,24,1457,85.59,12.77,1.65,Biden
LOS ANGELES,9005543B,N,2481,1328,305,47,1680,79.05,18.15,2.8,Biden
LOS ANGELES,9005549A,N,2772,1807,432,47,2286,79.05,18.9,2.06,Biden
LOS ANGELES,9005635A,N,1679,954,166,25,1145,83.32,14.5,2.18,Biden
LOS ANGELES,9005638A,N,2031,1008,342,26,1376,73.26,24.85,1.89,Biden
LOS ANGELES,9005645A,N,2163,880,775,44,1699,51.8,45.62,2.59,Biden
LOS ANGELES,9005656A,N,2036,729,837,39,1605,45.42,52.15,2.43,Trump
LOS ANGELES,9005662A,N,1411,755,198,31,984,76.73,20.12,3.15,Biden
LOS ANGELES,9005663A,N,1464,728,279,13,1020,71.37,27.35,1.27,Biden
LOS ANGELES,9005666A,N,1707,802,154,32,988,81.17,15.59,3.24,Biden
LOS ANGELES,9005669A,N,1760,840,241,35,1116,75.27,21.59,3.14,Biden
LOS ANGELES,9005757A,N,2184,1172,282,46,1500,78.13,18.8,3.07,Biden
LOS ANGELES,9005769B,N,2106,984,287,43,1314,74.89,21.84,3.27,Biden
LOS ANGELES,9005816B,N,2786,1788,344,41,2173,82.28,15.83,1.89,Biden
LOS ANGELES,9005818A,N,2914,1831,336,52,2219,82.51,15.14,2.34,Biden
LOS ANGELES,9005820A,N,2772,1854,306,35,2195,84.46,13.94,1.59,Biden
LOS ANGELES,9005827A,N,3089,1962,474,45,2481,79.08,19.11,1.81,Biden
LOS ANGELES,9005833A,N,2968,1919,528,43,2490,77.07,21.2,1.73,Biden
LOS ANGELES,9005923A,N,3134,1945,682,43,2670,72.85,25.54,1.61,Biden
LOS ANGELES,9005931A,N,2462,1558,522,32,2112,73.77,24.72,1.52,Biden
LOS ANGELES,9005934A,N,1482,1002,159,20,1181,84.84,13.46,1.69,Biden
LOS ANGELES,9005936A,N,2464,1663,228,37,1928,86.26,11.83,1.92,Biden
LOS ANGELES,9006209A,N,1700,826,301,27,1154,71.58,26.08,2.34,Biden
LOS ANGELES,9006214A,N,1730,939,293,29,1261,74.46,23.24,2.3,Biden
LOS ANGELES,9006216A,N,1749,940,254,33,1227,76.61,20.7,2.69,Biden
LOS ANGELES,9006220A,N,2165,919,775,28,1722,53.37,45.01,1.63,Biden
LOS ANGELES,9006232A,N,2269,1107,670,35,1812,61.09,36.98,1.93,Biden
LOS ANGELES,9006239A,N,2366,1013,851,41,1905,53.18,44.67,2.15,Biden
LOS ANGELES,9006241C,N,2244,1012,804,21,1837,55.09,43.77,1.14,Biden
LOS ANGELES,9006246A,N,2319,1154,751,39,1944,59.36,38.63,2.01,Biden
LOS ANGELES,9006247A,N,1699,736,639,39,1414,52.05,45.19,2.76,Biden
LOS ANGELES,9006251A,N,2274,1027,797,33,1857,55.3,42.92,1.78,Biden
LOS ANGELES,9006253A,N,2166,1026,661,32,1719,59.69,38.45,1.86,Biden
LOS ANGELES,9006258A,N,2093,1005,594,36,1635,61.47,36.33,2.2,Biden
LOS ANGELES,9006260A,N,2294,1139,541,42,1722,66.14,31.42,2.44,Biden
LOS ANGELES,9006274A,N,1823,923,524,34,1481,62.32,35.38,2.3,Biden
LOS ANGELES,9006276B,N,1268,330,93,12,435,75.86,21.38,2.76,Biden
LOS ANGELES,9006277A,N,2015,1050,596,29,1675,62.69,35.58,1.73,Biden
LOS ANGELES,9006279A,N,1977,1008,579,26,1613,62.49,35.9,1.61,Biden
LOS ANGELES,9006293A,N,1883,874,507,25,1406,62.16,36.06,1.78,Biden
LOS ANGELES,9006293G,Y,0,0,0,0,0,,,,No votes
LOS ANGELES,9006297A,N,2002,1086,465,28,1579,68.78,29.45,1.77,Biden
LOS ANGELES,9006302A,N,2282,1627,160,41,1828,89.0,8.75,2.24,Biden
LOS ANGELES,9006309A,Y,461,313,91,4,408,76.72,22.3,0.98,Biden
LOS ANGELES,9006316B,N,2712,1936,349,33,2318,83.52,15.06,1.42,Biden
LOS ANGELES,9006319A,N,2334,1496,302,28,1826,81.93,16.54,1.53,Biden
LOS ANGELES,9006321A,N,2196,1253,241,34,1528,82.0,15.77,2.23,Biden
LOS ANGELES,9006323A,N,2179,1377,319,34,1730,79.6,18.44,1.97,Biden
LOS ANGELES,9006324A,N,2350,1503,369,38,1910,78.69,19.32,1.99,Biden
LOS ANGELES,9006335A,N,2200,1462,407,32,1901,76.91,21.41,1.68,Biden
LOS ANGELES,9006348A,N,1741,870,461,34,1365,63.74,33.77,2.49,Biden
LOS ANGELES,9006354A,N,2584,1266,825,35,2126,59.55,38.81,1.65,Biden
LOS ANGELES,9006359A,N,2405,1144,769,27,1940,58.97,39.64,1.39,Biden
LOS ANGELES,9006361B,N,1860,943,425,33,1401,67.31,30.34,2.36,Biden
LOS ANGELES,9006368A,N,2135,971,637,31,1639,59.24,38.87,1.89,Biden
LOS ANGELES,9006368B,Y,104,45,35,1,81,55.56,43.21,1.23,Biden
LOS ANGELES,9006376A,N,2742,1325,468,41,1834,72.25,25.52,2.24,Biden
LOS ANGELES,9006387A,N,2277,1111,598,48,1757,63.23,34.04,2.73,Biden
LOS ANGELES,9006388A,N,2078,1000,574,33,1607,62.23,35.72,2.05,Biden
LOS ANGELES,9006392A,N,1999,978,542,32,1552,63.02,34.92,2.06,Biden
LOS ANGELES,9006398A,N,2322,1152,798,47,1997,57.69,39.96,2.35,Biden
LOS ANGELES,9006406A,N,1919,947,316,32,1295,73.13,24.4,2.47,Biden
LOS ANGELES,9006410A,N,1506,714,367,23,1104,64.67,33.24,2.08,Biden
LOS ANGELES,9006421A,N,2138,1071,632,29,1732,61.84,36.49,1.67,Biden
LOS ANGELES,9006428A,N,2350,1237,510,28,1775,69.69,28.73,1.58,Biden
LOS ANGELES,9006429A,N,2568,1224,589,48,1861,65.77,31.65,2.58,Biden
LOS ANGELES,9006434A,N,2284,1087,547,33,1667,65.21,32.81,1.98,Biden
LOS ANGELES,9006436A,N,2397,1217,565,55,1837,66.25,30.76,2.99,Biden
LOS ANGELES,9006438A,N,2578,1278,496,41,1815,70.41,27.33,2.26,Biden
LOS ANGELES,9006440A,N,2566,1330,538,40,1908,69.71,28.2,2.1,Biden
LOS ANGELES,9006441A,N,2469,1345,487,36,1868,72.0,26.07,1.93,Biden
LOS ANGELES,9006445B,N,2430,1146,524,38,1708,67.1,30.68,2.22,Biden
LOS ANGELES,9006453A,N,2533,1368,685,23,2076,65.9,33.0,1.11,Biden
LOS ANGELES,9006462A,N,2581,1311,455,44,1810,72.43,25.14,2.43,Biden
LOS ANGELES,9006463A,N,2506,1269,581,61,1911,66.41,30.4,3.19,Biden
LOS ANGELES,9006471A,N,2184,1151,550,42,1743,66.04,31.55,2.41,Biden
LOS ANGELES,9006482A,N,2316,1183,655,40,1878,62.99,34.88,2.13,Biden
LOS ANGELES,9006487A,N,2327,1236,641,35,1912,64.64,33.53,1.83,Biden
LOS ANGELES,9006495A,N,2327,1310,626,22,1958,66.91,31.97,1.12,Biden
LOS ANGELES,9006496A,N,2633,1435,754,36,2225,64.49,33.89,1.62,Biden
LOS ANGELES,9006602A,N,2480,1240,763,37,2040,60.78,37.4,1.81,Biden
LOS ANGELES,9006611A,N,2365,1229,542,39,1810,67.9,29.94,2.15,Biden
LOS ANGELES,9006618B,N,2296,1340,565,32,1937,69.18,29.17,1.65,Biden
LOS ANGELES,9006620C,N,2666,1449,674,40,2163,66.99,31.16,1.85,Biden
LOS ANGELES,9006625A,N,1772,862,475,28,1365,63.15,34.8,2.05,Biden
LOS ANGELES,9006626A,N,2314,1067,778,47,1892,56.4,41.12,2.48,Biden
LOS ANGELES,9006632A,N,2078,1142,504,27,1673,68.26,30.13,1.61,Biden
LOS ANGELES,9006656A,N,2586,1398,695,38,2131,65.6,32.61,1.78,Biden
LOS ANGELES,9007015A,N,1890,670,121,31,822,81.51,14.72,3.77,Biden
LOS ANGELES,9007016E,N,3462,2264,428,45,2737,82.72,15.64,1.64,Biden
LOS ANGELES,9007101E,N,2042,961,393,33,1387,69.29,28.33,2.38,Biden
LOS ANGELES,9007114A,N,1912,971,143,27,1141,85.1,12.53,2.37,Biden
LOS ANGELES,9007126A,N,2143,1400,267,41,1708,81.97,15.63,2.4,Biden
LOS ANGELES,9007132C,N,1568,1182,197,20,1399,84.49,14.08,1.43,Biden
LOS ANGELES,9007166A,N,1946,1100,132,23,1255,87.65,10.52,1.83,Biden
LOS ANGELES,9007168C,N,2055,1036,100,16,1152,89.93,8.68,1.39,Biden
LOS ANGELES,9007221A,N,2603,1870,193,25,2088,89.56,9.24,1.2,Biden
LOS ANGELES,9007226B,N,2013,1327,123,24,1474,90.03,8.34,1.63,Biden
LOS ANGELES,9007228B,N,2622,1790,236,30,2056,87.06,11.48,1.46,Biden
LOS ANGELES,9007230A,N,2514,1717,206,25,1948,88.14,10.57,1.28,Biden
LOS ANGELES,9007311A,N,2390,1043,715,55,1813,57.53,39.44,3.03,Biden
LOS ANGELES,9007313A,N,2306,943,741,55,1739,54.23,42.61,3.16,Biden
LOS ANGELES,9007323A,N,1848,646,688,14,1348,47.92,51.04,1.04,Trump
LOS ANGELES,9007333A,N,2111,820,750,24,1594,51.44,47.05,1.51,Biden
LOS ANGELES,9007341A,Y,789,371,118,12,501,74.05,23.55,2.4,Biden
LOS ANGELES,9007346A,Y,238,89,72,6,167,53.29,43.11,3.59,Biden
LOS ANGELES,9007349A,N,1900,1180,153,27,1360,86.76,11.25,1.99,Biden
LOS ANGELES,9007379A,N,2588,1601,327,45,1973,81.15,16.57,2.28,Biden
LOS ANGELES,9007382A,N,2724,1770,388,46,2204,80.31,17.6,2.09,Biden
LOS ANGELES,9007385A,N,2659,1792,279,39,2110,84.93,13.22,1.85,Biden
LOS ANGELES,9007388A,N,2882,1748,406,39,2193,79.71,18.51,1.78,Biden
LOS ANGELES,9007542A,N,1741,838,153,26,1017,82.4,15.04,2.56,Biden
LOS ANGELES,9007619B,N,1416,621,182,26,829,74.91,21.95,3.14,Biden
LOS ANGELES,9007628A,N,2020,1016,530,37,1583,64.18,33.48,2.34,Biden
LOS ANGELES,9007683A,N,2748,1856,477,34,2367,78.41,20.15,1.44,Biden
LOS ANGELES,9007689A,N,2539,1573,508,37,2118,74.27,23.98,1.75,Biden
LOS ANGELES,9007693D,N,2757,1611,727,47,2385,67.55,30.48,1.97,Biden
LOS ANGELES,9007735A,N,2122,1027,392,28,1447,70.97,27.09,1.94,Biden
LOS ANGELES,9007744A,N,1861,985,296,32,1313,75.02,22.54,2.44,Biden
LOS ANGELES,9007774B,N,2301,989,816,36,1841,53.72,44.32,1.96,Biden
LOS ANGELES,9007782A,N,3297,1694,1003,44,2741,61.8,36.59,1.61,Biden
LOS ANGELES,9007785A,N,1644,734,562,24,1320,55.61,42.58,1.82,Biden
LOS ANGELES,9007790B,N,1836,850,566,31,1447,58.74,39.12,2.14,Biden
LOS ANGELES,9007794A,N,1566,779,256,21,1056,73.77,24.24,1.99,Biden
LOS ANGELES,9007803A,N,1554,766,399,21,1186,64.59,33.64,1.77,Biden
LOS ANGELES,9007807A,N,2004,1056,387,47,1490,70.87,25.97,3.15,Biden
LOS ANGELES,9007833A,N,2515,1299,759,40,2098,61.92,36.18,1.91,Biden
LOS ANGELES,9007843C,N,2094,1141,504,37,1682,67.84,29.96,2.2,Biden
LOS ANGELES,9007847A,N,2257,1230,498,35,1763,69.77,28.25,1.99,Biden
LOS ANGELES,9007857B,N,2263,1112,516,44,1672,66.51,30.86,2.63,Biden
LOS ANGELES,9007864A,N,2445,1224,413,46,1683,72.73,24.54,2.73,Biden
LOS ANGELES,9007883B,N,2476,1192,641,32,1865,63.91,34.37,1.72,Biden
LOS ANGELES,9007884A,N,2560,1279,505,38,1822,70.2,27.72,2.09,Biden
LOS ANGELES,9007886A,N,2533,1239,568,41,1848,67.05,30.74,2.22,Biden
LOS ANGELES,9007902B,N,2457,1309,492,38,1839,71.18,26.75,2.07,Biden
LOS ANGELES,9007927A,N,2480,1267,710,40,2017,62.82,35.2,1.98,Biden
LOS ANGELES,9007928C,Y,19,8,7,3,18,44.44,38.89,16.67,Biden
LOS ANGELES,9007935D,Y,91,54,19,1,74,72.97,25.68,1.35,Biden
LOS ANGELES,9007939A,N,2709,1413,840,44,2297,61.52,36.57,1.92,Biden
LOS ANGELES,9007954A,N,2214,1152,606,24,1782,64.65,34.01,1.35,Biden
LOS ANGELES,9007960A,N,2525,1461,617,26,2104,69.44,29.33,1.24,Biden
LOS ANGELES,9007971A,N,2697,1300,969,19,2288,56.82,42.35,0.83,Biden
LOS ANGELES,9007975A,N,2678,1351,919,39,2309,58.51,39.8,1.69,Biden
LOS ANGELES,9007985A,N,2826,1596,816,31,2443,65.33,33.4,1.27,Biden
LOS ANGELES,9008147A,N,1695,929,227,36,1192,77.94,19.04,3.02,Biden
LOS ANGELES,9008296A,N,1596,639,197,30,866,73.79,22.75,3.46,Biden
BALLOT GROUP 1,9990001A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 2,9990002A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 3,9990003A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 4,9990004A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 5,9990005A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 6,9990006A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 7,9990007A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 8,9990008A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 9,9990009A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 10,9990010A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 11,9990011A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 12,9990012A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 13,9990013A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 14,9990014A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 15,9990015A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 16,9990016A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 17,9990017A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 18,9990018A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 19,9990019A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 20,9990020A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 21,9990021A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 22,9990022A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 23,9990023A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 24,9990024A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 25,9990025A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 26,9990026A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 27,9990027A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 28,9990028A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 29,9990029A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 30,9990030A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 31,9990031A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 32,9990032A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 33,9990033A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 34,9990034A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 35,9990035A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 36,9990036A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 37,9990037A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 38,9990038A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 39,9990039A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 40,9990040A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 41,9990041A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 42,9990042A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 43,9990043A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 44,9990044A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 45,9990045A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 46,9990046A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 47,9990047A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 48,9990048A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 49,9990049A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 50,9990050A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 51,9990051A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 52,9990052A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 53,9990053A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 54,9990054A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 55,9990055A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 56,9990056A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 57,9990057A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 58,9990058A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 59,9990059A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 60,9990060A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 61,9990061A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 62,9990062A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 63,9990063A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 64,9990064A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 65,9990065A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 66,9990066A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 67,9990067A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 68,9990068A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 69,9990069A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 70,9990070A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 71,9990071A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 72,9990072A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 73,9990073A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 74,9990074A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 75,9990075A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 76,9990076A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 77,9990077A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 78,9990078A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 79,9990079A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 80,9990080A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 81,9990081A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 82,9990082A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 83,9990083A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 84,9990084A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 85,9990085A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 86,9990086A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 87,9990087A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 88,9990088A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 89,9990089A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 90,9990090A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 91,9990091A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 92,9990092A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 93,9990093A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 94,9990094A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 95,9990095A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 96,9990096A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 97,9990097A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 98,9990098A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 99,9990099A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 100,9990100A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 101,9990101A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 102,9990102A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 103,9990103A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 104,9990104A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 105,9990105A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 106,9990106A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 107,9990107A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 108,9990108A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 109,9990109A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 110,9990110A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 111,9990111A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 112,9990112A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 113,9990113A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 114,9990114A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 115,9990115A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 116,9990116A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 117,9990117A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 118,9990118A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 119,9990119A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 120,9990120A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 121,9990121A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 122,9990122A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 123,9990123A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 124,9990124A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 125,9990125A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 126,9990126A,N,0,2,0,0,2,100.0,0.0,0.0,Biden
BALLOT GROUP 127,9990127A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 128,9990128A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 129,9990129A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 130,9990130A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 131,9990131A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 132,9990132A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 133,9990133A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 134,9990134A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 135,9990135A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 136,9990136A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 137,9990137A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 138,9990138A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 139,9990139A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 140,9990140A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 141,9990141A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 142,9990142A,N,0,0,0,0,0,,,,No votes
BALLOT GROUP 143,9990143A,N,0,0,0,0,0,,,,No votes
