location,precinct,vbm_only,registration,biden,trump,others,total_votes,biden_pct,trump_pct,others_pct,winner
CASTAIC,1040020A,Y,584,234,230,12,476,49.16,48.32,2.52,Biden
CASTAIC,1040042A,N,2610,907,1231,40,2178,41.64,56.52,1.84,Trump
CASTAIC,1040044A,Y,0,0,0,0,0,,,,No votes
CASTAIC,1040044B,Y,0,0,2,0,2,0.0,100.0,0.0,Trump
CASTAIC,1040071A,Y,4,0,3,0,3,0.0,100.0,0.0,Trump
CASTAIC,1040226A,N,1870,599,962,23,1584,37.82,60.73,1.45,Trump
CASTAIC,1040251A,N,1937,696,908,39,1643,42.36,55.26,2.37,Trump
CENTINELA,1060001A,Y,331,226,52,8,286,79.02,18.18,2.8,Biden
CENTINELA,1060002A,Y,1,1,0,0,1,100.0,0.0,0.0,Biden
CERRITOS,1070001A,N,2724,1344,740,39,2123,63.31,34.86,1.84,Biden
CERRITOS,1070003A,N,1517,793,432,33,1258,63.04,34.34,2.62,Biden
CERRITOS,1070007A,N,2727,1269,806,34,2109,60.17,38.22,1.61,Biden
CERRITOS,1070009A,N,2644,1338,717,36,2091,63.99,34.29,1.72,Biden
CERRITOS,1070010A,N,2594,1306,826,29,2161,60.43,38.22,1.34,Biden
CERRITOS,1070017A,N,2674,1356,744,27,2127,63.75,34.98,1.27,Biden
CERRITOS,1070018A,N,2734,1343,777,33,2153,62.38,36.09,1.53,Biden
CERRITOS,1070021A,N,2406,1192,722,33,1947,61.22,37.08,1.69,Biden
CERRITOS,1070025A,N,2631,1281,717,31,2029,63.13,35.34,1.53,Biden
CERRITOS,1070028A,N,2636,1368,710,44,2122,64.47,33.46,2.07,Biden
CERRITOS,1070034A,N,2077,1030,638,32,1700,60.59,37.53,1.88,Biden
CERRITOS,1070040A,N,2711,1310,849,37,2196,59.65,38.66,1.68,Biden
CERRITOS,1070041A,N,2709,1390,731,33,2154,64.53,33.94,1.53,Biden
CERRITOS,1070048A,N,2382,1166,617,32,1815,64.24,33.99,1.76,Biden
CERRITOS,1070048B,Y,22,10,7,0,17,58.82,41.18,0.0,Biden
CERRITOS,1070048C,Y,10,10,0,0,10,100.0,0.0,0.0,Biden
CHARTER OAK,1100004A,N,2296,1221,356,25,1602,76.22,22.22,1.56,Biden
CHARTER OAK,1100008A,N,2163,1154,399,41,1594,72.4,25.03,2.57,Biden
CHARTER OAK,1100026A,N,2203,1021,670,44,1735,58.85,38.62,2.54,Biden
CHARTER OAK,1100028A,N,2518,1177,766,43,1986,59.26,38.57,2.17,Biden
CHARTER OAK,1100073A,N,1972,956,507,24,1487,64.29,34.1,1.61,Biden
CHARTER OAK,1100076A,Y,573,290,148,11,449,64.59,32.96,2.45,Biden
CHARTER OAK,1100081A,N,2320,1191,541,27,1759,67.71,30.76,1.53,Biden
CHARTER OAK,1100084A,Y,875,440,241,8,689,63.86,34.98,1.16,Biden
CHATSWORTH,1150001A,Y,1034,490,319,13,822,59.61,38.81,1.58,Biden
CHATSWORTH,1150004A,Y,2,0,1,0,1,0.0,100.0,0.0,Trump
CHATSWORTH,1150012A,Y,1273,593,380,17,990,59.9,38.38,1.72,Biden
CITRUS,1250003A,Y,0,0,0,0,0,,,,No votes
CITRUS,1250008A,Y,0,0,0,0,0,,,,No votes
CITRUS,1250065A,Y,0,0,0,0,0,,,,No votes
CITRUS,1250071A,Y,0,0,0,0,0,,,,No votes
CITRUS,1250075A,Y,58,16,10,1,27,59.26,37.04,3.7,Biden
CITRUS,1250079A,Y,0,0,0,0,0,,,,No votes
CITRUS,1250083A,Y,234,109,76,2,187,58.29,40.64,1.07,Biden
CLAREMONT,1300004A,N,1543,758,238,31,1027,73.81,23.17,3.02,Biden
CLAREMONT,1300005A,N,2539,1478,616,59,2153,68.65,28.61,2.74,Biden
CLAREMONT,1300008A,N,2709,1878,477,39,2394,78.45,19.92,1.63,Biden
CLAREMONT,1300009A,N,2566,1500,572,49,2121,70.72,26.97,2.31,Biden
CLAREMONT,1300013A,N,2248,1292,337,41,1670,77.37,20.18,2.46,Biden
CLAREMONT,1300014A,N,2751,1548,793,47,2388,64.82,33.21,1.97,Biden
CLAREMONT,1300019A,N,2744,1461,867,46,2374,61.54,36.52,1.94,Biden
CLAREMONT,1300020A,N,2934,1522,939,42,2503,60.81,37.51,1.68,Biden
CLAREMONT,1300023B,Y,746,457,146,12,615,74.31,23.74,1.95,Biden
CLAREMONT,1300062A,N,2685,1452,864,46,2362,61.47,36.58,1.95,Biden
COMMERCE,1430002A,Y,826,469,72,13,554,84.66,13.0,2.35,Biden
COMMERCE,1430003A,Y,0,0,0,0,0,,,,No votes
COMMERCE,1430009A,N,2002,1137,280,24,1441,78.9,19.43,1.67,Biden
COMMERCE,1430010A,Y,0,0,0,0,0,,,,No votes
COMMERCE,1430030C,Y,0,0,0,0,0,,,,No votes
COMMERCE,1430030D,Y,0,0,0,0,0,,,,No votes
COMMERCE,1430031A,N,1956,1145,306,46,1497,76.49,20.44,3.07,Biden
COMMERCE,1430036A,N,2220,1233,326,33,1592,77.45,20.48,2.07,Biden
COMPTON,1450003A,N,1889,1005,137,23,1165,86.27,11.76,1.97,Biden
COMPTON,1450006A,N,1900,961,133,25,1119,85.88,11.89,2.23,Biden
COMPTON,1450008A,N,2014,960,139,39,1138,84.36,12.21,3.43,Biden
COMPTON,1450010B,Y,0,0,0,0,0,,,,No votes
COMPTON,1450012A,N,1911,957,147,39,1143,83.73,12.86,3.41,Biden
COMPTON,1450017E,Y,168,81,19,3,103,78.64,18.45,2.91,Biden
COMPTON,1450018A,N,2141,1083,168,34,1285,84.28,13.07,2.65,Biden
COMPTON,1450022B,N,2071,1123,154,28,1305,86.05,11.8,2.15,Biden
COMPTON,1450027A,N,1691,886,121,25,1032,85.85,11.72,2.42,Biden
COMPTON,1450028B,Y,9,3,0,2,5,60.0,0.0,40.0,Biden
COMPTON,1450030D,Y,345,190,20,4,214,88.79,9.35,1.87,Biden
COMPTON,1450033A,N,1657,792,130,24,946,83.72,13.74,2.54,Biden
COMPTON,1450033B,Y,0,0,0,0,0,,,,No votes
COMPTON,1450040A,N,2027,1044,123,31,1198,87.15,10.27,2.59,Biden
COMPTON,1450043A,N,1839,1081,129,27,1237,87.39,10.43,2.18,Biden
COMPTON,1450044B,Y,104,54,5,3,62,87.1,8.06,4.84,Biden
COMPTON,1450046A,N,2056,1018,132,34,1184,85.98,11.15,2.87,Biden
COMPTON,1450051A,Y,20,10,3,0,13,76.92,23.08,0.0,Biden
COMPTON,1450052A,N,1370,719,130,22,871,82.55,14.93,2.53,Biden
COMPTON,1450055A,N,1317,630,109,22,761,82.79,14.32,2.89,Biden
COMPTON,1450091A,N,1662,992,92,16,1100,90.18,8.36,1.45,Biden
COMPTON,1450091C,Y,37,21,5,0,26,80.77,19.23,0.0,Biden
COMPTON,1450113B,N,2068,1104,123,20,1247,88.53,9.86,1.6,Biden
COMPTON,1450118B,N,1715,958,118,20,1096,87.41,10.77,1.82,Biden
COMPTON,1450132A,Y,996,516,55,19,590,87.46,9.32,3.22,Biden
COMPTON,1450136A,N,1889,1074,152,38,1264,84.97,12.03,3.01,Biden
COMPTON,1450137A,N,1076,556,68,20,644,86.34,10.56,3.11,Biden
COMPTON,1450137B,Y,80,38,7,1,46,82.61,15.22,2.17,Biden
COMPTON,1450140D,Y,0,0,0,0,0,,,,No votes
COMPTON,1450141A,N,1313,781,86,21,888,87.95,9.68,2.36,Biden
COMPTON,1450141B,Y,261,158,12,2,172,91.86,6.98,1.16,Biden
COMPTON,1450141C,Y,0,0,0,0,0,,,,No votes
COMPTON,1450142B,Y,225,110,18,3,131,83.97,13.74,2.29,Biden
COMPTON,1450144C,Y,4,0,1,0,1,0.0,100.0,0.0,Trump
COMPTON,1450147A,N,2003,1200,105,26,1331,90.16,7.89,1.95,Biden
COMPTON,1450148A,N,1970,1270,121,32,1423,89.25,8.5,2.25,Biden
COMPTON,1450148B,Y,32,27,4,0,31,87.1,12.9,0.0,Biden
COMPTON,1450149A,Y,566,302,35,14,351,86.04,9.97,3.99,Biden
COMPTON,1450149C,Y,35,9,2,0,11,81.82,18.18,0.0,Biden
COMPTON,1450149E,Y,121,83,5,2,90,92.22,5.56,2.22,Biden
COMPTON,1450149F,Y,0,0,0,0,0,,,,No votes
COMPTON,1450149L,Y,0,0,0,0,0,,,,No votes
COMPTON,1450149M,Y,0,0,0,0,0,,,,No votes
COMPTON,1450149N,Y,0,0,0,0,0,,,,No votes
COMPTON,1450152A,N,1617,925,83,23,1031,89.72,8.05,2.23,Biden
COMPTON,1450155A,N,1972,1099,127,30,1256,87.5,10.11,2.39,Biden
COMPTON,1450160B,Y,440,272,18,6,296,91.89,6.08,2.03,Biden
COMPTON,1450163A,N,1892,996,148,20,1164,85.57,12.71,1.72,Biden
COMPTON,1450167A,N,1638,905,109,28,1042,86.85,10.46,2.69,Biden
COMPTON,1450305B,Y,398,190,34,5,229,82.97,14.85,2.18,Biden
COMPTON,1450305C,Y,0,0,0,0,0,,,,No votes
COVINA,1500001B,Y,0,0,0,0,0,,,,No votes
COVINA,1500004A,Y,1217,583,330,18,931,62.62,35.45,1.93,Biden
COVINA,1500009A,Y,1048,493,355,18,866,56.93,40.99,2.08,Biden
COVINA,1500012A,N,2388,1191,707,41,1939,61.42,36.46,2.11,Biden
COVINA,1500014A,N,2434,1192,636,42,1870,63.74,34.01,2.25,Biden
COVINA,1500016A,N,2213,1106,657,25,1788,61.86,36.74,1.4,Biden
COVINA,1500027E,Y,170,77,35,2,114,67.54,30.7,1.75,Biden
COVINA,1500029B,N,2230,1021,658,33,1712,59.64,38.43,1.93,Biden
COVINA,1500031A,N,2067,914,759,40,1713,53.36,44.31,2.34,Biden
COVINA,1500038A,N,2254,1010,644,42,1696,59.55,37.97,2.48,Biden
COVINA,1500056A,N,2083,1017,512,33,1562,65.11,32.78,2.11,Biden
COVINA,1500074A,N,2155,980,773,28,1781,55.03,43.4,1.57,Biden
COVINA,1500078A,N,2248,1115,635,39,1789,62.33,35.49,2.18,Biden
COVINA,1500082A,Y,1152,519,354,16,889,58.38,39.82,1.8,Biden
COVINA,1500084A,Y,620,284,221,12,517,54.93,42.75,2.32,Biden
COVINA,1500086A,N,2344,1151,622,55,1828,62.96,34.03,3.01,Biden
COVINA,1500089A,N,2283,1191,522,39,1752,67.98,29.79,2.23,Biden
COVINA,1500090C,Y,283,143,83,4,230,62.17,36.09,1.74,Biden
COVINA,1500090D,Y,0,0,0,0,0,,,,No votes
COVINA,1500093B,Y,660,302,164,15,481,62.79,34.1,3.12,Biden
CUDAHY,1550001A,Y,800,415,85,12,512,81.05,16.6,2.34,Biden
CUDAHY,1550002A,Y,0,0,0,0,0,,,,No votes
CUDAHY,1550005A,N,2137,992,240,44,1276,77.74,18.81,3.45,Biden
CUDAHY,1550005C,Y,5,2,2,0,4,50.0,50.0,0.0,Tie
CUDAHY,1550006A,N,2041,1042,199,46,1287,80.96,15.46,3.57,Biden
CUDAHY,1550007A,N,1986,984,183,32,1199,82.07,15.26,2.67,Biden
CUDAHY,1550021A,N,1898,916,213,31,1160,78.97,18.36,2.67,Biden
CULVER CITY,1600001B,Y,0,1,0,0,1,100.0,0.0,0.0,Biden
CULVER CITY,1600003A,N,2845,2027,271,44,2342,86.55,11.57,1.88,Biden
CULVER CITY,1600005A,N,2988,2136,370,59,2565,83.27,14.42,2.3,Biden
CULVER CITY,1600006A,N,2666,1945,241,40,2226,87.38,10.83,1.8,Biden
CULVER CITY,1600009A,Y,0,0,0,0,0,,,,No votes
CULVER CITY,1600011A,N,2676,1777,328,49,2154,82.5,15.23,2.27,Biden
CULVER CITY,1600016A,N,2582,1770,348,27,2145,82.52,16.22,1.26,Biden
CULVER CITY,1600024A,N,2626,1807,367,48,2222,81.32,16.52,2.16,Biden
CULVER CITY,1600025A,N,2708,1971,405,31,2407,81.89,16.83,1.29,Biden
CULVER CITY,1600028A,N,2471,1662,413,39,2114,78.62,19.54,1.84,Biden
CULVER CITY,1600034A,N,2598,1834,317,44,2195,83.55,14.44,2.0,Biden
CULVER CITY,1600073A,N,2523,1836,276,47,2159,85.04,12.78,2.18,Biden
CULVER CITY,1600076A,N,2411,1689,309,44,2042,82.71,15.13,2.15,Biden
DEL AIRE,1680001A,N,2450,1384,568,66,2018,68.58,28.15,3.27,Biden
DEL AIRE,1680003A,N,1815,1030,371,33,1434,71.83,25.87,2.3,Biden
DEL AIRE,1680004A,Y,794,419,214,12,645,64.96,33.18,1.86,Biden
DEL AIRE,1680007A,N,1996,1123,431,37,1591,70.58,27.09,2.33,Biden
DEL AIRE,1680010A,Y,0,0,0,0,0,,,,No votes
DEL SUR,1750001A,N,1645,454,836,40,1330,34.14,62.86,3.01,Trump
DEL SUR,1750052A,Y,335,80,199,3,282,28.37,70.57,1.06,Trump
DEL SUR,1750053G,Y,0,0,0,0,0,,,,No votes
DEL SUR,1750055A,N,1721,360,972,30,1362,26.43,71.37,2.2,Trump
DESERT,1770003A,Y,1,0,0,0,0,,,,No votes
DESERT,1770004A,Y,440,139,194,11,344,40.41,56.4,3.2,Trump
DESERT,1770007A,Y,207,79,29,1,109,72.48,26.61,0.92,Biden
DESERT,1770008C,Y,0,0,0,0,0,,,,No votes
DESERT,1770015A,Y,1220,388,506,17,911,42.59,55.54,1.87,Trump
DESERT,1770016C,Y,392,148,143,4,295,50.17,48.47,1.36,Biden
DESERT,1770063P,Y,0,0,0,0,0,,,,No votes
DESERT,1770064A,Y,0,0,0,0,0,,,,No votes
DESERT,1770072A,Y,1157,477,286,24,787,60.61,36.34,3.05,Biden
DESERT,1770306A,Y,283,72,152,4,228,31.58,66.67,1.75,Trump
DIAMOND BAR,1780002A,N,2644,1313,829,25,2167,60.59,38.26,1.15,Biden
DIAMOND BAR,1780003A,N,2837,1353,916,30,2299,58.85,39.84,1.3,Biden
DIAMOND BAR,1780008A,N,2784,1335,835,31,2201,60.65,37.94,1.41,Biden
DIAMOND BAR,1780019A,N,2806,1317,917,36,2270,58.02,40.4,1.59,Biden
DIAMOND BAR,1780021A,N,2640,1246,862,29,2137,58.31,40.34,1.36,Biden
DIAMOND BAR,1780065A,N,2602,1236,813,45,2094,59.03,38.83,2.15,Biden
DIAMOND BAR,1780067A,N,2490,1192,824,37,2053,58.06,40.14,1.8,Biden
DIAMOND BAR,1780070A,N,2959,1434,897,45,2376,60.35,37.75,1.89,Biden
DIAMOND BAR,1780072A,N,2288,1158,726,25,1909,60.66,38.03,1.31,Biden
DIAMOND BAR,1780075A,Y,1055,472,324,24,820,57.56,39.51,2.93,Biden
DIAMOND BAR,1780076A,N,2973,1340,950,28,2318,57.81,40.98,1.21,Biden
DIAMOND BAR,1780077A,N,2439,1137,808,29,1974,57.6,40.93,1.47,Biden
DIAMOND BAR,1780091A,N,2983,1359,965,33,2357,57.66,40.94,1.4,Biden
DOHENY,1790001A,Y,0,0,0,0,0,,,,No votes
DOMINGUEZ,1800020B,Y,875,514,114,13,641,80.19,17.78,2.03,Biden
DOMINGUEZ,1800021A,Y,955,531,153,18,702,75.64,21.79,2.56,Biden
DOMINGUEZ,1800021C,Y,0,0,0,0,0,,,,No votes
DOWNEY,1850001A,N,2262,1191,436,36,1663,71.62,26.22,2.16,Biden
DOWNEY,1850002A,Y,521,298,85,11,394,75.63,21.57,2.79,Biden
DOWNEY,1850006B,N,2223,1132,408,26,1566,72.29,26.05,1.66,Biden
DOWNEY,1850008A,Y,728,374,150,17,541,69.13,27.73,3.14,Biden
DOWNEY,1850009A,N,2061,983,475,33,1491,65.93,31.86,2.21,Biden
DOWNEY,1850011A,Y,768,350,149,19,518,67.57,28.76,3.67,Biden
DOWNEY,1850013A,N,1961,1007,334,34,1375,73.24,24.29,2.47,Biden
DOWNEY,1850015A,N,2112,1146,404,25,1575,72.76,25.65,1.59,Biden
DOWNEY,1850019A,N,1871,919,436,22,1377,66.74,31.66,1.6,Biden
DOWNEY,1850020B,Y,403,220,61,3,284,77.46,21.48,1.06,Biden
DOWNEY,1850023A,N,1537,716,364,32,1112,64.39,32.73,2.88,Biden
DOWNEY,1850025A,N,2445,1261,631,48,1940,65.0,32.53,2.47,Biden
DOWNEY,1850027A,N,2245,1151,409,37,1597,72.07,25.61,2.32,Biden
DOWNEY,1850028A,N,2151,1133,489,44,1666,68.01,29.35,2.64,Biden
DOWNEY,1850029B,N,2124,987,608,35,1630,60.55,37.3,2.15,Biden
DOWNEY,1850031A,N,2041,1038,459,40,1537,67.53,29.86,2.6,Biden
DOWNEY,1850033A,N,1732,855,444,25,1324,64.58,33.53,1.89,Biden
DOWNEY,1850040A,N,1866,961,435,24,1420,67.68,30.63,1.69,Biden
DOWNEY,1850041A,N,2267,1114,569,34,1717,64.88,33.14,1.98,Biden
DOWNEY,1850044A,Y,0,0,0,0,0,,,,No votes
DOWNEY,1850045A,N,2026,1040,568,27,1635,63.61,34.74,1.65,Biden
DOWNEY,1850046E,Y,0,0,0,0,0,,,,No votes
DOWNEY,1850048A,Y,94,60,15,0,75,80.0,20.0,0.0,Biden
DOWNEY,1850049B,Y,0,0,0,0,0,,,,No votes
DOWNEY,1850050A,N,2192,1105,552,28,1685,65.58,32.76,1.66,Biden
DOWNEY,1850055A,N,2278,1094,676,37,1807,60.54,37.41,2.05,Biden
DOWNEY,1850056C,N,2133,1098,451,25,1574,69.76,28.65,1.59,Biden
DOWNEY,1850057A,Y,691,324,150,11,485,66.8,30.93,2.27,Biden
DOWNEY,1850061C,Y,6,2,1,0,3,66.67,33.33,0.0,Biden
DOWNEY,1850062A,N,1796,932,411,23,1366,68.23,30.09,1.68,Biden
DOWNEY,1850063A,N,2418,1251,525,38,1814,68.96,28.94,2.09,Biden
DOWNEY,1850065A,N,2434,1324,562,45,1931,68.57,29.1,2.33,Biden
DOWNEY,1850067A,N,2512,1182,805,43,2030,58.23,39.66,2.12,Biden
DOWNEY,1850072A,N,2348,1140,685,32,1857,61.39,36.89,1.72,Biden
DOWNEY,1850074A,Y,636,359,171,6,536,66.98,31.9,1.12,Biden
DOWNEY,1850074B,Y,204,97,55,6,158,61.39,34.81,3.8,Biden
DOWNEY,1850076A,N,2328,1151,645,41,1837,62.66,35.11,2.23,Biden
DOWNEY,1850079A,N,2120,1043,601,37,1681,62.05,35.75,2.2,Biden
DOWNEY,1850081A,N,2286,1122,574,48,1744,64.33,32.91,2.75,Biden
DOWNEY,1850089A,N,1764,929,368,27,1324,70.17,27.79,2.04,Biden
DOWNEY,1850138D,Y,234,122,41,4,167,73.05,24.55,2.4,Biden
DUARTE,1900004D,Y,0,0,0,0,0,,,,No votes
DUARTE,1900005B,Y,0,0,0,0,0,,,,No votes
DUARTE,1900008A,N,2509,1213,755,36,2004,60.53,37.67,1.8,Biden
DUARTE,1900012A,N,2139,1196,573,40,1809,66.11,31.67,2.21,Biden
DUARTE,1900013A,N,1899,1017,490,20,1527,66.6,32.09,1.31,Biden
DUARTE,1900015A,N,2265,1251,471,38,1760,71.08,26.76,2.16,Biden
DUARTE,1900020A,N,1634,908,266,30,1204,75.42,22.09,2.49,Biden
DUARTE,1900023A,N,2658,1420,683,38,2141,66.32,31.9,1.77,Biden
EAST ARCADIA,1940001A,N,2230,1216,310,35,1561,77.9,19.86,2.24,Biden
EAST ARCADIA,1940002A,N,1224,613,287,17,917,66.85,31.3,1.85,Biden
EAST ARCADIA,1940005A,Y,1153,567,304,20,891,63.64,34.12,2.24,Biden
EAST ARCADIA,1940005B,Y,7,5,2,0,7,71.43,28.57,0.0,Biden
EAST ARCADIA,1940007A,Y,636,278,207,12,497,55.94,41.65,2.41,Biden
EAST ARCADIA,1940011A,N,1660,795,528,37,1360,58.46,38.82,2.72,Biden
EAST ARCADIA,1940013A,N,2258,1081,695,32,1808,59.79,38.44,1.77,Biden
EAST COMPTON,1960001A,Y,456,223,33,6,262,85.11,12.6,2.29,Biden
EAST COMPTON,1960001E,Y,0,0,0,0,0,,,,No votes
EAST COMPTON,1960005A,N,1901,952,134,30,1116,85.3,12.01,2.69,Biden
EAST COMPTON,1960006A,Y,0,0,0,0,0,,,,No votes
EAST COMPTON,1960011A,N,1727,884,126,23,1033,85.58,12.2,2.23,Biden
EAST COMPTON,1960013B,Y,0,0,0,0,0,,,,No votes
EAST COMPTON,1960030A,Y,0,0,0,0,0,,,,No votes
EAST COMPTON,1960030B,Y,0,0,0,0,0,,,,No votes
EAST COMPTON,1960031A,Y,0,0,0,0,0,,,,No votes
EAST COMPTON,1960032A,N,1920,932,191,30,1153,80.83,16.57,2.6,Biden
EAST COMPTON,1960035A,Y,110,52,17,1,70,74.29,24.29,1.43,Biden
EAST LOS ANGELES,2000001A,Y,898,484,94,24,602,80.4,15.61,3.99,Biden
EAST LOS ANGELES,2000002A,N,1926,1060,160,33,1253,84.6,12.77,2.63,Biden
EAST LOS ANGELES,2000003A,N,2036,1126,166,28,1320,85.3,12.58,2.12,Biden
EAST LOS ANGELES,2000005A,N,1914,1013,143,24,1180,85.85,12.12,2.03,Biden
EAST LOS ANGELES,2000018C,N,2039,1113,173,27,1313,84.77,13.18,2.06,Biden
EAST LOS ANGELES,2000022A,N,1967,1056,167,43,1266,83.41,13.19,3.4,Biden
EAST LOS ANGELES,2000025A,N,2049,1064,208,38,1310,81.22,15.88,2.9,Biden
EAST LOS ANGELES,2000030A,N,2091,1177,263,41,1481,79.47,17.76,2.77,Biden
EAST LOS ANGELES,2000033A,N,1762,916,141,20,1077,85.05,13.09,1.86,Biden
EAST LOS ANGELES,2000034A,N,2000,1141,242,27,1410,80.92,17.16,1.91,Biden
EAST LOS ANGELES,2000053A,N,2112,1193,189,39,1421,83.95,13.3,2.74,Biden
EAST LOS ANGELES,2000054A,N,1420,759,157,28,944,80.4,16.63,2.97,Biden
EAST LOS ANGELES,2000062A,N,2126,1184,242,39,1465,80.82,16.52,2.66,Biden
EAST LOS ANGELES,2000064A,N,2068,1135,199,30,1364,83.21,14.59,2.2,Biden
EAST LOS ANGELES,2000065B,N,2122,1169,186,38,1393,83.92,13.35,2.73,Biden
EAST LOS ANGELES,2000081A,N,2249,1244,286,31,1561,79.69,18.32,1.99,Biden
EAST LOS ANGELES,2000082A,N,2152,1216,235,35,1486,81.83,15.81,2.36,Biden
EAST LOS ANGELES,2000085A,N,1980,1091,201,38,1330,82.03,15.11,2.86,Biden
EAST PASADENA,2020004A,Y,490,238,143,8,389,61.18,36.76,2.06,Biden
EAST PASADENA,2020006A,Y,1425,850,325,33,1208,70.36,26.9,2.73,Biden
EAST PASADENA,2020007A,N,1830,991,420,35,1446,68.53,29.05,2.42,Biden
EAST PASADENA,2020012A,N,1498,816,350,25,1191,68.51,29.39,2.1,Biden
EAST SAN GABRIEL,2040003A,N,1902,916,464,31,1411,64.92,32.88,2.2,Biden
EAST SAN GABRIEL,2040004B,N,1707,879,426,27,1332,65.99,31.98,2.03,Biden
EAST SAN GABRIEL,2040008B,Y,66,34,19,2,55,61.82,34.55,3.64,Biden
EAST SAN GABRIEL,2040009A,Y,94,46,30,1,77,59.74,38.96,1.3,Biden
EAST SAN GABRIEL,2040010A,N,3060,1509,862,35,2406,62.72,35.83,1.45,Biden
EAST SAN GABRIEL,2040015A,Y,740,368,215,15,598,61.54,35.95,2.51,Biden
EAST SAN GABRIEL,2040016B,Y,1297,639,340,19,998,64.03,34.07,1.9,Biden
EAST SAN GABRIEL,2040019A,Y,1272,620,375,22,1017,60.96,36.87,2.16,Biden
EAST SAN GABRIEL,2040021A,N,2010,1057,547,35,1639,64.49,33.37,2.14,Biden
EAST SAN GABRIEL,2040022A,Y,0,0,0,0,0,,,,No votes
EAST WHITTIER,2050048A,Y,778,320,312,12,644,49.69,48.45,1.86,Biden
EAST WHITTIER,2050205D,Y,0,0,0,0,0,,,,No votes
EL CAMINO VILLAGE,2080002A,N,2723,1432,496,32,1960,73.06,25.31,1.63,Biden
EL CAMINO VILLAGE,2080004B,Y,2,0,0,0,0,,,,No votes
EL CAMINO VILLAGE,2080005A,Y,857,414,281,11,706,58.64,39.8,1.56,Biden
EL CAMINO VILLAGE,2080006A,Y,898,491,255,12,758,64.78,33.64,1.58,Biden
EL CAMINO VILLAGE,2080008A,Y,3,0,0,0,0,,,,No votes
EL MONTE,2100001A,N,2176,1053,495,33,1581,66.6,31.31,2.09,Biden
EL MONTE,2100005A,N,2337,1125,490,38,1653,68.06,29.64,2.3,Biden
EL MONTE,2100007A,Y,385,162,91,4,257,63.04,35.41,1.56,Biden
EL MONTE,2100008B,N,2457,1199,506,26,1731,69.27,29.23,1.5,Biden
EL MONTE,2100013A,N,2359,1163,475,26,1664,69.89,28.55,1.56,Biden
EL MONTE,2100014A,N,2270,1172,295,33,1500,78.13,19.67,2.2,Biden
EL MONTE,2100019A,N,1986,1006,361,26,1393,72.22,25.92,1.87,Biden
EL MONTE,2100021A,N,2220,1087,435,26,1548,70.22,28.1,1.68,Biden
EL MONTE,2100024A,N,1274,609,251,18,878,69.36,28.59,2.05,Biden
EL MONTE,2100029A,N,2287,1114,373,32,1519,73.34,24.56,2.11,Biden
EL MONTE,2100039A,N,2693,1211,474,29,1714,70.65,27.65,1.69,Biden
EL MONTE,2100040A,N,2493,1223,450,29,1702,71.86,26.44,1.7,Biden
EL MONTE,2100053A,N,2118,1087,417,19,1523,71.37,27.38,1.25,Biden
EL MONTE,2100103A,N,2281,1122,558,26,1706,65.77,32.71,1.52,Biden
EL MONTE,2100105A,N,2272,1116,528,29,1673,66.71,31.56,1.73,Biden
EL MONTE,2100106A,N,2396,1186,573,31,1790,66.26,32.01,1.73,Biden
EL MONTE,2100110D,Y,16,9,1,0,10,90.0,10.0,0.0,Biden
EL MONTE,2100112A,N,2595,1188,614,33,1835,64.74,33.46,1.8,Biden
EL MONTE,2100112C,Y,47,3,7,0,10,30.0,70.0,0.0,Trump
EL MONTE,2100112D,Y,0,0,0,0,0,,,,No votes
EL MONTE,2100115C,Y,325,154,45,6,205,75.12,21.95,2.93,Biden
EL MONTE,2100121A,N,2093,1040,310,26,1376,75.58,22.53,1.89,Biden
EL MONTE,2100122A,N,2092,992,343,19,1354,73.26,25.33,1.4,Biden
EL MONTE,2100126A,N,1841,1007,259,32,1298,77.58,19.95,2.47,Biden
EL SEGUNDO,2250001A,N,2526,1322,806,54,2182,60.59,36.94,2.47,Biden
EL SEGUNDO,2250003A,N,2492,1259,768,44,2071,60.79,37.08,2.12,Biden
EL SEGUNDO,2250005A,N,2891,1596,845,65,2506,63.69,33.72,2.59,Biden
EL SEGUNDO,2250007A,N,1950,1131,465,41,1637,69.09,28.41,2.5,Biden
EL SEGUNDO,2250012A,N,2754,1495,747,57,2299,65.03,32.49,2.48,Biden
EL SEGUNDO,2250017B,Y,15,7,6,1,14,50.0,42.86,7.14,Biden
FLORENCE,2300001A,N,1703,803,108,22,933,86.07,11.58,2.36,Biden
FLORENCE,2300004A,N,1629,796,164,10,970,82.06,16.91,1.03,Biden
FLORENCE,2300005A,N,1798,837,133,20,990,84.55,13.43,2.02,Biden
FLORENCE,2300006A,N,2110,1057,190,28,1275,82.9,14.9,2.2,Biden
FLORENCE,2300008A,N,1865,878,134,22,1034,84.91,12.96,2.13,Biden
FLORENCE,2300009A,N,1839,903,163,21,1087,83.07,15.0,1.93,Biden
FLORENCE,2300013A,N,1787,873,114,20,1007,86.69,11.32,1.99,Biden
FLORENCE,2300016A,N,1516,790,96,19,905,87.29,10.61,2.1,Biden
FLORENCE,2300019A,N,1678,744,96,29,869,85.62,11.05,3.34,Biden
FLORENCE,2300025A,N,1854,918,160,21,1099,83.53,14.56,1.91,Biden
FLORENCE,2300034A,Y,658,274,36,10,320,85.62,11.25,3.12,Biden
FLORENCE,2300041A,N,1773,935,146,33,1114,83.93,13.11,2.96,Biden
