,employer,type,2011,2012,2013,2014,2015,2016,2017,2018,adjusted_ot_pct_change
203,SUTTER,COUNTY,76589.42671568735,83369.48391072937,99959.03337525809,101540.20513567857,190963.24118523143,171832.73970759186,177622.96228785897,252917.0,173.65296145374415
206,TORRANCE,CITY,3244501.281369614,4012355.056499734,4361999.048742901,4428696.905751554,4849575.119109601,4722655.508622666,6301302.332930809,5932358.0,60.69181919267636
207,TRACY,CITY,1865681.7297400625,1849643.876843472,2161864.4416566147,2451387.3257594965,2817942.063484898,2787542.252296808,3964352.7869247734,3629607.0,71.95620421646068
208,TULARE,CITY,679690.974086308,701479.6112877512,743441.9422554377,912733.2563657406,734392.9160988454,798899.7762356935,900499.0825024477,1098018.0,45.83234181466754
209,TULARE,COUNTY,299110.34528574406,386776.13299999124,571607.7784483833,694741.4587008312,905827.3668133508,1255996.3956551272,1698426.610329635,1514670.0,174.9657573318507
211,TURLOCK,CITY,459189.3804942673,507219.8657412651,664599.192700799,864206.0139944917,910867.1572039138,990202.1570912515,1269513.2760076693,1269490.0,93.76243700971254
214,VACAVILLE,CITY,762342.0931274703,1693809.0998545263,1306441.520469443,1658783.125295688,2163666.6645008586,2166168.9009278896,4387163.622882669,3274049.0,151.41864349655734
215,VALLEJO,CITY,1197234.469300566,1007116.3150517874,1471706.89236211,2561304.9770208155,2827152.897551652,2857283.0948805665,3191414.0525497706,3523861.0,90.83754381353101
216,VENTURA,COUNTY,17116104.790996663,16796104.653283622,17391127.74669145,17945101.62776678,19650784.757814854,21168535.522597283,23244232.89669549,23703542.0,36.7088320013216
218,VISALIA,CITY,975326.2951689125,694603.5182321836,960312.3211880305,958868.6095228437,1036931.840484016,1554818.6116363273,1577475.8508281661,1983073.0,105.09747579833348
219,VISTA,CITY,2014974.6253473158,1971319.1159917067,2309398.1714436575,2494285.4080156805,2171410.164178096,2734679.4929522895,2404539.043582735,2393610.0,15.180114249792537
220,WATSONVILLE,CITY,712900.7871600745,558079.1116884587,896406.1895457101,562736.7524035212,720727.1065029093,651192.4841733783,415133.7967199739,316346.0,-70.4689689213185
221,WEST COVINA,CITY,2055135.848754551,1607833.3284057954,2139643.2986774375,2327455.643324209,3191756.358548119,2786892.531884486,3319725.304034759,3458090.0,60.278448496731286
222,WEST SACRAMENTO,CITY,312378.0948390453,704943.3597698545,776656.7033401018,1425097.1401307783,1618692.3155512053,1327764.86812468,1319708.0409636095,1574780.0,88.5835687695722
223,WOODLAND,CITY,991183.8162524063,645866.0506415673,633025.0127276708,714613.7622161397,812675.4706413465,936765.007237289,1092863.5172527742,1198002.0,28.94125395881197
224,YUBA CITY,CITY,751579.5193319077,1054028.3970356367,925701.6648737751,1285030.017018958,1504678.8443149645,1512199.6728345419,1811958.4856356075,1549333.0,62.08053275819494
