Rk,Team,Date,,Opp,Result,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB
499,LAD,2019-04-11,@,STL,L 7-11,39,35,7,10,5,1,1,3,7,0,0,1,11,.286,.308,.629,.936,22,0,1,0,2,0
500,LAD,2019-04-10,@,STL,L 2-7,33,31,2,5,3,0,0,2,2,0,0,1,11,.161,.212,.355,.567,11,1,1,0,0,0
501,LAD,2019-04-09,@,STL,L 0-4,40,32,0,7,5,2,0,0,0,0,0,8,11,.219,.375,.281,.656,9,1,0,0,0,1
502,LAD,2019-04-08,@,STL,L 3-4,36,30,3,5,3,2,0,0,3,0,0,3,5,.167,.306,.233,.539,7,1,3,0,0,0
503,LAD,2019-04-07,@,COL,W 12-6,48,35,12,12,5,5,0,2,9,0,0,10,4,.343,.478,.657,1.135,23,2,0,2,1,1
504,LAD,2019-04-06,@,COL,W 7-2,39,31,7,11,7,1,2,1,7,0,1,3,9,.355,.395,.613,1.008,19,2,1,1,3,0
505,LAD,2019-04-05,@,COL,W 10-6,45,37,10,13,7,2,1,3,10,0,0,6,5,.351,.432,.703,1.135,26,1,0,1,1,0
506,LAD,2019-04-03,,SFG,W 5-3,36,31,5,7,2,4,0,1,5,0,0,5,10,.226,.333,.452,.785,14,0,0,0,0,0
507,LAD,2019-04-02,,SFG,W 6-5,34,30,6,7,5,1,0,1,6,0,0,3,5,.233,.294,.367,.661,11,0,0,0,1,1
508,LAD,2019-04-01,,SFG,L 2-4,34,32,2,7,5,0,0,2,2,0,0,2,8,.219,.265,.406,.671,13,2,0,0,0,0
509,LAD,2019-03-31,,ARI,W 8-7,41,32,8,8,5,2,0,1,7,0,0,6,8,.250,.366,.406,.772,13,0,1,0,2,0
510,LAD,2019-03-30,,ARI,W 18-5,51,41,18,19,12,3,0,4,18,0,0,6,4,.463,.560,.829,1.389,34,1,3,1,0,1
511,LAD,2019-03-29,,ARI,L 4-5 (13),60,45,4,11,9,1,0,1,4,1,1,12,14,.244,.414,.333,.747,15,1,1,2,0,0
512,LAD,2019-03-28,,ARI,W 12-5,39,35,12,12,3,1,0,8,12,0,0,3,3,.343,.395,1.057,1.452,37,0,0,1,0,0
513,LAD,2018-10-01,,COL,W 5-2,35,33,5,9,4,3,0,2,5,0,0,2,10,.273,.314,.545,.860,18,1,0,0,0,1
514,LAD,2018-09-30,@,SFG,W 15-0,47,40,15,16,7,5,1,3,14,0,0,5,6,.400,.468,.800,1.268,32,2,1,0,1,0
515,LAD,2018-09-29,@,SFG,W 10-6,51,44,10,18,11,3,2,2,10,2,0,7,6,.409,.490,.705,1.195,31,2,0,0,0,3
516,LAD,2018-09-28,@,SFG,W 3-1,36,35,3,9,7,1,0,1,3,1,0,1,10,.257,.278,.371,.649,13,1,0,0,0,0
517,LAD,2018-09-26,@,ARI,L 2-7,37,35,2,9,8,1,0,0,2,0,0,2,8,.257,.297,.286,.583,10,1,0,0,0,1
518,LAD,2018-09-25,@,ARI,L 3-4,39,35,3,10,6,2,1,1,3,1,0,4,7,.286,.359,.486,.845,17,2,0,0,0,0
519,LAD,2018-09-24,@,ARI,W 7-4,44,36,7,9,6,2,0,1,5,1,0,8,11,.250,.386,.389,.775,14,0,0,0,0,2
520,LAD,2018-09-23,,SDP,W 14-0,45,41,14,16,10,3,0,3,14,0,0,4,11,.390,.444,.683,1.127,28,0,0,0,0,0
521,LAD,2018-09-22,,SDP,W 7-2,36,33,7,9,3,3,0,3,7,0,0,2,10,.273,.333,.636,.970,21,0,1,0,0,0
522,LAD,2018-09-21,,SDP,L 3-5,40,36,3,9,6,2,0,1,3,0,0,4,10,.250,.325,.389,.714,14,0,0,0,0,0
523,LAD,2018-09-19,,COL,W 5-2,31,28,5,5,1,2,0,2,5,1,0,3,5,.179,.258,.464,.722,13,1,0,0,0,0
524,LAD,2018-09-18,,COL,W 3-2 (10),37,32,3,6,4,1,0,1,2,1,0,4,7,.188,.278,.313,.590,10,0,0,1,0,0
525,LAD,2018-09-17,,COL,W 8-2,40,33,8,11,7,1,0,3,7,0,0,6,8,.333,.450,.636,1.086,21,0,1,0,0,0
526,LAD,2018-09-16,@,STL,L 0-5,34,29,0,4,3,1,0,0,0,0,1,5,12,.138,.265,.172,.437,5,1,0,0,0,0
527,LAD,2018-09-15,@,STL,W 17-4,52,41,17,16,10,1,0,5,16,0,0,10,9,.390,.519,.780,1.300,32,2,1,0,0,1
528,LAD,2018-09-14,@,STL,W 3-0,37,32,3,7,5,0,0,2,2,0,0,4,12,.219,.324,.406,.731,13,1,1,0,0,0
529,LAD,2018-09-13,@,STL,W 9-7,42,38,9,16,11,3,1,1,9,0,1,1,7,.421,.415,.632,1.046,24,1,0,1,2,0
530,LAD,2018-09-12,@,CIN,W 8-1,46,39,8,11,6,4,0,1,7,1,0,7,8,.282,.391,.462,.853,18,0,0,0,0,2
531,LAD,2018-09-11,@,CIN,L 1-3,33,30,1,5,3,1,0,1,1,0,0,3,11,.167,.242,.300,.542,9,2,0,0,0,0
532,LAD,2018-09-10,@,CIN,L 6-10,42,36,6,9,5,2,0,2,6,2,0,6,9,.250,.357,.472,.829,17,0,0,0,0,0
533,LAD,2018-09-09,@,COL,W 9-6,48,41,9,14,6,4,2,2,8,1,0,7,8,.341,.438,.683,1.120,28,0,0,0,0,1
534,LAD,2018-09-08,@,COL,L 2-4,36,32,2,6,3,1,1,1,2,1,0,3,14,.188,.278,.375,.653,12,1,1,0,0,0
535,LAD,2018-09-07,@,COL,W 4-2,43,33,4,8,5,2,0,1,3,0,2,9,9,.242,.419,.394,.813,13,1,1,0,0,0
536,LAD,2018-09-05,,NYM,L 3-7,32,30,3,3,1,0,0,2,3,0,0,2,10,.100,.156,.300,.456,9,0,0,0,0,0
537,LAD,2018-09-04,,NYM,W 11-4,41,37,11,13,7,4,0,2,10,2,0,3,7,.351,.415,.622,1.036,23,1,1,0,0,0
538,LAD,2018-09-03,,NYM,L 2-4,35,32,2,7,4,2,0,1,2,1,0,2,8,.219,.257,.375,.632,12,3,0,0,1,0
539,LAD,2018-09-02,,ARI,W 3-2,36,29,3,5,3,1,0,1,3,0,0,5,9,.172,.314,.310,.625,9,0,1,1,0,0
540,LAD,2018-09-01,,ARI,W 3-2,34,31,3,6,4,1,0,1,3,0,0,2,13,.194,.265,.323,.587,10,0,1,0,0,0
541,LAD,2018-08-31,,ARI,W 3-2,32,29,3,6,3,1,0,2,3,0,0,1,6,.207,.258,.448,.706,13,0,1,1,0,0
542,LAD,2018-08-30,,ARI,L 1-3,34,32,1,8,7,0,0,1,1,0,0,2,15,.250,.294,.344,.638,11,2,0,0,0,0
543,LAD,2018-08-29,@,TEX,W 3-1,33,29,3,4,0,0,1,3,3,0,1,4,10,.138,.242,.517,.760,15,1,0,0,0,0
544,LAD,2018-08-28,@,TEX,W 8-4,46,40,8,15,11,2,1,1,7,0,0,2,6,.375,.413,.550,.963,22,2,2,0,2,0
545,LAD,2018-08-26,,SDP,W 7-3,39,34,7,11,6,4,0,1,7,0,0,5,8,.324,.410,.529,.940,18,2,0,0,0,0
546,LAD,2018-08-25,,SDP,W 5-4 (12),47,42,5,11,7,2,0,2,5,2,1,3,11,.262,.326,.452,.778,19,0,1,1,0,0
547,LAD,2018-08-24,,SDP,W 11-1,42,36,11,13,6,4,0,3,10,0,0,6,12,.361,.452,.722,1.175,26,1,0,0,0,0
548,LAD,2018-08-22,,STL,L 1-3,33,30,1,2,1,0,0,1,1,0,0,3,13,.067,.152,.167,.318,5,0,0,0,0,0
549,LAD,2018-08-21,,STL,L 2-5,40,35,2,9,7,1,0,1,2,0,0,4,10,.257,.350,.371,.721,13,1,1,0,0,0
550,LAD,2018-08-20,,STL,L 3-5,44,32,3,7,6,1,0,0,3,2,0,10,12,.219,.409,.250,.659,8,0,1,0,1,1
551,LAD,2018-08-19,@,SEA,W 12-1,51,45,12,17,12,3,0,2,12,5,0,5,3,.378,.451,.578,1.029,26,0,1,0,0,0
552,LAD,2018-08-18,@,SEA,L 4-5 (10),41,35,4,6,3,0,0,3,4,1,0,5,8,.171,.293,.429,.721,15,1,1,0,0,0
553,LAD,2018-08-17,@,SEA,W 11-1,42,36,11,11,6,0,0,5,10,0,0,5,6,.306,.381,.722,1.103,26,2,0,0,1,0
554,LAD,2018-08-15,,SFG,W 4-3 (12),55,43,4,14,9,5,0,0,4,1,1,10,13,.326,.436,.442,.878,19,1,0,0,2,4
555,LAD,2018-08-14,,SFG,L 1-2,35,32,1,5,2,3,0,0,1,2,0,3,8,.156,.229,.250,.479,8,0,0,0,0,0
556,LAD,2018-08-13,,SFG,L 2-5,37,34,2,8,6,1,0,1,2,2,0,3,7,.235,.297,.353,.650,12,0,0,0,0,0
557,LAD,2018-08-12,@,COL,L 3-4,38,31,3,7,6,1,0,0,3,3,0,5,6,.226,.324,.258,.582,8,1,0,1,1,0
558,LAD,2018-08-11,@,COL,L 2-3,35,31,2,6,3,1,1,1,2,1,0,3,11,.194,.265,.387,.652,12,1,0,1,0,0
559,LAD,2018-08-10,@,COL,L 4-5,39,36,4,10,6,3,0,1,4,0,0,1,5,.278,.333,.444,.778,16,1,2,0,0,0
560,LAD,2018-08-09,@,COL,W 8-5,42,39,8,13,6,2,0,5,8,2,0,2,11,.333,.357,.769,1.126,30,0,0,0,1,0
561,LAD,2018-08-08,@,OAK,L 2-3,36,34,2,7,5,1,0,1,2,2,0,2,11,.206,.250,.324,.574,11,0,0,0,0,0
562,LAD,2018-08-07,@,OAK,W 4-2,42,34,4,9,6,3,0,0,4,1,0,7,7,.265,.390,.353,.743,12,1,0,1,0,0
563,LAD,2018-08-05,,HOU,W 3-2,32,31,3,7,3,4,0,0,3,1,0,1,13,.226,.250,.355,.605,11,0,0,0,0,0
564,LAD,2018-08-04,,HOU,L 0-14,33,27,0,3,2,1,0,0,0,0,1,6,12,.111,.273,.148,.421,4,2,0,0,0,0
565,LAD,2018-08-03,,HOU,L 1-2,32,31,1,4,3,0,0,1,1,1,0,1,16,.129,.156,.226,.382,7,0,0,0,0,0
566,LAD,2018-08-02,,MIL,W 21-5,49,42,21,18,6,5,0,7,20,1,0,6,7,.429,.510,1.048,1.558,44,1,1,0,0,0
567,LAD,2018-08-01,,MIL,W 6-4 (10),40,35,6,10,5,2,0,3,6,1,0,4,8,.286,.359,.600,.959,21,2,0,1,0,1
568,LAD,2018-07-31,,MIL,L 0-1,30,28,0,2,2,0,0,0,0,0,0,2,7,.071,.133,.071,.205,2,1,0,0,0,0
569,LAD,2018-07-30,,MIL,L 2-5,40,31,2,5,2,1,1,1,2,0,0,7,13,.161,.333,.355,.688,11,0,1,1,0,0
570,LAD,2018-07-29,@,ATL,L 1-4,30,29,1,2,2,0,0,0,1,0,0,1,8,.069,.100,.069,.169,2,0,0,0,0,0
571,LAD,2018-07-28,@,ATL,W 5-1,41,30,5,6,5,0,0,1,5,0,0,7,13,.200,.375,.300,.675,9,0,2,1,1,0
572,LAD,2018-07-27,@,ATL,W 4-1,40,33,4,7,4,1,0,2,4,0,0,7,12,.212,.350,.424,.774,14,1,0,0,0,0
573,LAD,2018-07-26,@,ATL,W 8-2,43,37,8,11,9,1,0,1,7,0,0,4,6,.297,.381,.405,.786,15,1,1,1,0,1
574,LAD,2018-07-25,@,PHI,L 3-7,36,31,3,6,3,2,0,1,3,1,0,4,11,.194,.278,.355,.633,11,1,0,0,1,0
575,LAD,2018-07-24,@,PHI,L 4-7 (16),63,57,4,11,6,3,0,2,3,0,0,5,17,.193,.258,.351,.609,20,0,0,1,0,2
576,LAD,2018-07-23,@,PHI,W 7-6,42,35,7,10,4,1,1,4,6,0,0,6,8,.286,.381,.714,1.095,25,1,0,0,1,0
577,LAD,2018-07-22,@,MIL,W 11-2,45,39,11,14,8,3,1,2,11,0,0,3,7,.359,.409,.641,1.050,25,2,1,1,1,0
578,LAD,2018-07-21,@,MIL,L 2-4,38,35,2,10,9,1,0,0,2,0,0,3,13,.286,.342,.314,.656,11,1,0,0,0,1
579,LAD,2018-07-20,@,MIL,W 6-4,42,37,6,11,7,3,0,1,5,0,0,4,6,.297,.381,.459,.840,17,0,1,0,0,1
580,LAD,2018-07-15,,LAA,W 5-3,34,30,5,10,8,0,0,2,5,0,1,2,6,.333,.382,.533,.916,16,1,1,0,1,0
581,LAD,2018-07-14,,LAA,L 4-5 (10),45,40,4,10,6,3,0,1,4,0,0,4,11,.250,.333,.400,.733,16,1,1,0,0,1
582,LAD,2018-07-13,,LAA,W 3-2,37,32,3,9,5,3,0,1,2,0,0,5,8,.281,.378,.469,.847,15,1,0,0,0,1
583,LAD,2018-07-12,@,SDP,W 3-2,36,30,3,5,3,2,0,0,3,0,1,4,9,.167,.306,.233,.539,7,0,2,0,0,0
584,LAD,2018-07-11,@,SDP,W 4-2,42,37,4,10,7,3,0,0,3,0,0,5,5,.270,.357,.351,.708,13,2,0,0,0,2
585,LAD,2018-07-10,@,SDP,L 1-4,32,30,1,4,2,1,0,1,1,0,0,2,9,.133,.188,.267,.454,8,0,0,0,0,0
586,LAD,2018-07-09,@,SDP,W 8-2,43,38,8,14,9,5,0,0,8,1,0,4,2,.368,.419,.500,.919,19,2,0,0,1,1
587,LAD,2018-07-08,@,LAA,L 3-4,33,30,3,5,4,0,0,1,3,0,0,3,11,.167,.242,.267,.509,8,2,0,0,0,0
588,LAD,2018-07-07,@,LAA,W 3-1,36,30,3,4,3,0,0,1,3,0,0,5,14,.133,.257,.233,.490,7,0,0,1,0,0
589,LAD,2018-07-06,@,LAA,L 2-3,34,31,2,4,3,1,0,0,2,0,0,3,12,.129,.206,.161,.367,5,0,0,0,0,0
590,LAD,2018-07-04,,PIT,W 6-4,38,31,6,9,7,2,0,0,6,0,0,6,4,.290,.421,.355,.776,11,0,1,0,0,0
591,LAD,2018-07-03,,PIT,W 8-3,38,33,8,11,2,1,2,6,8,0,1,4,10,.333,.421,1.030,1.451,34,0,1,0,0,0
592,LAD,2018-07-02,,PIT,W 17-1,52,46,17,21,12,5,0,4,15,0,0,6,7,.457,.519,.826,1.345,38,0,0,0,0,0
593,LAD,2018-07-01,,COL,W 6-4,36,32,6,11,7,3,0,1,5,0,2,3,7,.344,.417,.531,.948,17,1,1,0,0,0
594,LAD,2018-06-30,,COL,L 1-3,30,30,1,3,2,0,0,1,1,0,0,0,10,.100,.100,.200,.300,6,0,0,0,0,0
595,LAD,2018-06-29,,COL,L 1-3,31,30,1,5,4,0,0,1,1,0,0,1,10,.167,.194,.267,.460,8,2,0,0,0,0
596,LAD,2018-06-28,,CHC,L 5-11,42,35,5,9,5,2,0,2,5,1,0,5,5,.257,.366,.486,.852,17,0,1,1,0,0
597,LAD,2018-06-27,,CHC,W 7-5,44,36,7,12,8,1,0,3,7,0,0,7,6,.333,.455,.611,1.066,22,1,1,0,0,1
598,LAD,2018-06-26,,CHC,L 4-9,35,32,4,6,6,0,0,0,3,3,0,3,11,.188,.257,.188,.445,6,0,0,0,0,0
599,LAD,2018-06-25,,CHC,W 2-1,30,27,2,5,2,1,0,2,2,0,0,3,4,.185,.267,.444,.711,12,1,0,0,0,0
600,LAD,2018-06-24,@,NYM,W 8-7 (11),46,44,8,13,6,0,0,7,7,1,1,2,9,.295,.326,.773,1.099,34,1,0,0,0,0
601,LAD,2018-06-23,@,NYM,W 8-3,43,36,8,9,5,1,1,2,8,0,0,6,9,.250,.357,.500,.857,18,0,0,1,0,1
602,LAD,2018-06-22,@,NYM,W 5-2,35,31,5,6,4,0,0,2,5,0,0,3,8,.194,.265,.387,.652,12,0,0,1,0,0
603,LAD,2018-06-20,@,CHC,L 0-4,34,31,0,6,3,3,0,0,0,0,0,3,2,.194,.265,.290,.555,9,0,0,0,0,0
604,LAD,2018-06-19 (2),@,CHC,L 1-2 (10),44,37,1,9,7,2,0,0,1,1,0,7,9,.243,.364,.297,.661,11,1,0,0,0,1
605,LAD,2018-06-19 (1),@,CHC,W 4-3,42,30,4,6,1,3,1,1,4,0,0,8,10,.200,.385,.467,.851,14,0,1,3,0,0
606,LAD,2018-06-17,,SFG,L 1-4,31,30,1,4,4,0,0,0,0,0,0,1,8,.133,.161,.133,.295,4,1,0,0,0,0
607,LAD,2018-06-16,,SFG,W 3-1,33,28,3,6,3,1,0,2,3,0,0,4,6,.214,.313,.464,.777,13,1,0,1,0,1
608,LAD,2018-06-15,,SFG,W 3-2,34,30,3,6,2,2,0,2,3,0,0,3,9,.200,.273,.467,.739,14,0,0,1,0,0
609,LAD,2018-06-13,,TEX,W 3-2 (11),44,35,3,6,3,2,0,1,1,2,1,9,13,.171,.341,.314,.655,11,1,0,0,0,1
610,LAD,2018-06-12,,TEX,W 12-5,42,39,12,16,7,6,0,3,11,0,0,3,9,.410,.452,.795,1.247,31,0,0,0,0,1
611,LAD,2018-06-10,,ATL,W 7-2,37,32,7,10,5,2,0,3,7,1,1,4,8,.313,.389,.656,1.045,21,0,0,1,0,0
612,LAD,2018-06-09,,ATL,L 3-5,34,31,3,6,3,2,0,1,2,0,0,3,10,.194,.265,.355,.620,11,2,0,0,0,0
613,LAD,2018-06-08,,ATL,W 7-3,33,30,7,8,2,1,0,5,7,2,0,3,9,.267,.333,.800,1.133,24,0,0,0,0,0
614,LAD,2018-06-07,@,PIT,W 8-7,43,38,8,13,6,4,0,3,8,1,0,4,10,.342,.405,.684,1.089,26,0,0,1,0,0
615,LAD,2018-06-06,@,PIT,L 9-11,41,33,9,8,4,2,0,2,8,0,0,8,6,.242,.390,.485,.875,16,1,0,0,0,0
616,LAD,2018-06-05,@,PIT,W 5-0,36,33,5,7,4,0,0,3,5,1,0,2,11,.212,.250,.485,.735,16,0,0,0,1,0
617,LAD,2018-06-03,@,COL,W 10-7,41,39,10,11,5,3,0,3,8,1,0,2,8,.282,.317,.590,.907,23,0,0,0,0,0
618,LAD,2018-06-02,@,COL,W 12-4,45,39,12,13,8,1,1,3,11,0,0,6,10,.333,.422,.641,1.063,25,1,0,0,0,0
619,LAD,2018-06-01,@,COL,W 11-8,45,35,11,12,5,3,1,3,11,0,0,6,6,.343,.422,.743,1.165,26,0,1,0,3,0
620,LAD,2018-05-31,,PHI,L 1-2,31,30,1,2,1,1,0,0,1,0,0,1,9,.067,.097,.100,.197,3,0,0,0,0,0
621,LAD,2018-05-30,,PHI,W 8-2,42,35,8,13,9,2,0,2,8,1,0,4,10,.371,.415,.600,1.015,21,0,0,1,2,1
622,LAD,2018-05-29,,PHI,L 1-6,36,34,1,9,8,1,0,0,1,0,0,2,7,.265,.306,.294,.600,10,2,0,0,0,0
623,LAD,2018-05-28,,PHI,W 5-4,33,31,5,7,5,2,0,0,5,1,0,2,11,.226,.273,.290,.563,9,1,0,0,0,0
624,LAD,2018-05-27,,SDP,W 6-1,34,32,6,10,7,1,0,2,5,0,1,2,5,.313,.353,.531,.884,17,1,0,0,0,0
625,LAD,2018-05-26,,SDP,L 5-7,40,35,5,8,5,1,0,2,5,0,0,5,8,.229,.325,.429,.754,15,1,0,0,0,0
626,LAD,2018-05-25,,SDP,W 4-1,31,28,4,5,3,0,0,2,4,0,0,3,5,.179,.258,.393,.651,11,1,0,0,0,0
627,LAD,2018-05-23,,COL,W 3-0,32,26,3,6,4,2,0,0,3,0,0,3,3,.231,.323,.308,.630,8,1,1,1,1,1
628,LAD,2018-05-22,,COL,W 5-3,33,30,5,6,2,2,0,2,5,0,0,3,6,.200,.273,.467,.739,14,0,0,0,0,0
629,LAD,2018-05-21,,COL,L 1-2,33,29,1,3,1,1,0,1,1,0,0,3,7,.103,.212,.241,.454,7,1,1,0,0,0
630,LAD,2018-05-20,@,WSN,W 7-2,39,33,7,7,1,3,0,3,7,1,0,6,9,.212,.333,.576,.909,19,1,0,0,0,0
631,LAD,2018-05-19 (2),@,WSN,W 5-4,40,36,5,10,4,3,1,2,5,1,0,4,15,.278,.350,.583,.933,21,2,0,0,0,1
632,LAD,2018-05-19 (1),@,WSN,W 4-1,37,32,4,7,4,2,1,0,4,0,0,2,9,.219,.270,.344,.614,11,1,1,0,2,0
633,LAD,2018-05-17,@,MIA,W 7-0,44,36,7,10,5,4,0,1,7,0,0,7,7,.278,.395,.472,.868,17,0,0,1,0,0
634,LAD,2018-05-16,@,MIA,L 5-6,39,37,5,10,6,3,0,1,5,0,0,1,7,.270,.308,.432,.740,16,1,1,0,0,0
635,LAD,2018-05-15,@,MIA,L 2-4,35,31,2,5,3,0,0,2,2,0,0,3,5,.161,.235,.355,.590,11,0,0,1,0,0
636,LAD,2018-05-13,,CIN,L 3-5,32,32,3,5,3,0,0,2,3,0,0,0,12,.156,.156,.344,.500,11,1,0,0,0,0
637,LAD,2018-05-12,,CIN,L 3-5,41,37,3,12,9,2,0,1,3,0,0,3,7,.324,.375,.459,.834,17,0,0,1,0,1
638,LAD,2018-05-11,,CIN,L 2-6,34,32,2,5,1,1,2,1,2,0,0,1,9,.156,.206,.406,.612,13,0,1,0,0,0
639,LAD,2018-05-10,,CIN,L 1-4,36,31,1,4,4,0,0,0,1,0,0,4,7,.129,.229,.129,.358,4,1,0,1,0,0
640,LAD,2018-05-09,,ARI,W 6-3,38,30,6,8,7,1,0,0,4,1,0,6,10,.267,.395,.300,.695,9,0,1,0,1,0
641,LAD,2018-05-08,,ARI,L 5-8 (12),52,43,5,9,5,2,0,2,5,0,0,7,11,.209,.333,.395,.729,17,1,1,1,0,1
642,LAD,2018-05-06,@,SDP,L 0-3,40,37,0,9,8,1,0,0,0,0,0,3,12,.243,.300,.270,.570,10,0,0,0,0,0
643,LAD,2018-05-05,@,SDP,L 4-7,40,33,4,10,7,2,0,1,4,1,0,5,10,.303,.410,.455,.865,15,2,1,1,0,0
644,LAD,2018-05-04,@,SDP,W 4-0,37,34,4,9,5,1,1,2,4,0,0,3,9,.265,.324,.529,.854,18,1,0,0,0,0
645,LAD,2018-05-03,@,ARI,W 5-2,38,32,5,7,3,3,0,1,3,1,0,4,8,.219,.316,.406,.722,13,1,1,0,1,1
646,LAD,2018-05-02,@,ARI,W 2-1,34,29,2,6,4,2,0,0,2,0,0,3,6,.207,.294,.276,.570,8,3,1,0,1,0
647,LAD,2018-05-01,@,ARI,L 3-4,38,30,3,4,2,1,0,1,3,0,0,7,7,.133,.316,.267,.582,8,2,1,0,0,1
648,LAD,2018-04-30,@,ARI,L 5-8,37,33,5,7,2,3,1,1,5,0,0,1,11,.212,.270,.455,.725,15,0,2,0,1,0
649,LAD,2018-04-29,@,SFG,L 2-4,34,33,2,8,6,2,0,0,2,1,0,1,6,.242,.265,.303,.568,10,1,0,0,0,0
650,LAD,2018-04-28 (2),@,SFG,L 3-8,36,30,3,5,3,1,0,1,2,0,0,5,6,.167,.286,.300,.586,9,1,0,1,0,0
651,LAD,2018-04-28 (1),@,SFG,W 15-6,55,46,15,20,11,6,2,1,14,1,0,6,8,.435,.527,.717,1.245,33,0,3,0,0,0
652,LAD,2018-04-27,@,SFG,L 4-6,41,33,4,8,5,3,0,0,4,2,1,7,7,.242,.375,.333,.708,11,0,0,1,0,0
653,LAD,2018-04-25,,MIA,L 6-8,40,36,6,9,5,1,1,2,6,0,0,4,12,.250,.325,.500,.825,18,0,0,0,0,0
654,LAD,2018-04-24,,MIA,L 2-3,37,32,2,5,2,3,0,0,2,0,0,5,7,.156,.270,.250,.520,8,0,0,0,0,0
655,LAD,2018-04-23,,MIA,W 2-1,32,29,2,6,3,2,0,1,2,0,0,2,11,.207,.250,.379,.629,11,0,0,0,1,0
656,LAD,2018-04-22,,WSN,W 4-3,32,26,4,5,1,4,0,0,4,0,2,4,8,.192,.313,.346,.659,9,0,1,0,1,0
657,LAD,2018-04-21,,WSN,W 4-0,33,29,4,7,4,0,0,3,4,1,1,3,10,.241,.333,.552,.885,16,1,1,0,0,1
658,LAD,2018-04-20,,WSN,L 2-5,38,32,2,6,4,1,1,0,2,0,0,4,12,.188,.316,.281,.597,9,1,2,0,0,0
659,LAD,2018-04-18,@,SDP,W 13-4,48,44,13,18,12,5,0,1,11,0,0,3,11,.409,.447,.591,1.038,26,0,0,1,0,0
660,LAD,2018-04-17,@,SDP,W 7-3 (12),54,46,7,11,6,3,1,1,7,1,0,6,8,.239,.333,.413,.746,19,1,1,0,1,2
661,LAD,2018-04-16,@,SDP,W 10-3,43,36,10,9,4,2,1,2,10,0,0,7,11,.250,.372,.528,.900,19,1,0,0,0,1
662,LAD,2018-04-15,,ARI,W 7-2,40,32,7,8,5,2,0,1,7,0,0,7,13,.250,.375,.406,.781,13,0,0,0,1,0
663,LAD,2018-04-14,,ARI,L 1-9,36,34,1,8,5,3,0,0,1,0,1,2,5,.235,.278,.324,.601,11,0,0,0,0,0
664,LAD,2018-04-13,,ARI,L 7-8,41,37,7,11,8,1,0,2,7,0,0,3,8,.297,.366,.486,.852,18,1,1,0,0,0
665,LAD,2018-04-11,,OAK,L 6-16,40,39,6,12,7,3,0,2,6,0,0,0,5,.308,.300,.538,.838,21,0,0,0,1,0
666,LAD,2018-04-10,,OAK,W 4-0,35,33,4,11,6,2,0,3,4,0,0,2,9,.333,.371,.667,1.038,22,1,0,0,0,0
667,LAD,2018-04-08,@,SFG,W 2-1 (10),41,37,2,10,8,2,0,0,2,1,1,4,5,.270,.341,.324,.666,12,2,0,0,0,1
668,LAD,2018-04-07,@,SFG,L 5-7 (14),62,53,5,12,10,1,0,1,4,0,0,9,10,.226,.339,.302,.641,16,2,0,0,0,1
669,LAD,2018-04-04,@,ARI,L 0-3,31,28,0,1,0,1,0,0,0,0,0,3,15,.036,.129,.071,.200,2,0,0,0,0,0
670,LAD,2018-04-03,@,ARI,L 1-6,32,29,1,4,2,2,0,0,1,0,0,1,4,.138,.161,.207,.368,6,0,0,1,1,0
671,LAD,2018-04-02,@,ARI,L 7-8 (15),71,61,7,19,15,2,0,2,7,0,0,8,11,.311,.391,.443,.834,27,1,0,2,0,1
672,LAD,2018-04-01,,SFG,W 9-0,37,36,9,13,9,3,0,1,8,0,1,0,7,.361,.378,.528,.906,19,0,1,0,0,0
673,LAD,2018-03-31,,SFG,W 5-0,31,26,5,4,2,1,1,0,3,0,0,3,5,.154,.226,.269,.495,7,2,0,0,2,0
674,LAD,2018-03-30,,SFG,L 0-1,27,27,0,1,1,0,0,0,0,0,0,0,8,.037,.037,.037,.074,1,1,0,0,0,0
675,LAD,2018-03-29,,SFG,L 0-1,36,31,0,6,6,0,0,0,0,2,0,5,10,.194,.306,.194,.499,6,2,0,0,0,0
676,LAD,2017-10-01,@,COL,W 6-3,46,36,6,10,5,5,0,0,6,0,0,9,4,.278,.413,.417,.830,15,0,0,0,1,0
677,LAD,2017-09-30,@,COL,W 5-3,37,32,5,8,6,1,0,1,5,1,0,1,6,.250,.333,.375,.708,12,2,3,1,0,0
678,LAD,2017-09-29,@,COL,L 1-9,34,32,1,6,6,0,0,0,1,0,0,2,5,.188,.235,.188,.423,6,1,0,0,0,0
679,LAD,2017-09-27,,SDP,W 10-0,38,34,10,12,7,2,0,3,10,0,0,3,9,.353,.395,.676,1.071,23,2,0,0,1,0
680,LAD,2017-09-26,,SDP,W 9-2,44,35,9,11,4,4,0,3,9,1,0,9,9,.314,.455,.686,1.140,24,0,0,0,0,1
681,LAD,2017-09-25,,SDP,W 9-3,38,30,9,10,4,4,0,2,9,0,0,6,7,.333,.432,.667,1.099,20,2,0,1,1,0
682,LAD,2017-09-24,,SFG,W 3-1,33,28,3,7,4,2,0,1,3,1,0,3,2,.250,.313,.429,.741,12,0,0,1,1,0
683,LAD,2017-09-23,,SFG,L 1-2,31,30,1,6,3,2,0,1,1,0,1,1,5,.200,.226,.367,.592,11,2,0,0,0,0
