fips,county_name,state_abbr,population,year
37027,Caldwell County,NC,70709,1990
45047,Greenwood County,SC,59567,1990
05015,Carroll County,AR,18654,1990
26015,Barry County,MI,50057,1990
40119,Payne County,OK,61507,1990
21081,Grant County,KY,15737,1990
17019,Champaign County,IL,173025,1990
53037,Kittitas County,WA,26725,1990
47107,McMinn County,TN,42383,1990
35057,Torrance County,NM,10285,1990
24035,Queen Anne's County,MD,33953,1990
51001,Accomack County,VA,31703,1990
42075,Lebanon County,PA,113744,1990
13085,Dawson County,GA,9429,1990
09015,Windham County,CT,102525,1990
55095,Polk County,WI,34773,1990
49039,Sanpete County,UT,16259,1990
51047,Culpeper County,VA,27791,1990
37111,McDowell County,NC,35681,1990
29009,Barry County,MO,27547,1990
40037,Creek County,OK,60915,1990
51161,Roanoke County,VA,79332,1990
27111,Otter Tail County,MN,50714,1990
13187,Lumpkin County,GA,14573,1990
48147,Fannin County,TX,24804,1990
48183,Gregg County,TX,104948,1990
18043,Floyd County,IN,64404,1990
06103,Tehama County,CA,49625,1990
53017,Douglas County,WA,26205,1990
51061,Fauquier County,VA,48741,1990
26047,Emmet County,MI,25040,1990
54061,Monongalia County,WV,75509,1990
55015,Calumet County,WI,34291,1990
37167,Stanly County,NC,51765,1990
37113,Macon County,NC,23499,1990
26035,Clare County,MI,24952,1990
12093,Okeechobee County,FL,29627,1990
37099,Jackson County,NC,26846,1990
54037,Jefferson County,WV,35926,1990
49003,Box Elder County,UT,36485,1990
37193,Wilkes County,NC,59393,1990
55055,Jefferson County,WI,67783,1990
06035,Lassen County,CA,27598,1990
45037,Edgefield County,SC,18375,1990
53047,Okanogan County,WA,33350,1990
01121,Talladega County,AL,74107,1990
26159,Van Buren County,MI,70060,1990
48465,Val Verde County,TX,38721,1990
01071,Jackson County,AL,47796,1990
34007,Camden County,NJ,502824,1990
39075,Holmes County,OH,32849,1990
51143,Pittsylvania County,VA,55655,1990
41035,Klamath County,OR,57702,1990
37003,Alexander County,NC,27544,1990
06109,Tuolumne County,CA,48456,1990
32001,Churchill County,NV,17938,1990
41009,Columbia County,OR,37557,1990
37161,Rutherford County,NC,56918,1990
44003,Kent County,RI,161135,1990
48071,Chambers County,TX,20088,1990
06045,Mendocino County,CA,80345,1990
13145,Harris County,GA,17788,1990
48407,San Jacinto County,TX,16372,1990
04012,La Paz County,AZ,13844,1990
37157,Rockingham County,NC,86064,1990
37197,Yadkin County,NC,30488,1990
53031,Jefferson County,WA,20146,1990
48055,Caldwell County,TX,26392,1990
29091,Howell County,MO,31447,1990
55097,Portage County,WI,61405,1990
18151,Steuben County,IN,27446,1990
39063,Hancock County,OH,65536,1990
41019,Douglas County,OR,94649,1990
29101,Johnson County,MO,42514,1990
37189,Watauga County,NC,36952,1990
19169,Story County,IA,74252,1990
18133,Putnam County,IN,30315,1990
26143,Roscommon County,MI,19776,1990
39109,Miami County,OH,93182,1990
25015,Hampshire County,MA,146568,1990
26049,Genesee County,MI,430459,1990
51149,Prince George County,VA,27394,1990
05009,Boone County,AR,28297,1990
22089,St. Charles Parish,LA,42437,1990
55135,Waupaca County,WI,46104,1990
48073,Cherokee County,TX,41049,1990
08107,Routt County,CO,14088,1990
19193,Woodbury County,IA,98276,1990
41041,Lincoln County,OR,38889,1990
48097,Cooke County,TX,30777,1990
41045,Malheur County,OR,26038,1990
48451,Tom Green County,TX,98458,1990
45031,Darlington County,SC,61851,1990
47081,Hickman County,TN,16754,1990
05055,Greene County,AR,31804,1990
51023,Botetourt County,VA,24992,1990
30047,Lake County,MT,21041,1990
42119,Union County,PA,36176,1990
37145,Person County,NC,30180,1990
51187,Warren County,VA,26142,1990
16013,Blaine County,ID,13552,1990
50011,Franklin County,VT,39980,1990
18087,Lagrange County,IN,29477,1990
48299,Llano County,TX,11631,1990
55083,Oconto County,WI,30226,1990
13071,Colquitt County,GA,36645,1990
09003,Hartford County,CT,851783,1990
12063,Jackson County,FL,41375,1990
27059,Isanti County,MN,25921,1990
27021,Cass County,MN,21791,1990
29105,Laclede County,MO,27158,1990
12107,Putnam County,FL,65070,1990
26137,Otsego County,MI,17957,1990
41031,Jefferson County,OR,13676,1990
56025,Natrona County,WY,61226,1990
51109,Louisa County,VA,20325,1990
13291,Union County,GA,11993,1990
42033,Clearfield County,PA,78097,1990
47177,Warren County,TN,32992,1990
42049,Erie County,PA,275572,1990
27115,Pine County,MN,21264,1990
27007,Beltrami County,MN,34384,1990
47019,Carter County,TN,51505,1990
08087,Morgan County,CO,21939,1990
47117,Marshall County,TN,21539,1990
51191,Washington County,VA,45887,1990
17063,Grundy County,IL,32337,1990
48349,Navarro County,TX,39926,1990
17133,Monroe County,IL,22422,1990
45053,Jasper County,SC,15487,1990
48217,Hill County,TX,27146,1990
13009,Baldwin County,GA,39530,1990
29167,Polk County,MO,21826,1990
37047,Columbus County,NC,49587,1990
08083,Montezuma County,CO,18672,1990
39071,Highland County,OH,35728,1990
40135,Sequoyah County,OK,33828,1990
39027,Clinton County,OH,35415,1990
49051,Wasatch County,UT,10089,1990
36069,Ontario County,NY,95101,1990
02090,Fairbanks North Star Borough,AK,77720,1990
55085,Oneida County,WI,31679,1990
18073,Jasper County,IN,24960,1990
19155,Pottawattamie County,IA,82628,1990
17141,Ogle County,IL,45957,1990
13127,Glynn County,GA,62496,1990
41013,Crook County,OR,14111,1990
06005,Amador County,CA,30039,1990
22073,Ouachita Parish,LA,142191,1990
26031,Cheboygan County,MI,21398,1990
39005,Ashland County,OH,47507,1990
48143,Erath County,TX,27991,1990
40097,Mayes County,OK,33366,1990
20057,Ford County,KS,27463,1990
29219,Warren County,MO,19534,1990
22045,Iberia Parish,LA,68297,1990
29109,Lawrence County,MO,30236,1990
21215,Spencer County,KY,6801,1990
18033,De Kalb County,IN,35324,1990
51079,Greene County,VA,10297,1990
40087,McClain County,OK,22795,1990
21093,Hardin County,KY,89240,1990
26009,Antrim County,MI,18185,1990
40083,Logan County,OK,29011,1990
13175,Laurens County,GA,39988,1990
20121,Miami County,KS,23466,1990
23009,Hancock County,ME,46948,1990
40079,Le Flore County,OK,43270,1990
31019,Buffalo County,NE,37447,1990
17179,Tazewell County,IL,123692,1990
47013,Campbell County,TN,35079,1990
12041,Gilchrist County,FL,9667,1990
21037,Campbell County,KY,83866,1990
29119,McDonald County,MO,16938,1990
47069,Hardeman County,TN,23377,1990
48185,Grimes County,TX,18828,1990
51540,Charlottesville city,VA,40341,1990
36105,Sullivan County,NY,69277,1990
47145,Roane County,TN,47227,1990
13195,Madison County,GA,21050,1990
13237,Putnam County,GA,14137,1990
51093,Isle of Wight County,VA,25053,1990
51073,Gloucester County,VA,30131,1990
13207,Monroe County,GA,17113,1990
36117,Wayne County,NY,89123,1990
19181,Warren County,IA,36033,1990
05023,Cleburne County,AR,19411,1990
28093,Marshall County,MS,30361,1990
48203,Harrison County,TX,57483,1990
47099,Lawrence County,TN,35303,1990
26029,Charlevoix County,MI,21468,1990
26151,Sanilac County,MI,39928,1990
31079,Hall County,NE,48925,1990
48007,Aransas County,TX,17892,1990
22099,St. Martin Parish,LA,43978,1990
17099,La Salle County,IL,106913,1990
36033,Franklin County,NY,46540,1990
26089,Leelanau County,MI,16527,1990
13267,Tattnall County,GA,17722,1990
29161,Phelps County,MO,35248,1990
05071,Johnson County,AR,18221,1990
08007,Archuleta County,CO,5345,1990
48277,Lamar County,TX,43949,1990
47051,Franklin County,TN,34725,1990
21005,Anderson County,KY,14571,1990
28105,Oktibbeha County,MS,38375,1990
18119,Owen County,IN,17281,1990
48241,Jasper County,TX,31102,1990
26067,Ionia County,MI,57024,1990
28115,Pontotoc County,MS,22237,1990
47111,Macon County,TN,15906,1990
08049,Grand County,CO,7966,1990
39129,Pickaway County,OH,48255,1990
51137,Orange County,VA,21421,1990
48361,Orange County,TX,80509,1990
37053,Currituck County,NC,13736,1990
48347,Nacogdoches County,TX,54753,1990
01019,Cherokee County,AL,19543,1990
40013,Bryan County,OK,32089,1990
18061,Harrison County,IN,29890,1990
31047,Dawson County,NE,19940,1990
47029,Cocke County,TN,29141,1990
26127,Oceana County,MI,22454,1990
35047,San Miguel County,NM,25743,1990
21059,Daviess County,KY,87189,1990
56005,Campbell County,WY,29370,1990
20103,Leavenworth County,KS,64371,1990
16057,Latah County,ID,30617,1990
13233,Polk County,GA,33815,1990
20169,Saline County,KS,49301,1990
48253,Jones County,TX,16490,1990
28035,Forrest County,MS,68314,1990
28123,Scott County,MS,24137,1990
26023,Branch County,MI,41502,1990
28107,Panola County,MS,29996,1990
55081,Monroe County,WI,36633,1990
01007,Bibb County,AL,16576,1990
48281,Lampasas County,TX,13521,1990
05059,Hot Spring County,AR,26115,1990
48457,Tyler County,TX,16646,1990
48477,Washington County,TX,26154,1990
22003,Allen Parish,LA,21226,1990
19013,Black Hawk County,IA,123798,1990
55005,Barron County,WI,40750,1990
13305,Wayne County,GA,22356,1990
42039,Crawford County,PA,86169,1990
13035,Butts County,GA,15326,1990
45025,Chesterfield County,SC,38577,1990
16011,Bingham County,ID,37583,1990
27041,Douglas County,MN,28674,1990
16075,Payette County,ID,16434,1990
05089,Marion County,AR,12001,1990
18067,Howard County,IN,80827,1990
09011,New London County,CT,254957,1990
37039,Cherokee County,NC,20170,1990
26051,Gladwin County,MI,21896,1990
26165,Wexford County,MI,26360,1990
13011,Banks County,GA,10308,1990
47173,Union County,TN,13694,1990
22057,Lafourche Parish,LA,85860,1990
48449,Titus County,TX,24009,1990
13183,Long County,GA,6202,1990
36113,Warren County,NY,59209,1990
37181,Vance County,NC,38892,1990
47143,Rhea County,TN,24344,1990
12133,Washington County,FL,16919,1990
45027,Clarendon County,SC,28450,1990
06015,Del Norte County,CA,23460,1990
53055,San Juan County,WA,10035,1990
27009,Benton County,MN,30185,1990
55093,Pierce County,WI,32765,1990
21009,Barren County,KY,34001,1990
39141,Ross County,OH,69330,1990
12039,Gadsden County,FL,41105,1990
29159,Pettis County,MO,35437,1990
02110,Juneau Borough,AK,26751,1990
13255,Spalding County,GA,54457,1990
55033,Dunn County,WI,35909,1990
26033,Chippewa County,MI,34604,1990
28137,Tate County,MS,21432,1990
48459,Upshur County,TX,31370,1990
13021,Bibb County,GA,149967,1990
37149,Polk County,NC,14416,1990
22017,Caddo Parish,LA,248253,1990
21073,Franklin County,KY,43781,1990
18079,Jennings County,IN,23661,1990
45029,Colleton County,SC,34377,1990
28099,Neshoba County,MS,24800,1990
39117,Morrow County,OH,27749,1990
37175,Transylvania County,NC,25520,1990
13111,Fannin County,GA,15992,1990
39029,Columbiana County,OH,108276,1990
26019,Benzie County,MI,12200,1990
16065,Madison County,ID,23674,1990
12003,Baker County,FL,18486,1990
55137,Waushara County,WI,19385,1990
40051,Grady County,OK,41747,1990
20175,Seward County,KS,18743,1990
48015,Austin County,TX,19832,1990
22113,Vermilion Parish,LA,50055,1990
13275,Thomas County,GA,38986,1990
29141,Morgan County,MO,15574,1990
47091,Johnson County,TN,13766,1990
47025,Claiborne County,TN,26137,1990
13143,Haralson County,GA,21966,1990
47055,Giles County,TN,25741,1990
54027,Hampshire County,WV,16498,1990
33005,Cheshire County,NH,70121,1990
39091,Logan County,OH,42310,1990
40139,Texas County,OK,16419,1990
28127,Simpson County,MS,23953,1990
08051,Gunnison County,CO,10273,1990
47077,Henderson County,TN,21844,1990
27095,Mille Lacs County,MN,18670,1990
13205,Mitchell County,GA,20275,1990
16069,Nez Perce County,ID,33754,1990
21049,Clark County,KY,29496,1990
48401,Rusk County,TX,43735,1990
13119,Franklin County,GA,16650,1990
29055,Crawford County,MO,19173,1990
01005,Barbour County,AL,25417,1990
01055,Etowah County,AL,99840,1990
37017,Bladen County,NC,28663,1990
48171,Gillespie County,TX,17204,1990
47097,Lauderdale County,TN,23491,1990
18071,Jackson County,IN,37730,1990
37139,Pasquotank County,NC,31298,1990
37079,Greene County,NC,15384,1990
39051,Fulton County,OH,38498,1990
51053,Dinwiddie County,VA,20960,1990
12007,Bradford County,FL,22515,1990
47159,Smith County,TN,14143,1990
47057,Grainger County,TN,17095,1990
17199,Williamson County,IL,57733,1990
08015,Chaffee County,CO,12684,1990
51685,Manassas Park city,VA,6734,1990
13025,Brantley County,GA,11077,1990
35005,Chaves County,NM,57849,1990
55077,Marquette County,WI,12321,1990
31043,Dakota County,NE,16742,1990
40031,Comanche County,OK,111486,1990
26149,St. Joseph County,MI,58913,1990
25019,Nantucket County,MA,6012,1990
41027,Hood River County,OR,16903,1990
55115,Shawano County,WI,37157,1990
18175,Washington County,IN,23717,1990
51031,Campbell County,VA,47572,1990
13079,Crawford County,GA,8991,1990
50015,Lamoille County,VT,19735,1990
21083,Graves County,KY,33550,1990
37123,Montgomery County,NC,23346,1990
13231,Pike County,GA,10224,1990
36039,Greene County,NY,44739,1990
39131,Pike County,OH,24249,1990
21035,Calloway County,KY,30735,1990
51171,Shenandoah County,VA,31636,1990
27057,Hubbard County,MN,14939,1990
27049,Goodhue County,MN,40690,1990
49041,Sevier County,UT,15431,1990
01059,Franklin County,AL,27814,1990
13277,Tift County,GA,34998,1990
13241,Rabun County,GA,11648,1990
05149,Yell County,AR,17759,1990
13131,Grady County,GA,20279,1990
01031,Coffee County,AL,40240,1990
40121,Pittsburg County,OK,40581,1990
41049,Morrow County,OR,7625,1990
50027,Windsor County,VT,54055,1990
35051,Sierra County,NM,9912,1990
25007,Dukes County,MA,11639,1990
16045,Gem County,ID,11844,1990
55125,Vilas County,WI,17707,1990
35017,Grant County,NM,27676,1990
21047,Christian County,KY,68941,1990
29015,Benton County,MO,13859,1990
01033,Colbert County,AL,51666,1990
21137,Lincoln County,KY,20045,1990
51009,Amherst County,VA,28578,1990
35053,Socorro County,NM,14764,1990
55045,Green County,WI,30339,1990
23013,Knox County,ME,36310,1990
48049,Brown County,TX,34371,1990
26057,Gratiot County,MI,38982,1990
42051,Fayette County,PA,145351,1990
01079,Lawrence County,AL,31513,1990
13147,Hart County,GA,19712,1990
28145,Union County,MS,22085,1990
51099,King George County,VA,13527,1990
24041,Talbot County,MD,30549,1990
32013,Humboldt County,NV,12844,1990
26101,Manistee County,MI,21265,1990
23027,Waldo County,ME,33018,1990
23015,Lincoln County,ME,30357,1990
21239,Woodford County,KY,19955,1990
47047,Fayette County,TN,25559,1990
39077,Huron County,OH,56240,1990
26107,Mecosta County,MI,37308,1990
13285,Troup County,GA,55536,1990
12029,Dixie County,FL,10585,1990
13055,Chattooga County,GA,22242,1990
47079,Henry County,TN,27888,1990
21079,Garrard County,KY,11579,1990
42045,Delaware County,PA,547651,1990
16053,Jerome County,ID,15138,1990
46029,Codington County,SD,22698,1990
45049,Hampton County,SC,18191,1990
40111,Okmulgee County,OK,36490,1990
18107,Montgomery County,IN,34436,1990
12125,Union County,FL,10252,1990
48419,Shelby County,TX,22034,1990
45011,Barnwell County,SC,20293,1990
47103,Lincoln County,TN,28157,1990
21003,Allen County,KY,14628,1990
16015,Boise County,ID,3509,1990
39097,Madison County,OH,37068,1990
51117,Mecklenburg County,VA,29241,1990
18145,Shelby County,IN,40307,1990
27061,Itasca County,MN,40863,1990
48223,Hopkins County,TX,28833,1990
50023,Washington County,VT,54928,1990
26059,Hillsdale County,MI,43431,1990
18093,Lawrence County,IN,42836,1990
47001,Anderson County,TN,68250,1990
28041,Greene County,MS,10220,1990
26079,Kalkaska County,MI,13497,1990
47041,DeKalb County,TN,14360,1990
18037,Dubois County,IN,36616,1990
18183,Whitley County,IN,27651,1990
47121,Meigs County,TN,8033,1990
35015,Eddy County,NM,48605,1990
26133,Osceola County,MI,20146,1990
22095,St. John the Baptist Parish,LA,39996,1990
01127,Walker County,AL,67670,1990
05063,Independence County,AR,31192,1990
18091,La Porte County,IN,107066,1990
17081,Jefferson County,IL,37020,1990
50001,Addison County,VT,32953,1990
53027,Grays Harbor County,WA,64175,1990
51127,New Kent County,VA,10445,1990
31025,Cass County,NE,21318,1990
29059,Dallas County,MO,12646,1990
49047,Uintah County,UT,22211,1990
46011,Brookings County,SD,25207,1990
47185,White County,TN,20090,1990
05135,Sharp County,AR,14109,1990
21085,Grayson County,KY,21050,1990
56033,Sheridan County,WY,23562,1990
39149,Shelby County,OH,44915,1990
21173,Montgomery County,KY,19561,1990
48255,Karnes County,TX,12455,1990
12043,Glades County,FL,7591,1990
22001,Acadia Parish,LA,55882,1990
13159,Jasper County,GA,8453,1990
13261,Sumter County,GA,30228,1990
26129,Ogemaw County,MI,18681,1990
29221,Washington County,MO,20380,1990
55001,Adams County,WI,15682,1990
27147,Steele County,MN,30729,1990
53003,Asotin County,WA,17605,1990
18099,Marshall County,IN,42182,1990
47071,Hardin County,TN,22633,1990
08113,San Miguel County,CO,3653,1990
08075,Logan County,CO,17567,1990
45071,Newberry County,SC,33172,1990
28067,Jones County,MS,62031,1990
47183,Weakley County,TN,31972,1990
01053,Escambia County,AL,35518,1990
21157,Marshall County,KY,27205,1990
47115,Marion County,TN,24860,1990
29021,Buchanan County,MO,83083,1990
47181,Wayne County,TN,13935,1990
39007,Ashtabula County,OH,99821,1990
51033,Caroline County,VA,19217,1990
48505,Zapata County,TX,9279,1990
22011,Beauregard Parish,LA,30083,1990
13169,Jones County,GA,20739,1990
06051,Mono County,CA,9956,1990
01113,Russell County,AL,46860,1990
18023,Clinton County,IN,30974,1990
47161,Stewart County,TN,9479,1990
28085,Lincoln County,MS,30278,1990
05113,Polk County,AR,17347,1990
28031,Covington County,MS,16527,1990
19011,Benton County,IA,22429,1990
27001,Aitkin County,MN,12425,1990
13171,Lamar County,GA,13038,1990
05047,Franklin County,AR,14897,1990
13221,Oglethorpe County,GA,9763,1990
28131,Stone County,MS,10750,1990
39021,Champaign County,OH,36019,1990
27085,McLeod County,MN,32030,1990
29131,Miller County,MO,20700,1990
40081,Lincoln County,OK,29216,1990
48051,Burleson County,TX,13625,1990
35009,Curry County,NM,42207,1990
28003,Alcorn County,MS,31722,1990
55075,Marinette County,WI,40548,1990
55017,Chippewa County,WI,52360,1990
06043,Mariposa County,CA,14302,1990
53001,Adams County,WA,13603,1990
45081,Saluda County,SC,16357,1990
53051,Pend Oreille County,WA,8915,1990
17203,Woodford County,IL,32653,1990
54065,Morgan County,WV,12128,1990
21051,Clay County,KY,21746,1990
37033,Caswell County,NC,20693,1990
48287,Lee County,TX,12854,1990
40113,Osage County,OK,41645,1990
20059,Franklin County,KS,21994,1990
01133,Winston County,AL,22053,1990
12059,Holmes County,FL,15778,1990
48163,Frio County,TX,13472,1990
39043,Erie County,OH,76779,1990
47151,Scott County,TN,18358,1990
26157,Tuscola County,MI,55498,1990
18153,Sullivan County,IN,18993,1990
48297,Live Oak County,TX,9556,1990
28057,Itawamba County,MS,20017,1990
26085,Lake County,MI,8583,1990
51029,Buckingham County,VA,12873,1990
18055,Greene County,IN,30410,1990
19061,Dubuque County,IA,86403,1990
26105,Mason County,MI,25537,1990
24011,Caroline County,MD,27035,1990
13087,Decatur County,GA,25511,1990
39121,Noble County,OH,11336,1990
47023,Chester County,TN,12819,1990
39139,Richland County,OH,126137,1990
13295,Walker County,GA,58340,1990
39073,Hocking County,OH,25533,1990
51081,Greensville County,VA,8853,1990
37185,Warren County,NC,17265,1990
40019,Carter County,OK,42919,1990
51075,Goochland County,VA,14163,1990
47007,Bledsoe County,TN,9669,1990
41057,Tillamook County,OR,21570,1990
18095,Madison County,IN,130669,1990
37115,Madison County,NC,16953,1990
40091,McIntosh County,OK,16779,1990
37013,Beaufort County,NC,42283,1990
20037,Crawford County,KS,35568,1990
39009,Athens County,OH,59549,1990
48289,Leon County,TX,12665,1990
55057,Juneau County,WI,21650,1990
30013,Cascade County,MT,77691,1990
51035,Carroll County,VA,26594,1990
01123,Tallapoosa County,AL,38826,1990
55069,Lincoln County,WI,26993,1990
18069,Huntington County,IN,35427,1990
28163,Yazoo County,MS,25506,1990
17005,Bond County,IL,14991,1990
21145,McCracken County,KY,62879,1990
40115,Ottawa County,OK,30561,1990
55049,Iowa County,WI,20150,1990
50025,Windham County,VT,41588,1990
05087,Madison County,AR,11618,1990
40001,Adair County,OK,18421,1990
51007,Amelia County,VA,8787,1990
13133,Greene County,GA,11793,1990
16051,Jefferson County,ID,16543,1990
56029,Park County,WY,23178,1990
28075,Lauderdale County,MS,75555,1990
55013,Burnett County,WI,13084,1990
48463,Uvalde County,TX,23340,1990
13211,Morgan County,GA,12883,1990
18047,Franklin County,IN,19580,1990
31119,Madison County,NE,32655,1990
13281,Towns County,GA,6754,1990
46113,Shannon County,SD,9902,1990
16081,Teton County,ID,3439,1990
17049,Effingham County,IL,31704,1990
21099,Hart County,KY,14890,1990
21043,Carter County,KY,24340,1990
53039,Klickitat County,WA,16616,1990
21235,Whitley County,KY,33326,1990
18001,Adams County,IN,31095,1990
29135,Moniteau County,MO,12298,1990
06011,Colusa County,CA,16275,1990
16047,Gooding County,ID,11633,1990
20087,Jefferson County,KS,15905,1990
39127,Perry County,OH,31557,1990
18017,Cass County,IN,38413,1990
39119,Muskingum County,OH,82068,1990
05053,Grant County,AR,13948,1990
55053,Jackson County,WI,16588,1990
47153,Sequatchie County,TN,8863,1990
41011,Coos County,OR,60273,1990
28079,Leake County,MS,18436,1990
01111,Randolph County,AL,19881,1990
47133,Overton County,TN,17636,1990
13225,Peach County,GA,21189,1990
21077,Gallatin County,KY,5393,1990
28039,George County,MS,16673,1990
55071,Manitowoc County,WI,80421,1990
51163,Rockbridge County,VA,18350,1990
47129,Morgan County,TN,17300,1990
21231,Wayne County,KY,17468,1990
48031,Blanco County,TX,5972,1990
27067,Kandiyohi County,MN,38761,1990
55123,Vernon County,WI,25617,1990
45017,Calhoun County,SC,12753,1990
51025,Brunswick County,VA,15987,1990
42099,Perry County,PA,41172,1990
47045,Dyer County,TN,34854,1990
48379,Rains County,TX,6715,1990
49023,Juab County,UT,5817,1990
19099,Jasper County,IA,34795,1990
27017,Carlton County,MN,29259,1990
39079,Jackson County,OH,30230,1990
47139,Polk County,TN,13643,1990
36109,Tompkins County,NY,94097,1990
20155,Reno County,KS,62389,1990
54081,Raleigh County,WV,76819,1990
51147,Prince Edward County,VA,17320,1990
46135,Yankton County,SD,19252,1990
12047,Hamilton County,FL,10930,1990
46127,Union County,SD,10189,1990
22069,Natchitoches Parish,LA,36689,1990
13149,Heard County,GA,8628,1990
29049,Clinton County,MO,16595,1990
29163,Pike County,MO,15969,1990
48489,Willacy County,TX,17705,1990
46093,Meade County,SD,21878,1990
37107,Lenoir County,NC,57274,1990
47015,Cannon County,TN,10467,1990
32027,Pershing County,NV,4336,1990
40095,Marshall County,OK,10829,1990
37199,Yancey County,NC,15419,1990
21191,Pendleton County,KY,12036,1990
02050,Bethel Census Area,AK,13656,1990
26011,Arenac County,MI,14931,1990
21027,Breckinridge County,KY,16312,1990
48455,Trinity County,TX,11445,1990
26113,Missaukee County,MI,12147,1990
41007,Clatsop County,OR,33301,1990
36073,Orleans County,NY,41846,1990
22009,Avoyelles Parish,LA,39159,1990
13075,Cook County,GA,13456,1990
39019,Carroll County,OH,26521,1990
27137,St. Louis County,MN,198213,1990
13229,Pierce County,GA,13328,1990
45001,Abbeville County,SC,23862,1990
21175,Morgan County,KY,11648,1990
37011,Avery County,NC,14867,1990
18027,Daviess County,IN,27533,1990
20113,McPherson County,KS,27268,1990
28117,Prentiss County,MS,23278,1990
28087,Lowndes County,MS,59308,1990
55029,Door County,WI,25690,1990
22047,Iberville Parish,LA,31049,1990
55129,Washburn County,WI,13772,1990
51183,Sussex County,VA,10248,1990
48341,Moore County,TX,17865,1990
29007,Audrain County,MO,23599,1990
16073,Owyhee County,ID,8392,1990
37165,Scotland County,NC,33754,1990
05105,Perry County,AR,7969,1990
21103,Henry County,KY,12823,1990
21221,Trigg County,KY,10361,1990
51101,King William County,VA,10913,1990
39171,Williams County,OH,36956,1990
47109,McNairy County,TN,22422,1990
50019,Orleans County,VT,24053,1990
39135,Preble County,OH,40113,1990
13321,Worth County,GA,19745,1990
13191,McIntosh County,GA,8634,1990
08097,Pitkin County,CO,12661,1990
22125,West Feliciana Parish,LA,12915,1990
42067,Juniata County,PA,20625,1990
27065,Kanabec County,MN,12802,1990
48135,Ector County,TX,118934,1990
27079,Le Sueur County,MN,23239,1990
17001,Adams County,IL,66090,1990
05141,Van Buren County,AR,14008,1990
22121,West Baton Rouge Parish,LA,19419,1990
21163,Meade County,KY,24170,1990
13257,Stephens County,GA,23257,1990
54063,Monroe County,WV,12406,1990
37009,Ashe County,NC,22209,1990
31177,Washington County,NE,16607,1990
12079,Madison County,FL,16569,1990
22039,Evangeline Parish,LA,33274,1990
21141,Logan County,KY,24416,1990
27169,Winona County,MN,47828,1990
23017,Oxford County,ME,52602,1990
22037,East Feliciana Parish,LA,19211,1990
12123,Taylor County,FL,17111,1990
56013,Fremont County,WY,33662,1990
48371,Pecos County,TX,14675,1990
47085,Humphreys County,TN,15795,1990
51197,Wythe County,VA,25466,1990
31111,Lincoln County,NE,32508,1990
47101,Lewis County,TN,9247,1990
05133,Sevier County,AR,13637,1990
27005,Becker County,MN,27881,1990
21121,Knox County,KY,29676,1990
01061,Geneva County,AL,23647,1990
22111,Union Parish,LA,20690,1990
30043,Jefferson County,MT,7939,1990
05019,Clark County,AR,21437,1990
41065,Wasco County,OR,21683,1990
27097,Morrison County,MN,29604,1990
53049,Pacific County,WA,18882,1990
29023,Butler County,MO,38765,1990
16041,Franklin County,ID,9232,1990
12037,Franklin County,FL,8967,1990
13019,Berrien County,GA,14153,1990
20149,Pottawatomie County,KS,16128,1990
48035,Bosque County,TX,15125,1990
50017,Orange County,VT,26149,1990
42009,Bedford County,PA,47919,1990
13303,Washington County,GA,19112,1990
54035,Jackson County,WV,25938,1990
28113,Pike County,MS,36882,1990
21021,Boyle County,KY,25641,1990
19125,Marion County,IA,30001,1990
48161,Freestone County,TX,15818,1990
37153,Richmond County,NC,44518,1990
21223,Trimble County,KY,6090,1990
39011,Auglaize County,OH,44585,1990
55113,Sawyer County,WI,14181,1990
26039,Crawford County,MI,12260,1990
47005,Benton County,TN,14524,1990
01109,Pike County,AL,27595,1990
48313,Madison County,TX,10931,1990
45085,Sumter County,SC,102637,1990
13083,Dade County,GA,13147,1990
48089,Colorado County,TX,18383,1990
12013,Calhoun County,FL,11011,1990
26025,Calhoun County,MI,135982,1990
18181,White County,IN,23265,1990
27039,Dodge County,MN,15731,1990
13279,Toombs County,GA,24072,1990
06115,Yuba County,CA,58228,1990
13081,Crisp County,GA,20011,1990
05091,Miller County,AR,38467,1990
48363,Palo Pinto County,TX,25055,1990
36001,Albany County,NY,292594,1990
18143,Scott County,IN,20991,1990
05057,Hempstead County,AR,21621,1990
53075,Whitman County,WA,38775,1990
47017,Carroll County,TN,27514,1990
39001,Adams County,OH,25371,1990
47049,Fentress County,TN,14669,1990
42025,Carbon County,PA,56846,1990
36051,Livingston County,NY,62372,1990
29083,Henry County,MO,20044,1990
55141,Wood County,WI,73605,1990
56023,Lincoln County,WY,12625,1990
39101,Marion County,OH,64274,1990
51141,Patrick County,VA,17473,1990
48189,Hale County,TX,34671,1990
05083,Logan County,AR,20557,1990
26155,Shiawassee County,MI,69770,1990
55019,Clark County,WI,31647,1990
18077,Jefferson County,IN,29797,1990
18137,Ripley County,IN,24616,1990
48205,Hartley County,TX,3634,1990
45023,Chester County,SC,32170,1990
27013,Blue Earth County,MN,54044,1990
05065,Izard County,AR,11364,1990
21001,Adair County,KY,15360,1990
16031,Cassia County,ID,19532,1990
51600,Fairfax city,VA,19622,1990
51063,Floyd County,VA,12005,1990
27157,Wabasha County,MN,19744,1990
33019,Sullivan County,NH,38592,1990
49019,Grand County,UT,6620,1990
29003,Andrew County,MO,14632,1990
42115,Susquehanna County,PA,40380,1990
50005,Caledonia County,VT,27846,1990
