Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,total
1243331,29-Oct-18,California,Riverside,3252 Mission Inn Ave,0,7,7
1213926,20-Sep-18,Maryland,Aberdeen,1501 Perryman Rd,4,3,7
1202318,2-Sep-18,Alabama,Birmingham,500 23rd St S,0,7,7
1189717,17-Aug-18,Illinois,Chicago,1600 block of W 65th St,0,7,7
1172224,26-Jul-18,Ohio,Cleveland,18416 St Clair Ave,1,6,7
1169103,21-Jul-18,Illinois,Chicago,3100 block of W Fulton St,2,5,7
1153134,30-Jun-18,Georgia,Ashburn,800 Block of W. Washington,1,6,7
1148468,24-Jun-18,North Carolina,Sanford,109 S Steele St,1,6,7
1137547,10-Jun-18,Illinois,Aurora,300 block of W Park Ave,0,7,7
1131855,2-Jun-18,Nebraska,Omaha,S 11th St and Farnam St,1,6,7
1096826,22-Apr-18,Tennessee,Antioch,3571 Murfreesboro Pike,4,3,7
1095043,18-Apr-18,North Carolina,Asheville,73 Hansel Ave,4,3,7
1071427,17-Mar-18,Kentucky,Louisville,2928 W Kentucky St,0,7,7
1047761,11-Feb-18,Michigan,Detroit,19432 Lamont St,4,3,7
994323,24-Nov-17,Mississippi,Brookhaven,119 Martin Street,1,6,7
989838,16-Nov-17,Georgia,Columbus,1400 block of 15th Street,0,7,7
986236,12-Nov-17,Indiana,Gary,4601 Melton Rd,0,7,7
916848,20-Aug-17,Illinois,Chicago,11901 S Loomis St,2,5,7
909423,8-Aug-17,Illinois,Chicago,50 block of E 37th St,1,6,7
907857,6-Aug-17,California,Oakland,1000 block of 106th Avenue,0,7,7
904026,1-Aug-17,California,Fresno,Mariposa St and A St,0,7,7
898631,26-Jul-17,North Carolina,High Point,2111 E. Green Drive,1,6,7
886564,9-Jul-17,Virginia,Lawrenceville,500 block of Sturgeon Rd,0,7,7
873847,22-Jun-17,Georgia,Atlanta,1100 block of Osborne Street,1,6,7
869968,18-Jun-17,South Carolina,Myrtle Beach,311 N Ocean Blvd,0,7,7
864370,9-Jun-17,Texas,Fort Worth,East Davis Avenue and New York Avenue,2,5,7
843078,14-May-17,Arkansas,Jonesboro,311 S Main St,1,6,7
811089,3-Apr-17,Texas,Lubbock,5401 Ave Q,0,7,7
802240,24-Mar-17,Missouri,Saint Louis,5100 block of Palm St,1,6,7
773002,12-Feb-17,Missouri,Caruthersville,908 Truman Blvd,1,6,7
739766,1-Jan-17,Florida,Miami,8000 block of NW 14th Ave,0,7,7
734157,25-Dec-16,Illinois,Chicago,8600 block of S Maryland Ave,3,4,7
732927,24-Dec-16,North Carolina,Madison,490 K Ford Rd,0,7,7
711744,27-Nov-16,Missouri,Kansas City,Gregory and Prospect,0,7,7
688577,30-Oct-16,New York,Newburgh,119 First Street,2,5,7
682298,22-Oct-16,California,Oakland,77th and Bancroft Avenues,0,7,7
676376,14-Oct-16,Illinois,Chicago,3300 block of W Maypole Ave,1,6,7
663106,26-Sep-16,Texas,Houston,5450 Weslayan St,1,6,7
657136,17-Sep-16,Florida,Orlando,3918 Columbia St,1,6,7
657023,16-Sep-16,Pennsylvania,Philadelphia,5100 block of Sansom St,2,5,7
640500,27-Aug-16,Alabama,Bessemer (Brighton),3810 7th Ave,1,6,7
624273,8-Aug-16,Florida,Jacksonville,1214 Labelle St,0,7,7
617334,29-Jul-16,Georgia,Athens,Trail Creek St,0,7,7
604762,17-Jul-16,Louisiana,Baton Rouge,9611 Airline Hwy,5,2,7
595166,4-Jul-16,New York,Brooklyn,419 Chauncey St,0,7,7
587755,25-Jun-16,Texas,Fort Worth,2466 East Lancaster Avenue,2,5,7
543108,17-Apr-16,Texas,Edinburg,5021 W St Hwy 107,1,6,7
517058,6-Mar-16,Massachusetts,Chelsea,120 Washington Avenue,1,6,7
399367,21-Aug-15,Ohio,Cincinnati,Mathis and Prentice,2,5,7
398361,19-Aug-15,New York,Rochester,500 Genesee St,3,4,7
386140,2-Aug-15,Maryland,Baltimore,2700 block of Garrison Avenue,0,7,7
382413,24-Jul-15,Pennsylvania,Erie,200 block of W 29th St,2,5,7
375412,15-Jul-15,Ohio,Cleveland,700 block of Thornhill,0,7,7
361948,22-Jun-15,Pennsylvania,Philadelphia,700 block of East Hilton Street,0,7,7
345749,24-May-15,Michigan,Flint,W. 12th Street and Hammerberg Road.,0,7,7
333576,3-May-15,Ohio,Dayton,2801 Germantown Street,1,6,7
329322,25-Apr-15,New York,Gates,24 Hinchey Rd,1,6,7
314044,27-Mar-15,Florida,Panama City Beach,5312 Thomas Drive,0,7,7
311348,22-Mar-15,New Mexico,Albuquerque,10140 Lomas NE,1,6,7
308687,17-Mar-15,California,Stockton,748 N Madison St,3,4,7
300860,4-Mar-15,California,San Bernardino,190 block of W Club Center Dr,3,4,7
289811,7-Feb-15,Georgia,Douglasville,3640 Willow Tree Circle,5,2,7
281039,19-Jan-15,Texas,San Antonio,1000 block of Gibbs St.,2,5,7
276845,11-Jan-15,North Carolina,Hope Mills,1900 block of Gumberry Road,2,5,7
263556,15-Dec-14,Pennsylvania,Lansdale,100 block of West 5th St,7,0,7
180007,24-Aug-14,California,San Fernando,1400 block of Celis Street ,3,4,7
172304,10-Aug-14,Louisiana,New Orleans,5400 block of Burgundy St,2,5,7
172180,10-Aug-14,California,Moreno Valley,16300 block of Heather Glen Road ,0,7,7
168551,3-Aug-14,Texas,Humble,3403 FM 1960,0,7,7
168169,2-Aug-14,Massachusetts,New Bedford,Acushnet Avenue,0,7,7
176329,30-Jul-14,North Carolina,Hope Mills,5109 New Moon Dr,3,4,7
163874,25-Jul-14,Illinois,Chicago,700 S California Ave,1,6,7
156670,9-Jul-14,Texas,Spring,711 Leaflet Ln,6,1,7
154721,5-Jul-14,Indiana,Indianapolis,Broad Ripple Avenue,0,7,7
154834,5-Jul-14,Virginia,Norfolk,861 W. 36th Street,0,7,7
152960,28-Jun-14,California,Antioch,5500 Cedar Point Way,0,7,7
142076,2-Jun-14,Illinois,Chicago,2660 E. 79th St,0,7,7
135904,18-May-14,Ohio,Sandusky,1643 Cleveland Rd,0,7,7
134238,11-May-14,Tennessee,Memphis,2517 Shasta,0,7,7
156823,10-May-14,California,Sacramento,3031 Guadalajara Way,1,6,7
130232,29-Apr-14,Georgia,Kennesaw,1675 Airport Road,1,6,7
117914,23-Mar-14,California,San Francisco,Turk and Taylor,0,7,7
107417,16-Feb-14,Florida,Orlando (Pine Hills),4500 block of Charlene Terrace,1,6,7
495145,25-Nov-13,California,Oakland,96th Avenue and Olive Street,0,7,7
492570,27-Oct-13,California,Vallejo,200 block of Princeton Avenue,1,6,7
481268,21-Oct-13,Pennsylvania,Pittsburgh (Homewood),7200 block of Kelly Street,2,5,7
480646,22-Sep-13,Kansas,Wichita,100 block of N. Mead,1,6,7
491609,6-Aug-13,Pennsylvania,Saylorsburg,1000 Ross Municipal Dr,3,4,7
491473,4-Aug-13,California,Salinas,624 Williams Road,3,4,7
491265,26-Jul-13,Florida,Hialeah,1485 W 46th St,7,0,7
490351,4-Jul-13,Michigan,Pontiac,441 N Perry St,1,6,7
489581,7-Jun-13,California,Santa Monica,2036 Yorkshire Ave,6,1,7
487435,2-Jun-13,Georgia,Lagrange,Union Street,0,7,7
487271,2-Jun-13,Virginia,Virginia Beach,4000 block of Roebling Lane,0,7,7
485811,24-Apr-13,Illinois,Manchester,East Street,6,1,7
483737,21-Mar-13,Illinois,Chicago,West 87th Street and Ashland Avenue,0,7,7
482926,16-Mar-13,California,Galt,Dover Drive,0,7,7
482856,13-Mar-13,New York,Mohawk,17 W Main St,5,2,7
480358,19-Feb-13,California,Orange,Katella Avenue,4,3,7
492151,23-Jan-13,Maryland,Baltimore,1500 block of W. Fayette St.,1,6,7
2302847,15-May-22,California,Laguna Woods,24301 El Toro Rd,1,5,6
2299407,10-May-22,Illinois,Chicago,6400 block of S Richards Dr,0,6,6
2297261,8-May-22,Georgia,Clarkston,6500 block of Old Hampton Dr,3,3,6
2296037,6-May-22,Louisiana,New Orleans,4800 block of Alcee Fortier Blvd,2,4,6
2292452,1-May-22,Florida,Tarpon Springs,Safford Ave and Boyer St,0,6,6
2291470,30-Apr-22,Mississippi,Jackson,1207 Mississippi Street,1,5,6
2290903,29-Apr-22,Louisiana,New Orleans,3201 Magazine St,0,6,6
2286061,24-Apr-22,Indiana,Lafayette,2905 Westchester Ln W,2,4,6
2285158,22-Apr-22,Virginia,Petersburg,200 block of Holly Hill Dr,1,5,6
2274803,10-Apr-22,Illinois,Elgin,958 Congdon Ave,2,4,6
2274783,10-Apr-22,Indiana,Indianapolis,4270 W 38th St,1,5,6
2268762,2-Apr-22,Louisiana,Monroe,100 Sterlington Rd,1,5,6
2258012,19-Mar-22,North Carolina,Fayetteville,1707 Owen Dr,3,3,6
2232854,13-Feb-22,Wisconsin,Racine,7th St and Park Ave,1,5,6
2218159,23-Jan-22,Wisconsin,Milwaukee,2505 N 21st St,6,0,6
2212018,15-Jan-22,Georgia,Brunswick,2717 Glynn Ave,1,5,6
2211746,14-Jan-22,Oregon,Eugene,219 W 8th Ave,0,6,6
2207931,9-Jan-22,California,Los Angeles,W 35th St and S Hill St,2,4,6
2201216,31-Dec-21,California,Los Angeles,10211 S. Avalon Blvd,0,6,6
2196267,24-Dec-21,Pennsylvania,Pittsburgh,7300 block of Schoyer St,0,6,6
2188260,13-Dec-21,North Carolina,Durham,Eugene St and Mathison St,2,4,6
2187939,12-Dec-21,Mississippi,Bolton,6171 W. Northside Dr,0,6,6
2186246,9-Dec-21,Wisconsin,Beloit,1900 block of Porter Ave,1,5,6
2181096,2-Dec-21,North Carolina,Elizabeth City,Perry St and Jordan St,3,3,6
2179099,30-Nov-21,Georgia,Rex,3600 block of Jervis Court,4,2,6
2167297,15-Nov-21,Colorado,Aurora,1200 Nome St,0,6,6
2166673,14-Nov-21,Pennsylvania,Philadelphia,2700 block of N Howard St,0,6,6
2166768,14-Nov-21,Missouri,Columbia,19 N 5th St,1,5,6
2166817,14-Nov-21,Alabama,Troy,803 US-231 S,1,5,6
2160608,6-Nov-21,Texas,Marshall,510 S Alamo Blvd,0,6,6
2150274,25-Oct-21,Idaho,Boise,350 N Milwaukee St,3,3,6
2148921,23-Oct-21,South Carolina,Florence,811 S Irby St,0,6,6
2144160,17-Oct-21,Wisconsin,Racine,Yout St and Carter St,0,6,6
2143605,17-Oct-21,Mississippi,Jackson,3243 Medgar Evers Blvd,3,3,6
2155043,14-Oct-21,Mississippi,Mccomb,1300 14th St,0,6,6
2139048,12-Oct-21,Florida,Naples,700 block of 99th Ave,1,5,6
2139198,11-Oct-21,Georgia,South Fulton,4900 Delano Rd,0,6,6
2136907,9-Oct-21,Louisiana,Livingston,17000 block of LA-444,2,4,6
2134217,6-Oct-21,Maryland,Baltimore,1243 Patterson Park Ave,1,5,6
2130370,1-Oct-21,District of Columbia,Washington,Forrester St SW and Galveston Pl SW,1,5,6
2130763,1-Oct-21,Iowa,Cedar Rapids,525 33rd Ave SW,0,6,6
2125790,26-Sep-21,Illinois,Chicago,800 block of S Albany Ave,0,6,6
2126261,26-Sep-21,Washington,Seattle (Des Moines),22855 Pacific Hwy S,3,3,6
2125227,25-Sep-21,California,Riverside,6000 Block of Mariposa Ave,0,6,6
2120940,20-Sep-21,Pennsylvania,Philadelphia,Broad St and Chew Ave,1,5,6
2119745,19-Sep-21,Texas,Dallas,100 block of N Malcolm X Blvd,2,4,6
2116205,14-Sep-21,Ohio,Cleveland,2747 Cedar Ave,0,6,6
2114481,12-Sep-21,Michigan,Detroit,2700 block of Halleck St,2,4,6
2113841,11-Sep-21,Illinois,Chicago,300 block of E Kensington Ave,1,5,6
2110077,7-Sep-21,Kansas,Wichita,351 N Mosley St,1,5,6
2108378,5-Sep-21,Georgia,Athens,E Clayton St and N Jackson St,0,6,6
2108302,5-Sep-21,Florida,Lakeland,N Socrum Loop Rd and Fulton Green Rd,4,2,6
2107930,4-Sep-21,District of Columbia,Washington,700 block of Longfellow St NW,3,3,6
2104181,30-Aug-21,Illinois,Normal,2000 block of Lambert Dr,3,3,6
2097494,22-Aug-21,Colorado,Denver,19th St and Blake St,1,5,6
2097063,21-Aug-21,Illinois,Chicago,1600 block of E 87th Pl,1,5,6
2094071,18-Aug-21,Ohio,Youngstown,619 Samuel Ave,2,4,6
2087433,10-Aug-21,Oregon,Portland,NE Milton St,2,4,6
2086236,9-Aug-21,Michigan,Flint,3201 Hammerberg Rd,2,4,6
2086148,9-Aug-21,Massachusetts,Boston,27 Irma St,1,5,6
2085489,8-Aug-21,Texas,Houston,2504 FM 1960 Rd E,1,5,6
2079044,31-Jul-21,Ohio,Columbus,1662 W Mound St,1,5,6
2074353,25-Jul-21,Michigan,Detroit,16342 W McNichols Rd,0,6,6
2074406,25-Jul-21,California,Wasco,1718 1st St,5,1,6
2072962,24-Jul-21,Texas,Amarillo,1306 NE 3rd Ave,0,6,6
2072896,23-Jul-21,California,San Rafael,842 4th St,2,4,6
2071343,22-Jul-21,Texas,Houston,9717 N Houston Rosslyn Rd,1,5,6
2067728,19-Jul-21,New Jersey,Perth Amboy,417 Fayette St,0,6,6
2066189,17-Jul-21,Illinois,Chicago,5006 W Ohio St,0,6,6
2065634,16-Jul-21,California,Sacramento,L St and Front St,2,4,6
2064992,16-Jul-21,District of Columbia,Washington,2900 block of MLK Ave SE,1,5,6
2063495,15-Jul-21,Texas,Levelland,1105 10th St,1,5,6
2059440,11-Jul-21,Texas,El Paso (Socorro),1300 Joe Battle Blvd,1,5,6
2059404,10-Jul-21,Pennsylvania,Philadelphia,W Butler St and N 9th St,0,6,6
2053048,5-Jul-21,Illinois,Chicago,6108 S Wabash Ave,2,4,6
2053346,4-Jul-21,Texas,Dallas,8200 block of Towns St,3,3,6
2050151,1-Jul-21,South Carolina,Spartanburg,225 Amelia St,2,4,6
2046714,27-Jun-21,Illinois,Chicago,2000 block of E 71st St,1,5,6
2039346,19-Jun-21,Louisiana,Baton Rouge,7132 Florida Blvd,2,4,6
2036635,16-Jun-21,Maryland,Baltimore,2100 block of West Lexington St,1,5,6
2027736,7-Jun-21,Ohio,Cleveland,4100 block of E 81st St,0,6,6
2027046,7-Jun-21,Florida,Homestead,12550 SW 282nd St,3,3,6
2022391,2-Jun-21,Ohio,Springfield,1935 S Yellow Springs St,0,6,6
2022129,31-May-21,Ohio,Cleveland (Garfield Heights),13000 block of Alvin Ave,1,5,6
2013043,22-May-21,Ohio,Columbus,233 S Civic Center Dr,1,5,6
2011077,21-May-21,New York,Albany,1st St and Quail St,1,5,6
2011482,21-May-21,New Jersey,Jersey City,16 Brinkerhoff St,2,4,6
2006204,16-May-21,Georgia,Stone Mountain,4766 Redan Rd,1,5,6
1998067,7-May-21,Missouri,Saint Louis (Kinloch),5541 Mable Ave,2,4,6
1992534,1-May-21,Louisiana,New Orleans,St Bernard Ave and N Claiborne Ave,2,4,6
1990821,29-Apr-21,Georgia,Atlanta,2300 block of Polar Rock Terrace SW,1,5,6
1981805,19-Apr-21,Texas,Houston,700 E Whitney St,2,4,6
1980689,18-Apr-21,Wisconsin,Kenosha,1548 Sheridan Rd,3,3,6
1981521,18-Apr-21,Michigan,Detroit,Ward Ave and W McNichols Rd,1,5,6
1981353,18-Apr-21,Louisiana,Shreveport,3701 Hearne Ave,0,6,6
1980492,17-Apr-21,Ohio,Columbus,5001 Chatterton Rd,1,5,6
1978616,15-Apr-21,Florida,Pensacola,700 Truman Ave,0,6,6
1973844,9-Apr-21,Texas,Fort Worth,2000 block of SW Loop 820,1,5,6
1972187,8-Apr-21,Texas,Bryan,350 Stone City Dr,1,5,6
1969505,4-Apr-21,Louisiana,Monroe,207 Sterlington Rd,0,6,6
1968887,4-Apr-21,Alabama,Birmingham,3969 14th Ave N,1,5,6
1969221,3-Apr-21,Texas,Allen,1517 Pine Bluff Dr,6,0,6
1966181,31-Mar-21,California,Orange,202 West Lincoln Ave,4,2,6
1963598,28-Mar-21,Maryland,Essex,1601 Middleborough Rd,5,1,6
1962934,27-Mar-21,Mississippi,Yazoo City,Dr Martin Luther King Jr Dr and Shady Dr,0,6,6
1957252,20-Mar-21,Pennsylvania,Philadelphia,4234 Germantown Ave,1,5,6
1951738,13-Mar-21,Virginia,Richmond,5100 block of Richmond Henrico Tpke,2,4,6
1941382,28-Feb-21,Ohio,Cincinnati,3600 block of Idlewild Ave,3,3,6
1940069,26-Feb-21,Texas,Houston,8708 Beechnut St,1,5,6
1928557,13-Feb-21,California,San Francisco,3rd St and Quesada Ave,0,6,6
1928149,13-Feb-21,California,Oakland,1000 block of Washington St,0,6,6
1921768,6-Feb-21,Illinois,Bloomingdale,250 W Schick Rd,1,5,6
1917918,2-Feb-21,Florida,Fort Lauderdale (Sunrise),10100 Reflections Blvd W,3,3,6
1910136,24-Jan-21,Indiana,Indianapolis,3540 Adams St,5,1,6
1896252,6-Jan-21,Virginia,Manassas,10010 Ellis Rd,3,3,6
1893754,3-Jan-21,Florida,Miami,3632 NW 25th Ave,0,6,6
1886974,26-Dec-20,Illinois,Rockford,4007 E State St,3,3,6
1887059,26-Dec-20,Massachusetts,Lynn,Washington St and Quincy Ter,1,5,6
1881213,19-Dec-20,Illinois,Chicago,8936 S Cottage Grove Ave,0,6,6
1908063,8-Dec-20,West Virginia,Williamsburg,611 Flynns Creek Rd,6,0,6
1870827,6-Dec-20,Texas,Venus,6100 N FM 157,0,6,6
1870840,5-Dec-20,North Carolina,Autryville,10101 Gip Rd,0,6,6
1862947,27-Nov-20,Georgia,Macon,425 Cherry St,1,5,6
1863099,27-Nov-20,Ohio,Toledo,3257 Stickney Ave,0,6,6
1862603,26-Nov-20,Nevada,Henderson,870 E Lake Mead Pkwy,1,5,6
1857439,21-Nov-20,Illinois,Chicago,W 79th St and S Justine St,0,6,6
1850981,12-Nov-20,Florida,Tampa,1200 block of E Palifox St,2,4,6
1850693,12-Nov-20,North Carolina,Gastonia,1225 Union Rd,0,6,6
1840534,1-Nov-20,South Carolina,Hollywood,7800 block of White Point Rd,0,6,6
1830875,21-Oct-20,New York,Brooklyn,Nostrand Ave and Hawthorne St,1,5,6
1826680,17-Oct-20,New York,Lockport,43 S Niagara St,1,5,6
1826444,16-Oct-20,California,San Jose,175 S Capitol Ave,2,4,6
1814148,4-Oct-20,Georgia,Atlanta,1570 Joseph E Boone Blvd NW,1,5,6
1807325,28-Sep-20,Michigan,Detroit,6609 Michigan Ave,0,6,6
1796684,15-Sep-20,California,San Jose,600 block of S 8th St,2,4,6
1794138,13-Sep-20,Tennessee,Beechgrove,I-24 and Beech Grove Rd,3,3,6
1792650,12-Sep-20,Illinois,Chicago,100 block of N Pine Ave,2,4,6
1787286,6-Sep-20,Missouri,Kansas City,3999 Swope Pkwy,0,6,6
1785713,5-Sep-20,Florida,Williston,Co Rd 318 and US-27 Alt,0,6,6
1785108,3-Sep-20,Pennsylvania,Philadelphia,700 block of E Chelten Ave,0,6,6
1778571,29-Aug-20,Illinois,Rock Island,1800 2nd Ave,1,5,6
1772934,23-Aug-20,Colorado,Pueblo,2000 block of Longhorn Point,0,6,6
1769489,19-Aug-20,Illinois,Chicago,8500 block of S Parnell Ave,0,6,6
1766380,16-Aug-20,Colorado,Denver,W Alameda Ave and S Federal Blvd,2,4,6
1765705,15-Aug-20,Connecticut,New Haven,Rosette St and Hurlburt St,1,5,6
1759779,9-Aug-20,Ohio,Toledo,Monroe St and N Detroit Ave,0,6,6
1758838,8-Aug-20,Pennsylvania,Philadelphia,1101 N 38th St,0,6,6
1759237,8-Aug-20,Alabama,Birmingham (Ensley),426 18th St,1,5,6
1754672,4-Aug-20,Connecticut,Hartford,818 Windsor St,1,5,6
1746582,25-Jul-20,Michigan,Flint,4813 Clio Rd,0,6,6
1744332,23-Jul-20,Illinois,Chicago,120th St and Prairie Ave,2,4,6
1735326,15-Jul-20,New York,Brooklyn,President St and Franklin Ave,1,5,6
1733702,13-Jul-20,New York,Brooklyn,Remsen Ave,0,6,6
1734058,13-Jul-20,Washington,Kent,23201 Pacific Hwy South,0,6,6
1732532,12-Jul-20,Mississippi,Como,2965 Hunter Chapel Road,2,4,6
1731349,11-Jul-20,New York,Rochester,485 N Clinton Ave,0,6,6
1727567,6-Jul-20,Illinois,Chicago,1305 W 76th St,0,6,6
1725145,5-Jul-20,Illinois,Chicago,1500 block of S Millard Ave,1,5,6
1726034,5-Jul-20,Illinois,Freeport,900 block of S Carroll Ave,1,5,6
1725571,5-Jul-20,Michigan,Detroit,San Juan Dr and W McNichols Rd,2,4,6
1704116,13-Jun-20,Missouri,Saint Louis,3103 N Grand Blvd,2,4,6
1703509,12-Jun-20,Pennsylvania,Philadelphia,N Broad St and Colwyn St,0,6,6
1703044,11-Jun-20,Louisiana,Monroe,1101 Richwood Road 2,6,0,6
1703055,11-Jun-20,Texas,Houston,5840 Glenmont Dr,2,4,6
1701714,10-Jun-20,California,Paso Robles,900 Park St,2,4,6
1699667,7-Jun-20,Illinois,Chicago,3700 block of S State St,0,6,6
1693340,31-May-20,Mississippi,Gulfport,S Carolina Ave and Polk St,1,5,6
1693246,30-May-20,Florida,Altha,21281 Apachee Rd,2,4,6
1692496,30-May-20,North Carolina,Gastonia,3000 block of Earl Ln,1,5,6
1687999,25-May-20,Louisiana,Lake Charles,6780 US-90,0,6,6
1687108,23-May-20,North Carolina,Charlotte,4900 Block of Albemarle Rd,0,6,6
1686747,23-May-20,Florida,Daytona Beach,13 S Atlantic Ave,0,6,6
1676746,10-May-20,Texas,Katy,18000 block of Bonners Park Cir,0,6,6
1656873,11-Apr-20,California,Bakersfield,Pioneer Rd and Sterling Rd,0,6,6
1635796,8-Mar-20,Maryland,Rosedale,6247 Kenwood Ave,1,5,6
1635118,6-Mar-20,District of Columbia,Washington,6219 Dix St NE,0,6,6
1634128,4-Mar-20,California,Tulare,111 W Tulare Ave,1,5,6
1629488,26-Feb-20,Wisconsin,Milwaukee,3939 W Highland Blvd,6,0,6
1622406,16-Feb-20,Connecticut,Hartford,451 Franklin Ave,1,5,6
1621821,14-Feb-20,Illinois,Chicago,6500 block of S King Dr,0,6,6
1612716,3-Feb-20,California,Lebec,8968 Grapevine Rd,1,5,6
1605770,26-Jan-20,North Carolina,Salisbury,1935 Jake Alexander Blvd,0,6,6
1605752,26-Jan-20,South Carolina,Hartsville,115 W Camden Ave,3,3,6
1579220,24-Dec-19,North Carolina,High Point,1226 Montlieu Ave,0,6,6
1556633,24-Nov-19,California,Los Angeles,100 block of E 11th St,0,6,6
1550546,16-Nov-19,California,San Diego,2152 Flintridge Dr,6,0,6
1548689,14-Nov-19,California,Santa Clarita,21900 Centurion Way,3,3,6
1525999,13-Oct-19,Pennsylvania,Philadelphia,W Clearfield St and N 8th St,0,6,6
1525265,12-Oct-19,Michigan,Eastpointe,15163 E 10 Mile Rd,1,5,6
1509510,21-Sep-19,Indiana,Indianapolis,101 W Maryland St,0,6,6
1508859,20-Sep-19,Louisiana,New Orleans,Canal Blvd and City Park Ave,1,5,6
1507939,19-Sep-19,District of Columbia,Washington,1300 block of Columbia Rd NW,1,5,6
1503192,12-Sep-19,New Mexico,Albuquerque,1028 Lura Pl SW,4,2,6
1492087,30-Aug-19,Alabama,Mobile,1621 Virginia St,0,6,6
1481989,17-Aug-19,Texas,Houston,12500 block of Mylla St,0,6,6
1478869,14-Aug-19,Pennsylvania,Philadelphia,3716 N 15th St,0,6,6
1475924,11-Aug-19,Illinois,Chicago,3500 block of W Lake St,0,6,6
1460630,28-Jul-19,Pennsylvania,Philadelphia,2600 block of Carroll St,1,5,6
1457165,25-Jul-19,California,Canoga Park,21901 Roscoe Boulevard,4,2,6
1441565,7-Jul-19,Michigan,Flint,Clio Rd and Myrtle St,0,6,6
1440510,5-Jul-19,Massachusetts,Boston,Maple St,0,6,6
1440879,5-Jul-19,Nevada,Reno,600 block of Spokane St,1,5,6
1435578,30-Jun-19,New York,Bay Shore,Farragut Ave,0,6,6
1423697,16-Jun-19,Pennsylvania,Philadelphia,6900 block of Reedbird Pl,1,5,6
1423435,16-Jun-19,Iowa,Des Moines,1200 block of Sampson St,0,6,6
1412430,1-Jun-19,Georgia,Macon,Suzanne Dr and Robinson Dr,2,4,6
1407189,27-May-19,New Jersey,Trenton,100 block of Walnut St,1,5,6
1399346,18-May-19,North Carolina,Winston Salem (Winston-salem),4252 Cody Drive,2,4,6
1392313,10-May-19,Missouri,Saint Louis,4000 block of Ashland Ave,0,6,6
1387170,5-May-19,California,Oceano,1001 Cabrillo Hwy,0,6,6
1383752,30-Apr-19,North Carolina,Charlotte,9214 South Library Ln,2,4,6
1381734,27-Apr-19,California,Los Angeles,700 N San Fernando Rd,0,6,6
1376873,20-Apr-19,Tennessee,Memphis,761 Chestnut Ave,0,6,6
1365173,7-Apr-19,Delaware,Wilmington,940 N Pine St,0,6,6
1364540,6-Apr-19,Illinois,Chicago,6300 block of S Seeley Ave,0,6,6
1353714,24-Mar-19,California,San Francisco,1300 Fillmore St,1,5,6
1350494,19-Mar-19,Arizona,Phoenix,8526 N 27th Ave,2,4,6
1348291,15-Mar-19,Alabama,Mobile,515 Dauphin Island Pkwy,2,4,6
1338765,3-Mar-19,Illinois,Chicago,2900 block of E 79th St,0,6,6
1329075,17-Feb-19,Louisiana,New Orleans,Tulane Ave and Elk Pl,1,5,6
1302060,16-Jan-19,Florida,Jacksonville,Emerson St and Spring Park Rd,1,5,6
1299680,13-Jan-19,Arizona,Phoenix,2445 E Van Buren St,1,5,6
1238603,22-Oct-18,Illinois,Chicago,9231 S Cottage Grove Av,0,6,6
1237930,21-Oct-18,Florida,Jacksonville,900 block of A Philip Randolph Blvd,1,5,6
1232044,12-Oct-18,South Carolina,Spartanburg,1620 John B White Sr Blvd,0,6,6
1226384,6-Oct-18,California,Oakland,Williams St and Telegraph Ave,0,6,6
1209006,12-Sep-18,California,Bakersfield,660 Manwell Blvd,6,0,6
1204538,6-Sep-18,Ohio,Cincinnati,511 Walnut St,4,2,6
1182717,8-Aug-18,Pennsylvania,Philadelphia,North 12th Street and West Huntingdon Street,2,4,6
1179619,5-Aug-18,Illinois,Chicago,1300 block of S Millard Ave,1,5,6
1179810,4-Aug-18,Nevada,Las Vegas,3400 block of Coran Ln,0,6,6
1180161,4-Aug-18,Missouri,Kansas City,E 18th St and Highland Ave,0,6,6
1174527,28-Jul-18,California,Los Angeles,8801 S Vermont Ave,2,4,6
1172403,26-Jul-18,Texas,Dallas,3019 South Blvd,0,6,6
1165214,16-Jul-18,Florida,Palm Beach Gardens (Riviera Beach),2100 block of W 28th St,2,4,6
1160418,8-Jul-18,Alabama,Brandon,565 US-80,0,6,6
1156528,5-Jul-18,California,Los Angeles,1600 block of W. 2nd Street,3,3,6
1156638,5-Jul-18,Virginia,Virginia Beach,1800 block of Atlantic Ave,0,6,6
