precinct,precinct_id,contest_title,all_votes,donald_j_trump,joseph_r_biden_jr,other_candidates,trump_pct,biden_pct,other_pct,winner_name,winner_votes,winning_pct,top_candidate_one,top_candidate_two,top_candidate_three,top_candidate_one_votes,top_candidate_two_votes,top_candidate_three_votes,top_candidate_one_pct,top_candidate_two_pct,top_candidate_three_pct
14802,100567,President,19.0,12.0,6.0,1.0,63.16,31.58,5.26,Donald J Trump,12.0,63.16,Donald J Trump,Joseph R Biden Jr,Nikki Haley,12.0,6.0,1.0,63.16,31.58,5.26
14804,100568,President,40.0,21.0,15.0,4.0,52.5,37.5,10.0,Donald J Trump,21.0,52.5,Donald J Trump,Joseph R Biden Jr,Marianne Williamson,21.0,15.0,2.0,52.5,37.5,5.0
14805,100569,President,91.0,31.0,44.0,16.0,34.07,48.35,17.58,Joseph R Biden Jr,44.0,48.35,Joseph R Biden Jr,Donald J Trump,Marianne Williamson,44.0,31.0,5.0,48.35,34.07,5.49
14809,100571,President,263.0,138.0,99.0,26.0,52.47,37.64,9.89,Donald J Trump,138.0,52.47,Donald J Trump,Joseph R Biden Jr,Nikki Haley,138.0,99.0,12.0,52.47,37.64,4.56
14820,100578,President,936.0,503.0,301.0,132.0,53.74,32.16,14.1,Donald J Trump,503.0,53.74,Donald J Trump,Joseph R Biden Jr,Nikki Haley,503.0,301.0,82.0,53.74,32.16,8.76
14821,100579,President,17.0,9.0,6.0,2.0,52.94,35.29,11.76,Donald J Trump,9.0,52.94,Donald J Trump,Joseph R Biden Jr,Nikki Haley,9.0,6.0,2.0,52.94,35.29,11.76
14823,100580,President,236.0,121.0,80.0,35.0,51.27,33.9,14.83,Donald J Trump,121.0,51.27,Donald J Trump,Joseph R Biden Jr,Nikki Haley,121.0,80.0,15.0,51.27,33.9,6.36
16101,100581,President,174.0,98.0,53.0,23.0,56.32,30.46,13.22,Donald J Trump,98.0,56.32,Donald J Trump,Joseph R Biden Jr,Nikki Haley,98.0,53.0,11.0,56.32,30.46,6.32
16106,100582,President,38.0,19.0,13.0,6.0,50.0,34.21,15.79,Donald J Trump,19.0,50.0,Donald J Trump,Joseph R Biden Jr,Nikki Haley,19.0,13.0,3.0,50.0,34.21,7.89
17251,100585,President,1043.0,447.0,416.0,180.0,42.86,39.88,17.26,Donald J Trump,447.0,42.86,Donald J Trump,Joseph R Biden Jr,Nikki Haley,447.0,416.0,102.0,42.86,39.88,9.78
17255,100586,President,567.0,202.0,278.0,87.0,35.63,49.03,15.34,Joseph R Biden Jr,278.0,49.03,Joseph R Biden Jr,Donald J Trump,Nikki Haley,278.0,202.0,36.0,49.03,35.63,6.35
17258,100587,President,357.0,147.0,154.0,56.0,41.18,43.14,15.69,Joseph R Biden Jr,154.0,43.14,Joseph R Biden Jr,Donald J Trump,Nikki Haley,154.0,147.0,15.0,43.14,41.18,4.2
17260,100588,President,366.0,165.0,141.0,60.0,45.08,38.52,16.39,Donald J Trump,165.0,45.08,Donald J Trump,Joseph R Biden Jr,Nikki Haley,165.0,141.0,33.0,45.08,38.52,9.02
17261,100589,President,217.0,105.0,77.0,35.0,48.39,35.48,16.13,Donald J Trump,105.0,48.39,Donald J Trump,Joseph R Biden Jr,Nikki Haley,105.0,77.0,18.0,48.39,35.48,8.29
17263,100590,President,26.0,2.0,19.0,5.0,7.69,73.08,19.23,Joseph R Biden Jr,19.0,73.08,Joseph R Biden Jr,Nikki Haley,Donald J Trump,19.0,5.0,2.0,73.08,19.23,7.69
17266,100591,President,256.0,129.0,89.0,38.0,50.39,34.77,14.84,Donald J Trump,129.0,50.39,Donald J Trump,Joseph R Biden Jr,Nikki Haley,129.0,89.0,23.0,50.39,34.77,8.98
17271,100592,President,232.0,103.0,80.0,49.0,44.4,34.48,21.12,Donald J Trump,103.0,44.4,Donald J Trump,Joseph R Biden Jr,Nikki Haley,103.0,80.0,26.0,44.4,34.48,11.21
17272,100593,President,392.0,146.0,175.0,71.0,37.24,44.64,18.11,Joseph R Biden Jr,175.0,44.64,Joseph R Biden Jr,Donald J Trump,Nikki Haley,175.0,146.0,36.0,44.64,37.24,9.18
17274,100594,President,528.0,204.0,250.0,74.0,38.64,47.35,14.02,Joseph R Biden Jr,250.0,47.35,Joseph R Biden Jr,Donald J Trump,Nikki Haley,250.0,204.0,32.0,47.35,38.64,6.06
17278,100595,President,250.0,95.0,118.0,37.0,38.0,47.2,14.8,Joseph R Biden Jr,118.0,47.2,Joseph R Biden Jr,Donald J Trump,Nikki Haley,118.0,95.0,15.0,47.2,38.0,6.0
17279,100596,President,416.0,206.0,163.0,47.0,49.52,39.18,11.3,Donald J Trump,206.0,49.52,Donald J Trump,Joseph R Biden Jr,Nikki Haley,206.0,163.0,24.0,49.52,39.18,5.77
17281,100597,President,673.0,331.0,237.0,105.0,49.18,35.22,15.6,Donald J Trump,331.0,49.18,Donald J Trump,Joseph R Biden Jr,Nikki Haley,331.0,237.0,63.0,49.18,35.22,9.36
17286,100598,President,135.0,37.0,79.0,19.0,27.41,58.52,14.07,Joseph R Biden Jr,79.0,58.52,Joseph R Biden Jr,Donald J Trump,Marianne Williamson,79.0,37.0,8.0,58.52,27.41,5.93
17290,100599,President,1169.0,581.0,423.0,165.0,49.7,36.18,14.11,Donald J Trump,581.0,49.7,Donald J Trump,Joseph R Biden Jr,Nikki Haley,581.0,423.0,90.0,49.7,36.18,7.7
17334,100600,President,298.0,137.0,103.0,58.0,45.97,34.56,19.46,Donald J Trump,137.0,45.97,Donald J Trump,Joseph R Biden Jr,Nikki Haley,137.0,103.0,28.0,45.97,34.56,9.4
17335,100601,President,231.0,122.0,75.0,34.0,52.81,32.47,14.72,Donald J Trump,122.0,52.81,Donald J Trump,Joseph R Biden Jr,Nikki Haley,122.0,75.0,24.0,52.81,32.47,10.39
17345,100602,President,243.0,92.0,106.0,45.0,37.86,43.62,18.52,Joseph R Biden Jr,106.0,43.62,Joseph R Biden Jr,Donald J Trump,Nikki Haley,106.0,92.0,14.0,43.62,37.86,5.76
17348,100603,President,364.0,176.0,137.0,51.0,48.35,37.64,14.01,Donald J Trump,176.0,48.35,Donald J Trump,Joseph R Biden Jr,Nikki Haley,176.0,137.0,24.0,48.35,37.64,6.59
17355,100604,President,606.0,224.0,293.0,89.0,36.96,48.35,14.69,Joseph R Biden Jr,293.0,48.35,Joseph R Biden Jr,Donald J Trump,Nikki Haley,293.0,224.0,37.0,48.35,36.96,6.11
17800,100605,President,307.0,152.0,100.0,55.0,49.51,32.57,17.92,Donald J Trump,152.0,49.51,Donald J Trump,Joseph R Biden Jr,Nikki Haley,152.0,100.0,35.0,49.51,32.57,11.4
17801,100606,President,20.0,12.0,6.0,2.0,60.0,30.0,10.0,Donald J Trump,12.0,60.0,Donald J Trump,Joseph R Biden Jr,Nikki Haley,12.0,6.0,2.0,60.0,30.0,10.0
21369,100607,President,348.0,134.0,155.0,59.0,38.51,44.54,16.95,Joseph R Biden Jr,155.0,44.54,Joseph R Biden Jr,Donald J Trump,Nikki Haley,155.0,134.0,25.0,44.54,38.51,7.18
21375,100608,President,14.0,7.0,5.0,2.0,50.0,35.71,14.29,Donald J Trump,7.0,50.0,Donald J Trump,Joseph R Biden Jr,Gabriel Cornejo,7.0,5.0,1.0,50.0,35.71,7.14
21376,100609,President,183.0,76.0,86.0,21.0,41.53,46.99,11.48,Joseph R Biden Jr,86.0,46.99,Joseph R Biden Jr,Donald J Trump,Nikki Haley,86.0,76.0,9.0,46.99,41.53,4.92
21377,100610,President,53.0,26.0,22.0,5.0,49.06,41.51,9.43,Donald J Trump,26.0,49.06,Donald J Trump,Joseph R Biden Jr,Chris Christie,26.0,22.0,2.0,49.06,41.51,3.77
21380,100611,President,295.0,114.0,133.0,48.0,38.64,45.08,16.27,Joseph R Biden Jr,133.0,45.08,Joseph R Biden Jr,Donald J Trump,Nikki Haley,133.0,114.0,13.0,45.08,38.64,4.41
22166,100618,President,93.0,29.0,43.0,21.0,31.18,46.24,22.58,Joseph R Biden Jr,43.0,46.24,Joseph R Biden Jr,Donald J Trump,Nikki Haley,43.0,29.0,12.0,46.24,31.18,12.9
23145,100620,President,280.0,81.0,150.0,49.0,28.93,53.57,17.5,Joseph R Biden Jr,150.0,53.57,Joseph R Biden Jr,Donald J Trump,Nikki Haley,150.0,81.0,17.0,53.57,28.93,6.07
23146,100621,President,122.0,56.0,51.0,15.0,45.9,41.8,12.3,Donald J Trump,56.0,45.9,Donald J Trump,Joseph R Biden Jr,Nikki Haley,56.0,51.0,5.0,45.9,41.8,4.1
23147,100622,President,859.0,406.0,293.0,160.0,47.26,34.11,18.63,Donald J Trump,406.0,47.26,Donald J Trump,Joseph R Biden Jr,Nikki Haley,406.0,293.0,107.0,47.26,34.11,12.46
23150,100623,President,162.0,75.0,60.0,27.0,46.3,37.04,16.67,Donald J Trump,75.0,46.3,Donald J Trump,Joseph R Biden Jr,Nikki Haley,75.0,60.0,18.0,46.3,37.04,11.11
23152,100625,President,36.0,21.0,10.0,5.0,58.33,27.78,13.89,Donald J Trump,21.0,58.33,Donald J Trump,Joseph R Biden Jr,Nikki Haley,21.0,10.0,4.0,58.33,27.78,11.11
23153,100626,President,29.0,15.0,11.0,3.0,51.72,37.93,10.34,Donald J Trump,15.0,51.72,Donald J Trump,Joseph R Biden Jr,Nikki Haley,15.0,11.0,1.0,51.72,37.93,3.45
23154,100627,President,311.0,141.0,126.0,44.0,45.34,40.51,14.15,Donald J Trump,141.0,45.34,Donald J Trump,Joseph R Biden Jr,Nikki Haley,141.0,126.0,24.0,45.34,40.51,7.72
23155,100628,President,23.0,6.0,11.0,6.0,26.09,47.83,26.09,Joseph R Biden Jr,11.0,47.83,Joseph R Biden Jr,Donald J Trump,Nikki Haley,11.0,6.0,3.0,47.83,26.09,13.04
23156,100629,President,48.0,22.0,19.0,7.0,45.83,39.58,14.58,Donald J Trump,22.0,45.83,Donald J Trump,Joseph R Biden Jr,Nikki Haley,22.0,19.0,4.0,45.83,39.58,8.33
23162,100630,President,105.0,55.0,34.0,16.0,52.38,32.38,15.24,Donald J Trump,55.0,52.38,Donald J Trump,Joseph R Biden Jr,Nikki Haley,55.0,34.0,7.0,52.38,32.38,6.67
23164,100632,President,279.0,153.0,75.0,51.0,54.84,26.88,18.28,Donald J Trump,153.0,54.84,Donald J Trump,Joseph R Biden Jr,Nikki Haley,153.0,75.0,38.0,54.84,26.88,13.62
23165,100633,President,123.0,63.0,29.0,31.0,51.22,23.58,25.2,Donald J Trump,63.0,51.22,Donald J Trump,Joseph R Biden Jr,Nikki Haley,63.0,29.0,14.0,51.22,23.58,11.38
23169,100634,President,129.0,58.0,43.0,28.0,44.96,33.33,21.71,Donald J Trump,58.0,44.96,Donald J Trump,Joseph R Biden Jr,Nikki Haley,58.0,43.0,19.0,44.96,33.33,14.73
23174,100635,President,464.0,238.0,153.0,73.0,51.29,32.97,15.73,Donald J Trump,238.0,51.29,Donald J Trump,Joseph R Biden Jr,Nikki Haley,238.0,153.0,52.0,51.29,32.97,11.21
23177,100636,President,271.0,130.0,100.0,41.0,47.97,36.9,15.13,Donald J Trump,130.0,47.97,Donald J Trump,Joseph R Biden Jr,Nikki Haley,130.0,100.0,28.0,47.97,36.9,10.33
23178,100637,President,823.0,370.0,300.0,153.0,44.96,36.45,18.59,Donald J Trump,370.0,44.96,Donald J Trump,Joseph R Biden Jr,Nikki Haley,370.0,300.0,100.0,44.96,36.45,12.15
23180,100638,President,1231.0,536.0,473.0,222.0,43.54,38.42,18.03,Donald J Trump,536.0,43.54,Donald J Trump,Joseph R Biden Jr,Nikki Haley,536.0,473.0,150.0,43.54,38.42,12.19
23188,100639,President,114.0,40.0,53.0,21.0,35.09,46.49,18.42,Joseph R Biden Jr,53.0,46.49,Joseph R Biden Jr,Donald J Trump,Nikki Haley,53.0,40.0,11.0,46.49,35.09,9.65
23193,100640,President,256.0,116.0,92.0,48.0,45.31,35.94,18.75,Donald J Trump,116.0,45.31,Donald J Trump,Joseph R Biden Jr,Nikki Haley,116.0,92.0,30.0,45.31,35.94,11.72
23194,100641,President,123.0,35.0,66.0,22.0,28.46,53.66,17.89,Joseph R Biden Jr,66.0,53.66,Joseph R Biden Jr,Donald J Trump,Marianne Williamson,66.0,35.0,7.0,53.66,28.46,5.69
23196,100642,President,517.0,220.0,209.0,88.0,42.55,40.43,17.02,Donald J Trump,220.0,42.55,Donald J Trump,Joseph R Biden Jr,Nikki Haley,220.0,209.0,45.0,42.55,40.43,8.7
23203,100643,President,567.0,254.0,224.0,89.0,44.8,39.51,15.7,Donald J Trump,254.0,44.8,Donald J Trump,Joseph R Biden Jr,Nikki Haley,254.0,224.0,58.0,44.8,39.51,10.23
23206,100644,President,123.0,40.0,58.0,25.0,32.52,47.15,20.33,Joseph R Biden Jr,58.0,47.15,Joseph R Biden Jr,Donald J Trump,Nikki Haley,58.0,40.0,6.0,47.15,32.52,4.88
23207,100645,President,35.0,17.0,12.0,6.0,48.57,34.29,17.14,Donald J Trump,17.0,48.57,Donald J Trump,Joseph R Biden Jr,Nikki Haley,17.0,12.0,3.0,48.57,34.29,8.57
23213,100646,President,32.0,8.0,21.0,3.0,25.0,65.62,9.38,Joseph R Biden Jr,21.0,65.62,Joseph R Biden Jr,Donald J Trump,Ron Desantis,21.0,8.0,1.0,65.62,25.0,3.12
23214,100647,President,373.0,182.0,121.0,70.0,48.79,32.44,18.77,Donald J Trump,182.0,48.79,Donald J Trump,Joseph R Biden Jr,Nikki Haley,182.0,121.0,48.0,48.79,32.44,12.87
23216,100648,President,194.0,91.0,67.0,36.0,46.91,34.54,18.56,Donald J Trump,91.0,46.91,Donald J Trump,Joseph R Biden Jr,Nikki Haley,91.0,67.0,24.0,46.91,34.54,12.37
23217,100649,President,265.0,89.0,136.0,40.0,33.58,51.32,15.09,Joseph R Biden Jr,136.0,51.32,Joseph R Biden Jr,Donald J Trump,Nikki Haley,136.0,89.0,14.0,51.32,33.58,5.28
23221,100650,President,82.0,40.0,28.0,14.0,48.78,34.15,17.07,Donald J Trump,40.0,48.78,Donald J Trump,Joseph R Biden Jr,Nikki Haley,40.0,28.0,9.0,48.78,34.15,10.98
23223,100651,President,90.0,56.0,21.0,13.0,62.22,23.33,14.44,Donald J Trump,56.0,62.22,Donald J Trump,Joseph R Biden Jr,Nikki Haley,56.0,21.0,7.0,62.22,23.33,7.78
23224,100652,President,38.0,16.0,19.0,3.0,42.11,50.0,7.89,Joseph R Biden Jr,19.0,50.0,Joseph R Biden Jr,Donald J Trump,Marianne Williamson,19.0,16.0,2.0,50.0,42.11,5.26
23225,100653,President,134.0,42.0,62.0,30.0,31.34,46.27,22.39,Joseph R Biden Jr,62.0,46.27,Joseph R Biden Jr,Donald J Trump,Marianne Williamson,62.0,42.0,7.0,46.27,31.34,5.22
23227,100654,President,75.0,46.0,18.0,11.0,61.33,24.0,14.67,Donald J Trump,46.0,61.33,Donald J Trump,Joseph R Biden Jr,Nikki Haley,46.0,18.0,10.0,61.33,24.0,13.33
23230,100655,President,298.0,123.0,118.0,57.0,41.28,39.6,19.13,Donald J Trump,123.0,41.28,Donald J Trump,Joseph R Biden Jr,Nikki Haley,123.0,118.0,32.0,41.28,39.6,10.74
23800,100656,President,194.0,73.0,96.0,25.0,37.63,49.48,12.89,Joseph R Biden Jr,96.0,49.48,Joseph R Biden Jr,Donald J Trump,Nikki Haley,96.0,73.0,11.0,49.48,37.63,5.67
23801,100657,President,110.0,67.0,25.0,18.0,60.91,22.73,16.36,Donald J Trump,67.0,60.91,Donald J Trump,Joseph R Biden Jr,Nikki Haley,67.0,25.0,9.0,60.91,22.73,8.18
23802,100658,President,46.0,21.0,21.0,4.0,45.65,45.65,8.7,Tie,21.0,45.65,Donald J Trump,Joseph R Biden Jr,Nikki Haley,21.0,21.0,4.0,45.65,45.65,8.7
23804,100660,President,74.0,30.0,30.0,14.0,40.54,40.54,18.92,Tie,30.0,40.54,Donald J Trump,Joseph R Biden Jr,Nikki Haley,30.0,30.0,8.0,40.54,40.54,10.81
23805,100661,President,87.0,43.0,26.0,18.0,49.43,29.89,20.69,Donald J Trump,43.0,49.43,Donald J Trump,Joseph R Biden Jr,Nikki Haley,43.0,26.0,14.0,49.43,29.89,16.09
23806,100662,President,10.0,7.0,2.0,1.0,70.0,20.0,10.0,Donald J Trump,7.0,70.0,Donald J Trump,Joseph R Biden Jr,Nikki Haley,7.0,2.0,1.0,70.0,20.0,10.0
23807,100663,President,85.0,35.0,33.0,17.0,41.18,38.82,20.0,Donald J Trump,35.0,41.18,Donald J Trump,Joseph R Biden Jr,Nikki Haley,35.0,33.0,11.0,41.18,38.82,12.94
23810,100665,President,292.0,130.0,106.0,56.0,44.52,36.3,19.18,Donald J Trump,130.0,44.52,Donald J Trump,Joseph R Biden Jr,Nikki Haley,130.0,106.0,36.0,44.52,36.3,12.33
23811,100666,President,296.0,133.0,119.0,44.0,44.93,40.2,14.86,Donald J Trump,133.0,44.93,Donald J Trump,Joseph R Biden Jr,Nikki Haley,133.0,119.0,23.0,44.93,40.2,7.77
23812,100667,President,65.0,23.0,27.0,15.0,35.38,41.54,23.08,Joseph R Biden Jr,27.0,41.54,Joseph R Biden Jr,Donald J Trump,Nikki Haley,27.0,23.0,13.0,41.54,35.38,20.0
23814,100669,President,133.0,52.0,62.0,19.0,39.1,46.62,14.29,Joseph R Biden Jr,62.0,46.62,Joseph R Biden Jr,Donald J Trump,Nikki Haley,62.0,52.0,13.0,46.62,39.1,9.77
23815,100670,President,124.0,67.0,23.0,34.0,54.03,18.55,27.42,Donald J Trump,67.0,54.03,Donald J Trump,Nikki Haley,Joseph R Biden Jr,67.0,24.0,23.0,54.03,19.35,18.55
25230,100671,President,436.0,152.0,221.0,63.0,34.86,50.69,14.45,Joseph R Biden Jr,221.0,50.69,Joseph R Biden Jr,Donald J Trump,Nikki Haley,221.0,152.0,52.0,50.69,34.86,11.93
25231,100672,President,1862.0,589.0,982.0,291.0,31.63,52.74,15.63,Joseph R Biden Jr,982.0,52.74,Joseph R Biden Jr,Donald J Trump,Nikki Haley,982.0,589.0,195.0,52.74,31.63,10.47
25234,100673,President,1971.0,633.0,1065.0,273.0,32.12,54.03,13.85,Joseph R Biden Jr,1065.0,54.03,Joseph R Biden Jr,Donald J Trump,Nikki Haley,1065.0,633.0,189.0,54.03,32.12,9.59
25371,100674,President,38.0,10.0,20.0,8.0,26.32,52.63,21.05,Joseph R Biden Jr,20.0,52.63,Joseph R Biden Jr,Donald J Trump,Nikki Haley,20.0,10.0,7.0,52.63,26.32,18.42
25377,100675,President,76.0,27.0,36.0,13.0,35.53,47.37,17.11,Joseph R Biden Jr,36.0,47.37,Joseph R Biden Jr,Donald J Trump,Nikki Haley,36.0,27.0,8.0,47.37,35.53,10.53
25382,100677,President,299.0,103.0,147.0,49.0,34.45,49.16,16.39,Joseph R Biden Jr,147.0,49.16,Joseph R Biden Jr,Donald J Trump,Nikki Haley,147.0,103.0,33.0,49.16,34.45,11.04
25385,100678,President,1511.0,544.0,783.0,184.0,36.0,51.82,12.18,Joseph R Biden Jr,783.0,51.82,Joseph R Biden Jr,Donald J Trump,Nikki Haley,783.0,544.0,122.0,51.82,36.0,8.07
25391,100679,President,268.0,95.0,127.0,46.0,35.45,47.39,17.16,Joseph R Biden Jr,127.0,47.39,Joseph R Biden Jr,Donald J Trump,Nikki Haley,127.0,95.0,38.0,47.39,35.45,14.18
25800,100680,President,1441.0,466.0,780.0,195.0,32.34,54.13,13.53,Joseph R Biden Jr,780.0,54.13,Joseph R Biden Jr,Donald J Trump,Nikki Haley,780.0,466.0,125.0,54.13,32.34,8.67
27113,100683,President,248.0,102.0,110.0,36.0,41.13,44.35,14.52,Joseph R Biden Jr,110.0,44.35,Joseph R Biden Jr,Donald J Trump,Nikki Haley,110.0,102.0,12.0,44.35,41.13,4.84
27115,100684,President,98.0,52.0,30.0,16.0,53.06,30.61,16.33,Donald J Trump,52.0,53.06,Donald J Trump,Joseph R Biden Jr,Marianne Williamson,52.0,30.0,6.0,53.06,30.61,6.12
27117,100685,President,149.0,56.0,72.0,21.0,37.58,48.32,14.09,Joseph R Biden Jr,72.0,48.32,Joseph R Biden Jr,Donald J Trump,Nikki Haley,72.0,56.0,8.0,48.32,37.58,5.37
27133,100686,President,17.0,4.0,12.0,1.0,23.53,70.59,5.88,Joseph R Biden Jr,12.0,70.59,Joseph R Biden Jr,Donald J Trump,Dean Phillips,12.0,4.0,1.0,70.59,23.53,5.88
27134,100687,President,18.0,10.0,7.0,1.0,55.56,38.89,5.56,Donald J Trump,10.0,55.56,Donald J Trump,Joseph R Biden Jr,Nikki Haley,10.0,7.0,1.0,55.56,38.89,5.56
27135,100688,President,71.0,32.0,28.0,11.0,45.07,39.44,15.49,Donald J Trump,32.0,45.07,Donald J Trump,Joseph R Biden Jr,Nikki Haley,32.0,28.0,5.0,45.07,39.44,7.04
27136,100689,President,87.0,29.0,45.0,13.0,33.33,51.72,14.94,Joseph R Biden Jr,45.0,51.72,Joseph R Biden Jr,Donald J Trump,Nikki Haley,45.0,29.0,7.0,51.72,33.33,8.05
27138,100690,President,69.0,41.0,17.0,11.0,59.42,24.64,15.94,Donald J Trump,41.0,59.42,Donald J Trump,Joseph R Biden Jr,Ron Desantis,41.0,17.0,2.0,59.42,24.64,2.9
27141,100693,President,28.0,7.0,11.0,10.0,25.0,39.29,35.71,Joseph R Biden Jr,11.0,39.29,Joseph R Biden Jr,Donald J Trump,Marianne Williamson,11.0,7.0,4.0,39.29,25.0,14.29
27142,100694,President,53.0,9.0,36.0,8.0,16.98,67.92,15.09,Joseph R Biden Jr,36.0,67.92,Joseph R Biden Jr,Donald J Trump,Marianne Williamson,36.0,9.0,2.0,67.92,16.98,3.77
27143,100695,President,24.0,7.0,15.0,2.0,29.17,62.5,8.33,Joseph R Biden Jr,15.0,62.5,Joseph R Biden Jr,Donald J Trump,Ron Desantis,15.0,7.0,1.0,62.5,29.17,4.17
27145,100696,President,143.0,60.0,60.0,23.0,41.96,41.96,16.08,Tie,60.0,41.96,Donald J Trump,Joseph R Biden Jr,Nikki Haley,60.0,60.0,10.0,41.96,41.96,6.99
27147,100698,President,247.0,81.0,123.0,43.0,32.79,49.8,17.41,Joseph R Biden Jr,123.0,49.8,Joseph R Biden Jr,Donald J Trump,Nikki Haley,123.0,81.0,15.0,49.8,32.79,6.07
27149,100699,President,202.0,102.0,69.0,31.0,50.5,34.16,15.35,Donald J Trump,102.0,50.5,Donald J Trump,Joseph R Biden Jr,Nikki Haley,102.0,69.0,9.0,50.5,34.16,4.46
27156,100700,President,433.0,195.0,169.0,69.0,45.03,39.03,15.94,Donald J Trump,195.0,45.03,Donald J Trump,Joseph R Biden Jr,Nikki Haley,195.0,169.0,33.0,45.03,39.03,7.62
27159,100702,President,484.0,242.0,176.0,66.0,50.0,36.36,13.64,Donald J Trump,242.0,50.0,Donald J Trump,Joseph R Biden Jr,Nikki Haley,242.0,176.0,25.0,50.0,36.36,5.17
27161,100703,President,176.0,66.0,83.0,27.0,37.5,47.16,15.34,Joseph R Biden Jr,83.0,47.16,Joseph R Biden Jr,Donald J Trump,Marianne Williamson,83.0,66.0,9.0,47.16,37.5,5.11
27162,100704,President,306.0,130.0,130.0,46.0,42.48,42.48,15.03,Tie,130.0,42.48,Donald J Trump,Joseph R Biden Jr,Nikki Haley,130.0,130.0,23.0,42.48,42.48,7.52
27163,100705,President,205.0,80.0,102.0,23.0,39.02,49.76,11.22,Joseph R Biden Jr,102.0,49.76,Joseph R Biden Jr,Donald J Trump,Nikki Haley,102.0,80.0,9.0,49.76,39.02,4.39
27164,100706,President,21.0,6.0,11.0,4.0,28.57,52.38,19.05,Joseph R Biden Jr,11.0,52.38,Joseph R Biden Jr,Donald J Trump,Gabriel Cornejo,11.0,6.0,1.0,52.38,28.57,4.76
27170,100708,President,218.0,95.0,99.0,24.0,43.58,45.41,11.01,Joseph R Biden Jr,99.0,45.41,Joseph R Biden Jr,Donald J Trump,Nikki Haley,99.0,95.0,9.0,45.41,43.58,4.13
27800,100709,President,62.0,25.0,17.0,20.0,40.32,27.42,32.26,Donald J Trump,25.0,40.32,Donald J Trump,Joseph R Biden Jr,Nikki Haley,25.0,17.0,9.0,40.32,27.42,14.52
27801,100710,President,39.0,22.0,13.0,4.0,56.41,33.33,10.26,Donald J Trump,22.0,56.41,Donald J Trump,Joseph R Biden Jr,Dean Phillips,22.0,13.0,3.0,56.41,33.33,7.69
27802,100711,President,41.0,20.0,17.0,4.0,48.78,41.46,9.76,Donald J Trump,20.0,48.78,Donald J Trump,Joseph R Biden Jr,Marianne Williamson,20.0,17.0,1.0,48.78,41.46,2.44
27803,100712,President,132.0,42.0,65.0,25.0,31.82,49.24,18.94,Joseph R Biden Jr,65.0,49.24,Joseph R Biden Jr,Donald J Trump,Dean Phillips,65.0,42.0,8.0,49.24,31.82,6.06
27805,100714,President,56.0,14.0,25.0,17.0,25.0,44.64,30.36,Joseph R Biden Jr,25.0,44.64,Joseph R Biden Jr,Donald J Trump,Nikki Haley,25.0,14.0,6.0,44.64,25.0,10.71
28200,100715,President,230.0,90.0,102.0,38.0,39.13,44.35,16.52,Joseph R Biden Jr,102.0,44.35,Joseph R Biden Jr,Donald J Trump,Nikki Haley,102.0,90.0,24.0,44.35,39.13,10.43
28247,100719,President,260.0,164.0,40.0,56.0,63.08,15.38,21.54,Donald J Trump,164.0,63.08,Donald J Trump,Nikki Haley,Joseph R Biden Jr,164.0,43.0,40.0,63.08,16.54,15.38
28800,100720,President,137.0,59.0,52.0,26.0,43.07,37.96,18.98,Donald J Trump,59.0,43.07,Donald J Trump,Joseph R Biden Jr,Nikki Haley,59.0,52.0,16.0,43.07,37.96,11.68
29277,100723,President,1045.0,513.0,319.0,213.0,49.09,30.53,20.38,Donald J Trump,513.0,49.09,Donald J Trump,Joseph R Biden Jr,Nikki Haley,513.0,319.0,157.0,49.09,30.53,15.02
29279,100725,President,1096.0,578.0,295.0,223.0,52.74,26.92,20.35,Donald J Trump,578.0,52.74,Donald J Trump,Joseph R Biden Jr,Nikki Haley,578.0,295.0,180.0,52.74,26.92,16.42
29285,100726,President,1523.0,833.0,396.0,294.0,54.69,26.0,19.3,Donald J Trump,833.0,54.69,Donald J Trump,Joseph R Biden Jr,Nikki Haley,833.0,396.0,221.0,54.69,26.0,14.51
29286,100727,President,611.0,330.0,180.0,101.0,54.01,29.46,16.53,Donald J Trump,330.0,54.01,Donald J Trump,Joseph R Biden Jr,Nikki Haley,330.0,180.0,71.0,54.01,29.46,11.62
29292,100729,President,720.0,424.0,185.0,111.0,58.89,25.69,15.42,Donald J Trump,424.0,58.89,Donald J Trump,Joseph R Biden Jr,Nikki Haley,424.0,185.0,81.0,58.89,25.69,11.25
29294,100730,President,698.0,389.0,193.0,116.0,55.73,27.65,16.62,Donald J Trump,389.0,55.73,Donald J Trump,Joseph R Biden Jr,Nikki Haley,389.0,193.0,85.0,55.73,27.65,12.18
29295,100731,President,181.0,85.0,51.0,45.0,46.96,28.18,24.86,Donald J Trump,85.0,46.96,Donald J Trump,Joseph R Biden Jr,Nikki Haley,85.0,51.0,32.0,46.96,28.18,17.68
29299,100732,President,930.0,528.0,235.0,167.0,56.77,25.27,17.96,Donald J Trump,528.0,56.77,Donald J Trump,Joseph R Biden Jr,Nikki Haley,528.0,235.0,109.0,56.77,25.27,11.72
29300,100733,President,583.0,325.0,156.0,102.0,55.75,26.76,17.5,Donald J Trump,325.0,55.75,Donald J Trump,Joseph R Biden Jr,Nikki Haley,325.0,156.0,55.0,55.75,26.76,9.43
