precinct,precinct_id,contest_title,all_votes,donald_j_trump,joseph_r_biden_jr,other_candidates,trump_pct,biden_pct,other_pct,winner_name,winner_votes,winning_pct,top_candidate_one,top_candidate_two,top_candidate_three,top_candidate_one_votes,top_candidate_two_votes,top_candidate_three_votes,top_candidate_one_pct,top_candidate_two_pct,top_candidate_three_pct
05397,100275,President,446.0,199.0,164.0,83.0,44.62,36.77,18.61,Donald J Trump,199.0,44.62,Donald J Trump,Joseph R Biden Jr,Nikki Haley,199.0,164.0,58.0,44.62,36.77,13.0
05800,100277,President,329.0,154.0,115.0,60.0,46.81,34.95,18.24,Donald J Trump,154.0,46.81,Donald J Trump,Joseph R Biden Jr,Nikki Haley,154.0,115.0,41.0,46.81,34.95,12.46
05804,100281,President,51.0,20.0,26.0,5.0,39.22,50.98,9.8,Joseph R Biden Jr,26.0,50.98,Joseph R Biden Jr,Donald J Trump,Nikki Haley,26.0,20.0,4.0,50.98,39.22,7.84
05806,100283,President,20.0,4.0,11.0,5.0,20.0,55.0,25.0,Joseph R Biden Jr,11.0,55.0,Joseph R Biden Jr,Donald J Trump,Marianne Williamson,11.0,4.0,2.0,55.0,20.0,10.0
05808,100284,President,228.0,99.0,87.0,42.0,43.42,38.16,18.42,Donald J Trump,99.0,43.42,Donald J Trump,Joseph R Biden Jr,Nikki Haley,99.0,87.0,20.0,43.42,38.16,8.77
05811,100286,President,1133.0,513.0,452.0,168.0,45.28,39.89,14.83,Donald J Trump,513.0,45.28,Donald J Trump,Joseph R Biden Jr,Nikki Haley,513.0,452.0,82.0,45.28,39.89,7.24
07092,100293,President,76.0,30.0,32.0,14.0,39.47,42.11,18.42,Joseph R Biden Jr,32.0,42.11,Joseph R Biden Jr,Donald J Trump,Marianne Williamson,32.0,30.0,6.0,42.11,39.47,7.89
07093,100294,President,13.0,3.0,8.0,2.0,23.08,61.54,15.38,Joseph R Biden Jr,8.0,61.54,Joseph R Biden Jr,Donald J Trump,Dean Phillips,8.0,3.0,2.0,61.54,23.08,15.38
07094,100295,President,91.0,38.0,41.0,12.0,41.76,45.05,13.19,Joseph R Biden Jr,41.0,45.05,Joseph R Biden Jr,Donald J Trump,Nikki Haley,41.0,38.0,4.0,45.05,41.76,4.4
07095,100296,President,46.0,15.0,25.0,6.0,32.61,54.35,13.04,Joseph R Biden Jr,25.0,54.35,Joseph R Biden Jr,Donald J Trump,Gabriel Cornejo,25.0,15.0,3.0,54.35,32.61,6.52
07098,100297,President,94.0,33.0,52.0,9.0,35.11,55.32,9.57,Joseph R Biden Jr,52.0,55.32,Joseph R Biden Jr,Donald J Trump,Nikki Haley,52.0,33.0,5.0,55.32,35.11,5.32
07101,100298,President,141.0,45.0,80.0,16.0,31.91,56.74,11.35,Joseph R Biden Jr,80.0,56.74,Joseph R Biden Jr,Donald J Trump,Nikki Haley,80.0,45.0,7.0,56.74,31.91,4.96
07104,100299,President,123.0,38.0,60.0,25.0,30.89,48.78,20.33,Joseph R Biden Jr,60.0,48.78,Joseph R Biden Jr,Donald J Trump,Nikki Haley,60.0,38.0,5.0,48.78,30.89,4.07
07106,100300,President,94.0,28.0,37.0,29.0,29.79,39.36,30.85,Joseph R Biden Jr,37.0,39.36,Joseph R Biden Jr,Donald J Trump,Nikki Haley,37.0,28.0,12.0,39.36,29.79,12.77
07108,100301,President,158.0,47.0,85.0,26.0,29.75,53.8,16.46,Joseph R Biden Jr,85.0,53.8,Joseph R Biden Jr,Donald J Trump,Nikki Haley,85.0,47.0,10.0,53.8,29.75,6.33
07109,100302,President,403.0,162.0,187.0,54.0,40.2,46.4,13.4,Joseph R Biden Jr,187.0,46.4,Joseph R Biden Jr,Donald J Trump,Nikki Haley,187.0,162.0,25.0,46.4,40.2,6.2
07110,100303,President,168.0,71.0,73.0,24.0,42.26,43.45,14.29,Joseph R Biden Jr,73.0,43.45,Joseph R Biden Jr,Donald J Trump,Nikki Haley,73.0,71.0,13.0,43.45,42.26,7.74
07112,100304,President,133.0,47.0,65.0,21.0,35.34,48.87,15.79,Joseph R Biden Jr,65.0,48.87,Joseph R Biden Jr,Donald J Trump,Nikki Haley,65.0,47.0,9.0,48.87,35.34,6.77
07120,100305,President,95.0,41.0,38.0,16.0,43.16,40.0,16.84,Donald J Trump,41.0,43.16,Donald J Trump,Joseph R Biden Jr,Nikki Haley,41.0,38.0,10.0,43.16,40.0,10.53
07121,100306,President,98.0,47.0,36.0,15.0,47.96,36.73,15.31,Donald J Trump,47.0,47.96,Donald J Trump,Joseph R Biden Jr,Nikki Haley,47.0,36.0,5.0,47.96,36.73,5.1
07122,100307,President,431.0,210.0,163.0,58.0,48.72,37.82,13.46,Donald J Trump,210.0,48.72,Donald J Trump,Joseph R Biden Jr,Nikki Haley,210.0,163.0,27.0,48.72,37.82,6.26
07123,100308,President,61.0,20.0,31.0,10.0,32.79,50.82,16.39,Joseph R Biden Jr,31.0,50.82,Joseph R Biden Jr,Donald J Trump,Dean Phillips,31.0,20.0,4.0,50.82,32.79,6.56
07124,100309,President,69.0,24.0,34.0,11.0,34.78,49.28,15.94,Joseph R Biden Jr,34.0,49.28,Joseph R Biden Jr,Donald J Trump,Nikki Haley,34.0,24.0,4.0,49.28,34.78,5.8
07125,100310,President,22.0,5.0,12.0,5.0,22.73,54.55,22.73,Joseph R Biden Jr,12.0,54.55,Joseph R Biden Jr,Donald J Trump,Nikki Haley,12.0,5.0,2.0,54.55,22.73,9.09
07126,100311,President,428.0,166.0,189.0,73.0,38.79,44.16,17.06,Joseph R Biden Jr,189.0,44.16,Joseph R Biden Jr,Donald J Trump,Nikki Haley,189.0,166.0,41.0,44.16,38.79,9.58
07127,100312,President,81.0,34.0,37.0,10.0,41.98,45.68,12.35,Joseph R Biden Jr,37.0,45.68,Joseph R Biden Jr,Donald J Trump,Nikki Haley,37.0,34.0,4.0,45.68,41.98,4.94
07129,100313,President,75.0,37.0,27.0,11.0,49.33,36.0,14.67,Donald J Trump,37.0,49.33,Donald J Trump,Joseph R Biden Jr,Nikki Haley,37.0,27.0,6.0,49.33,36.0,8.0
07131,100315,President,108.0,35.0,48.0,25.0,32.41,44.44,23.15,Joseph R Biden Jr,48.0,44.44,Joseph R Biden Jr,Donald J Trump,Nikki Haley,48.0,35.0,7.0,44.44,32.41,6.48
07133,100316,President,63.0,31.0,23.0,9.0,49.21,36.51,14.29,Donald J Trump,31.0,49.21,Donald J Trump,Joseph R Biden Jr,Nikki Haley,31.0,23.0,3.0,49.21,36.51,4.76
07134,100317,President,118.0,33.0,72.0,13.0,27.97,61.02,11.02,Joseph R Biden Jr,72.0,61.02,Joseph R Biden Jr,Donald J Trump,Nikki Haley,72.0,33.0,3.0,61.02,27.97,2.54
07135,100318,President,171.0,94.0,62.0,15.0,54.97,36.26,8.77,Donald J Trump,94.0,54.97,Donald J Trump,Joseph R Biden Jr,Nikki Haley,94.0,62.0,7.0,54.97,36.26,4.09
07137,100320,President,80.0,37.0,33.0,10.0,46.25,41.25,12.5,Donald J Trump,37.0,46.25,Donald J Trump,Joseph R Biden Jr,Nikki Haley,37.0,33.0,7.0,46.25,41.25,8.75
07138,100321,President,329.0,143.0,135.0,51.0,43.47,41.03,15.5,Donald J Trump,143.0,43.47,Donald J Trump,Joseph R Biden Jr,Nikki Haley,143.0,135.0,23.0,43.47,41.03,6.99
07139,100322,President,23.0,11.0,7.0,5.0,47.83,30.43,21.74,Donald J Trump,11.0,47.83,Donald J Trump,Joseph R Biden Jr,Dean Phillips,11.0,7.0,3.0,47.83,30.43,13.04
07140,100323,President,219.0,98.0,77.0,44.0,44.75,35.16,20.09,Donald J Trump,98.0,44.75,Donald J Trump,Joseph R Biden Jr,Nikki Haley,98.0,77.0,25.0,44.75,35.16,11.42
07145,100325,President,200.0,90.0,84.0,26.0,45.0,42.0,13.0,Donald J Trump,90.0,45.0,Donald J Trump,Joseph R Biden Jr,Nikki Haley,90.0,84.0,6.0,45.0,42.0,3.0
07146,100326,President,116.0,63.0,37.0,16.0,54.31,31.9,13.79,Donald J Trump,63.0,54.31,Donald J Trump,Joseph R Biden Jr,Nikki Haley,63.0,37.0,8.0,54.31,31.9,6.9
07147,100327,President,99.0,25.0,59.0,15.0,25.25,59.6,15.15,Joseph R Biden Jr,59.0,59.6,Joseph R Biden Jr,Donald J Trump,Nikki Haley,59.0,25.0,10.0,59.6,25.25,10.1
07148,100328,President,10.0,5.0,3.0,2.0,50.0,30.0,20.0,Donald J Trump,5.0,50.0,Donald J Trump,Joseph R Biden Jr,James Bradley,5.0,3.0,1.0,50.0,30.0,10.0
07149,100329,President,276.0,128.0,98.0,50.0,46.38,35.51,18.12,Donald J Trump,128.0,46.38,Donald J Trump,Joseph R Biden Jr,Nikki Haley,128.0,98.0,30.0,46.38,35.51,10.87
07151,100330,President,234.0,93.0,100.0,41.0,39.74,42.74,17.52,Joseph R Biden Jr,100.0,42.74,Joseph R Biden Jr,Donald J Trump,Nikki Haley,100.0,93.0,14.0,42.74,39.74,5.98
07152,100331,President,389.0,185.0,154.0,50.0,47.56,39.59,12.85,Donald J Trump,185.0,47.56,Donald J Trump,Joseph R Biden Jr,Nikki Haley,185.0,154.0,20.0,47.56,39.59,5.14
07158,100332,President,164.0,78.0,59.0,27.0,47.56,35.98,16.46,Donald J Trump,78.0,47.56,Donald J Trump,Joseph R Biden Jr,Nikki Haley,78.0,59.0,14.0,47.56,35.98,8.54
07161,100333,President,65.0,29.0,24.0,12.0,44.62,36.92,18.46,Donald J Trump,29.0,44.62,Donald J Trump,Joseph R Biden Jr,Marianne Williamson,29.0,24.0,5.0,44.62,36.92,7.69
07166,100334,President,340.0,157.0,144.0,39.0,46.18,42.35,11.47,Donald J Trump,157.0,46.18,Donald J Trump,Joseph R Biden Jr,Nikki Haley,157.0,144.0,10.0,46.18,42.35,2.94
07167,100335,President,728.0,279.0,336.0,113.0,38.32,46.15,15.52,Joseph R Biden Jr,336.0,46.15,Joseph R Biden Jr,Donald J Trump,Nikki Haley,336.0,279.0,40.0,46.15,38.32,5.49
07170,100337,President,189.0,82.0,81.0,26.0,43.39,42.86,13.76,Donald J Trump,82.0,43.39,Donald J Trump,Joseph R Biden Jr,Nikki Haley,82.0,81.0,17.0,43.39,42.86,8.99
07172,100338,President,58.0,27.0,25.0,6.0,46.55,43.1,10.34,Donald J Trump,27.0,46.55,Donald J Trump,Joseph R Biden Jr,Marianne Williamson,27.0,25.0,2.0,46.55,43.1,3.45
07174,100339,President,180.0,61.0,102.0,17.0,33.89,56.67,9.44,Joseph R Biden Jr,102.0,56.67,Joseph R Biden Jr,Donald J Trump,Nikki Haley,102.0,61.0,10.0,56.67,33.89,5.56
07176,100340,President,391.0,173.0,156.0,62.0,44.25,39.9,15.86,Donald J Trump,173.0,44.25,Donald J Trump,Joseph R Biden Jr,Nikki Haley,173.0,156.0,34.0,44.25,39.9,8.7
07181,100342,President,10.0,5.0,3.0,2.0,50.0,30.0,20.0,Donald J Trump,5.0,50.0,Donald J Trump,Joseph R Biden Jr,Marianne Williamson,5.0,3.0,1.0,50.0,30.0,10.0
07182,100343,President,934.0,374.0,401.0,159.0,40.04,42.93,17.02,Joseph R Biden Jr,401.0,42.93,Joseph R Biden Jr,Donald J Trump,Nikki Haley,401.0,374.0,89.0,42.93,40.04,9.53
07185,100345,President,58.0,15.0,30.0,13.0,25.86,51.72,22.41,Joseph R Biden Jr,30.0,51.72,Joseph R Biden Jr,Donald J Trump,Gabriel Cornejo,30.0,15.0,4.0,51.72,25.86,6.9
07186,100346,President,99.0,46.0,36.0,17.0,46.46,36.36,17.17,Donald J Trump,46.0,46.46,Donald J Trump,Joseph R Biden Jr,Nikki Haley,46.0,36.0,8.0,46.46,36.36,8.08
07187,100347,President,39.0,20.0,8.0,11.0,51.28,20.51,28.21,Donald J Trump,20.0,51.28,Donald J Trump,Joseph R Biden Jr,Nikki Haley,20.0,8.0,4.0,51.28,20.51,10.26
07801,100349,President,25.0,3.0,20.0,2.0,12.0,80.0,8.0,Joseph R Biden Jr,20.0,80.0,Joseph R Biden Jr,Donald J Trump,Marianne Williamson,20.0,3.0,1.0,80.0,12.0,4.0
07802,100350,President,62.0,37.0,16.0,9.0,59.68,25.81,14.52,Donald J Trump,37.0,59.68,Donald J Trump,Joseph R Biden Jr,Nikki Haley,37.0,16.0,5.0,59.68,25.81,8.06
07803,100351,President,83.0,28.0,41.0,14.0,33.73,49.4,16.87,Joseph R Biden Jr,41.0,49.4,Joseph R Biden Jr,Donald J Trump,Nikki Haley,41.0,28.0,5.0,49.4,33.73,6.02
07804,100352,President,28.0,10.0,12.0,6.0,35.71,42.86,21.43,Joseph R Biden Jr,12.0,42.86,Joseph R Biden Jr,Donald J Trump,Nikki Haley,12.0,10.0,3.0,42.86,35.71,10.71
07805,100353,President,36.0,11.0,18.0,7.0,30.56,50.0,19.44,Joseph R Biden Jr,18.0,50.0,Joseph R Biden Jr,Donald J Trump,Gabriel Cornejo,18.0,11.0,3.0,50.0,30.56,8.33
07806,100354,President,23.0,12.0,8.0,3.0,52.17,34.78,13.04,Donald J Trump,12.0,52.17,Donald J Trump,Joseph R Biden Jr,President R Boddie,12.0,8.0,1.0,52.17,34.78,4.35
07807,100355,President,21.0,8.0,10.0,3.0,38.1,47.62,14.29,Joseph R Biden Jr,10.0,47.62,Joseph R Biden Jr,Donald J Trump,Charles Ballay,10.0,8.0,1.0,47.62,38.1,4.76
07808,100356,President,108.0,40.0,41.0,27.0,37.04,37.96,25.0,Joseph R Biden Jr,41.0,37.96,Joseph R Biden Jr,Donald J Trump,Nikki Haley,41.0,40.0,15.0,37.96,37.04,13.89
07809,100357,President,125.0,48.0,58.0,19.0,38.4,46.4,15.2,Joseph R Biden Jr,58.0,46.4,Joseph R Biden Jr,Donald J Trump,Gabriel Cornejo,58.0,48.0,7.0,46.4,38.4,5.6
07810,100358,President,65.0,16.0,36.0,13.0,24.62,55.38,20.0,Joseph R Biden Jr,36.0,55.38,Joseph R Biden Jr,Donald J Trump,Marianne Williamson,36.0,16.0,5.0,55.38,24.62,7.69
07811,100359,President,361.0,151.0,154.0,56.0,41.83,42.66,15.51,Joseph R Biden Jr,154.0,42.66,Joseph R Biden Jr,Donald J Trump,Nikki Haley,154.0,151.0,26.0,42.66,41.83,7.2
07813,100361,President,119.0,48.0,55.0,16.0,40.34,46.22,13.45,Joseph R Biden Jr,55.0,46.22,Joseph R Biden Jr,Donald J Trump,Nikki Haley,55.0,48.0,11.0,46.22,40.34,9.24
07814,100362,President,51.0,12.0,29.0,10.0,23.53,56.86,19.61,Joseph R Biden Jr,29.0,56.86,Joseph R Biden Jr,Donald J Trump,Nikki Haley,29.0,12.0,6.0,56.86,23.53,11.76
07815,100363,President,49.0,26.0,16.0,7.0,53.06,32.65,14.29,Donald J Trump,26.0,53.06,Donald J Trump,Joseph R Biden Jr,Nikki Haley,26.0,16.0,3.0,53.06,32.65,6.12
07816,100364,President,51.0,25.0,21.0,5.0,49.02,41.18,9.8,Donald J Trump,25.0,49.02,Donald J Trump,Joseph R Biden Jr,James Bradley,25.0,21.0,2.0,49.02,41.18,3.92
07817,100365,President,22.0,8.0,10.0,4.0,36.36,45.45,18.18,Joseph R Biden Jr,10.0,45.45,Joseph R Biden Jr,Donald J Trump,Marianne Williamson,10.0,8.0,2.0,45.45,36.36,9.09
07818,100366,President,51.0,20.0,23.0,8.0,39.22,45.1,15.69,Joseph R Biden Jr,23.0,45.1,Joseph R Biden Jr,Donald J Trump,Marianne Williamson,23.0,20.0,2.0,45.1,39.22,3.92
07819,100367,President,37.0,12.0,19.0,6.0,32.43,51.35,16.22,Joseph R Biden Jr,19.0,51.35,Joseph R Biden Jr,Donald J Trump,President R Boddie,19.0,12.0,2.0,51.35,32.43,5.41
07820,100368,President,67.0,31.0,31.0,5.0,46.27,46.27,7.46,Tie,31.0,46.27,Donald J Trump,Joseph R Biden Jr,Nikki Haley,31.0,31.0,3.0,46.27,46.27,4.48
10315,100370,President,62.0,20.0,25.0,17.0,32.26,40.32,27.42,Joseph R Biden Jr,25.0,40.32,Joseph R Biden Jr,Donald J Trump,Nikki Haley,25.0,20.0,13.0,40.32,32.26,20.97
10316,100371,President,625.0,246.0,267.0,112.0,39.36,42.72,17.92,Joseph R Biden Jr,267.0,42.72,Joseph R Biden Jr,Donald J Trump,Nikki Haley,267.0,246.0,61.0,42.72,39.36,9.76
10317,100372,President,296.0,132.0,125.0,39.0,44.59,42.23,13.18,Donald J Trump,132.0,44.59,Donald J Trump,Joseph R Biden Jr,Nikki Haley,132.0,125.0,18.0,44.59,42.23,6.08
10319,100373,President,1021.0,435.0,404.0,182.0,42.61,39.57,17.83,Donald J Trump,435.0,42.61,Donald J Trump,Joseph R Biden Jr,Nikki Haley,435.0,404.0,88.0,42.61,39.57,8.62
10320,100374,President,849.0,300.0,389.0,160.0,35.34,45.82,18.85,Joseph R Biden Jr,389.0,45.82,Joseph R Biden Jr,Donald J Trump,Nikki Haley,389.0,300.0,102.0,45.82,35.34,12.01
10325,100375,President,579.0,258.0,210.0,111.0,44.56,36.27,19.17,Donald J Trump,258.0,44.56,Donald J Trump,Joseph R Biden Jr,Nikki Haley,258.0,210.0,63.0,44.56,36.27,10.88
10326,100376,President,191.0,71.0,85.0,35.0,37.17,44.5,18.32,Joseph R Biden Jr,85.0,44.5,Joseph R Biden Jr,Donald J Trump,Nikki Haley,85.0,71.0,24.0,44.5,37.17,12.57
10333,100377,President,313.0,135.0,118.0,60.0,43.13,37.7,19.17,Donald J Trump,135.0,43.13,Donald J Trump,Joseph R Biden Jr,Nikki Haley,135.0,118.0,43.0,43.13,37.7,13.74
10337,100378,President,974.0,411.0,397.0,166.0,42.2,40.76,17.04,Donald J Trump,411.0,42.2,Donald J Trump,Joseph R Biden Jr,Nikki Haley,411.0,397.0,75.0,42.2,40.76,7.7
10338,100379,President,498.0,242.0,187.0,69.0,48.59,37.55,13.86,Donald J Trump,242.0,48.59,Donald J Trump,Joseph R Biden Jr,Nikki Haley,242.0,187.0,46.0,48.59,37.55,9.24
10340,100380,President,665.0,305.0,255.0,105.0,45.86,38.35,15.79,Donald J Trump,305.0,45.86,Donald J Trump,Joseph R Biden Jr,Nikki Haley,305.0,255.0,47.0,45.86,38.35,7.07
10342,100381,President,18.0,5.0,6.0,7.0,27.78,33.33,38.89,Tie,6.0,33.33,Nikki Haley,Joseph R Biden Jr,Donald J Trump,6.0,6.0,5.0,33.33,33.33,27.78
10361,100383,President,635.0,252.0,258.0,125.0,39.69,40.63,19.69,Joseph R Biden Jr,258.0,40.63,Joseph R Biden Jr,Donald J Trump,Nikki Haley,258.0,252.0,76.0,40.63,39.69,11.97
10362,100384,President,231.0,116.0,73.0,42.0,50.22,31.6,18.18,Donald J Trump,116.0,50.22,Donald J Trump,Joseph R Biden Jr,Nikki Haley,116.0,73.0,20.0,50.22,31.6,8.66
10364,100385,President,365.0,124.0,169.0,72.0,33.97,46.3,19.73,Joseph R Biden Jr,169.0,46.3,Joseph R Biden Jr,Donald J Trump,Nikki Haley,169.0,124.0,36.0,46.3,33.97,9.86
10367,100386,President,574.0,249.0,221.0,104.0,43.38,38.5,18.12,Donald J Trump,249.0,43.38,Donald J Trump,Joseph R Biden Jr,Nikki Haley,249.0,221.0,59.0,43.38,38.5,10.28
10374,100387,President,79.0,23.0,45.0,11.0,29.11,56.96,13.92,Joseph R Biden Jr,45.0,56.96,Joseph R Biden Jr,Donald J Trump,Nikki Haley,45.0,23.0,4.0,56.96,29.11,5.06
10380,100388,President,760.0,339.0,300.0,121.0,44.61,39.47,15.92,Donald J Trump,339.0,44.61,Donald J Trump,Joseph R Biden Jr,Nikki Haley,339.0,300.0,70.0,44.61,39.47,9.21
10383,100389,President,17.0,10.0,6.0,1.0,58.82,35.29,5.88,Donald J Trump,10.0,58.82,Donald J Trump,Joseph R Biden Jr,Nikki Haley,10.0,6.0,1.0,58.82,35.29,5.88
10388,100390,President,268.0,129.0,109.0,30.0,48.13,40.67,11.19,Donald J Trump,129.0,48.13,Donald J Trump,Joseph R Biden Jr,Nikki Haley,129.0,109.0,15.0,48.13,40.67,5.6
10800,100391,President,257.0,120.0,108.0,29.0,46.69,42.02,11.28,Donald J Trump,120.0,46.69,Donald J Trump,Joseph R Biden Jr,Nikki Haley,120.0,108.0,11.0,46.69,42.02,4.28
10801,100392,President,28.0,6.0,16.0,6.0,21.43,57.14,21.43,Joseph R Biden Jr,16.0,57.14,Joseph R Biden Jr,Donald J Trump,Claudia De La Cruz,16.0,6.0,2.0,57.14,21.43,7.14
11041,100393,President,405.0,181.0,156.0,68.0,44.69,38.52,16.79,Donald J Trump,181.0,44.69,Donald J Trump,Joseph R Biden Jr,Nikki Haley,181.0,156.0,44.0,44.69,38.52,10.86
11043,100394,President,177.0,76.0,68.0,33.0,42.94,38.42,18.64,Donald J Trump,76.0,42.94,Donald J Trump,Joseph R Biden Jr,Nikki Haley,76.0,68.0,22.0,42.94,38.42,12.43
11075,100395,President,37.0,16.0,16.0,5.0,43.24,43.24,13.51,Tie,16.0,43.24,Donald J Trump,Joseph R Biden Jr,Nikki Haley,16.0,16.0,5.0,43.24,43.24,13.51
11351,100396,President,232.0,111.0,82.0,39.0,47.84,35.34,16.81,Donald J Trump,111.0,47.84,Donald J Trump,Joseph R Biden Jr,Nikki Haley,111.0,82.0,28.0,47.84,35.34,12.07
11355,100397,President,332.0,133.0,149.0,50.0,40.06,44.88,15.06,Joseph R Biden Jr,149.0,44.88,Joseph R Biden Jr,Donald J Trump,Nikki Haley,149.0,133.0,32.0,44.88,40.06,9.64
11357,100398,President,12.0,3.0,1.0,8.0,25.0,8.33,66.67,Nikki Haley,6.0,50.0,Nikki Haley,Donald J Trump,Joseph R Biden Jr,6.0,3.0,1.0,50.0,25.0,8.33
11360,100399,President,13.0,7.0,5.0,1.0,53.85,38.46,7.69,Donald J Trump,7.0,53.85,Donald J Trump,Joseph R Biden Jr,Nikki Haley,7.0,5.0,1.0,53.85,38.46,7.69
11362,100400,President,108.0,51.0,47.0,10.0,47.22,43.52,9.26,Donald J Trump,51.0,47.22,Donald J Trump,Joseph R Biden Jr,Ron Desantis,51.0,47.0,5.0,47.22,43.52,4.63
11801,100402,President,266.0,104.0,119.0,43.0,39.1,44.74,16.17,Joseph R Biden Jr,119.0,44.74,Joseph R Biden Jr,Donald J Trump,Nikki Haley,119.0,104.0,23.0,44.74,39.1,8.65
11802,100403,President,245.0,96.0,118.0,31.0,39.18,48.16,12.65,Joseph R Biden Jr,118.0,48.16,Joseph R Biden Jr,Donald J Trump,Nikki Haley,118.0,96.0,14.0,48.16,39.18,5.71
11805,100406,President,179.0,79.0,66.0,34.0,44.13,36.87,18.99,Donald J Trump,79.0,44.13,Donald J Trump,Joseph R Biden Jr,Nikki Haley,79.0,66.0,20.0,44.13,36.87,11.17
11806,100407,President,237.0,116.0,96.0,25.0,48.95,40.51,10.55,Donald J Trump,116.0,48.95,Donald J Trump,Joseph R Biden Jr,Nikki Haley,116.0,96.0,14.0,48.95,40.51,5.91
11808,100409,President,125.0,49.0,53.0,23.0,39.2,42.4,18.4,Joseph R Biden Jr,53.0,42.4,Joseph R Biden Jr,Donald J Trump,Nikki Haley,53.0,49.0,14.0,42.4,39.2,11.2
11809,100410,President,119.0,52.0,48.0,19.0,43.7,40.34,15.97,Donald J Trump,52.0,43.7,Donald J Trump,Joseph R Biden Jr,Nikki Haley,52.0,48.0,13.0,43.7,40.34,10.92
11810,100411,President,137.0,50.0,63.0,24.0,36.5,45.99,17.52,Joseph R Biden Jr,63.0,45.99,Joseph R Biden Jr,Donald J Trump,Nikki Haley,63.0,50.0,15.0,45.99,36.5,10.95
11811,100412,President,158.0,61.0,69.0,28.0,38.61,43.67,17.72,Joseph R Biden Jr,69.0,43.67,Joseph R Biden Jr,Donald J Trump,Nikki Haley,69.0,61.0,12.0,43.67,38.61,7.59
11812,100413,President,95.0,38.0,39.0,18.0,40.0,41.05,18.95,Joseph R Biden Jr,39.0,41.05,Joseph R Biden Jr,Donald J Trump,Nikki Haley,39.0,38.0,11.0,41.05,40.0,11.58
11813,100414,President,48.0,15.0,26.0,7.0,31.25,54.17,14.58,Joseph R Biden Jr,26.0,54.17,Joseph R Biden Jr,Donald J Trump,Nikki Haley,26.0,15.0,2.0,54.17,31.25,4.17
13032,100417,President,70.0,32.0,33.0,5.0,45.71,47.14,7.14,Joseph R Biden Jr,33.0,47.14,Joseph R Biden Jr,Donald J Trump,Marianne Williamson,33.0,32.0,3.0,47.14,45.71,4.29
13033,100418,President,176.0,65.0,86.0,25.0,36.93,48.86,14.2,Joseph R Biden Jr,86.0,48.86,Joseph R Biden Jr,Donald J Trump,Nikki Haley,86.0,65.0,13.0,48.86,36.93,7.39
13035,100420,President,64.0,15.0,40.0,9.0,23.44,62.5,14.06,Joseph R Biden Jr,40.0,62.5,Joseph R Biden Jr,Donald J Trump,Dean Phillips,40.0,15.0,2.0,62.5,23.44,3.12
13036,100421,President,33.0,5.0,20.0,8.0,15.15,60.61,24.24,Joseph R Biden Jr,20.0,60.61,Joseph R Biden Jr,Donald J Trump,Nikki Haley,20.0,5.0,3.0,60.61,15.15,9.09
13038,100422,President,423.0,140.0,217.0,66.0,33.1,51.3,15.6,Joseph R Biden Jr,217.0,51.3,Joseph R Biden Jr,Donald J Trump,Nikki Haley,217.0,140.0,32.0,51.3,33.1,7.57
13041,100423,President,615.0,289.0,195.0,131.0,46.99,31.71,21.3,Donald J Trump,289.0,46.99,Donald J Trump,Joseph R Biden Jr,Nikki Haley,289.0,195.0,99.0,46.99,31.71,16.1
13042,100424,President,43.0,19.0,22.0,2.0,44.19,51.16,4.65,Joseph R Biden Jr,22.0,51.16,Joseph R Biden Jr,Donald J Trump,Charles Ballay,22.0,19.0,1.0,51.16,44.19,2.33
13043,100425,President,319.0,95.0,166.0,58.0,29.78,52.04,18.18,Joseph R Biden Jr,166.0,52.04,Joseph R Biden Jr,Donald J Trump,Marianne Williamson,166.0,95.0,22.0,52.04,29.78,6.9
13044,100426,President,431.0,197.0,187.0,47.0,45.71,43.39,10.9,Donald J Trump,197.0,45.71,Donald J Trump,Joseph R Biden Jr,Nikki Haley,197.0,187.0,15.0,45.71,43.39,3.48
13047,100427,President,647.0,211.0,325.0,111.0,32.61,50.23,17.16,Joseph R Biden Jr,325.0,50.23,Joseph R Biden Jr,Donald J Trump,Nikki Haley,325.0,211.0,42.0,50.23,32.61,6.49
13053,100428,President,734.0,293.0,329.0,112.0,39.92,44.82,15.26,Joseph R Biden Jr,329.0,44.82,Joseph R Biden Jr,Donald J Trump,Nikki Haley,329.0,293.0,31.0,44.82,39.92,4.22
13057,100429,President,1320.0,524.0,558.0,238.0,39.7,42.27,18.03,Joseph R Biden Jr,558.0,42.27,Joseph R Biden Jr,Donald J Trump,Nikki Haley,558.0,524.0,150.0,42.27,39.7,11.36
13061,100430,President,75.0,32.0,30.0,13.0,42.67,40.0,17.33,Donald J Trump,32.0,42.67,Donald J Trump,Joseph R Biden Jr,Nikki Haley,32.0,30.0,4.0,42.67,40.0,5.33
13063,100431,President,747.0,366.0,229.0,152.0,49.0,30.66,20.35,Donald J Trump,366.0,49.0,Donald J Trump,Joseph R Biden Jr,Nikki Haley,366.0,229.0,100.0,49.0,30.66,13.39
13064,100432,President,58.0,12.0,34.0,12.0,20.69,58.62,20.69,Joseph R Biden Jr,34.0,58.62,Joseph R Biden Jr,Donald J Trump,Marianne Williamson,34.0,12.0,4.0,58.62,20.69,6.9
13065,100433,President,65.0,12.0,39.0,14.0,18.46,60.0,21.54,Joseph R Biden Jr,39.0,60.0,Joseph R Biden Jr,Donald J Trump,Marianne Williamson,39.0,12.0,6.0,60.0,18.46,9.23
