date,tweets
2018-06-01,7223
2018-05-31,9452
2018-05-30,9779
2018-05-29,9203
2018-05-28,8706
2018-05-27,8286
2018-05-26,7820
2018-05-25,8624
2018-05-24,9603
2018-05-23,11201
2018-05-22,10325
2018-05-21,12304
2018-05-20,11027
2018-05-19,9401
2018-05-18,10088
2018-05-17,11631
2018-05-16,11128
2018-05-15,9853
2018-05-14,8372
2018-05-13,8600
2018-05-12,7637
2018-05-11,10859
2018-05-10,10015
2018-05-09,10033
2018-05-08,11847
2018-05-07,9829
2018-05-06,11561
2018-05-05,11696
2018-05-04,11959
2018-05-03,11391
2018-05-02,11749
2018-05-01,11260
2018-04-30,13964
2018-04-29,12542
2018-04-28,12524
2018-04-27,18667
2018-04-26,17384
2018-04-25,16693
2018-04-24,14254
2018-04-23,14182
2018-04-22,16017
2018-04-21,16814
2018-04-20,11999
2018-04-19,12140
2018-04-18,11494
2018-04-17,12237
2018-04-16,13525
2018-04-15,9780
2018-04-14,11814
2018-04-13,18510
2018-04-12,14312
2018-04-11,10917
2018-04-10,13338
2018-04-09,16796
2018-04-08,13129
2018-04-07,18782
2018-04-06,14704
2018-04-05,11693
2018-04-04,10988
2018-04-03,11228
2018-04-02,10490
2018-04-01,11666
2018-03-31,20623
2018-03-30,10704
2018-03-29,14987
2018-03-28,10447
2018-03-27,9682
2018-03-26,12491
2018-03-25,11297
2018-03-24,11981
2018-03-23,9482
2018-03-22,9772
2018-03-21,12825
2018-03-20,9428
2018-03-19,8257
2018-03-18,9987
2018-03-17,11391
2018-03-16,10343
2018-03-15,9986
2018-03-14,9386
2018-03-13,8944
2018-03-12,9183
2018-03-11,11335
2018-03-10,10414
2018-03-09,12790
2018-03-08,10361
2018-03-07,10422
2018-03-06,10188
2018-03-05,9175
2018-03-04,10501
2018-03-03,5296
2018-03-02,6345
2018-03-01,7065
2018-02-28,8737
2018-02-27,11290
2018-02-26,9403
2018-02-25,9785
2018-02-24,11734
2018-02-23,11397
2018-02-22,11866
2018-02-21,11949
2018-02-20,12512
2018-02-19,11305
2018-02-18,9641
2018-02-17,11052
2018-02-16,11866
2018-02-15,10971
2018-02-14,10869
2018-02-13,10947
2018-02-12,12343
2018-02-11,9477
2018-02-10,12979
2018-02-09,9328
2018-02-08,13856
2018-02-07,13252
2018-02-06,16264
2018-02-05,11755
2018-02-04,9966
2018-02-03,12016
2018-02-02,19038
2018-02-01,16326
2018-01-31,14569
2018-01-30,13243
2018-01-29,9888
2018-01-28,10621
2018-01-27,11504
2018-01-26,9728
2018-01-25,13327
2018-01-24,9227
2018-01-23,11306
2018-01-22,10527
2018-01-21,8646
2018-01-20,13015
2018-01-19,21005
2018-01-18,9286
2018-01-17,23796
2018-01-16,7624
2018-01-15,9051
2018-01-14,10621
2018-01-13,7181
2018-01-12,6723
2018-01-11,5851
2018-01-10,6497
2018-01-09,6093
2018-01-08,7688
2018-01-07,7418
2018-01-06,5436
2018-01-05,6123
2018-01-04,8850
2018-01-03,6621
2018-01-02,6917
2018-01-01,5426
2017-12-31,5257
2017-12-30,6383
2017-12-29,6160
2017-12-28,5402
2017-12-27,5710
2017-12-26,3978
2017-12-25,3669
2017-12-24,4836
2017-12-23,4274
2017-12-22,5223
2017-12-21,4181
2017-12-20,3626
2017-12-19,3318
2017-12-18,3415
2017-12-17,2867
2017-12-16,2852
2017-12-15,4147
2017-12-14,4263
2017-12-13,4279
2017-12-12,4011
2017-12-11,3835
2017-12-10,2884
2017-12-09,3161
2017-12-08,3862
2017-12-07,2714
2017-12-06,3192
2017-12-05,3149
2017-12-04,2113
2017-12-03,2779
2017-12-02,3306
2017-12-01,3693
2017-11-30,3364
2017-11-29,3674
2017-11-28,3858
2017-11-27,2537
2017-11-26,3392
2017-11-25,1665
2017-11-24,1414
2017-11-23,1852
2017-11-22,1975
2017-11-21,2213
2017-11-20,2321
2017-11-19,3112
2017-11-18,3452
2017-11-17,3131
2017-11-16,3241
2017-11-15,2849
2017-11-14,1984
2017-11-13,1503
2017-11-12,1120
2017-11-11,864
2017-11-10,762
2017-11-09,587
2017-11-08,278
2017-11-07,136
2017-11-06,74
2017-11-05,47
2017-11-04,42
2017-11-03,39
2017-11-02,60
2017-11-01,52
2017-10-31,38
2017-10-30,69
2017-10-29,36
2017-10-28,69
2017-10-27,30
2017-10-26,44
2017-10-25,90
2017-10-24,55
2017-10-23,71
2017-10-22,251
2017-10-21,15
2017-10-20,49
2017-10-19,53
2017-10-18,47
2017-10-17,72
2017-10-16,85
2017-10-15,107
2017-10-14,96
2017-10-13,176
2017-10-12,65
2017-10-11,67
2017-10-10,62
2017-10-09,122
2017-10-08,138
2017-10-07,62
2017-10-06,58
2017-10-05,61
2017-10-04,137
2017-10-03,353
2017-10-02,310
2017-10-01,51
2017-09-30,53
2017-09-29,48
2017-09-28,39
2017-09-27,106
2017-09-26,93
2017-09-25,84
2017-09-24,72
2017-09-23,56
2017-09-22,91
2017-09-21,40
2017-09-20,49
2017-09-19,101
2017-09-18,67
2017-09-17,50
2017-09-16,27
2017-09-15,69
2017-09-14,39
2017-09-13,88
2017-09-12,42
2017-09-11,71
2017-09-10,19
2017-09-09,43
2017-09-08,37
2017-09-07,19
2017-09-06,50
2017-09-05,64
2017-09-04,25
2017-09-03,26
2017-09-02,33
2017-09-01,24
2017-08-31,49
2017-08-30,39
2017-08-29,36
2017-08-28,61
2017-08-27,58
2017-08-26,60
2017-08-25,61
2017-08-24,50
2017-08-23,51
2017-08-22,51
2017-08-21,42
2017-08-20,30
2017-08-19,57
2017-08-18,39
2017-08-17,51
2017-08-16,44
2017-08-15,42
2017-08-14,63
2017-08-13,66
2017-08-12,178
2017-08-11,60
2017-08-10,109
2017-08-09,59
2017-08-08,63
2017-08-07,99
2017-08-06,51
2017-08-05,66
2017-08-04,98
2017-08-03,35
2017-08-02,38
2017-08-01,33
2017-07-31,82
2017-07-30,100
2017-07-29,95
2017-07-28,70
2017-07-27,45
2017-07-26,30
2017-07-25,32
2017-07-24,52
2017-07-23,33
2017-07-22,38
2017-07-21,38
2017-07-20,41
2017-07-19,174
2017-07-18,64
2017-07-17,95
2017-07-16,90
2017-07-15,46
2017-07-14,31
2017-07-13,30
2017-07-12,27
2017-07-11,50
2017-07-10,43
2017-07-09,25
2017-07-08,76
2017-07-07,51
2017-07-06,112
2017-07-05,48
2017-07-04,53
2017-07-03,92
2017-07-02,48
2017-07-01,58
2017-06-30,39
2017-06-29,53
2017-06-28,41
2017-06-27,34
2017-06-26,14
2017-06-25,52
2017-06-24,43
2017-06-23,64
2017-06-22,92
2017-06-21,59
2017-06-20,34
2017-06-19,21
2017-06-18,27
2017-06-17,95
2017-06-16,411
2017-06-15,305
2017-06-14,239
2017-06-13,267
2017-06-12,259
2017-06-11,370
2017-06-10,468
2017-06-09,55
2017-06-08,45
2017-06-07,166
2017-06-06,61
2017-06-05,68
2017-06-04,31
2017-06-03,30
2017-06-02,23
2017-06-01,51
2017-05-31,48
2017-05-30,60
2017-05-29,41
2017-05-28,27
2017-05-27,27
2017-05-26,16
2017-05-25,70
2017-05-24,18
2017-05-23,33
2017-05-22,39
2017-05-21,41
2017-05-20,43
2017-05-19,30
2017-05-18,61
2017-05-17,47
2017-05-16,16
2017-05-15,49
2017-05-14,54
2017-05-13,65
2017-05-12,71
2017-05-11,38
2017-05-10,47
2017-05-09,45
2017-05-08,41
2017-05-07,41
2017-05-06,34
2017-05-05,31
2017-05-04,44
2017-05-03,39
2017-05-02,60
2017-05-01,28
2017-04-30,30
2017-04-29,37
2017-04-28,48
2017-04-27,34
2017-04-26,147
2017-04-25,67
2017-04-24,67
2017-04-23,50
2017-04-22,64
2017-04-21,132
2017-04-20,223
2017-04-19,144
2017-04-18,85
2017-04-17,85
2017-04-16,56
2017-04-15,132
2017-04-14,77
2017-04-13,120
2017-04-12,62
2017-04-11,22
2017-04-10,58
2017-04-09,48
2017-04-08,182
2017-04-07,33
2017-04-06,67
2017-04-05,95
2017-04-04,70
2017-04-03,50
2017-04-02,115
2017-04-01,79
2017-03-31,36
2017-03-30,103
2017-03-29,103
2017-03-28,50
2017-03-27,146
2017-03-26,54
2017-03-25,47
2017-03-24,67
2017-03-23,37
2017-03-22,54
2017-03-21,55
2017-03-20,64
2017-03-19,75
2017-03-18,68
2017-03-17,75
2017-03-16,104
2017-03-15,73
2017-03-14,12
2017-03-13,91
2017-03-12,132
2017-03-11,51
2017-03-10,43
2017-03-09,30
2017-03-08,80
2017-03-07,36
2017-03-06,51
2017-03-05,29
2017-03-04,23
2017-03-03,38
2017-03-02,31
2017-03-01,39
2017-02-28,88
2017-02-27,27
2017-02-26,41
2017-02-25,63
2017-02-24,53
2017-02-23,29
2017-02-22,31
2017-02-21,17
2017-02-20,7
2017-02-19,27
2017-02-18,43
2017-02-17,49
2017-02-16,47
2017-02-15,48
2017-02-14,37
2017-02-13,39
2017-02-12,36
2017-02-11,20
2017-02-10,11
2017-02-09,112
2017-02-08,53
2017-02-07,163
2017-02-06,43
2017-02-05,33
2017-02-04,19
2017-02-03,38
2017-02-02,44
2017-02-01,170
2017-01-31,14
2017-01-30,61
2017-01-29,21
2017-01-28,35
2017-01-27,15
2017-01-26,34
2017-01-25,66
2017-01-24,32
2017-01-23,38
2017-01-22,41
2017-01-21,63
2017-01-20,31
2017-01-19,87
2017-01-18,27
2017-01-17,48
2017-01-16,55
2017-01-15,100
2017-01-14,39
2017-01-13,52
2017-01-12,65
2017-01-11,57
2017-01-10,64
2017-01-09,138
2017-01-08,102
2017-01-07,88
2017-01-06,34
2017-01-05,30
2017-01-04,68
2017-01-03,126
2017-01-02,46
