intldes,norad_cat_id,object_type,satname,country,launch,site,decay,period,inclination,apogee,perigee,comment,commentcode,rcsvalue,rcs_size,file,launch_year,launch_num,launch_piece,current,object_name,object_id,object_number
1989-046E,20319,DEBRIS,USA 39 DEB,US,1989-06-14,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1989,46,E,Y,USA 39 DEB,1989-046E,20319
1979-053D,20364,DEBRIS,OPS 7484 DEB,US,1979-06-10,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1979,53,D,Y,OPS 7484 DEB,1979-053D,20364
1990-007D,20451,ROCKET BODY,M-3S2 R/B(2),JPN,1990-01-24,KSCUT,,,,,,NO INITIAL ELEMENTS,,0,,1,1990,7,D,Y,M-3S2 R/B(2),1990-007D,20451
1990-019B,20516,PAYLOAD,USA 53,US,1990-02-28,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1990,19,B,Y,USA 53,1990-019B,20516
1990-019C,20517,DEBRIS,USA 53 DEB,US,1990-02-28,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1990,19,C,Y,USA 53 DEB,1990-019C,20517
1990-019D,20518,DEBRIS,USA 53 DEB,US,1990-02-28,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1990,19,D,Y,USA 53 DEB,1990-019D,20518
1990-019E,20519,DEBRIS,USA 53 DEB,US,1990-02-28,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1990,19,E,Y,USA 53 DEB,1990-019E,20519
1990-019F,20520,DEBRIS,USA 53 DEB,US,1990-02-28,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1990,19,F,Y,USA 53 DEB,1990-019F,20520
1990-019G,20521,DEBRIS,USA 53 DEB,US,1990-02-28,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1990,19,G,Y,USA 53 DEB,1990-019G,20521
1990-007B,20618,PAYLOAD,HAGOROMO,JPN,1990-01-24,KSCUT,,,,,,SELENOCENTRIC ORBIT (MOON),,0,,1,1990,7,B,Y,HAGOROMO,1990-007B,20618
1990-090B,20842,PAYLOAD,ULYSSES,US,1990-10-06,AFETR,,,,,,HELIOCENTRIC ORBIT (SUN),,0,,1,1990,90,B,Y,ULYSSES,1990-090B,20842
1990-090D,20844,ROCKET BODY,IUS R/B(2),US,1990-10-06,AFETR,,,,,,HELIOCENTRIC ORBIT (SUN),,0,,1,1990,90,D,Y,IUS R/B(2),1990-090D,20844
1990-090E,20845,ROCKET BODY,PAM-S R/B,US,1990-10-06,AFETR,,,,,,HELIOCENTRIC ORBIT (SUN),,0,,1,1990,90,E,Y,PAM-S R/B,1990-090E,20845
1990-095C,20931,ROCKET BODY,IUS R/B(1),US,1990-11-13,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1990,95,C,Y,IUS R/B(1),1990-095C,20931
1991-017A,21147,PAYLOAD,USA 69,US,1991-03-08,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1991,17,A,Y,USA 69,1991-017A,21147
1991-031C,21262,PAYLOAD,USA 70,US,1991-04-28,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1991,31,C,Y,USA 70,1991-031C,21262
1990-050F,21916,DEBRIS,USA 59 DEB,US,1990-06-08,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1990,50,F,Y,USA 59 DEB,1990-050F,21916
1990-050G,21917,DEBRIS,USA 59 DEB,US,1990-06-08,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1990,50,G,Y,USA 59 DEB,1990-050G,21917
1992-023B,21950,ROCKET BODY,TITAN 2 R/B,US,1992-04-25,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1992,23,B,Y,TITAN 2 R/B,1992-023B,21950
1991-076F,21956,DEBRIS,USA 74 DEB,US,1991-11-08,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1991,76,F,Y,USA 74 DEB,1991-076F,21956
1992-063A,22136,PAYLOAD,MARS OBSERVER,US,1992-09-25,AFETR,,,,,,MARS ORBIT,,0,,1,1992,63,A,Y,MARS OBSERVER,1992-063A,22136
1992-063C,22138,ROCKET BODY,TOS R/B,US,1992-09-25,AFETR,,,,,,MARS ORBIT,,0,,1,1992,63,C,Y,TOS R/B,1992-063C,22138
1990-050H,22171,DEBRIS,USA 59 DEB,US,1990-06-08,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1990,50,H,Y,USA 59 DEB,1990-050H,22171
1992-083A,22251,PAYLOAD,USA 86,US,1992-11-28,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1992,83,A,Y,USA 86,1992-083A,22251
1989-061E,22263,DEBRIS,USA 40 R/B DEB,US,1989-08-08,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1989,61,E,Y,USA 40 R/B DEB,1989-061E,22263
1989-061F,22264,DEBRIS,USA 40 R/B DEB,US,1989-08-08,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1989,61,F,Y,USA 40 R/B DEB,1989-061F,22264
1989-061H,22267,DEBRIS,USA 40 R/B DEB,US,1989-08-08,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1989,61,H,Y,USA 40 R/B DEB,1989-061H,22267
1989-061J,22268,DEBRIS,USA 40 R/B DEB,US,1989-08-08,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1989,61,J,Y,USA 40 R/B DEB,1989-061J,22268
1992-086B,22518,PAYLOAD,USA 89,US,1992-12-02,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1992,86,B,Y,USA 89,1992-086B,22518
1989-061K,22718,DEBRIS,USA 40 R/B DEB,US,1989-08-08,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1989,61,K,Y,USA 40 R/B DEB,1989-061K,22718
1993-026C,22785,DEBRIS,ALEXIS DEB,US,1993-04-25,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1993,26,C,Y,ALEXIS DEB,1993-026C,22785
1993-026D,22786,DEBRIS,ALEXIS DEB,US,1993-04-25,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1993,26,D,Y,ALEXIS DEB,1993-026D,22786
1991-076G,22813,DEBRIS,USA 74 DEB,US,1991-11-08,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1991,76,G,Y,USA 74 DEB,1991-076G,22813
1991-076H,22814,DEBRIS,USA 74 DEB,US,1991-11-08,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1991,76,H,Y,USA 74 DEB,1991-076H,22814
1994-006D,22992,PAYLOAD,ODERACS C,US,1994-02-03,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1994,6,D,Y,ODERACS C,1994-006D,22992
1994-006E,22993,PAYLOAD,ODERACS D,US,1994-02-03,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1994,6,E,Y,ODERACS D,1994-006E,22993
1994-017A,23030,PAYLOAD,USA 101,US,1994-03-13,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1994,17,A,Y,USA 101,1994-017A,23030
1994-017B,23031,PAYLOAD,USA 102,US,1994-03-13,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1994,17,B,Y,USA 102,1994-017B,23031
1994-017C,23032,ROCKET BODY,TAURUS R/B,US,1994-03-13,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1994,17,C,Y,TAURUS R/B,1994-017C,23032
1988-077G,23037,DEBRIS,TITAN 34D TRANSTAGE DEB,US,1988-09-02,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1988,77,G,Y,TITAN 34D TRANSTAGE DEB,1988-077G,23037
1994-017D,23103,DEBRIS,USA 101 DEB,US,1994-03-13,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1994,17,D,Y,USA 101 DEB,1994-017D,23103
1994-017E,23128,DEBRIS,USA 101 DEB,US,1994-03-13,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1994,17,E,Y,USA 101 DEB,1994-017E,23128
1994-017F,23129,DEBRIS,USA 101 DEB,US,1994-03-13,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1994,17,F,Y,USA 101 DEB,1994-017F,23129
1989-061P,23160,DEBRIS,USA 40 R/B DEB,US,1989-08-08,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1989,61,P,Y,USA 40 R/B DEB,1989-061P,23160
1989-061Q,23161,DEBRIS,USA 40 R/B DEB,US,1989-08-08,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1989,61,Q,Y,USA 40 R/B DEB,1989-061Q,23161
1989-061R,23162,DEBRIS,USA 40 R/B DEB,US,1989-08-08,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1989,61,R,Y,USA 40 R/B DEB,1989-061R,23162
1989-061S,23163,DEBRIS,USA 40 R/B DEB,US,1989-08-08,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1989,61,S,Y,USA 40 R/B DEB,1989-061S,23163
1989-061T,23164,DEBRIS,USA 40 R/B DEB,US,1989-08-08,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1989,61,T,Y,USA 40 R/B DEB,1989-061T,23164
1989-061U,23165,DEBRIS,USA 40 R/B DEB,US,1989-08-08,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1989,61,U,Y,USA 40 R/B DEB,1989-061U,23165
1989-061V,23166,DEBRIS,USA 40 R/B DEB,US,1989-08-08,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1989,61,V,Y,USA 40 R/B DEB,1989-061V,23166
1989-061W,23167,DEBRIS,USA 40 R/B DEB,US,1989-08-08,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1989,61,W,Y,USA 40 R/B DEB,1989-061W,23167
1994-017G,23273,DEBRIS,USA 101 DEB,US,1994-03-13,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1994,17,G,Y,USA 101 DEB,1994-017G,23273
1994-017H,23274,DEBRIS,USA 101 DEB,US,1994-03-13,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1994,17,H,Y,USA 101 DEB,1994-017H,23274
1994-017J,23276,DEBRIS,USA 101 DEB,US,1994-03-13,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1994,17,J,Y,USA 101 DEB,1994-017J,23276
1994-071A,23333,PAYLOAD,WIND,US,1994-11-01,AFETR,,,,,,HELIOCENTRIC ORBIT (SUN),,0,,1,1994,71,A,Y,WIND,1994-071A,23333
1989-061Y,23352,DEBRIS,USA 40 R/B DEB,US,1989-08-08,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1989,61,Y,Y,USA 40 R/B DEB,1989-061Y,23352
1989-061AD,23357,DEBRIS,USA 40 R/B DEB,US,1989-08-08,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1989,61,AD,Y,USA 40 R/B DEB,1989-061AD,23357
1989-061AK,23363,DEBRIS,USA 40 R/B DEB,US,1989-08-08,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1989,61,AK,Y,USA 40 R/B DEB,1989-061AK,23363
1989-061AN,23366,DEBRIS,USA 40 R/B DEB,US,1989-08-08,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1989,61,AN,Y,USA 40 R/B DEB,1989-061AN,23366
1989-061AQ,23368,DEBRIS,USA 40 R/B DEB,US,1989-08-08,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1989,61,AQ,Y,USA 40 R/B DEB,1989-061AQ,23368
1989-061AR,23369,DEBRIS,USA 40 R/B DEB,US,1989-08-08,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1989,61,AR,Y,USA 40 R/B DEB,1989-061AR,23369
1989-061AX,23375,DEBRIS,USA 40 R/B DEB,US,1989-08-08,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1989,61,AX,Y,USA 40 R/B DEB,1989-061AX,23375
1989-061BJ,23386,DEBRIS,USA 40 R/B DEB,US,1989-08-08,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1989,61,BJ,Y,USA 40 R/B DEB,1989-061BJ,23386
1989-061BN,23390,DEBRIS,USA 40 R/B DEB,US,1989-08-08,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1989,61,BN,Y,USA 40 R/B DEB,1989-061BN,23390
1977-044E,23424,DEBRIS,OPS 5644 DEB,US,1977-06-05,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1977,44,E,Y,OPS 5644 DEB,1977-044E,23424
1991-017C,23425,DEBRIS,USA 69 DEB,US,1991-03-08,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1991,17,C,Y,USA 69 DEB,1991-017C,23425
1995-004E,23473,PAYLOAD,ODERACS 2C,US,1995-02-03,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1995,4,E,Y,ODERACS 2C,1995-004E,23473
1994-017K,23532,DEBRIS,USA 101 DEB,US,1994-03-13,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1994,17,K,Y,USA 101 DEB,1994-017K,23532
1994-017L,23552,DEBRIS,USA 101 DEB,US,1994-03-13,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1994,17,L,Y,USA 101 DEB,1994-017L,23552
1994-017N,23576,DEBRIS,USA 101 DEB,US,1994-03-13,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1994,17,N,Y,USA 101 DEB,1994-017N,23576
1994-017P,23577,DEBRIS,USA 101 DEB,US,1994-03-13,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1994,17,P,Y,USA 101 DEB,1994-017P,23577
1995-034B,23610,ROCKET BODY,TITAN 4 CENTAUR R/B,US,1995-07-10,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1995,34,B,Y,TITAN 4 CENTAUR R/B,1995-034B,23610
1994-017Q,23611,DEBRIS,USA 101 DEB,US,1994-03-13,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1994,17,Q,Y,USA 101 DEB,1994-017Q,23611
1995-038B,23629,ROCKET BODY,ATLAS 2 CENTAUR R/B(1),US,1995-07-31,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1995,38,B,Y,ATLAS 2 CENTAUR R/B(1),1995-038B,23629
1995-065B,23727,ROCKET BODY,ATLAS 2AS CENTAUR R/B,US,1995-12-02,AFETR,,,,,,HELIOCENTRIC ORBIT (SUN),,0,,1,1995,65,B,Y,ATLAS 2AS CENTAUR R/B,1995-065B,23727
1995-066A,23728,PAYLOAD,USA 116,US,1995-12-05,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1995,66,A,Y,USA 116,1995-066A,23728
1996-008A,23784,PAYLOAD,NEAR,US,1996-02-17,AFETR,,,,,,HELIOCENTRIC ORBIT (SUN),,0,,1,1996,8,A,Y,NEAR,1996-008A,23784
1996-008C,23786,ROCKET BODY,DELTA 2 R/B(2),US,1996-02-17,AFETR,,,,,,HELIOCENTRIC ORBIT (SUN),,0,,1,1996,8,C,Y,DELTA 2 R/B(2),1996-008C,23786
1981-038E,23807,DEBRIS,TITAN 34B DEB,US,1981-04-24,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1981,38,E,Y,TITAN 34B DEB,1981-038E,23807
1988-077Q,23809,DEBRIS,TITAN 34D TRANSTAGE DEB,US,1988-09-02,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1988,77,Q,Y,TITAN 34D TRANSTAGE DEB,1988-077Q,23809
1988-077R,23810,DEBRIS,TITAN 34D TRANSTAGE DEB,US,1988-09-02,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1988,77,R,Y,TITAN 34D TRANSTAGE DEB,1988-077R,23810
1996-029H,23938,DEBRIS,USA 119-124 DEB,US,1996-05-12,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1996,29,H,Y,USA 119-124 DEB,1996-029H,23938
1996-029J,23939,DEBRIS,USA 119-124 DEB,US,1996-05-12,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1996,29,J,Y,USA 119-124 DEB,1996-029J,23939
1996-038A,23945,PAYLOAD,USA 125,US,1996-07-03,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1996,38,A,Y,USA 125,1996-038A,23945
1991-076J,24637,DEBRIS,USA 77 DEB,US,1991-11-08,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1991,76,J,Y,USA 77 DEB,1991-076J,24637
1991-076K,24638,DEBRIS,USA 77 DEB,US,1991-11-08,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1991,76,K,Y,USA 77 DEB,1991-076K,24638
1996-062A,24648,PAYLOAD,MGS,US,1996-11-07,AFETR,,,,,,HELIOCENTRIC ORBIT (SUN),,0,,1,1996,62,A,Y,MGS,1996-062A,24648
1996-062C,24650,ROCKET BODY,DELTA 2 R/B(2),US,1996-11-07,AFETR,,,,,,HELIOCENTRIC ORBIT (SUN),,0,,1,1996,62,C,Y,DELTA 2 R/B(2),1996-062C,24650
1996-068C,24669,ROCKET BODY,DELTA 2 R/B(2),US,1996-12-04,AFETR,,,,,,HELIOCENTRIC ORBIT (SUN),,0,,1,1996,68,C,Y,DELTA 2 R/B(2),1996-068C,24669
1996-072A,24680,PAYLOAD,USA 129,US,1996-12-20,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1996,72,A,Y,USA 129,1996-072A,24680
1997-045A,24912,PAYLOAD,ACE,US,1997-08-25,AFETR,,,,,,HELIOCENTRIC ORBIT (SUN),,0,,1,1997,45,A,Y,ACE,1997-045A,24912
1997-045B,24913,ROCKET BODY,DELTA 2 R/B,US,1997-08-25,AFETR,,,,,,HELIOCENTRIC ORBIT (SUN),,0,,1,1997,45,B,Y,DELTA 2 R/B,1997-045B,24913
1997-061B,25009,ROCKET BODY,TITAN 4B CENTAUR R/B,US,1997-10-15,AFETR,,,,,,HELIOCENTRIC ORBIT (SUN),,0,,1,1997,61,B,Y,TITAN 4B CENTAUR R/B,1997-061B,25009
1997-064A,25017,PAYLOAD,USA 133,US,1997-10-24,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1997,64,A,Y,USA 133,1997-064A,25017
1997-068B,25035,ROCKET BODY,TITAN 4A CENTAUR R/B,US,1997-11-08,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1997,68,B,Y,TITAN 4A CENTAUR R/B,1997-068B,25035
1998-005A,25148,PAYLOAD,USA 137,US,1998-01-29,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1998,5,A,Y,USA 137,1998-005A,25148
1998-061A,25508,PAYLOAD,DEEP SPACE 1,US,1998-10-24,AFETR,,,,,,HELIOCENTRIC ORBIT (SUN),,0,,1,1998,61,A,Y,DEEP SPACE 1,1998-061A,25508
1998-061D,25511,ROCKET BODY,DELTA 2 R/B(2),US,1998-10-24,AFETR,,,,,,HELIOCENTRIC ORBIT (SUN),,0,,1,1998,61,D,Y,DELTA 2 R/B(2),1998-061D,25511
1998-073C,25573,ROCKET BODY,DELTA R/B(2),US,1998-12-11,AFETR,,,,,,HELIOCENTRIC ORBIT (SUN),,0,,1,1998,73,C,Y,DELTA R/B(2),1998-073C,25573
1991-076L,25591,DEBRIS,USA 74-77 DEB,US,1991-11-08,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1991,76,L,Y,USA 74-77 DEB,1991-076L,25591
1996-029K,25609,DEBRIS,USA 119-124 DEB,US,1996-05-12,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1996,29,K,Y,USA 119-124 DEB,1996-029K,25609
1996-029L,25610,DEBRIS,USA 119-124 DEB,US,1996-05-12,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1996,29,L,Y,USA 119-124 DEB,1996-029L,25610
1999-003A,25618,PAYLOAD,STARDUST,US,1999-02-07,AFETR,,,,,,HELIOCENTRIC ORBIT (SUN),,0,,1,1999,3,A,Y,STARDUST,1999-003A,25618
1999-003C,25620,ROCKET BODY,DELTA R/B(2),US,1999-02-07,AFETR,,,,,,HELIOCENTRIC ORBIT (SUN),,0,,1,1999,3,C,Y,DELTA R/B(2),1999-003C,25620
1999-028C,25746,DEBRIS,USA 144 DEB,US,1999-05-22,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1999,28,C,Y,USA 144 DEB,1999-028C,25746
1999-028D,25747,DEBRIS,USA 144 DEB,US,1999-05-22,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1999,28,D,Y,USA 144 DEB,1999-028D,25747
1999-028E,25748,DEBRIS,USA 144 DEB,US,1999-05-22,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1999,28,E,Y,USA 144 DEB,1999-028E,25748
1999-028F,25749,DEBRIS,USA 144 DEB,US,1999-05-22,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1999,28,F,Y,USA 144 DEB,1999-028F,25749
1999-028G,25751,DEBRIS,USA 144 DEB,US,1999-05-22,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1999,28,G,Y,USA 144 DEB,1999-028G,25751
1999-028J,25753,DEBRIS,USA 144 DEB,US,1999-05-22,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1999,28,J,Y,USA 144 DEB,1999-028J,25753
1999-028K,25754,DEBRIS,USA 144 DEB,US,1999-05-22,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1999,28,K,Y,USA 144 DEB,1999-028K,25754
1999-028L,25755,DEBRIS,USA 144 DEB,US,1999-05-22,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1999,28,L,Y,USA 144 DEB,1999-028L,25755
1999-017F,25775,DEBRIS,USA 142 DEB,US,1999-04-09,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,1999,17,F,Y,USA 142 DEB,1999-017F,25775
2000-047A,26473,PAYLOAD,USA 152,US,2000-08-17,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,2000,47,A,Y,USA 152,2000-047A,26473
2001-013B,26735,ROCKET BODY,MARS ODYSSEY R/B(PAM-D),US,2001-04-07,AFETR,,,,,,HELIOCENTRIC ORBIT (SUN),,0,,1,2001,13,B,Y,MARS ODYSSEY R/B(PAM-D),2001-013B,26735
2001-020A,26770,PAYLOAD,USA 158,US,2001-05-18,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,1,2001,20,A,Y,USA 158,2001-020A,26770
1991-076M,27418,DEBRIS,USA 76 DEB,US,1991-11-08,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,13,1991,76,M,Y,USA 76 DEB,1991-076M,27418
1991-076N,27419,DEBRIS,USA 77 DEB,US,1991-11-08,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,13,1991,76,N,Y,USA 77 DEB,1991-076N,27419
1990-050J,27420,DEBRIS,USA 60 DEB,US,1990-06-08,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,13,1990,50,J,Y,USA 60 DEB,1990-050J,27420
2001-044A,26934,PAYLOAD,USA 161,US,2001-10-05,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,32,2001,44,A,Y,USA 161,2001-044A,26934
1997-008E,27680,DEBRIS,USA 130 DEB,US,1997-02-23,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,37,1997,8,E,Y,USA 130 DEB,1997-008E,27680
1976-038G,8843,DEBRIS,OPS 6431 DEB,US,1976-04-30,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,40,1976,38,G,Y,OPS 6431 DEB,1976-038G,8843
1995-065A,23726,PAYLOAD,SOHO,ESA,1995-12-02,AFETR,,,,,,HELIOCENTRIC ORBIT (SUN),,0,,50,1995,65,A,Y,SOHO,1995-065A,23726
2003-019B,27810,ROCKET BODY,M-5 R/B,JPN,2003-05-09,KSCUT,,,,,,HELIOCENTRIC ORBIT (SUN),,0,,51,2003,19,B,Y,M-5 R/B,2003-019B,27810
1988-058B,19282,ROCKET BODY,SL-12 R/B,CIS,1988-07-07,TTMTR,,,,,,HELIOCENTRIC ORBIT (SUN),,0,,55,1988,58,B,Y,SL-12 R/B,1988-058B,19282
2003-022B,27817,ROCKET BODY,FREGAT R/B,CIS,2003-06-02,TTMTR,,,,,,HELIOCENTRIC ORBIT (SUN),,0,,57,2003,22,B,Y,FREGAT R/B,2003-022B,27817
2003-027B,27828,ROCKET BODY,DELTA 2 R/B(2),US,2003-06-10,AFETR,,,,,,HELIOCENTRIC ORBIT (SUN),,0,,57,2003,27,B,Y,DELTA 2 R/B(2),2003-027B,27828
2003-032B,27850,ROCKET BODY,DELTA 2 R/B(2),US,2003-07-08,AFETR,,,,,,HELIOCENTRIC ORBIT (SUN),,0,,60,2003,32,B,Y,DELTA 2 R/B(2),2003-032B,27850
1983-008J,28157,DEBRIS,OPS 0252 DEB,US,1983-02-09,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,90,1983,8,J,Y,OPS 0252 DEB,1983-008J,28157
1985-001B,15465,ROCKET BODY,M-3S2 R/B(2),JPN,1985-01-07,KSCUT,,,,,,HELIOCENTRIC ORBIT (SUN),,0,,93,1985,1,B,Y,M-3S2 R/B(2),1985-001B,15465
2003-008D,28244,DEBRIS,DELTA 4 DEB,US,2003-03-11,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,102,2003,8,D,Y,DELTA 4 DEB,2003-008D,28244
2003-008F,28246,DEBRIS,DELTA 4 DEB,US,2003-03-11,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,102,2003,8,F,Y,DELTA 4 DEB,2003-008F,28246
2003-008G,28247,DEBRIS,DELTA 4 DEB,US,2003-03-11,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,102,2003,8,G,Y,DELTA 4 DEB,2003-008G,28247
1990-050K,28249,DEBRIS,USA 59-62 DEB,US,1990-06-08,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,104,1990,50,K,Y,USA 59-62 DEB,1990-050K,28249
1990-050L,28250,DEBRIS,USA 59-62 DEB,US,1990-06-08,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,104,1990,50,L,Y,USA 59-62 DEB,1990-050L,28250
1967-003J,2660,ROCKET BODY,TITAN 3C TRANSTAGE R/B,US,1967-01-18,AFETR,,1329.78,11.37,33796,33561,,3,0,,111,1967,3,J,Y,TITAN 3C TRANSTAGE R/B,1967-003J,2660
2004-030C,28392,ROCKET BODY,DELTA 2 R/B(2),US,2004-08-03,AFETR,,,,,,HELIOCENTRIC ORBIT (SUN),,0,,114,2004,30,C,Y,DELTA 2 R/B(2),2004-030C,28392
2005-001B,28518,ROCKET BODY,DELTA 2 R/B(2),US,2005-01-12,AFETR,,,,,,HELIOCENTRIC ORBIT (SUN),,0,,202,2005,1,B,Y,DELTA 2 R/B(2),2005-001B,28518
1999-017G,28525,DEBRIS,USA 142 DEB,US,1999-04-09,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,219,1999,17,G,Y,USA 142 DEB,1999-017G,28525
1984-012N,28529,DEBRIS,OPS 8737 DEB,US,1984-02-05,AFWTR,,,,,,NO ELEMENTS AVAILABLE,,0,,219,1984,12,N,Y,OPS 8737 DEB,1984-012N,28529
