Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1107882641,1120280382,1058702725,1147654635,1262669892,1494011567,1688237552,1727792693,1984445416,2290133549,2432415998,2268387771,2320424601,2490807831,2366301252,2627049837,2850743875,2518096286,2738832687,2899226098,3051341336,3126293220,
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,106500000,,,112210000,116700000,124700000,135200000,147200000,166200000,178100000,198400000,202500000,221575300,218534700,206626300,218873100,220140500,233271800,240970900,242517200,245432900,240236000,250281900,253541900,256787200,263145100,280284600,296944100,311301600,327248700,317214400,319271200,316489900,332265200,366666800,401932300,408057100,410083600
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,141468978.4,167637908.5,182796536.5,154480244.2,215679855.3,226474285.6,245849781.7,271543680.3,294468564.5,318124701,323802475.5,381687073.1,430508357.7,722780701.1,1544216004,2157592937,3009409971,2809349074,2389479269,3030251116,4279637934,3862269127,3618007844,3391275731,3561451562,3339914759,3403638194,3281797039,3834503378,4186411457,5952293766,5402919957,5592390849,4378645081,4190819314,4958845906,5694040337,5326816859,4483417120,4662992036,5080483464,5023265365,5335451308,6511903657,7770219480,9582783318,10327598801,12455410056,15571349776,12113699661,14372591916,18210308748,17170465294,17595745653,18203968002,14383107714,14023890620,14929488771,16867325127,16874405840,15316826192
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,73233967692,77741965703,81247564157,86561961812,94407558351,1.01825E+11,1.08573E+11,1.13117E+11,1.0776E+11,1.16465E+11,1.30672E+11,1.48114E+11,1.69965E+11,1.92538E+11,2.06131E+11,2.41757E+11,2.32615E+11,2.63066E+11,3.35883E+11,4.38994E+11,5.64948E+11,5.40766E+11,5.15049E+11,4.89618E+11,4.61487E+11,4.89285E+11,6.01453E+11,7.45163E+11,9.10123E+11,9.26885E+11,1.09317E+12,1.1428E+12,1.17966E+12,1.06139E+12,1.14049E+12,1.34642E+12,1.42151E+12,1.55957E+12,1.65339E+12,1.68576E+12,1.66213E+12,1.64391E+12,1.78408E+12,2.05709E+12,2.42181E+12,2.54483E+12,2.71706E+12,3.10618E+12,2.93888E+12,2.4258E+12,2.49111E+12,2.67489E+12,2.71916E+12,2.80329E+12,3.08717E+12,2.95657E+12,2.72285E+12,2.69902E+12,2.90079E+12,2.87867E+12,2.7642E+12
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7753540784,,,2688016393,2514070772,2693768413,3095047604,3510520231,3613541517,2800049395,3057475335,3219488664,3395728014,3991284895,5125365192,6410823633,7745394293,10172882371,12795076469,10766836277,12243505583,15107441447,16488403076,17189551521,17627003455,14953950557,15141758567,16242916916,17599700091,17477255562,15846489611
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1217230038,1302674264,1382515590,1540797517,1731296119,2053462872,2126300573,1747187539,1666910166,1962051319,2215029450,2417107708,2112292945,2465492958,2894409938,2810106383,2765254237,3189428571,3662478185,4020227920,4445228216,4222441615,4035994398,4057275043,4412279843,4504342149,5727602645,5074829932,5197840979,5251764264,5889174825,6596546196,6413901602,5966255778,5444560669,6465137615,6934984709,6891308594,7480968858,7719354839,4983024408,5314909954,6166330136,7632406553,8881368538,10744675210,20440893017,24827844950,28678701891,26048108185,32197272797,39337314810,41270954737,62823043706,54782847753,49406568433,56165172899,60406382899,67299280680,68337537816,68532281806
Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,1995186721,2041538040,2384295982,2432029434,2666750686,3015058139,3284620543,3279096606,3383092828,3693710533,3868968302,3783700462,3588375477,3461282543,2995361141,2829435957,2950198649,3446441698,3635458133,2937071767,4220019243,6281917656,6964179194,6716904569,6853467858,6785137173,7638045254,8376613843,8778473615,8794202444,8595955581,10324668267,11857030337,13513809258,15681050917
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,44212353.7,46695363.16,41160658.57,45168722.7,52296836.75,55728608.97,59161545,75187969.92,95797533.46,115182522.1,112189468.5,138094243.3,171836793.4,207114382.5,241080708.9,218764445.8,216051496,213446562.6,177338801.9,225724851.7,185646209.4,220626484.2,266673126.2,284119692.5,317083373.5,690314321.4,714255460.5,755042548.1,746491692.6,785996982.5,848237108.6,803630742.5,840285264.6,814723460.1,782915402.4,687408804.6,578236035.1,487038821.6,961900106.9,1027702254,1054113427,1279704745,1561763437,1450140386,1543292393,1409694554,1415006238,1375608956,1229460602,1378176868,1484579844,1504909753,1670670669,1812529105,1868086275
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,78733594.84,78540057.14,87702828.57,89374237.29,98775328.95,108985740.2,112386489,114971207.2,122666858.8,118537875.1,110653830.7,154731969.7,165523634.5,163577538.3,138478900.6,143856253.1,130225018.8,173836362,164458120.3,213143016.4,243961995.5,257150374.1,226313443.7,236880821.7,235620043.5,253966922.3,270419779.4,268550998.2,206457544.5,224446663.8,371095510,392621385.9,417806667.1,477458598.7,532062927.4,587029054.4,592365688.1,696910810.9,868154708.5,830126470,849878424.2,1099818652,989271229.6,1046087418,1054915645,1048229629,1179004941,1350177128,1504630121,1439638443,1431758243
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,,,9122751.453,10840095.13,12712471.4,64748333.33,69110000,72317446.93,67514285.71,67225714.29,66331428.57,64946954.76,65429198.24,81203226.91,94159862.71,104295643.4,103653049.9,103987520.1,,,50642880.77,36731422.85,44294647.73,44442456.95,50320914.41,62118564.85,76407396.76,93345847.73,100534663.3,88265974.58,112119406.5,110906032.1,134707184.4,136047896.2,100807001.8,141853368.3,232463036.4,442337849.5,370687618.7,621117885.7,1045998496,1461139022,1806742742,2484745935,4410764339,8217369093,10086528699,13071718759,19749893536,15027795173,16314443429,21357343682,22388344124,21948834290,21765453087,13185496881,11240808847,12200913888,13097012189,11417278045,10021856754
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,4335186017,4961400439,5213047711,5895278024,6669673257,7689154053,8591517944,9275600800,10090675903,11615657031,13139863636,14591750000,16885511364,22347848101,25351306818,28525876727,31152835821,36176234968,44270204082,54481876725,56829664269,52346506765,54617989796,49428873839,48020024184,47820851221,56379593476,65652750377,76261277925,79169043223,97891092003,1.05143E+11,1.16225E+11,1.08809E+11,1.16602E+11,1.36878E+11,1.45862E+11,1.43158E+11,1.44428E+11,1.42541E+11,1.30134E+11,1.36191E+11,1.53831E+11,2.01924E+11,2.40521E+11,2.47783E+11,2.73318E+11,3.18498E+11,3.54461E+11,3.3E+11,2.96835E+11,2.82626E+11,2.42043E+11,2.3884E+11,2.35145E+11,1.95605E+11,1.93017E+11,1.99351E+11,2.11946E+11,2.05144E+11,1.88835E+11
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,71494495.19,88322386.3,102244362.2,110900457,115651918.9,125435590,131803552.2,145533310.7,167728455.2,187589522.6,215009569.6,236357523.7,267327642.2,278098763,300757888.9,310160444.4,309812185.2,325111814.8,342172518.5,366911444.4,392190592.6,445903592.6,482009370.4,520044370.4,520444185.2,540336925.9,591018407.4,599118592.6,695555555.6,698700666.7,758683592.6,825976037,771275555.6,771013259.3,778655925.9,799882259.3,842620111.1,911497407.4,997007925.9,1061640741,1125685185,1166523556,1212694407,1042100556
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,69520026.67,88570952.87,106101175.7,140153748.2,169918948.6,211194305.7,240780413.6,282269373,355989047.3,420642463.4,476055288.4,435746974.8,402405069.4,416183706.9,379371608.4,412876071.1,603015696.5,787392365.8,898611007.9,929796722.4,1018970365,1016493395,1037921837,927219728.9,1005879948,1208946166,1197509787,1072147778,1149862703,1131561595,1068030830,1086172923,1169138789,1558753434,1822486689,1849805733,2013099482,2249811709,2499107511,2529948330,2503156061,2684467376,2609667674,2684952727,2842048998,2499115623,2707146783,2851610656,3040414278,2982247279,
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1043599900,1076699900,1143600000,1262800000,1299099900,1331399900,1390700000,1453500000,1610500000,1715399900,1904000000,1984800000,2101300000,2569200100,3161499900,3645900000,4365300200,5480500200,6070600200,6902600200,7878700000,8607500300,8716999700,9050000400,9470000100,9721652087,7231963516,7084399840,7841602824,8410724361,7650125217,9406097735,10440842165,11399942453,12983235568,14655404433,15674835615,17790026222,19395491993,18318412251,19288827159,18405203853,20444205991,21576351799,23577286227,26783543667,29744368111,33567868323,38503862831,37125943565,40676432029,46876114650,49593961142,52996540704,57852399964,62186186576,66053725049,71654134379,73208583759,77020015201,77604632171
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3394000000,3569000000,3869000000,4213000000,4238000000,4397000000,4658000000,4828000000,4949000000,4984000000,5265000000,5399000000,5610000000,5799000000,5901000000,6013000000,6060000000,6364000000,5844000000
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,170215248.2,185848451.3,194948375.4,175756868.7,194773376.9,213235294.1,228705882.4,250176470.6,229750000,249300000,267800000,282050000,285380952.4,307047619,433954545.5,494791666.7,454440000,449880000,507080000,530440000,603200000,570357107.1,482000000,489333333.3,437631605.3,453488372.1,504651139.5,354591846.9,413799990,379779389.7,396582263.3,348533094.8,373573141.5,454101382.5,540874934.2,621626785.9,705406001.4,749138009.6,717530683.2,694754988.3,712667896.7,712167575.6,726131434.7,743064076.8,787814379.2,824880550.3,2379818383,2730971150,3025187924,3165663153,3432913073,3691384318,4063089192,4167800259,4127659492,4279840194,4482697337,4748174334,4787636237,5173760192,5471256595
High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,1.06583E+12,1.12819E+12,1.21784E+12,1.31189E+12,1.43197E+12,1.55505E+12,1.7059E+12,1.83025E+12,1.98478E+12,2.18367E+12,2.38569E+12,2.64852E+12,3.07233E+12,3.7175E+12,4.19146E+12,4.67696E+12,5.09646E+12,5.77166E+12,6.91603E+12,7.99644E+12,8.931E+12,9.06598E+12,8.98115E+12,9.27316E+12,9.67298E+12,1.01566E+13,1.23334E+13,1.42954E+13,1.60992E+13,1.68464E+13,1.8934E+13,2.00348E+13,2.15557E+13,2.17207E+13,2.33797E+13,2.59624E+13,2.61856E+13,2.5737E+13,2.58278E+13,2.71348E+13,2.76902E+13,2.74199E+13,2.85678E+13,3.20294E+13,3.56524E+13,3.77053E+13,3.98132E+13,4.35279E+13,4.62699E+13,4.339E+13,4.5481E+13,4.90999E+13,4.91482E+13,4.97395E+13,5.08242E+13,4.80456E+13,4.90865E+13,5.13069E+13,5.45423E+13,5.50344E+13,5.33963E+13
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,1320796652,1383681651,1612346412,1935298266,2206466461,2435078534,2489845017,2692474989,2716964388,3189740055,3800766536,4476001946,5710107420,8030117556,9388663646,10048022370,12876366009,15719433719,18315007366,22526035941,28861759209,31055409443,32291306282,29907091340,33511383986,35699543051,41075570592,50622571586,59707404561,68790369107,76928290842,88959620136,1.04272E+11,1.20354E+11,1.35812E+11,1.44653E+11,1.59717E+11,1.77353E+11,1.68886E+11,1.65768E+11,1.71668E+11,1.69403E+11,1.66349E+11,1.61385E+11,1.691E+11,1.8157E+11,1.93536E+11,2.11597E+11,2.1928E+11,2.14046E+11,2.28638E+11,2.48514E+11,2.62629E+11,2.75697E+11,2.91459E+11,3.09384E+11,3.20838E+11,3.41244E+11,3.61692E+11,3.63016E+11,3.46586E+11
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,335650000,356200000,387750000,410200000,457000000,508650000,549950000,598100000,646800000,668000050,723000000,731000000,802999950,912499950,1034500000,1124000000,1347999950,1669499950,3097242093,3544281976,3968160046,4043894879,4266503526,4476697185,4915311846,5278120713,5677828959,6190521241,5902717092,5432344902,4923009552,4648668479,4943700431,4926728933,4642280682,5347445005,5215028986,5737099650,6366340266,6414520530,7103826902,7565854724,7775251510,8140278401,8772169959,9672023050,10841724917,12275500116,13789443623,14486159608,15729649159,17588098575,18400538859,18372173381,19618567250,20833948800,21566622850,22975415842,23900438564,24915522849,23662231634
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,17400640236,17851391161,19428246892,23440429373,20940588848,24457133608,26632864332,26088675381,27606789034,30676434582,32153960400,34622174043,37708598090,45609076870,55598002725,63518051901,67439693755,79285872937,91589907010,1.02384E+11,1.0904E+11,1.07794E+11,1.08143E+11,1.02636E+11,1.02503E+11,1.07633E+11,1.24468E+11,1.38967E+11,1.38282E+11,1.33578E+11,1.39386E+11,1.41025E+11,1.3167E+11,1.3663E+11,1.16033E+11,1.35421E+11,1.46797E+11,1.52869E+11,1.6175E+11,1.62518E+11,1.76221E+11,1.71308E+11,1.84419E+11,2.08777E+11,2.40665E+11,2.7658E+11,3.26148E+11,3.91059E+11,4.65062E+11,4.63586E+11,5.04396E+11,5.5889E+11,5.78534E+11,6.49339E+11,6.73234E+11,6.58855E+11,6.67163E+11,7.19093E+11,7.67292E+11,7.88297E+11,7.9572E+11
Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22717081925,24075166261,24091170703,25792876644,23677307509,21839780971,23273640257,27074550258,34985749883,41958833541,45780237257,50860788253,60542673503,70750646248,63084004705,60426018629,63169910822,57192346923,58889082315,58330289757,50163192883,52295158344,56214427431,62247874949,62246206341,57203783203
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,273187200,271066000,281896800,294883400,325281200,353251800,368948600,369124200,367968800,391820400,331200000,362800000,372000000,466800000,565400000,681400000,879000000,947000000,974200000,1080600000,1383800000,1479400000,1474200000,1623600000,1816200000,2009400000,2318000000,2047200000,2613926800,2736243800,3096289800,3473540602,2257121668,1878248741,2167564195,2813313279,2907514523,3338938830,3723909227,4153736347,6813577558,6331961555,6058134467,4826827577,6036959915,7184064657,7518107787,9522763154,10485225353,11597014807,11859315079,13008754111,13708926466,14902474091,15139264670,14833154472,13987693739,15035560373,16455034353,14785839383,14508218017
Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34753569693,38730585922,40124916941,43166678735,46425677734,46658755152,47296952929,48706787306,49073380174,47218405892,53749989092,67608919144,85302003908,1.04141E+11,1.13237E+11,1.15751E+11,1.40228E+11,1.58374E+11,1.31114E+11,1.32231E+11,1.42E+11,1.28857E+11,1.35733E+11,1.41079E+11,1.2521E+11,1.28636E+11,1.43136E+11,1.60587E+11,1.63526E+11,1.55808E+11
IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,3.227E+11,3.06433E+11,3.13869E+11,3.36674E+11,3.81011E+11,4.18196E+11,4.31651E+11,4.43061E+11,4.67659E+11,5.22037E+11,5.67558E+11,6.19519E+11,6.97511E+11,9.0318E+11,1.13841E+12,1.22969E+12,1.33261E+12,1.51001E+12,1.62759E+12,1.94626E+12,2.30353E+12,2.48431E+12,2.45979E+12,2.42026E+12,2.46521E+12,2.61627E+12,2.72302E+12,2.78499E+12,2.99985E+12,3.0579E+12,3.51767E+12,3.41288E+12,3.6154E+12,3.90899E+12,4.32604E+12,4.90965E+12,5.36181E+12,5.68541E+12,5.52038E+12,5.37619E+12,5.85063E+12,5.92239E+12,6.01238E+12,6.75936E+12,8.05754E+12,9.63469E+12,1.14216E+13,1.41919E+13,1.70331E+13,1.65246E+13,2.00692E+13,2.36961E+13,2.51891E+13,2.66069E+13,2.75043E+13,2.57779E+13,2.59858E+13,2.86801E+13,3.04789E+13,3.11841E+13,2.99006E+13
IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,3.58957E+11,3.46385E+11,3.57529E+11,3.86087E+11,4.28407E+11,4.71653E+11,4.90196E+11,5.0196E+11,5.29613E+11,5.91649E+11,6.48824E+11,7.00249E+11,7.80517E+11,9.96744E+11,1.26628E+12,1.38475E+12,1.49319E+12,1.68478E+12,1.82726E+12,2.17865E+12,2.57819E+12,2.9011E+12,2.85154E+12,2.74275E+12,2.7594E+12,2.92188E+12,3.03362E+12,3.12693E+12,3.32898E+12,3.3877E+12,3.88263E+12,3.78951E+12,3.99825E+12,4.29567E+12,4.72946E+12,5.3901E+12,5.91443E+12,6.29234E+12,6.19617E+12,6.15434E+12,6.74789E+12,6.9068E+12,7.26573E+12,8.45785E+12,1.02342E+13,1.23677E+13,1.49345E+13,1.89417E+13,2.33708E+13,2.35421E+13,2.82707E+13,3.32145E+13,2.70093E+13,2.8527E+13,2.95447E+13,2.77939E+13,2.79427E+13,3.07034E+13,3.26227E+13,3.3421E+13,3.21373E+13
IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,37039833609,39112172946,42101662269,47306264255,46452131727,52169385676,56689864266,57182318306,60173583943,67560991399,78245556745,78569646120,81700862250,93862929902,1.26828E+11,1.51583E+11,1.57846E+11,1.72669E+11,1.95834E+11,2.28693E+11,2.7034E+11,3.96544E+11,3.74553E+11,3.14188E+11,2.90423E+11,3.0254E+11,3.08429E+11,3.3628E+11,3.27143E+11,3.27399E+11,3.61243E+11,3.72506E+11,3.79001E+11,3.82895E+11,3.99349E+11,4.7582E+11,5.47797E+11,6.01985E+11,6.71683E+11,7.75105E+11,8.94357E+11,9.82004E+11,1.25265E+12,1.69892E+12,2.17784E+12,2.73489E+12,3.51633E+12,4.75565E+12,6.34738E+12,7.02845E+12,8.21423E+12,9.53316E+12,1.82018E+12,1.92005E+12,2.04042E+12,2.01521E+12,1.95676E+12,2.02439E+12,2.145E+12,2.2378E+12,2.23744E+12
IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,12063628121,12910168929,13806056582,14611896046,15945498103,17314123646,18833575076,18930353850,19982313523,22860641669,31424476414,29185197343,32770621913,34960232851,50396446198,57971319765,69959468132,73756457219,80183403491,98426835474,1.26263E+11,2.43041E+11,2.22135E+11,1.68565E+11,1.44656E+11,1.45317E+11,1.31018E+11,1.34041E+11,1.3762E+11,1.32645E+11,1.46299E+11,1.4692E+11,1.47612E+11,1.32706E+11,1.33301E+11,1.56254E+11,1.7245E+11,1.76072E+11,1.73821E+11,1.81553E+11,2.06705E+11,2.06387E+11,2.28079E+11,2.56458E+11,3.12115E+11,3.73174E+11,4.66905E+11,5.38453E+11,6.39782E+11,6.06747E+11,7.09848E+11,8.14198E+11,9.00517E+11,9.77961E+11,1.04923E+12,1.01143E+12,9.42118E+11,9.25119E+11,9.66188E+11,9.98391E+11,9.61669E+11
Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,5667756645,7076465295,8337423313,9150684932,9333536360,10997590361,16273253012,25802409639,30463855422,37269156627,45808915663,51455719100,51400186379,72482337370,85518233451,90158449307,81052283405,84853699994,85289491750,79954072570,75929617577,84300174477,94451427898,1.06141E+11,1.16622E+11,1.28027E+11,1.58007E+11,1.76892E+11,2.02132E+11,2.2737E+11,2.15749E+11,95445547873,1.40001E+11,1.65021E+11,1.60447E+11,1.95661E+11,2.34772E+11,2.56837E+11,2.85869E+11,3.64571E+11,4.32217E+11,5.10229E+11,5.3958E+11,7.55094E+11,8.92969E+11,9.1787E+11,9.12524E+11,8.90815E+11,8.60854E+11,9.31877E+11,1.01562E+12,1.04227E+12,1.11909E+12,1.05842E+12
IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,25494761909,26719958967,28861786770,33416150843,31063578619,35537196054,38595489905,39003835402,40977327537,45547455404,47385426646,50144627082,49526031177,59803266463,77394417757,94967158508,88435873413,99762694034,1.16933E+11,1.31324E+11,1.4443E+11,1.48813E+11,1.48411E+11,1.43256E+11,1.44203E+11,1.55815E+11,1.76681E+11,2.01682E+11,1.888E+11,1.94004E+11,2.14116E+11,2.24895E+11,2.3073E+11,2.49882E+11,2.65785E+11,3.19281E+11,3.75103E+11,4.25796E+11,4.97987E+11,5.93911E+11,6.88098E+11,7.76349E+11,1.02592E+12,1.44469E+12,1.86871E+12,2.3656E+12,3.05452E+12,4.22481E+12,5.71836E+12,6.43404E+12,7.5188E+12,8.73573E+12,9.19776E+11,9.42089E+11,9.91194E+11,1.00377E+12,1.01464E+12,1.09927E+12,1.17881E+12,1.23941E+12,1.27646E+12
Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914762873.7,1023005863,1180968165,1382605389,1567402514,1563667800,1659131244,1947332922,2328658228,2822358473,3032400000,3422651334,4466100440,5928420956,5487083658,5920177689,6566098382,6690725118,7000748788,7708834951,7085288006,6846691871,6979581725,7491969313,7315388052,
India,IND,GDP (current US$),NY.GDP.MKTP.CD,37029883875,39232435784,42161481859,48421923459,56480289941,59554854575,45865462034,50134942203,53085455871,58447995017,62422483055,67350988021,71463193830,85515269586,99525899116,98472796457,1.02717E+11,1.21487E+11,1.373E+11,1.52992E+11,1.86325E+11,1.93491E+11,2.00715E+11,2.18262E+11,2.12158E+11,2.32512E+11,2.48986E+11,2.79034E+11,2.96589E+11,2.96042E+11,3.20979E+11,2.70105E+11,2.88208E+11,2.79296E+11,3.27276E+11,3.60282E+11,3.92897E+11,4.15868E+11,4.21351E+11,4.5882E+11,4.68395E+11,4.85441E+11,5.14938E+11,6.07699E+11,7.09149E+11,8.20382E+11,9.4026E+11,1.21674E+12,1.1989E+12,1.34189E+12,1.67562E+12,1.82305E+12,1.82764E+12,1.85672E+12,2.03913E+12,2.10359E+12,2.2948E+12,2.65147E+12,2.70111E+12,2.8705E+12,2.66025E+12
Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,1939329775,2088012282,2260349684,2430843768,2766608946,2945704143,3104034393,3343636773,3278584478,3787077344,4395995086,5098250287,6318060582,7481173066,7896860615,9483808362,9453756015,11248340431,14647996074,18319334300,21747855640,20670190138,21474752962,20766047764,20106648455,21270013326,28714571852,33920518493,37772896221,39238392678,49305632408,49787501584,55918538121,52417477614,57097656066,69139823232,75790786290,82856648758,90199410116,98860565736,99958806891,1.09252E+11,1.27986E+11,1.64308E+11,1.94015E+11,2.11798E+11,2.31986E+11,2.69736E+11,2.74327E+11,2.35509E+11,2.2166E+11,2.38663E+11,2.2551E+11,2.38212E+11,2.58625E+11,2.91463E+11,2.98725E+11,3.34602E+11,3.84854E+11,3.99122E+11,4.25889E+11
"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,4199134390,4426949095,4693566416,4928628018,5379845648,6197319929,6789938672,7555383690,8623172960,9743089607,10976245154,13731801564,17153463263,27081698250,46209092072,51776222350,68055295081,80600122702,77994316621,90391877326,94362275580,1.00499E+11,1.25949E+11,1.56365E+11,1.62277E+11,1.80184E+11,2.09095E+11,1.3401E+11,1.23058E+11,1.20496E+11,1.24813E+11,,,63743623232,71841461173,96419225744,1.20404E+11,1.13919E+11,1.10277E+11,1.13848E+11,1.09592E+11,1.26879E+11,1.28627E+11,1.53545E+11,1.90043E+11,2.26452E+11,2.66299E+11,3.49882E+11,4.12336E+11,4.16397E+11,4.86808E+11,5.80765E+11,5.98868E+11,4.60293E+11,4.32687E+11,3.84951E+11,4.17984E+11,4.45345E+11,2.94357E+11,2.58245E+11,2.03471E+11
Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,,,1954634836,1978437693,2340521143,,,,2896947634,3008120975,3281713806,3865346535,4113848002,5134367778,11516762614,13458516763,17754825601,19838130715,23762275652,37816457839,52569000000,37823000000,42382333333,40712903226,46938387097,48425161290,47264516129,56774193548,62684516129,65831935484,1.80408E+11,407796349.7,553671957.7,1031944881,3991349283,12894029888,10433698621,20764857056,20617405044,36881601584,48364250944,36176430129,32928454672,21921569479,36627901762,49954890353,65140147197,88837055195,1.31614E+11,1.11658E+11,1.38517E+11,1.8575E+11,2.18002E+11,2.34638E+11,2.28416E+11,1.66774E+11,1.66602E+11,1.87218E+11,2.27367E+11,2.35097E+11,1.66757E+11
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,248434097,253885656.3,284916516.2,340061650.1,434267936.9,523694949.4,628893310.4,621225962.2,474399471.6,414709311.4,526704545.5,670251136.4,839652164.1,1154440253,1515190595,1406875081,1669488390,2208509076,2511826196,2853435054,3381419043,3492997010,3206626564,2765950295,2864441356,2984052332,3989622715,5520318353,6106635770,5672569396,6468736287,6909730237,7080981669,6218581472,6389460286,7123633356,7426081278,7569666974,8503693099,8982047589,9025660362,8234846805,9318395055,11429333038,13825302536,16852963067,17465318552,21652505597,18074622987,13154414219,13751161918,15221622926,14751508134,16125060515,17867662178,17517210519,20793168031,24728285177,26267063758,24857740445,21718075725
Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,2598500000,3138500000,2510000000,2992333333,3405333333,3663333333,3980000000,4030000000,4619000000,5329333333,,,,,,,,,,,,,,,,,,,,,,,,,,1.00606E+11,1.10181E+11,1.14753E+11,1.15999E+11,1.17166E+11,1.32456E+11,1.30816E+11,1.21148E+11,1.27047E+11,1.35571E+11,1.42657E+11,1.54145E+11,1.79162E+11,2.16712E+11,2.07953E+11,2.34655E+11,2.62294E+11,2.58417E+11,2.94167E+11,3.10945E+11,3.00078E+11,3.19024E+11,3.55277E+11,3.73641E+11,3.97935E+11,4.07101E+11
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,40385288344,44842760293,50383891899,57710743060,63175417019,67978153851,73654870011,81133120065,87942231678,97085082807,1.13395E+11,1.24672E+11,1.4526E+11,1.75492E+11,1.99564E+11,2.27696E+11,2.24717E+11,2.57596E+11,3.15058E+11,3.93677E+11,4.77257E+11,4.30703E+11,4.27273E+11,4.43042E+11,4.37888E+11,4.52217E+11,6.40386E+11,8.05713E+11,8.91609E+11,9.28661E+11,1.18122E+12,1.24622E+12,1.32016E+12,1.06496E+12,1.09922E+12,1.17466E+12,1.31243E+12,1.24188E+12,1.27005E+12,1.25202E+12,1.14383E+12,1.16701E+12,1.27071E+12,1.57415E+12,1.80323E+12,1.85752E+12,1.94792E+12,2.21029E+12,2.39886E+12,2.19124E+12,2.13402E+12,2.29199E+12,2.08708E+12,2.14132E+12,2.15913E+12,1.8359E+12,1.8758E+12,1.95695E+12,2.09091E+12,2.00938E+12,1.88871E+12
