Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,275494520.1,343771964.7,339913833.1,359772363.3,395218567.2,486617332.4,563683660.3,538747268.3,830710615.2,939227993.7,1049838493,1222702356,1595423286,1759687480,1538980654,1333739017,1297751826,1232922697,1392205230,1852141547,2090606071,2169027633,2181810276,2681959313,2724101611,2830692639,2818306754,2081864106,2706416623,2780435257,2697102922,2920367497,3440743432,2961476518,3468327017,3908139487,4714051055,5454228771,6247496491,6905876385,8156532186,9838404005,10232036863,10689167195,12995113407,12442036265,13242691430,14364937997,13104764334,14026048691,15365714371,17070866299,17280251194,17465392916
Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,250721821.6,264579879.8,295118249.3,345602025.4,376094108.5,474620439.6,527936988.8,625573345.5,793675169.9,1001300838,1250242108,1243469361,1234518125,1165771369,1101828569,1117835286,1435079200,1751247763,2019474244,2118574772,2547163582,2750041434,3021910217,2709178327,2998570147,3720400535,3822882801,3793418418,4010571223,4121350732,4069515579,4088368978,4470446391,5448415500,6098092551,6416184181,6778324050,7925371475,9090406767,8696366907,9035932122,9638916481,9462238211,10551661177,11626281387,11091434484,11721521913,13221298308,14864712990,15215714309,14647384608
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,,1297801895,1341062127,1470841953,1496041652,1511686426,1589281273,1649446564,1841492145,2021882073,2118376959,2173187161,2004475041,2216399558,3194851102,3600115348,3812349977,4104619035,4415811913,5093478602,5671769759,5785339063,5926911888,6105882120,6317309959,6356119600,7625975687,9346762512,11328251332,15149052982,21227553397,27189628556,35595770696,49621391105,68807734001,94641791002,1.19006E+11,1.55212E+11,2.14066E+11,3.03065E+11,3.70266E+11,4.53486E+11,6.8295E+11,1.06451E+12,1.43046E+12,1.85964E+12,2.47013E+12,3.52971E+12,4.8843E+12,5.58424E+12,6.5725E+12,7.89943E+12,1.13591E+11,60572254371,63264891867,63045306514,60291738935,61449391917,67144726168,68697761477,79852046611
Middle East & North Africa (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,23810561532,24818595393,26868450259,29559954296,32796053520,37041383288,42465895767,50670955869,67263577202,1.02538E+11,1.19311E+11,1.47273E+11,1.70439E+11,1.83193E+11,2.28497E+11,2.73629E+11,2.67035E+11,3.06279E+11,3.44206E+11,3.64417E+11,3.97322E+11,4.46509E+11,3.90484E+11,3.58478E+11,3.60488E+11,5.0714E+11,2.62771E+11,2.89372E+11,2.97115E+11,3.18545E+11,3.71194E+11,4.27896E+11,4.52411E+11,4.61255E+11,5.01593E+11,5.32014E+11,5.37955E+11,5.23457E+11,5.71742E+11,6.79294E+11,8.02027E+11,9.29931E+11,1.13989E+12,1.40737E+12,1.37256E+12,1.57952E+12,1.56563E+12,1.69994E+12,1.57182E+12,1.54766E+12,1.38587E+12,1.4039E+12,1.38469E+12,1.32022E+12,1.34354E+12,1.19575E+12
Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984297589.4,1159869246,1284685051,1707710053,2073234418,2257174481,2721903149,3680711744,4545674528,4159330370,4143033276,4544516982,4087725813,4464260489,4587928884,4052913386,4374128319,4844592067,5504166667,5542674317,4769860741
Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,2310099100,2552401933,2725736633,2098734600,2186505475,2896178867,3020611600,3204461567,3576966800,2560785660,2379018326,1317611864,768401634.2,925817092.2,1452165005,1345719472,1180934203,1124440249,1057408589,1136896124,1267997934,1396555720,1595297356,1992066808,2523471532,3414055566,4234999823,5623216449,4583850368,7189481824,10409797649,12292770631,12582122604,12226514722,11619892396,11181350461,11480847745,13178094459,14206359007,13312981595
Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1284000000,1239000000,1210000000,1061000000,990000000,938000000,939000000,795000000,799000000,729000000,746000000,772000000,832000000,910000000,1230000000,1560000000,1302000000,1182000000,
Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3633406065,2639953231,2729550591,2796549978,2899922842,3856799844,4648832184,5263877520,5976408044,5656473652,5398568544,5677003239,6303391144,7631120533,8542070110,9176889070,10450843291,12556195189,11914471497,11104648673,14381552433,16350804543,16974320551,17716084108,15950969019,11936999283,13219084261,14845870051,15384701798,14019446610
Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,,159213140,164271590.8,168186331.3,224495789.3,255340526.7,266533659.2,282615367.5,311396000.3,295062138.1,309405316.1,335569088.7,391669449.3,493237544.4,613010958.1,703378653.4,775046377.6,799029666.6,804629876.8,951900945.2,1047924649,1105495368,1108776010,1165170626,1074373735,1009723326,1186628779,1344665271,1414951854,1450647019,1506914408,2133688270,2164292208,1847350612,1944876755,2091731421,2132081882,2072001067,2032345832,1985924387,1779523344,1746064719,1777058593,2051147607,2362501023,2936019526,3919577286,4346206809,5206444407,4714592493,5628882266,6764635687,6728208836,7223063170,6592537782,6166857629,6398744505,6799075419,7354430040,7889662452,7913680231
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,704033525.4,823634464.9,1015365145,1211141231,1131788192,1142393555,1078408830,1090276947,1040557089,1076121094,1462900255,1880852914,2134517068,2181930255,2653480001,2856890681,3224267548,3263368410,3558137040,4040345933,4421943910,4187367602,4169664285,4343710333,4663313620,4613630623,4841310240,5816553827,6578844486,6488750453,7028803366,8150138757,9990370016,9128843109,10003670690,11518393367,11668685524,12129642296,12803445934,11692287066,12232463656,13259351418,14181951059,14045808843,10920606198
Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,162956740.9,174576508.5,183116337.7,190816183.7,194736105.3,229455410.9,260394792.1,269814968.2,245169806.8,265810632.4,290531621.3,365386929.8,406062874.3,444281703.9,548621017.6,613220652.9,670317634.2,806290840.6,949034016.8,1058269066,1237655461,1237685692,1180104216,1223186840,1208008985,1131347798,1183654828,1183094128,1379924257,1590215583,1880771556,2203545857,1799517082,2070636936,1181802596,1397457932,2281034131,2663234934,1750584265,1775921718,1743506531,1716502862,3495748398,3208837077,3476094499,3655909664,3998020177,4432937046,5321012192,6191127665,6959655571,8004000737,6028487929,5518880769,6047813437,6373212641,5433040160,8943543677,9880675786,11025357838,12182348213
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,1916241997,1901868548,2001502679,2510126748,2674441396,2956356984,3143538482,3188945512,3330393310,3664575983,3864170913,4244340334,5043268549,7662996767,9496074114,9298800799,11050125905,13139397879,16358376511,21213672089,24488033442,25004557094,26804401816,30346788438,33943505718,31200161095,27734562640,32181695507,35271880250,38848567631,44024178343,49143148094,59167550163,66894837030,74478356958,88705342903,1.00855E+11,1.00005E+11,72167498981,79148421053,93789736842,92783947368,1.00846E+11,1.10202E+11,1.24749E+11,1.43534E+11,1.62691E+11,1.93548E+11,2.30814E+11,2.02258E+11,2.55017E+11,2.97952E+11,3.14443E+11,3.23277E+11,3.38062E+11,3.01355E+11,3.01255E+11,3.19112E+11,3.58792E+11,3.65276E+11,3.37006E+11
North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,5.83846E+11,6.04324E+11,6.47422E+11,6.83726E+11,7.35285E+11,7.9833E+11,8.76223E+11,9.27524E+11,1.01448E+12,1.09921E+12,1.16139E+12,1.26433E+12,1.39243E+12,1.55697E+12,1.70596E+12,1.85908E+12,2.08037E+12,2.29389E+12,2.57071E+12,2.87092E+12,3.13177E+12,3.51399E+12,3.65808E+12,3.97548E+12,4.39397E+12,4.70477E+12,4.95824E+12,5.28783E+12,5.74521E+12,6.20814E+12,6.55867E+12,6.77009E+12,7.11439E+12,7.43755E+12,7.86724E+12,8.24581E+12,8.70436E+12,9.23547E+12,9.69995E+12,1.03124E+13,1.10006E+13,1.13245E+13,1.1701E+13,1.2358E+13,1.32449E+13,1.42146E+13,1.514E+13,1.59274E+13,1.62728E+13,1.58302E+13,1.6616E+13,1.73422E+13,1.80318E+13,1.86379E+13,1.93393E+13,1.98015E+13,2.028E+13,2.11994E+13,2.23409E+13,2.31823E+13,2.25446E+13
Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,2422096075,2249854740,2118741469,2297400688,1951229618,1608219310,1809073862,2300105497,2495059627,2535113565,2789944498,2996885561,3429538534,3251230621,3666501464,3978497753,3989208662,4154955686,3873098656,3868541599,3922247990,3557333364,3349184760,4926471294,6609198833,7248394160,8001779551,8839526452,8607475308,8938868165,11431334447,12523402329,13042007432,12043276397,12435416060,11335179562,10721994677,12895153160,13682062249,12496781720,10619194505
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,159594492.3,164206536.3,180036767.5,215507162.4,263108841.1,358815683.7,413985777.7,506808997,542293400,637403479.7,816652167.3,798313524.7,837620127.3,846004692.3,1047225724,1182463959,972564157,904599871.5,823857894.3,796066192.9,854820894.1,1201321509,1488093105,2072775508,2185082944,2529440424,2653780677,2923883290,2822243775,3038728391,3628440524,3606968436,3291131295,3556304834,3647802046,3420032042,3297734886,3740056751,4915353825,5895008985,6238629462,6979155409,8819917187,9067619729,8704438061,9364350065,10351448025,9659151909,10151382877,10635035550,8738203042,8724568971,9173670000,9846920284,9438127994,
Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,449526872.6,485785234.9,531736492.9,586294761.5,582816358.3,673383604.2,702296184.4,665586975.1,641214210.7,625867922.7,649916708.2,693573595.3,742779740.4,946385033,1026136974,1048690933,1064517575,1291457973,1774365275,2109278102,2508524186,2170893039,2017611927,1803099732,1461243212,1440581534,1904097020,2233005823,2280356338,2179567108,3512356353,3285796980,3386232592,3052673623,1938058161,2302537682,2405687081,2290318800,2643363407,2537790023,2241753120,2448714681,2782192987,3394084885,3760443966,4383315657,4756361480,5731485267,7297600897,7352131669,7851191899,8772951262,9426913349,10224897935,10862944204,9683867894,10398862245,11185102400,12808660528,12916455161,13741378450
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,4196092258,4467200336,4909302954,5165489010,5552822484,5874422512,6366792664,5203135937,5200895982,6634187316,12545849083,9181769912,12274416018,15162871287,24846641318,27778934625,36308883249,36035407725,36527862209,47259911894,64201788123,1.64475E+11,1.42769E+11,97094911791,73484359521,73745821156,54805852581,52676041931,49648470440,44003061108,54035795388,49118433048,47794925815,27752204320,33833042988,44062465800,51075815093,54457835193,54604050168,59372613486,69448756933,74030364472,95385819321,1.04912E+11,1.36386E+11,1.76134E+11,2.36104E+11,2.75626E+11,3.39476E+11,2.95009E+11,3.61457E+11,4.04994E+11,4.55502E+11,5.08693E+11,5.46676E+11,4.86803E+11,4.0465E+11,3.75746E+11,3.9719E+11,4.4812E+11,4.32294E+11
Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,223854666.7,240524723.4,265291588.7,292916241.1,341973758.9,566542872.4,606671444,657171436.7,695899980.4,747971449.6,776585681.1,826571413.4,880842890.1,1093571442,1520900045,1590428523,1847871372,2239857061,2142128604,1527852636,2189347368,2448290110,2465165180,2743341724,3105517091,2683816289,2885710609,3851213728,2630904262,1013184746,1009455484,1488804124,1792800000,1756454248,3863185119,4140470000,4308351903,4389965591,4635267225,4855717875,5107329007,5323146566,5224213018,5322454926,5795568205,6321335612,6763418646,7423421958,8496946608,8298679909,8758592272,9774262742,10532006608,10982979274,11880434071,12756706583,13286083645,13785876629,13025239912,12611218627,12621505383
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,12276734172,13493833740,14647057370,15891241386,18699380731,21000586933,22867203317,25087562181,27817605743,34035946604,38164716625,44579122807,54706557264,71840909664,87243413395,1.0025E+11,1.09169E+11,1.27017E+11,1.5586E+11,1.79669E+11,1.95152E+11,1.64134E+11,1.5848E+11,1.53445E+11,1.43913E+11,1.43846E+11,2.00862E+11,2.45046E+11,2.61911E+11,2.58337E+11,3.18331E+11,3.275E+11,3.62963E+11,3.5355E+11,3.7913E+11,4.52302E+11,4.5049E+11,4.16813E+11,4.38008E+11,4.46899E+11,4.16443E+11,4.31213E+11,4.71614E+11,5.78792E+11,6.57172E+11,6.85093E+11,7.33341E+11,8.47482E+11,9.47998E+11,8.68077E+11,8.46555E+11,9.04086E+11,8.38971E+11,8.76924E+11,8.90981E+11,7.65265E+11,7.83528E+11,8.3181E+11,9.13597E+11,9.10194E+11,9.13865E+11
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,5163271598,5632460937,6066976683,6510239503,7159202706,8058681060,8696460205,9514496703,10159934137,11063065083,12814123115,14583114840,17358610850,22534253703,27145693810,32877805200,35942270686,41508030431,46523091010,53132244624,64439382896,63596654761,62647195538,61627240831,62057955033,65416879914,78693253276,94230055659,1.019E+11,1.02634E+11,1.19792E+11,1.21872E+11,1.30838E+11,1.20579E+11,1.27131E+11,1.5203E+11,1.6352E+11,1.61357E+11,1.54163E+11,1.62284E+11,1.71247E+11,1.73972E+11,1.95524E+11,2.28859E+11,2.64512E+11,3.08884E+11,3.45581E+11,4.00937E+11,4.6225E+11,3.8619E+11,4.28757E+11,4.98283E+11,5.09506E+11,5.22762E+11,4.9841E+11,3.85802E+11,3.68827E+11,3.98394E+11,4.37E+11,4.0551E+11,3.62522E+11
Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,508334414,531959561.6,574091101.2,496947904.4,496098775.3,735267082.3,906811943.8,841974025.5,772228643.4,788641965.4,865975308.6,882765471.6,1024098805,972101725,1217953547,1575789254,1452792989,1382400000,1604162497,1851250008,1945916583,2275583317,2395429852,2447174803,2581207388,2619913956,2850784523,2957255380,3487009748,3525228153,3627562403,3921476085,3401211581,3660041667,4066775510,4401104418,4521580381,4918691917,4856255044,5033642384,5494252208,6007055042,6050875807,6330473097,7273938315,8130258041,9043715356,10325618017,12545438605,12854985464,16002656434,21621710003,21703106502,22162208956,22731602970,24360795410,24524098184,28971589213,33111525183,34186180695,33657175561
Nauru,NRU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47564520.39,66055407.67,96927201.48,98491843.64,104654365.2,86529661.37,99723394.96,109359680.2,124021393.7,118724073.8,114626625.6
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,5485854792,5670064168,6077496268,6638937283,7274144351,5654463586,5863733231,5961418094,5180597621,5761588762,,7911136757,9567331065,12802281898,13940981798,12861983284,13604832424,15446825318,18530518395,20731243113,23244547385,24417617184,24164603059,24309279706,21665975319,24679795396,30604668357,40376354070,45176811594,43920222525,45495129385,42745329732,41649829860,46775620817,55314732279,63918703507,70140835299,66075143415,56227169851,58762260626,52623281957,53872425917,66627729311,88250885550,1.03905E+11,1.1472E+11,1.11539E+11,1.37189E+11,1.33131E+11,1.21374E+11,1.46518E+11,1.68291E+11,1.76207E+11,1.90907E+11,2.01313E+11,1.78064E+11,1.88943E+11,2.06951E+11,2.12226E+11,2.12891E+11,2.10701E+11
OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,1.08092E+12,1.13664E+12,1.2269E+12,1.32245E+12,1.44536E+12,1.56874E+12,1.72176E+12,1.8483E+12,2.00494E+12,2.20547E+12,2.40372E+12,2.66204E+12,3.08792E+12,3.73074E+12,4.1802E+12,4.6854E+12,5.08149E+12,5.73283E+12,6.88736E+12,7.95568E+12,8.84177E+12,9.00083E+12,8.86618E+12,9.15619E+12,9.57576E+12,1.00853E+13,1.22154E+13,1.41466E+13,1.59455E+13,1.66868E+13,1.8798E+13,1.98959E+13,2.13987E+13,2.16907E+13,2.32743E+13,2.56574E+13,2.58733E+13,2.54784E+13,2.57393E+13,2.70309E+13,2.76132E+13,2.73597E+13,2.85306E+13,3.19293E+13,3.55461E+13,3.76001E+13,3.9668E+13,4.34075E+13,4.60116E+13,4.30719E+13,4.51891E+13,4.86108E+13,4.85801E+13,4.92306E+13,5.02639E+13,4.74639E+13,4.8398E+13,5.05016E+13,5.34656E+13,5.39835E+13,5.23369E+13
Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,63287594.51,67768132.18,107152720.2,188864890.8,239980801.5,256299496,301010587.1,366857738.4,483033932.1,1645917776,2096699189,2560220035,2741169948,2740301390,3733352635,5981760278,7259120151,7554719456,7932541691,8821366532,10005500579,7323822251,7811183095,8386215865,9372171651,11685045514,11341482445,12452275683,12493107932,12918855657,13802600780,15277763329,15837451235,13996914596,15593456122,19507452508,19452000476,20142756175,21633708220,24763713001,31081991725,37215779656,42085379489,60905452458,48388363516,56913065779,67871907375,76511069704,78555622509,80686929102,68420257567,65441278668,70585606844,79788768969,76331518669,64648393044
Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,3136476964,3723426350,4506546720,6529375933,12037239771,13436837686,16704012231,18809922854,20752026486,26946863064,37417416714,37615307072,35579096336,33610515711,33852774905,32170855239,32577247306,38664036894,43438789099,45483670007,54434614979,56052410087,61143960082,58226834950,60908208892,70232782348,73995136553,76863051372,75292616833,80948689717,91409484062,90943070776,98114311646,1.22146E+11,1.51573E+11,1.83627E+11,2.15786E+11,2.64056E+11,3.23027E+11,2.77199E+11,3.22471E+11,3.96935E+11,4.14204E+11,4.32281E+11,4.46199E+11,3.69944E+11,3.65871E+11,3.98012E+11,4.4155E+11,4.32772E+11,3.75853E+11
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,3749265015,4118647627,4310163797,4630827383,5204955901,5929231415,6561108778,7464510710,8041999160,8683116338,10027509450,10665896682,9415016360,6383429490,8899191919,11230606061,13168080808,15126060606,17811515152,19688383838,23654444444,28100606061,30725971564,28691889764,31151825467,31144920844,31899070056,33351529275,38472742808,40171018229,40010423970,45625234698,48884606848,51809949334,52293456906,60636022423,63320122807,62433300338,62191955814,62973855719,82017743416,79484403985,79904985385,91760542940,1.0776E+11,1.20055E+11,1.37264E+11,1.52386E+11,1.70078E+11,1.68153E+11,1.77166E+11,2.13587E+11,2.24384E+11,2.31219E+11,2.44361E+11,2.70556E+11,2.78655E+11,3.04567E+11,3.14568E+11,2.79057E+11,2.6261E+11
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,537147100,599026300,652120900,722784500,776137500,852485300,928833000,1034376400,1112791100,1221305700,1351006400,1523917200,1673411700,1913793400,2188307600,2435304100,2588106000,2738261900,3244558600,3704551600,4614086400,5222421500,5769767900,5923755900,6183387100,6541517100,6797834200,6827665300,5902783400,5918469800,6433967000,7074675500,8042337700,8782585400,9365289800,9573813700,9870494000,10677286100,11575486400,12130252200,12304115000,12502013400,12994310400,13693981200,15013381700,16374393900,18141666300,21295984230,25155888616,27116635565,29440287581,34686224301,40429734384,45599994005,49921464365,54091713776,57907695409,62202725204,64929409212,66984427150,53977036995
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,2571908062,2899654840,3286773188,3600957771,4356913870,5166861068,6113607728,6204253759,5736083835,6420909790,7432223177,8289582884,9189413409,10994381895,13858441211,16877163792,15947709380,14620386674,12495779622,15962459447,18134029180,21649137620,21793496819,17345624454,17599660054,16548827018,15244232958,20702298397,15439408447,22499559086,26410386669,34341465998,35966302303,34832077221,44882079767,53312793687,55252414130,58147522523,55501467877,50187324568,51744749133,52030158775,54777553515,58731030122,66768703498,76060606061,88643193062,1.02171E+11,1.20551E+11,1.20823E+11,1.47529E+11,1.71762E+11,1.92649E+11,2.01175E+11,2.00789E+11,1.89805E+11,1.91896E+11,2.11007E+11,2.22575E+11,2.28471E+11,2.02014E+11
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,7515886651,8171186334,4954529277,5505055618,5953766854,6517304758,7189017888,7724873935,8632749269,9571800653,7559179530,8375086047,9067872579,11412421020,15607825070,16875240683,19380945793,22283185056,25762077665,31218507870,36848242784,40499645208,42206011275,37759237658,35730202751,34961565263,33987178952,37791442731,43152077817,48513735777,50508286643,51784207132,60422309297,62036625223,73159245524,84644220102,94648084429,94106183450,74492325247,85640133800,83669693589,78921234457,84307291974,87039145965,95002028505,1.0742E+11,1.27653E+11,1.5598E+11,1.81625E+11,1.75975E+11,2.08369E+11,2.34217E+11,2.61921E+11,2.83903E+11,2.97483E+11,3.06446E+11,3.18627E+11,3.28481E+11,3.46842E+11,3.76823E+11,3.61489E+11
Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146297500,156907900,163184900,153963200,165186200,190452900,192382400,198897700,198283900,187522800,185943000,196911100,212397800,221117200,241669800,280457700,298300000,285300000,284700000,274200000,257700000
Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,230496033,244832035,261184037.4,275968039.5,305312043.7,344159480.3,390973233.3,441706910.1,485160824.3,551237316.6,645537126.2,717716130.5,858802035.9,1299105241,1467346060,1356591177,1511856584,1640763204,1947947524,2293621944,2545983008,2498068351,2368584970,2562492525,2552526263,2423373088,2648033766,3143848331,3655979702,3546460177,3219730365,3787394958,4377980510,4974550286,5502786070,4636057476,5155311077,4936615299,3789443015,3477038204,3521339699,3081024212,2999511040,3536411824,3927157867,4865892972,8355006707,9545177014,11670840932,11619637799,14250755231,17984910502,21295659244,21261432791,23210682538,21723531173,20759069103,22742613554,24109509853,24751344552,24668899683
Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65977749037,85500935935,94337050693,96045645026,1.10803E+11,1.42293E+11,1.60193E+11,1.59358E+11,1.74686E+11,1.70031E+11,1.72219E+11,1.90905E+11,1.99072E+11,2.17827E+11,2.5511E+11,3.06144E+11,3.44622E+11,4.29029E+11,5.33609E+11,4.39738E+11,4.79834E+11,5.28301E+11,4.98524E+11,5.21016E+11,5.42477E+11,4.77812E+11,4.7263E+11,5.26509E+11,5.87412E+11,5.97281E+11,5.96624E+11
Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,20960103884,21555620052,23596854215,27499891895,25617517512,28873196152,31712902615,29942687174,31559551358,35743385801,43723501989,42737143123,49714410420,61067687697,86607811535,98944676913,1.16042E+11,1.28402E+11,1.43011E+11,1.80504E+11,2.20805E+11,3.09152E+11,2.90272E+11,2.31473E+11,2.11163E+11,2.1851E+11,2.12152E+11,2.34426E+11,2.37886E+11,2.33308E+11,3.70432E+11,1.66914E+11,1.59677E+11,1.43927E+11,1.35082E+11,1.73691E+11,1.92628E+11,2.12232E+11,2.19065E+11,2.39512E+11,2.77419E+11,2.65114E+11,3.03921E+11,3.30243E+11,4.1231E+11,5.14675E+11,6.4742E+11,7.83964E+11,9.81864E+11,8.91299E+11,1.03728E+12,1.19907E+12,1.30577E+12,1.43515E+12,1.49675E+12,1.31697E+12,1.20422E+12,1.25757E+12,1.3435E+12,1.4062E+12,1.29117E+12
Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,1691900000,1865100000,2094400000,2333600000,2570500000,2881500000,3170500000,3532700000,3941700000,4460700000,5034700000,5646800000,6328900000,7002400000,7684800000,8198300000,8968600000,9910900000,11165000000,12750000000,14436100000,15955700000,16764200000,17276600000,19162600000,20289200000,22009300000,24025800000,26385800000,28161200000,30603919000,32287031000,34630430000,36922456000,39690630000,42647331000,45340835000,48187039000,54086400000,57841000000,61701800000,69208400000,71623500000,74827400000,80322313000,83914521300,87276164400,89524131600,93639300000,96385600000,98381300000,1.00352E+11,1.01565E+11,1.0245E+11,1.02446E+11,1.03376E+11,1.04337E+11,1.03446E+11,1.00925E+11,1.04915E+11,1.03138E+11
"Korea, Dem. People's Rep.",PRK,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,3193200404,3417516639,3668222358,3905734460,4235608178,4687464055,5135387846,5740241166,6354262628,6969025826,8108235704,9201604240,11239117865,15090564186,17512391476,19347607843,20332831565,21439523311,23487614051,26622819672,32896519824,31977276873,30527754793,27239650742,25217969050,27115807742,38745901354,48182925857,56347250696,60594092182,78713860217,89233599278,1.07592E+11,95009751901,99688641304,1.18122E+11,1.2263E+11,1.17017E+11,1.23946E+11,1.27427E+11,1.18311E+11,1.21499E+11,1.34156E+11,1.64862E+11,1.89035E+11,1.9718E+11,2.08582E+11,2.40191E+11,2.62345E+11,2.43702E+11,2.37881E+11,2.44797E+11,2.16237E+11,2.2637E+11,2.29596E+11,1.99314E+11,2.06286E+11,2.20811E+11,2.42195E+11,2.39987E+11,2.28539E+11
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,,,,,,443587301.6,465888888.9,492674603.2,517650793.7,556293650.8,594611111.1,664571428.6,769039682.5,995531746,1333475397,1511420635,1698960317,2092158730,2559857143,3416777778,4448087302,5624515873,5419411765,5673248726,4502462807,3282449236,3723993943,3971044724,4255683528,4757732200,5812114523,6984367763,7157424031,7249533620,7870982005,9062131475,9788391781,9965225678,9260481572,8837070236,8855705140,8495806432,7196260657,7691367471,9624440836,10737500188,13429430050,17856270473,24616537618,22355601273,27237782850,33756238767,33296438306,38651334288,40377987209,36211372703,36089550659,38997129474,40225448341,37906944075,35670301496
West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2843300000,3282800000,3409600000,3759800000,4067800000,4271200000,4313600000,4003700000,3555800000,3968000000,4603100000,5125700000,5348300000,5815700000,7310400000,8085700000,9681500000,11186100000,12208400000,13515500000,13989700000,13972400000,15405400000,16128000000,16276600000,17133500000,15561300000
Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,437436098.4,525610642,716678424.5,1018218314,1137259250,1140381090,1189782613,1379853108,1690559785,1962189905,2021557593,1973920737,1877396881,1978081591,1873093013,2042954232,1985439151,2031693443,2100007041,2351149204,2500506858,2742975774,2907993100,3426022250,3716833627,3978702321,3985636451,3413029075,3754359623,3444921970,3395627477,3564053883,4178053089,4818328915,5329582224,5613654073,6192507725,6609313729,5916221065,6566818383,7713181064,8186804963,8498136739,9226234551,9019345254,9456355296,10212037558,10656209173,10641343380,9530487872
