jurisdiction_of_occurrence,mmwr_year,mmwr_week,week_ending_date,all_cause,natural_cause
Hawaii,2017,3,2017-01-21,263.0,244.0
Hawaii,2017,4,2017-01-28,217.0,198.0
Hawaii,2017,5,2017-02-04,221.0,208.0
Hawaii,2017,6,2017-02-11,213.0,201.0
Hawaii,2017,7,2017-02-18,228.0,213.0
Hawaii,2017,8,2017-02-25,217.0,200.0
Hawaii,2017,9,2017-03-04,222.0,211.0
Hawaii,2017,10,2017-03-11,246.0,228.0
Hawaii,2017,11,2017-03-18,224.0,210.0
Hawaii,2017,12,2017-03-25,204.0,192.0
Hawaii,2017,13,2017-04-01,231.0,210.0
Hawaii,2017,14,2017-04-08,225.0,213.0
Hawaii,2017,15,2017-04-15,212.0,191.0
Hawaii,2017,16,2017-04-22,203.0,189.0
Hawaii,2017,17,2017-04-29,215.0,201.0
Hawaii,2017,18,2017-05-06,221.0,209.0
Hawaii,2017,19,2017-05-13,206.0,189.0
Hawaii,2017,20,2017-05-20,238.0,216.0
Hawaii,2017,21,2017-05-27,214.0,186.0
Hawaii,2017,22,2017-06-03,211.0,198.0
Hawaii,2017,23,2017-06-10,225.0,206.0
Hawaii,2017,24,2017-06-17,218.0,200.0
Hawaii,2017,25,2017-06-24,221.0,202.0
Hawaii,2017,26,2017-07-01,207.0,187.0
Hawaii,2017,27,2017-07-08,204.0,189.0
Hawaii,2017,28,2017-07-15,215.0,198.0
Hawaii,2017,29,2017-07-22,204.0,187.0
Hawaii,2017,30,2017-07-29,214.0,193.0
Hawaii,2017,31,2017-08-05,190.0,174.0
Hawaii,2017,32,2017-08-12,219.0,194.0
Hawaii,2017,33,2017-08-19,215.0,188.0
Hawaii,2017,34,2017-08-26,211.0,190.0
Hawaii,2017,35,2017-09-02,204.0,184.0
Hawaii,2017,36,2017-09-09,195.0,179.0
Hawaii,2017,37,2017-09-16,241.0,214.0
Hawaii,2017,38,2017-09-23,208.0,193.0
Hawaii,2017,39,2017-09-30,204.0,185.0
Hawaii,2017,40,2017-10-07,209.0,188.0
Hawaii,2017,41,2017-10-14,190.0,174.0
Hawaii,2017,42,2017-10-21,196.0,184.0
Hawaii,2017,43,2017-10-28,186.0,175.0
Hawaii,2017,44,2017-11-04,229.0,214.0
Hawaii,2017,45,2017-11-11,228.0,210.0
Hawaii,2017,46,2017-11-18,197.0,185.0
Hawaii,2017,47,2017-11-25,213.0,192.0
Hawaii,2017,48,2017-12-02,265.0,239.0
Hawaii,2017,49,2017-12-09,235.0,212.0
Hawaii,2017,50,2017-12-16,239.0,219.0
Hawaii,2017,51,2017-12-23,252.0,237.0
Hawaii,2017,52,2017-12-30,242.0,220.0
Hawaii,2018,1,2018-01-06,266.0,248.0
Hawaii,2018,2,2018-01-13,245.0,223.0
Hawaii,2018,3,2018-01-20,234.0,221.0
Hawaii,2018,4,2018-01-27,219.0,207.0
Hawaii,2018,5,2018-02-03,253.0,234.0
Hawaii,2018,6,2018-02-10,204.0,187.0
Hawaii,2018,7,2018-02-17,236.0,220.0
Hawaii,2018,8,2018-02-24,239.0,220.0
Hawaii,2018,9,2018-03-03,223.0,202.0
Hawaii,2018,10,2018-03-10,245.0,225.0
Hawaii,2018,11,2018-03-17,257.0,238.0
Hawaii,2018,12,2018-03-24,215.0,197.0
Hawaii,2018,13,2018-03-31,260.0,241.0
Hawaii,2018,14,2018-04-07,222.0,206.0
Hawaii,2018,15,2018-04-14,237.0,219.0
Hawaii,2018,16,2018-04-21,200.0,183.0
Hawaii,2018,17,2018-04-28,207.0,187.0
Hawaii,2018,18,2018-05-05,222.0,201.0
Hawaii,2018,19,2018-05-12,220.0,205.0
Hawaii,2018,20,2018-05-19,204.0,193.0
Hawaii,2018,21,2018-05-26,205.0,193.0
Hawaii,2018,22,2018-06-02,196.0,181.0
Hawaii,2018,23,2018-06-09,196.0,178.0
Hawaii,2018,24,2018-06-16,250.0,228.0
Hawaii,2018,25,2018-06-23,238.0,219.0
Hawaii,2018,26,2018-06-30,212.0,198.0
Hawaii,2018,27,2018-07-07,213.0,198.0
Hawaii,2018,28,2018-07-14,222.0,202.0
Hawaii,2018,29,2018-07-21,210.0,185.0
Hawaii,2018,30,2018-07-28,211.0,194.0
Hawaii,2018,31,2018-08-04,193.0,168.0
Hawaii,2018,32,2018-08-11,199.0,189.0
Hawaii,2018,33,2018-08-18,194.0,183.0
Hawaii,2018,34,2018-08-25,198.0,184.0
Hawaii,2018,35,2018-09-01,238.0,213.0
Hawaii,2018,36,2018-09-08,218.0,201.0
Hawaii,2018,37,2018-09-15,232.0,208.0
Hawaii,2018,38,2018-09-22,191.0,173.0
Hawaii,2018,39,2018-09-29,221.0,196.0
Hawaii,2018,40,2018-10-06,206.0,190.0
Hawaii,2018,41,2018-10-13,204.0,189.0
Hawaii,2018,42,2018-10-20,217.0,195.0
Hawaii,2018,43,2018-10-27,195.0,182.0
Hawaii,2018,44,2018-11-03,195.0,176.0
Hawaii,2018,45,2018-11-10,221.0,206.0
Hawaii,2018,46,2018-11-17,237.0,215.0
Hawaii,2018,47,2018-11-24,225.0,212.0
Hawaii,2018,48,2018-12-01,203.0,185.0
Hawaii,2018,49,2018-12-08,235.0,212.0
Hawaii,2018,50,2018-12-15,208.0,194.0
Hawaii,2018,51,2018-12-22,217.0,199.0
Hawaii,2018,52,2018-12-29,219.0,196.0
Hawaii,2019,1,2019-01-05,244.0,221.0
Hawaii,2019,2,2019-01-12,210.0,188.0
Hawaii,2019,3,2019-01-19,257.0,240.0
Hawaii,2019,4,2019-01-26,226.0,209.0
Hawaii,2019,5,2019-02-02,229.0,210.0
Hawaii,2019,6,2019-02-09,217.0,192.0
Hawaii,2019,7,2019-02-16,255.0,234.0
Hawaii,2019,8,2019-02-23,230.0,208.0
Hawaii,2019,9,2019-03-02,240.0,223.0
Hawaii,2019,10,2019-03-09,263.0,240.0
Hawaii,2019,11,2019-03-16,259.0,238.0
Hawaii,2019,12,2019-03-23,250.0,231.0
Hawaii,2019,13,2019-03-30,231.0,215.0
Hawaii,2019,14,2019-04-06,249.0,218.0
Hawaii,2019,15,2019-04-13,216.0,199.0
Hawaii,2019,16,2019-04-20,215.0,194.0
Hawaii,2019,17,2019-04-27,220.0,210.0
Hawaii,2019,18,2019-05-04,207.0,189.0
Hawaii,2019,19,2019-05-11,246.0,232.0
Hawaii,2019,20,2019-05-18,233.0,213.0
Hawaii,2019,21,2019-05-25,239.0,225.0
Hawaii,2019,22,2019-06-01,210.0,187.0
Hawaii,2019,23,2019-06-08,217.0,196.0
Hawaii,2019,24,2019-06-15,239.0,224.0
Hawaii,2019,25,2019-06-22,227.0,197.0
Hawaii,2019,26,2019-06-29,220.0,203.0
Hawaii,2019,27,2019-07-06,200.0,179.0
Hawaii,2019,28,2019-07-13,245.0,224.0
Hawaii,2019,29,2019-07-20,214.0,198.0
Hawaii,2019,30,2019-07-27,234.0,214.0
Hawaii,2019,31,2019-08-03,216.0,195.0
Hawaii,2019,32,2019-08-10,210.0,189.0
Hawaii,2019,33,2019-08-17,206.0,189.0
Hawaii,2019,34,2019-08-24,208.0,189.0
Hawaii,2019,35,2019-08-31,207.0,186.0
Hawaii,2019,36,2019-09-07,214.0,194.0
Hawaii,2019,37,2019-09-14,236.0,217.0
Hawaii,2019,38,2019-09-21,234.0,214.0
Hawaii,2019,39,2019-09-28,191.0,175.0
Hawaii,2019,40,2019-10-05,228.0,210.0
Hawaii,2019,41,2019-10-12,194.0,178.0
Hawaii,2019,42,2019-10-19,225.0,205.0
Hawaii,2019,43,2019-10-26,198.0,179.0
Hawaii,2019,44,2019-11-02,203.0,185.0
Hawaii,2019,45,2019-11-09,215.0,196.0
Hawaii,2019,46,2019-11-16,202.0,180.0
Hawaii,2019,47,2019-11-23,204.0,182.0
Hawaii,2019,48,2019-11-30,211.0,193.0
Hawaii,2019,49,2019-12-07,213.0,186.0
Hawaii,2019,50,2019-12-14,222.0,197.0
Hawaii,2019,51,2019-12-21,231.0,207.0
Hawaii,2019,52,2019-12-28,248.0,230.0
Idaho,2014,1,2014-01-04,252.0,227.0
Idaho,2014,2,2014-01-11,260.0,243.0
Idaho,2014,3,2014-01-18,214.0,196.0
Idaho,2014,4,2014-01-25,240.0,220.0
Idaho,2014,5,2014-02-01,240.0,224.0
Idaho,2014,6,2014-02-08,232.0,216.0
Idaho,2014,7,2014-02-15,272.0,259.0
Idaho,2014,8,2014-02-22,233.0,209.0
Idaho,2014,9,2014-03-01,252.0,235.0
Idaho,2014,10,2014-03-08,222.0,199.0
Idaho,2014,11,2014-03-15,263.0,239.0
Idaho,2014,12,2014-03-22,236.0,205.0
Idaho,2014,13,2014-03-29,250.0,229.0
Idaho,2014,14,2014-04-05,255.0,233.0
Idaho,2014,15,2014-04-12,236.0,218.0
Idaho,2014,16,2014-04-19,226.0,211.0
Idaho,2014,17,2014-04-26,243.0,220.0
Idaho,2014,18,2014-05-03,246.0,214.0
Idaho,2014,19,2014-05-10,217.0,193.0
Idaho,2014,20,2014-05-17,248.0,223.0
Idaho,2014,21,2014-05-24,232.0,212.0
Idaho,2014,22,2014-05-31,222.0,197.0
Idaho,2014,23,2014-06-07,252.0,226.0
Idaho,2014,24,2014-06-14,258.0,227.0
Idaho,2014,25,2014-06-21,220.0,205.0
Idaho,2014,26,2014-06-28,239.0,218.0
Idaho,2014,27,2014-07-05,212.0,190.0
Idaho,2014,28,2014-07-12,213.0,190.0
Idaho,2014,29,2014-07-19,241.0,216.0
Idaho,2014,30,2014-07-26,201.0,182.0
Idaho,2014,31,2014-08-02,249.0,225.0
Idaho,2014,32,2014-08-09,256.0,223.0
Idaho,2014,33,2014-08-16,244.0,220.0
Idaho,2014,34,2014-08-23,247.0,222.0
Idaho,2014,35,2014-08-30,249.0,219.0
Idaho,2014,36,2014-09-06,258.0,233.0
Idaho,2014,37,2014-09-13,259.0,237.0
Idaho,2014,38,2014-09-20,264.0,238.0
Idaho,2014,39,2014-09-27,261.0,238.0
Idaho,2014,40,2014-10-04,238.0,222.0
Idaho,2014,41,2014-10-11,221.0,203.0
Idaho,2014,42,2014-10-18,212.0,190.0
Idaho,2014,43,2014-10-25,251.0,227.0
Idaho,2014,44,2014-11-01,217.0,193.0
Idaho,2014,45,2014-11-08,274.0,241.0
Idaho,2014,46,2014-11-15,242.0,227.0
Idaho,2014,47,2014-11-22,248.0,228.0
Idaho,2014,48,2014-11-29,234.0,209.0
Idaho,2014,49,2014-12-06,234.0,218.0
Idaho,2014,50,2014-12-13,204.0,190.0
Idaho,2014,51,2014-12-20,237.0,219.0
Idaho,2014,52,2014-12-27,251.0,222.0
Idaho,2014,53,2015-01-03,257.0,234.0
Idaho,2015,1,2015-01-10,299.0,274.0
Idaho,2015,2,2015-01-17,254.0,237.0
Idaho,2015,3,2015-01-24,254.0,230.0
Idaho,2015,4,2015-01-31,286.0,268.0
Idaho,2015,5,2015-02-07,261.0,245.0
Idaho,2015,6,2015-02-14,235.0,220.0
Idaho,2015,7,2015-02-21,221.0,195.0
Idaho,2015,8,2015-02-28,271.0,249.0
Idaho,2015,9,2015-03-07,267.0,248.0
Idaho,2015,10,2015-03-14,233.0,206.0
Idaho,2015,11,2015-03-21,253.0,236.0
Idaho,2015,12,2015-03-28,260.0,238.0
Idaho,2015,13,2015-04-04,241.0,224.0
Idaho,2015,14,2015-04-11,243.0,219.0
Idaho,2015,15,2015-04-18,244.0,227.0
Idaho,2015,16,2015-04-25,267.0,239.0
Idaho,2015,17,2015-05-02,238.0,207.0
Idaho,2015,18,2015-05-09,262.0,236.0
Idaho,2015,19,2015-05-16,261.0,240.0
Idaho,2015,20,2015-05-23,240.0,224.0
Idaho,2015,21,2015-05-30,274.0,254.0
Idaho,2015,22,2015-06-06,225.0,200.0
Idaho,2015,23,2015-06-13,256.0,217.0
Idaho,2015,24,2015-06-20,220.0,198.0
Idaho,2015,25,2015-06-27,241.0,216.0
Idaho,2015,26,2015-07-04,257.0,230.0
Idaho,2015,27,2015-07-11,244.0,219.0
Idaho,2015,28,2015-07-18,242.0,215.0
Idaho,2015,29,2015-07-25,225.0,202.0
Idaho,2015,30,2015-08-01,233.0,211.0
Idaho,2015,31,2015-08-08,228.0,202.0
Idaho,2015,32,2015-08-15,239.0,207.0
Idaho,2015,33,2015-08-22,220.0,196.0
Idaho,2015,34,2015-08-29,234.0,212.0
Idaho,2015,35,2015-09-05,257.0,238.0
Idaho,2015,36,2015-09-12,241.0,220.0
Idaho,2015,37,2015-09-19,251.0,233.0
Idaho,2015,38,2015-09-26,267.0,239.0
Idaho,2015,39,2015-10-03,231.0,213.0
Idaho,2015,40,2015-10-10,247.0,225.0
Idaho,2015,41,2015-10-17,244.0,213.0
Idaho,2015,42,2015-10-24,253.0,225.0
Idaho,2015,43,2015-10-31,254.0,240.0
Idaho,2015,44,2015-11-07,236.0,215.0
Idaho,2015,45,2015-11-14,263.0,233.0
Idaho,2015,46,2015-11-21,246.0,226.0
Idaho,2015,47,2015-11-28,248.0,229.0
Idaho,2015,48,2015-12-05,259.0,241.0
Idaho,2015,49,2015-12-12,270.0,247.0
Idaho,2015,50,2015-12-19,230.0,215.0
Idaho,2015,51,2015-12-26,249.0,225.0
Idaho,2015,52,2016-01-02,250.0,225.0
Idaho,2016,1,2016-01-09,270.0,248.0
Idaho,2016,2,2016-01-16,238.0,222.0
Idaho,2016,3,2016-01-23,276.0,257.0
Idaho,2016,4,2016-01-30,244.0,221.0
Idaho,2016,5,2016-02-06,286.0,258.0
Idaho,2016,6,2016-02-13,254.0,226.0
Idaho,2016,7,2016-02-20,227.0,210.0
Idaho,2016,8,2016-02-27,264.0,235.0
Idaho,2016,9,2016-03-05,255.0,238.0
Idaho,2016,10,2016-03-12,250.0,223.0
Idaho,2016,11,2016-03-19,290.0,261.0
Idaho,2016,12,2016-03-26,268.0,250.0
Idaho,2016,13,2016-04-02,255.0,230.0
Idaho,2016,14,2016-04-09,277.0,254.0
Idaho,2016,15,2016-04-16,249.0,227.0
Idaho,2016,16,2016-04-23,271.0,250.0
Idaho,2016,17,2016-04-30,250.0,231.0
Idaho,2016,18,2016-05-07,279.0,257.0
Idaho,2016,19,2016-05-14,229.0,205.0
Idaho,2016,20,2016-05-21,279.0,252.0
Idaho,2016,21,2016-05-28,274.0,243.0
Idaho,2016,22,2016-06-04,259.0,233.0
Idaho,2016,23,2016-06-11,270.0,241.0
Idaho,2016,24,2016-06-18,257.0,234.0
Idaho,2016,25,2016-06-25,241.0,201.0
Idaho,2016,26,2016-07-02,269.0,236.0
Idaho,2016,27,2016-07-09,245.0,222.0
Idaho,2016,28,2016-07-16,239.0,217.0
Idaho,2016,29,2016-07-23,242.0,221.0
Idaho,2016,30,2016-07-30,235.0,198.0
Idaho,2016,31,2016-08-06,243.0,201.0
Idaho,2016,32,2016-08-13,250.0,229.0
Idaho,2016,33,2016-08-20,253.0,224.0
Idaho,2016,34,2016-08-27,223.0,192.0
Idaho,2016,35,2016-09-03,227.0,205.0
Idaho,2016,36,2016-09-10,229.0,205.0
Idaho,2016,37,2016-09-17,234.0,210.0
Idaho,2016,38,2016-09-24,243.0,225.0
Idaho,2016,39,2016-10-01,240.0,212.0
Idaho,2016,40,2016-10-08,230.0,205.0
Idaho,2016,41,2016-10-15,261.0,233.0
Idaho,2016,42,2016-10-22,243.0,216.0
Idaho,2016,43,2016-10-29,253.0,222.0
Idaho,2016,44,2016-11-05,263.0,236.0
Idaho,2016,45,2016-11-12,240.0,214.0
Idaho,2016,46,2016-11-19,241.0,216.0
Idaho,2016,47,2016-11-26,253.0,225.0
Idaho,2016,48,2016-12-03,241.0,218.0
Idaho,2016,49,2016-12-10,265.0,242.0
Idaho,2016,50,2016-12-17,289.0,264.0
Idaho,2016,51,2016-12-24,296.0,280.0
Idaho,2016,52,2016-12-31,261.0,249.0
Idaho,2017,1,2017-01-07,291.0,264.0
Idaho,2017,2,2017-01-14,312.0,291.0
Idaho,2017,3,2017-01-21,311.0,285.0
Idaho,2017,4,2017-01-28,269.0,249.0
Idaho,2017,5,2017-02-04,283.0,258.0
Idaho,2017,6,2017-02-11,280.0,251.0
Idaho,2017,7,2017-02-18,283.0,260.0
Idaho,2017,8,2017-02-25,291.0,260.0
Idaho,2017,9,2017-03-04,283.0,263.0
Idaho,2017,10,2017-03-11,264.0,244.0
Idaho,2017,11,2017-03-18,258.0,238.0
Idaho,2017,12,2017-03-25,316.0,285.0
Idaho,2017,13,2017-04-01,263.0,245.0
Idaho,2017,14,2017-04-08,271.0,246.0
Idaho,2017,15,2017-04-15,283.0,256.0
Idaho,2017,16,2017-04-22,260.0,234.0
Idaho,2017,17,2017-04-29,257.0,229.0
Idaho,2017,18,2017-05-06,270.0,239.0
Idaho,2017,19,2017-05-13,238.0,212.0
Idaho,2017,20,2017-05-20,275.0,252.0
Idaho,2017,21,2017-05-27,260.0,228.0
Idaho,2017,22,2017-06-03,253.0,215.0
Idaho,2017,23,2017-06-10,242.0,224.0
Idaho,2017,24,2017-06-17,261.0,234.0
Idaho,2017,25,2017-06-24,263.0,224.0
Idaho,2017,26,2017-07-01,244.0,221.0
Idaho,2017,27,2017-07-08,250.0,214.0
Idaho,2017,28,2017-07-15,270.0,245.0
Idaho,2017,29,2017-07-22,248.0,224.0
Idaho,2017,30,2017-07-29,240.0,206.0
Idaho,2017,31,2017-08-05,237.0,206.0
Idaho,2017,32,2017-08-12,250.0,220.0
Idaho,2017,33,2017-08-19,253.0,234.0
Idaho,2017,34,2017-08-26,265.0,245.0
Idaho,2017,35,2017-09-02,248.0,222.0
Idaho,2017,36,2017-09-09,247.0,208.0
Idaho,2017,37,2017-09-16,248.0,224.0
Idaho,2017,38,2017-09-23,278.0,251.0
Idaho,2017,39,2017-09-30,272.0,244.0
Idaho,2017,40,2017-10-07,253.0,225.0
Idaho,2017,41,2017-10-14,264.0,242.0
Idaho,2017,42,2017-10-21,289.0,265.0
Idaho,2017,43,2017-10-28,272.0,251.0
Idaho,2017,44,2017-11-04,274.0,249.0
Idaho,2017,45,2017-11-11,261.0,235.0
Idaho,2017,46,2017-11-18,262.0,243.0
Idaho,2017,47,2017-11-25,233.0,202.0
Idaho,2017,48,2017-12-02,266.0,247.0
Idaho,2017,49,2017-12-09,258.0,223.0
Idaho,2017,50,2017-12-16,275.0,252.0
Idaho,2017,51,2017-12-23,288.0,264.0
Idaho,2017,52,2017-12-30,272.0,260.0
Idaho,2018,1,2018-01-06,326.0,297.0
Idaho,2018,2,2018-01-13,309.0,281.0
Idaho,2018,3,2018-01-20,265.0,239.0
Idaho,2018,4,2018-01-27,282.0,258.0
Idaho,2018,5,2018-02-03,292.0,271.0
Idaho,2018,6,2018-02-10,285.0,267.0
Idaho,2018,7,2018-02-17,304.0,276.0
Idaho,2018,8,2018-02-24,273.0,252.0
Idaho,2018,9,2018-03-03,282.0,263.0
Idaho,2018,10,2018-03-10,300.0,272.0
Idaho,2018,11,2018-03-17,270.0,241.0
Idaho,2018,12,2018-03-24,306.0,284.0
Idaho,2018,13,2018-03-31,261.0,232.0
Idaho,2018,14,2018-04-07,299.0,266.0
Idaho,2018,15,2018-04-14,284.0,258.0
Idaho,2018,16,2018-04-21,271.0,254.0
Idaho,2018,17,2018-04-28,262.0,238.0
Idaho,2018,18,2018-05-05,262.0,241.0
Idaho,2018,19,2018-05-12,266.0,240.0
Idaho,2018,20,2018-05-19,264.0,240.0
Idaho,2018,21,2018-05-26,252.0,219.0
Idaho,2018,22,2018-06-02,273.0,245.0
Idaho,2018,23,2018-06-09,263.0,230.0
Idaho,2018,24,2018-06-16,259.0,232.0
Idaho,2018,25,2018-06-23,275.0,236.0
Idaho,2018,26,2018-06-30,245.0,224.0
Idaho,2018,27,2018-07-07,280.0,238.0
Idaho,2018,28,2018-07-14,259.0,227.0
Idaho,2018,29,2018-07-21,242.0,213.0
Idaho,2018,30,2018-07-28,258.0,220.0
Idaho,2018,31,2018-08-04,252.0,227.0
Idaho,2018,32,2018-08-11,295.0,260.0
Idaho,2018,33,2018-08-18,241.0,211.0
Idaho,2018,34,2018-08-25,247.0,217.0
Idaho,2018,35,2018-09-01,250.0,227.0
Idaho,2018,36,2018-09-08,263.0,235.0
Idaho,2018,37,2018-09-15,263.0,229.0
Idaho,2018,38,2018-09-22,293.0,271.0
Idaho,2018,39,2018-09-29,276.0,249.0
Idaho,2018,40,2018-10-06,268.0,237.0
Idaho,2018,41,2018-10-13,242.0,211.0
Idaho,2018,42,2018-10-20,275.0,249.0
Idaho,2018,43,2018-10-27,272.0,247.0
Idaho,2018,44,2018-11-03,231.0,211.0
Idaho,2018,45,2018-11-10,277.0,251.0
Idaho,2018,46,2018-11-17,271.0,253.0
Idaho,2018,47,2018-11-24,251.0,236.0
Idaho,2018,48,2018-12-01,272.0,253.0
Idaho,2018,49,2018-12-08,254.0,237.0
Idaho,2018,50,2018-12-15,302.0,276.0
Idaho,2018,51,2018-12-22,270.0,230.0
Idaho,2018,52,2018-12-29,280.0,258.0
Idaho,2019,1,2019-01-05,271.0,247.0
Idaho,2019,2,2019-01-12,293.0,263.0
Idaho,2019,3,2019-01-19,232.0,214.0
Idaho,2019,4,2019-01-26,273.0,252.0
Idaho,2019,5,2019-02-02,272.0,253.0
Idaho,2019,6,2019-02-09,280.0,253.0
Idaho,2019,7,2019-02-16,350.0,324.0
Idaho,2019,8,2019-02-23,304.0,278.0
Idaho,2019,9,2019-03-02,312.0,287.0
Idaho,2019,10,2019-03-09,306.0,283.0
Idaho,2019,11,2019-03-16,289.0,265.0
Idaho,2019,12,2019-03-23,274.0,257.0
Idaho,2019,13,2019-03-30,262.0,240.0
Idaho,2019,14,2019-04-06,295.0,266.0
Idaho,2019,15,2019-04-13,292.0,257.0
Idaho,2019,16,2019-04-20,304.0,286.0
Idaho,2019,17,2019-04-27,262.0,243.0
Idaho,2019,18,2019-05-04,252.0,222.0
Idaho,2019,19,2019-05-11,274.0,250.0
Idaho,2019,20,2019-05-18,275.0,243.0
Idaho,2019,21,2019-05-25,286.0,260.0
Idaho,2019,22,2019-06-01,290.0,266.0
Idaho,2019,23,2019-06-08,284.0,253.0
Idaho,2019,24,2019-06-15,279.0,258.0
Idaho,2019,25,2019-06-22,270.0,239.0
Idaho,2019,26,2019-06-29,271.0,241.0
Idaho,2019,27,2019-07-06,257.0,220.0
Idaho,2019,28,2019-07-13,244.0,210.0
Idaho,2019,29,2019-07-20,257.0,231.0
Idaho,2019,30,2019-07-27,250.0,223.0
Idaho,2019,31,2019-08-03,256.0,219.0
Idaho,2019,32,2019-08-10,244.0,225.0
Idaho,2019,33,2019-08-17,244.0,209.0
Idaho,2019,34,2019-08-24,249.0,218.0
Idaho,2019,35,2019-08-31,271.0,241.0
Idaho,2019,36,2019-09-07,282.0,253.0
Idaho,2019,37,2019-09-14,261.0,240.0
Idaho,2019,38,2019-09-21,263.0,233.0
Idaho,2019,39,2019-09-28,272.0,236.0
Idaho,2019,40,2019-10-05,267.0,240.0
Idaho,2019,41,2019-10-12,249.0,228.0
Idaho,2019,42,2019-10-19,280.0,262.0
Idaho,2019,43,2019-10-26,266.0,233.0
Idaho,2019,44,2019-11-02,299.0,276.0
Idaho,2019,45,2019-11-09,285.0,256.0
Idaho,2019,46,2019-11-16,284.0,257.0
Idaho,2019,47,2019-11-23,238.0,212.0
Idaho,2019,48,2019-11-30,267.0,234.0
Idaho,2019,49,2019-12-07,268.0,251.0
Idaho,2019,50,2019-12-14,281.0,252.0
Idaho,2019,51,2019-12-21,312.0,280.0
Idaho,2019,52,2019-12-28,285.0,256.0
Illinois,2014,1,2014-01-04,2049.0,1907.0
Illinois,2014,2,2014-01-11,2176.0,2055.0
Illinois,2014,3,2014-01-18,2113.0,1975.0
Illinois,2014,4,2014-01-25,2106.0,1993.0
Illinois,2014,5,2014-02-01,2108.0,1978.0
Illinois,2014,6,2014-02-08,2043.0,1934.0
Illinois,2014,7,2014-02-15,2068.0,1954.0
Illinois,2014,8,2014-02-22,2014.0,1917.0
Illinois,2014,9,2014-03-01,1975.0,1869.0
Illinois,2014,10,2014-03-08,1950.0,1854.0
Illinois,2014,11,2014-03-15,1999.0,1869.0
Illinois,2014,12,2014-03-22,1969.0,1841.0
Illinois,2014,13,2014-03-29,2006.0,1896.0
Illinois,2014,14,2014-04-05,1957.0,1852.0
Illinois,2014,15,2014-04-12,1937.0,1822.0
Illinois,2014,16,2014-04-19,1866.0,1761.0
Illinois,2014,17,2014-04-26,1950.0,1814.0
Illinois,2014,18,2014-05-03,1843.0,1721.0
Illinois,2014,19,2014-05-10,1902.0,1785.0
Illinois,2014,20,2014-05-17,1811.0,1674.0
Illinois,2014,21,2014-05-24,1908.0,1751.0
Illinois,2014,22,2014-05-31,1871.0,1727.0
Illinois,2014,23,2014-06-07,1825.0,1698.0
Illinois,2014,24,2014-06-14,1892.0,1758.0
Illinois,2014,25,2014-06-21,1885.0,1752.0
Illinois,2014,26,2014-06-28,1809.0,1676.0
Illinois,2014,27,2014-07-05,1844.0,1670.0
Illinois,2014,28,2014-07-12,1890.0,1763.0
Illinois,2014,29,2014-07-19,1786.0,1662.0
Illinois,2014,30,2014-07-26,1800.0,1653.0
Illinois,2014,31,2014-08-02,1743.0,1621.0
Illinois,2014,32,2014-08-09,1820.0,1686.0
Illinois,2014,33,2014-08-16,1822.0,1712.0
Illinois,2014,34,2014-08-23,1780.0,1661.0
Illinois,2014,35,2014-08-30,1802.0,1672.0
Illinois,2014,36,2014-09-06,1948.0,1774.0
Illinois,2014,37,2014-09-13,1865.0,1723.0
Illinois,2014,38,2014-09-20,1949.0,1831.0
Illinois,2014,39,2014-09-27,1943.0,1805.0
Illinois,2014,40,2014-10-04,1915.0,1796.0
Illinois,2014,41,2014-10-11,1841.0,1701.0
Illinois,2014,42,2014-10-18,2000.0,1854.0
Illinois,2014,43,2014-10-25,1908.0,1784.0
Illinois,2014,44,2014-11-01,1922.0,1776.0
Illinois,2014,45,2014-11-08,2033.0,1892.0
Illinois,2014,46,2014-11-15,1897.0,1774.0
Illinois,2014,47,2014-11-22,2113.0,1978.0
Illinois,2014,48,2014-11-29,2049.0,1911.0
Illinois,2014,49,2014-12-06,2114.0,1986.0
Illinois,2014,50,2014-12-13,2207.0,2069.0
Illinois,2014,51,2014-12-20,2378.0,2255.0
Illinois,2014,52,2014-12-27,2389.0,2234.0
Illinois,2014,53,2015-01-03,2401.0,2263.0
Illinois,2015,1,2015-01-10,2451.0,2326.0
Illinois,2015,2,2015-01-17,2348.0,2224.0
Illinois,2015,3,2015-01-24,2256.0,2146.0
Illinois,2015,4,2015-01-31,1969.0,1866.0
Illinois,2015,5,2015-02-07,2057.0,1923.0
Illinois,2015,6,2015-02-14,1937.0,1825.0
Illinois,2015,7,2015-02-21,2105.0,1984.0
Illinois,2015,8,2015-02-28,2118.0,2004.0
Illinois,2015,9,2015-03-07,2096.0,1968.0
Illinois,2015,10,2015-03-14,2112.0,1973.0
Illinois,2015,11,2015-03-21,2092.0,1982.0
Illinois,2015,12,2015-03-28,2081.0,1946.0
Illinois,2015,13,2015-04-04,2151.0,2022.0
Illinois,2015,14,2015-04-11,2061.0,1917.0
Illinois,2015,15,2015-04-18,2017.0,1880.0
Illinois,2015,16,2015-04-25,2016.0,1904.0
Illinois,2015,17,2015-05-02,2009.0,1870.0
Illinois,2015,18,2015-05-09,1975.0,1824.0
Illinois,2015,19,2015-05-16,1881.0,1746.0
Illinois,2015,20,2015-05-23,1956.0,1786.0
Illinois,2015,21,2015-05-30,1902.0,1745.0
Illinois,2015,22,2015-06-06,1887.0,1752.0
Illinois,2015,23,2015-06-13,1924.0,1787.0
Illinois,2015,24,2015-06-20,1847.0,1699.0
Illinois,2015,25,2015-06-27,1831.0,1705.0
