category,version_season,challenge_id,challenge_type,outcome_type,tribe,castaway_id,castaway,n_entities,n_winners,n_in_team,won
Immunity,US16,14.0,Immunity and Reward,Tribal,Airai,US0231,James,2,1,6,1.0
Immunity,US16,14.0,Immunity and Reward,Tribal,Airai,US0244,Jason,2,1,6,1.0
Immunity,US16,14.0,Immunity and Reward,Tribal,Airai,US0245,Alexis,2,1,6,1.0
Immunity,US16,14.0,Immunity and Reward,Tribal,Airai,US0247,Natalie,2,1,6,1.0
Immunity,US16,14.0,Immunity and Reward,Tribal,Malakal,US0125,Ami,2,1,5,0.0
Immunity,US16,14.0,Immunity and Reward,Tribal,Malakal,US0179,Cirie,2,1,5,0.0
Immunity,US16,14.0,Immunity and Reward,Tribal,Malakal,US0201,Ozzy,2,1,5,0.0
Immunity,US16,14.0,Immunity and Reward,Tribal,Malakal,US0235,Amanda,2,1,5,0.0
Immunity,US16,14.0,Immunity and Reward,Tribal,Malakal,US0246,Erik,2,1,5,0.0
Immunity,US16,15.0,Immunity,Individual,Dabu,US0127,Eliza,10,1,10,0.0
Immunity,US16,15.0,Immunity,Individual,Dabu,US0179,Cirie,10,1,10,0.0
Immunity,US16,15.0,Immunity,Individual,Dabu,US0197,Parvati,10,1,10,0.0
Immunity,US16,15.0,Immunity,Individual,Dabu,US0201,Ozzy,10,1,10,0.0
Immunity,US16,15.0,Immunity,Individual,Dabu,US0231,James,10,1,10,0.0
Immunity,US16,15.0,Immunity,Individual,Dabu,US0235,Amanda,10,1,10,0.0
Immunity,US16,15.0,Immunity,Individual,Dabu,US0244,Jason,10,1,10,1.0
Immunity,US16,15.0,Immunity,Individual,Dabu,US0245,Alexis,10,1,10,0.0
Immunity,US16,15.0,Immunity,Individual,Dabu,US0246,Erik,10,1,10,0.0
Immunity,US16,15.0,Immunity,Individual,Dabu,US0247,Natalie,10,1,10,0.0
Immunity,US16,17.0,Immunity,Individual,Dabu,US0179,Cirie,9,1,9,0.0
Immunity,US16,17.0,Immunity,Individual,Dabu,US0197,Parvati,9,1,9,1.0
Immunity,US16,17.0,Immunity,Individual,Dabu,US0201,Ozzy,9,1,9,0.0
Immunity,US16,17.0,Immunity,Individual,Dabu,US0231,James,9,1,9,0.0
Immunity,US16,17.0,Immunity,Individual,Dabu,US0235,Amanda,9,1,9,0.0
Immunity,US16,17.0,Immunity,Individual,Dabu,US0244,Jason,9,1,9,0.0
Immunity,US16,17.0,Immunity,Individual,Dabu,US0245,Alexis,9,1,9,0.0
Immunity,US16,17.0,Immunity,Individual,Dabu,US0246,Erik,9,1,9,0.0
Immunity,US16,17.0,Immunity,Individual,Dabu,US0247,Natalie,9,1,9,0.0
Immunity,US16,18.0,Immunity,Individual,Dabu,US0179,Cirie,8,1,8,0.0
Immunity,US16,18.0,Immunity,Individual,Dabu,US0197,Parvati,8,1,8,0.0
Immunity,US16,18.0,Immunity,Individual,Dabu,US0231,James,8,1,8,0.0
Immunity,US16,18.0,Immunity,Individual,Dabu,US0235,Amanda,8,1,8,0.0
Immunity,US16,18.0,Immunity,Individual,Dabu,US0244,Jason,8,1,8,0.0
Immunity,US16,18.0,Immunity,Individual,Dabu,US0245,Alexis,8,1,8,0.0
Immunity,US16,18.0,Immunity,Individual,Dabu,US0246,Erik,8,1,8,1.0
Immunity,US16,18.0,Immunity,Individual,Dabu,US0247,Natalie,8,1,8,0.0
Immunity,US16,20.0,Immunity,Individual,Dabu,US0179,Cirie,6,1,6,0.0
Immunity,US16,20.0,Immunity,Individual,Dabu,US0197,Parvati,6,1,6,0.0
Immunity,US16,20.0,Immunity,Individual,Dabu,US0235,Amanda,6,1,6,0.0
Immunity,US16,20.0,Immunity,Individual,Dabu,US0245,Alexis,6,1,6,0.0
Immunity,US16,20.0,Immunity,Individual,Dabu,US0246,Erik,6,1,6,1.0
Immunity,US16,20.0,Immunity,Individual,Dabu,US0247,Natalie,6,1,6,0.0
Immunity,US16,22.0,Immunity,Individual,Dabu,US0179,Cirie,5,1,5,0.0
Immunity,US16,22.0,Immunity,Individual,Dabu,US0197,Parvati,5,1,5,0.0
Immunity,US16,22.0,Immunity,Individual,Dabu,US0235,Amanda,5,1,5,0.0
Immunity,US16,22.0,Immunity,Individual,Dabu,US0246,Erik,5,1,5,1.0
Immunity,US16,22.0,Immunity,Individual,Dabu,US0247,Natalie,5,1,5,0.0
Immunity,US16,23.0,Immunity,Individual,Dabu,US0179,Cirie,4,1,4,0.0
Immunity,US16,23.0,Immunity,Individual,Dabu,US0197,Parvati,4,1,4,0.0
Immunity,US16,23.0,Immunity,Individual,Dabu,US0235,Amanda,4,1,4,1.0
Immunity,US16,23.0,Immunity,Individual,Dabu,US0247,Natalie,4,1,4,0.0
Immunity,US16,24.0,Immunity,Individual,Dabu,US0179,Cirie,3,1,3,0.0
Immunity,US16,24.0,Immunity,Individual,Dabu,US0197,Parvati,3,1,3,0.0
Immunity,US16,24.0,Immunity,Individual,Dabu,US0235,Amanda,3,1,3,1.0
Immunity,US17,1.0,Immunity and Reward,Tribal / Individual,Fang,US0248,Michelle,18,2,9,0.0
Immunity,US17,1.0,Immunity and Reward,Tribal / Individual,Fang,US0249,Gillian,18,2,9,0.0
Immunity,US17,1.0,Immunity and Reward,Tribal / Individual,Fang,US0252,GC,18,2,9,1.0
Immunity,US17,1.0,Immunity and Reward,Tribal / Individual,Fang,US0255,Dan,18,2,9,0.0
Immunity,US17,1.0,Immunity and Reward,Tribal / Individual,Fang,US0258,Randy,18,2,9,0.0
Immunity,US17,1.0,Immunity and Reward,Tribal / Individual,Fang,US0260,Crystal,18,2,9,0.0
Immunity,US17,1.0,Immunity and Reward,Tribal / Individual,Fang,US0261,Ken,18,2,9,0.0
Immunity,US17,1.0,Immunity and Reward,Tribal / Individual,Fang,US0262,Matty,18,2,9,0.0
Immunity,US17,1.0,Immunity and Reward,Tribal / Individual,Fang,US0264,Susie,18,2,9,0.0
Immunity,US17,1.0,Immunity and Reward,Tribal / Individual,Kota,US0250,Paloma,18,2,9,0.0
Immunity,US17,1.0,Immunity and Reward,Tribal / Individual,Kota,US0251,Jacquie,18,2,9,0.0
Immunity,US17,1.0,Immunity and Reward,Tribal / Individual,Kota,US0253,Kelly,18,2,9,0.0
Immunity,US17,1.0,Immunity and Reward,Tribal / Individual,Kota,US0254,Ace,18,2,9,0.0
Immunity,US17,1.0,Immunity and Reward,Tribal / Individual,Kota,US0256,Marcus,18,2,9,1.0
Immunity,US17,1.0,Immunity and Reward,Tribal / Individual,Kota,US0257,Charlie,18,2,9,0.0
Immunity,US17,1.0,Immunity and Reward,Tribal / Individual,Kota,US0259,Corinne,18,2,9,0.0
Immunity,US17,1.0,Immunity and Reward,Tribal / Individual,Kota,US0263,Sugar,18,2,9,0.0
Immunity,US17,1.0,Immunity and Reward,Tribal / Individual,Kota,US0265,Bob,18,2,9,0.0
Immunity,US17,2.0,Immunity and Reward,Tribal,Fang,US0248,Michelle,2,1,9,0.0
Immunity,US17,2.0,Immunity and Reward,Tribal,Fang,US0249,Gillian,2,1,9,0.0
Immunity,US17,2.0,Immunity and Reward,Tribal,Fang,US0252,GC,2,1,9,0.0
Immunity,US17,2.0,Immunity and Reward,Tribal,Fang,US0255,Dan,2,1,9,0.0
Immunity,US17,2.0,Immunity and Reward,Tribal,Fang,US0258,Randy,2,1,9,0.0
Immunity,US17,2.0,Immunity and Reward,Tribal,Fang,US0260,Crystal,2,1,9,0.0
Immunity,US17,2.0,Immunity and Reward,Tribal,Fang,US0261,Ken,2,1,9,0.0
Immunity,US17,2.0,Immunity and Reward,Tribal,Fang,US0262,Matty,2,1,9,0.0
Immunity,US17,2.0,Immunity and Reward,Tribal,Fang,US0264,Susie,2,1,9,0.0
Immunity,US17,2.0,Immunity and Reward,Tribal,Kota,US0250,Paloma,2,1,9,1.0
Immunity,US17,2.0,Immunity and Reward,Tribal,Kota,US0251,Jacquie,2,1,9,1.0
Immunity,US17,2.0,Immunity and Reward,Tribal,Kota,US0253,Kelly,2,1,9,1.0
Immunity,US17,2.0,Immunity and Reward,Tribal,Kota,US0254,Ace,2,1,9,1.0
Immunity,US17,2.0,Immunity and Reward,Tribal,Kota,US0256,Marcus,2,1,9,1.0
Immunity,US17,2.0,Immunity and Reward,Tribal,Kota,US0257,Charlie,2,1,9,1.0
Immunity,US17,2.0,Immunity and Reward,Tribal,Kota,US0259,Corinne,2,1,9,1.0
Immunity,US17,2.0,Immunity and Reward,Tribal,Kota,US0263,Sugar,2,1,9,1.0
Immunity,US17,2.0,Immunity and Reward,Tribal,Kota,US0265,Bob,2,1,9,1.0
Immunity,US17,3.0,Immunity and Reward,Tribal,Fang,US0249,Gillian,2,1,8,0.0
Immunity,US17,3.0,Immunity and Reward,Tribal,Fang,US0252,GC,2,1,8,0.0
Immunity,US17,3.0,Immunity and Reward,Tribal,Fang,US0255,Dan,2,1,8,0.0
Immunity,US17,3.0,Immunity and Reward,Tribal,Fang,US0258,Randy,2,1,8,0.0
Immunity,US17,3.0,Immunity and Reward,Tribal,Fang,US0260,Crystal,2,1,8,0.0
Immunity,US17,3.0,Immunity and Reward,Tribal,Fang,US0261,Ken,2,1,8,0.0
Immunity,US17,3.0,Immunity and Reward,Tribal,Fang,US0262,Matty,2,1,8,0.0
Immunity,US17,3.0,Immunity and Reward,Tribal,Fang,US0264,Susie,2,1,8,0.0
Immunity,US17,3.0,Immunity and Reward,Tribal,Kota,US0250,Paloma,2,1,9,1.0
Immunity,US17,3.0,Immunity and Reward,Tribal,Kota,US0251,Jacquie,2,1,9,1.0
Immunity,US17,3.0,Immunity and Reward,Tribal,Kota,US0253,Kelly,2,1,9,1.0
Immunity,US17,3.0,Immunity and Reward,Tribal,Kota,US0254,Ace,2,1,9,1.0
Immunity,US17,3.0,Immunity and Reward,Tribal,Kota,US0256,Marcus,2,1,9,1.0
Immunity,US17,3.0,Immunity and Reward,Tribal,Kota,US0257,Charlie,2,1,9,1.0
Immunity,US17,3.0,Immunity and Reward,Tribal,Kota,US0259,Corinne,2,1,9,1.0
Immunity,US17,3.0,Immunity and Reward,Tribal,Kota,US0263,Sugar,2,1,9,1.0
Immunity,US17,3.0,Immunity and Reward,Tribal,Kota,US0265,Bob,2,1,9,1.0
Immunity,US17,5.0,Immunity,Tribal,Fang,US0252,GC,2,1,7,1.0
Immunity,US17,5.0,Immunity,Tribal,Fang,US0255,Dan,2,1,7,1.0
Immunity,US17,5.0,Immunity,Tribal,Fang,US0258,Randy,2,1,7,1.0
Immunity,US17,5.0,Immunity,Tribal,Fang,US0260,Crystal,2,1,7,1.0
Immunity,US17,5.0,Immunity,Tribal,Fang,US0261,Ken,2,1,7,1.0
Immunity,US17,5.0,Immunity,Tribal,Fang,US0262,Matty,2,1,7,1.0
Immunity,US17,5.0,Immunity,Tribal,Fang,US0264,Susie,2,1,7,1.0
Immunity,US17,5.0,Immunity,Tribal,Kota,US0250,Paloma,2,1,9,0.0
Immunity,US17,5.0,Immunity,Tribal,Kota,US0251,Jacquie,2,1,9,0.0
Immunity,US17,5.0,Immunity,Tribal,Kota,US0253,Kelly,2,1,9,0.0
Immunity,US17,5.0,Immunity,Tribal,Kota,US0254,Ace,2,1,9,0.0
Immunity,US17,5.0,Immunity,Tribal,Kota,US0256,Marcus,2,1,9,0.0
Immunity,US17,5.0,Immunity,Tribal,Kota,US0257,Charlie,2,1,9,0.0
Immunity,US17,5.0,Immunity,Tribal,Kota,US0259,Corinne,2,1,9,0.0
Immunity,US17,5.0,Immunity,Tribal,Kota,US0263,Sugar,2,1,9,0.0
Immunity,US17,5.0,Immunity,Tribal,Kota,US0265,Bob,2,1,9,0.0
Immunity,US17,6.0,Immunity,Tribal,Fang,US0251,Jacquie,2,1,8,0.0
Immunity,US17,6.0,Immunity,Tribal,Fang,US0252,GC,2,1,8,0.0
Immunity,US17,6.0,Immunity,Tribal,Fang,US0253,Kelly,2,1,8,0.0
Immunity,US17,6.0,Immunity,Tribal,Fang,US0254,Ace,2,1,8,0.0
Immunity,US17,6.0,Immunity,Tribal,Fang,US0260,Crystal,2,1,8,0.0
Immunity,US17,6.0,Immunity,Tribal,Fang,US0261,Ken,2,1,8,0.0
Immunity,US17,6.0,Immunity,Tribal,Fang,US0262,Matty,2,1,8,0.0
Immunity,US17,6.0,Immunity,Tribal,Fang,US0263,Sugar,2,1,8,0.0
Immunity,US17,6.0,Immunity,Tribal,Kota,US0255,Dan,2,1,7,1.0
Immunity,US17,6.0,Immunity,Tribal,Kota,US0256,Marcus,2,1,7,1.0
Immunity,US17,6.0,Immunity,Tribal,Kota,US0257,Charlie,2,1,7,1.0
Immunity,US17,6.0,Immunity,Tribal,Kota,US0258,Randy,2,1,7,1.0
Immunity,US17,6.0,Immunity,Tribal,Kota,US0259,Corinne,2,1,7,1.0
Immunity,US17,6.0,Immunity,Tribal,Kota,US0264,Susie,2,1,7,1.0
Immunity,US17,6.0,Immunity,Tribal,Kota,US0265,Bob,2,1,7,1.0
Immunity,US17,8.0,Immunity,Tribal,Fang,US0252,GC,2,1,7,0.0
Immunity,US17,8.0,Immunity,Tribal,Fang,US0253,Kelly,2,1,7,0.0
Immunity,US17,8.0,Immunity,Tribal,Fang,US0254,Ace,2,1,7,0.0
Immunity,US17,8.0,Immunity,Tribal,Fang,US0260,Crystal,2,1,7,0.0
Immunity,US17,8.0,Immunity,Tribal,Fang,US0261,Ken,2,1,7,0.0
Immunity,US17,8.0,Immunity,Tribal,Fang,US0262,Matty,2,1,7,0.0
Immunity,US17,8.0,Immunity,Tribal,Fang,US0263,Sugar,2,1,7,0.0
Immunity,US17,8.0,Immunity,Tribal,Kota,US0255,Dan,2,1,7,1.0
Immunity,US17,8.0,Immunity,Tribal,Kota,US0256,Marcus,2,1,7,1.0
Immunity,US17,8.0,Immunity,Tribal,Kota,US0257,Charlie,2,1,7,1.0
Immunity,US17,8.0,Immunity,Tribal,Kota,US0258,Randy,2,1,7,1.0
Immunity,US17,8.0,Immunity,Tribal,Kota,US0259,Corinne,2,1,7,1.0
Immunity,US17,8.0,Immunity,Tribal,Kota,US0264,Susie,2,1,7,1.0
Immunity,US17,8.0,Immunity,Tribal,Kota,US0265,Bob,2,1,7,1.0
Immunity,US17,10.0,Immunity,Tribal,Fang,US0253,Kelly,2,1,6,0.0
Immunity,US17,10.0,Immunity,Tribal,Fang,US0254,Ace,2,1,6,0.0
Immunity,US17,10.0,Immunity,Tribal,Fang,US0260,Crystal,2,1,6,0.0
Immunity,US17,10.0,Immunity,Tribal,Fang,US0261,Ken,2,1,6,0.0
Immunity,US17,10.0,Immunity,Tribal,Fang,US0262,Matty,2,1,6,0.0
Immunity,US17,10.0,Immunity,Tribal,Fang,US0263,Sugar,2,1,6,0.0
Immunity,US17,10.0,Immunity,Tribal,Kota,US0255,Dan,2,1,7,1.0
Immunity,US17,10.0,Immunity,Tribal,Kota,US0256,Marcus,2,1,7,1.0
Immunity,US17,10.0,Immunity,Tribal,Kota,US0257,Charlie,2,1,7,1.0
Immunity,US17,10.0,Immunity,Tribal,Kota,US0258,Randy,2,1,7,1.0
Immunity,US17,10.0,Immunity,Tribal,Kota,US0259,Corinne,2,1,7,1.0
Immunity,US17,10.0,Immunity,Tribal,Kota,US0264,Susie,2,1,7,1.0
Immunity,US17,10.0,Immunity,Tribal,Kota,US0265,Bob,2,1,7,1.0
Immunity,US17,12.0,Immunity,Individual,Fang,US0254,Ace,12,1,5,0.0
Immunity,US17,12.0,Immunity,Individual,Fang,US0260,Crystal,12,1,5,0.0
Immunity,US17,12.0,Immunity,Individual,Fang,US0261,Ken,12,1,5,0.0
Immunity,US17,12.0,Immunity,Individual,Fang,US0262,Matty,12,1,5,0.0
Immunity,US17,12.0,Immunity,Individual,Fang,US0263,Sugar,12,1,5,0.0
Immunity,US17,12.0,Immunity,Individual,Kota,US0255,Dan,12,1,7,0.0
Immunity,US17,12.0,Immunity,Individual,Kota,US0256,Marcus,12,1,7,1.0
Immunity,US17,12.0,Immunity,Individual,Kota,US0257,Charlie,12,1,7,0.0
Immunity,US17,12.0,Immunity,Individual,Kota,US0258,Randy,12,1,7,0.0
Immunity,US17,12.0,Immunity,Individual,Kota,US0259,Corinne,12,1,7,0.0
Immunity,US17,12.0,Immunity,Individual,Kota,US0264,Susie,12,1,7,0.0
Immunity,US17,12.0,Immunity,Individual,Kota,US0265,Bob,12,1,7,0.0
Immunity,US17,13.0,Immunity,Tribal,Fang,US0257,Charlie,2,1,5,1.0
Immunity,US17,13.0,Immunity,Tribal,Fang,US0258,Randy,2,1,5,1.0
Immunity,US17,13.0,Immunity,Tribal,Fang,US0259,Corinne,2,1,5,1.0
Immunity,US17,13.0,Immunity,Tribal,Fang,US0262,Matty,2,1,5,1.0
Immunity,US17,13.0,Immunity,Tribal,Fang,US0263,Sugar,2,1,5,1.0
Immunity,US17,13.0,Immunity,Tribal,Kota,US0256,Marcus,2,1,5,0.0
Immunity,US17,13.0,Immunity,Tribal,Kota,US0260,Crystal,2,1,5,0.0
Immunity,US17,13.0,Immunity,Tribal,Kota,US0261,Ken,2,1,5,0.0
Immunity,US17,13.0,Immunity,Tribal,Kota,US0264,Susie,2,1,5,0.0
Immunity,US17,13.0,Immunity,Tribal,Kota,US0265,Bob,2,1,5,0.0
Immunity,US17,15.0,Immunity,Individual,Nobag,US0257,Charlie,8,1,9,0.0
Immunity,US17,15.0,Immunity,Individual,Nobag,US0258,Randy,8,1,9,0.0
Immunity,US17,15.0,Immunity,Individual,Nobag,US0259,Corinne,8,1,9,0.0
Immunity,US17,15.0,Immunity,Individual,Nobag,US0260,Crystal,8,1,9,0.0
Immunity,US17,15.0,Immunity,Individual,Nobag,US0261,Ken,8,1,9,0.0
Immunity,US17,15.0,Immunity,Individual,Nobag,US0262,Matty,8,1,9,0.0
Immunity,US17,15.0,Immunity,Individual,Nobag,US0263,Sugar,8,1,9,0.0
Immunity,US17,15.0,Immunity,Individual,Nobag,US0264,Susie,8,1,9,1.0
Immunity,US17,15.0,Immunity,Individual,Nobag,US0265,Bob,8,1,9,0.0
Immunity,US17,16.0,Immunity,Individual,Nobag,US0258,Randy,8,1,8,0.0
Immunity,US17,16.0,Immunity,Individual,Nobag,US0259,Corinne,8,1,8,0.0
Immunity,US17,16.0,Immunity,Individual,Nobag,US0260,Crystal,8,1,8,0.0
Immunity,US17,16.0,Immunity,Individual,Nobag,US0261,Ken,8,1,8,1.0
Immunity,US17,16.0,Immunity,Individual,Nobag,US0262,Matty,8,1,8,0.0
Immunity,US17,16.0,Immunity,Individual,Nobag,US0263,Sugar,8,1,8,0.0
Immunity,US17,16.0,Immunity,Individual,Nobag,US0264,Susie,8,1,8,0.0
Immunity,US17,16.0,Immunity,Individual,Nobag,US0265,Bob,8,1,8,0.0
Immunity,US17,18.0,Immunity,Individual,Nobag,US0259,Corinne,7,1,7,0.0
Immunity,US17,18.0,Immunity,Individual,Nobag,US0260,Crystal,7,1,7,0.0
Immunity,US17,18.0,Immunity,Individual,Nobag,US0261,Ken,7,1,7,0.0
Immunity,US17,18.0,Immunity,Individual,Nobag,US0262,Matty,7,1,7,0.0
Immunity,US17,18.0,Immunity,Individual,Nobag,US0263,Sugar,7,1,7,0.0
Immunity,US17,18.0,Immunity,Individual,Nobag,US0264,Susie,7,1,7,0.0
Immunity,US17,18.0,Immunity,Individual,Nobag,US0265,Bob,7,1,7,1.0
Immunity,US17,20.0,Immunity,Individual,Nobag,US0260,Crystal,6,1,6,0.0
Immunity,US17,20.0,Immunity,Individual,Nobag,US0261,Ken,6,1,6,0.0
Immunity,US17,20.0,Immunity,Individual,Nobag,US0262,Matty,6,1,6,0.0
Immunity,US17,20.0,Immunity,Individual,Nobag,US0263,Sugar,6,1,6,0.0
Immunity,US17,20.0,Immunity,Individual,Nobag,US0264,Susie,6,1,6,0.0
Immunity,US17,20.0,Immunity,Individual,Nobag,US0265,Bob,6,1,6,1.0
Immunity,US17,21.0,Immunity,Individual,Nobag,US0261,Ken,5,1,5,0.0
Immunity,US17,21.0,Immunity,Individual,Nobag,US0262,Matty,5,1,5,0.0
Immunity,US17,21.0,Immunity,Individual,Nobag,US0263,Sugar,5,1,5,0.0
Immunity,US17,21.0,Immunity,Individual,Nobag,US0264,Susie,5,1,5,0.0
Immunity,US17,21.0,Immunity,Individual,Nobag,US0265,Bob,5,1,5,1.0
Immunity,US17,22.0,Immunity,Individual,Nobag,US0262,Matty,4,1,4,0.0
Immunity,US17,22.0,Immunity,Individual,Nobag,US0263,Sugar,4,1,4,0.0
Immunity,US17,22.0,Immunity,Individual,Nobag,US0264,Susie,4,1,4,1.0
Immunity,US17,22.0,Immunity,Individual,Nobag,US0265,Bob,4,1,4,0.0
Immunity,US18,1.0,Immunity and Reward,Tribal,Jalapao,US0266,Carolina,2,1,8,0.0
Immunity,US18,1.0,Immunity and Reward,Tribal,Jalapao,US0269,Sandy,2,1,8,0.0
Immunity,US18,1.0,Immunity and Reward,Tribal,Jalapao,US0270,Spencer,2,1,8,0.0
Immunity,US18,1.0,Immunity and Reward,Tribal,Jalapao,US0271,Sydney,2,1,8,0.0
Immunity,US18,1.0,Immunity and Reward,Tribal,Jalapao,US0272,Joe,2,1,8,0.0
Immunity,US18,1.0,Immunity and Reward,Tribal,Jalapao,US0278,Taj,2,1,8,0.0
Immunity,US18,1.0,Immunity and Reward,Tribal,Jalapao,US0280,Stephen,2,1,8,0.0
Immunity,US18,1.0,Immunity and Reward,Tribal,Jalapao,US0281,J.T.,2,1,8,0.0
Immunity,US18,1.0,Immunity and Reward,Tribal,Timbira,US0267,Candace,2,1,8,1.0
Immunity,US18,1.0,Immunity and Reward,Tribal,Timbira,US0268,Jerry,2,1,8,1.0
Immunity,US18,1.0,Immunity and Reward,Tribal,Timbira,US0273,Brendan,2,1,8,1.0
Immunity,US18,1.0,Immunity and Reward,Tribal,Timbira,US0274,Tyson,2,1,8,1.0
Immunity,US18,1.0,Immunity and Reward,Tribal,Timbira,US0275,Sierra,2,1,8,1.0
Immunity,US18,1.0,Immunity and Reward,Tribal,Timbira,US0276,Debbie,2,1,8,1.0
Immunity,US18,1.0,Immunity and Reward,Tribal,Timbira,US0277,Coach,2,1,8,1.0
Immunity,US18,1.0,Immunity and Reward,Tribal,Timbira,US0279,Erinn,2,1,8,1.0
Immunity,US18,2.0,Immunity and Reward,Tribal,Jalapao,US0269,Sandy,2,1,7,1.0
Immunity,US18,2.0,Immunity and Reward,Tribal,Jalapao,US0270,Spencer,2,1,7,1.0
Immunity,US18,2.0,Immunity and Reward,Tribal,Jalapao,US0271,Sydney,2,1,7,1.0
Immunity,US18,2.0,Immunity and Reward,Tribal,Jalapao,US0272,Joe,2,1,7,1.0
Immunity,US18,2.0,Immunity and Reward,Tribal,Jalapao,US0278,Taj,2,1,7,1.0
Immunity,US18,2.0,Immunity and Reward,Tribal,Jalapao,US0280,Stephen,2,1,7,1.0
Immunity,US18,2.0,Immunity and Reward,Tribal,Jalapao,US0281,J.T.,2,1,7,1.0
Immunity,US18,2.0,Immunity and Reward,Tribal,Timbira,US0267,Candace,2,1,8,0.0
Immunity,US18,2.0,Immunity and Reward,Tribal,Timbira,US0268,Jerry,2,1,8,0.0
Immunity,US18,2.0,Immunity and Reward,Tribal,Timbira,US0273,Brendan,2,1,8,0.0
Immunity,US18,2.0,Immunity and Reward,Tribal,Timbira,US0274,Tyson,2,1,8,0.0
Immunity,US18,2.0,Immunity and Reward,Tribal,Timbira,US0275,Sierra,2,1,8,0.0
Immunity,US18,2.0,Immunity and Reward,Tribal,Timbira,US0276,Debbie,2,1,8,0.0
Immunity,US18,2.0,Immunity and Reward,Tribal,Timbira,US0277,Coach,2,1,8,0.0
Immunity,US18,2.0,Immunity and Reward,Tribal,Timbira,US0279,Erinn,2,1,8,0.0
Immunity,US18,4.0,Immunity,Tribal,Jalapao,US0269,Sandy,2,1,7,1.0
Immunity,US18,4.0,Immunity,Tribal,Jalapao,US0270,Spencer,2,1,7,1.0
Immunity,US18,4.0,Immunity,Tribal,Jalapao,US0271,Sydney,2,1,7,1.0
Immunity,US18,4.0,Immunity,Tribal,Jalapao,US0272,Joe,2,1,7,1.0
Immunity,US18,4.0,Immunity,Tribal,Jalapao,US0278,Taj,2,1,7,1.0
Immunity,US18,4.0,Immunity,Tribal,Jalapao,US0280,Stephen,2,1,7,1.0
Immunity,US18,4.0,Immunity,Tribal,Jalapao,US0281,J.T.,2,1,7,1.0
Immunity,US18,4.0,Immunity,Tribal,Timbira,US0268,Jerry,2,1,7,0.0
Immunity,US18,4.0,Immunity,Tribal,Timbira,US0273,Brendan,2,1,7,0.0
Immunity,US18,4.0,Immunity,Tribal,Timbira,US0274,Tyson,2,1,7,0.0
Immunity,US18,4.0,Immunity,Tribal,Timbira,US0275,Sierra,2,1,7,0.0
Immunity,US18,4.0,Immunity,Tribal,Timbira,US0276,Debbie,2,1,7,0.0
Immunity,US18,4.0,Immunity,Tribal,Timbira,US0277,Coach,2,1,7,0.0
Immunity,US18,4.0,Immunity,Tribal,Timbira,US0279,Erinn,2,1,7,0.0
Immunity,US18,6.0,Immunity,Tribal,Jalapao,US0269,Sandy,2,1,7,0.0
Immunity,US18,6.0,Immunity,Tribal,Jalapao,US0270,Spencer,2,1,7,0.0
Immunity,US18,6.0,Immunity,Tribal,Jalapao,US0271,Sydney,2,1,7,0.0
Immunity,US18,6.0,Immunity,Tribal,Jalapao,US0272,Joe,2,1,7,0.0
Immunity,US18,6.0,Immunity,Tribal,Jalapao,US0278,Taj,2,1,7,0.0
Immunity,US18,6.0,Immunity,Tribal,Jalapao,US0280,Stephen,2,1,7,0.0
Immunity,US18,6.0,Immunity,Tribal,Jalapao,US0281,J.T.,2,1,7,0.0
Immunity,US18,6.0,Immunity,Tribal,Timbira,US0273,Brendan,2,1,6,1.0
Immunity,US18,6.0,Immunity,Tribal,Timbira,US0274,Tyson,2,1,6,1.0
Immunity,US18,6.0,Immunity,Tribal,Timbira,US0275,Sierra,2,1,6,1.0
Immunity,US18,6.0,Immunity,Tribal,Timbira,US0276,Debbie,2,1,6,1.0
Immunity,US18,6.0,Immunity,Tribal,Timbira,US0277,Coach,2,1,6,1.0
Immunity,US18,6.0,Immunity,Tribal,Timbira,US0279,Erinn,2,1,6,1.0
Immunity,US18,8.0,Immunity,Tribal,Jalapao,US0270,Spencer,2,1,6,0.0
Immunity,US18,8.0,Immunity,Tribal,Jalapao,US0271,Sydney,2,1,6,0.0
Immunity,US18,8.0,Immunity,Tribal,Jalapao,US0272,Joe,2,1,6,0.0
Immunity,US18,8.0,Immunity,Tribal,Jalapao,US0278,Taj,2,1,6,0.0
Immunity,US18,8.0,Immunity,Tribal,Jalapao,US0280,Stephen,2,1,6,0.0
Immunity,US18,8.0,Immunity,Tribal,Jalapao,US0281,J.T.,2,1,6,0.0
Immunity,US18,8.0,Immunity,Tribal,Timbira,US0273,Brendan,2,1,6,1.0
Immunity,US18,8.0,Immunity,Tribal,Timbira,US0274,Tyson,2,1,6,1.0
Immunity,US18,8.0,Immunity,Tribal,Timbira,US0275,Sierra,2,1,6,1.0
Immunity,US18,8.0,Immunity,Tribal,Timbira,US0276,Debbie,2,1,6,1.0
Immunity,US18,8.0,Immunity,Tribal,Timbira,US0277,Coach,2,1,6,1.0
Immunity,US18,8.0,Immunity,Tribal,Timbira,US0279,Erinn,2,1,6,1.0
Immunity,US18,10.0,Immunity,Tribal,Jalapao,US0271,Sydney,2,1,5,0.0
Immunity,US18,10.0,Immunity,Tribal,Jalapao,US0272,Joe,2,1,5,0.0
Immunity,US18,10.0,Immunity,Tribal,Jalapao,US0278,Taj,2,1,5,0.0
Immunity,US18,10.0,Immunity,Tribal,Jalapao,US0280,Stephen,2,1,5,0.0
