version,version_season,season_name,season,full_name,castaway_id,castaway,age,city,state,episode,day,order,result,jury_status,original_tribe,result_number,jury,finalist,winner
US,US21,Survivor: Nicaragua,21.0,Shannon Elkins,US0303,Shannon,30.0,Lafayette,Louisiana,2.0,6.0,2.0,2nd voted out,,La Flor,2.0,False,False,False
US,US21,Survivor: Nicaragua,21.0,Jimmy Johnson,US0304,Jimmy J.,67.0,Islamorada,Florida,3.0,8.0,3.0,3rd voted out,,Espada,3.0,False,False,False
US,US21,Survivor: Nicaragua,21.0,James Tarantino,US0305,Jimmy T.,48.0,Gloucester,Massachusetts,4.0,11.0,4.0,4th voted out,,Espada,4.0,False,False,False
US,US21,Survivor: Nicaragua,21.0,Tyrone Davis,US0306,Tyrone,42.0,Inglewood,California,5.0,14.0,5.0,5th voted out,,Espada,5.0,False,False,False
US,US21,Survivor: Nicaragua,21.0,Kelly Bruno,US0307,Kelly B.,26.0,Durham,North Carolina,6.0,15.0,6.0,6th voted out,,La Flor,6.0,False,False,False
US,US21,Survivor: Nicaragua,21.0,Yve Rojas,US0308,Yve,41.0,Kansas City,Missouri,6.0,15.0,7.0,7th voted out,,Espada,7.0,False,False,False
US,US21,Survivor: Nicaragua,21.0,Jill Behm,US0309,Jill,43.0,Erie,Pennsylvania,7.0,18.0,8.0,8th voted out,,Espada,8.0,False,False,False
US,US21,Survivor: Nicaragua,21.0,Alina Wilson,US0310,Alina,23.0,Downey,California,8.0,22.0,9.0,9th voted out,1st jury member,La Flor,9.0,True,False,False
US,US21,Survivor: Nicaragua,21.0,Marty Piombo,US0311,Marty,48.0,Mill Valley,California,9.0,24.0,10.0,10th voted out,2nd jury member,Espada,10.0,True,False,False
US,US21,Survivor: Nicaragua,21.0,Brenda Lowe,US0312,Brenda,27.0,Miami,Florida,10.0,27.0,11.0,11th voted out,3rd jury member,La Flor,11.0,True,False,False
US,US21,Survivor: Nicaragua,21.0,NaOnka Mixon,US0313,NaOnka,27.0,Los Angeles,California,11.0,28.0,12.0,Quit,4th jury member,La Flor,12.0,True,False,False
US,US21,Survivor: Nicaragua,21.0,Kelly Shinn,US0314,Purple Kelly,20.0,Mesa,Arizona,11.0,28.0,13.0,Quit,5th jury member,La Flor,13.0,True,False,False
US,US21,Survivor: Nicaragua,21.0,Ben Henry,US0315,Benry,24.0,Los Angeles,California,13.0,32.0,14.0,12th voted out,6th jury member,La Flor,14.0,True,False,False
US,US21,Survivor: Nicaragua,21.0,Jane Bright,US0316,Jane,56.0,Jackson Springs,North Carolina,14.0,36.0,15.0,13th voted out,7th jury member,Espada,15.0,True,False,False
US,US21,Survivor: Nicaragua,21.0,Dan Lembo,US0317,Dan,63.0,Water Mill,New York,15.0,37.0,16.0,14th voted out,8th jury member,Espada,16.0,True,False,False
US,US21,Survivor: Nicaragua,21.0,Holly Hoffman,US0318,Holly,44.0,Eureka,South Dakota,15.0,38.0,17.0,15th voted out,9th jury member,Espada,17.0,True,False,False
US,US21,Survivor: Nicaragua,21.0,Matthew Lenahan,US0319,Sash,30.0,New York City,New York,15.0,39.0,18.0,2nd runner-up,,La Flor,18.0,False,True,False
US,US21,Survivor: Nicaragua,21.0,Chase Rice,US0320,Chase,24.0,Fairview,North Carolina,15.0,39.0,19.0,Runner-up,,La Flor,19.0,False,True,False
US,US21,Survivor: Nicaragua,21.0,Jud Birza,US0321,Fabio,21.0,Venice,California,15.0,39.0,20.0,Sole Survivor,,La Flor,20.0,False,True,True
US,US22,Survivor: Redemption Island,22.0,Francesca Hogi,US0322,Francesca,36.0,Washington,D.C.,1.0,3.0,1.0,1st voted out,,Ometepe,1.0,False,False,False
US,US22,Survivor: Redemption Island,22.0,Matt Elrod,US0323,Matt,22.0,Nashville,Tennessee,2.0,5.0,2.0,2nd voted out,,Ometepe,,False,False,False
US,US22,Survivor: Redemption Island,22.0,Russell Hantz,US0300,Russell,37.0,Dayton,Texas,3.0,8.0,3.0,3rd voted out,,Zapatera,2.0,False,False,False
US,US22,Survivor: Redemption Island,22.0,Kristina Kell,US0324,Kristina,46.0,Malibu,California,4.0,11.0,4.0,4th voted out,,Ometepe,3.0,False,False,False
US,US22,Survivor: Redemption Island,22.0,Krista Klumpp,US0325,Krista,25.0,Columbia,South Carolina,5.0,13.0,5.0,5th voted out,,Zapatera,4.0,False,False,False
US,US22,Survivor: Redemption Island,22.0,Stephanie Valencia,US0326,Stephanie,26.0,Long Beach,California,6.0,16.0,6.0,6th voted out,,Zapatera,5.0,False,False,False
US,US22,Survivor: Redemption Island,22.0,Sarita White,US0327,Sarita,36.0,Santa Monica,California,7.0,18.0,7.0,7th voted out,,Zapatera,6.0,False,False,False
US,US22,Survivor: Redemption Island,22.0,Matt Elrod,US0323,Matt,22.0,Nashville,Tennessee,8.0,21.0,8.0,8th voted out,6th jury member,Ometepe,7.0,True,False,False
US,US22,Survivor: Redemption Island,22.0,Mike Chiesl,US0328,Mike,31.0,Del Mar,California,9.0,22.0,9.0,9th voted out,7th jury member,Zapatera,8.0,True,False,False
US,US22,Survivor: Redemption Island,22.0,David Murphy,US0329,David,31.0,West Hollywood,California,9.0,24.0,10.0,10th voted out,1st jury member,Zapatera,9.0,True,False,False
US,US22,Survivor: Redemption Island,22.0,Julie Wolfe,US0330,Julie,50.0,Oceanside,California,10.0,27.0,11.0,11th voted out,2nd jury member,Zapatera,10.0,True,False,False
US,US22,Survivor: Redemption Island,22.0,Ralph Kiser,US0331,Ralph,45.0,Lebanon,Virginia,11.0,30.0,12.0,12th voted out,4th jury member,Zapatera,11.0,True,False,False
US,US22,Survivor: Redemption Island,22.0,Steve Wright,US0332,Steve,51.0,Huntington Beach,California,11.0,30.0,13.0,13th voted out,3rd jury member,Zapatera,12.0,True,False,False
US,US22,Survivor: Redemption Island,22.0,Andrea Boehlke,US0333,Andrea,21.0,Random Lake,Wisconsin,12.0,32.0,14.0,14th voted out,,Ometepe,,False,False,False
US,US22,Survivor: Redemption Island,22.0,Grant Mattos,US0334,Grant,29.0,West Hollywood,California,13.0,35.0,15.0,15th voted out,5th jury member,Ometepe,13.0,True,False,False
US,US22,Survivor: Redemption Island,22.0,Andrea Boehlke,US0333,Andrea,21.0,Random Lake,Wisconsin,14.0,37.0,16.0,16th voted out,8th jury member,Ometepe,14.0,True,False,False
US,US22,Survivor: Redemption Island,22.0,Ashley Underwood,US0335,Ashley,25.0,Benton,Maine,14.0,38.0,17.0,17th voted out,9th jury member,Ometepe,15.0,True,False,False
US,US22,Survivor: Redemption Island,22.0,Natalie Tenerelli,US0336,Natalie,19.0,Acton,California,14.0,39.0,18.0,2nd runner-up,,Ometepe,16.0,False,True,False
US,US22,Survivor: Redemption Island,22.0,Phillip Sheppard,US0337,Phillip,52.0,Santa Monica,California,14.0,39.0,19.0,Runner-up,,Ometepe,17.0,False,True,False
US,US22,Survivor: Redemption Island,22.0,Rob Mariano,US0055,Boston Rob,34.0,Pensacola,Florida,14.0,39.0,20.0,Sole Survivor,,Ometepe,18.0,False,True,True
US,US23,Survivor: South Pacific,23.0,Semhar Tadesse,US0338,Semhar,24.0,Los Angeles,California,1.0,3.0,1.0,1st voted out,,Savaii,1.0,False,False,False
US,US23,Survivor: South Pacific,23.0,Christine Shields Markoski,US0339,Christine,39.0,Merrick,New York,2.0,5.0,2.0,2nd voted out,,Upolu,2.0,False,False,False
US,US23,Survivor: South Pacific,23.0,Mark Caruso,US0340,Papa Bear,48.0,Forest Hills,New York,3.0,8.0,3.0,3rd voted out,,Savaii,3.0,False,False,False
US,US23,Survivor: South Pacific,23.0,Stacey Powell,US0341,Stacey,44.0,Grand Prairie,Texas,4.0,11.0,4.0,4th voted out,,Upolu,4.0,False,False,False
US,US23,Survivor: South Pacific,23.0,Elyse Umemoto,US0342,Elyse,27.0,Las Vegas,Nevada,5.0,14.0,5.0,5th voted out,,Savaii,5.0,False,False,False
US,US23,Survivor: South Pacific,23.0,Mikayla Wingle,US0343,Mikayla,22.0,Tampa,Florida,6.0,16.0,6.0,6th voted out,,Upolu,6.0,False,False,False
US,US23,Survivor: South Pacific,23.0,Oscar Lusth,US0201,Ozzy,29.0,Venice,California,7.0,18.0,7.0,7th voted out,,Savaii,,False,False,False
US,US23,Survivor: South Pacific,23.0,Keith Tollefson,US0344,Keith,26.0,Edina,Minnesota,8.0,21.0,8.0,8th voted out,2nd jury member,Savaii,7.0,True,False,False
US,US23,Survivor: South Pacific,23.0,Oscar Lusth,US0201,Ozzy,29.0,Venice,California,9.0,22.0,9.0,9th voted out,,Savaii,,False,False,False
US,US23,Survivor: South Pacific,23.0,Jim Rice,US0345,Jim,35.0,Denver,Colorado,9.0,24.0,10.0,10th voted out,1st jury member,Savaii,8.0,True,False,False
US,US23,Survivor: South Pacific,23.0,Dawn Meehan,US0346,Dawn,41.0,South Jordan,Utah,10.0,27.0,11.0,11th voted out,3rd jury member,Savaii,9.0,True,False,False
US,US23,Survivor: South Pacific,23.0,Whitney Duncan,US0347,Whitney,27.0,Nashville,Tennessee,10.0,27.0,12.0,12th voted out,4th jury member,Savaii,10.0,True,False,False
US,US23,Survivor: South Pacific,23.0,John Cochran,US0348,Cochran,24.0,Washington,D.C.,12.0,30.0,13.0,13th voted out,5th jury member,Savaii,11.0,True,False,False
US,US23,Survivor: South Pacific,23.0,Edna Ma,US0349,Edna,35.0,Los Angeles,California,13.0,32.0,14.0,14th voted out,6th jury member,Upolu,12.0,True,False,False
US,US23,Survivor: South Pacific,23.0,Brandon Hantz,US0350,Brandon,19.0,Katy,Texas,14.0,35.0,15.0,15th voted out,7th jury member,Upolu,13.0,True,False,False
US,US23,Survivor: South Pacific,23.0,Rick Nelson,US0351,Rick,51.0,Aurora,Utah,15.0,37.0,16.0,16th voted out,8th jury member,Upolu,14.0,True,False,False
US,US23,Survivor: South Pacific,23.0,Oscar Lusth,US0201,Ozzy,29.0,Venice,California,15.0,38.0,17.0,17th voted out,9th jury member,Savaii,15.0,True,False,False
US,US23,Survivor: South Pacific,23.0,Albert Destrade,US0352,Albert,26.0,Plantation,Florida,15.0,39.0,18.0,2nd runner-up,,Upolu,16.0,False,True,False
US,US23,Survivor: South Pacific,23.0,Benjamin Wade,US0277,Coach,39.0,Susanville,California,15.0,39.0,19.0,Runner-up,,Upolu,17.0,False,True,False
US,US23,Survivor: South Pacific,23.0,Sophie Clarke,US0353,Sophie,22.0,Willsboro,New York,15.0,39.0,20.0,Sole Survivor,,Upolu,18.0,False,True,True
US,US24,Survivor: One World,24.0,Kourtney Moon,US0354,Kourtney,29.0,Austin,Texas,1.0,3.0,1.0,Medically evacuated,,Salani,1.0,False,False,False
US,US24,Survivor: One World,24.0,Nina Acosta,US0355,Nina,51.0,Clovis,California,2.0,5.0,2.0,1st voted out,,Salani,2.0,False,False,False
US,US24,Survivor: One World,24.0,Matt Quinlan,US0356,Matt,33.0,San Francisco,California,3.0,8.0,3.0,2nd voted out,,Manono,3.0,False,False,False
US,US24,Survivor: One World,24.0,Bill Posley,US0357,Bill,28.0,Venice,California,4.0,11.0,4.0,3rd voted out,,Manono,4.0,False,False,False
US,US24,Survivor: One World,24.0,Monica Culpepper,US0358,Monica,41.0,Tampa,Florida,5.0,14.0,5.0,4th voted out,,Salani,5.0,False,False,False
US,US24,Survivor: One World,24.0,Colton Cumbie,US0359,Colton,21.0,Monroeville,Alabama,6.0,16.0,6.0,Medically evacuated,,Manono,6.0,False,False,False
US,US24,Survivor: One World,24.0,Jonas Otsuji,US0360,Jonas,37.0,Lehi,Utah,7.0,20.0,7.0,5th voted out,1st jury member,Manono,7.0,True,False,False
US,US24,Survivor: One World,24.0,Michael Jefferson,US0361,Michael,30.0,Seattle,Washington,8.0,22.0,8.0,6th voted out,2nd jury member,Manono,8.0,True,False,False
US,US24,Survivor: One World,24.0,Jay Byars,US0362,Jay,25.0,Gaffney,South Carolina,9.0,25.0,9.0,7th voted out,3rd jury member,Manono,9.0,True,False,False
US,US24,Survivor: One World,24.0,Leif Manson,US0363,Leif,27.0,San Diego,California,10.0,27.0,10.0,8th voted out,4th jury member,Manono,10.0,True,False,False
US,US24,Survivor: One World,24.0,Troy Robertson,US0364,Troyzan,50.0,Miami,Florida,11.0,30.0,11.0,9th voted out,5th jury member,Manono,11.0,True,False,False
US,US24,Survivor: One World,24.0,Kat Edorsson,US0365,Kat,22.0,Orlando,Florida,12.0,33.0,12.0,10th voted out,6th jury member,Salani,12.0,True,False,False
US,US24,Survivor: One World,24.0,Greg Smith,US0366,Tarzan,64.0,Houston,Texas,13.0,36.0,13.0,11th voted out,7th jury member,Manono,13.0,True,False,False
US,US24,Survivor: One World,24.0,Alicia Rosa,US0367,Alicia,25.0,Chicago,Illinois,14.0,37.0,14.0,12th voted out,8th jury member,Salani,14.0,True,False,False
US,US24,Survivor: One World,24.0,Christina Cha,US0368,Christina,29.0,Hollywood,California,14.0,38.0,15.0,13th voted out,9th jury member,Salani,15.0,True,False,False
US,US24,Survivor: One World,24.0,Chelsea Meissner,US0369,Chelsea,26.0,Charleston,South Carolina,14.0,39.0,16.0,2nd runner-up,,Salani,16.0,False,True,False
US,US24,Survivor: One World,24.0,Sabrina Thompson,US0370,Sabrina,33.0,Brooklyn,New York,14.0,39.0,17.0,Runner-up,,Salani,17.0,False,True,False
US,US24,Survivor: One World,24.0,Kim Spradlin,US0371,Kim,29.0,San Antonio,Texas,14.0,39.0,18.0,Sole Survivor,,Salani,18.0,False,True,True
US,US25,Survivor: Philippines,25.0,Zane Knight,US0372,Zane,28.0,Danville,Virginia,1.0,3.0,1.0,1st voted out,,Matsing,1.0,False,False,False
US,US25,Survivor: Philippines,25.0,Roxanne Morris,US0373,Roxy,28.0,Brooklyn,New York,2.0,6.0,2.0,2nd voted out,,Matsing,2.0,False,False,False
US,US25,Survivor: Philippines,25.0,Angie Layton,US0374,Angie,20.0,Provo,Utah,3.0,8.0,3.0,3rd voted out,,Matsing,3.0,False,False,False
US,US25,Survivor: Philippines,25.0,Russell Swan,US0288,Russell,45.0,Glenside,Pennsylvania,4.0,10.0,4.0,4th voted out,,Matsing,4.0,False,False,False
US,US25,Survivor: Philippines,25.0,Dana Lambert,US0375,Dana,32.0,Winston-Salem,North Carolina,5.0,12.0,5.0,Quit,,Kalabaw,5.0,False,False,False
US,US25,Survivor: Philippines,25.0,Sarah Dawson,US0376,Dawson,28.0,Silver Spring,Maryland,5.0,13.0,6.0,5th voted out,,Kalabaw,6.0,False,False,False
US,US25,Survivor: Philippines,25.0,Katie Hanson,US0377,Katie,22.0,Newark,Delaware,6.0,16.0,7.0,6th voted out,,Kalabaw,7.0,False,False,False
US,US25,Survivor: Philippines,25.0,Roberta Saint-Amour,US0378,RC,27.0,New York City,New York,7.0,19.0,8.0,7th voted out,1st jury member,Tandang,8.0,True,False,False
US,US25,Survivor: Philippines,25.0,Jeff Kent,US0379,Jeff,44.0,Austin,Texas,8.0,22.0,9.0,8th voted out,2nd jury member,Kalabaw,9.0,True,False,False
US,US25,Survivor: Philippines,25.0,Artis Silvester,US0380,Artis,53.0,Terrytown,Louisiana,9.0,25.0,10.0,9th voted out,3rd jury member,Tandang,10.0,True,False,False
US,US25,Survivor: Philippines,25.0,Peter Yurkowski,US0381,Pete,24.0,Holmdel,New Jersey,10.0,27.0,11.0,10th voted out,4th jury member,Tandang,11.0,True,False,False
US,US25,Survivor: Philippines,25.0,Jonathan Penner,US0196,Jonathan,50.0,Los Angeles,California,11.0,30.0,12.0,11th voted out,5th jury member,Kalabaw,12.0,True,False,False
US,US25,Survivor: Philippines,25.0,Carter Williams,US0382,Carter,23.0,Shawnee,Kansas,12.0,33.0,13.0,12th voted out,6th jury member,Kalabaw,13.0,True,False,False
US,US25,Survivor: Philippines,25.0,Abi-Maria Gomes,US0383,Abi-Maria,32.0,Los Angeles,California,13.0,36.0,14.0,13th voted out,7th jury member,Tandang,14.0,True,False,False
US,US25,Survivor: Philippines,25.0,Malcolm Freberg,US0384,Malcolm,25.0,Hermosa Beach,California,14.0,38.0,15.0,14th voted out,8th jury member,Matsing,15.0,True,False,False
US,US25,Survivor: Philippines,25.0,Lisa Whelchel,US0385,Lisa,49.0,Dallas,Texas,14.0,39.0,16.0,Co-runner-up,,Tandang,16.0,False,True,False
US,US25,Survivor: Philippines,25.0,Michael Skupin,US0022,Michael,50.0,White Lake,Michigan,14.0,39.0,17.0,Co-runner-up,,Tandang,17.0,False,True,False
US,US25,Survivor: Philippines,25.0,Denise Stapley,US0386,Denise,41.0,Cedar Rapids,Iowa,14.0,39.0,18.0,Sole Survivor,,Matsing,18.0,False,True,True
US,US26,Survivor: Caramoan,26.0,Francesca Hogi,US0322,Francesca,38.0,Brooklyn,New York,1.0,3.0,1.0,1st voted out,,Bikal,1.0,False,False,False
US,US26,Survivor: Caramoan,26.0,Alexandra Pohevitz,US0387,Allie,25.0,Oceanside,New York,2.0,5.0,2.0,2nd voted out,,Gota,2.0,False,False,False
US,US26,Survivor: Caramoan,26.0,Hope Driskill,US0388,Hope,23.0,Jefferson City,Missouri,3.0,7.0,3.0,3rd voted out,,Gota,3.0,False,False,False
US,US26,Survivor: Caramoan,26.0,Shamar Thomas,US0389,Shamar,27.0,Brooklyn,New York,4.0,10.0,4.0,Medically evacuated,,Gota,4.0,False,False,False
US,US26,Survivor: Caramoan,26.0,Laura Alexander,US0390,Laura,23.0,Washington,D.C.,4.0,10.0,5.0,4th voted out,,Gota,5.0,False,False,False
US,US26,Survivor: Caramoan,26.0,Brandon Hantz,US0350,Brandon,20.0,Katy,Texas,5.0,13.0,6.0,5th voted out,,Bikal,6.0,False,False,False
US,US26,Survivor: Caramoan,26.0,Matt Bischoff,US0391,Matt,38.0,Cincinnati,Ohio,6.0,16.0,7.0,6th voted out,,Gota,7.0,False,False,False
US,US26,Survivor: Caramoan,26.0,Julia Landauer,US0392,Julia,21.0,Stanford,California,7.0,19.0,8.0,7th voted out,,Gota,8.0,False,False,False
US,US26,Survivor: Caramoan,26.0,Corinne Kaplan,US0259,Corinne,33.0,Los Angeles,California,8.0,22.0,9.0,8th voted out,,Bikal,9.0,False,False,False
US,US26,Survivor: Caramoan,26.0,Michael Snow,US0393,Michael,44.0,New York City,New York,9.0,25.0,10.0,9th voted out,1st jury member,Gota,10.0,True,False,False
US,US26,Survivor: Caramoan,26.0,Phillip Sheppard,US0337,Phillip,54.0,Santa Monica,California,10.0,28.0,11.0,10th voted out,2nd jury member,Bikal,11.0,True,False,False
US,US26,Survivor: Caramoan,26.0,Malcolm Freberg,US0384,Malcolm,25.0,Hermosa Beach,California,11.0,30.0,12.0,11th voted out,3rd jury member,Bikal,12.0,True,False,False
US,US26,Survivor: Caramoan,26.0,Reynold Toepfer,US0394,Reynold,30.0,San Francisco,California,12.0,31.0,13.0,12th voted out,4th jury member,Gota,13.0,True,False,False
US,US26,Survivor: Caramoan,26.0,Andrea Boehlke,US0333,Andrea,23.0,New York City,New York,12.0,33.0,14.0,13th voted out,5th jury member,Bikal,14.0,True,False,False
US,US26,Survivor: Caramoan,26.0,Brenda Lowe,US0312,Brenda,29.0,Miami,Florida,13.0,36.0,15.0,14th voted out,6th jury member,Bikal,15.0,True,False,False
US,US26,Survivor: Caramoan,26.0,Erik Reichenbach,US0246,Erik,27.0,Santa Clarita,California,13.0,36.0,16.0,Medically evacuated,7th jury member,Bikal,16.0,True,False,False
US,US26,Survivor: Caramoan,26.0,Edward Fox,US0395,Eddie,23.0,East Brunswick,New Jersey,14.0,38.0,17.0,15th voted out,8th jury member,Gota,17.0,True,False,False
US,US26,Survivor: Caramoan,26.0,Sherri Biethman,US0396,Sherri,41.0,Boise,Idaho,14.0,39.0,18.0,Co-runner-up,,Gota,18.0,False,True,False
US,US26,Survivor: Caramoan,26.0,Dawn Meehan,US0346,Dawn,42.0,South Jordan,Utah,14.0,39.0,19.0,Co-runner-up,,Bikal,19.0,False,True,False
US,US26,Survivor: Caramoan,26.0,John Cochran,US0348,Cochran,25.0,Washington,D.C.,14.0,39.0,20.0,Sole Survivor,,Bikal,20.0,False,True,True
US,US27,Survivor: Blood vs. Water,27.0,Laura Boneham,US0397,Laura B.,44.0,Indianapolis,Indiana,1.0,1.0,1.0,1st voted out,,Tadhana,,False,False,False
US,US27,Survivor: Blood vs. Water,27.0,Candice Cody,US0195,Candice,30.0,Washington,D.C.,1.0,1.0,2.0,2nd voted out,,Galang,1.0,False,False,False
US,US27,Survivor: Blood vs. Water,27.0,Rupert Boneham,US0107,Rupert,49.0,Indianapolis,Indiana,1.0,1.0,3.0,Switched,,Galang,2.0,False,False,False
US,US27,Survivor: Blood vs. Water,27.0,Marissa Peterson,US0398,Marissa,21.0,Chapel Hill,North Carolina,1.0,3.0,4.0,3rd voted out,,Tadhana,3.0,False,False,False
US,US27,Survivor: Blood vs. Water,27.0,Rachel Foulger,US0399,Rachel,33.0,Provo,Utah,2.0,6.0,5.0,4th voted out,,Tadhana,4.0,False,False,False
US,US27,Survivor: Blood vs. Water,27.0,Colton Cumbie,US0359,Colton,22.0,Collinsville,Alabama,3.0,7.0,6.0,Quit,,Galang,5.0,False,False,False
US,US27,Survivor: Blood vs. Water,27.0,John Cody,US0400,John,30.0,Washington,D.C.,3.0,8.0,7.0,5th voted out,,Tadhana,6.0,False,False,False
US,US27,Survivor: Blood vs. Water,27.0,Brad Culpepper,US0401,Brad,44.0,Tampa,Florida,4.0,10.0,8.0,6th voted out,,Tadhana,7.0,False,False,False
US,US27,Survivor: Blood vs. Water,27.0,Laura Morett,US0292,Laura M.,43.0,Salem,Oregon,5.0,13.0,9.0,7th voted out,,Galang,,False,False,False
US,US27,Survivor: Blood vs. Water,27.0,Kat Edorsson,US0365,Kat,23.0,Orlando,Florida,6.0,16.0,10.0,8th voted out,,Galang,8.0,False,False,False
US,US27,Survivor: Blood vs. Water,27.0,Laura Boneham,US0397,Laura B.,44.0,Indianapolis,Indiana,7.0,18.0,11.0,9th voted out,,Tadhana,9.0,False,False,False
US,US27,Survivor: Blood vs. Water,27.0,Aras Baskauskas,US0182,Aras,31.0,Santa Monica,California,8.0,21.0,12.0,10th voted out,1st jury member,Galang,10.0,True,False,False
US,US27,Survivor: Blood vs. Water,27.0,Vytas Baskauskas,US0402,Vytas,33.0,Santa Monica,California,9.0,22.0,13.0,11th voted out,2nd jury member,Tadhana,11.0,True,False,False
US,US27,Survivor: Blood vs. Water,27.0,Tina Wesson,US0032,Tina,52.0,Robbinsville,North Carolina,9.0,24.0,14.0,12th voted out,,Galang,,False,False,False
US,US27,Survivor: Blood vs. Water,27.0,Laura Morett,US0292,Laura M.,43.0,Salem,Oregon,10.0,26.0,15.0,13th voted out,6th jury member,Galang,12.0,True,False,False
US,US27,Survivor: Blood vs. Water,27.0,Caleb Bankston,US0403,Caleb,26.0,Collinsville,Alabama,11.0,29.0,16.0,14th voted out,3rd jury member,Tadhana,13.0,True,False,False
US,US27,Survivor: Blood vs. Water,27.0,Katie Collins,US0404,Katie,25.0,New York City,New York,12.0,32.0,17.0,Eliminated,4th jury member,Tadhana,14.0,True,False,False
US,US27,Survivor: Blood vs. Water,27.0,Hayden Moss,US0405,Hayden,27.0,Springtown,Texas,13.0,35.0,18.0,15th voted out,5th jury member,Tadhana,15.0,True,False,False
US,US27,Survivor: Blood vs. Water,27.0,Ciera Eastin,US0406,Ciera,24.0,Salem,Oregon,14.0,37.0,19.0,16th voted out,7th jury member,Tadhana,16.0,True,False,False
US,US27,Survivor: Blood vs. Water,27.0,Tina Wesson,US0032,Tina,52.0,Robbinsville,North Carolina,14.0,38.0,20.0,17th voted out,8th jury member,Galang,17.0,True,False,False
US,US27,Survivor: Blood vs. Water,27.0,Gervase Peterson,US0010,Gervase,43.0,Philadelphia,Pennsylvania,14.0,39.0,21.0,2nd runner-up,,Galang,18.0,False,True,False
US,US27,Survivor: Blood vs. Water,27.0,Monica Culpepper,US0358,Monica,42.0,Tampa,Florida,14.0,39.0,22.0,Runner-up,,Galang,19.0,False,True,False
US,US27,Survivor: Blood vs. Water,27.0,Tyson Apostol,US0274,Tyson,34.0,Provo,Utah,14.0,39.0,23.0,Sole Survivor,,Galang,20.0,False,True,True
US,US28,Survivor: Cagayan,28.0,David Samson,US0407,David,45.0,Plantation,Florida,1.0,3.0,1.0,1st voted out,,Luzon,1.0,False,False,False
US,US28,Survivor: Cagayan,28.0,Garrett Adelstein,US0408,Garrett,27.0,Santa Monica,California,1.0,6.0,2.0,2nd voted out,,Luzon,2.0,False,False,False
US,US28,Survivor: Cagayan,28.0,Brice Johnston,US0409,Brice,27.0,Philadelphia,Pennsylvania,2.0,8.0,3.0,3rd voted out,,Solana,3.0,False,False,False
US,US28,Survivor: Cagayan,28.0,J'Tia Taylor,US0410,J'Tia,31.0,Chicago,Illinois,3.0,11.0,4.0,4th voted out,,Luzon,4.0,False,False,False
US,US28,Survivor: Cagayan,28.0,Cliff Robinson,US0411,Cliff,46.0,Buffalo,New York,4.0,14.0,5.0,5th voted out,,Aparri,5.0,False,False,False
US,US28,Survivor: Cagayan,28.0,Lindsey Ogle,US0412,Lindsey,29.0,Kokomo,Indiana,4.0,14.0,6.0,Quit,,Aparri,6.0,False,False,False
US,US28,Survivor: Cagayan,28.0,Alexis Maxwell,US0413,Alexis,21.0,Addison,Illinois,5.0,16.0,7.0,6th voted out,,Solana,7.0,False,False,False
US,US28,Survivor: Cagayan,28.0,Sarah Lacina,US0414,Sarah,29.0,Cedar Rapids,Iowa,6.0,19.0,8.0,7th voted out,1st jury member,Aparri,8.0,True,False,False
US,US28,Survivor: Cagayan,28.0,Morgan McLeod,US0415,Morgan,21.0,San Jose,California,7.0,22.0,9.0,8th voted out,2nd jury member,Solana,9.0,True,False,False
US,US28,Survivor: Cagayan,28.0,LJ McKanas,US0416,LJ,34.0,Boston,Massachusetts,8.0,25.0,10.0,9th voted out,3rd jury member,Solana,10.0,True,False,False
US,US28,Survivor: Cagayan,28.0,Jeremiah Wood,US0417,Jeremiah,34.0,Dobson,North Carolina,9.0,28.0,11.0,10th voted out,4th jury member,Solana,11.0,True,False,False
US,US28,Survivor: Cagayan,28.0,Jefra Bland,US0418,Jefra,22.0,Campbellsville,Kentucky,10.0,30.0,12.0,11th voted out,5th jury member,Solana,12.0,True,False,False
US,US28,Survivor: Cagayan,28.0,Latasha Fox,US0419,Tasha,37.0,St. Louis,Missouri,11.0,33.0,13.0,12th voted out,6th jury member,Luzon,13.0,True,False,False
US,US28,Survivor: Cagayan,28.0,Trish Hegarty,US0420,Trish,48.0,Needham,Massachusetts,12.0,36.0,14.0,13th voted out,7th jury member,Aparri,14.0,True,False,False
US,US28,Survivor: Cagayan,28.0,Spencer Bledsoe,US0421,Spencer,21.0,Chicago,Illinois,13.0,37.0,15.0,14th voted out,8th jury member,Luzon,15.0,True,False,False
US,US28,Survivor: Cagayan,28.0,Kassandra McQuillen,US0422,Kass,41.0,Tehachapi,California,13.0,38.0,16.0,15th voted out,9th jury member,Luzon,16.0,True,False,False
US,US28,Survivor: Cagayan,28.0,Yung Hwang,US0423,Woo,29.0,Newport Beach,California,13.0,39.0,17.0,Runner-up,,Aparri,17.0,False,True,False
US,US28,Survivor: Cagayan,28.0,Tony Vlachos,US0424,Tony,39.0,Jersey City,New Jersey,13.0,39.0,18.0,Sole Survivor,,Aparri,18.0,False,True,True
US,US29,Survivor: San Juan del Sur,29.0,Nadiya Anderson,US0425,Nadiya,28.0,Edgewater,New Jersey,1.0,3.0,1.0,1st voted out,,Coyopa,1.0,False,False,False
US,US29,Survivor: San Juan del Sur,29.0,Val Collins,US0426,Val,35.0,Foxboro,Massachusetts,2.0,6.0,2.0,2nd voted out,,Coyopa,2.0,False,False,False
