version,version_season,season_name,season,advantage_id,advantage_type,clue_details,location_found,conditions
AU,AU06,Survivor Australia: Brains vs. Brawn,6.0,6.0,Hidden immunity idol,Found without clue,Found around camp,
AU,AU06,Survivor Australia: Brains vs. Brawn,6.0,7.0,Hidden immunity idol,,,
AU,AU06,Survivor Australia: Brains vs. Brawn,6.0,8.0,Hidden immunity idol,,,
AU,AU06,Survivor Australia: Brains vs. Brawn,6.0,9.0,Hidden immunity idol,,,
AU,AU06,Survivor Australia: Brains vs. Brawn,6.0,10.0,Hidden immunity idol,,,Has to be played in secret
AU,AU06,Survivor Australia: Brains vs. Brawn,6.0,11.0,Hidden immunity idol,,,
AU,AU07,Survivor Australia: Blood vs. Water,7.0,1.0,Hidden immunity idol,Found without clue,Found around camp,
AU,AU07,Survivor Australia: Blood vs. Water,7.0,2.0,Hidden immunity idol,Found without clue,Found around camp,
AU,AU07,Survivor Australia: Blood vs. Water,7.0,3.0,Hidden immunity idol,Found without clue,Found at reward,
AU,AU07,Survivor Australia: Blood vs. Water,7.0,4.0,Hidden immunity idol,Found without clue,Found at reward,
AU,AU07,Survivor Australia: Blood vs. Water,7.0,5.0,Hidden immunity idol,Found without clue,Found around camp,
AU,AU07,Survivor Australia: Blood vs. Water,7.0,6.0,Hidden immunity idol,Found without clue,Found around camp,
AU,AU07,Survivor Australia: Blood vs. Water,7.0,7.0,Hidden immunity idol,Found without clue,Found around camp,
AU,AU07,Survivor Australia: Blood vs. Water,7.0,8.0,Hidden immunity idol,Found in reward,Found around camp,
AU,AU07,Survivor Australia: Blood vs. Water,7.0,9.0,Voter remover,Found in reward,Found around camp,Ability to remove 3 people from tribal council
AU,AU08,Survivor Australia: Heroes vs. Villains,8.0,,Hidden Immunity Idol,No clue,Found around camp,You have to get it tattooed on your hand
AU,AU08,Survivor Australia: Heroes vs. Villains,8.0,,Hidden Immunity Idol,Clue found in reward or challenge,Found around camp,
AU,AU08,Survivor Australia: Heroes vs. Villains,8.0,,Hidden Immunity Idol,No clue,Found around camp,
AU,AU08,Survivor Australia: Heroes vs. Villains,8.0,,Hidden Immunity Idol,Found around camp,Found around camp,
AU,AU08,Survivor Australia: Heroes vs. Villains,8.0,,Hidden Immunity Idol,No clue,Found in reward or challenge,
AU,AU08,Survivor Australia: Heroes vs. Villains,8.0,,Hidden Immunity Idol,No clue,Found around camp,
AU,AU08,Survivor Australia: Heroes vs. Villains,8.0,,Hidden Immunity Idol,No clue,Found around camp,
AU,AU08,Survivor Australia: Heroes vs. Villains,8.0,,Hidden Immunity Idol,No clue,Found around camp,
AU,AU09,Survivor Australia: Titans vs. Rebels,9.0,1.0,Hidden immunity idol,Found at reward,Found around camp,
AU,AU09,Survivor Australia: Titans vs. Rebels,9.0,2.0,Hidden immunity idol,,Found around camp,
AU,AU09,Survivor Australia: Titans vs. Rebels,9.0,3.0,Hidden immunity idol,,Found around camp,
AU,AU09,Survivor Australia: Titans vs. Rebels,9.0,4.0,Hidden immunity idol,,Found around camp,
AU,AU09,Survivor Australia: Titans vs. Rebels,9.0,5.0,Hidden immunity idol,,Found around camp,
AU,AU09,Survivor Australia: Titans vs. Rebels,9.0,6.0,Hidden immunity idol,Obtained at reward,Found around camp,
AU,AU09,Survivor Australia: Titans vs. Rebels,9.0,7.0,Hidden immunity idol,Obtained at reward,Found around camp,
AU,AU09,Survivor Australia: Titans vs. Rebels,9.0,8.0,Ultimate vote,Found at Auction,Survivor Auction,
SA,SA01,Survivor South Africa: Panama,1.0,,Disadvantage: future vote cast against you,None existed,Tribal Council vote,"At the next Tribal Council, the person who received the most votes at this Tribal Council will have one vote cast for them already in the urn"
SA,SA03,Survivor South Africa: Santa Carolina,3.0,1.0,Hidden immunity idol,Found on Exile,Found around camp,Play before votes are cast
SA,SA03,Survivor South Africa: Santa Carolina,3.0,2.0,Hidden immunity idol,Someone shared clue,Found around camp,Play before votes are cast
SA,SA04,Survivor South Africa: Maldives,4.0,1.0,Black Cowrie,No clue existed,Won at challenge,"Wearer receives one vote at every tribal council they attend. They can break the curse by defecting to the other tribe before an immunity challenge. If they are voted out with the Black Cowry, they must transfer it to a player of their choosing."
SA,SA04,Survivor South Africa: Maldives,4.0,2.0,Black Cowrie,No clue existed,Won at challenge,"Wearer receives one vote at every tribal council they attend. They can break the curse by defecting to the other tribe before an immunity challenge. If they are voted out with the Black Cowry, they must transfer it to a player of their choosing."
SA,SA04,Survivor South Africa: Maldives,4.0,3.0,Hidden immunity idol,No clue existed,Found around camp,Valid until F5
SA,SA04,Survivor South Africa: Maldives,4.0,4.0,Hidden immunity idol clue,Found around camp,Found around camp,Valid until F5
SA,SA04,Survivor South Africa: Maldives,4.0,5.0,Hidden immunity idol,No clue existed,Won at challenge,Valid until F5
SA,SA04,Survivor South Africa: Maldives,4.0,6.0,White Cowrie,No clue existed,Found in reward,The holder of the White Cowrie Shell can choose to negate a vote cast to someone else in the tribe. They cannot negate a vote cast against themselves. The person with the vote negated by the White Cowrie Shell would be the next holder. Valid until F5.
SA,SA04,Survivor South Africa: Maldives,4.0,7.0,Hidden immunity idol,Bought at Survivor Auction,Found around camp,Valid until F5
SA,SA04,Survivor South Africa: Maldives,4.0,8.0,Hidden immunity idol,No clue existed,Found around camp,Valid until F5
SA,SA05,Survivor South Africa: Champions,5.0,1.0,Hidden immunity idol clue,Won at challenge,Found around camp,Valid until F5
SA,SA05,Survivor South Africa: Champions,5.0,2.0,Hidden immunity idol,Found without clue,Found around camp,Valid until F5
SA,SA05,Survivor South Africa: Champions,5.0,4.0,Hidden immunity idol,Found without clue,Found around camp,Valid until F5
SA,SA06,Survivor South Africa: Philippines,6.0,1.0,Hidden immunity idol,Found around camp,Found at a reward or challenge,
SA,SA06,Survivor South Africa: Philippines,6.0,2.0,Hidden immunity idol,Found it without clue,Found at reward or challenge,
SA,SA06,Survivor South Africa: Philippines,6.0,3.0,Hidden immunity idol,Found at tribe swap,Found at tribal council,
SA,SA06,Survivor South Africa: Philippines,6.0,4.0,Hidden immunity idol,Found around camp,Found around camp,
SA,SA06,Survivor South Africa: Philippines,6.0,5.0,Hidden immunity idol,Found at reward or challenge,Found around camp,
SA,SA06,Survivor South Africa: Philippines,6.0,6.0,Hidden immunity idol,No clue existed,Found at reward or challenge,
SA,SA06,Survivor South Africa: Philippines,6.0,7.0,Extra vote,No clue existed,"On Exile, Redemption, Extinction",Valid until F5
SA,SA06,Survivor South Africa: Philippines,6.0,8.0,Challenge advantage,No clue existed,Bought at Survivor Auction,
SA,SA06,Survivor South Africa: Philippines,6.0,9.0,Remove jury member,No clue existed,Hidden at a challenge or reward,
SA,SA07,Survivor South Africa: Island of Secrets,7.0,1.0,Extra vote,No clue existed,Hidden at a challenge or reward,Valid until F5
SA,SA07,Survivor South Africa: Island of Secrets,7.0,2.0,Hidden immunity idol,Someone shared clue,Found around camp,
SA,SA07,Survivor South Africa: Island of Secrets,7.0,3.0,Hidden immunity idol,Someone shared clue,Found around camp,
SA,SA07,Survivor South Africa: Island of Secrets,7.0,4.0,Hidden immunity idol,Someone shared clue,Found around camp,
SA,SA07,Survivor South Africa: Island of Secrets,7.0,5.0,Hidden immunity idol,Someone shared clue,Found at reward or challenge,
SA,SA07,Survivor South Africa: Island of Secrets,7.0,6.0,Hidden immunity idol,No clue existed,"Idol from Exile, Redemption, Extinction, etc.",Split idol
SA,SA07,Survivor South Africa: Island of Secrets,7.0,7.0,Hidden immunity idol,No clue existed,"Idol from Exile, Redemption, Extinction, etc.",Can only be used at next tribal council
SA,SA07,Survivor South Africa: Island of Secrets,7.0,8.0,Reward stealer,No clue existed,"On Exile, Redemption, Extinction",
SA,SA07,Survivor South Africa: Island of Secrets,7.0,9.0,Practice advantage,No clue existed,"On Exile, Redemption, Extinction",
SA,SA07,Survivor South Africa: Island of Secrets,7.0,10.0,Practice advantage,No clue existed,"On Exile, Redemption, Extinction",
SA,SA07,Survivor South Africa: Island of Secrets,7.0,11.0,Hidden immunity idol,Found in challenge or reward,Found at tribal council,
SA,SA07,Survivor South Africa: Island of Secrets,7.0,12.0,Hidden immunity idol,Found without clue,Found around camp,
SA,SA07,Survivor South Africa: Island of Secrets,7.0,13.0,Vote blocker,No clue existed,"On Exile, Redemption, Extinction",
SA,SA09,Survivor South Africa: Return of the Outcasts,9.0,1.0,Diplomatic Immunity,No clue existed,Found around camp,Can be played to switch tribes. Only the first person to play one can use it
SA,SA09,Survivor South Africa: Return of the Outcasts,9.0,2.0,Hidden Immunity Idol,Clue found around camp,Found around camp,Must be used before the 3rd tribal council
SA,SA09,Survivor South Africa: Return of the Outcasts,9.0,3.0,Hidden Immunity Idol,No clue existed,Found around camp,
SA,SA09,Survivor South Africa: Return of the Outcasts,9.0,4.0,Hidden Immunity Idol,No clue existed,Found around camp,Last time it can be played is when there are 6 players left in the game
SA,SA09,Survivor South Africa: Return of the Outcasts,9.0,5.0,Hidden Immunity Idol,No clue existed,Found around camp,
SA,SA09,Survivor South Africa: Return of the Outcasts,9.0,6.0,Hidden Immunity Idol,Clue found at Survivor Outpost,Found around camp,
SA,SA09,Survivor South Africa: Return of the Outcasts,9.0,7.0,Tribal Council Pass,No clue existed,Found in reward or challenge,The ability to remove one person from tribal council
SA,SA09,Survivor South Africa: Return of the Outcasts,9.0,8.0,Hidden Immunity Idol,Clue found in reward,Found around camp,Had to be given to another member of the other tribe
SA,SA09,Survivor South Africa: Return of the Outcasts,9.0,9.0,Hidden Immunity Idol,No clue existed,Found around camp,
SA,SA09,Survivor South Africa: Return of the Outcasts,9.0,10.0,Hidden Immunity Idol,Clue found at Survivor Outpost,Found around camp,
SA,SA09,Survivor South Africa: Return of the Outcasts,9.0,10.0,Hidden Immunity Idol,Clue found around camp,Found at Tribal Council,
SA,SA09,Survivor South Africa: Return of the Outcasts,9.0,11.0,Diplomatic Immunity,No clue existed,Found around camp,Can be played to switch tribes. Only the first person to play one can use it
SA,SA09,Survivor South Africa: Return of the Outcasts,9.0,12.0,Outsurance Reward Send Token,No clue existed,Found in reward or challenge,
SA,SA09,Survivor South Africa: Return of the Outcasts,9.0,13.0,Save the Date,No clue existed,Found in reward or challenge,
SA,SA09,Survivor South Africa: Return of the Outcasts,9.0,14.0,Coin Flip,No clue existed,Found in reward or challenge,Choose to not vote for voting twice later or
SA,SA09,Survivor South Africa: Return of the Outcasts,9.0,15.0,Hidden Immunity Idol,Clue found around camp,Found around camp,
SA,SA09,Survivor South Africa: Return of the Outcasts,9.0,16.0,Extra Vote,No clue existed,Found in reward or challenge,
SA,SA09,Survivor South Africa: Return of the Outcasts,9.0,,Hidden Immunity Idol,No clue existed,Found around camp,
UK,UK03,Survivor UK: 2023,3.0,,Extra Vote,Bought at Survivor Auction,,
UK,UK03,Survivor UK: 2023,3.0,,Hidden Immunity Idol,,Found around camp,Good for three Tribal Councils
UK,UK03,Survivor UK: 2023,3.0,,Hidden Immunity Idol,Bought at Survivor Auction,Found around camp,
UK,UK03,Survivor UK: 2023,3.0,,Hidden Immunity Idol,,,
NZ,NZ02,Survivor NZ: Thailand,2.0,,Hidden immunity idol,Someone shared clue,Found in reward or challenge,
NZ,NZ02,Survivor NZ: Thailand,2.0,,Hidden immunity idol,Found in reward or challenge,Found around camp,
NZ,NZ02,Survivor NZ: Thailand,2.0,,Hidden immunity idol,No clue existed,Found in reward or challenge,Valid only for the next Tribal Council
NZ,NZ02,Survivor NZ: Thailand,2.0,,Hidden immunity idol,Found in reward or challenge,Found around camp,
NZ,NZ02,Survivor NZ: Thailand,2.0,,Steal a vote,No clue existed,Found in reward or challenge,
