zip,False,True
93238,1391.0,252.0
93239,832.0,106.0
93240,4156.0,798.0
93241,8960.0,791.0
93242,2115.0,512.0
93243,1214.0,330.0
93244,375.0,138.0
93245,20551.0,3711.0
93246,446.0,54.0
93247,10715.0,1865.0
93249,1613.0,201.0
93250,8215.0,1328.0
93251,224.0,114.0
93252,841.0,229.0
93254,500.0,120.0
93255,437.0,76.0
93256,3269.0,689.0
93257,44855.0,6858.0
93258,1678.0,297.0
93260,138.0,43.0
93261,1585.0,210.0
93262,37.0,7.0
93263,12805.0,2827.0
93265,2974.0,845.0
93266,974.0,220.0
93267,3808.0,902.0
93268,9254.0,2242.0
93270,3993.0,814.0
93271,1808.0,400.0
93272,2433.0,791.0
93274,44692.0,7842.0
93275,535.0,166.0
93276,104.0,88.0
93277,31981.0,4396.0
93278,308.0,132.0
93279,469.0,167.0
93280,13304.0,2107.0
93283,1465.0,283.0
93285,1932.0,328.0
93286,6053.0,1029.0
93287,130.0,59.0
93290,440.0,210.0
93291,36186.0,5990.0
93292,26630.0,4673.0
93300,10.0,3.0
93301,9347.0,3439.0
93302,318.0,151.0
93303,326.0,217.0
93304,25935.0,2664.0
93305,17198.0,1992.0
93306,41477.0,5071.0
93307,47478.0,7694.0
93308,31146.0,11226.0
93309,34268.0,5068.0
93311,31381.0,5069.0
93312,37454.0,6930.0
93313,34742.0,7228.0
93314,21273.0,6011.0
93350,13.0,4.0
93380,879.0,867.0
93383,119.0,47.0
93384,704.0,152.0
93385,176.0,39.0
93386,301.0,78.0
93387,323.0,78.0
93388,161.0,137.0
93389,792.0,373.0
93390,508.0,365.0
93400,15.0,2.0
93401,21481.0,4597.0
93402,11255.0,1866.0
93403,392.0,133.0
93405,10321.0,1857.0
93406,572.0,202.0
93407,204.0,151.0
93408,172.0,172.0
93409,62.0,33.0
93410,38.0,3.0
93412,181.0,49.0
93420,24224.0,4903.0
93421,525.0,181.0
93422,25012.0,5005.0
93423,848.0,257.0
93424,1045.0,226.0
93426,1003.0,279.0
93427,4857.0,1010.0
93428,5344.0,1022.0
93429,101.0,21.0
93430,2466.0,562.0
93432,1167.0,431.0
93433,9641.0,1411.0
93434,5223.0,521.0
93435,43.0,10.0
93436,36323.0,4832.0
93437,1135.0,194.0
93438,544.0,154.0
93440,1414.0,275.0
93441,1129.0,310.0
93442,8659.0,1492.0
93443,310.0,77.0
93444,17585.0,3249.0
93445,5061.0,701.0
93446,34040.0,7557.0
93447,1485.0,619.0
93448,570.0,132.0
93449,6748.0,1184.0
93450,455.0,130.0
93451,3290.0,780.0
93452,425.0,89.0
93453,2296.0,693.0
93454,27549.0,3772.0
93455,33062.0,5611.0
93456,1543.0,534.0
93457,301.0,273.0
93458,38279.0,4070.0
93460,5210.0,1367.0
93461,1054.0,267.0
93463,6458.0,1270.0
93464,320.0,92.0
93465,8154.0,2131.0
93475,248.0,54.0
93483,310.0,63.0
93501,3228.0,618.0
93502,111.0,55.0
93504,216.0,43.0
93505,7041.0,905.0
93510,6785.0,1829.0
93512,215.0,55.0
93513,1546.0,260.0
93514,12168.0,2427.0
93515,648.0,171.0
93516,1256.0,184.0
93517,829.0,285.0
93518,864.0,234.0
93519,36.0,12.0
93522,55.0,10.0
93523,1435.0,236.0
93524,203.0,34.0
93526,818.0,203.0
93527,1731.0,452.0
93528,104.0,8.0
93529,641.0,120.0
93530,72.0,9.0
93531,455.0,137.0
93532,2087.0,388.0
93534,23188.0,2905.0
93535,45717.0,4755.0
93536,47296.0,6227.0
93539,632.0,132.0
93541,471.0,104.0
93542,22.0,4.0
93543,9881.0,1331.0
93544,794.0,120.0
93545,1750.0,316.0
93546,7871.0,1285.0
93549,367.0,91.0
93550,48955.0,4556.0
93551,39388.0,5263.0
93552,27614.0,2575.0
93553,1377.0,231.0
93554,69.0,13.0
93555,22604.0,3705.0
93556,430.0,103.0
93558,29.0,6.0
93560,13879.0,1766.0
93561,22845.0,4103.0
93562,967.0,222.0
93563,115.0,24.0
93581,785.0,185.0
93584,131.0,34.0
93586,81.0,27.0
93590,368.0,77.0
93591,4629.0,477.0
93592,172.0,63.0
93596,42.0,10.0
93599,112.0,23.0
93601,1645.0,284.0
93602,2666.0,660.0
93603,147.0,30.0
93604,606.0,129.0
93605,156.0,55.0
93606,943.0,93.0
93607,62.0,9.0
93608,681.0,89.0
93609,3892.0,944.0
93610,10632.0,2333.0
93611,31830.0,5203.0
93612,21045.0,2774.0
93613,876.0,181.0
93614,8860.0,1709.0
93615,3285.0,444.0
93616,1672.0,250.0
93618,18785.0,2365.0
93619,28475.0,5445.0
93620,6688.0,1318.0
93621,321.0,86.0
93622,6768.0,1353.0
93623,171.0,30.0
93624,564.0,174.0
93625,5462.0,1243.0
93626,1649.0,412.0
93627,143.0,94.0
93628,146.0,24.0
93630,12718.0,2488.0
93631,11224.0,2597.0
93633,50.0,6.0
93634,45.0,17.0
93635,29966.0,4734.0
93636,9604.0,2318.0
93637,25041.0,4494.0
93638,28709.0,3406.0
93639,286.0,116.0
93640,7897.0,1011.0
93641,307.0,69.0
93643,2509.0,477.0
93644,6992.0,1341.0
93645,297.0,121.0
93646,5981.0,712.0
93647,7095.0,739.0
93648,9169.0,949.0
93649,70.0,26.0
93650,2522.0,306.0
93651,1427.0,411.0
93652,368.0,51.0
93653,813.0,252.0
93654,19163.0,3039.0
93656,4022.0,1018.0
93657,24270.0,3822.0
93660,2647.0,379.0
93661,34.0,6.0
93662,19706.0,2955.0
93664,578.0,184.0
93665,411.0,42.0
93666,450.0,64.0
93667,1723.0,471.0
93668,826.0,150.0
93669,236.0,29.0
93670,94.0,10.0
93673,589.0,78.0
93675,2526.0,595.0
93700,48.0,18.0
93701,5025.0,680.0
93702,24920.0,2399.0
93703,18335.0,1748.0
93704,17183.0,2082.0
93705,19664.0,1742.0
93706,23359.0,4917.0
93707,29.0,7.0
93708,37.0,2.0
93709,52.0,57.0
93710,16265.0,1697.0
93711,27027.0,4131.0
93712,20.0,11.0
93714,29.0,23.0
93715,46.0,23.0
93716,22.0,2.0
93717,20.0,7.0
93718,20.0,
93720,30895.0,3932.0
93721,3081.0,1211.0
93722,51124.0,8440.0
93723,7571.0,1982.0
93724,16.0,5.0
93725,16959.0,4779.0
93726,22016.0,2085.0
93727,46912.0,6031.0
93728,8932.0,1048.0
93729,549.0,123.0
93730,8328.0,1286.0
93737,3766.0,696.0
93740,121.0,54.0
93744,195.0,62.0
93745,206.0,146.0
93747,230.0,59.0
93755,281.0,73.0
93771,32.0,17.0
93772,49.0,36.0
93773,33.0,10.0
93774,35.0,1.0
93775,34.0,43.0
93776,94.0,70.0
93777,53.0,149.0
93778,39.0,43.0
93779,29.0,19.0
93790,77.0,95.0
93791,29.0,12.0
93792,17.0,3.0
93793,12.0,6.0
93794,141.0,52.0
93900,10.0,2.0
93901,20190.0,3922.0
93902,853.0,478.0
93905,41810.0,4101.0
93906,41502.0,4324.0
93907,17893.0,3414.0
93908,10509.0,3017.0
93912,1391.0,561.0
93915,678.0,63.0
93920,1053.0,219.0
93921,2969.0,433.0
93922,1224.0,249.0
93923,8905.0,1727.0
93924,5430.0,1268.0
93925,1273.0,227.0
93926,6642.0,1216.0
93927,12615.0,1315.0
93928,118.0,20.0
93930,10401.0,1991.0
93932,459.0,160.0
93933,16300.0,2031.0
93940,20853.0,3592.0
93941,15.0,1.0
93942,997.0,257.0
93943,86.0,5.0
93944,303.0,34.0
93950,10520.0,1655.0
93953,4036.0,615.0
93954,197.0,35.0
93955,22874.0,2428.0
93960,12709.0,1834.0
93962,668.0,248.0
94000,41.0,7.0
94002,19629.0,3360.0
94003,59.0,57.0
94005,3839.0,926.0
94010,35988.0,9372.0
94011,485.0,92.0
94014,30245.0,3191.0
94015,40269.0,4694.0
94016,62.0,5.0
94017,363.0,34.0
94018,2739.0,573.0
94019,12332.0,2482.0
94020,1290.0,297.0
94021,147.0,37.0
94022,14803.0,3983.0
94023,418.0,72.0
94024,16687.0,4007.0
94025,27017.0,6087.0
94026,658.0,106.0
94027,5458.0,1397.0
94028,5265.0,1550.0
94030,16652.0,2360.0
94035,119.0,26.0
94036,158.0,33.0
94037,2163.0,519.0
94038,2272.0,433.0
94039,317.0,44.0
94040,21867.0,3658.0
94041,9375.0,1735.0
94042,411.0,67.0
94043,20856.0,4272.0
94044,28502.0,4337.0
94060,1206.0,311.0
94061,25738.0,3607.0
94062,20914.0,4614.0
94063,26735.0,3937.0
94064,690.0,117.0
94065,8650.0,1542.0
94066,32080.0,3983.0
94070,23372.0,5363.0
94074,206.0,90.0
94076,14.0,4.0
94080,111769.0,11819.0
94083,396.0,138.0
94085,16110.0,2136.0
94086,31263.0,4048.0
94087,36817.0,6153.0
94088,472.0,100.0
94089,16132.0,2134.0
94100,192.0,19.0
94101,18.0,2.0
94102,7082.0,1223.0
94103,10346.0,2244.0
94104,1372.0,562.0
94105,6696.0,7357.0
94106,20.0,2.0
94107,13469.0,3102.0
94108,3065.0,457.0
94109,17099.0,2265.0
94110,28308.0,4349.0
94111,1963.0,460.0
94112,42739.0,4744.0
94113,12.0,
94114,14756.0,2825.0
94115,14633.0,2035.0
94116,24513.0,3712.0
94117,14946.0,2503.0
94118,18301.0,3074.0
94119,272.0,30.0
94120,39.0,10.0
94121,19878.0,3110.0
94122,28447.0,4273.0
94123,12530.0,1607.0
94124,24844.0,8895.0
94125,39.0,4.0
94126,86.0,19.0
94127,11890.0,2116.0
94128,585.0,285.0
94129,1607.0,415.0
94130,852.0,198.0
94131,14832.0,2753.0
94132,13421.0,1861.0
94133,9024.0,1349.0
94134,23306.0,3059.0
94140,159.0,22.0
94141,205.0,79.0
94142,672.0,186.0
94143,115.0,68.0
94146,65.0,4.0
94147,150.0,28.0
94158,2468.0,550.0
94159,126.0,15.0
94163,,19.0
94164,73.0,25.0
94172,25.0,4.0
94188,439.0,79.0
94230,2.0,10.0
94232,7.0,4.0
94236,249.0,197.0
94240,,19.0
94244,910.0,950.0
94252,10.0,1.0
94283,251.0,106.0
94294,14.0,4.0
94295,14.0,2.0
94296,115.0,102.0
94297,91.0,11.0
94301,10224.0,2884.0
94302,297.0,52.0
94303,32720.0,5088.0
94304,1990.0,466.0
94305,3531.0,1022.0
94306,17351.0,3937.0
94309,241.0,37.0
94396,7.0,4.0
94400,28.0,5.0
94401,24576.0,2967.0
94402,19603.0,3229.0
94403,30672.0,4284.0
94404,24590.0,3824.0
94500,12.0,6.0
94501,38011.0,6106.0
94502,9917.0,1744.0
94503,16146.0,2256.0
94504,11.0,2.0
94505,11028.0,2182.0
94506,18541.0,2977.0
94507,13043.0,2354.0
94508,2140.0,442.0
94509,44053.0,5587.0
94510,22537.0,4901.0
94511,1510.0,274.0
94512,86.0,27.0
94513,45438.0,7889.0
94514,1203.0,488.0
94515,5381.0,1018.0
94516,209.0,33.0
94517,10099.0,1718.0
94518,19683.0,2613.0
94519,13629.0,1804.0
94520,27123.0,4953.0
94521,30691.0,3851.0
94522,361.0,75.0
94523,25025.0,3698.0
94524,551.0,215.0
94525,2439.0,402.0
94526,25797.0,4339.0
94528,930.0,173.0
94530,16349.0,2918.0
94531,30378.0,3578.0
94533,51143.0,6510.0
94534,31479.0,5074.0
94535,1797.0,215.0
94536,46133.0,6899.0
94537,514.0,119.0
94538,45191.0,7977.0
94539,35582.0,7998.0
94540,429.0,100.0
94541,44669.0,4854.0
94542,9699.0,1575.0
94543,142.0,26.0
94544,54263.0,6088.0
94545,26139.0,5013.0
94546,32793.0,4298.0
94547,19192.0,2388.0
94548,628.0,180.0
94549,20873.0,4021.0
94550,37936.0,7816.0
94551,31184.0,6033.0
94552,11680.0,1970.0
94553,38735.0,7096.0
94555,23033.0,4230.0
94556,10833.0,1869.0
94557,136.0,33.0
94558,50941.0,9406.0
94559,19976.0,3422.0
94560,34674.0,4602.0
94561,29896.0,4713.0
94562,269.0,125.0
94563,14176.0,3109.0
94564,14660.0,1983.0
94565,66203.0,7301.0
94566,32408.0,5791.0
94567,474.0,145.0
94568,39183.0,6735.0
94569,182.0,26.0
94570,162.0,19.0
94571,7581.0,1686.0
94572,6464.0,828.0
94573,534.0,227.0
94574,7025.0,1809.0
94575,97.0,14.0
94576,151.0,29.0
94577,35260.0,7473.0
94578,25648.0,2836.0
94579,16223.0,1626.0
94580,21576.0,2142.0
94581,674.0,157.0
94582,27289.0,4790.0
94583,28472.0,4914.0
94585,21587.0,2449.0
94586,966.0,241.0
94587,50637.0,6906.0
94588,25406.0,4304.0
94589,22006.0,2120.0
94590,25219.0,3162.0
94591,41600.0,4719.0
94592,653.0,185.0
94595,12173.0,2096.0
94596,16060.0,2555.0
94597,15250.0,2286.0
94598,19821.0,2901.0
94599,2220.0,436.0
94600,25.0,4.0
94601,29636.0,3019.0
94602,17721.0,2976.0
94603,21786.0,2395.0
94604,636.0,144.0
94605,26456.0,3201.0
94606,19956.0,2730.0
94607,12187.0,2746.0
94608,15777.0,2743.0
94609,10531.0,1772.0
94610,17188.0,3235.0
94611,24034.0,5382.0
94612,7577.0,2826.0
94613,82.0,18.0
94614,181.0,69.0
94615,9.0,5.0
94618,9680.0,2207.0
94619,15399.0,2347.0
94620,171.0,17.0
94621,20330.0,3363.0
94623,1267.0,308.0
94624,77.0,7.0
94661,67.0,12.0
94662,262.0,36.0
94700,12.0,1.0
94701,126.0,14.0
94702,9088.0,1902.0
94703,9398.0,1827.0
94704,5966.0,1016.0
94705,7872.0,1873.0
94706,10305.0,2038.0
94707,7863.0,2209.0
94708,6987.0,1876.0
94709,4772.0,905.0
94710,4883.0,1252.0
94712,55.0,13.0
94720,130.0,27.0
94800,9.0,3.0
94801,20369.0,2764.0
94802,539.0,119.0
94803,19010.0,2751.0
94804,27484.0,3752.0
94805,9571.0,1367.0
94806,41765.0,4410.0
94807,170.0,46.0
94808,42.0,6.0
94820,374.0,68.0
94900,29.0,3.0
94901,31073.0,5449.0
94902,8.0,8.0
94903,21487.0,3792.0
94904,8712.0,1631.0
94912,1100.0,215.0
94913,265.0,213.0
94914,205.0,57.0
94915,489.0,103.0
94920,9483.0,1734.0
94922,532.0,158.0
94923,1476.0,304.0
94924,989.0,249.0
94925,6952.0,1289.0
94927,439.0,154.0
94928,29195.0,5238.0
94929,144.0,48.0
94930,5960.0,1214.0
94931,6932.0,1760.0
94933,718.0,147.0
94937,720.0,229.0
94938,509.0,120.0
94939,5025.0,913.0
94940,125.0,49.0
94941,21057.0,4284.0
94942,573.0,99.0
94945,14070.0,2491.0
94946,520.0,179.0
94947,18910.0,2938.0
94948,975.0,261.0
94949,13341.0,2316.0
94950,98.0,25.0
94951,3767.0,1058.0
94952,25815.0,6064.0
94953,472.0,174.0
94954,29003.0,4950.0
94955,387.0,105.0
94956,1171.0,323.0
94957,1721.0,353.0
94960,10391.0,2069.0
94963,471.0,108.0
94964,334.0,55.0
94965,8146.0,1345.0
94966,479.0,90.0
94970,565.0,115.0
94971,318.0,92.0
94972,269.0,80.0
94973,1177.0,262.0
94975,462.0,192.0
94976,239.0,43.0
94977,212.0,29.0
94978,279.0,43.0
94979,299.0,54.0
95001,1000.0,193.0
95002,1677.0,334.0
95003,18717.0,3372.0
95004,3686.0,1125.0
95005,5073.0,965.0
95006,7506.0,1435.0
95007,573.0,92.0
95008,34012.0,6127.0
95009,274.0,46.0
95010,7583.0,1161.0
95011,573.0,94.0
95012,8564.0,1402.0
95013,135.0,60.0
95014,38770.0,7946.0
95015,574.0,93.0
95017,733.0,167.0
95018,6358.0,1184.0
95019,5746.0,635.0
95020,45699.0,8853.0
95021,1129.0,223.0
95023,40020.0,7281.0
95024,771.0,201.0
95026,12.0,
95030,10427.0,2397.0
95031,1015.0,192.0
95032,19550.0,4197.0
95033,7634.0,1818.0
95035,52929.0,7545.0
95036,557.0,73.0
95037,38037.0,8115.0
95038,1085.0,241.0
95039,1360.0,358.0
95041,461.0,68.0
95042,72.0,16.0
95043,447.0,196.0
95044,199.0,48.0
95045,3285.0,874.0
95046,5981.0,1451.0
95050,26216.0,4591.0
95051,41456.0,5604.0
95052,362.0,110.0
95053,69.0,31.0
95054,16723.0,3017.0
95055,498.0,49.0
95056,331.0,42.0
95060,28656.0,5952.0
95061,855.0,152.0
95062,25546.0,4155.0
95063,1014.0,193.0
95064,723.0,253.0
95065,6263.0,1097.0
95066,11481.0,2211.0
95067,557.0,97.0
95070,24454.0,5613.0
95071,120.0,19.0
95073,9092.0,1719.0
95075,549.0,199.0
95076,60678.0,8384.0
95077,1423.0,381.0
95100,44.0,11.0
95101,19.0,1.0
95103,51.0,11.0
95105,19.0,
95106,91.0,402.0
95108,89.0,4.0
95109,364.0,59.0
95110,14028.0,2360.0
95111,42996.0,4232.0
95112,35141.0,8337.0
95113,1679.0,333.0
95116,33752.0,3174.0
95117,19757.0,2369.0
95118,22453.0,3357.0
95119,7477.0,1301.0
95120,27901.0,5903.0
95121,28421.0,2878.0
95122,39622.0,3226.0
95123,46043.0,6504.0
95124,34410.0,5719.0
95125,36849.0,6168.0
95126,23151.0,3897.0
95127,46003.0,4948.0
95128,23201.0,3044.0
95129,26788.0,4261.0
95130,9164.0,1438.0
95131,23677.0,4233.0
95132,30544.0,3570.0
95133,20625.0,2958.0
95134,17572.0,3305.0
95135,14470.0,3005.0
95136,31988.0,4237.0
95138,12872.0,2629.0
95139,4932.0,746.0
95140,300.0,85.0
95141,48.0,8.0
95148,35450.0,4129.0
95150,637.0,118.0
95151,802.0,56.0
95152,247.0,33.0
95153,417.0,96.0
95154,341.0,81.0
95155,171.0,41.0
95156,446.0,40.0
95157,379.0,61.0
95158,351.0,55.0
95159,554.0,119.0
95160,250.0,80.0
95161,748.0,117.0
95164,146.0,26.0
95170,112.0,11.0
95172,67.0,5.0
95173,387.0,50.0
95192,30.0,42.0
95200,24.0,2.0
95201,425.0,242.0
95202,3211.0,1071.0
95203,8992.0,1075.0
95204,17837.0,1951.0
95205,23911.0,3428.0
95206,43053.0,5877.0
95207,27577.0,2857.0
95208,361.0,139.0
95209,27857.0,3023.0
95210,23153.0,1881.0
95211,65.0,13.0
95212,19915.0,2565.0
95213,377.0,371.0
95215,16331.0,3841.0
95219,18866.0,2348.0
95220,5453.0,1667.0
95221,1131.0,319.0
95222,3989.0,894.0
95223,4780.0,799.0
95224,546.0,106.0
95225,908.0,215.0
95226,91.0,8.0
95227,644.0,294.0
95228,4792.0,1025.0
95229,43.0,11.0
95230,560.0,190.0
95231,2480.0,764.0
95232,305.0,52.0
95233,441.0,70.0
95234,186.0,50.0
95236,4022.0,1278.0
95237,2590.0,582.0
95240,30762.0,5591.0
95241,733.0,361.0
95242,19083.0,3349.0
95245,1873.0,442.0
95246,1863.0,443.0
95247,4406.0,836.0
95248,562.0,92.0
95249,3784.0,972.0
95251,611.0,170.0
95252,13573.0,2830.0
95253,328.0,90.0
95254,679.0,175.0
95255,2028.0,332.0
95257,501.0,91.0
95258,3384.0,528.0
95267,289.0,68.0
95269,581.0,74.0
95301,25872.0,4067.0
95303,667.0,254.0
95304,10774.0,2731.0
95305,419.0,78.0
95306,932.0,254.0
95307,30321.0,4926.0
95309,218.0,52.0
95310,2244.0,385.0
95311,2320.0,428.0
95312,233.0,49.0
95313,1007.0,297.0
95315,8864.0,1227.0
95316,4912.0,1212.0
95317,642.0,234.0
95318,424.0,59.0
95319,1456.0,199.0
95320,9507.0,2707.0
95321,4175.0,767.0
95322,6884.0,1351.0
95323,888.0,365.0
95324,5222.0,1536.0
95325,107.0,42.0
95326,7270.0,1807.0
95327,5618.0,1090.0
95328,2638.0,357.0
95329,2464.0,624.0
95330,16821.0,3241.0
95333,1910.0,483.0
95334,10821.0,1968.0
95335,530.0,87.0
95336,33466.0,5403.0
95337,27203.0,4915.0
95338,10912.0,2144.0
95340,21523.0,3386.0
95341,18406.0,2482.0
95343,39.0,29.0
95344,345.0,143.0
95345,757.0,97.0
95346,1348.0,204.0
95347,91.0,28.0
95348,17698.0,2266.0
95350,33022.0,3989.0
95351,29689.0,3385.0
95352,429.0,273.0
95353,638.0,483.0
95354,16351.0,2687.0
95355,38730.0,4576.0
95356,23892.0,3916.0
95357,9130.0,1758.0
95358,22410.0,4282.0
95360,8873.0,1438.0
95361,23269.0,6203.0
95363,18804.0,3053.0
95364,319.0,88.0
95365,3018.0,343.0
95366,12773.0,3203.0
95367,16569.0,2060.0
95368,10225.0,1512.0
95369,650.0,171.0
95370,24025.0,4472.0
95372,2204.0,351.0
95373,257.0,76.0
95374,1229.0,383.0
95375,75.0,14.0
95376,37342.0,5205.0
95377,23051.0,3832.0
95378,403.0,177.0
95379,3599.0,668.0
95380,26916.0,5335.0
95381,886.0,465.0
95382,24214.0,3742.0
95383,4713.0,727.0
95385,254.0,81.0
95386,6710.0,1339.0
95387,760.0,248.0
95388,8628.0,1186.0
95389,883.0,93.0
95391,10202.0,1988.0
95400,11.0,
95401,26267.0,4468.0
95402,1330.0,400.0
95403,29198.0,5347.0
95404,26676.0,4682.0
95405,15728.0,2609.0
95406,465.0,187.0
95407,29944.0,5445.0
95409,19622.0,3371.0
95410,898.0,251.0
95412,254.0,92.0
95415,1402.0,290.0
95416,1567.0,130.0
95417,154.0,26.0
95418,435.0,239.0
95419,318.0,56.0
95420,180.0,62.0
95421,1445.0,423.0
95422,11674.0,1377.0
95423,3726.0,613.0
95424,424.0,58.0
95425,10449.0,1957.0
95426,1778.0,340.0
95427,397.0,117.0
95428,1948.0,489.0
95429,89.0,16.0
95430,249.0,56.0
95431,192.0,41.0
95432,362.0,112.0
95433,685.0,91.0
95435,448.0,64.0
95436,6014.0,1122.0
95437,11627.0,2403.0
95439,854.0,210.0
95440,22.0,1.0
95441,2705.0,712.0
95442,2650.0,531.0
95443,296.0,26.0
95444,828.0,248.0
95445,2646.0,574.0
95446,4839.0,786.0
95448,17530.0,3561.0
95449,1371.0,361.0
95450,400.0,95.0
95451,10818.0,1883.0
95452,1227.0,297.0
95453,10663.0,1966.0
95454,2396.0,653.0
95456,636.0,155.0
95457,3646.0,816.0
95458,2342.0,316.0
95459,470.0,117.0
95460,2540.0,589.0
95461,3512.0,935.0
95462,1179.0,219.0
95463,133.0,34.0
95464,2138.0,249.0
95465,2142.0,516.0
95466,1261.0,282.0
95467,4648.0,898.0
95468,1155.0,270.0
95469,1761.0,511.0
95470,5183.0,1314.0
95471,426.0,56.0
95472,21721.0,5773.0
95473,636.0,222.0
95476,25664.0,5020.0
95480,106.0,37.0
95481,907.0,116.0
95482,24490.0,4685.0
95485,2369.0,485.0
95486,121.0,17.0
95487,363.0,86.0
95488,171.0,50.0
95489,12.0,
95490,11130.0,2263.0
95492,20661.0,3993.0
95493,230.0,63.0
95494,350.0,75.0
95497,564.0,142.0
95501,15256.0,2931.0
95502,1384.0,319.0
95503,16795.0,3410.0
95511,238.0,76.0
95514,168.0,78.0
95518,906.0,229.0
95519,12674.0,2945.0
95521,11334.0,2390.0
95524,1655.0,447.0
95525,1501.0,405.0
95526,465.0,132.0
95527,322.0,95.0
95528,807.0,249.0
95531,13999.0,2844.0
95534,266.0,62.0
95536,2308.0,734.0
95537,277.0,50.0
95538,184.0,50.0
95540,10269.0,2435.0
95542,2195.0,627.0
95543,545.0,114.0
95545,146.0,65.0
95546,1647.0,408.0
95547,1050.0,328.0
95548,758.0,202.0
95549,617.0,234.0
95550,153.0,142.0
95551,1182.0,301.0
95552,298.0,118.0
95553,795.0,200.0
95554,384.0,125.0
95555,271.0,91.0
95556,383.0,77.0
95558,383.0,99.0
95559,193.0,36.0
95560,2309.0,610.0
95562,2341.0,476.0
95563,506.0,130.0
95564,282.0,64.0
95565,610.0,118.0
95567,1538.0,272.0
95568,147.0,14.0
95569,187.0,80.0
95570,2004.0,531.0
95571,213.0,45.0
95573,1434.0,422.0
95585,407.0,105.0
95587,179.0,46.0
95589,1170.0,346.0
95595,197.0,63.0
95601,270.0,54.0
95602,14719.0,2896.0
95603,21712.0,4296.0
95604,1924.0,497.0
95605,11065.0,2341.0
95606,281.0,119.0
95607,260.0,88.0
95608,41068.0,5610.0
95609,875.0,133.0
95610,29522.0,4005.0
95611,606.0,66.0
95612,1087.0,290.0
95613,375.0,100.0
95614,3435.0,788.0
95615,718.0,147.0
95616,20237.0,4451.0
95617,779.0,265.0
95618,15932.0,3501.0
95619,4166.0,906.0
95620,15884.0,3973.0
95621,28680.0,3589.0
95623,3989.0,796.0
95624,46460.0,6689.0
95625,252.0,48.0
95626,4537.0,990.0
95627,2790.0,543.0
95628,31586.0,4326.0
95629,1080.0,293.0
95630,49876.0,7299.0
95631,5371.0,1096.0
95632,22464.0,4141.0
95633,2764.0,497.0
95634,2853.0,609.0
95635,990.0,208.0
95636,830.0,140.0
95637,265.0,104.0
95638,1857.0,569.0
95639,214.0,24.0
95640,7288.0,1593.0
95641,1510.0,287.0
95642,7375.0,1495.0
95645,1183.0,218.0
95646,153.0,20.0
95648,37303.0,6897.0
95650,11185.0,2813.0
95651,753.0,207.0
95652,1418.0,1431.0
95653,425.0,54.0
95654,30.0,7.0
95655,2881.0,653.0
95656,487.0,120.0
95658,5886.0,1584.0
95659,526.0,222.0
95660,20466.0,3492.0
95661,26182.0,5516.0
95662,24340.0,3919.0
95663,2412.0,676.0
95664,1139.0,305.0
95665,4716.0,821.0
95666,5834.0,1048.0
95667,30279.0,6521.0
95668,716.0,629.0
95669,2711.0,679.0
95670,36318.0,4599.0
95671,116.0,30.0
95672,4022.0,833.0
95673,11098.0,2341.0
95674,748.0,315.0
95675,409.0,51.0
95676,360.0,144.0
95677,20284.0,3591.0
95678,30185.0,4441.0
95679,85.0,24.0
95680,125.0,28.0
95681,1061.0,229.0
95682,24121.0,4379.0
95683,5031.0,955.0
95684,2560.0,516.0
95685,4595.0,859.0
95686,783.0,143.0
95687,43216.0,6079.0
95688,29183.0,5672.0
95689,1627.0,280.0
95690,1954.0,417.0
95691,26084.0,6366.0
95692,3474.0,773.0
95693,5746.0,1703.0
95694,7563.0,1815.0
95695,26242.0,4645.0
95696,932.0,231.0
95697,481.0,111.0
95698,218.0,101.0
95699,117.0,29.0
95701,826.0,181.0
95702,9.0,3.0
95703,1615.0,316.0
95705,22.0,5.0
95709,4313.0,760.0
95712,541.0,116.0
95713,6705.0,1271.0
95714,310.0,53.0
95715,91.0,15.0
95717,193.0,51.0
95720,87.0,19.0
95722,4535.0,869.0
95724,53.0,11.0
95726,7007.0,1120.0
95728,426.0,79.0
95730,11.0,5.0
95732,9.0,5.0
95734,13.0,5.0
95735,74.0,10.0
95736,1032.0,193.0
95741,559.0,262.0
95742,14257.0,3054.0
95746,18254.0,3313.0
95747,46241.0,7136.0
95757,33169.0,3887.0
95758,43610.0,5221.0
95759,536.0,119.0
95762,34218.0,5843.0
95763,723.0,154.0
95765,25996.0,4038.0
95776,17541.0,3539.0
95798,216.0,48.0
95800,351.0,193.0
95802,24.0,22.0
95803,3.0,12.0
95810,25.0,22.0
95811,5689.0,1937.0
95812,549.0,317.0
95813,166.0,46.0
95814,7502.0,2920.0
95815,14458.0,2201.0
95816,16305.0,8949.0
95817,7511.0,1213.0
95818,14441.0,2227.0
95819,11949.0,1832.0
95820,21502.0,2329.0
95821,23159.0,2857.0
95822,29573.0,3923.0
95823,45438.0,3828.0
95824,17662.0,1578.0
95825,18678.0,2150.0
95826,23656.0,4120.0
95827,15503.0,3840.0
95828,43537.0,5602.0
95829,21465.0,3262.0
95830,745.0,237.0
95831,29644.0,3256.0
95832,6780.0,625.0
95833,23797.0,2681.0
95834,19027.0,5074.0
95835,24306.0,3244.0
95836,19.0,10.0
95837,350.0,166.0
95838,23918.0,3773.0
95841,12797.0,1976.0
95842,19419.0,2598.0
95843,30028.0,4837.0
95851,112.0,299.0
95852,260.0,135.0
95853,102.0,5.0
95860,284.0,52.0
