,zip,toyota,honda,ford,chevrolet,nissan,bmw,hyundai,lexus,mercedes_benz,kia,total
1179,95126,2696,1892,1208,652,980,664,594,520,578,267,14727
1180,95127,6208,4057,1904,1660,1996,634,859,1038,665,464,24765
1181,95128,2857,1875,1133,674,909,560,523,540,496,223,13454
1182,95129,4705,3312,568,476,861,990,525,1203,1014,126,18517
1183,95130,1293,900,303,138,281,228,176,208,162,26,4963
1184,95131,3749,2751,1930,772,859,816,391,1079,820,120,16990
1185,95132,5273,3705,746,486,936,662,541,1344,717,153,18392
1186,95133,3293,2315,1130,363,708,507,386,758,511,134,12515
1187,95134,2371,2471,545,198,713,1152,458,392,736,108,13591
1188,95135,2033,1766,390,341,459,558,292,897,608,49,9858
1189,95136,4433,3380,1508,1036,1441,906,950,927,752,406,21571
1190,95138,1699,1302,367,273,386,643,277,793,806,66,9009
1191,95139,450,437,227,62,140,12,62,30,16,16,1862
1192,95148,5561,4239,791,781,1134,750,642,1716,1083,232,21348
1193,95151,26,11,0,0,0,0,0,0,0,0,37
1194,95161,0,12,0,0,0,0,0,0,0,0,12
1195,95201,0,0,0,20,0,0,0,0,0,0,45
1196,95202,92,153,496,265,138,0,36,0,0,0,1237
1197,95203,656,756,464,628,432,12,314,0,11,125,3678
1198,95204,1522,1490,892,1384,873,108,622,51,244,448,9362
1199,95205,1718,1923,1505,2005,1209,77,575,24,62,344,11477
1200,95206,4686,4391,2657,2885,2291,294,1085,275,439,671,25429
1201,95207,2877,2660,1438,1898,1468,191,1022,249,425,573,15978
1202,95208,0,0,0,34,0,0,0,0,0,0,48
1203,95209,3446,3293,1336,1772,1244,328,856,453,566,512,17537
1204,95210,2823,2750,865,1162,1175,174,611,227,224,359,12220
1205,95212,3080,2449,683,990,751,269,466,386,471,245,12079
1206,95213,0,0,13,0,0,0,0,0,0,0,101
1207,95215,1156,1026,1151,1572,670,22,323,27,46,216,7974
1208,95219,2305,2128,959,1135,771,349,560,496,832,346,12427
1209,95220,364,336,297,451,100,0,25,0,0,23,1795
1210,95222,249,141,151,148,13,0,11,0,0,0,951
1211,95223,262,37,183,43,11,0,0,0,0,0,1058
1212,95227,0,0,11,0,0,0,0,0,0,0,11
1213,95228,256,165,258,210,44,0,46,11,0,11,1215
1214,95231,175,170,88,107,31,0,12,0,0,0,767
1215,95236,162,217,268,530,54,0,11,0,0,0,1361
1216,95237,175,159,60,135,22,0,11,0,0,0,573
1217,95240,2971,2736,2031,2547,1205,215,720,198,275,441,17406
1218,95241,0,0,0,14,0,0,0,0,0,0,55
1219,95242,2030,1895,1152,1715,667,234,525,313,340,340,12067
1220,95245,63,0,0,0,0,0,0,0,0,0,88
1221,95246,44,12,12,0,0,0,0,0,0,0,79
1222,95247,236,131,210,43,0,0,0,0,0,0,1033
1223,95249,212,42,253,118,0,0,22,0,0,0,707
1224,95252,896,646,1045,833,381,13,268,11,0,179,5656
1225,95255,37,0,11,0,0,0,0,0,0,0,62
1226,95258,245,246,103,187,53,0,13,0,11,0,910
1227,95269,0,11,0,0,0,0,0,0,0,0,23
1228,95301,2828,1858,1787,1960,1276,127,653,236,177,475,14723
1229,95304,1059,813,962,689,412,128,309,140,250,99,6082
1230,95307,3191,2262,1839,2358,1837,184,786,290,345,455,18050
1231,95310,63,0,26,0,0,0,0,0,0,0,140
1232,95311,26,0,14,0,0,0,0,0,0,0,54
1233,95313,0,0,0,46,0,0,0,0,0,0,46
1234,95315,835,669,330,616,539,0,103,0,0,74,3598
1235,95316,353,235,368,444,133,0,79,0,0,0,1822
1236,95317,11,0,0,0,0,0,0,0,0,0,11
1237,95319,22,0,0,15,12,0,0,0,0,0,49
1238,95320,585,538,1098,984,298,12,190,24,24,147,4620
1239,95321,235,91,177,62,0,0,0,0,0,11,781
1240,95322,474,392,451,544,318,0,114,13,0,40,2761
1241,95323,0,0,0,23,0,0,0,0,0,0,23
1242,95324,326,246,345,494,206,0,71,0,0,23,2150
1243,95326,583,407,608,778,281,0,159,23,0,75,3399
1244,95327,288,82,281,257,82,0,30,0,0,0,1305
1245,95328,306,154,68,151,134,0,27,0,0,0,853
1246,95329,66,26,95,23,0,0,25,0,0,0,271
1247,95330,2511,2075,968,1024,1030,251,520,237,362,358,12626
1248,95333,149,31,25,94,24,0,0,0,0,12,335
1249,95334,1115,1027,392,780,682,59,182,51,71,86,5554
1250,95336,3297,2644,2579,2367,1590,276,1027,340,366,941,20616
1251,95337,3542,2958,2061,2013,1521,399,985,441,581,759,20995
1252,95338,763,414,547,440,245,0,124,0,0,78,3486
1253,95340,2358,1437,1799,1395,973,150,638,241,226,402,12320
1254,95341,2002,1232,1083,1397,1114,41,453,48,23,301,9106
1255,95346,11,0,0,0,0,0,0,0,0,0,57
1256,95348,2422,1511,1028,1193,995,93,628,184,162,372,10544
1257,95350,3240,2157,2121,2135,1734,289,1163,328,284,754,18762
1258,95351,2672,2098,1419,2012,1764,144,613,235,160,381,14429
1259,95352,0,0,0,38,0,0,0,0,0,0,68
1260,95353,0,0,145,0,0,0,0,0,0,0,187
1261,95354,1388,957,1090,1130,856,91,478,81,66,341,8210
1262,95355,4544,3036,2302,2667,2052,511,1512,760,539,852,25172
1263,95356,2593,1729,2848,1458,1132,422,727,642,547,438,16191
1264,95357,884,548,561,670,487,39,258,82,45,148,4303
1265,95358,2001,1461,2021,2052,1145,94,464,168,109,252,12010
1266,95360,745,555,531,944,423,12,225,0,0,129,4058
1267,95361,1892,1058,2669,2850,791,170,599,239,250,391,14827
1268,95363,1935,1425,1374,1999,883,165,454,90,219,269,10938
1269,95365,237,237,11,140,94,0,0,0,0,0,730
1270,95366,1171,921,1182,1235,458,140,388,220,149,254,8195
1271,95367,1686,1150,821,1298,973,118,532,197,126,327,9010
1272,95368,1057,784,584,692,566,13,285,55,29,205,4970
1273,95370,1715,758,1757,1342,479,71,290,126,27,239,10170
1274,95372,50,0,27,12,0,0,0,0,0,0,207
1275,95374,0,15,0,12,0,0,0,0,0,0,27
1276,95376,4536,3511,2463,1991,2029,420,1367,377,467,550,22866
1277,95377,3674,2936,1331,1036,1189,474,845,462,607,272,16799
1278,95379,189,13,119,54,0,0,0,0,0,0,644
1279,95380,2477,1663,2119,2275,1276,114,688,218,191,397,15721
1280,95381,0,0,13,111,0,0,0,0,0,0,148
1281,95382,2897,1997,1655,1733,1068,337,774,432,367,390,16012
1282,95383,264,30,177,83,11,0,0,0,0,0,1112
1283,95386,517,304,407,601,348,0,153,0,0,94,2731
1284,95387,0,0,0,12,0,0,0,0,0,0,12
1285,95388,835,572,381,636,480,0,134,0,0,69,3473
1286,95389,0,0,0,0,0,0,0,0,0,0,23
1287,95391,2221,1998,407,438,633,397,382,341,438,113,9197
1288,95401,2902,2298,1580,1110,1356,325,646,257,279,367,14313
1289,95402,40,13,11,0,0,0,0,0,0,0,64
1290,95403,3660,2895,2483,1401,1521,467,714,547,502,451,19072
1291,95404,3025,2345,1329,972,1195,601,580,628,520,371,15732
1292,95405,1921,1399,706,540,643,290,354,323,281,177,8819
1293,95407,3239,2728,2005,1741,1753,366,639,276,389,352,17028
1294,95409,2530,1914,1023,569,711,372,509,637,413,220,11785
1295,95415,158,22,0,0,0,0,0,0,0,0,180
1296,95416,0,29,0,0,0,0,0,0,0,0,29
1297,95418,0,0,0,0,0,0,0,0,0,0,57
1298,95421,11,0,0,0,0,0,0,0,0,0,37
1299,95422,682,410,420,522,432,0,125,0,0,135,3227
1300,95423,190,22,80,63,36,0,0,0,0,0,404
1301,95425,911,787,547,367,327,52,156,14,15,84,3964
1302,95426,55,0,27,0,0,0,0,0,0,0,110
1303,95428,210,12,11,0,0,0,0,0,0,0,233
1304,95436,521,311,163,0,86,0,45,0,0,12,1387
1305,95437,1335,589,447,327,283,15,99,0,0,37,4220
1306,95439,0,0,0,0,42,0,0,0,0,0,42
1307,95441,123,11,105,0,0,0,0,0,0,0,251
1308,95442,149,87,26,11,0,15,0,0,0,0,375
1309,95445,214,51,0,0,0,0,0,0,0,0,330
1310,95446,437,199,51,62,85,0,11,0,0,0,970
1311,95448,1389,927,909,596,494,333,210,266,330,91,7827
1312,95449,77,28,0,0,0,0,0,0,0,0,117
1313,95451,800,496,431,509,292,13,134,0,14,96,3628
1314,95452,11,0,0,0,0,0,0,0,0,0,22
1315,95453,797,492,566,563,212,15,106,11,0,56,3536
1316,95454,283,11,0,0,0,0,0,0,0,0,412
1317,95457,147,40,145,71,40,0,0,0,0,0,454
1318,95458,94,42,22,13,23,0,0,0,0,0,194
1319,95460,216,91,0,0,0,0,0,0,0,0,400
1320,95461,183,127,104,33,39,0,0,0,0,0,533
1321,95462,12,0,0,0,0,0,0,0,0,0,12
1322,95464,43,0,0,38,22,0,0,0,0,0,103
1323,95465,121,56,0,0,0,0,0,0,0,0,228
1324,95466,91,0,0,0,0,0,0,0,0,0,91
1325,95467,336,351,235,143,181,0,74,0,0,26,1528
1326,95468,34,0,0,0,0,0,0,0,0,0,34
1327,95469,151,13,0,0,0,0,0,0,0,0,164
1328,95470,566,363,139,137,11,0,0,0,0,0,1540
1329,95472,3012,1638,1187,813,754,288,358,338,254,219,12136
1330,95476,2841,1781,1177,1575,833,601,355,531,562,257,14521
1331,95481,11,0,0,0,0,0,0,0,0,0,11
1332,95482,3377,1995,1179,1135,586,181,298,156,198,153,12837
1333,95485,122,59,0,24,11,0,0,0,0,0,216
1334,95490,1320,658,504,306,220,11,89,0,0,14,4208
1335,95492,2171,1873,1358,1006,902,391,505,397,368,275,12648
1336,95501,1384,759,1146,629,740,49,342,0,0,291,6678
1337,95502,0,0,11,0,0,0,0,0,0,0,11
1338,95503,1726,940,911,677,802,109,364,31,23,330,7653
1339,95518,13,0,0,0,0,0,0,0,0,0,13
1340,95519,1627,842,696,579,555,43,242,0,0,257,5946
1341,95521,1371,790,472,279,433,35,233,0,0,182,4765
1342,95524,124,33,0,0,0,0,0,0,0,0,206
1343,95525,77,0,0,0,0,0,0,0,0,0,77
1344,95528,24,0,0,0,0,0,0,0,0,0,24
1345,95531,1028,489,645,819,418,13,189,0,0,226,5680
1346,95536,184,44,64,0,0,0,0,0,0,0,303
1347,95540,964,512,673,423,484,55,197,0,0,147,4356
1348,95542,273,0,0,0,0,0,0,0,0,0,341
1349,95546,225,13,52,29,66,0,0,0,0,0,385
1350,95547,11,0,0,0,0,0,0,0,0,0,11
1351,95549,13,0,0,0,0,0,0,0,0,0,13
1352,95550,0,0,31,0,0,0,0,0,0,0,84
1353,95551,45,0,0,0,0,0,0,0,0,0,45
1354,95553,34,0,0,0,0,0,0,0,0,0,34
1355,95554,13,0,0,0,0,0,0,0,0,0,13
1356,95560,285,11,0,0,0,0,0,0,0,0,349
1357,95562,192,12,14,11,25,0,0,0,0,0,267
1358,95567,58,0,0,0,0,0,0,0,0,0,58
1359,95570,156,53,11,0,0,0,0,0,0,0,323
1360,95573,122,0,0,0,0,0,0,0,0,0,122
1361,95589,110,0,0,0,0,0,0,0,0,0,132
1362,95602,1676,1039,1009,479,391,119,274,189,139,125,7367
1363,95603,2744,1629,1755,974,574,208,451,282,199,266,12007
1364,95604,169,13,0,0,0,0,0,0,0,0,250
1365,95605,1003,588,2415,973,438,33,173,35,74,136,7739
1366,95608,5509,3543,2797,1363,1819,525,1320,1053,729,762,26023
1367,95610,3475,2183,2076,1225,1646,213,1076,378,283,707,16915
1368,95614,284,219,166,16,16,0,0,0,0,0,916
1369,95616,3362,2898,1032,614,727,264,403,296,217,261,13263
1370,95617,0,0,14,0,0,0,0,0,0,0,14
1371,95618,2590,2328,1151,549,519,310,267,365,329,141,11960
1372,95619,404,266,115,0,94,0,38,0,0,0,1078
1373,95620,1518,1431,1639,977,819,68,284,59,108,265,9458
1374,95621,3398,2194,2155,1205,1573,189,1119,259,210,676,16355
1375,95623,369,239,154,23,41,0,12,0,0,0,1049
1376,95624,7131,4806,3079,1852,2586,762,1057,1190,921,869,32385
1377,95626,384,217,241,104,187,0,61,0,0,44,1285
1378,95627,217,224,189,39,130,0,14,0,0,0,813
1379,95628,4067,2630,2131,1014,1180,476,967,790,591,628,19421
1380,95630,7721,6164,3967,1592,2080,1165,1671,1507,1499,989,38878
1381,95631,411,243,254,96,54,0,38,0,0,15,1635
1382,95632,2207,1809,1611,1651,1232,171,551,125,129,440,12970
1383,95633,226,73,52,11,0,0,0,0,0,0,459
1384,95634,176,37,24,0,0,0,0,0,0,0,336
1385,95635,11,0,0,0,0,0,0,0,0,0,22
1386,95638,51,48,84,37,0,0,0,0,0,0,243
1387,95640,564,379,554,353,220,0,134,0,0,115,2798
1388,95641,12,23,13,0,0,0,11,0,0,0,59
1389,95642,550,291,458,267,190,0,76,0,0,36,2324
1390,95645,11,0,0,11,0,0,0,0,0,0,22
1391,95648,5113,3199,3442,1759,1759,495,1522,1291,795,769,27521
1392,95650,1149,585,1104,386,322,100,236,205,205,124,5959
1393,95651,11,0,0,0,0,0,0,0,0,0,48
1394,95652,101,0,628,496,64,0,0,0,0,0,1527
1395,95655,348,215,246,56,135,0,50,0,16,0,1189
1396,95658,581,294,425,92,83,11,51,27,0,0,2048
1397,95660,2550,1260,1682,1032,1262,123,572,119,132,442,11056
1398,95661,3237,1891,3015,1365,1429,444,924,753,560,411,18391
1399,95662,2910,1617,1789,943,951,192,737,318,241,459,13172
1400,95663,232,82,105,26,12,0,12,0,0,0,504
1401,95664,56,0,0,0,0,0,0,0,0,0,79
1402,95665,306,129,190,80,34,0,15,0,0,22,984
1403,95666,302,168,312,114,85,0,17,0,0,0,1513
1404,95667,3707,1790,3105,959,929,146,492,233,264,393,16926
1405,95668,0,0,245,0,0,0,0,0,0,0,308
1406,95669,218,37,108,11,11,0,0,0,0,0,422
1407,95670,5035,3258,2302,1271,1899,503,1267,746,695,826,23073
1408,95672,376,249,185,36,26,0,11,11,23,12,1181
1409,95673,1129,578,807,574,540,37,223,35,11,163,4798
1410,95674,0,0,11,0,0,0,0,0,0,0,11
1411,95676,0,0,11,0,0,0,0,0,0,0,11
1412,95677,2681,1537,1848,912,900,304,713,376,461,373,13421
