date, pm25, pm10, o3, no2, so2, co
2020/9/18, 30, 25, 29, 16, 1, 4
2020/9/19, 46, 38, 69, 17, , 4
2020/9/20, 57, 27, 40, 12, , 3
2020/9/21, 45, 50, 76, 18, 2, 6
2020/9/22, 112, 43, 36, 18, 1, 5
2020/9/23, 84, 51, 29, 18, 1, 10
2020/9/24, 114, 26, 47, 13, , 6
2020/9/25, 97, 44, 60, 19, , 7
2020/9/26, 122, 60, 81, 21, , 7
2020/9/27, 151, 55, 72, 22, , 7
2020/9/28, 155, 70, 73, 22, 1, 8
2020/9/29, 167, 18, 26, 9, , 4
2020/9/30, 62, 30, 23, 13, , 3
2020/10/1, 67, 51, 24, 15, , 5
2020/4/2, 35, 35, 35, 10, 1, 2
2020/4/3, 60, 38, 40, 11, 1, 2
2020/4/4, 63, 113, 38, 5, 1, 2
2020/4/5, 83, 67, 43, 14, 2, 4
2020/4/6, 86, 93, 55, 26, 3, 5
2020/4/7, 152, 83, 37, 21, 3, 5
2020/4/8, 126, 53, 33, 15, 3, 4
2020/4/9, 76, 46, 38, 8, 1, 4
2020/4/10, 103, 47, 53, 11, , 3
2020/4/11, 117, 39, 43, 9, , 3
2020/4/12, 79, 45, 44, 6, , 1
2020/4/13, 69, 60, 44, 17, 1, 4
2020/4/14, 88, 81, 82, 23, 3, 5
2020/4/15, 153, 74, 77, 13, 2, 4
2020/4/16, 151, 66, 43, 5, , 3
2020/4/17, 83, 40, 58, 6, , 3
2020/4/18, 80, 43, 56, 10, , 2
2020/4/19, 100, 49, 74, 8, , 3
2020/4/20, 122, 30, 38, 2, , 1
2020/4/21, 39, 33, 35, 2, , 1
2020/4/22, 40, 22, 36, 2, , 1
2020/4/23, 36, 20, 36, 3, , 1
2020/4/24, 35, 98, 41, 6, , 1
2020/4/25, 65, 53, 39, 3, , 1
2020/4/26, 55, 32, 40, 11, , 2
2020/4/27, 94, 60, 58, 14, 2, 10
2020/4/28, 141, 82, 100, 18, 3, 6
2020/4/29, 157, 84, 115, 12, 3, 5
2020/4/30, 150, 93, 142, 25, 5, 9
2020/5/1, 185, 95, 146, 25, 3, 11
2020/5/2, 189, 65, 101, 8, 1, 5
2020/5/3, 149, 58, 38, 12, 2, 10
2020/5/4, 143, 49, 21, 11, 2, 6
2020/5/5, 109, 48, 33, 12, , 5
2020/5/6, 150, 53, 92, 15, 1, 6
2020/5/7, 160, 61, 36, 16, 4, 12
2020/5/8, 160, 26, 40, 8, , 8
2020/5/9, 107, 42, 26, 11, , 5
2020/5/10, 100, 52, 35, 9, , 4
2020/5/11, 72, 101, 42, 4, , 1
2020/5/12, 54, 87, 43, 5, , 1
2020/5/13, 63, 124, 86, 16, 2, 5
2020/5/14, 108, 70, 91, 11, 1, 5
2020/5/15, 95, 49, 45, 10, , 5
2020/5/16, 115, 55, 29, 13, , 6
2020/5/17, 124, 65, 31, 17, , 2
2020/5/18, 66, 42, 36, 5, , 1
2020/5/19, 41, 46, 65, 11, , 2
2020/5/20, 68, 42, 109, 10, 1, 4
2020/5/21, 69, 69, 56, 13, 3, 13
2020/5/22, 163, 41, 73, 9, , 8
2020/5/23, 124, 19, 36, 6, , 2
2020/5/24, 26, 21, 53, 9, 1, 2
2020/5/25, 39, 30, 33, 13, , 2
2020/5/26, 43, 22, 50, 9, , 2
2020/5/27, 41, 20, 44, 6, , 2
2020/5/28, 34, 60, 100, 18, 2, 7
2020/5/29, 112, 67, 117, 14, 5, 11
2020/5/30, 150, 60, 87, 12, 3, 9
2020/5/31, 129, 17, 37, 8, , 2
2020/6/1, 56, 54, 90, 17, 1, 4
2020/6/2, 78, 55, 77, 13, , 3
2020/6/3, 80, 154, 85, 18, , 3
2020/6/4, 127, 39, 55, 13, 1, 2
2020/6/5, 42, 36, 81, 7, 2, 4
2020/6/6, 54, 50, 113, 12, 3, 6
2020/6/7, 80, 71, 146, 13, 3, 6
2020/6/8, 96, 84, 104, 13, 2, 5
2020/6/9, 134, 72, 55, 10, 3, 7
2020/6/10, 118, 63, 106, 8, , 8
2020/6/11, 139, 67, 94, 16, 1, 7
2020/6/12, 137, 47, 130, 10, , 6
2020/6/13, 97, 71, 107, 15, 1, 7
2020/6/14, 126, 23, 68, 4, , 2
2020/6/15, 31, 47, 84, 11, , 2
2020/6/16, 58, 81, 121, 12, 6, 9
2020/6/17, 110, 57, 75, 6, 1, 3
2020/6/18, 64, 47, 90, 9, , 4
2020/6/19, 81, 44, 100, 7, , 3
2020/6/20, 77, 60, 117, 6, 1, 5
2020/6/21, 108, 57, 106, 8, 1, 4
2020/6/22, 92, 66, 107, 10, 1, 6
2020/6/23, 129, 54, 103, 9, 1, 7
2020/6/24, 128, 29, 75, 5, , 4
2020/6/25, 70, 39, 72, 9, , 6
2020/6/26, 101, 37, 89, 8, , 5
2020/6/27, 90, 63, 121, 11, 1, 9
2020/6/28, 163, 45, 104, 7, 1, 8
2020/6/29, 133, 39, 53, 12, , 5
2020/6/30, 93, 30, 74, 7, , 3
2020/7/1, 63, 53, 115, 14, , 5
2020/1/2, 93, 64, 5, 31, 4, 10
2020/1/3, 132, 51, 9, 32, 3, 11
2020/1/4, 124, 45, 23, 27, 3, 9
2020/1/5, 98, 63, 5, 32, 5, 12
2020/1/6, 152, 21, 20, 25, 2, 9
2020/1/7, 149, 19, 23, 11, 2, 3
2020/1/8, 57, 24, 27, 14, 1, 4
2020/1/9, 63, 32, 16, 24, 2, 6
2020/1/10, 127, 33, 27, 18, 3, 5
2020/1/11, 83, 20, 22, 12, 1, 2
2020/1/12, 47, 27, 23, 16, 4, 3
2020/1/13, 67, 22, 27, 7, 2, 3
2020/1/14, 51, 26, 22, 15, 1, 3
2020/1/15, 62, 54, 11, 28, 4, 8
2020/1/16, 127, 48, 24, 23, 4, 9
2020/1/17, 107, 73, 10, 34, 7, 14
2020/1/18, 165, 119, 32, 34, 2, 21
2020/1/19, 251, 58, 28, 10, 1, 4
2020/1/20, 94, 26, 26, 8, 1, 2
2020/1/21, 40, 54, 19, 20, 4, 8
2020/1/22, 132, 60, 16, 25, 5, 10
2020/1/23, 158, 51, 31, 18, 3, 9
2020/1/24, 126, 62, 32, 8, 3, 5
2020/1/25, 154, 99, 30, 14, 4, 8
2020/1/26, 206, 108, 31, 20, 7, 15
2020/1/27, 231, , 32, 20, 8, 19
2020/1/28, 235, , 48, 21, 7, 19
2020/1/29, 245, 38, 33, 16, 5, 11
2020/1/30, 154, 50, 35, 15, 3, 8
2020/1/31, 133, 41, 33, 16, 2, 8
2020/2/1, 120, 14, 31, 3, , 2
2020/2/2, 30, 25, 28, 4, , 3
2020/2/3, 85, 24, 29, 6, , 2
2020/2/4, 79, 19, 29, 6, 1, 2
2020/2/5, 38, 33, 20, 10, 1, 5
2020/2/6, 87, 31, 15, 10, 2, 9
2020/2/7, 119, 2, 16, 15, 1, 9
2020/2/8, 160, 24, 30, 16, 3, 9
2020/2/9, 127, , 23, 22, 1, 12
2020/2/10, 193, , 35, 25, 1, 13
2020/2/11, 195, , 41, 28, 5, 22
2020/2/12, 244, , 50, 27, 2, 22
2020/2/13, 253, , 17, 27, 1, 21
2020/2/14, 261, , 26, 7, , 8
2020/2/15, 112, 11, 30, 2, , 1
2020/2/16, 29, 7, 31, 2, , 1
2020/2/17, 18, 12, 31, 5, , 1
2020/2/18, 27, 21, 28, 17, 1, 2
2020/2/19, 55, 32, 28, 20, 4, 9
2020/2/20, 126, , 28, 12, 4, 11
2020/2/21, 176, 84, 34, 11, 1, 6
2020/2/22, 135, 14, 34, 4, , 1
2020/2/23, 25, 47, 22, 18, 1, 5
2020/2/24, 110, 73, 27, 17, 4, 9
2020/2/25, 150, 60, 30, 11, 5, 7
2020/2/26, 127, 36, 37, 8, 2, 3
2020/2/27, 94, 31, 25, 11, 1, 3
2020/2/28, 79, 45, 34, 11, , 4
2020/2/29, 138, , 9, 15, , 11
2020/3/1, 167, 16, 30, 10, , 9
2020/3/2, 72, 25, 28, 13, 1, 4
2020/3/3, 80, 15, 29, 6, 1, 4
2020/3/4, 99, 15, 31, 4, 1, 1
2020/3/5, 47, 44, 35, 12, 1, 4
2020/3/6, 110, 67, 27, 22, 2, 7
2020/3/7, 168, 43, 39, 9, 1, 5
2020/3/8, 135, , 19, 13, 1, 9
2020/3/9, 171, 28, 28, 12, 1, 7
2020/3/10, 129, 30, 32, 8, 1, 2
2020/3/11, 52, 45, 25, 22, 2, 4
2020/3/12, 92, 38, 34, 14, 2, 5
2020/3/13, 74, 22, 32, 6, , 2
2020/3/14, 42, 35, 35, 5, 1, 1
2020/3/15, 36, 32, 37, 4, , 1
2020/3/16, 34, 60, 32, 10, 1, 3
2020/3/17, 87, 55, 42, 17, 1, 5
2020/3/18, 100, 108, 35, 18, 2, 6
2020/3/19, 119, 47, 37, 3, , 2
2020/3/20, 39, 60, 34, 17, 2, 3
2020/3/21, 94, 73, 38, 10, 4, 3
2020/3/22, 86, 60, 47, 10, 2, 3
2020/3/23, 98, 58, 36, 16, 2, 3
2020/3/24, 102, 57, 40, 18, 7, 8
2020/3/25, 121, 73, 54, 27, 6, 9
2020/3/26, 192, 25, 31, 4, 1, 3
2020/3/27, 39, 25, 33, 4, 1, 2
2020/3/28, 17, 26, 32, 8, , 1
2020/3/29, 37, 63, 42, 17, 3, 4
2020/3/30, 122, 69, 42, 16, 3, 6
2020/3/31, 156, 62, 45, 12, 2, 3
2020/4/1, 151, 21, 35, 4, , 1
2019/10/2, 128, 60, 82, 11, 2, 9
2019/10/3, 140, 69, 116, 14, 1, 7
2019/10/4, 148, 29, 22, 5, , 3
2019/10/5, 46, 16, 30, 8, 1, 1
2019/10/6, 31, 37, 19, 17, , 3
2019/10/7, 80, 54, 31, 18, , 5
2019/10/8, 127, 25, 26, 9, 1, 1
2019/10/9, 34, 55, 35, 21, 2, 5
2019/10/10, 94, 46, 23, 14, , 5
2019/10/11, 131, 50, 17, 21, 2, 7
2019/10/12, 114, 63, 6, 27, 12, 14
2019/10/13, 95, 49, 8, 20, 3, 8
2019/10/14, 80, 19, 23, 11, 1, 2
2019/10/15, 42, 33, 19, 18, 1, 3
2019/10/16, 66, 40, 13, 21, 1, 5
2019/10/17, 89, 52, 3, 24, , 8
2019/10/18, 154, , 25, 20, 1, 7
2019/10/19, 156, 67, 15, 33, 1, 12
2019/10/20, 201, 100, 25, 22, 1, 8
2019/10/21, 154, 46, 18, 20, 1, 4
2019/10/22, 63, 82, 19, 32, 2, 10
2019/10/23, 124, 93, 38, 37, 2, 11
2019/10/24, 166, 75, 17, 32, 1, 12
2019/10/25, 163, 19, 21, 11, , 4
2019/10/26, 71, 50, 16, 23, 2, 6
2019/10/27, 98, 69, 17, 28, 2, 7
2019/10/28, 145, 148, 23, 11, 1, 2
2019/10/29, 90, 71, 20, 26, 2, 6
2019/10/30, 104, 86, 10, 37, 2, 8
2019/10/31, 153, 72, 31, 32, 2, 12
2019/11/1, 121, 59, 17, 24, 4, 8
2019/11/2, 90, 46, 13, 24, 1, 6
2019/11/3, 82, 48, 14, 16, 2, 5
2019/11/4, 97, 59, 15, 24, 1, 8
2019/11/5, 139, 52, 17, 20, 2, 7
2019/11/6, 118, 62, 6, 30, 1, 7
2019/11/7, 119, 44, 18, 18, 2, 5
2019/11/8, 82, 66, 11, 28, 2, 8
2019/11/9, 121, 71, 12, 34, 2, 11
2019/11/10, 162, 77, 24, 12, , 5
2019/11/11, 99, 49, 22, 20, 1, 5
2019/11/12, 69, 73, 9, 36, 4, 9
2019/11/13, 143, 52, 25, 6, , 2
2019/11/14, 47, 53, 10, 24, 3, 6
2019/11/15, 87, 62, 9, 23, 3, 8
2019/11/16, 101, 67, 5, 23, 6, 12
2019/11/17, 135, 142, 21, 17, 4, 9
2019/11/18, 139, 76, 21, 8, 1, 2
2019/11/19, 71, 51, 22, 13, 1, 4
2019/11/20, 71, 91, 5, 36, 5, 10
2019/11/21, 156, 109, 1, 38, 6, 16
2019/11/22, 173, 117, 1, 44, 7, 24
2019/11/23, 198, 103, 24, 34, 5, 16
2019/11/24, 197, 30, 26, 5, 1, 2
2019/11/25, 42, 28, 12, 14, 2, 3
2019/11/26, 55, 66, 3, 30, 4, 8
2019/11/27, 125, 23, 22, 14, 2, 2
2019/11/28, 36, 67, 5, 30, 7, 9
2019/11/29, 125, 65, 4, 30, 5, 9
2019/11/30, 143, 22, 24, 14, 2, 5
2019/12/1, 121, 29, 24, 8, 2, 3
2019/12/2, 52, 24, 21, 11, 1, 2
2019/12/3, 43, 42, 27, 21, 2, 4
2019/12/4, 63, 31, 27, 18, 2, 3
2019/12/5, 53, 38, 23, 19, 3, 6
2019/12/6, 76, 64, 8, 28, 2, 9
2019/12/7, 131, 60, 11, 30, 2, 8
2019/12/8, 137, 104, 2, 36, 2, 16
2019/12/9, 212, 125, 4, 41, 1, 19
2019/12/10, 237, 90, 22, 25, 1, 14
2019/12/11, 154, 18, 22, 13, , 2
2019/12/12, 37, 35, 14, 21, 1, 6
2019/12/13, 65, 47, 25, 20, 3, 8
2019/12/14, 82, 26, 16, 22, 1, 4
2019/12/15, 61, 66, 2, 33, 6, 13
2019/12/16, 145, 60, 2, 31, 1, 13
2019/12/17, 160, 19, 22, 5, 1, 2
2019/12/18, 45, 27, 13, 19, , 4
2019/12/19, 64, 26, 21, 10, 1, 3
2019/12/20, 52, 35, 9, 26, 1, 5
2019/12/21, 64, 56, 6, 30, 3, 9
2019/12/22, 130, 69, 19, 35, 5, 13
2019/12/23, 157, 47, 17, 20, 2, 9
2019/12/24, 108, 65, 9, 25, 2, 11
2019/12/25, 164, 51, 18, 19, 2, 10
2019/12/26, 128, 42, 20, 14, 1, 3
2019/12/27, 61, 73, 6, 31, 2, 9
2019/12/28, 117, 85, 4, 34, 6, 15
2019/12/29, 152, 82, 24, 30, 4, 15
2019/12/30, 156, , , , , 
2019/7/2, 34, 60, 74, 15, 1, 5
2019/7/3, 83, 39, 99, 14, , 5
2019/7/4, 87, 64, 123, 23, 2, 5
2019/7/5, 116, 54, 51, 18, , 5
2019/7/6, 95, 15, 27, 7, , 2
2019/7/7, 34, 21, 51, 8, , 5
2019/7/8, 53, 34, 81, 13, , 4
2019/7/9, 86, 50, 39, 21, , 5
2019/7/10, 99, 50, 72, 13, 2, 9
2019/7/11, 153, 37, 78, 10, 1, 4
2019/7/12, 87, 45, 113, 13, 1, 4
2019/7/13, 78, 73, 113, 18, 2, 9
2019/7/14, 154, 33, 95, 8, 1, 4
2019/7/15, 61, 64, 120, 13, 1, 8
2019/7/16, 149, 49, 82, 14, 1, 8
2019/7/17, 102, 42, 24, 17, , 7
2019/7/18, 137, 64, 101, 12, , 9
2019/7/19, 157, 59, 60, 14, , 7
2019/7/20, 143, 56, 41, 15, , 6
2019/7/21, 139, 65, 116, 13, , 8
2019/7/22, 153, 90, 45, 25, , 11
2019/7/23, 168, 38, 85, 8, , 5
2019/7/24, 86, 60, 100, 15, , 7
2019/7/25, 89, 53, 105, 17, , 5
2019/7/26, 70, 58, 123, 11, , 6
2019/7/27, 103, 75, 124, 14, 2, 8
2019/7/28, 163, 53, 94, 7, 1, 8
2019/7/29, 137, 15, 38, 10, 1, 4
2019/7/30, 51, 44, 90, 9, , 6
2019/7/31, 91, 42, 115, 14, 1, 5
2019/8/1, 72, 54, 117, 10, , 6
2019/8/2, 84, 44, 65, 11, 1, 7
2019/8/3, 94, 44, 97, 14, 1, 6
2019/8/4, 112, 48, 56, 14, , 8
2019/8/5, 115, 36, 44, 11, 1, 7
2019/8/6, 107, 53, 71, 13, 1, 6
2019/8/7, 132, 32, 88, 11, 1, 5
2019/8/8, 72, 50, 98, 17, , 7
2019/8/9, 110, 49, 65, 9, 1, 6
2019/8/10, 118, 29, 51, 12, 1, 6
2019/8/11, 82, 22, 14, 11, , 5
2019/8/12, 56, 22, 32, 8, , 3
2019/8/13, 32, 19, 36, 9, , 3
2019/8/14, 26, 31, 40, 15, , 4
2019/8/15, 82, 46, 97, 17, , 5
2019/8/16, 63, 22, 33, 7, , 2
2019/8/17, 30, 26, 36, 12, , 2
2019/8/18, 38, 47, 79, 16, , 4
2019/8/19, 59, 68, 106, 18, 1, 7
2019/8/20, 110, 59, 38, 16, 1, 7
2019/8/21, 125, 29, 44, 12, , 5
2019/8/22, 94, 34, 38, 18, 1, 5
2019/8/23, 58, 32, 37, 17, , 4
2019/8/24, 45, 46, 79, 16, , 4
2019/8/25, 61, 48, 74, 16, 1, 6
2019/8/26, 81, 74, 57, 18, 1, 8
2019/8/27, 165, 42, 42, 18, , 5
2019/8/28, 81, 24, 29, 8, , 1
2019/8/29, 19, 15, 32, 6, , 1
2019/8/30, 17, 22, 42, 10, , 2
2019/8/31, 30, 37, 78, 13, 1, 2
2019/9/1, 51, 48, 85, 16, 1, 4
2019/9/2, 68, 54, 104, 16, 1, 4
2019/9/3, 80, 69, 127, 22, 1, 7
2019/9/4, 136, 64, 111, 23, 2, 7
2019/9/5, 137, 62, 113, 18, 1, 6
2019/9/6, 119, 69, 130, 21, 1, 6
2019/9/7, 135, 66, 119, 23, , 6
2019/9/8, 125, 61, 112, 20, 1, 6
2019/9/9, 106, 88, 118, 16, 4, 14
2019/9/10, 160, 16, 28, 9, , 4
2019/9/11, 40, 32, 20, 17, 5, 7
2019/9/12, 67, 33, 33, 11, 1, 5
2019/9/13, 70, 37, 32, 10, , 4
2019/9/14, 80, 30, 48, 14, , 3
2019/9/15, 53, 55, 70, 20, 1, 5
2019/9/16, 101, 47, 54, 15, 2, 5
2019/9/17, 69, 56, 75, 14, 1, 6
2019/9/18, 129, 26, 38, 9, 1, 2
2019/9/19, 30, 60, 46, 21, 2, 6
2019/9/20, 85, 64, 65, 21, 1, 6
2019/9/21, 111, 74, 104, 23, 3, 12
2019/9/22, 143, 64, 101, 16, 2, 11
2019/9/23, 159, 48, 49, 18, 1, 6
2019/9/24, 94, 31, 53, 16, 1, 4
2019/9/25, 51, 48, 81, 21, 1, 6
2019/9/26, 79, 57, 96, 23, 1, 7
2019/9/27, 112, 51, 79, 14, 1, 9
2019/9/28, 131, 63, 99, 17, 1, 8
2019/9/29, 150, 67, 102, 20, 1, 8
2019/9/30, 182, 79, 93, 20, 2, 10
2019/10/1, 160, 65, , 11, 2, 8
2019/4/2, 52, 53, 37, 18, 4, 6
2019/4/3, 94, 69, 59, 24, 5, 6
2019/4/4, 142, 95, 59, 27, 5, 6
2019/4/5, 149, 248, 35, 13, 1, 2
2019/4/6, 108, 135, 36, 19, 3, 5
2019/4/7, 123, 75, 36, 19, 4, 5
2019/4/8, 132, 61, 33, 18, 6, 8
2019/4/9, 104, 31, 27, 10, , 4
2019/4/10, 82, 28, 38, 14, 1, 3
2019/4/11, 88, 58, 46, 15, 1, 4
2019/4/12, 138, 67, 48, 19, 2, 5
2019/4/13, 151, 72, 37, 19, 2, 4
2019/4/14, 163, 54, 41, 10, 1, 2
2019/4/15, 70, 74, 49, 19, 3, 4
2019/4/16, 133, 81, 78, 17, 4, 6
2019/4/17, 160, 91, 94, 28, 5, 9
2019/4/18, 183, 141, 37, 10, 1, 5
2019/4/19, 121, 62, 33, 11, 1, 3
2019/4/20, 83, 54, 16, 22, , 5
2019/4/21, 122, 109, 44, 22, 3, 8
2019/4/22, 156, 84, 94, 22, 2, 8
2019/4/23, 176, 60, 39, 12, 1, 6
2019/4/24, 168, 27, 26, 14, , 6
2019/4/25, 104, 25, 41, 6, , 1
2019/4/26, 71, 45, 46, 8, , 2
2019/4/27, 109, 44, 35, 11, , 3
2019/4/28, 110, 50, 39, 9, , 4
2019/4/29, 135, 61, 66, 16, 1, 8
2019/4/30, 180, 80, 39, 12, , 4
2019/5/1, 167, 38, 47, 11, , 1
2019/5/2, 145, 57, 65, 18, 1, 3
2019/5/3, 214, 73, 89, 19, 4, 5
2019/5/4, 161, 67, 101, 12, 4, 5
2019/5/5, 145, 47, 40, 7, , 2
2019/5/6, 78, 36, 46, 13, , 2
2019/5/7, 79, 50, 52, 16, 1, 2
2019/5/8, 98, 66, 47, 20, 3, 4
2019/5/9, 132, 61, 64, 21, 1, 4
2019/5/10, 115, 76, 96, 22, 3, 8
2019/5/11, 140, 74, 105, 20, 3, 9
2019/5/12, 162, 181, 42, 14, 3, 11
2019/5/13, 181, 58, 44, 7, 1, 2
2019/5/14, 86, 86, 86, 22, 3, 6
2019/5/15, 141, 137, 106, 23, 5, 9
2019/5/16, 175, 95, 86, 20, 2, 6
2019/5/17, 155, 85, 88, 17, 1, 8
2019/5/18, 162, 42, 41, 13, , 6
2019/5/19, 106, 66, 32, 7, , 2
2019/5/20, 88, 39, 38, 7, , 3
2019/5/21, 65, 31, 50, 19, , 3
2019/5/22, 80, 54, 75, 30, 1, 6
2019/5/23, 106, 59, 135, 23, 2, 5
2019/5/24, 107, 87, 94, 31, 2, 5
2019/5/25, 135, 82, 122, 22, 3, 5
2019/5/26, 149, 59, 37, 12, 2, 8
2019/5/27, 104, 16, 39, 5, , 1
2019/5/28, 41, 33, 63, 16, , 2
2019/5/29, 61, 47, 113, 18, 1, 4
2019/5/30, 92, 49, 53, 11, 2, 3
2019/5/31, 90, 35, 47, 12, 1, 1
2019/6/1, 68, 65, 82, 19, 2, 4
2019/6/2, 112, 65, 104, 21, 2, 7
2019/6/3, 133, 51, 100, 15, 1, 5
2019/6/4, 104, 61, 74, 13, 4, 11
2019/6/5, 150, 54, 57, 17, 2, 10
2019/6/6, 161, 57, 48, 22, , 10
2019/6/7, 137, 61, 86, 8, , 8
2019/6/8, 151, 51, 66, 12, , 5
2019/6/9, 102, 18, 41, 8, , 4
2019/6/10, 31, 54, 76, 15, 1, 6
2019/6/11, 96, 56, 122, 14, 3, 9
2019/6/12, 132, 59, 119, 14, 4, 10
2019/6/13, 118, 42, 103, 11, , 7
2019/6/14, 84, 65, 72, 20, 1, 7
2019/6/15, 102, 50, 90, 14, 3, 7
2019/6/16, 76, 36, 25, 11, 1, 6
2019/6/17, 86, 53, 84, 17, 1, 8
2019/6/18, 137, 70, 144, 15, 1, 8
2019/6/19, 158, 69, 102, 9, 4, 11
2019/6/20, 161, 69, 129, 15, 2, 7
2019/6/21, 145, 69, 76, 11, 4, 10
2019/6/22, 130, 53, 92, 17, , 3
2019/6/23, 75, 73, 130, 17, 7, 7
2019/6/24, 121, 64, 121, 16, 3, 7
2019/6/25, 114, 76, 128, 13, 8, 7
2019/6/26, 134, 70, 133, 11, 4, 8
2019/6/27, 125, 68, 128, 12, 3, 8
2019/6/28, 141, 41, 94, 6, , 5
2019/6/29, 75, 33, 49, 6, , 6
2019/6/30, 53, 21, 36, 5, 1, 4
2019/7/1, 17, 33, 53, 13, , 3
2019/1/2, 116, 54, 9, 27, 7, 11
2019/1/3, 118, 100, 5, 42, 14, 21
2019/1/4, 204, 42, 27, 11, 2, 6
2019/1/5, 63, 28, 22, 15, 7, 5
2019/1/6, 52, 73, 6, 34, 6, 12
2019/1/7, 147, 51, 24, 21, 9, 9
2019/1/8, 95, 27, 27, 11, 2, 3
2019/1/9, 50, 61, 14, 27, 10, 7
2019/1/10, 121, 83, 7, 37, 8, 12
2019/1/11, 166, 91, 10, 38, 8, 14
2019/1/12, 186, 192, 7, 53, 9, 25
2019/1/13, 282, 210, 28, 33, 3, 16
2019/1/14, 201, 123, 24, 43, 5, 19
2019/1/15, 207, 62, 24, 6, 1, 3
2019/1/16, 42, 61, 13, 26, 5, 7
2019/1/17, 118, 61, 13, 29, 6, 8
2019/1/18, 122, 77, 6, 40, 9, 13
2019/1/19, 163, 29, 30, 10, 1, 3
2019/1/20, 52, 24, 27, 7, 1, 2
2019/1/21, 43, 48, 25, 22, 2, 6
2019/1/22, 85, 57, 22, 25, 3, 9
2019/1/23, 93, 45, 23, 24, 2, 7
2019/1/24, 77, 63, 15, 27, 8, 13
2019/1/25, 186, 36, 24, 10, 2, 5
2019/1/26, 53, 34, 10, 16, 2, 5
2019/1/27, 70, 86, 27, 23, 6, 10
2019/1/28, 129, 49, 22, 14, 3, 6
2019/1/29, 85, 102, 8, 37, 10, 15
2019/1/30, 183, 68, 24, 12, 4, 7
2019/1/31, 79, 25, 27, 7, 3, 5
2019/2/1, 48, 73, 26, 26, 4, 9
2019/2/2, 127, 101, 10, 30, 4, 13
2019/2/3, 186, 112, 38, 7, 1, 3
2019/2/4, 97, 80, 27, 13, 3, 8
2019/2/5, 119, 157, 21, 11, 5, 7
2019/2/6, 179, 80, 36, 10, 8, 12
2019/2/7, 141, 32, 34, 5, 1, 4
2019/2/8, 40, 42, 32, 9, 3, 3
2019/2/9, 80, 23, 25, 7, 2, 2
2019/2/10, 38, 33, 20, 11, 3, 3
2019/2/11, 83, 49, 27, 16, 5, 5
2019/2/12, 112, 48, 21, 12, 5, 6
2019/2/13, 86, 32, 29, 12, 2, 5
2019/2/14, 75, 51, 20, 15, 4, 7
2019/2/15, 133, 22, 27, 4, 1, 1
2019/2/16, 42, 20, 29, 5, 1, 2
2019/2/17, 38, 22, 27, 10, 1, 3
2019/2/18, 49, 43, 16, 26, 3, 6
2019/2/19, 96, 84, 36, 23, 2, 10
2019/2/20, 175, 29, 28, 14, 1, 5
2019/2/21, 94, 51, 39, 24, 2, 10
2019/2/22, 176, 76, 27, 29, 3, 14
2019/2/23, 195, 103, 46, 36, 4, 18
2019/2/24, 229, 29, 34, 28, 3, 10
2019/2/25, 153, 57, 29, 23, 5, 9
2019/2/26, 151, 68, 28, 28, 5, 9
2019/2/27, 139, 75, 37, 29, 4, 11
2019/2/28, 172, 80, 41, 27, 4, 8
2019/3/1, 165, 87, 39, 30, 5, 11
2019/3/2, 197, 111, 59, 33, 5, 13
2019/3/3, 250, 102, 41, 30, 6, 12
2019/3/4, 215, 81, 36, 28, 3, 9
2019/3/5, 172, 71, 37, 22, 2, 9
2019/3/6, 147, 17, 35, 6, , 2
2019/3/7, 36, 30, 35, 17, 2, 4
2019/3/8, 66, 75, 39, 27, 5, 7
2019/3/9, 150, 85, 29, 32, 5, 8
2019/3/10, 166, 81, 28, 29, 2, 9
2019/3/11, 183, 38, 37, 13, 1, 5
2019/3/12, 64, 26, 33, 4, , 2
2019/3/13, 28, 25, 33, 11, 1, 3
2019/3/14, 36, 31, 32, 11, 1, 2
2019/3/15, 34, 48, 32, 6, , 1
2019/3/16, 43, 54, 30, 19, 2, 4
2019/3/17, 81, 70, 46, 25, 3, 7
2019/3/18, 130, 98, 53, 36, 6, 8
2019/3/19, 175, 112, 59, 43, 6, 11
2019/3/20, 193, 76, 31, 20, 3, 7
2019/3/21, 153, 31, 34, 4, , 2
2019/3/22, 49, 29, 34, 9, , 1
2019/3/23, 33, 30, 33, 4, , 1
2019/3/24, 46, 67, 33, 20, 3, 4
2019/3/25, 109, 51, 39, 20, 1, 5
2019/3/26, 99, 86, 36, 23, 4, 6
2019/3/27, 118, 90, 32, 27, 4, 9
2019/3/28, 144, 56, 24, 13, 3, 5
2019/3/29, 108, 71, 29, 14, 1, 2
2019/3/30, 70, 26, 32, 3, , 2
2019/3/31, 25, 28, 33, 11, , 3
2019/4/1, 41, 34, 34, 15, , 3
2018/10/2, 32, 25, 34, 15, 1, 4
2018/10/3, 38, 33, 32, 21, 1, 4
2018/10/4, 51, 59, 58, 24, 5, 9
2018/10/5, 114, 72, 55, 25, 4, 10
2018/10/6, 161, 18, 25, 7, 1, 3
2018/10/7, 29, 30, 26, 16, 1, 3
2018/10/8, 38, 35, 30, 16, 1, 3
2018/10/9, 48, 13, 19, 4, 1, 2
2018/10/10, 19, 18, 20, 11, 1, 2
2018/10/11, 28, 24, 22, 13, 1, 3
2018/10/12, 32, 63, 31, 26, 2, 5
2018/10/13, 107, 76, 32, 33, 4, 10
2018/10/14, 165, 108, 38, 39, 3, 12
