name,kind,group,coat_color,mane_color,eye_color,first_appearance,first_season,coat_hex,mane_hex,eye_hex
Flim,unicorn,stallion,"hsl(062, 75%, 76%)","hsl(001, 75%, 45%)","hsl(100, 74%, 38%)",2150501,False,F3F4F7,A678B5,749DF6
Hoo'Far,unicorn,stallion,"hsl(233, 73%, 78%)","hsl(244, 49%, 49%)","hsl(29, 66%, 32%)",8190001,False,FAFAFA,E7CB6F,94E1E1
Hoofdini,unicorn,stallion,"hsl(44, 96%, 80%)","hsl(22, 47%, 35%)","hsl(192, 75%, 60%)",6061256,False,AAA49D,4B5358,14D8FF
Mr. Hoofington,unicorn,stallion,"hsl(233, 72%, 77%)","hsl(51, 90%, 77%)","hsl(281, 63%, 59%)",RR1413,False,7B7C79,F5FDFF,5F304B
Mrs. Hoofington,unicorn,mare,"hsl(136, 64%, 86%)","hsl(160, 55%, 70%)","hsl(291, 77%, 44%)",RR1413,False,F3B87C,C5639A,CAA70C
Jack Pot,unicorn,stallion,"hsl(205, 68%, 66%)","hsl(198, 71%, 84%)","hsl(274, 42%, 48%)",8051454,False,E69C56,522448,8A3373
Jet Set,unicorn,stallion,"hsl(150, 4%, 79%)","hsl(000, 0%, 30%)","hsl(210, 80%, 30%)",2090141,False,B0E5FC,E97C49,893E87
Joe,unicorn,stallion,"hsl(045, 95%, 78%)","hsl(030, 55%, 53%)","hsl(111, 50%, 34%)",1262009,True,FBFEFD,19349F,EE9E4F
Lily Lace,unicorn,mare,"hsl(65, 84%, 85%)","hsl(275, 60%, 96%)","hsl(194, 74%, 71%)",7090712,False,F5C3F9,8936BA,1DABD3
Luster Dawn,unicorn,mare,"hsl(322, 86%, 75%)","hsl(14, 87%, 67%)","hsl(37, 82%, 56%)",9260047,False,525252,050505,B7A9F4
Merry,unicorn,mare,"hsl(240, 8%, 95%)","hsl(258, 35%, 48%)","hsl(210, 45%, 54%)",6081414,False,C1C1C3,8936BA,D11A05
Mistmane,unicorn,mare,"hsl(280, 35%, 80%)","hsl(192, 17%, 47%)","hsl(197, 40%, 71%)",6020227,False,F5C3F9,BB2F16,69C6E2
Moon Dancer,unicorn,mare,"hsl(62, 73%, 90%)","hsl(349, 62%, 54%)","hsl(276, 61%, 22%)",5120809,False,E48C3F,1C6282,B7A9F4
Party Favor,unicorn,stallion,"hsl(183, 50%, 84%)","hsl(213, 53%, 47%)","hsl(221, 88%, 71%)",5010627,False,BBB9BA,78337A,8CD345
Potion Nova,unicorn,mare,"hsl(225, 20%, 96%)","hsl(285, 29%, 59%)","hsl(180, 56%, 73%)",PL113,False,F5ADD8,EB551E,389AF5
Prince Blueblood,unicorn,stallion,"hsl(000, 0%, 98%)","hsl(046, 71%, 67%)","hsl(190, 100%, 54%)",1030749,True,FAB938,EEF3FC,AE0473
Professor Flintheart,unicorn,stallion,"hsl(32, 7%, 64%)","hsl(203, 8%, 32%)","hsl(325, 33%, 28%)",6081027,False,8CBAF3,F3FCFC,46ABB4
Unicorn royal guards,unicorn,stallion,"hsl(080, 1%, 48%)","hsl(191, 100%, 98%)","hsl(049, 89%, 42%)",1231201,True,66AFEB,D3364B,F0B80F
Sable Spirit,unicorn,mare,"hsl(30, 83%, 72%)","hsl(326, 46%, 58%)","hsl(316, 46%, 37%)",7160908,False,FADF85,870D4A,D8790E
Saffron Masala,unicorn,mare,"hsl(29, 74%, 62%)","hsl(313, 39%, 23%)","hsl(302, 38%, 39%)",6120500,False,54214E,FFF8A8,2FC1BC
Sassy Saddles,unicorn,mare,"hsl(198, 93%, 84%)","hsl(19, 78%, 60%)","hsl(30, 82%, 62%)",5140318,False,C48D4A,B2E3FF,35B6A9
Shining Armor,unicorn,stallion,"hsl(165, 67%, 99%)","hsl(228, 73%, 36%)","hsl(193, 76%, 47%)",2250351,False,58AEF3,C3B5FC,8943CB
Snowfall Frost,unicorn,mare,"hsl(295, 82%, 87%)","hsl(278, 55%, 47%)","hsl(251, 78%, 81%)",6080344,False,ECEFB3,F2DFDE,54396F
King Sombra,unicorn,stallion,"hsl(000, 0%, 32%)","hsl(000, 0%, 2%)","hsl(006, 95%, 42%)",3010336,False,D2C6D2,56277C,5449A7
Star Swirl the Bearded,unicorn,stallion,"hsl(240, 2%, 76%)",white,"hsl(194, 68%, 65%)",4110153,False,EBADD0,00B8EB,9E617D
Starlight Glimmer,unicorn,mare,"hsl(295, 82%, 87%)","hsl(278, 55%, 47%)","hsl(251, 78%, 81%)",5010747,False,FFFFFF,1447AD,9A7AA8
Stellar Flare,unicorn,mare,"hsl(28, 75%, 57%)","hsl(9, 79%, 41%)","hsl(90, 62%, 55%)",5261435,False,2A3D79,5D78E5,E190E4
Stygian,unicorn,stallion,"hsl(330, 1%, 73%)","hsl(199, 64%, 31%)","hsl(209, 90%, 59%)",7250021,False,7B7C79,BD5728,13B4AF
Sugar Belle,unicorn,mare,"hsl(324, 78%, 82%)","hsl(298, 41%, 34%)","hsl(321, 95%, 35%)",5010502,False,F4F2DC,DABE4E,18E5EC
Sunburst,unicorn,stallion,"hsl(40, 95%, 60%)","hsl(16, 84%, 52%)","hsl(185, 44%, 49%)",5261402,False,607285,B57930,CFB220
Sunny Skies,unicorn,stallion,"hsl(213, 81%, 75%)","hsl(217, 68%, 96%)","hsl(45, 88%, 50%)",RR1446,False,BC9D6C,35827C,9924CC
Sunny Skies' father,unicorn,stallion,"hsl(207, 77%, 66%)","hsl(180, 60%, 97%)","hsl(32, 88%, 45%)",RR2125,False,D1C8A9,E3CAD2,B92751
Sunset Shimmer,unicorn,mare,"hsl(046, 92%, 75%)","hsl(352, 64%, 52%)","hsl(178, 61%, 47%)",M10459,False,CEC1E7,FDFBF7,97111C
Tempest Shadow,unicorn,mare,"hsl(307, 44%, 23%)","hsl(330, 82%, 29%)","hsl(174, 55%, 46%)",Movie1431,False,EBCC6F,FAFAFA,F2D37D
Trenderhoof,unicorn,stallion,"hsl(033, 51%, 53%)","hsl(055, 100%, 83%)","hsl(271, 57%, 53%)",4130514,False,F4D371,E0E2CB,BFFF80
The Great and Powerful Trixie,unicorn,mare,"hsl(207, 87%, 65%)","hsl(202, 100%, 85%)","hsl(270, 32%, 33%)",1060228,True,CFE585,C0CEDD,7F5524
Upper Crust,unicorn,mare,"hsl(063, 66%, 82%)","hsl(252, 93%, 85%)","hsl(247, 39%, 47%)",2090141,False,BF825A,F1F2E8,FFA238
Zesty Gourmand,unicorn,mare,"hsl(300, 12%, 80%)","hsl(3, 42%, 91%)","hsl(332, 24%, 50%)",6121403,False,7890A1,F5DBE4,557E91
Princess Cadance,alicorn,mare,"hsl(326, 60%, 80%)","hsl(273, 52%, 32%)","hsl(281, 21%, 57%)",2250922,False,BEAEEF,F14B67,B6202D
Princess Celestia,alicorn,mare,"hsl(300, 100%, 100%)","hsl(193, 100%, 46%)","hsl(298, 61%, 73%)",1010509,True,C59F7C,5A92D3,658AFB
Princess Luna,alicorn,mare,"hsl(226, 48%, 32%)","hsl(220, 79%, 38%)","hsl(178, 81%, 39%)",1010443,True,E2A146,D4D7ED,34C421
Alicorn royal guards,alicorn,stallion,"hsl(080, 1%, 48%)","hsl(228, 72%, 63%)","hsl(182, 85%, 51%)",2250420,False,DF495F,E193E6,B7DF53
Autumn Blaze,kirin,mare,"hsl(55, 52%, 91%)","hsl(19, 65%, 45%)","hsl(50, 73%, 47%)",823,False,A9A7AA,9EE5EB,EFE28A
Collected KirinBlossom Burst​[​dubious – discuss‍​]​,kirin,mare,"hsl(212, 16%, 45%)","hsl(48, 65%, 58%)","hsl(282, 70%, 47%)",823,False,E9EFF2,BA55D3,6FA0CE
Fern Flare,kirin,mare,"hsl(37, 37%, 58%)","hsl(33, 58%, 45%)","hsl(343, 65%, 44%)",823,False,F8D4D3,996938,EFD252
Rain Shine,kirin,mare,"hsl(47, 30%, 74%)","hsl(175, 42%, 36%)","hsl(355, 80%, 33%)",823,False,F5B9F9,EB84C5,C52D16
Dusty Pages,earth,mare,"hsl(261, 44%, 83%)","hsl(339, 31%, 84%)","hsl(44, 82%, 72%)",9050243,False,F4F4C8,EE6DA3,89CFEB
Goldie Delicious,earth,mare,"hsl(045, 76%, 68%)","hsl(040, 60%, 98%)","hsl(090, 100%, 75%)",4091714,False,F8ECF8,F07FC1,B18A59
Grand Pear,earth,stallion,"hsl(45, 86%, 70%)",white,"hsl(32, 56%, 32%)",7130008,False,ECDB7E,618BB8,8EF5E9
Granny Smith,earth,mare,"hsl(074, 65%, 71%)","hsl(000, 0%, 98%)","hsl(032, 100%, 61%)",1010841,True,FCF29C,6B4024,78D99F
Ma Hooffield,earth,mare,"hsl(24, 44%, 55%)","hsl(63, 28%, 84%)","hsl(199, 26%, 45%)",5230417,False,A5E9E5,7EBB44,45B536
The Olden Pony,earth,mare,"hsl(205, 18%, 55%)","hsl(211, 30%, 81%)","hsl(355, 70%, 42%)",3060724,False,FFFFFF,8D4CB8,5B5393
Randolph,earth,stallion,"hsl(255, 67%, 81%)","hsl(066, 29%, 93%)","hsl(225, 95%, 69%)",4150325,False,F7FACC,7C5936,451E16
Rusty Tenure,earth,stallion,"hsl(29, 39%, 63%)","hsl(339, 57%, 91%)","hsl(113, 71%, 45%)",7040001,False,F2AD64,FF931F,75BD2E
Babs Seed,earth,filly,"hsl(035, 73%, 58%)","hsl(350, 86%, 62%)","hsl(077, 69%, 60%)",3040227,False,FDF7CE,475062,B10268
Biscuit,earth,colt,"hsl(351, 70%, 58%)","hsl(212, 58%, 59%)","hsl(52, 76%, 74%)",922,False,F5F58F,5FDDDD,463125
Chipcutter,pegasus,colt,"hsl(285, 2%, 66%)","hsl(233, 42%, 88%)","hsl(209, 49%, 62%)",7060457,False,DEE2E8,C4C4C4,3A85D4
Coconut Cream,earth,filly,"hsl(200, 26%, 93%)","hsl(296, 63%, 74%)","hsl(49, 83%, 63%)",7140011,False,E6FAB7,1C87AB,9E81B6
Cozy Glow,pegasus,filly,"hsl(2, 73%, 90%)","hsl(185, 66%, 77%)","hsl(8, 80%, 43%)",8120920,False,768798,86CBE4,93E6BD
Diamond Tiara,earth,filly,"hsl(296, 84%, 85%)","hsl(288, 59%, 58%)","hsl(197, 71%, 73%)",1120004,True,CCD4FA,57C19A,BA55D3
Featherweight,pegasus,colt,"hsl(060, 66%, 87%)","hsl(030, 46%, 41%)","hsl(034, 36%, 52%)",2230015,False,4881AD,CF7B20,5054A5
Flurry Heart,alicorn,filly,"hsl(300, 46%, 95%)","hsl(322, 72%, 72%)","hsl(173, 84%, 76%)",5190047,False,DBB243,48CBAF,1D3B81
Kettle Corn,earth,filly,"hsl(51, 74%, 71%)","hsl(335, 79%, 68%)","hsl(144, 56%, 66%)",7210001,False,98CDC7,F9EC85,000000
Li'l Cheese,earth,colt,"hsl(54, 94%, 80%)","hsl(325, 79%, 72%)","hsl(113, 54%, 46%)",926,False,9A6237,9453AC,000000
Petunia Paleo,earth,filly,"hsl(177, 60%, 78%)","hsl(211, 38%, 55%)","hsl(248, 28%, 45%)",6190008,False,656C9F,DE514A,47F5CA
Pipsqueak,earth,colt,"hsl(000, 0%, 100%)","hsl(024, 50%, 28%)","hsl(009, 51%, 18%)",2040055,False,F4A65D,DB143C,5A9EED
Pistachio,earth,colt,"hsl(63, 81%, 89%)","hsl(91, 47%, 50%)","hsl(90, 61%, 46%)",BGE2205,False,F2CFE6,638CD4,A563BF
Plaid Stripes,earth,filly,"hsl(31, 84%, 67%)","hsl(276, 43%, 51%)","hsl(325, 98%, 35%)",6090432,False,FDF6E7,AA9741,83ECD7
Pound Cake,pegasus,colt,"hsl(052, 92%, 90%)","hsl(030, 39%, 35%)","hsl(021, 31%, 21%)",2130021,False,B5ABE2,619194,FF00FF
Pumpkin Cake,unicorn,filly,"hsl(060, 83%, 76%)","hsl(031, 100%, 56%)","hsl(211, 64%, 53%)",2130021,False,FCFCDE,CDD8DA,D095B8
Rumble,pegasus,colt,"hsl(213, 17%, 89%)","hsl(219, 16%, 33%)","hsl(273, 27%, 61%)",2220715,False,DBE1F0,71888E,99FFB4
Sandbar,earth,colt,"hsl(78, 87%, 85%)","hsl(180, 65%, 62%)","hsl(150, 63%, 74%)",EGFF020349,False,9BA0CA,FCAE40,8ED3F0
Silver Spoon,earth,filly,"hsl(210, 14%, 53%)","hsl(000, 0%, 77%)","hsl(288, 59%, 58%)",1120004,True,BCC9CD,F8304B,B29E5C
Skeedaddle,unicorn,colt,"hsl(230, 81%, 89%)","hsl(195, 72%, 39%)","hsl(237, 35%, 48%)",7210038,False,FEE6C3,8ACF59,A682D9
Smallfry,earth,colt,"hsl(206, 41%, 48%)","hsl(196, 64%, 71%)","hsl(222, 63%, 31%)",PL102,False,F5F9C8,FF6B77,34E5AD
Snails,unicorn,colt,"hsl(044, 68%, 56%)","hsl(158, 46%, 55%)","hsl(000, 0%, 0%)",1060146,True,CF9A4A,FBF1C1,6AB2FB
Snips,unicorn,colt,"hsl(174, 34%, 70%)","hsl(031, 73%, 47%)","hsl(000, 0%, 0%)",1060146,True,F8EFB4,FEFEA9,67A664
Spur,pegasus,filly,"hsl(26, 47%, 41%)","hsl(167, 56%, 54%)","hsl(165, 90%, 62%)",922,False,A8DBFF,E6285B,EF8B5D
Star Tracker,earth,colt,"hsl(233, 23%, 51%)","hsl(53, 91%, 75%)","hsl(212, 80%, 64%)",7220941,False,F0AA47,4AD972,75BFFF
Tender Taps,earth,colt,"hsl(29, 87%, 66%)","hsl(284, 35%, 50%)","hsl(283, 42%, 57%)",6041317,False,D5F7BB,EDE5A6,61B8FF
Toola Roola,earth,filly,"hsl(320, 58%, 88%)","hsl(3, 69%, 58%)","hsl(168, 74%, 72%)",7140007,False,EDEF81,9CEF6C,4BBEBC
Twist,earth,filly,"hsl(039, 85%, 95%)","hsl(348, 83%, 47%)","hsl(300, 100%, 50%)",1120004,True,AFDFB8,FEF1A9,39D54E
Wind Sprint,pegasus,filly,"hsl(251, 49%, 78%)","hsl(218, 57%, 61%)","hsl(324, 39%, 70%)",9060430,False,F7C359,8CCF59,A66EC4
Zipporwhill,pegasus,filly,"hsl(060, 83%, 93%)","hsl(049, 45%, 46%)","hsl(136, 100%, 80%)",4141005,False,A4DC7A,F7CB64,9B88CD
Pinkie's momCloudy Quartz,earth,mare,"hsl(222, 40%, 90%)","hsl(184, 21%, 48%)","hsl(198, 77%, 75%)",1231655,True,CF974A,C44D40,FFA347
Pinkie's sisterLimestone Pie,earth,mare,"hsl(233, 31%, 70%)","hsl(189, 15%, 83%)","hsl(046, 36%, 53%)",5200547,False,FCF7BB,FDAF3A,6CAC88
Pinkie's sisterMarble Pie,earth,mare,"hsl(194, 14%, 77%)","hsl(192, 11%, 50%)","hsl(265, 53%, 68%)",5200553,False,B6F1BC,E7ACCB,47CBFF
Applejack's motherPear Butter,earth,mare,"hsl(36, 97%, 88%)","hsl(35, 97%, 62%)","hsl(161, 77%, 55%)",7100554,False,F8EFB4,FB989A,E9C490
Granny Smith's motherSew 'n Sow,earth,mare,"hsl(065, 81%, 88%)","hsl(352, 93%, 58%)","hsl(210, 95%, 70%)",2121515,False,C3DDA7,F2B831,89D879
Apple Brown Betty,earth,mare,"hsl(036, 58%, 55%)","hsl(095, 55%, 58%)","hsl(117, 27%, 52%)",3080344,False,E4E798,AD56B8,B62B7C
Apple Bumpkin,earth,mare,"hsl(052, 83%, 84%)","hsl(355, 100%, 71%)","hsl(019, 82%, 65%)",1010823,True,F1EF8E,F5ABA3,99E04D
Apple Cider,earth,mare,"hsl(205, 100%, 83%)","hsl(050, 88%, 87%)","hsl(208, 100%, 73%)",1010839,True,F2ED8C,F14B5E,B7A1DD
Apple Cobbler,earth,mare,"hsl(035, 85%, 61%)","hsl(060, 98%, 83%)","hsl(207, 100%, 69%)",1010816,True,EED3D5,8AD157,C7ED91
Apple Dumpling,earth,mare,"hsl(094, 78%, 85%)","hsl(344, 79%, 53%)","hsl(179, 47%, 52%)",3080804,False,D8F68E,9BDB48,BCD274
Apple Fritter,earth,mare,"hsl(061, 77%, 72%)","hsl(137, 65%, 57%)","hsl(128, 65%, 53%)",1010823,True,FCC35A,ECCD83,CDF797
Apple Honey,earth,mare,"hsl(131, 43%, 78%)","hsl(053, 67%, 79%)","hsl(279, 42%, 60%)",1010823,True,FBDAE0,F53D43,FAD785
Apple Leaves,earth,mare,"hsl(040, 91%, 66%)","hsl(098, 80%, 68%)","hsl(256, 41%, 67%)",3080804,False,95CAF9,A6A6A6,BCE38C
Apple Munchies,earth,mare,"hsl(094, 58%, 67%)","hsl(051, 98%, 83%)","hsl(030, 100%, 64%)",1010824,True,F5F399,454545,92D36F
Apple Top,earth,mare,"hsl(035, 58%, 55%)","hsl(094, 55%, 58%)","hsl(146, 28%, 55%)",3082014,False,D6A757,3D3D3D,5BBD42
Aunt Orange,earth,mare,"hsl(056, 91%, 86%)","hsl(042, 90%, 68%)","hsl(197, 100%, 64%)",1230333,True,E1C784,96E04D,EFC848
Candy Apples,earth,mare,"hsl(126, 68%, 83%)","hsl(006, 53%, 51%)","hsl(035, 67%, 74%)",3080510,False,C3B588,BF313D,92DDED
Caramel Apple,earth,mare,"hsl(052, 83%, 84%)","hsl(036, 98%, 61%)","hsl(110, 55%, 66%)",1010833,True,BC5449,FF525A,91C2FD
Florina Tart,earth,mare,"hsl(089, 44%, 76%)","hsl(328, 55%, 79%)","hsl(325, 62%, 44%)",3080825,False,B9A974,64DA49,59A65E
Gala Appleby,earth,mare,"hsl(062, 62%, 75%)","hsl(359, 92%, 79%)","hsl(089, 70%, 59%)",1010910,True,6D91AB,3B3B3B,5FD043
Jonagold,earth,mare,"hsl(059, 78%, 75%)","hsl(042, 88%, 57%)","hsl(262, 47%, 75%)",1010823,True,F9D862,A2473F,B12C25
Lavender Fritter,earth,mare,"hsl(057, 80%, 75%)","hsl(293, 41%, 53%)","hsl(085, 72%, 75%)",1010839,True,D6B676,C8413C,39A73B
Magdalena,earth,mare,"hsl(355, 44%, 88%)","hsl(006, 80%, 80%)","hsl(074, 51%, 64%)",1010910,True,CAA458,937243,86EB47
Peachy Sweet,earth,mare,"hsl(077, 85%, 76%)","hsl(353, 86%, 62%)","hsl(086, 86%, 78%)",1010816,True,F8F99A,574233,448844
Perfect Pie,earth,mare,"hsl(039, 96%, 67%)","hsl(095, 57%, 58%)","hsl(042, 92%, 75%)",1010823,True,F4ECB8,98BEF1,74AA74
Red Gala,earth,mare,"hsl(349, 81%, 92%)","hsl(086, 67%, 57%)","hsl(087, 61%, 72%)",1010816,True,BEA96F,92D760,B09245
Sundowner,earth,mare,"hsl(208, 89%, 78%)","hsl(042, 74%, 72%)","hsl(099, 53%, 63%)",1010910,True,F5EDAD,E0E08A,493F5F
Applejack's fatherBright Mac,earth,stallion,"hsl(59, 82%, 78%)","hsl(358, 90%, 60%)","hsl(108, 48%, 50%)",7100552,False,FAE475,324886,5FABDD
Pinkie Pie's fatherIgneous Rock Pie,earth,stallion,"hsl(038, 61%, 59%)","hsl(000, 0%, 65%)","hsl(046, 84%, 61%)",1231609,True,7CBF69,B68AD6,3B7087
Granny Smith's fatherPokey Oaks,earth,stallion,"hsl(043, 61%, 70%)","hsl(000, 0%, 27%)","hsl(190, 71%, 75%)",2121515,False,589CE9,6049A7,EDBB8C
Stinkin' Rich,earth,stallion,"hsl(046, 33%, 65%)","hsl(000, 0%, 24%)","hsl(213, 96%, 78%)",2121856,False,E3E6E8,584D41,C2B15B
Apple Cinnamon,earth,stallion,"hsl(006, 46%, 51%)","hsl(090, 70%, 59%)","hsl(124, 30%, 50%)",3080813,False,FFB2D9,F9E6F6,61CAFF
Apple Core,earth,stallion,"hsl(46, 33%, 59%)","hsl(355, 59%, 47%)","hsl(108, 60%, 54%)",7130538,False,E6E6E6,FAFAFA,66C2FF
Apple Split,earth,stallion,"hsl(205, 27%, 55%)","hsl(357, 100%, 66%)","hsl(003, 65%, 42%)",3080344,False,F5D4A8,FFFFFF,3481B2
Bushel,earth,stallion,"hsl(47, 93%, 68%)","hsl(109, 66%, 57%)","hsl(121, 49%, 44%)",3080510,False,CDB565,1EA941,957756
Golden Delicious,earth,stallion,"hsl(040, 54%, 65%)","hsl(000, 0%, 23%)","hsl(097, 80%, 60%)",1010832,True,B3F575,B5E486,2E70B2
Half Baked Apple,earth,stallion,"hsl(040, 52%, 57%)","hsl(005, 44%, 44%)","hsl(120, 33%, 40%)",3080348,False,EFEF8F,88A5CE,65DC85
Happy Trails,earth,stallion,"hsl(061, 89%, 79%)","hsl(002, 56%, 51%)","hsl(120, 24%, 56%)",2121515,False,CF9A4A,EAE4A4,59A555
Hayseed Turnip Truck,earth,stallion,"hsl(052, 73%, 84%)","hsl(035, 37%, 42%)","hsl(043, 44%, 48%)",2090236,False,E2E197,70B12F,B25C60
Prairie Tune,earth,stallion,"hsl(044, 38%, 59%)","hsl(025, 26%, 27%)","hsl(259, 20%, 31%)",2121515,False,ADE1B3,F5C689,765C84
Red Delicious,earth,stallion,"hsl(053, 78%, 82%)","hsl(214, 76%, 77%)","hsl(204, 65%, 62%)",1010831,True,E4BD62,96E04D,E19766
Uncle Orange,earth,stallion,"hsl(050, 93%, 72%)","hsl(095, 60%, 61%)","hsl(198, 39%, 38%)",1230333,True,B266B2,EBE9AD,3EA82E
Wensley,earth,stallion,"hsl(107, 40%, 58%)","hsl(060, 58%, 71%)","hsl(029, 73%, 74%)",3080813,False,E9C3CB,E24660,55A34D
Twilight's dadNight Light,unicorn,stallion,"hsl(212, 77%, 63%)","hsl(224, 46%, 36%)","hsl(050, 46%, 56%)",1231247,True,CF9A4A,A3E166,FFFFFF
Twilight's momTwilight Velvet,unicorn,mare,"hsl(203, 10%, 90%)","hsl(275, 48%, 69%)","hsl(200, 100%, 69%)",1231247,True,E9E3A5,A85758,8E4B48
Rarity's momCookie Crumbles,unicorn,mare,"hsl(330, 100%, 85%)","hsl(255, 39%, 47%)","hsl(204, 100%, 70%)",2050115,False,BC5449,FFFFFF,428F4D
Rarity's dadHondo Flanks,unicorn,stallion,"hsl(000, 0%, 90%)","hsl(031, 15%, 30%)","hsl(203, 55%, 45%)",2050115,False,D4CC91,A7FBFB,A70C6E
Apple Rose,earth,mare,"hsl(034, 79%, 81%)","hsl(309, 61%, 94%)","hsl(032, 27%, 46%)",3080258,False,FDFBD3,534F92,D3E68F
Apple Strudel,earth,stallion,"hsl(046, 51%, 60%)","hsl(000, 0%, 98%)","hsl(210, 59%, 44%)",1010834,True,F4FCCF,9EF448,8BBEF8
Auntie Applesauce,earth,mare,"hsl(091, 86%, 71%)","hsl(220, 100%, 100%)","hsl(136, 63%, 63%)",3080244,False,FAC9FD,E72761,4991C1
Apple Bud,earth,,"hsl(060, 75%, 75%)","hsl(135, 70%, 39%)",black,3080510,False,C74D3D,FF8E80,D85A9B
Apple Crumble,earth,filly,"hsl(036, 58%, 55%)","hsl(090, 64%, 71%)","hsl(117, 32%, 49%)",3080823,False,D59B44,F16A92,BE1E7B
Apple Flora,earth,filly,"hsl(059, 57%, 74%)","hsl(215, 42%, 67%)","hsl(357, 36%, 53%)",3080816,False,F8C8A5,5AC2E7,DDC0DA
Apple Mint,earth,filly,"hsl(127, 46%, 78%)","hsl(055, 63%, 78%)","hsl(279, 18%, 44%)",3080825,False,FCF3BB,28154C,883081
Apple Squash,earth,filly,"hsl(042, 71%, 64%)","hsl(090, 58%, 44%)","hsl(024, 67%, 64%)",3080807,False,BF92DD,9A8760,985D84
Future Apple FoalBig Sugar,earth,colt,"hsl(300, 33%, 55%)","hsl(34, 85%, 75%)","hsl(112, 57%, 42%)",926,False,CC61AF,73B7D4,A46FC3
Candy Caramel Tooth,earth,filly,"hsl(347, 47%, 84%)","hsl(090, 70%, 59%)","hsl(114, 36%, 47%)",3080807,False,99E7FF,B224FF,48C7C0
Cinnamon Sugar,earth,filly,"hsl(036, 58%, 55%)","hsl(058, 61%, 80%)","hsl(000, 100%, 100%)",3081846,False,FFE566,5B669A,CFF2E8
Liberty Belle,earth,filly,"hsl(055, 60%, 78%)","hsl(350, 73%, 58%)","hsl(003, 33%, 42%)",3081345,False,FAB1FB,66429A,937EBE
Red June,earth,filly,"hsl(006, 46%, 51%)","hsl(090, 67%, 64%)","hsl(129, 37%, 41%)",3080807,False,90715A,C9944A,AF467A
Amaranthine,earth,mare,"hsl(053, 44%, 70%)","hsl(359, 32%, 50%)","hsl(322, 87%, 35%)",2110251,False,F098CC,4C73AE,6EA0AF
Builder PonyAmbrosia,earth,mare,"hsl(057, 91%, 91%)","hsl(000, 0%, 100%)","hsl(073, 63%, 73%)",2080927,False,92AACE,D6ECF0,DDE4B9
Crystal Chalice Stand PonyAmethyst Gleam,earth,mare,"hsl(070, 88%, 90%)","hsl(180, 91%, 82%)","hsl(212, 89%, 76%)",4220856,False,BDACEC,D56FF1,BF30DF
Saddle Arabian MareAmira,earth,mare,"hsl(296, 93%, 89%)","hsl(244, 30%, 44%)","hsl(204, 49%, 52%)",3052031,False,DABEDA,BF4F98,A2537C
Apple Bottom,earth,mare,"hsl(007, 55%, 51%)","hsl(090, 89%, 62%)","hsl(329, 62%, 60%)",3081843,False,FCFCFC,E8EEB0,AEBDC2
Sunny AppleloosanApple Cherry,earth,mare,"hsl(036, 63%, 55%)","hsl(342, 80%, 53%)","hsl(325, 73%, 43%)",4261808,False,DC9CF2,331939,C70F96
Apricot Bow,earth,mare,"hsl(025, 86%, 81%)","hsl(007, 100%, 75%)",,2140846,False,F5A8CF,FBF7FC,E5CE66
Avalon,earth,mare,"hsl(052, 91%, 86%)","hsl(342, 83%, 68%)","hsl(306, 29%, 81%)",4081515,False,F8EFB4,D33151,B6077C
Hyped-Up DancerAzure Velour,earth,mare,"hsl(276, 53%, 72%)","hsl(196, 75%, 63%)","hsl(305, 48%, 36%)",6090656,False,F29CA6,7257A2,FFFFFF
Barbara Banter,earth,mare,"hsl(316, 51%, 59%)","hsl(261, 57%, 19%)","hsl(320, 24%, 48%)",5160616,False,E4E792,234C86,AC91C5
Beauty Brass,earth,mare,"hsl(194, 100%, 80%)","hsl(040, 23%, 49%)","hsl(278, 41%, 60%)",1261015,True,AFC4D4,A393CD,C11A84
Bell Perin,earth,mare,"hsl(050, 100%, 70%)","hsl(198, 53%, 64%)",,1110409,True,8ADAFF,D64CD4,A465D7
Bella Brella,earth,mare,"hsl(299, 90%, 84%)","hsl(279, 100%, 57%)","hsl(177, 53%, 53%)",4141504,False,A7D6E6,443663,80FFE3
Belle Star,earth,mare,"hsl(025, 23%, 46%)","hsl(229, 26%, 48%)","hsl(163, 56%, 88%)",2141631,False,B4FEF8,537DD0,FFFFFF
Chummy Friendship StudentBerry Bliss,earth,mare,"hsl(325, 75%, 77%)","hsl(265, 40%, 43%)","hsl(260, 33%, 62%)",8010653,False,9EEAFF,FFFFFF,648DCE
Berry Dreams,earth,mare,"hsl(216, 38%, 69%)","hsl(035, 54%, 54%)","hsl(330, 43%, 48%)",1130603,True,FCFADE,2B3C6E,FCAC7E
Berry Frost,earth,mare,"hsl(256, 62%, 80%)","hsl(216, 39%, 49%)","hsl(194, 29%, 56%)",2180550,False,FFFFFF,F9F3B8,4C1C73
Berry Icicle,earth,mare,"hsl(300, 27%, 80%)","hsl(189, 46%, 89%)","hsl(070, 45%, 81%)",1111632,True,8299D3,C86C37,FFE085
Berry Preppy,earth,mare,"hsl(0, 0%, 99%)","hsl(287, 82%, 69%)","hsl(289, 73%, 53%)",5160405,False,C9FDFA,F8F1F8,70C440
Berryshine,earth,mare,"hsl(285, 77%, 78%)","hsl(321, 47%, 53%)","hsl(329, 32%, 48%)",1010647,True,EFD56B,E755AD,513BBF
