"STATION","NAME","DATE","ACSH","TMAX","TMIN","TSUN"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-08-13","   10","78","67",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-08-14","   90","74","67",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-08-15","   50","75","65",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-08-16","   30","80","67",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-08-17","   40","77","67",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-08-18","   50","72","64",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-08-19","   10","73","61",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-08-20","   20","76","65",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-08-21","   20","77","64",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-08-22","    0","78","61",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-08-23","   20","74","60",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-08-24","   20","77","65",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-08-25","   10","82","63",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-08-26","   20","76","63",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-08-27","   40","75","64",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-08-28","   80","72","63",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-08-29","   60","74","65",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-08-30","  100","71","63",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-08-31","   80","71","63",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-09-01","   40","73","64",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-09-02","    0","74","65",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-09-03","   10","73","63",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-09-04","   30","71","62",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-09-05","   10","72","62",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-09-06","   40","75","64",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-09-07","    0","72","64",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-09-08","   80","69","61",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-09-09","   90","68","59",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-09-10","   50","69","59",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-09-11","   50","68","59",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-09-12","   50","73","59",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-09-13","   40","72","62",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-09-14","   70","73","63",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-09-15","   90","72","63",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-09-16","   70","74","64",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-09-17","   80","71","64",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-09-18","  100","70","62",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-09-19","   60","72","63",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-09-20","   70","72","62",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-09-21","   20","73","61",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-09-22","   70","72","63",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-09-23","  100","69","63",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-09-24","  100","69","64",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-09-25","  100","69","63",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-09-26","  100","69","62",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-09-27","   80","69","61",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-09-28","   60","73","62",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-09-29","   30","80","63",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-09-30","    0","82","63",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-10-01","   40","76","64",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-10-02","   80","72","64",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-10-03","   30","71","62",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-10-04","   10","83","57",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-10-05","    0","83","57",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-10-06","   60","81","56",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-10-07","    0","88","61",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-10-08","   80","77","59",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-10-09","   20","73","62",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-10-10","   20","73","61",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-10-11","    0","75","62",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-10-12","   10","79","55",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-10-13","   20","70","55",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-10-14","   50","70","56",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-10-15","   60","71","57",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-10-16","   60","72","59",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-10-17","   20","70","61",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-10-18","    0","69","58",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-10-19","    0","70","53",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-10-20","   20","83","52",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-10-21","   70","76","59",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-10-22","   50","70","59",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-10-23","   80","68","59",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-10-24","  100","65","56",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-10-25","   40","68","56",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-10-26","   50","66","56",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-10-27","   90","68","56",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-10-28","   90","66","58",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-10-29","   30","70","57",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-10-30","    0","85","56",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-10-31","    0","82","64",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-11-01","    0","81","59",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-11-02","   10","81","56",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-11-03","   40","72","55",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-11-04","   40","69","55",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-11-05","  100","65","58",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-11-06","  100","61","52",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-11-07","   80","64","51",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-11-08","   70","69","54",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-11-09","  100","66","58",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-11-10","   70","76","58",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-11-11","    0","83","62",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-11-12","   50","82","63",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-11-13","   30","80","64",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-11-14","   70","70","61",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-11-15","  100","65","60",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-11-16","   50","67","57",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-11-17","    0","72","53",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-11-18","    0","70","47",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-11-19","    0","79","49",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-11-20","  100","79","55",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-11-21","   40","71","52",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-11-22","    0","67","50",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-11-23","    0","76","45",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-11-24","   20","80","51",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-11-25","  100","81","53",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-11-26","   90","81","51",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-11-27","   60","84","54",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-11-28","    0","82","44",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-11-29","   10","78","47",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-11-30","   70","71","58",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-12-01","   70","76","61",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-12-02","   70","82","58",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-12-03","   30","78","59",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-12-04","   20","69","54",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-12-05","   40","68","56",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-12-06","   60","68","52",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-12-07","   20","64","49",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-12-08","   90","63","48",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-12-09","   60","64","49",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-12-10","   40","64","47",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-12-11","   30","67","46",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-12-12","    0","70","46",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-12-13","   20","72","46",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-12-14","   70","65","48",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-12-15","   50","66","44",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-12-16","  100","64","51",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-12-17","   50","66","55",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-12-18","   90","64","57",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-12-19","  100","64","56",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-12-20","   90","67","59",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-12-21","   90","66","58",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-12-22","   70","69","53",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-12-23","   60","64","53",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-12-24","   80","64","54",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-12-25","   90","63","53",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-12-26","    0","62","53",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-12-27","   20","63","47",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-12-28","    0","62","49",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-12-29","   10","60","44",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-12-30","    0","62","40",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1969-12-31","    0","62","39",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-01-01","   10","62","41",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-01-02","    0","65","42",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-01-03","   60","65","37",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-01-04","    0","60","40",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-01-05","   60","65","43",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-01-06","   50","69","41",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-01-07","   90","71","51",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-01-08","  100","65","46",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-01-09","  100","64","49",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-01-10","   80","63","49",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-01-11","  100","59","55",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-01-12","   80","65","55",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-01-13","  100","61","55",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-01-14","  100","59","55",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-01-15","  100","61","57",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-01-16","  100","60","57",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-01-17","   40","64","57",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-01-18","  100","63","50",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-01-19","   90","63","55",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-01-20","   90","64","57",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-01-21","  100","57","52",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-01-22","  100","61","56",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-01-23","  100","62","55",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-01-24","  100","60","55",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-01-25","   60","63","52",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-01-26","   30","63","49",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-01-27","  100","62","52",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-01-28","   20","72","45",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-01-29","   50","73","49",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-01-30","   10","63","45",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-01-31","   70","69","53",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-02-01","   60","69","49",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-02-02","    0","71","49",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-02-03","   80","75","47",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-02-04","  100","64","52",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-02-05","   30","62","51",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-02-06","   50","68","49",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-02-07","    0","83","51",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-02-08","  100","83","51",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-02-09","  100","68","56",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-02-10","  100","65","59",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-02-11","   80","67","57",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-02-12","  100","62","56",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-02-13","   80","63","52",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-02-14","   40","68","51",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-02-15","    0","73","49",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-02-16","    0","68","49",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-02-17","   30","64","51",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-02-18","    0","76","56",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-02-19","    0","72","52",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-02-20","   20","73","54",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-02-21","    0","64","48",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-02-22","   10","67","46",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-02-23","   40","71","48",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-02-24","   40","72","53",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-02-25","   70","79","52",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-02-26","   60","71","55",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-02-27","  100","67","52",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-02-28","  100","62","56",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-03-01","  100","61","55",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-03-02","   50","60","53",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-03-03","   70","61","52",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-03-04","  100","61","47",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-03-05","    0","62","48",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-03-06","    0","66","48",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-03-07","   80","66","51",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-03-08","   70","63","54",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-03-09","   70","63","52",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-03-10","   80","63","53",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-03-11","   90","64","50",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-03-12","   90","63","51",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-03-13","   90","74","54",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-03-14","   90","73","57",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-03-15","   20","74","55",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-03-16","   40","72","54",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-03-17","   70","63","56",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-03-18","    0","69","55",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-03-19","    0","72","49",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-03-20","    0","71","54",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-03-21","   20","70","50",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-03-22","   40","73","52",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-03-23","    0","67","50",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-03-24","   80","62","54",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-03-25","   30","67","56",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-03-26","  100","59","57",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-03-27","    0","70","51",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-03-28","   30","68","50",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-03-29","   60","65","54",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-03-30","   80","66","54",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-03-31","   10","66","49",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-04-01","    0","70","50",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-04-02","   10","70","48",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-04-03","    0","67","52",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-04-04","    0","81","52",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-04-05","    0","82","51",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-04-06","   50","72","55",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-04-07","   40","68","57",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-04-08","   50","66","53",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-04-09","   50","69","53",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-04-10","   80","72","56",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-04-11","   10","72","58",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-04-12","   20","75","54",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-04-13","   20","63","53",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-04-14","   10","61","47",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-04-15","   20","64","48",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-04-16","  100","60","52",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-04-17","   20","62","51",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-04-18","   10","64","51",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-04-19","   50","65","52",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-04-20","   70","68","53",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-04-21","   10","61","49",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-04-22","    0","64","47",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-04-23","    0","68","48",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-04-24","    0","68","48",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-04-25","   10","72","52",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-04-26","   70","66","55",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-04-27","   40","61","50",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-04-28","   20","61","47",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-04-29","    0","65","45",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-04-30","    0","66","50",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-05-01","    0","75","53",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-05-02","    0","86","57",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-05-03","   80","94","56",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-05-04","   70","65","52",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-05-05","   50","64","54",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-05-06","   50","64","54",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-05-07","   30","64","51",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-05-08","   30","65","52",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-05-09","   50","67","57",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-05-10","   20","68","56",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-05-11","   20","69","54",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-05-12","   30","67","53",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-05-13","   10","68","55",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-05-14","   20","74","56",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-05-15","    0","88","61",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-05-16","   30","71","59",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-05-17","   40","71","56",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-05-18","   60","67","58",
