fips,county_name,state_abbr,left,arrived,net
49029,Morgan County,UT,1428,1820,392
47015,Cannon County,TN,2118,2510,392
12027,DeSoto County,FL,3370,3762,392
13169,Jones County,GA,3896,4287,391
26051,Gladwin County,MI,3213,3604,391
26067,Ionia County,MI,9253,9642,389
56025,Natrona County,WY,7841,8229,388
26137,Otsego County,MI,2339,2727,388
16075,Payette County,ID,3483,3871,388
18149,Starke County,IN,3006,3390,384
04001,Apache County,AZ,12694,13075,381
01081,Lee County,AL,24314,24695,381
28109,Pearl River County,MS,5384,5763,379
06043,Mariposa County,CA,1766,2143,377
45037,Edgefield County,SC,3625,4002,377
31177,Washington County,NE,3020,3394,374
48287,Lee County,TX,1753,2125,372
21213,Simpson County,KY,2761,3130,369
27039,Dodge County,MN,2760,3127,367
21167,Mercer County,KY,2490,2855,365
01001,Autauga County,AL,9497,9861,364
48035,Bosque County,TX,2388,2752,364
48015,Austin County,TX,4433,4793,360
42007,Beaver County,PA,17463,17823,360
21199,Pulaski County,KY,3741,4100,359
51161,Roanoke County,VA,20285,20643,358
22031,De Soto Parish,LA,3382,3738,356
27017,Carlton County,MN,4181,4536,355
37151,Randolph County,NC,16641,16995,354
48457,Tyler County,TX,2052,2400,348
13045,Carroll County,GA,18187,18535,348
39167,Washington County,OH,4892,5240,348
13147,Hart County,GA,2584,2932,348
17141,Ogle County,IL,7003,7347,344
48149,Fayette County,TX,2425,2767,342
15007,Kauai County,HI,5207,5549,342
55137,Waushara County,WI,3429,3770,341
54077,Preston County,WV,2242,2582,340
40091,McIntosh County,OK,2353,2691,338
36113,Warren County,NY,10774,11111,337
21077,Gallatin County,KY,1509,1846,337
39123,Ottawa County,OH,5845,6181,336
48007,Aransas County,TX,4101,4434,333
13221,Oglethorpe County,GA,1878,2211,333
38105,Williams County,ND,5170,5501,331
47081,Hickman County,TN,3173,3503,330
51003,Albemarle County,VA,23022,23349,327
16015,Boise County,ID,1316,1642,326
13233,Polk County,GA,4965,5289,324
51007,Amelia County,VA,1484,1807,323
16081,Teton County,ID,732,1050,318
21089,Greenup County,KY,4006,4323,317
48349,Navarro County,TX,6204,6521,317
27061,Itasca County,MN,3230,3544,314
56023,Lincoln County,WY,1041,1355,314
54091,Taylor County,WV,2007,2319,312
01019,Cherokee County,AL,2211,2523,312
51119,Middlesex County,VA,609,921,312
42037,Columbia County,PA,6222,6534,312
18179,Wells County,IN,3331,3641,310
46099,Minnehaha County,SD,32881,33190,309
27095,Mille Lacs County,MN,5375,5684,309
26007,Alpena County,MI,1336,1643,307
53025,Grant County,WA,10507,10813,306
28039,George County,MS,2109,2414,305
16085,Valley County,ID,1457,1762,305
50013,Grand Isle County,VT,1444,1748,304
51610,Falls Church city,VA,4724,5026,302
12041,Gilchrist County,FL,2567,2865,298
22015,Bossier Parish,LA,25282,25579,297
51820,Waynesboro city,VA,5513,5808,295
51191,Washington County,VA,5403,5698,295
36053,Madison County,NY,9554,9849,295
30007,Broadwater County,MT,679,974,295
39087,Lawrence County,OH,5042,5336,294
51067,Franklin County,VA,5014,5307,293
45035,Dorchester County,SC,40114,40404,290
29225,Webster County,MO,5835,6124,289
18093,Lawrence County,IN,3684,3972,288
12133,Washington County,FL,3457,3744,287
32029,Storey County,NV,800,1087,287
35013,Do??a Ana County,NM,2708,2995,287
13241,Rabun County,GA,697,982,285
47085,Humphreys County,TN,1247,1531,284
06063,Plumas County,CA,1635,1919,284
42015,Bradford County,PA,4322,4605,283
21125,Laurel County,KY,6192,6473,281
21027,Breckinridge County,KY,2150,2431,281
13199,Meriwether County,GA,3519,3798,279
47035,Cumberland County,TN,3965,4244,279
18133,Putnam County,IN,5346,5624,278
26009,Antrim County,MI,3418,3696,278
34033,Salem County,NJ,8535,8813,278
12007,Bradford County,FL,3716,3993,277
20015,Butler County,KS,9439,9716,277
48331,Milam County,TX,2823,3100,277
36095,Schoharie County,NY,3031,3307,276
26155,Shiawassee County,MI,9653,9927,274
26039,Crawford County,MI,1008,1281,273
47121,Meigs County,TN,2199,2471,272
47061,Grundy County,TN,1154,1426,272
21079,Garrard County,KY,2859,3130,271
51011,Appomattox County,VA,1527,1798,271
26089,Leelanau County,MI,3338,3607,269
45059,Laurens County,SC,8572,8840,268
13229,Pierce County,GA,1990,2258,268
47107,McMinn County,TN,6113,6380,267
55057,Juneau County,WI,3529,3794,265
47145,Roane County,TN,7327,7590,263
47099,Lawrence County,TN,3089,3350,261
01033,Colbert County,AL,6774,7035,261
48455,Trinity County,TX,2205,2466,261
01067,Henry County,AL,2287,2546,259
18015,Carroll County,IN,3480,3735,255
23009,Hancock County,ME,4747,5002,255
51735,Poquoson city,VA,1654,1909,255
54065,Morgan County,WV,1558,1812,254
25003,Berkshire County,MA,8417,8670,253
21173,Montgomery County,KY,3205,3458,253
50023,Washington County,VT,7568,7818,250
20107,Linn County,KS,905,1155,250
48285,Lavaca County,TX,2110,2358,248
19031,Cedar County,IA,2709,2957,248
37115,Madison County,NC,2498,2745,247
41015,Curry County,OR,2162,2409,247
27065,Kanabec County,MN,2318,2563,245
53003,Asotin County,WA,3548,3793,245
21021,Boyle County,KY,4057,4301,244
39055,Geauga County,OH,14196,14439,243
19121,Madison County,IA,2219,2461,242
50017,Orange County,VT,4719,4960,241
21103,Henry County,KY,2663,2904,241
44001,Bristol County,RI,7833,8074,241
48237,Jack County,TX,653,892,239
19113,Linn County,IA,23656,23895,239
26119,Montmorency County,MI,798,1036,238
18145,Shelby County,IN,6909,7147,238
37139,Pasquotank County,NC,4533,4769,236
28141,Tishomingo County,MS,1447,1682,235
18013,Brown County,IN,2996,3231,235
13225,Peach County,GA,5271,5505,234
19015,Boone County,IA,3558,3792,234
37055,Dare County,NC,2449,2682,233
39141,Ross County,OH,7484,7717,233
51113,Madison County,VA,1323,1556,233
36117,Wayne County,NY,12393,12625,232
13173,Lanier County,GA,1532,1763,231
41001,Baker County,OR,720,948,228
30043,Jefferson County,MT,1814,2042,228
12051,Hendry County,FL,6206,6432,226
48073,Cherokee County,TX,5826,6051,225
21005,Anderson County,KY,3242,3464,222
13025,Brantley County,GA,1927,2148,221
28131,Stone County,MS,1976,2197,221
18119,Owen County,IN,3599,3819,220
55007,Bayfield County,WI,1202,1422,220
26101,Manistee County,MI,1990,2210,220
21003,Allen County,KY,2047,2266,219
18183,Whitley County,IN,5298,5516,218
17085,Jo Daviess County,IL,2148,2366,218
29131,Miller County,MO,3172,3389,217
54081,Raleigh County,WV,4389,4604,215
51163,Rockbridge County,VA,2216,2430,214
37111,McDowell County,NC,3266,3480,214
37199,Yancey County,NC,1258,1471,213
42115,Susquehanna County,PA,4193,4406,213
45073,Oconee County,SC,6606,6817,211
21239,Woodford County,KY,4107,4317,210
19017,Bremer County,IA,2863,3073,210
21187,Owen County,KY,1041,1250,209
47071,Hardin County,TN,1653,1861,208
18155,Switzerland County,IN,879,1085,206
21141,Logan County,KY,2502,2706,204
48425,Somervell County,TX,1018,1222,204
08027,Custer County,CO,207,409,202
48077,Clay County,TX,1431,1631,200
48395,Robertson County,TX,2100,2298,198
55077,Marquette County,WI,2378,2576,198
37009,Ashe County,NC,1256,1453,197
55129,Washburn County,WI,1727,1920,193
47053,Gibson County,TN,6507,6699,192
24019,Dorchester County,MD,3859,4051,192
47153,Sequatchie County,TN,1811,2001,190
01111,Randolph County,AL,1856,2046,190
49023,Juab County,UT,1316,1505,189
48089,Colorado County,TX,2392,2581,189
54055,Mercer County,WV,3037,3226,189
19059,Dickinson County,IA,1188,1376,188
05053,Grant County,AR,2172,2359,187
51081,Greensville County,VA,1077,1264,187
40099,Murray County,OK,1383,1570,187
21115,Johnson County,KY,1364,1550,186
54053,Mason County,WV,1951,2137,186
48403,Sabine County,TX,736,921,185
36011,Cayuga County,NY,7478,7663,185
48289,Leon County,TX,1887,2072,185
36115,Washington County,NY,9675,9860,185
29083,Henry County,MO,2639,2822,183
18171,Warren County,IN,1129,1309,180
51097,King and Queen County,VA,507,684,177
47101,Lewis County,TN,787,964,177
50027,Windsor County,VT,8352,8528,176
47127,Moore County,TN,906,1081,175
16041,Franklin County,ID,992,1166,174
50025,Windham County,VT,4571,4745,174
54025,Greenbrier County,WV,1605,1779,174
48239,Jackson County,TX,1543,1715,172
17103,Lee County,IL,4484,4656,172
12125,Union County,FL,1595,1766,171
51029,Buckingham County,VA,1048,1219,171
49039,Sanpete County,UT,2912,3083,171
36083,Rensselaer County,NY,29945,30116,171
28071,Lafayette County,MS,5274,5444,170
39139,Richland County,OH,12191,12360,169
47079,Henry County,TN,2288,2456,168
47103,Lincoln County,TN,3683,3848,165
47177,Warren County,TN,3530,3695,165
29049,Clinton County,MO,4591,4755,164
39047,Fayette County,OH,3890,4053,163
13281,Towns County,GA,759,920,161
51133,Northumberland County,VA,948,1108,160
32007,Elko County,NV,5511,5671,160
48009,Archer County,TX,1270,1429,159
42099,Perry County,PA,6075,6233,158
26105,Mason County,MI,2355,2512,157
19149,Plymouth County,IA,2420,2577,157
23027,Waldo County,ME,5136,5292,156
06101,Sutter County,CA,14552,14707,155
29073,Gasconade County,MO,1527,1682,155
27121,Pope County,MN,1012,1166,154
20087,Jefferson County,KS,2885,3038,153
29157,Perry County,MO,1484,1636,152
42005,Armstrong County,PA,7760,7912,152
37197,Yadkin County,NC,4402,4553,151
47173,Union County,TN,2934,3083,149
51035,Carroll County,VA,2647,2795,148
27093,Meeker County,MN,2958,3106,148
51790,Staunton city,VA,5711,5859,148
21061,Edmonson County,KY,1479,1626,147
02122,Kenai Peninsula Borough,AK,5017,5164,147
29167,Polk County,MO,3784,3931,147
21157,Marshall County,KY,3175,3322,147
45065,McCormick County,SC,494,640,146
05005,Baxter County,AR,2689,2834,145
29053,Cooper County,MO,1838,1982,144
21049,Clark County,KY,4720,4863,143
38053,McKenzie County,ND,848,991,143
37143,Perquimans County,NC,1339,1481,142
27049,Goodhue County,MN,6960,7098,138
13069,Coffee County,GA,2185,2323,138
26045,Eaton County,MI,26117,26254,137
21235,Whitley County,KY,4174,4310,136
13181,Lincoln County,GA,539,675,136
19075,Grundy County,IA,1371,1507,136
55113,Sawyer County,WI,819,954,135
05033,Crawford County,AR,8677,8811,134
13293,Upson County,GA,1704,1838,134
47057,Grainger County,TN,2917,3050,133
01093,Marion County,AL,2706,2839,133
22111,Union Parish,LA,2478,2610,132
19095,Iowa County,IA,1912,2044,132
47007,Bledsoe County,TN,1216,1347,131
40085,Love County,OK,1292,1423,131
29177,Ray County,MO,3665,3795,130
37169,Stokes County,NC,6222,6352,130
40095,Marshall County,OK,1445,1574,129
37175,Transylvania County,NC,2406,2535,129
18111,Newton County,IN,2146,2274,128
05087,Madison County,AR,2202,2330,128
47161,Stewart County,TN,1311,1438,127
25007,Dukes County,MA,1105,1231,126
48161,Freestone County,TX,1975,2099,124
26029,Charlevoix County,MI,3296,3419,123
37027,Caldwell County,NC,7545,7668,123
55067,Langlade County,WI,1232,1355,123
13019,Berrien County,GA,2216,2339,123
40125,Pottawatomie County,OK,10138,10259,121
39073,Hocking County,OH,3956,4076,120
29003,Andrew County,MO,3229,3349,120
37103,Jones County,NC,1750,1870,120
37039,Cherokee County,NC,1026,1145,119
19161,Sac County,IA,583,702,119
06051,Mono County,CA,1857,1975,118
54035,Jackson County,WV,1860,1977,117
21011,Bath County,KY,1180,1295,115
19071,Fremont County,IA,593,708,115
48159,Franklin County,TX,1412,1526,114
26063,Huron County,MI,2788,2902,114
37035,Catawba County,NC,21627,21741,114
31139,Pierce County,NE,494,607,113
21085,Grayson County,KY,2065,2177,112
51049,Cumberland County,VA,1230,1341,111
50009,Essex County,VT,861,972,111
16013,Blaine County,ID,1474,1584,110
51197,Wythe County,VA,1854,1964,110
17159,Richland County,IL,611,720,109
55039,Fond du Lac County,WI,13346,13454,108
40007,Beaver County,OK,277,384,107
36097,Schuyler County,NY,2547,2654,107
37121,Mitchell County,NC,1051,1158,107
54049,Marion County,WV,5077,5183,106
18143,Scott County,IN,3173,3279,106
12065,Jefferson County,FL,1508,1613,105
37003,Alexander County,NC,4180,4284,104
54029,Hancock County,WV,3640,3744,104
31093,Howard County,NE,544,648,104
56035,Sublette County,WY,279,383,104
47159,Smith County,TN,2500,2604,104
27157,Wabasha County,MN,2779,2882,103
30057,Madison County,MT,595,698,103
39091,Logan County,OH,6226,6328,102
30047,Lake County,MT,2505,2607,102
29185,St. Clair County,MO,610,712,102
19023,Butler County,IA,1388,1489,101
42087,Mifflin County,PA,2680,2781,101
28137,Tate County,MS,4276,4376,100
55115,Shawano County,WI,5810,5909,99
50015,Lamoille County,VT,3608,3707,99
17087,Johnson County,IL,858,955,97
01037,Coosa County,AL,1678,1775,97
21145,McCracken County,KY,6956,7053,97
48225,Houston County,TX,1862,1959,97
26135,Oscoda County,MI,246,342,96
29027,Callaway County,MO,6063,6159,96
19011,Benton County,IA,3628,3724,96
48175,Goliad County,TX,688,784,96
19183,Washington County,IA,2345,2440,95
32017,Lincoln County,NV,359,454,95
12067,Lafayette County,FL,466,561,95
21229,Washington County,KY,1191,1285,94
17039,De Witt County,IL,1876,1969,93
18159,Tipton County,IN,2374,2467,93
13149,Heard County,GA,1656,1749,93
18175,Washington County,IN,3488,3581,93
05105,Perry County,AR,1330,1422,92
17139,Moultrie County,IL,1956,2048,92
21063,Elliott County,KY,232,324,92
19109,Kossuth County,IA,496,588,92
26011,Arenac County,MI,1912,2003,91
39063,Hancock County,OH,9001,9092,91
01055,Etowah County,AL,9270,9361,91
27029,Clearwater County,MN,612,702,90
36107,Tioga County,NY,6586,6676,90
19195,Worth County,IA,751,840,89
19085,Harrison County,IA,1365,1454,89
48049,Brown County,TX,3147,3236,89
48313,Madison County,TX,1540,1629,89
51087,Henrico County,VA,81630,81719,89
13191,McIntosh County,GA,1224,1312,88
51063,Floyd County,VA,1085,1171,86
46019,Butte County,SD,1465,1550,85
45021,Cherokee County,SC,5526,5611,85
08065,Lake County,CO,621,706,85
21207,Russell County,KY,1117,1202,85
53043,Lincoln County,WA,1235,1319,84
21033,Caldwell County,KY,910,994,84
29023,Butler County,MO,3754,3837,83
54051,Marshall County,WV,2882,2964,82
20027,Clay County,KS,413,494,81
13075,Cook County,GA,2025,2106,81
55051,Iron County,WI,288,369,81
21123,Larue County,KY,2206,2286,80
39027,Clinton County,OH,7020,7100,80
20137,Norton County,KS,30,109,79
39033,Crawford County,OH,5718,5797,79
48277,Lamar County,TX,4177,4256,79
26141,Presque Isle County,MI,903,982,79
21009,Barren County,KY,4630,4708,78
21143,Lyon County,KY,482,560,78
30067,Park County,MT,1676,1754,78
27101,Murray County,MN,411,489,78
31167,Stanton County,NE,829,906,77
36041,Hamilton County,NY,42,119,77
46125,Turner County,SD,1047,1124,77
19165,Shelby County,IA,902,978,76
13049,Charlton County,GA,1005,1081,76
18107,Montgomery County,IN,4069,4145,76
51159,Richmond County,VA,860,934,74
23025,Somerset County,ME,6951,7025,74
12029,Dixie County,FL,1113,1187,74
26151,Sanilac County,MI,5394,5468,74
22021,Caldwell Parish,LA,649,722,73
38049,McHenry County,ND,505,578,73
47067,Hancock County,TN,107,179,72
21053,Clinton County,KY,367,439,72
16037,Custer County,ID,56,128,72
28009,Benton County,MS,1447,1519,72
13001,Appling County,GA,795,866,71
13079,Crawford County,GA,1906,1977,71
29111,Lewis County,MO,782,853,71
27097,Morrison County,MN,3993,4063,70
51036,Charles City County,VA,735,805,70
55049,Iowa County,WI,3759,3827,68
46061,Hanson County,SD,298,366,68
47005,Benton County,TN,1155,1223,68
05121,Randolph County,AR,1470,1538,68
51570,Colonial Heights city,VA,5632,5699,67
20003,Anderson County,KS,493,560,67
22049,Jackson Parish,LA,1457,1523,66
53069,Wahkiakum County,WA,273,339,66
51103,Lancaster County,VA,642,707,65
38097,Traill County,ND,920,985,65
51143,Pittsylvania County,VA,6765,6830,65
22125,West Feliciana Parish,LA,1111,1176,65
48241,Jasper County,TX,4608,4672,64
48001,Anderson County,TX,5197,5261,64
16049,Idaho County,ID,1091,1155,64
19043,Clayton County,IA,1658,1721,63
28019,Choctaw County,MS,578,641,63
29059,Dallas County,MO,2241,2304,63
47139,Polk County,TN,2391,2454,63
13027,Brooks County,GA,2485,2547,62
21221,Trigg County,KY,1041,1102,61
05059,Hot Spring County,AR,4191,4252,61
08055,Huerfano County,CO,379,440,61
29221,Washington County,MO,2830,2891,61
41035,Klamath County,OR,6531,6591,60
21087,Green County,KY,755,815,60
54017,Doddridge County,WV,634,694,60
30061,Mineral County,MT,403,463,60
29117,Livingston County,MO,815,874,59
19035,Cherokee County,IA,551,609,58
51071,Giles County,VA,1377,1435,58
46117,Stanley County,SD,635,693,58
51720,Norton city,VA,781,838,57
51139,Page County,VA,1576,1633,57
48093,Comanche County,TX,965,1022,57
29173,Ralls County,MO,1427,1483,56
28081,Lee County,MS,11213,11269,56
08091,Ouray County,CO,469,524,55
27063,Jackson County,MN,617,672,55
20117,Marshall County,KS,188,243,55
17037,DeKalb County,IL,18990,19045,55
20041,Dickinson County,KS,1912,1967,55
42117,Tioga County,PA,2641,2695,54
31121,Merrick County,NE,781,835,54
27033,Cottonwood County,MN,574,628,54
31031,Cherry County,NE,12,65,53
29085,Hickory County,MO,780,832,52
26153,Schoolcraft County,MI,125,177,52
26085,Lake County,MI,1326,1378,52
29039,Cedar County,MO,1182,1233,51
19099,Jasper County,IA,4732,4783,51
19131,Mitchell County,IA,414,465,51
18021,Clay County,IN,3720,3771,51
48205,Hartley County,TX,711,761,50
13283,Treutlen County,GA,282,331,49
46093,Meade County,SD,6880,6929,49
36077,Otsego County,NY,6248,6296,48
20143,Ottawa County,KS,602,650,48
17173,Shelby County,IL,2780,2827,47
05065,Izard County,AR,1091,1138,47
21191,Pendleton County,KY,2297,2344,47
18165,Vermillion County,IN,1929,1975,46
27081,Lincoln County,MN,292,336,44
08095,Phillips County,CO,65,109,44
29171,Putnam County,MO,39,83,44
18041,Fayette County,IN,1991,2034,43
30105,Valley County,MT,100,143,43
45017,Calhoun County,SC,2158,2201,43
19129,Mills County,IA,2013,2055,42
28127,Simpson County,MS,2939,2981,42
55073,Marathon County,WI,14776,14817,41
13201,Miller County,GA,423,464,41
16003,Adams County,ID,256,296,40
27087,Mahnomen County,MN,286,326,40
19135,Monroe County,IA,431,470,39
48385,Real County,TX,39,78,39
37005,Alleghany County,NC,173,212,39
40103,Noble County,OK,1314,1353,39
38055,McLean County,ND,1018,1057,39
05141,Van Buren County,AR,1295,1334,39
21099,Hart County,KY,1909,1947,38
19105,Jones County,IA,2132,2169,37
38075,Renville County,ND,321,358,37
42035,Clinton County,PA,3213,3250,37
48081,Coke County,TX,312,348,36
24029,Kent County,MD,2118,2154,36
13285,Troup County,GA,8550,8586,36
50019,Orleans County,VT,2033,2069,36
55047,Green Lake County,WI,2933,2969,36
54105,Wirt County,WV,544,579,35
17171,Scott County,IL,482,517,35
17091,Kankakee County,IL,10099,10133,34
47083,Houston County,TN,765,799,34
31169,Thayer County,NE,91,125,34
40045,Ellis County,OK,247,280,33
29107,Lafayette County,MO,4727,4759,32
21105,Hickman County,KY,121,153,32
30077,Powell County,MT,285,317,32
13249,Schley County,GA,352,384,32
16073,Owyhee County,ID,2017,2048,31
13023,Bleckley County,GA,1032,1062,30
18121,Parke County,IN,1882,1912,30
05013,Calhoun County,AR,219,249,30
36023,Cortland County,NY,4901,4930,29
19019,Buchanan County,IA,2282,2311,29
21023,Bracken County,KY,794,823,29
56011,Crook County,WY,603,631,28
30009,Carbon County,MT,1229,1257,28
02198,Prince of Wales-Hyder Census Area,AK,129,157,28
46053,Gregory County,SD,11,39,28
31099,Kearney County,NE,780,807,27
27011,Big Stone County,MN,52,79,27
21137,Lincoln County,KY,3280,3305,25
26013,Baraga County,MI,400,425,25
37095,Hyde County,NC,125,149,24
20017,Chase County,KS,128,152,24
31067,Gage County,NE,1925,1949,24
29175,Randolph County,MO,2066,2090,24
33007,Coos County,NH,2872,2896,24
19041,Clay County,IA,1280,1303,23
01007,Bibb County,AL,2676,2699,23
18123,Perry County,IN,1397,1419,22
29125,Maries County,MO,1049,1071,22
55099,Price County,WI,546,568,22
08073,Lincoln County,CO,109,131,22
39001,Adams County,OH,2249,2271,22
38065,Oliver County,ND,10,31,21
26113,Missaukee County,MI,1502,1523,21
31097,Johnson County,NE,260,281,21
17129,Menard County,IL,1657,1678,21
20123,Mitchell County,KS,91,112,21
28061,Jasper County,MS,2090,2111,21
46033,Custer County,SD,944,964,20
17169,Schuyler County,IL,425,445,20
49001,Beaver County,UT,354,374,20
31073,Gosper County,NE,125,145,20
48193,Hamilton County,TX,716,736,20
22059,La Salle Parish,LA,290,310,20
48483,Wheeler County,TX,54,74,20
27031,Cook County,MN,259,278,19
18055,Greene County,IN,4019,4038,19
22043,Grant Parish,LA,2940,2959,19
48411,San Saba County,TX,12,31,19
24045,Wicomico County,MD,12875,12894,19
54031,Hardy County,WV,845,864,19
29063,DeKalb County,MO,1582,1601,19
31083,Harlan County,NE,12,31,19
20207,Woodson County,KS,35,54,19
20197,Wabaunsee County,KS,828,847,19
19145,Page County,IA,932,951,19
06091,Sierra County,CA,120,138,18
21181,Nicholas County,KY,531,549,18
08025,Crowley County,CO,154,172,18
28079,Leake County,MS,2334,2352,18
17025,Clay County,IL,880,898,18
46003,Aurora County,SD,77,95,18
37075,Graham County,NC,102,119,17
31125,Nance County,NE,88,105,17
08121,Washington County,CO,94,111,17
18065,Henry County,IN,6166,6182,16
31107,Knox County,NE,176,192,16
31051,Dixon County,NE,398,414,16
26071,Iron County,MI,274,289,15
01061,Geneva County,AL,3110,3125,15
46055,Haakon County,SD,12,27,15
20167,Russell County,KS,359,373,14
48271,Kinney County,TX,64,78,14
54097,Upshur County,WV,1557,1571,14
28015,Carroll County,MS,1165,1179,14
16007,Bear Lake County,ID,56,70,14
13125,Glascock County,GA,27,41,14
20047,Edwards County,KS,26,40,14
31133,Pawnee County,NE,11,25,14
51009,Amherst County,VA,3960,3973,13
30089,Sanders County,MT,500,513,13
48317,Martin County,TX,607,620,13
20119,Meade County,KS,28,41,13
31165,Sioux County,NE,29,42,13
55037,Florence County,WI,376,389,13
46009,Bon Homme County,SD,332,345,13
46129,Walworth County,SD,50,62,12
48419,Shelby County,TX,1820,1832,12
20171,Scott County,KS,24,36,12
38023,Divide County,ND,23,35,12
48253,Jones County,TX,2193,2205,12
48315,Marion County,TX,1409,1421,12
18047,Franklin County,IN,3293,3304,11
41063,Wallowa County,OR,105,116,11
38081,Sargent County,ND,219,230,11
31147,Richardson County,NE,121,132,11
21237,Wolfe County,KY,69,79,10
46047,Fall River County,SD,541,551,10
48243,Jeff Davis County,TX,11,21,10
31143,Polk County,NE,375,385,10
28003,Alcorn County,MS,2773,2783,10
27155,Traverse County,MN,34,44,10
13307,Webster County,GA,43,53,10
19093,Ida County,IA,276,286,10
51125,Nelson County,VA,1504,1514,10
26083,Keweenaw County,MI,226,236,10
19007,Appanoose County,IA,373,382,9
48043,Brewster County,TX,294,303,9
48351,Newton County,TX,1659,1668,9
51051,Dickenson County,VA,613,622,9
47089,Jefferson County,TN,9213,9222,9
20157,Republic County,KS,15,24,9
20165,Rush County,KS,73,82,9
31105,Kimball County,NE,71,80,9
05023,Cleburne County,AR,2837,2846,9
47135,Perry County,TN,76,84,8
27159,Wadena County,MN,1907,1915,8
20201,Washington County,KS,72,80,8
55053,Jackson County,WI,2197,2205,8
49033,Rich County,UT,14,21,7
02068,Denali Borough,AK,65,72,7
20185,Stafford County,KS,78,85,7
31021,Burt County,NE,501,508,7
16059,Lemhi County,ID,24,30,6
29109,Lawrence County,MO,6317,6323,6
38043,Kidder County,ND,119,125,6
46041,Dewey County,SD,95,101,6
49055,Wayne County,UT,11,17,6
54107,Wood County,WV,5728,5733,5
51181,Surry County,VA,295,300,5
54023,Grant County,WV,751,756,5
32009,Esmeralda County,NV,10,15,5
56019,Johnson County,WY,681,685,4
39121,Noble County,OH,1012,1016,4
32011,Eureka County,NV,56,60,4
31175,Valley County,NE,21,25,4
13007,Baker County,GA,88,92,4
42033,Clearfield County,PA,6136,6140,4
31113,Logan County,NE,11,15,4
28069,Kemper County,MS,813,817,4
41055,Sherman County,OR,27,30,3
21031,Butler County,KY,1017,1020,3
08007,Archuleta County,CO,564,567,3
02164,Lake and Peninsula Borough,AK,17,20,3
46085,Lyman County,SD,50,53,3
20069,Gray County,KS,359,362,3
47023,Chester County,TN,1839,1842,3
13239,Quitman County,GA,154,157,3
40061,Haskell County,OK,777,780,3
40059,Harper County,OK,60,63,3
48087,Collingsworth County,TX,10,12,2
16051,Jefferson County,ID,4657,4659,2
48431,Sterling County,TX,10,12,2
13043,Candler County,GA,1020,1022,2
28007,Attala County,MS,884,886,2
05063,Independence County,AR,3226,3228,2
31135,Perkins County,NE,13,15,2
54071,Pendleton County,WV,89,91,2
31137,Phelps County,NE,554,556,2
05025,Cleveland County,AR,489,490,1
48119,Delta County,TX,546,547,1
51017,Bath County,VA,44,45,1
38047,Logan County,ND,21,22,1
47025,Claiborne County,TN,2200,2201,1
39011,Auglaize County,OH,6065,6066,1
37011,Avery County,NC,1288,1289,1
13265,Taliaferro County,GA,10,11,1
37043,Clay County,NC,815,816,1
22059,LaSalle Parish,LA,468,469,1
35057,Torrance County,NM,1876,1877,1
38031,Foster County,ND,13,13,0
46007,Bennett County,SD,12,12,0
27107,Norman County,MN,603,603,0
20081,Haskell County,KS,44,44,0
54007,Braxton County,WV,346,346,0
48011,Armstrong County,TX,76,76,0
54057,Mineral County,WV,2222,2222,0
05129,Searcy County,AR,186,186,0
21163,Meade County,KY,5077,5077,0
30051,Liberty County,MT,13,13,0
08009,Baca County,CO,10,10,0
38103,Wells County,ND,42,42,0
38085,Sioux County,ND,78,78,0
31061,Franklin County,NE,10,10,0
49025,Kane County,UT,667,667,0
46017,Buffalo County,SD,11,10,-1
48283,La Salle County,TX,273,272,-1
31173,Thurston County,NE,242,241,-1
05039,Dallas County,AR,279,278,-1
48333,Mills County,TX,37,36,-1
08063,Kit Carson County,CO,60,59,-1
46071,Jackson County,SD,26,25,-1
31063,Frontier County,NE,50,49,-1
31087,Hitchcock County,NE,104,103,-1
17155,Putnam County,IL,785,784,-1
27125,Red Lake County,MN,350,349,-1
02100,Haines Borough,AK,11,10,-1
20089,Jewell County,KS,11,10,-1
38011,Bowman County,ND,12,11,-1
48421,Sherman County,TX,13,12,-1
27077,Lake of the Woods County,MN,36,35,-1
13099,Early County,GA,454,453,-1
56017,Hot Springs County,WY,100,99,-1
46089,McPherson County,SD,13,12,-1
30091,Sheridan County,MT,13,11,-2
46137,Ziebach County,SD,13,11,-2
48295,Lipscomb County,TX,17,15,-2
40025,Cimarron County,OK,12,10,-2
20127,Morris County,KS,95,93,-2
20025,Clark County,KS,31,29,-2
30079,Prairie County,MT,12,10,-2
29207,Stoddard County,MO,2922,2920,-2
20189,Stevens County,KS,44,42,-2
51185,Tazewell County,VA,2592,2590,-2
37157,Rockingham County,NC,8953,8951,-2
29035,Carter County,MO,423,420,-3
08109,Saguache County,CO,330,327,-3
05043,Drew County,AR,1530,1527,-3
53023,Garfield County,WA,13,10,-3
48173,Glasscock County,TX,13,10,-3
17049,Effingham County,IL,2806,2803,-3
28057,Itawamba County,MS,3193,3189,-4
31101,Keith County,NE,303,299,-4
30107,Wheatland County,MT,14,10,-4
38013,Burke County,ND,63,59,-4
05049,Fulton County,AR,1124,1120,-4
01023,Choctaw County,AL,220,216,-4
47175,Van Buren County,TN,584,580,-4
51157,Rappahannock County,VA,869,865,-4
20063,Gove County,KS,14,10,-4
20053,Ellsworth County,KS,261,257,-4
13197,Marion County,GA,511,507,-4
20147,Phillips County,KS,60,56,-4
48275,Knox County,TX,64,60,-4
27055,Houston County,MN,1946,1942,-4
