storenumber,name,streetaddress,city,state,zipcode,latitude,longitude,distance,imageurlthumb,opened_date,opened_year
62,Temecula (Jefferson Ave.),27700 Jefferson Ave.,Temecula,CA,92590,33.51498,-117.159,80.22,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/62.jpg,1990-09-19,1990
313,Oceanside,936 N. Coast Highway,Oceanside,CA,92054,33.20394,-117.38399,81.14,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/313.jpg,2016-04-07,2016
200,Temecula (Highway 79),30697 Temecula Pkwy.,Temecula,CA,92592,33.47588,-117.12363,83.21,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/200.jpg,2005-12-30,2005
162,Oceanside,4605 Frazee,Oceanside,CA,92057,33.23782,-117.29927,83.35,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/162.jpg,2002-04-04,2002
108,Goleta,4865 Calle Real,Goleta,CA,93111,34.44289,-119.79074,83.81,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/108.jpg,1995-11-14,1995
52,Hemet,2885 W. Florida Ave.,Hemet,CA,92545,33.74698,-117.00175,83.88,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/52.jpg,1988-09-09,1988
355,Beaumont,1551 E. 2nd St. ,Beaumont,CA,92223,33.92323,-116.94849,85.32,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/355.jpg,2020-07-24,2020
61,Vista,2010 Hacienda Dr.,Vista,CA,92081,33.18455,-117.28496,86.34,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/61.jpg,1990-08-30,1990
89,Carlsbad,5950 Avenida Encinas,Carlsbad,CA,92008,33.12509,-117.32465,87.36,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/89.jpg,1993-10-05,1993
295,Encinitas,130 Calle Magdalena,Encinitas,CA,92024,33.04729,-117.28499,92.75,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/295.jpg,2014-05-22,2014
185,San Marcos,583 Grand Ave.,San Marcos,CA,92078,33.13718,-117.17717,93.23,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/185.jpg,2004-07-27,2004
292,Cabazon,49188 Seminole Dr.,Cabazon,CA,92230,33.9214,-116.80362,93.63,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/292.jpg,2014-01-15,2014
65,Bakersfield (Panama Ln.),2310 Panama Lane,Bakersfield,CA,93307,35.29633,-119.02855,96.75,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/65.jpg,1991-04-24,1991
56,Barstow,2821 Lenwood Rd.,Barstow,CA,92311,34.85006,-117.08238,97.55,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/56.jpg,1989-11-14,1989
247,Escondido,1260 W Valley Parkway,Escondido,CA,92029,33.11518,-117.1019,97.58,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/247.jpg,2010-09-30,2010
145,Bakersfield (Stockdale Hwy),5100 Stockdale Hwy.,Bakersfield,CA,93309,35.35451,-119.05794,101.1,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/145.jpg,2000-10-02,2000
362,Bakersfield,7985 Rosedale Hwy. ,Bakersfield,CA,93308,35.38311,-119.09086,103.61,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/362.jpg,2021-01-28,2021
87,Carmel Mountain,11880 Carmel Mountain Rd.,San Diego,CA,92128,32.98171,-117.07757,104.62,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/87.jpg,1993-08-02,1993
68,Mira Mesa,9410 Mira Mesa Blvd.,San Diego,CA,92126,32.91764,-117.12193,105.79,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/68.jpg,1991-08-13,1991
69,Pacific Beach,2910 Damon Ave.,Pacific Beach,CA,92109,32.80896,-117.21887,107.46,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/69.jpg,1991-10-24,1991
254,Poway,12890 Gregg Court,Poway,CA,92064,32.93892,-117.04651,107.94,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/254.jpg,2011-04-21,2011
71,Kearny Mesa,4375 Kearny Mesa Rd.,San Diego,CA,92111,32.81967,-117.14869,109.6,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/71.jpg,1991-12-18,1991
123,San Diego (Sports Arena Blvd.),3102 Sports Arena Blvd.,San Diego,CA,92110,32.75191,-117.20527,111.0,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/123.jpg,1997-06-27,1997
128,Mission Valley,2005 Camino Del Este,San Diego,CA,92108,32.76952,-117.14345,112.39,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/128.jpg,1998-05-21,1998
375,San Diego,10370 Friars Rd.,San Diego ,CA,92120,32.79099,-117.10012,112.97,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/375.jpg,2022-01-14,2022
279,Santee,9414 Mission Gorge Rd.,Santee,CA,92071,32.83901,-116.99388,114.91,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/279.jpg,2012-11-28,2012
50,Thousand Palms,72265 Varner Rd.,Thousand Palms,CA,92276,33.81566,-116.40139,117.26,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/50.jpg,1988-06-17,1988
57,Lemon Grove,7160 Broadway,Lemon Grove,CA,91945,32.74421,-117.04325,117.59,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/57.jpg,1990-01-16,1990
374,Rancho Mirage,42560 Bob Hope Dr.,Rancho Mirage,CA,92270,33.73631,-116.40772,117.63,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/374.jpg,2022-01-07,2022
73,El Cajon,100 Fletcher Parkway,El Cajon,CA,92020,32.80802,-116.96289,117.69,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/73.jpg,1992-03-31,1992
70,National City,500 Mile-Of Cars Way,National City,CA,91950,32.65966,-117.10659,119.57,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/70.jpg,1991-11-18,1991
311,La Quinta,78611 Hwy. 111,La Quinta,CA,92253,33.71257,-116.29265,124.43,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/311.jpg,2016-02-04,2016
227,Chula Vista,1725 Eastlake Pkwy.,Chula Vista,CA,91915,32.62049,-116.96204,127.11,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/227.jpg,2008-12-23,2008
51,Indio,82043 Hwy. 111,Indio,CA,92201,33.71425,-116.23308,127.8,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/51.jpg,1988-06-17,1988
136,Santa Maria,1330 S. Bradley Road,Santa Maria,CA,93454,34.93734,-120.41884,130.94,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/136.jpg,1999-05-27,1999
250,Arroyo Grande,1170 W. Branch St.,Arroyo Grande,CA,93420,35.12729,-120.59796,146.39,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/250.jpg,2010-11-16,2010
367,Tulare,1591 E. Prosperity Ave. ,Tulare,CA,93274,36.22548,-119.32403,162.88,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/367.jpg,2021-08-19,2021
95,Kettleman City,33464 Bernard Dr.,Kettleman City,CA,93239,35.98616,-119.95924,163.13,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/95.jpg,1994-03-24,1994
98,Atascadero,6000 San Anselmo Rd.,Atascadero,CA,93422,35.49698,-120.6844,165.18,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/98.jpg,1994-07-22,1994
106,Visalia,1933 S. Mooney Blvd.,Visalia,CA,93277,36.31346,-119.31423,168.51,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/106.jpg,1995-06-21,1995
368,Visalia,506 W. Riggin Ave.,Visalia,CA,93291,36.3569,-119.29744,171.1,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/368.jpg,2021-09-10,2021
291,Hanford,280 S. 12th Ave.,Hanford,CA,93230,36.32131,-119.67359,176.09,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/291.jpg,2013-12-19,2013
211,El Centro,2390 S. 4Th Street,El Centro,CA,92243,32.77146,-115.55267,186.39,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/211.jpg,2007-12-13,2007
93,Fresno (2nd Street),2657 S. Second St.,Fresno,CA,93706,36.70482,-119.77024,202.6,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/93.jpg,1993-12-15,1993
83,Fresno (Blackstone & Ashlan),4302 N. Blackstone Ave.,Fresno,CA,93726,36.79612,-119.78992,208.87,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/83.jpg,1992-12-18,1992
220,Clovis,382 N. Clovis Ave.,Clovis,CA,93612,36.83692,-119.70056,209.72,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/220.jpg,2008-08-21,2008
82,Fresno (Shaw),5106 W. Shaw St.,Fresno,CA,93722,36.8085,-119.88316,211.63,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/82.jpg,1992-11-30,1992
173,Fresno (Blackstone & Nees),8010 N. Blackstone,Fresno,CA,93720,36.85229,-119.7904,212.49,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/173.jpg,2003-04-30,2003
226,Las Vegas (Tropicana Ave. & Tee Pee Ln.),9610 W. Tropicana Ave.,Las Vegas,NV,89147,36.10069,-115.30211,229.85,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/226.jpg,2008-12-18,2008
352,Las Vegas,6530 S. Rainbow Blvd. ,Las Vegas ,NV,89118,36.06968,-115.2417,231.18,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/352.jpg,2020-03-17,2020
331,Las Vegas,10040 W. Sahara Ave.,Las Vegas,NV,89117,36.14482,-115.31351,231.27,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/331.jpg,2018-05-25,2018
364,Henderson,3551 St. Rose Pkwy.,Henderson,NV,89052,35.98619,-115.14228,232.2,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/364.jpg,2021-05-21,2021
221,Las Vegas (Blue Diamond Rd.),3882 Blue Diamond Rd.,Las Vegas,NV,89139,36.04056,-115.19118,232.21,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/221.jpg,2008-08-28,2008
181,Laughlin,2085 Casino Dr.,Laughlin,NV,89029,35.15922,-114.57523,234.23,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/181.jpg,2004-03-04,2004
165,Las Vegas (Eastern Ave.),9240 S. Eastern Ave.,Las Vegas,NV,89123,36.02139,-115.11813,234.72,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/165.jpg,2002-07-10,2002
86,Las Vegas (Dean Martin & Tropicana),4888 Dean Martin Dr.,Las Vegas,NV,89103,36.10132,-115.18219,235.15,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/86.jpg,1993-07-28,1993
143,Lake Havasu City,81 London Bridge Rd.,Lake Havasu City,AZ,86403,34.47483,-114.34779,236.07,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/143.jpg,2000-05-03,2000
320,Las Vegas,"3545 S. Las Vegas Blvd, Ste L24",Las Vegas,NV,89109,36.11744,-115.1699,236.38,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/320.jpg,2017-01-11,2017
104,Las Vegas (Lake Mead Blvd.),1960 Rock Springs,Las Vegas,NV,89128,36.19564,-115.24654,236.39,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/104.jpg,1995-02-28,1995
80,Las Vegas (Sahara),2900 W. Sahara Ave.,Las Vegas,NV,89102,36.14486,-115.18057,237.07,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/80.jpg,1992-11-17,1992
88,Las Vegas (Maryland Pkwy & Tropicana),4705 S. Maryland Pkwy.,Las Vegas,NV,89119,36.10417,-115.13758,237.25,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/88.jpg,1993-08-31,1993
203,Yuma,1940 E. 16th Street,Yuma,AZ,85365,32.69905,-114.60057,238.68,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/203.jpg,2006-11-16,2006
204,Las Vegas (Centennial),5690 Centennial Center Blvd.,Las Vegas,NV,89149,36.2652,-115.25707,239.03,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/204.jpg,2007-02-07,2007
334,Las Vegas,3804 East Flamingo Rd.,Las Vegas,NV,89121,36.11578,-115.09154,239.79,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/334.jpg,2018-10-18,2018
150,Henderson,1051 W. Sunset Rd.,Henderson,NV,89014,36.06331,-115.03392,240.24,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/150.jpg,2001-03-29,2001
81,Las Vegas (Nellis),51 N Nellis,Las Vegas,NV,89110,36.16083,-115.06266,242.96,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/81.jpg,1992-11-18,1992
243,North Las Vegas,2765 E. Craig Rd.,North Las Vegas,NV,89030,36.23968,-115.11141,244.17,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/243.jpg,2010-06-23,2010
234,North Las Vegas,6880 N. 5th Street,North Las Vegas,NV,89084,36.28523,-115.1344,245.16,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/234.jpg,2009-10-29,2009
91,Merced,1579 M L King Jr Way,Merced,CA,95340,37.29835,-120.48184,256.39,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/91.jpg,1993-11-18,1993
99,Salinas,151 Kern St.,Salinas,CA,93905,36.67993,-121.6409,259.72,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/99.jpg,1994-09-21,1994
267,Santa Nella,28900 Henry Miller Rd.,Santa Nella,CA,95322,37.101,-121.0146,259.82,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/267.jpg,2012-01-26,2012
201,Kingman,1770 E. Beverly Ave.,Kingman,AZ,86409,35.21825,-114.03694,264.4,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/201.jpg,2006-06-15,2006
312,Seaside,1350 Del Monte Blvd.,Seaside,CA,93955,36.60592,-121.85847,264.95,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/312.jpg,2016-03-22,2016
100,Gilroy,641 Leavesley Rd.,Gilroy,CA,95020,37.0238,-121.56419,274.22,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/100.jpg,1994-11-10,1994
161,Turlock,3071 Countryside Dr.,Turlock,CA,95380,37.5205,-120.8817,280.42,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/161.jpg,2002-03-14,2002
198,Morgan Hill,895 Cochrane Rd.,Morgan Hill,CA,95037,37.15249,-121.6548,284.23,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/198.jpg,2005-11-30,2005
285,Modesto,1616 Sisk Rd.,Modesto,CA,95350,37.66949,-121.0356,293.57,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/285.jpg,2013-08-22,2013
342,San Jose (Cottle Road),5590 Cottle Road,San Jose ,CA,95123,37.25043,-121.80391,294.73,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/342.jpg,2019-05-02,2019
90,Modesto,3900 Pelandale Ave.,Modesto,CA,95356,37.6998,-121.06759,296.27,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/90.jpg,1993-10-18,1993
142,San Jose (Santa Teresa Blvd.),5611 Santa Teresa,San Jose,CA,95123,37.24904,-121.85943,296.67,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/142.jpg,2000-01-26,2000
158,San Jose (Capitol & Tully),2950 E. Capitol Expy.,San Jose,CA,95148,37.33009,-121.81133,299.17,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/158.jpg,2001-12-06,2001
240,San Jose,550 Newhall Drive,San Jose,CA,95110,37.3503,-121.92187,304.2,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/240.jpg,2010-01-14,2010
191,Manteca,1490 E. Yosemite Ave.,Manteca,CA,95336,37.79717,-121.19248,305.55,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/191.jpg,2005-04-12,2005
115,Milpitas,50 Ranch Drive,Milpitas,CA,95035,37.42629,-121.92238,308.19,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/115.jpg,1996-09-05,1996
176,Santa Clara,3001 Mission College,Santa Clara,CA,95054,37.388,-121.98201,308.34,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/176.jpg,2003-08-07,2003
130,Sunnyvale,604 E. El Camino Real,Sunnyvale,CA,94087,37.36097,-122.02497,308.51,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/130.jpg,1998-07-02,1998
346,Lathrop ,16514 Golden Valley Parkway,Lathrop ,CA,95330,37.81143,-121.29806,309.42,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/346.jpg,2019-10-17,2019
96,Tracy,575 Clover Road,Tracy,CA,95376,37.76184,-121.43377,310.57,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/96.jpg,1994-06-01,1994
152,Mountain View (El Camino Real & Grant),53 W. El Camino Real,Mountain View,CA,94040,37.38038,-122.07402,311.31,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/152.jpg,2001-07-12,2001
129,Mountain View (Rengstorff),1159 N. Rengstorff,Mountain View,CA,94043,37.42096,-122.09334,314.11,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/129.jpg,1998-06-11,1998
194,Fremont,43349 Pacific Commons Blvd. ,Fremont,CA,94538,37.50421,-121.97399,314.14,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/194.jpg,2005-08-17,2005
149,Livermore,1881 N. Livermore Ave.,Livermore,CA,94550,37.69939,-121.77326,317.8,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/149.jpg,2001-02-15,2001
369,Stockton ,5202 Pacific Ave.,Stockton ,CA,95207,37.99696,-121.31452,320.83,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/369.jpg,2021-09-17,2021
101,Stockton,2727 W. March Lane,Stockton,CA,95219,37.98471,-121.34561,320.98,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/101.jpg,1994-11-30,1994
124,Pleasanton,6015 Johnson Dr.,Pleasanton,CA,94588,37.70022,-121.90763,322.34,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/124.jpg,1997-08-06,1997
156,Union City,32060 Union Landing,Union City,CA,94587,37.59927,-122.06561,322.4,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/156.jpg,2001-11-01,2001
246,Redwood City,949 Veterans Blvd,Redwood City,CA,94063,37.49059,-122.22785,322.64,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/246.jpg,2010-08-26,2010
257,San Carlos,445 Industrial Rd.,San Carlos,CA,94070,37.51288,-122.25859,324.91,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/257.jpg,2011-06-16,2011
197,Lodi,2625 W. Kettleman Ln.,Lodi,CA,95242,38.11596,-121.3082,327.73,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/197.jpg,2005-10-13,2005
118,San Ramon,2270 San Ramon Valley,San Ramon,CA,94583,37.77914,-121.97702,328.97,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/118.jpg,1997-02-27,1997
222,San Leandro,15575 Hesperian Blvd.,San Leandro,CA,94579,37.68697,-122.13113,329.35,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/222.jpg,2008-09-30,2008
189,Brentwood,5581 Lone Tree Way,Brentwood,CA,94513,37.96115,-121.74774,331.62,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/189.jpg,2004-12-16,2004
190,Millbrae,11 Rollins Rd.,Millbrae,CA,94030,37.60082,-122.38243,333.99,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/190.jpg,2005-03-31,2005
193,Oakland,8300 Oakport St.,Oakland,CA,94621,37.74037,-122.1984,334.55,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/193.jpg,2005-05-18,2005
168,Pittsburg,4550 Delta Gateway Blvd.,Pittsburg,CA,94565,38.00537,-121.83634,336.91,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/168.jpg,2002-10-08,2002
303,Alameda,555 Willie Stargell Ave.,Alameda,CA,94501,37.78372,-122.27728,339.62,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/303.jpg,2015-05-14,2015
326,Daly City,372 Gellert Blvd.,Daly City,CA,94015,37.66603,-122.46904,340.52,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/326.jpg,2017-07-27,2017
159,Daly City,260 Washington St.,Daly City,CA,94015,37.68821,-122.47202,341.75,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/159.jpg,2002-01-17,2002
274,Pleasant Hill,570 Contra Costa Blvd.,Pleasant Hill,CA,94523,37.97596,-122.06565,342.69,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/274.jpg,2012-05-17,2012
154,San Francisco,333 Jefferson,San Francisco,CA,94133,37.80773,-122.41858,345.94,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/154.jpg,2001-09-20,2001
184,Prescott,3040 Hwy. 69,Prescott,AZ,86301,34.55245,-112.40924,346.52,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/184.jpg,2004-06-29,2004
116,Elk Grove,9188 E Stockton Blvd.,Elk Grove,CA,95624,38.42411,-121.3915,348.49,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/116.jpg,1996-11-14,1996
332,Surprise,14321 W. Bell Rd.,Surprise,AZ,85374,33.63818,-112.36853,349.33,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/332.jpg,2018-06-08,2018
215,Washington City,832 W. Telegraph St.,Washington City,UT,84780,37.1278,-113.52311,351.44,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/215.jpg,2008-04-22,2008
120,Pinole,1417 Fitzgerald Dr.,Pinole,CA,94564,37.98907,-122.31071,351.7,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/120.jpg,1997-04-24,1997
148,Avondale,1525 Dysart Rd.,Avondale,AZ,85323,33.45937,-112.34041,352.37,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/148.jpg,2000-12-07,2000
139,Placerville,3055 Forni Road,Placerville,CA,95667,38.72039,-120.83314,353.66,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/139.jpg,1999-09-30,1999
327,Sacramento,8200 Delta Shores Circle,Sacramento,CA,95832,38.46537,-121.49298,353.68,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/327.jpg,2017-08-24,2017
141,Mill Valley,798 Redwood Hwy.,Mill Valley,CA,94941,37.89661,-122.5155,354.05,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/141.jpg,1999-12-16,1999
229,Folsom,225 Placerville Rd.,Folsom,CA,95630,38.64672,-121.11442,355.26,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/229.jpg,2009-01-29,2009
232,Phoenix (Camelback),9585 W. Camelback Rd.,Phoenix,AZ,85037,33.50809,-112.26647,356.17,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/232.jpg,2009-06-11,2009
339,Vallejo,720 Admiral Callaghan Ln.,Vallejo,CA,94591,38.12479,-122.22787,356.24,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/339.jpg,2018-01-10,2018
122,Rancho Cordova,2475 Sunrise Blvd,Rancho Cordova,CA,95670,38.61461,-121.26897,356.98,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/122.jpg,1997-06-03,1997
169,Peoria,8285 W. Bell Rd.,Peoria,AZ,85382,33.63773,-112.23301,357.1,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/169.jpg,2003-01-16,2003
125,Fairfield,1364 Holiday Lane,Fairfield,CA,94534,38.25727,-122.0647,358.31,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/125.jpg,1997-09-09,1997
276,Sacramento,2001 Alta Arden Expy.,Sacramento,CA,95825,38.59805,-121.4194,359.76,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/276.jpg,2012-06-07,2012
103,Vacaville,170 Nut Tree Pkwy.,Vacaville,CA,95687,38.366460000000004,-121.96114,361.3,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/103.jpg,1995-01-03,1995
217,Sacramento (Madison),4600 Madison Ave.,Sacramento,CA,95841,38.66041,-121.3571,361.99,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/217.jpg,2008-05-29,2008
187,Carson Valley,957 Topsy Lane,Carson City,NV,89705,39.10902,-119.77493,362.09,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/187.jpg,2004-10-14,2004
228,Phoenix (Carefree Hwy),34850 N. Valley Parkway,Phoenix,AZ,85086,33.80054,-112.12994,362.09,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/228.jpg,2009-01-20,2009
225,West Sacramento,780 Ikea Court,West Sacramento,CA,95605,38.59157,-121.55012,362.8,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/225.jpg,2008-12-05,2008
177,Phoenix (27th Ave.),19407 N. 27th Ave.,Phoenix,AZ,85027,33.66206,-112.11673,363.61,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/177.jpg,2003-09-11,2003
252,Phoenix (Metro Square),2770 W. Peoria Ave.,Phoenix,AZ,85029,33.58241,-112.11982,363.98,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/252.jpg,2011-02-17,2011
131,Sacramento (Truxel),3501 Truxel Road,Sacramento,CA,95834,38.63683,-121.50424,364.32,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/131.jpg,1998-08-13,1998
127,Davis,1020 Olive Drive,Davis,CA,95616,38.54097,-121.73722,364.9,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/127.jpg,1998-01-23,1998
288,Novato,216 Vintage Way,Novato,CA,94945,38.0897,-122.55495,365.56,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/288.jpg,2013-11-14,2013
132,Roseville (Taylor Rd.),1803 Taylor,Roseville,CA,95661,38.75825,-121.25955,365.63,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/132.jpg,1998-10-15,1998
213,Sacramento (Del Paso),2900 Del Paso Rd.,Sacramento,CA,95834,38.65535,-121.52592,366.0,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/213.jpg,2007-12-28,2007
126,Napa,820 Imola Ave.,Napa,CA,94559,38.28112,-122.27624,366.43,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/126.jpg,1997-10-16,1997
308,Rocklin,5490 Crossings Dr.,Rocklin,CA,95677,38.80166,-121.20451,367.03,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/308.jpg,2015-12-03,2015
183,Roseville (Fairway Dr.),10309 Fairway Dr.,Roseville,CA,95678,38.78966,-121.28319,368.14,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/183.jpg,2004-06-10,2004
